Optimal Found Or Timeout,Instances,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Optimum Found,Completion Time for Window 1 is 1054,Completion Time for Window 2 is 2128
Models       ,TA31,"[' 140.347s (Solving', ' 137.13s 1st Model', ' 10.88s Unsat', ' 0.00s)']",[' 140.000s'], ,[' 56272567'],"[' 2488227  (Analyzed', ' 2176485)']","[' 5210     (Average', ' 417.75 Last', ' 29451)']",[' 2456.9  '],"[' 1195     (Average Length', ' 586.24 Splits', ' 0)']","[' 2176485  (Deleted', ' 2138578)']","[' 225      (Ratio', '   0.01%)']","[' 12981    (Ratio', '   0.60%)']","[' 2176485  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2176485  (Average', ' 24.67 Max', ' 2745 Sum', ' 53690532)']","[' 2176309  (Average', ' 24.62 Max', ' 2144 Sum', ' 53584756 Ratio', '  99.80%)']","[' 176      (Average', ' 601.00 Max', ' 601 Sum', ' 105776 Ratio', '   0.20%)']", ,[' 36497   '],[' 3668    '],[' 37176   '],[' 21460   '],"[' 64376    (Atom=Atom', ' 18240 Body=Body', ' 10613 Other', ' 35523)']",[' Yes'],"[' 4797     (Eliminated', '    0 Frozen', ' 4797)']","[' 1506     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.747002'],[' 0'], ,[' 80.0034'],[' 0'],[' 3.62259'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70939e+08'],[' 1.40047e+08'],[' 0'],[' 5.73181e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA32,"[' 136.696s (Solving', ' 134.00s 1st Model', ' 6.91s Unsat', ' 0.00s)']",[' 136.516s'], ,[' 51260394'],"[' 3276225  (Analyzed', ' 2864921)']","[' 6342     (Average', ' 451.74 Last', ' 129896)']",[' 2630.4  '],"[' 1132     (Average Length', ' 556.77 Splits', ' 0)']","[' 2864921  (Deleted', ' 2820711)']","[' 241      (Ratio', '   0.01%)']","[' 14657    (Ratio', '   0.51%)']","[' 2864921  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2864921  (Average', ' 16.89 Max', ' 2836 Sum', ' 48397645)']","[' 2864702  (Average', ' 16.85 Max', ' 2213 Sum', ' 48261208 Ratio', '  99.72%)']","[' 219      (Average', ' 623.00 Max', ' 623 Sum', ' 136437 Ratio', '   0.28%)']", ,[' 36974   '],[' 3848    '],[' 37602   '],[' 22117   '],"[' 66347    (Atom=Atom', ' 18717 Body=Body', ' 10793 Other', ' 36837)']",[' Yes'],"[' 4926     (Eliminated', '    0 Frozen', ' 4926)']","[' 1448     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.704506'],[' 0'], ,[' 81.7207'],[' 0'],[' 3.4403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37789e+08'],[' 1.10167e+08'],[' 0'],[' 5.7832e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA33,"[' 147.862s (Solving', ' 145.07s 1st Model', ' 17.96s Unsat', ' 0.00s)']",[' 147.531s'], ,[' 52230888'],"[' 3187829  (Analyzed', ' 2780815)']","[' 6827     (Average', ' 407.33 Last', ' 34472)']",[' 2560.6  '],"[' 1069     (Average Length', ' 527.87 Splits', ' 0)']","[' 2780815  (Deleted', ' 2740622)']","[' 232      (Ratio', '   0.01%)']","[' 13561    (Ratio', '   0.49%)']","[' 2780815  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2780815  (Average', ' 17.81 Max', ' 2516 Sum', ' 49529226)']","[' 2780588  (Average', ' 17.77 Max', ' 2508 Sum', ' 49418450 Ratio', '  99.78%)']","[' 227      (Average', ' 488.00 Max', ' 488 Sum', ' 110776 Ratio', '   0.22%)']", ,[' 36557   '],[' 3730    '],[' 37142   '],[' 21582   '],"[' 64742    (Atom=Atom', ' 18300 Body=Body', ' 10675 Other', ' 35767)']",[' Yes'],"[' 4765     (Eliminated', '    0 Frozen', ' 4765)']","[' 1596     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.722356'],[' 0'], ,[' 88.8657'],[' 0'],[' 3.616'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49738e+08'],[' 1.18951e+08'],[' 0'],[' 6.28555e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA34,"[' 135.198s (Solving', ' 132.34s 1st Model', ' 6.10s Unsat', ' 0.00s)']",[' 135.016s'], ,[' 46867167'],"[' 2692646  (Analyzed', ' 2371942)']","[' 5671     (Average', ' 418.26 Last', ' 8471)']",[' 2471.3  '],"[' 1062     (Average Length', ' 523.54 Splits', ' 0)']","[' 2371942  (Deleted', ' 2334926)']","[' 230      (Ratio', '   0.01%)']","[' 12420    (Ratio', '   0.52%)']","[' 2371942  (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2371942  (Average', ' 18.73 Max', ' 2789 Sum', ' 44422054)']","[' 2371740  (Average', ' 18.68 Max', ' 2241 Sum', ' 44311358 Ratio', '  99.75%)']","[' 202      (Average', ' 548.00 Max', ' 548 Sum', ' 110696 Ratio', '   0.25%)']", ,[' 36454   '],[' 3698    '],[' 37030   '],[' 21447   '],"[' 64337    (Atom=Atom', ' 18197 Body=Body', ' 10643 Other', ' 35497)']",[' Yes'],"[' 4724     (Eliminated', '    0 Frozen', ' 4724)']","[' 1500     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.679344'],[' 0'], ,[' 82.0711'],[' 0'],[' 3.31492'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36207e+08'],[' 1.10421e+08'],[' 0'],[' 5.79395e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA35,"[' 142.716s (Solving', ' 140.14s 1st Model', ' 14.04s Unsat', ' 0.00s)']",[' 142.453s'], ,[' 50026860'],"[' 2953297  (Analyzed', ' 2595359)']","[' 6094     (Average', ' 425.89 Last', ' 86233)']",[' 2510.2  '],"[' 934      (Average Length', ' 458.39 Splits', ' 0)']","[' 2595359  (Deleted', ' 2556304)']","[' 266      (Ratio', '   0.01%)']","[' 13606    (Ratio', '   0.52%)']","[' 2595359  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2595359  (Average', ' 18.35 Max', ' 2797 Sum', ' 47619605)']","[' 2595181  (Average', ' 18.32 Max', ' 2344 Sum', ' 47538971 Ratio', '  99.83%)']","[' 178      (Average', ' 453.00 Max', ' 453 Sum', '  80634 Ratio', '   0.17%)']", ,[' 36422   '],[' 3730    '],[' 36859   '],[' 21447   '],"[' 64337    (Atom=Atom', ' 18165 Body=Body', ' 10675 Other', ' 35497)']",[' Yes'],"[' 4617     (Eliminated', '    0 Frozen', ' 4617)']","[' 1488     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.630038'],[' 0'], ,[' 86.6125'],[' 0'],[' 3.5038'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4164e+08'],[' 1.13926e+08'],[' 0'],[' 5.98774e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA36,"[' 175.854s (Solving', ' 172.68s 1st Model', ' 46.38s Unsat', ' 0.00s)']",[' 175.625s'], ,[' 60368282'],"[' 2855070  (Analyzed', ' 2568329)']","[' 6281     (Average', ' 408.90 Last', ' 150447)']",[' 2451.3  '],"[' 1128     (Average Length', ' 557.45 Splits', ' 0)']","[' 2568329  (Deleted', ' 2532145)']","[' 269      (Ratio', '   0.01%)']","[' 13990    (Ratio', '   0.54%)']","[' 2568329  (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2568329  (Average', ' 22.54 Max', ' 2794 Sum', ' 57883684)']","[' 2568124  (Average', ' 22.49 Max', ' 2203 Sum', ' 57762529 Ratio', '  99.79%)']","[' 205      (Average', ' 591.00 Max', ' 591 Sum', ' 121155 Ratio', '   0.21%)']", ,[' 36562   '],[' 3712    '],[' 37205   '],[' 21569   '],"[' 64703    (Atom=Atom', ' 18305 Body=Body', ' 10657 Other', ' 35741)']",[' Yes'],"[' 4805     (Eliminated', '    0 Frozen', ' 4805)']","[' 1762     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.707622'],[' 0'], ,[' 104.557'],[' 0'],[' 4.2468'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91314e+08'],[' 1.55488e+08'],[' 0'],[' 7.22053e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA37,"[' 134.354s (Solving', ' 131.29s 1st Model', ' 5.22s Unsat', ' 0.00s)']",[' 133.797s'], ,[' 50672882'],"[' 2519999  (Analyzed', ' 2205144)']","[' 5127     (Average', ' 430.10 Last', ' 11391)']",[' 2415.9  '],"[' 1034     (Average Length', ' 509.29 Splits', ' 0)']","[' 2205144  (Deleted', ' 2171139)']","[' 213      (Ratio', '   0.01%)']","[' 11788    (Ratio', '   0.53%)']","[' 2205144  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2205144  (Average', ' 21.93 Max', ' 2635 Sum', ' 48360285)']","[' 2204949  (Average', ' 21.88 Max', ' 2068 Sum', ' 48250286 Ratio', '  99.77%)']","[' 195      (Average', ' 564.10 Max', ' 567 Sum', ' 109999 Ratio', '   0.23%)']", ,[' 36300   '],[' 3656    '],[' 36845   '],[' 21251   '],"[' 63749    (Atom=Atom', ' 18043 Body=Body', ' 10601 Other', ' 35105)']",[' Yes'],"[' 4651     (Eliminated', '    0 Frozen', ' 4651)']","[' 1337     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.649078'],[' 0'], ,[' 79.7956'],[' 0'],[' 3.41154'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41591e+08'],[' 1.1429e+08'],[' 0'],[' 5.53137e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA38,"[' 137.355s (Solving', ' 134.34s 1st Model', ' 7.79s Unsat', ' 0.00s)']",[' 136.906s'], ,[' 58944269'],"[' 2306203  (Analyzed', ' 1959617)']","[' 4618     (Average', ' 424.34 Last', ' 14583)']",[' 2401.9  '],"[' 1145     (Average Length', ' 560.36 Splits', ' 0)']","[' 1959617  (Deleted', ' 1924956)']","[' 270      (Ratio', '   0.01%)']","[' 13758    (Ratio', '   0.70%)']","[' 1959617  (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1959617  (Average', ' 28.82 Max', ' 2787 Sum', ' 56476607)']","[' 1959434  (Average', ' 28.76 Max', ' 2155 Sum', ' 56360951 Ratio', '  99.80%)']","[' 183      (Average', ' 632.00 Max', ' 632 Sum', ' 115656 Ratio', '   0.20%)']", ,[' 36405   '],[' 3654    '],[' 37035   '],[' 21354   '],"[' 64058    (Atom=Atom', ' 18148 Body=Body', ' 10599 Other', ' 35311)']",[' Yes'],"[' 4734     (Eliminated', '    0 Frozen', ' 4734)']","[' 1450     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.700378'],[' 0'], ,[' 73.5715'],[' 0'],[' 3.92543'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83047e+08'],[' 1.52677e+08'],[' 0'],[' 4.73531e+09'],[' 0'],[' 0'], ,[' '],[' ']
Models       ,TA39,"[' 137.650s (Solving', ' 134.51s 1st Model', ' 9.15s Unsat', ' 0.00s)']",[' 137.281s'], ,[' 46645490'],"[' 3029982  (Analyzed', ' 2727694)']","[' 6347     (Average', ' 429.76 Last', ' 24077)']",[' 2455.7  '],"[' 961      (Average Length', ' 474.37 Splits', ' 0)']","[' 2727694  (Deleted', ' 2684000)']","[' 284      (Ratio', '   0.01%)']","[' 14098    (Ratio', '   0.52%)']","[' 2727694  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2727694  (Average', ' 16.26 Max', ' 2693 Sum', ' 44364759)']","[' 2727456  (Average', ' 16.22 Max', ' 2230 Sum', ' 44254565 Ratio', '  99.75%)']","[' 238      (Average', ' 463.00 Max', ' 463 Sum', ' 110194 Ratio', '   0.25%)']", ,[' 36527   '],[' 3756    '],[' 36999   '],[' 21578   '],"[' 64730    (Atom=Atom', ' 18270 Body=Body', ' 10701 Other', ' 35759)']",[' Yes'],"[' 4678     (Eliminated', '    0 Frozen', ' 4678)']","[' 1479     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.647243'],[' 0'], ,[' 85.9648'],[' 0'],[' 3.28768'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.20598e+08'],[' 9.62758e+07'],[' 0'],[' 6.1491e+09'],[' 0'],[' 0'], ,[' '],[' ']
