Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 11785+'],[' 5896'],"[' 1407.904s (Solving', ' 1258.11s 1st Model', ' 843.19s Unsat', ' 0.00s)']",[' 1401.688s'], ,[' 822084671'],"[' 1110990  (Analyzed', ' 651496)']","[' 4558     (Average', ' 142.93 Last', ' 82367)']",[' 20583.1 '],"[' 5896     (Average Length', ' 2785.47 Splits', ' 0)']","[' 651496   (Deleted', ' 568097)']","[' 1163     (Ratio', '   0.18%)']","[' 63696    (Ratio', '   9.78%)']","[' 651496   (Average Length', '   42.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 651496   (Average', ' 1111.12 Max', ' 26242 Sum', ' 723892619)']","[' 648864   (Average', ' 1099.84 Max', ' 26242 Sum', ' 716542232 Ratio', '  98.98%)']","[' 2632     (Average', ' 2792.70 Max', ' 5247 Sum', ' 7350387 Ratio', '   1.02%)']", ,[' 410486  '],[' 42864   '],[' 410280  '],[' 286317  '],"[' 858947   (Atom=Atom', ' 248911 Body=Body', ' 140304 Other', ' 469732)']",[' Yes'],"[' 44658    (Eliminated', '    0 Frozen', ' 44658)']","[' 10469    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.8071'],[' 0'], ,[' 494.332'],[' 0'],[' 57.7087'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83644e+09'],[' 1.73747e+09'],[' 0'],[' 1.18344e+10'],[' 0'],[' 0'],[' 2712 '],[' 5024 '],[' 7057 ']
Solving...,TA72, ,[' 1'],[' 12229+'],[' 6118'],"[' 1407.958s (Solving', ' 1252.04s 1st Model', ' 1053.81s Unsat', ' 0.00s)']",[' 1402.422s'], ,[' 851427175'],"[' 1182435  (Analyzed', ' 525538)']","[' 5174     (Average', ' 101.57 Last', ' 42215)']",[' 20666.9 '],"[' 6118     (Average Length', ' 2869.65 Splits', ' 0)']","[' 525538   (Deleted', ' 443943)']","[' 1138     (Ratio', '   0.22%)']","[' 63960    (Ratio', '  12.17%)']","[' 525538   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 525538   (Average', ' 1428.12 Max', ' 25453 Sum', ' 750532536)']","[' 522476   (Average', ' 1411.38 Max', ' 25453 Sum', ' 741733398 Ratio', '  98.83%)']","[' 3062     (Average', ' 2873.66 Max', ' 5352 Sum', ' 8799138 Ratio', '   1.17%)']", ,[' 406685  '],[' 42396   '],[' 406568  '],[' 285021  '],"[' 855059   (Atom=Atom', ' 248093 Body=Body', ' 139826 Other', ' 467140)']",[' Yes'],"[' 44279    (Eliminated', '    0 Frozen', ' 44279)']","[' 11729    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.2077'],[' 0'], ,[' 454.247'],[' 0'],[' 58.6938'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97058e+09'],[' 1.86807e+09'],[' 0'],[' 8.3508e+09'],[' 0'],[' 0'],[' 2232 '],[' 4202 '],[' 6391 ']
Solving...,TA73, ,[' 1'],[' 12623+'],[' 6315'],"[' 1411.095s (Solving', ' 1238.63s 1st Model', ' 986.68s Unsat', ' 0.00s)']",[' 1403.953s'], ,[' 801400851'],"[' 1355339  (Analyzed', ' 508492)']","[' 4886     (Average', ' 104.07 Last', ' 128456)']",[' 21196.6 '],"[' 6315     (Average Length', ' 2930.88 Splits', ' 0)']","[' 508492   (Deleted', ' 420092)']","[' 1031     (Ratio', '   0.20%)']","[' 58870    (Ratio', '  11.58%)']","[' 508492   (Average Length', '   34.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 508492   (Average', ' 1364.31 Max', ' 25661 Sum', ' 693740447)']","[' 505460   (Average', ' 1347.24 Max', ' 25661 Sum', ' 685059702 Ratio', '  98.75%)']","[' 3032     (Average', ' 2863.04 Max', ' 5470 Sum', ' 8680745 Ratio', '   1.25%)']", ,[' 409967  '],[' 42668   '],[' 409379  '],[' 284454  '],"[' 853358   (Atom=Atom', ' 247852 Body=Body', ' 139500 Other', ' 466006)']",[' Yes'],"[' 44080    (Eliminated', '    0 Frozen', ' 44080)']","[' 10671    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 29.2201'],[' 0'], ,[' 456.723'],[' 0'],[' 58.4572'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83334e+09'],[' 1.73441e+09'],[' 0'],[' 8.24729e+09'],[' 0'],[' 0'],[' 2537 '],[' 4588 '],[' 6859 ']
Solving...,TA74, ,[' 1'],[' 13069+'],[' 6538'],"[' 1411.116s (Solving', ' 1249.30s 1st Model', ' 971.25s Unsat', ' 0.00s)']",[' 1405.656s'], ,[' 840787853'],"[' 1207544  (Analyzed', ' 527665)']","[' 5022     (Average', ' 105.07 Last', ' 46908)']",[' 20579.1 '],"[' 6538     (Average Length', ' 3027.96 Splits', ' 0)']","[' 527665   (Deleted', ' 450724)']","[' 882      (Ratio', '   0.17%)']","[' 61830    (Ratio', '  11.72%)']","[' 527665   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 527665   (Average', ' 1392.70 Max', ' 25459 Sum', ' 734879881)']","[' 524838   (Average', ' 1374.41 Max', ' 25459 Sum', ' 725226419 Ratio', '  98.69%)']","[' 2827     (Average', ' 3414.74 Max', ' 5638 Sum', ' 9653462 Ratio', '   1.31%)']", ,[' 408134  '],[' 42254   '],[' 408113  '],[' 285842  '],"[' 857522   (Atom=Atom', ' 249257 Body=Body', ' 139483 Other', ' 468782)']",[' Yes'],"[' 44220    (Eliminated', '    0 Frozen', ' 44220)']","[' 10231    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.6372'],[' 0'], ,[' 449.257'],[' 0'],[' 58.1144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95524e+09'],[' 1.85309e+09'],[' 0'],[' 8.17343e+09'],[' 0'],[' 0'],[' 2152 '],[' 4339 '],[' 6466 ']
Solving...,TA75, ,[' 1'],[' 13143+'],[' 6575'],"[' 1410.382s (Solving', ' 1252.87s 1st Model', ' 1071.12s Unsat', ' 0.00s)']",[' 1405.328s'], ,[' 866623333'],"[' 1218734  (Analyzed', ' 509022)']","[' 5055     (Average', ' 100.70 Last', ' 72270)']",[' 20739.7 '],"[' 6575     (Average Length', ' 3096.09 Splits', ' 0)']","[' 509022   (Deleted', ' 434938)']","[' 914      (Ratio', '   0.18%)']","[' 60413    (Ratio', '  11.87%)']","[' 509022   (Average Length', '   34.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 509022   (Average', ' 1484.32 Max', ' 27016 Sum', ' 755549531)']","[' 507057   (Average', ' 1472.95 Max', ' 27016 Sum', ' 749762178 Ratio', '  99.23%)']","[' 1965     (Average', ' 2945.22 Max', ' 5753 Sum', ' 5787353 Ratio', '   0.77%)']", ,[' 411469  '],[' 42873   '],[' 411740  '],[' 288219  '],"[' 864653   (Atom=Atom', ' 250838 Body=Body', ' 140279 Other', ' 473536)']",[' Yes'],"[' 45142    (Eliminated', '    0 Frozen', ' 45142)']","[' 8685     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.4315'],[' 0'], ,[' 453.066'],[' 0'],[' 59.3423'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.94904e+09'],[' 1.85111e+09'],[' 0'],[' 8.19945e+09'],[' 0'],[' 0'],[' 2325 '],[' 4430 '],[' 6758 ']
Solving...,TA76, ,[' 1'],[' 10593+'],[' 5300'],"[' 1404.605s (Solving', ' 1271.64s 1st Model', ' 750.30s Unsat', ' 0.00s)']",[' 1399.234s'], ,[' 634075572'],"[' 2389334  (Analyzed', ' 1864161)']","[' 7345     (Average', ' 253.80 Last', ' 98417)']",[' 22650.2 '],"[' 5300     (Average Length', ' 2593.22 Splits', ' 0)']","[' 1864161  (Deleted', ' 1793376)']","[' 176      (Ratio', '   0.01%)']","[' 43879    (Ratio', '   2.35%)']","[' 1864161  (Average Length', '   49.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1864161  (Average', ' 283.45 Max', ' 30077 Sum', ' 528395447)']","[' 1863518  (Average', ' 282.69 Max', ' 30077 Sum', ' 526988949 Ratio', '  99.73%)']","[' 643      (Average', ' 2187.40 Max', ' 2920 Sum', ' 1406498 Ratio', '   0.27%)']", ,[' 405089  '],[' 42626   '],[' 403001  '],[' 283241  '],"[' 849719   (Atom=Atom', ' 247787 Body=Body', ' 138352 Other', ' 463580)']",[' Yes'],"[' 42472    (Eliminated', '    0 Frozen', ' 42472)']","[' 4169     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.0694'],[' 0'], ,[' 672.767'],[' 0'],[' 45.0745'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46615e+09'],[' 1.38895e+09'],[' 0'],[' 3.2195e+10'],[' 0'],[' 0'],[' 2322 '],[' 9695 '],[' 11801 ']
Solving...,TA77, ,[' 1'],[' 12317+'],[' 6162'],"[' 1407.288s (Solving', ' 1259.93s 1st Model', ' 775.71s Unsat', ' 0.00s)']",[' 1401.609s'], ,[' 870132306'],"[' 1390648  (Analyzed', ' 676226)']","[' 5280     (Average', ' 128.07 Last', ' 18959)']",[' 20196.0 '],"[' 6162     (Average Length', ' 2890.38 Splits', ' 0)']","[' 676226   (Deleted', ' 594318)']","[' 801      (Ratio', '   0.12%)']","[' 66473    (Ratio', '   9.83%)']","[' 676226   (Average Length', '   34.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 676226   (Average', ' 1138.57 Max', ' 25549 Sum', ' 769931904)']","[' 673857   (Average', ' 1127.78 Max', ' 25549 Sum', ' 762635786 Ratio', '  99.05%)']","[' 2369     (Average', ' 3079.83 Max', ' 5435 Sum', ' 7296118 Ratio', '   0.95%)']", ,[' 406787  '],[' 42226   '],[' 406690  '],[' 284480  '],"[' 853436   (Atom=Atom', ' 247783 Body=Body', ' 139595 Other', ' 466058)']",[' Yes'],"[' 44129    (Eliminated', '    0 Frozen', ' 44129)']","[' 10702    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.1635'],[' 0'], ,[' 461.956'],[' 0'],[' 58.6498'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.98337e+09'],[' 1.87363e+09'],[' 0'],[' 9.27192e+09'],[' 0'],[' 0'],[' 2332 '],[' 4463 '],[' 6694 ']
Solving...,TA78, ,[' 1'],[' 13003+'],[' 6505'],"[' 1409.959s (Solving', ' 1247.92s 1st Model', ' 907.91s Unsat', ' 0.00s)']",[' 1405.438s'], ,[' 820071763'],"[' 3618043  (Analyzed', ' 515443)']","[' 5537     (Average', ' 93.09 Last', ' 95608)']",[' 20374.2 '],"[' 6505     (Average Length', ' 3046.11 Splits', ' 0)']","[' 515443   (Deleted', ' 438186)']","[' 1035     (Ratio', '   0.20%)']","[' 61448    (Ratio', '  11.92%)']","[' 515443   (Average Length', '   32.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 515443   (Average', ' 1388.73 Max', ' 25195 Sum', ' 715811618)']","[' 511840   (Average', ' 1365.22 Max', ' 25195 Sum', ' 703693775 Ratio', '  98.31%)']","[' 3603     (Average', ' 3363.26 Max', ' 5730 Sum', ' 12117843 Ratio', '   1.69%)']", ,[' 406246  '],[' 42378   '],[' 406232  '],[' 283834  '],"[' 851498   (Atom=Atom', ' 247198 Body=Body', ' 139534 Other', ' 464766)']",[' Yes'],"[' 44363    (Eliminated', '    0 Frozen', ' 44363)']","[' 11473    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.3176'],[' 0'], ,[' 490.727'],[' 0'],[' 56.1979'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.8921e+09'],[' 1.78892e+09'],[' 0'],[' 1.38041e+10'],[' 0'],[' 0'],[' 2266 '],[' 4339 '],[' 6629 ']
Solving...,TA79, ,[' 1'],[' 13501+'],[' 6754'],"[' 1411.313s (Solving', ' 1244.22s 1st Model', ' 973.93s Unsat', ' 0.00s)']",[' 1406.203s'], ,[' 825161423'],"[' 1690577  (Analyzed', ' 455808)']","[' 5543     (Average', ' 82.23 Last', ' 71969)']",[' 20494.6 '],"[' 6754     (Average Length', ' 3173.02 Splits', ' 0)']","[' 455808   (Deleted', ' 382629)']","[' 1050     (Ratio', '   0.23%)']","[' 56634    (Ratio', '  12.42%)']","[' 455808   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 455808   (Average', ' 1574.53 Max', ' 26173 Sum', ' 717685272)']","[' 452714   (Average', ' 1550.68 Max', ' 26173 Sum', ' 706813129 Ratio', '  98.49%)']","[' 3094     (Average', ' 3513.94 Max', ' 5926 Sum', ' 10872143 Ratio', '   1.51%)']", ,[' 408716  '],[' 42513   '],[' 409357  '],[' 286830  '],"[' 860486   (Atom=Atom', ' 249599 Body=Body', ' 140129 Other', ' 470758)']",[' Yes'],"[' 45154    (Eliminated', '    0 Frozen', ' 45154)']","[' 10191    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.7463'],[' 0'], ,[' 462.07'],[' 0'],[' 58.4911'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.82572e+09'],[' 1.73133e+09'],[' 0'],[' 8.76282e+09'],[' 0'],[' 0'],[' 2220 '],[' 4240 '],[' 6357 ']
Solving...,TA80, ,[' 1'],[' 11511+'],[' 5759'],"[' 1402.166s (Solving', ' 1270.17s 1st Model', ' 1074.84s Unsat', ' 0.00s)']",[' 1399.328s'], ,[' 969354793'],"[' 1242997  (Analyzed', ' 736417)']","[' 5183     (Average', ' 142.08 Last', ' 95262)']",[' 20345.1 '],"[' 5759     (Average Length', ' 2717.85 Splits', ' 0)']","[' 736417   (Deleted', ' 645109)']","[' 1035     (Ratio', '   0.14%)']","[' 76474    (Ratio', '  10.38%)']","[' 736417   (Average Length', '   34.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 736417   (Average', ' 1189.83 Max', ' 24859 Sum', ' 876210825)']","[' 733237   (Average', ' 1177.54 Max', ' 24859 Sum', ' 867160821 Ratio', '  98.97%)']","[' 3180     (Average', ' 2845.91 Max', ' 5111 Sum', ' 9050004 Ratio', '   1.03%)']", ,[' 410029  '],[' 42720   '],[' 409844  '],[' 287027  '],"[' 861077   (Atom=Atom', ' 249618 Body=Body', ' 140307 Other', ' 471152)']",[' Yes'],"[' 44535    (Eliminated', '    0 Frozen', ' 44535)']","[' 14280    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.471'],[' 0'], ,[' 477.142'],[' 0'],[' 56.0753'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.3551e+09'],[' 2.2327e+09'],[' 0'],[' 1.43253e+10'],[' 0'],[' 0'],[' 2329 '],[' 4467 '],[' 6538 ']
