Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 1509+'],[' 762'],"[' 165.684s (Solving', ' 163.44s 1st Model', ' 1.35s Unsat', ' 70.40s)']",[' 165.297s'], ,[' 10484643'],"[' 6408951  (Analyzed', ' 6314458)']","[' 12637    (Average', ' 499.68 Last', ' 68390)']",[' 1620.4  '],"[' 762      (Average Length', ' 434.53 Splits', ' 0)']","[' 6314458  (Deleted', ' 6218401)']","[' 17       (Ratio', '   0.00%)']","[' 980      (Ratio', '   0.02%)']","[' 6314458  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6314458  (Average', '  1.50 Max', ' 2497 Sum', ' 9466438)']","[' 6314200  (Average', '  1.48 Max', ' 2032 Sum', ' 9342955 Ratio', '  98.70%)']","[' 258      (Average', ' 478.62 Max', ' 663 Sum', ' 123483 Ratio', '   1.30%)']", ,[' 63955   '],[' 2476    '],[' 59143   '],[' 20958   '],"[' 54999    (Atom=Atom', ' 15922 Body=Body', ' 9663 Other', ' 29414)']",[' Yes'],"[' 3706     (Eliminated', '    0 Frozen', ' 3706)']","[' 88       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.432147'],[' 0'], ,[' 118.084'],[' 0'],[' 3.05433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.52741e+07'],[' 1.06038e+07'],[' 0'],[' 9.0963e+09'],[' 0'],[' 0'],[' 615 '],[' 1077 '],[' 1513 '],[' 1931 '],[' 2355 '],[' 2750 '],[' 3075 '],[' 1 '],[' 6 ']
Solving...,TA52, , , ,[' 1287'],[' 651'],"[' 175.044s (Solving', ' 172.87s 1st Model', ' 1.05s Unsat', ' 80.78s)']",[' 174.594s'], ,[' 20322026'],"[' 12732192 (Analyzed', ' 12696033)']","[' 25000    (Average', ' 507.84 Last', ' 127488)']",[' 1489.8  '],"[' 651      (Average Length', ' 389.28 Splits', ' 0)']","[' 12696033 (Deleted', ' 12511107)']","[' 18       (Ratio', '   0.00%)']","[' 1316     (Ratio', '   0.01%)']","[' 12696033 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12696033 (Average', '  1.53 Max', ' 2060 Sum', ' 19458447)']","[' 12695632 (Average', '  1.52 Max', ' 2060 Sum', ' 19307000 Ratio', '  99.22%)']","[' 401      (Average', ' 377.67 Max', ' 582 Sum', ' 151447 Ratio', '   0.78%)']", ,[' 63585   '],[' 2500    '],[' 58818   '],[' 20745   '],"[' 55003    (Atom=Atom', ' 15907 Body=Body', ' 9735 Other', ' 29361)']",[' Yes'],"[' 3638     (Eliminated', '    0 Frozen', ' 3638)']","[' 139      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.394895'],[' 0'], ,[' 91.7412'],[' 0'],[' 2.50384'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.38363e+07'],[' 2.42435e+07'],[' 0'],[' 5.95311e+09'],[' 0'],[' 0'],[' 703 '],[' 1083 '],[' 1643 '],[' 2061 '],[' 2466 '],[' 2877 '],[' 3114 '],[' 1 '],[' 6 ']
Solving...,TA53, , , ,[' 1591'],[' 803'],"[' 96.221s (Solving', ' 93.86s 1st Model', ' 1.42s Unsat', ' 0.12s)']",[' 95.891s'], ,[' 12486884'],"[' 7143838  (Analyzed', ' 7100663)']","[' 14449    (Average', ' 491.43 Last', ' 1600)']",[' 1638.3  '],"[' 803      (Average Length', ' 454.09 Splits', ' 0)']","[' 7100663  (Deleted', ' 7009509)']","[' 12       (Ratio', '   0.00%)']","[' 879      (Ratio', '   0.01%)']","[' 7100663  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7100663  (Average', '  1.61 Max', ' 2077 Sum', ' 11414635)']","[' 7100444  (Average', '  1.60 Max', ' 2077 Sum', ' 11328224 Ratio', '  99.24%)']","[' 219      (Average', ' 394.57 Max', ' 656 Sum', '  86411 Ratio', '   0.76%)']", ,[' 63855   '],[' 2429    '],[' 59037   '],[' 20888   '],"[' 54421    (Atom=Atom', ' 15775 Body=Body', ' 9522 Other', ' 29124)']",[' Yes'],"[' 3705     (Eliminated', '    0 Frozen', ' 3705)']","[' 121      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.469987'],[' 0'], ,[' 45.9844'],[' 0'],[' 1.28453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05112e+07'],[' 1.42857e+07'],[' 0'],[' 3.46504e+09'],[' 0'],[' 0'],[' 596 '],[' 939 '],[' 1388 '],[' 1711 '],[' 2107 '],[' 2566 '],[' 2852 '],[' 1 '],[' 6 ']
Solving...,TA54, , , ,[' 1407'],[' 711'],"[' 95.032s (Solving', ' 92.79s 1st Model', ' 1.28s Unsat', ' 0.47s)']",[' 94.656s'], ,[' 9073837 '],"[' 4049437  (Analyzed', ' 4017412)']","[' 7747     (Average', ' 518.58 Last', ' 343)']",[' 1668.3  '],"[' 711      (Average Length', ' 412.46 Splits', ' 0)']","[' 4017412  (Deleted', ' 3975245)']","[' 22       (Ratio', '   0.00%)']","[' 917      (Ratio', '   0.02%)']","[' 4017412  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4017412  (Average', '  2.04 Max', ' 2438 Sum', ' 8201030)']","[' 4017076  (Average', '  2.01 Max', ' 2012 Sum', ' 8067489 Ratio', '  98.37%)']","[' 336      (Average', ' 397.44 Max', ' 602 Sum', ' 133541 Ratio', '   1.63%)']", ,[' 63544   '],[' 2472    '],[' 58830   '],[' 20717   '],"[' 54778    (Atom=Atom', ' 15855 Body=Body', ' 9651 Other', ' 29272)']",[' Yes'],"[' 3671     (Eliminated', '    0 Frozen', ' 3671)']","[' 111      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.4579'],[' 0'], ,[' 61.996'],[' 0'],[' 1.21169'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12831e+07'],[' 1.14233e+07'],[' 0'],[' 4.12306e+09'],[' 0'],[' 0'],[' 656 '],[' 1082 '],[' 1448 '],[' 1880 '],[' 2226 '],[' 2663 '],[' 3006 '],[' 1 '],[' 6 ']
Solving...,TA55, , , ,[' 1379'],[' 697'],"[' 22.382s (Solving', ' 20.27s 1st Model', ' 1.18s Unsat', ' 12.65s)']",[' 22.297s'], ,[' 3764915 '],"[' 1304279  (Analyzed', ' 1281025)']","[' 2993     (Average', ' 428.01 Last', ' 1590)']",[' 1532.0  '],"[' 697      (Average Length', ' 410.12 Splits', ' 0)']","[' 1281025  (Deleted', ' 1236222)']","[' 26       (Ratio', '   0.00%)']","[' 1093     (Ratio', '   0.09%)']","[' 1281025  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1281025  (Average', '  2.39 Max', ' 2303 Sum', ' 3065143)']","[' 1280673  (Average', '  2.29 Max', ' 2004 Sum', ' 2939175 Ratio', '  95.89%)']","[' 352      (Average', ' 357.86 Max', ' 618 Sum', ' 125968 Ratio', '   4.11%)']", ,[' 63556   '],[' 2443    '],[' 58783   '],[' 20688   '],"[' 54310    (Atom=Atom', ' 15725 Body=Body', ' 9564 Other', ' 29021)']",[' Yes'],"[' 3625     (Eliminated', '    0 Frozen', ' 3625)']","[' 86       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.418956'],[' 0'], ,[' 7.1815'],[' 0'],[' 0.307804'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.16145e+06'],[' 4.85481e+06'],[' 0'],[' 3.98783e+08'],[' 0'],[' 0'],[' 564 '],[' 1020 '],[' 1422 '],[' 1932 '],[' 2371 '],[' 2741 '],[' 3081 '],[' 0 '],[' 7 ']
Solving...,TA56, , , ,[' 1431'],[' 723'],"[' 11.921s (Solving', ' 9.36s 1st Model', ' 1.23s Unsat', ' 1.03s)']",[' 11.531s'], ,[' 1969012 '],"[' 116924   (Analyzed', ' 75023)']","[' 484      (Average', ' 155.01 Last', ' 379)']",[' 1641.3  '],"[' 723      (Average Length', ' 424.10 Splits', ' 0)']","[' 75023    (Deleted', ' 59510)']","[' 23       (Ratio', '   0.03%)']","[' 683      (Ratio', '   0.91%)']","[' 75023    (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 75023    (Average', ' 15.49 Max', ' 2408 Sum', ' 1162306)']","[' 74717    (Average', ' 14.04 Max', ' 2039 Sum', ' 1053263 Ratio', '  90.62%)']","[' 306      (Average', ' 356.35 Max', ' 594 Sum', ' 109043 Ratio', '   9.38%)']", ,[' 63404   '],[' 2423    '],[' 58695   '],[' 20584   '],"[' 54062    (Atom=Atom', ' 15671 Body=Body', ' 9504 Other', ' 28887)']",[' Yes'],"[' 3643     (Eliminated', '    0 Frozen', ' 3643)']","[' 40       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.443429'],[' 0'], ,[' 1.57571'],[' 0'],[' 0.0986398'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.58459e+06'],[' 2.89417e+06'],[' 0'],[' 6.52819e+07'],[' 0'],[' 0'],[' 644 '],[' 1006 '],[' 1555 '],[' 1973 '],[' 2332 '],[' 2715 '],[' 3072 '],[' 0 '],[' 7 ']
Solving...,TA57, , , ,[' 1059'],[' 537'],"[' 167.663s (Solving', ' 165.89s 1st Model', ' 0.97s Unsat', ' 74.77s)']",[' 167.078s'], ,[' 14558796'],"[' 9233948  (Analyzed', ' 9197894)']","[' 17893    (Average', ' 514.05 Last', ' 1068)']",[' 1526.3  '],"[' 537      (Average Length', ' 332.27 Splits', ' 0)']","[' 9197894  (Deleted', ' 9062608)']","[' 19       (Ratio', '   0.00%)']","[' 1315     (Ratio', '   0.01%)']","[' 9197894  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9197894  (Average', '  1.50 Max', ' 2075 Sum', ' 13798524)']","[' 9197531  (Average', '  1.49 Max', ' 1980 Sum', ' 13676074 Ratio', '  99.11%)']","[' 363      (Average', ' 337.33 Max', ' 473 Sum', ' 122450 Ratio', '   0.89%)']", ,[' 63232   '],[' 2468    '],[' 58420   '],[' 20443   '],"[' 54180    (Atom=Atom', ' 15665 Body=Body', ' 9639 Other', ' 28876)']",[' Yes'],"[' 3509     (Eliminated', '    0 Frozen', ' 3509)']","[' 164      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.339925'],[' 0'], ,[' 108.284'],[' 0'],[' 1.97482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.79146e+07'],[' 1.58415e+07'],[' 0'],[' 7.90757e+09'],[' 0'],[' 0'],[' 713 '],[' 1213 '],[' 1610 '],[' 2178 '],[' 2584 '],[' 2962 '],[' 3236 '],[' 1 '],[' 6 ']
Solving...,TA58, , , ,[' 1457'],[' 736'],"[' 13.750s (Solving', ' 11.56s 1st Model', ' 1.20s Unsat', ' 3.47s)']",[' 13.578s'], ,[' 2292693 '],"[' 382188   (Analyzed', ' 351405)']","[' 1099     (Average', ' 319.75 Last', ' 339)']",[' 1592.2  '],"[' 736      (Average Length', ' 430.86 Splits', ' 0)']","[' 351405   (Deleted', ' 331576)']","[' 33       (Ratio', '   0.01%)']","[' 872      (Ratio', '   0.25%)']","[' 351405   (Average Length', '    9.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 351405   (Average', '  4.37 Max', ' 2451 Sum', ' 1534850)']","[' 351047   (Average', '  4.00 Max', ' 2451 Sum', ' 1405680 Ratio', '  91.58%)']","[' 358      (Average', ' 360.81 Max', ' 637 Sum', ' 129170 Ratio', '   8.42%)']", ,[' 63779   '],[' 2476    '],[' 59050   '],[' 20874   '],"[' 54902    (Atom=Atom', ' 15896 Body=Body', ' 9663 Other', ' 29343)']",[' Yes'],"[' 3710     (Eliminated', '    0 Frozen', ' 3710)']","[' 67       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.435085'],[' 0'], ,[' 2.51749'],[' 0'],[' 0.13228'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.69236e+06'],[' 3.38959e+06'],[' 0'],[' 1.08924e+08'],[' 0'],[' 0'],[' 589 '],[' 1036 '],[' 1485 '],[' 1919 '],[' 2372 '],[' 2797 '],[' 3150 '],[' 0 '],[' 7 ']
Solving...,TA59, , , ,[' 1491'],[' 753'],"[' 12.531s (Solving', ' 10.23s 1st Model', ' 1.44s Unsat', ' 1.68s)']",[' 12.438s'], ,[' 2172946 '],"[' 177527   (Analyzed', ' 142824)']","[' 643      (Average', ' 222.12 Last', ' 736)']",[' 1612.8  '],"[' 753      (Average Length', ' 436.46 Splits', ' 0)']","[' 142824   (Deleted', ' 127916)']","[' 27       (Ratio', '   0.02%)']","[' 823      (Ratio', '   0.58%)']","[' 142824   (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 142824   (Average', '  9.46 Max', ' 2675 Sum', ' 1350640)']","[' 142544   (Average', '  8.80 Max', ' 2043 Sum', ' 1256878 Ratio', '  93.06%)']","[' 280      (Average', ' 334.86 Max', ' 646 Sum', '  93762 Ratio', '   6.94%)']", ,[' 63461   '],[' 2408    '],[' 58671   '],[' 20649   '],"[' 53934    (Atom=Atom', ' 15641 Body=Body', ' 9459 Other', ' 28834)']",[' Yes'],"[' 3635     (Eliminated', '    0 Frozen', ' 3635)']","[' 46       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.454593'],[' 0'], ,[' 1.88508'],[' 0'],[' 0.11838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.02291e+06'],[' 3.15706e+06'],[' 0'],[' 7.9958e+07'],[' 0'],[' 0'],[' 575 '],[' 987 '],[' 1415 '],[' 1704 '],[' 2164 '],[' 2573 '],[' 2915 '],[' 0 '],[' 7 ']
Solving...,TA60, , , ,[' 1143'],[' 579'],"[' 127.832s (Solving', ' 126.01s 1st Model', ' 1.17s Unsat', ' 34.73s)']",[' 127.484s'], ,[' 14348081'],"[' 8449941  (Analyzed', ' 8415027)']","[' 16510    (Average', ' 509.69 Last', ' 22119)']",[' 1475.2  '],"[' 579      (Average Length', ' 347.05 Splits', ' 0)']","[' 8415027  (Deleted', ' 8318007)']","[' 23       (Ratio', '   0.00%)']","[' 1402     (Ratio', '   0.02%)']","[' 8415027  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8415027  (Average', '  1.62 Max', ' 2126 Sum', ' 13609482)']","[' 8414634  (Average', '  1.60 Max', ' 1928 Sum', ' 13469636 Ratio', '  98.97%)']","[' 393      (Average', ' 355.84 Max', ' 499 Sum', ' 139846 Ratio', '   1.03%)']", ,[' 63595   '],[' 2478    '],[' 58668   '],[' 20708   '],"[' 54449    (Atom=Atom', ' 15747 Body=Body', ' 9669 Other', ' 29033)']",[' Yes'],"[' 3552     (Eliminated', '    0 Frozen', ' 3552)']","[' 197      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.340917'],[' 0'], ,[' 75.1687'],[' 0'],[' 1.8127'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.74762e+07'],[' 1.72902e+07'],[' 0'],[' 5.31226e+09'],[' 0'],[' 0'],[' 683 '],[' 1130 '],[' 1529 '],[' 1966 '],[' 2453 '],[' 2862 '],[' 3138 '],[' 1 '],[' 6 ']
