Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1809'],[' 913'],"[' 19.087s (Solving', ' 15.74s 1st Model', ' 2.16s Unsat', ' 0.55s)']",[' 19.000s'], ,[' 2566955 '],"[' 160261   (Analyzed', ' 37668)']","[' 533      (Average', ' 70.67 Last', ' 402)']",[' 2021.7  '],"[' 913      (Average Length', ' 527.40 Splits', ' 0)']","[' 37668    (Deleted', ' 24082)']","[' 18       (Ratio', '   0.05%)']","[' 499      (Ratio', '   1.32%)']","[' 37668    (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 37668    (Average', ' 32.29 Max', ' 3119 Sum', ' 1216126)']","[' 37391    (Average', ' 28.97 Max', ' 2822 Sum', ' 1091288 Ratio', '  89.73%)']","[' 277      (Average', ' 450.68 Max', ' 766 Sum', ' 124838 Ratio', '  10.27%)']", ,[' 81410   '],[' 2837    '],[' 75605   '],[' 25318   '],"[' 65864    (Atom=Atom', ' 19395 Body=Body', ' 11526 Other', ' 34943)']",[' Yes'],"[' 4430     (Eliminated', '    0 Frozen', ' 4430)']","[' 16       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.73202'],[' 0'], ,[' 2.16916'],[' 0'],[' 0.14227'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.02888e+06'],[' 4.10722e+06'],[' 0'],[' 9.05682e+07'],[' 0'],[' 0'],[' 524 '],[' 936 '],[' 1318 '],[' 1801 '],[' 2149 '],[' 2565 '],[' 2952 '],[' 3341 '],[' 0 '],[' 8 ']
Solving...,TA62, , ,[' 1915'],[' 966'],"[' 68.187s (Solving', ' 65.02s 1st Model', ' 2.05s Unsat', ' 49.05s)']",[' 68.078s'], ,[' 10694741'],"[' 3130627  (Analyzed', ' 3014579)']","[' 6806     (Average', ' 442.93 Last', ' 95483)']",[' 1989.3  '],"[' 966      (Average Length', ' 542.52 Splits', ' 0)']","[' 3014579  (Deleted', ' 2967351)']","[' 27       (Ratio', '   0.00%)']","[' 1139     (Ratio', '   0.04%)']","[' 3014579  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3014579  (Average', '  3.08 Max', ' 3007 Sum', ' 9270982)']","[' 3014279  (Average', '  3.03 Max', ' 2681 Sum', ' 9123245 Ratio', '  98.41%)']","[' 300      (Average', ' 492.46 Max', ' 795 Sum', ' 147737 Ratio', '   1.59%)']", ,[' 81499   '],[' 2839    '],[' 75738   '],[' 25360   '],"[' 66109    (Atom=Atom', ' 19456 Body=Body', ' 11532 Other', ' 35121)']",[' Yes'],"[' 4476     (Eliminated', '    0 Frozen', ' 4476)']","[' 75       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.743015'],[' 0'], ,[' 33.2235'],[' 0'],[' 0.798726'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.35588e+07'],[' 1.19976e+07'],[' 0'],[' 2.24466e+09'],[' 0'],[' 0'],[' 515 '],[' 1016 '],[' 1438 '],[' 1874 '],[' 2260 '],[' 2622 '],[' 3031 '],[' 3475 '],[' 0 '],[' 8 ']
Solving...,TA63, , ,[' 1915'],[' 966'],"[' 19.439s (Solving', ' 15.67s 1st Model', ' 2.09s Unsat', ' 0.29s)']",[' 19.359s'], ,[' 2832143 '],"[' 82281    (Analyzed', ' 31936)']","[' 279      (Average', ' 114.47 Last', ' 247)']",[' 2056.0  '],"[' 966      (Average Length', ' 547.16 Splits', ' 0)']","[' 31936    (Deleted', ' 21949)']","[' 31       (Ratio', '   0.10%)']","[' 431      (Ratio', '   1.35%)']","[' 31936    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 31936    (Average', ' 45.51 Max', ' 3064 Sum', ' 1453367)']","[' 31678    (Average', ' 41.79 Max', ' 3064 Sum', ' 1334578 Ratio', '  91.83%)']","[' 258      (Average', ' 460.42 Max', ' 752 Sum', ' 118789 Ratio', '   8.17%)']", ,[' 81140   '],[' 2769    '],[' 75387   '],[' 25127   '],"[' 65008    (Atom=Atom', ' 19176 Body=Body', ' 11322 Other', ' 34510)']",[' Yes'],"[' 4416     (Eliminated', '    0 Frozen', ' 4416)']","[' 12       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.778647'],[' 0'], ,[' 1.68619'],[' 0'],[' 0.149885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.40482e+06'],[' 4.49915e+06'],[' 0'],[' 3.92287e+07'],[' 0'],[' 0'],[' 553 '],[' 943 '],[' 1304 '],[' 1708 '],[' 2025 '],[' 2442 '],[' 2767 '],[' 3154 '],[' 0 '],[' 8 ']
Solving...,TA64, , ,[' 1991'],[' 1004'],"[' 98.565s (Solving', ' 94.90s 1st Model', ' 1.99s Unsat', ' 5.33s)']",[' 98.156s'], ,[' 10825871'],"[' 5345492  (Analyzed', ' 5307402)']","[' 9961     (Average', ' 532.82 Last', ' 2117)']",[' 1998.7  '],"[' 1004     (Average Length', ' 551.16 Splits', ' 0)']","[' 5307402  (Deleted', ' 5242011)']","[' 25       (Ratio', '   0.00%)']","[' 1090     (Ratio', '   0.02%)']","[' 5307402  (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5307402  (Average', '  1.77 Max', ' 2803 Sum', ' 9390482)']","[' 5307007  (Average', '  1.74 Max', ' 2410 Sum', ' 9229742 Ratio', '  98.29%)']","[' 395      (Average', ' 406.94 Max', ' 780 Sum', ' 160740 Ratio', '   1.71%)']", ,[' 81913   '],[' 2889    '],[' 76163   '],[' 25629   '],"[' 66962    (Atom=Atom', ' 19692 Body=Body', ' 11681 Other', ' 35589)']",[' Yes'],"[' 4538     (Eliminated', '    0 Frozen', ' 4538)']","[' 107      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.782825'],[' 0'], ,[' 50.8651'],[' 0'],[' 1.37897'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90213e+07'],[' 1.53615e+07'],[' 0'],[' 3.10792e+09'],[' 0'],[' 0'],[' 606 '],[' 1091 '],[' 1367 '],[' 1664 '],[' 2092 '],[' 2378 '],[' 2790 '],[' 3155 '],[' 1 '],[' 7 ']
Solving...,TA65, , ,[' 1977'],[' 997'],"[' 20.477s (Solving', ' 16.83s 1st Model', ' 2.00s Unsat', ' 1.11s)']",[' 20.219s'], ,[' 2963876 '],"[' 126795   (Analyzed', ' 74315)']","[' 456      (Average', ' 162.97 Last', ' 2373)']",[' 2017.6  '],"[' 997      (Average Length', ' 559.71 Splits', ' 0)']","[' 74315    (Deleted', ' 58465)']","[' 29       (Ratio', '   0.04%)']","[' 731      (Ratio', '   0.98%)']","[' 74315    (Average Length', '   10.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 74315    (Average', ' 21.34 Max', ' 3188 Sum', ' 1586108)']","[' 74057    (Average', ' 19.75 Max', ' 2493 Sum', ' 1467530 Ratio', '  92.52%)']","[' 258      (Average', ' 459.60 Max', ' 804 Sum', ' 118578 Ratio', '   7.48%)']", ,[' 81459   '],[' 2822    '],[' 75742   '],[' 25364   '],"[' 65929    (Atom=Atom', ' 19419 Body=Body', ' 11481 Other', ' 35029)']",[' Yes'],"[' 4498     (Eliminated', '    0 Frozen', ' 4498)']","[' 48       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.779329'],[' 0'], ,[' 2.2575'],[' 0'],[' 0.167524'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.6518e+06'],[' 4.61611e+06'],[' 0'],[' 7.65752e+07'],[' 0'],[' 0'],[' 522 '],[' 879 '],[' 1261 '],[' 1605 '],[' 2056 '],[' 2510 '],[' 2809 '],[' 3197 '],[' 0 '],[' 8 ']
Solving...,TA66, , ,[' 1983'],[' 1000'],"[' 25.362s (Solving', ' 21.51s 1st Model', ' 2.25s Unsat', ' 5.32s)']",[' 25.297s'], ,[' 3555654 '],"[' 549208   (Analyzed', ' 503094)']","[' 1312     (Average', ' 383.46 Last', ' 162)']",[' 2003.4  '],"[' 1000     (Average Length', ' 563.14 Splits', ' 0)']","[' 503094   (Deleted', ' 480831)']","[' 29       (Ratio', '   0.01%)']","[' 703      (Ratio', '   0.14%)']","[' 503094   (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 503094   (Average', '  4.50 Max', ' 2745 Sum', ' 2264441)']","[' 502688   (Average', '  4.11 Max', ' 2366 Sum', ' 2069425 Ratio', '  91.39%)']","[' 406      (Average', ' 480.33 Max', ' 809 Sum', ' 195016 Ratio', '   8.61%)']", ,[' 81373   '],[' 2836    '],[' 75680   '],[' 25322   '],"[' 66125    (Atom=Atom', ' 19476 Body=Body', ' 11522 Other', ' 35127)']",[' Yes'],"[' 4501     (Eliminated', '    0 Frozen', ' 4501)']","[' 28       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.786965'],[' 0'], ,[' 4.33574'],[' 0'],[' 0.241383'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.43027e+06'],[' 5.42691e+06'],[' 0'],[' 1.78302e+08'],[' 0'],[' 0'],[' 594 '],[' 970 '],[' 1279 '],[' 1669 '],[' 2108 '],[' 2436 '],[' 2821 '],[' 3219 '],[' 0 '],[' 8 ']
Solving...,TA67, , ,[' 2005'],[' 1011'],"[' 92.474s (Solving', ' 88.84s 1st Model', ' 2.02s Unsat', ' 0.06s)']",[' 92.109s'], ,[' 12230746'],"[' 6825561  (Analyzed', ' 6779498)']","[' 12485    (Average', ' 543.01 Last', ' 81132)']",[' 1870.3  '],"[' 1011     (Average Length', ' 569.20 Splits', ' 0)']","[' 6779498  (Deleted', ' 6685105)']","[' 11       (Ratio', '   0.00%)']","[' 917      (Ratio', '   0.01%)']","[' 6779498  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6779498  (Average', '  1.62 Max', ' 3157 Sum', ' 10969894)']","[' 6779054  (Average', '  1.58 Max', ' 2358 Sum', ' 10711855 Ratio', '  97.65%)']","[' 444      (Average', ' 581.17 Max', ' 850 Sum', ' 258039 Ratio', '   2.35%)']", ,[' 81955   '],[' 2948    '],[' 76269   '],[' 25776   '],"[' 67834    (Atom=Atom', ' 19937 Body=Body', ' 11859 Other', ' 36038)']",[' Yes'],"[' 4633     (Eliminated', '    0 Frozen', ' 4633)']","[' 174      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.72486'],[' 0'], ,[' 38.51'],[' 0'],[' 1.4452'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.26252e+07'],[' 1.6138e+07'],[' 0'],[' 2.16426e+09'],[' 0'],[' 0'],[' 542 '],[' 987 '],[' 1430 '],[' 1822 '],[' 2228 '],[' 2697 '],[' 3022 '],[' 3418 '],[' 1 '],[' 7 ']
Solving...,TA68, , ,[' 1787'],[' 902'],"[' 18.197s (Solving', ' 14.79s 1st Model', ' 1.98s Unsat', ' 0.23s)']",[' 18.188s'], ,[' 2632501 '],"[' 72806    (Analyzed', ' 21144)']","[' 276      (Average', ' 76.61 Last', ' 253)']",[' 2043.6  '],"[' 902      (Average Length', ' 521.55 Splits', ' 0)']","[' 21144    (Deleted', ' 8021)']","[' 14       (Ratio', '   0.07%)']","[' 400      (Ratio', '   1.89%)']","[' 21144    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21144    (Average', ' 63.98 Max', ' 2855 Sum', ' 1352793)']","[' 20848    (Average', ' 57.70 Max', ' 2469 Sum', ' 1220028 Ratio', '  90.19%)']","[' 296      (Average', ' 448.53 Max', ' 1569 Sum', ' 132765 Ratio', '   9.81%)']", ,[' 81237   '],[' 2806    '],[' 75468   '],[' 25166   '],"[' 65361    (Atom=Atom', ' 19260 Body=Body', ' 11433 Other', ' 34668)']",[' Yes'],"[' 4399     (Eliminated', '    0 Frozen', ' 4399)']","[' 23       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.730769'],[' 0'], ,[' 1.60819'],[' 0'],[' 0.139243'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.04636e+06'],[' 4.2132e+06'],[' 0'],[' 4.23757e+07'],[' 0'],[' 0'],[' 534 '],[' 931 '],[' 1325 '],[' 1759 '],[' 2121 '],[' 2465 '],[' 2848 '],[' 3299 '],[' 0 '],[' 8 ']
Solving...,TA69, , ,[' 1677'],[' 847'],"[' 90.735s (Solving', ' 87.66s 1st Model', ' 1.77s Unsat', ' 0.32s)']",[' 90.625s'], ,[' 11310095'],"[' 6552189  (Analyzed', ' 6505059)']","[' 13229    (Average', ' 491.73 Last', ' 220)']",[' 1883.5  '],"[' 847      (Average Length', ' 489.24 Splits', ' 0)']","[' 6505059  (Deleted', ' 6395105)']","[' 12       (Ratio', '   0.00%)']","[' 684      (Ratio', '   0.01%)']","[' 6505059  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6505059  (Average', '  1.55 Max', ' 2810 Sum', ' 10094901)']","[' 6504630  (Average', '  1.52 Max', ' 2354 Sum', ' 9912312 Ratio', '  98.19%)']","[' 429      (Average', ' 425.62 Max', ' 707 Sum', ' 182589 Ratio', '   1.81%)']", ,[' 80802   '],[' 2862    '],[' 75249   '],[' 24934   '],"[' 66032    (Atom=Atom', ' 19429 Body=Body', ' 11601 Other', ' 35002)']",[' Yes'],"[' 4400     (Eliminated', '    0 Frozen', ' 4400)']","[' 91       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.67585'],[' 0'], ,[' 40.3685'],[' 0'],[' 1.4751'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.88259e+07'],[' 1.309e+07'],[' 0'],[' 2.15275e+09'],[' 0'],[' 0'],[' 739 '],[' 1085 '],[' 1611 '],[' 1941 '],[' 2321 '],[' 2631 '],[' 3106 '],[' 3472 '],[' 1 '],[' 7 ']
Solving...,TA70, , ,[' 2031'],[' 1024'],"[' 102.475s (Solving', ' 98.94s 1st Model', ' 2.03s Unsat', ' 10.53s)']",[' 102.156s'], ,[' 9083900 '],"[' 4167946  (Analyzed', ' 4128740)']","[' 8711     (Average', ' 473.97 Last', ' 41981)']",[' 1956.5  '],"[' 1024     (Average Length', ' 573.60 Splits', ' 0)']","[' 4128740  (Deleted', ' 4059567)']","[' 35       (Ratio', '   0.00%)']","[' 1158     (Ratio', '   0.03%)']","[' 4128740  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4128740  (Average', '  1.90 Max', ' 2969 Sum', ' 7845140)']","[' 4128186  (Average', '  1.83 Max', ' 2360 Sum', ' 7537645 Ratio', '  96.08%)']","[' 554      (Average', ' 555.05 Max', ' 842 Sum', ' 307495 Ratio', '   3.92%)']", ,[' 81535   '],[' 2979    '],[' 76000   '],[' 25610   '],"[' 68373    (Atom=Atom', ' 20074 Body=Body', ' 11952 Other', ' 36347)']",[' Yes'],"[' 4659     (Eliminated', '    0 Frozen', ' 4659)']","[' 172      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.770438'],[' 0'], ,[' 61.3133'],[' 0'],[' 1.24446'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.23656e+07'],[' 1.16879e+07'],[' 0'],[' 4.0004e+09'],[' 0'],[' 0'],[' 636 '],[' 1052 '],[' 1483 '],[' 2036 '],[' 2522 '],[' 2951 '],[' 3313 '],[' 3542 '],[' 1 '],[' 7 ']
