Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1365'],[' 693'],"[' 71.926s (Solving', ' 68.08s 1st Model', ' 1.66s Unsat', ' 61.81s)']",[' 71.797s'], ,[' 6560678 '],"[' 4058563  (Analyzed', ' 3964812)']","[' 8858     (Average', ' 447.60 Last', ' 818)']",[' 1579.2  '],"[' 693      (Average Length', ' 336.77 Splits', ' 0)']","[' 3964812  (Deleted', ' 3896697)']","[' 97       (Ratio', '   0.00%)']","[' 1257     (Ratio', '   0.03%)']","[' 3964812  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3964812  (Average', '  1.40 Max', ' 2257 Sum', ' 5546298)']","[' 3964654  (Average', '  1.39 Max', ' 2257 Sum', ' 5529010 Ratio', '  99.69%)']","[' 158      (Average', ' 109.42 Max', ' 512 Sum', '  17288 Ratio', '   0.31%)']", ,[' 98398   '],[' 3462    '],[' 98065   '],[' 56267   '],"[' 168797   (Atom=Atom', ' 53803 Body=Body', ' 28912 Other', ' 86082)']",[' Yes'],"[' 4129     (Eliminated', '    0 Frozen', ' 4129)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.99714'],[' 0'], ,[' 41.1198'],[' 0'],[' 0.750706'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90103e+07'],[' 1.92886e+07'],[' 0'],[' 4.19647e+09'],[' 0'],[' 0'],[' 477 '],[' 972 '],[' 1555 '],[' 1998 '],[' 2402 '],[' 2822 '],[' 3322 '],[' 3748 '],[' 4104 '],[' 4539 '],[' 0 '],[' 10 ']
Solving...,TA62, , ,[' 1261'],[' 641'],"[' 409.829s (Solving', ' 406.05s 1st Model', ' 1.74s Unsat', ' 3.73s)']",[' 409.359s'], ,[' 8782073 '],"[' 4689806  (Analyzed', ' 4407817)']","[' 10373    (Average', ' 424.93 Last', ' 2044)']",[' 1583.2  '],"[' 641      (Average Length', ' 305.63 Splits', ' 0)']","[' 4407817  (Deleted', ' 4316683)']","[' 56       (Ratio', '   0.00%)']","[' 1851     (Ratio', '   0.04%)']","[' 4407817  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4407817  (Average', '  1.73 Max', ' 2219 Sum', ' 7610607)']","[' 4407662  (Average', '  1.72 Max', ' 2219 Sum', ' 7562658 Ratio', '  99.37%)']","[' 155      (Average', ' 309.35 Max', ' 551 Sum', '  47949 Ratio', '   0.63%)']", ,[' 99033   '],[' 3513    '],[' 98642   '],[' 56424   '],"[' 169268   (Atom=Atom', ' 53909 Body=Body', ' 28963 Other', ' 86396)']",[' Yes'],"[' 4122     (Eliminated', '    0 Frozen', ' 4122)']","[' 272      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.964954'],[' 0'], ,[' 372.243'],[' 0'],[' 5.52238'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.63915e+07'],[' 2.45643e+07'],[' 0'],[' 6.61419e+10'],[' 0'],[' 0'],[' 592 '],[' 1066 '],[' 1606 '],[' 1977 '],[' 2342 '],[' 2994 '],[' 3549 '],[' 4069 '],[' 4552 '],[' 4943 '],[' 4 '],[' 6 ']
Solving...,TA63, , ,[' 1269'],[' 645'],"[' 213.222s (Solving', ' 209.44s 1st Model', ' 1.30s Unsat', ' 5.15s)']",[' 212.516s'], ,[' 8179271 '],"[' 4583324  (Analyzed', ' 4572589)']","[' 9906     (Average', ' 461.60 Last', ' 7684)']",[' 1549.4  '],"[' 645      (Average Length', ' 312.33 Splits', ' 0)']","[' 4572589  (Deleted', ' 4491202)']","[' 62       (Ratio', '   0.00%)']","[' 1286     (Ratio', '   0.03%)']","[' 4572589  (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4572589  (Average', '  1.60 Max', ' 2171 Sum', ' 7299965)']","[' 4572414  (Average', '  1.59 Max', ' 2171 Sum', ' 7255025 Ratio', '  99.38%)']","[' 175      (Average', ' 256.80 Max', ' 560 Sum', '  44940 Ratio', '   0.62%)']", ,[' 97241   '],[' 3444    '],[' 96860   '],[' 55667   '],"[' 166997   (Atom=Atom', ' 53221 Body=Body', ' 28894 Other', ' 84882)']",[' Yes'],"[' 4063     (Eliminated', '    0 Frozen', ' 4063)']","[' 165      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.941512'],[' 0'], ,[' 178.138'],[' 0'],[' 3.16774'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.2201e+07'],[' 2.06999e+07'],[' 0'],[' 2.6299e+10'],[' 0'],[' 0'],[' 534 '],[' 946 '],[' 1371 '],[' 1814 '],[' 2186 '],[' 2549 '],[' 3223 '],[' 3517 '],[' 3866 '],[' 4244 '],[' 2 '],[' 8 ']
Solving...,TA64, ,[' 1'],[' 1263+'],[' 642'],"[' 587.451s (Solving', ' 583.81s 1st Model', ' 1.78s Unsat', ' 180.85s)']",[' 586.578s'], ,[' 27465130'],"[' 19406161 (Analyzed', ' 19386112)']","[' 37764    (Average', ' 513.35 Last', ' 388301)']",[' 1422.3  '],"[' 642      (Average Length', ' 308.90 Splits', ' 0)']","[' 19386112 (Deleted', ' 19074809)']","[' 62       (Ratio', '   0.00%)']","[' 2507     (Ratio', '   0.01%)']","[' 19386112 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19386112 (Average', '  1.36 Max', ' 2007 Sum', ' 26324151)']","[' 19385883 (Average', '  1.36 Max', ' 2007 Sum', ' 26284693 Ratio', '  99.85%)']","[' 229      (Average', ' 172.31 Max', ' 563 Sum', '  39458 Ratio', '   0.15%)']", ,[' 97209   '],[' 3478    '],[' 96825   '],[' 54686   '],"[' 164054   (Atom=Atom', ' 52206 Body=Body', ' 28928 Other', ' 82920)']",[' Yes'],"[' 4094     (Eliminated', '    0 Frozen', ' 4094)']","[' 232      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.935375'],[' 0'], ,[' 460.436'],[' 0'],[' 7.67742'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.72451e+07'],[' 4.30875e+07'],[' 0'],[' 7.11471e+10'],[' 0'],[' 0'],[' 782 '],[' 1236 '],[' 1720 '],[' 2103 '],[' 2697 '],[' 3041 '],[' 3690 '],[' 4105 '],[' 4519 '],[' 4962 '],[' 4 '],[' 6 ']
Solving...,TA65, , ,[' 1317'],[' 669'],"[' 310.435s (Solving', ' 306.26s 1st Model', ' 1.86s Unsat', ' 3.60s)']",[' 309.813s'], ,[' 6303398 '],"[' 3460590  (Analyzed', ' 3275164)']","[' 7970     (Average', ' 410.94 Last', ' 50734)']",[' 1640.5  '],"[' 669      (Average Length', ' 320.61 Splits', ' 0)']","[' 3275164  (Deleted', ' 3211894)']","[' 77       (Ratio', '   0.00%)']","[' 1522     (Ratio', '   0.05%)']","[' 3275164  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3275164  (Average', '  1.58 Max', ' 2228 Sum', ' 5178642)']","[' 3275031  (Average', '  1.57 Max', ' 2228 Sum', ' 5155272 Ratio', '  99.55%)']","[' 133      (Average', ' 175.71 Max', ' 576 Sum', '  23370 Ratio', '   0.45%)']", ,[' 98535   '],[' 3456    '],[' 98167   '],[' 56037   '],"[' 168107   (Atom=Atom', ' 53579 Body=Body', ' 28906 Other', ' 85622)']",[' Yes'],"[' 4088     (Eliminated', '    0 Frozen', ' 4088)']","[' 150      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.04885'],[' 0'], ,[' 280.744'],[' 0'],[' 3.92181'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.92089e+07'],[' 2.0951e+07'],[' 0'],[' 5.00473e+10'],[' 0'],[' 0'],[' 546 '],[' 940 '],[' 1371 '],[' 1762 '],[' 2267 '],[' 2894 '],[' 3368 '],[' 3830 '],[' 4372 '],[' 4667 '],[' 3 '],[' 7 ']
Solving...,TA66, ,[' 1'],[' 1127+'],[' 574'],"[' 310.686s (Solving', ' 307.39s 1st Model', ' 1.42s Unsat', ' 5.01s)']",[' 309.984s'], ,[' 11422626'],"[' 6384476  (Analyzed', ' 6364835)']","[' 14167    (Average', ' 449.27 Last', ' 8379)']",[' 1421.5  '],"[' 574      (Average Length', ' 274.56 Splits', ' 0)']","[' 6364835  (Deleted', ' 6240846)']","[' 80       (Ratio', '   0.00%)']","[' 2124     (Ratio', '   0.03%)']","[' 6364835  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6364835  (Average', '  1.67 Max', ' 2079 Sum', ' 10604692)']","[' 6364612  (Average', '  1.66 Max', ' 2079 Sum', ' 10561290 Ratio', '  99.59%)']","[' 223      (Average', ' 194.63 Max', ' 512 Sum', '  43402 Ratio', '   0.41%)']", ,[' 97844   '],[' 3456    '],[' 97387   '],[' 55134   '],"[' 165398   (Atom=Atom', ' 52676 Body=Body', ' 28906 Other', ' 83816)']",[' Yes'],"[' 3999     (Eliminated', '    0 Frozen', ' 3999)']","[' 196      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.846101'],[' 0'], ,[' 266.382'],[' 0'],[' 3.74305'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.12338e+07'],[' 2.50422e+07'],[' 0'],[' 4.24225e+10'],[' 0'],[' 0'],[' 546 '],[' 1053 '],[' 1644 '],[' 2110 '],[' 2457 '],[' 2804 '],[' 3255 '],[' 3601 '],[' 4157 '],[' 4652 '],[' 3 '],[' 7 ']
Solving...,TA67, , ,[' 1349'],[' 685'],"[' 114.061s (Solving', ' 110.19s 1st Model', ' 1.86s Unsat', ' 4.38s)']",[' 113.859s'], ,[' 13822595'],"[' 8640058  (Analyzed', ' 8609580)']","[' 15925    (Average', ' 540.63 Last', ' 460)']",[' 1532.7  '],"[' 685      (Average Length', ' 330.39 Splits', ' 0)']","[' 8609580  (Deleted', ' 8491544)']","[' 77       (Ratio', '   0.00%)']","[' 1161     (Ratio', '   0.01%)']","[' 8609580  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8609580  (Average', '  1.49 Max', ' 2214 Sum', ' 12833407)']","[' 8609446  (Average', '  1.49 Max', ' 2214 Sum', ' 12820305 Ratio', '  99.90%)']","[' 134      (Average', ' 97.78 Max', ' 511 Sum', '  13102 Ratio', '   0.10%)']", ,[' 97763   '],[' 3460    '],[' 97421   '],[' 55797   '],"[' 167387   (Atom=Atom', ' 53335 Body=Body', ' 28910 Other', ' 85142)']",[' Yes'],"[' 4118     (Eliminated', '    0 Frozen', ' 4118)']","[' 89       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.970349'],[' 0'], ,[' 51.3425'],[' 0'],[' 1.6563'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.89947e+07'],[' 2.81779e+07'],[' 0'],[' 3.61388e+09'],[' 0'],[' 0'],[' 783 '],[' 1158 '],[' 1682 '],[' 2134 '],[' 2547 '],[' 2961 '],[' 3514 '],[' 3995 '],[' 4342 '],[' 4667 '],[' 1 '],[' 9 ']
Solving...,TA68, , ,[' 1267'],[' 644'],"[' 14.514s (Solving', ' 10.36s 1st Model', ' 1.55s Unsat', ' 3.16s)']",[' 14.344s'], ,[' 1641707 '],"[' 285425   (Analyzed', ' 81913)']","[' 697      (Average', ' 117.52 Last', ' 1402)']",[' 1616.1  '],"[' 644      (Average Length', ' 306.78 Splits', ' 0)']","[' 81913    (Deleted', ' 72726)']","[' 114      (Ratio', '   0.14%)']","[' 1029     (Ratio', '   1.26%)']","[' 81913    (Average Length', '    8.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 81913    (Average', '  7.63 Max', ' 2184 Sum', ' 625249)']","[' 81770    (Average', '  7.39 Max', ' 2184 Sum', ' 605148 Ratio', '  96.79%)']","[' 143      (Average', ' 140.57 Max', ' 531 Sum', '  20101 Ratio', '   3.21%)']", ,[' 97196   '],[' 3389    '],[' 96809   '],[' 55887   '],"[' 167657   (Atom=Atom', ' 53496 Body=Body', ' 28839 Other', ' 85322)']",[' Yes'],"[' 4002     (Eliminated', '    0 Frozen', ' 4002)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.03228'],[' 0'], ,[' 5.95639'],[' 0'],[' 0.13502'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46749e+07'],[' 1.37572e+07'],[' 0'],[' 6.34572e+08'],[' 0'],[' 0'],[' 492 '],[' 1019 '],[' 1405 '],[' 1821 '],[' 2187 '],[' 2582 '],[' 2930 '],[' 3415 '],[' 3806 '],[' 4146 '],[' 0 '],[' 10 ']
Solving...,TA69, , ,[' 1249'],[' 635'],"[' 163.441s (Solving', ' 159.16s 1st Model', ' 1.29s Unsat', ' 54.07s)']",[' 163.328s'], ,[' 7929508 '],"[' 4512532  (Analyzed', ' 4440825)']","[' 9934     (Average', ' 447.03 Last', ' 1107)']",[' 1515.5  '],"[' 635      (Average Length', ' 303.13 Splits', ' 0)']","[' 4440825  (Deleted', ' 4360924)']","[' 122      (Ratio', '   0.00%)']","[' 1853     (Ratio', '   0.04%)']","[' 4440825  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4440825  (Average', '  1.58 Max', ' 2245 Sum', ' 7020509)']","[' 4440601  (Average', '  1.57 Max', ' 2245 Sum', ' 6991363 Ratio', '  99.58%)']","[' 224      (Average', ' 130.12 Max', ' 535 Sum', '  29146 Ratio', '   0.42%)']", ,[' 98593   '],[' 3522    '],[' 98198   '],[' 55889   '],"[' 167663   (Atom=Atom', ' 53365 Body=Body', ' 28972 Other', ' 85326)']",[' Yes'],"[' 4127     (Eliminated', '    0 Frozen', ' 4127)']","[' 89       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.942283'],[' 0'], ,[' 129.612'],[' 0'],[' 2.36556'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.14093e+07'],[' 2.08933e+07'],[' 0'],[' 1.79547e+10'],[' 0'],[' 0'],[' 574 '],[' 1129 '],[' 1604 '],[' 2007 '],[' 2418 '],[' 2957 '],[' 3340 '],[' 3894 '],[' 4451 '],[' 4767 '],[' 1 '],[' 9 ']
Solving...,TA70, , ,[' 1357'],[' 689'],"[' 179.518s (Solving', ' 175.51s 1st Model', ' 1.78s Unsat', ' 69.97s)']",[' 179.203s'], ,[' 5601122 '],"[' 2944238  (Analyzed', ' 2889163)']","[' 7036     (Average', ' 410.63 Last', ' 429)']",[' 1648.6  '],"[' 689      (Average Length', ' 332.63 Splits', ' 0)']","[' 2889163  (Deleted', ' 2831086)']","[' 106      (Ratio', '   0.00%)']","[' 1687     (Ratio', '   0.06%)']","[' 2889163  (Average Length', '   10.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2889163  (Average', '  1.60 Max', ' 2240 Sum', ' 4609940)']","[' 2889001  (Average', '  1.59 Max', ' 2240 Sum', ' 4584148 Ratio', '  99.44%)']","[' 162      (Average', ' 159.21 Max', ' 582 Sum', '  25792 Ratio', '   0.56%)']", ,[' 98611   '],[' 3457    '],[' 98272   '],[' 55962   '],"[' 167882   (Atom=Atom', ' 53503 Body=Body', ' 28907 Other', ' 85472)']",[' Yes'],"[' 4118     (Eliminated', '    0 Frozen', ' 4118)']","[' 85       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06352'],[' 0'], ,[' 152.817'],[' 0'],[' 2.1066'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7744e+07'],[' 2.05574e+07'],[' 0'],[' 2.26592e+10'],[' 0'],[' 0'],[' 481 '],[' 904 '],[' 1486 '],[' 1973 '],[' 2434 '],[' 2960 '],[' 3426 '],[' 3839 '],[' 4499 '],[' 4760 '],[' 1 '],[' 9 ']
