Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
UNKNOWN,TA61,[' 4607+'],[' 4608'],"[' 1782.061s (Solving', ' 1709.43s 1st Model', ' 1675.23s Unsat', ' 0.00s)']",[' 1781.281s'], ,[' 1320051367'],"[' 922864   (Analyzed', ' 922864)']","[' 2752     (Average', ' 335.34 Last', ' 5718)']",[' 23619.5 '],"[' 4608     (Average Length', ' 1.00 Splits', ' 0)']","[' 922864   (Deleted', ' 840587)']","[' 279      (Ratio', '   0.03%)']","[' 77403    (Ratio', '   8.39%)']","[' 922864   (Average Length', '   42.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 922864   (Average', ' 1312.12 Max', ' 24412 Sum', ' 1210910992)']","[' 922864   (Average', ' 1312.12 Max', ' 24412 Sum', ' 1210910992 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137148  '],[' 25500   '],[' 136148  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30107    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3787'],[' 11.0381'],[' 0'], ,[' 521.886'],[' 0'],[' 75.7882'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.63176e+09'],[' 2.45895e+09'],[' 0'],[' 1.01931e+10'],[' 0'],[' 0']
UNKNOWN,TA62,[' 5392+'],[' 5393'],"[' 1779.073s (Solving', ' 1688.07s 1st Model', ' 1658.59s Unsat', ' 0.00s)']",[' 1778.359s'], ,[' 1362674533'],"[' 862578   (Analyzed', ' 862578)']","[' 2607     (Average', ' 330.87 Last', ' 15425)']",[' 23492.7 '],"[' 5393     (Average Length', ' 1.00 Splits', ' 0)']","[' 862578   (Deleted', ' 783364)']","[' 262      (Ratio', '   0.03%)']","[' 75160    (Ratio', '   8.71%)']","[' 862578   (Average Length', '   43.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 862578   (Average', ' 1432.56 Max', ' 24399 Sum', ' 1235691171)']","[' 862578   (Average', ' 1432.56 Max', ' 24399 Sum', ' 1235691171 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137933  '],[' 25500   '],[' 136933  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30892    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3906'],[' 13.0201'],[' 0'], ,[' 523.465'],[' 0'],[' 77.2662'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.59291e+09'],[' 2.42881e+09'],[' 0'],[' 1.04582e+10'],[' 0'],[' 0']
UNKNOWN,TA63,[' 4614+'],[' 4615'],"[' 1782.211s (Solving', ' 1711.93s 1st Model', ' 1459.48s Unsat', ' 0.00s)']",[' 1781.063s'], ,[' 1323688895'],"[' 897536   (Analyzed', ' 897536)']","[' 2663     (Average', ' 337.04 Last', ' 11222)']",[' 23807.7 '],"[' 4615     (Average Length', ' 1.00 Splits', ' 0)']","[' 897536   (Deleted', ' 812237)']","[' 268      (Ratio', '   0.03%)']","[' 78220    (Ratio', '   8.71%)']","[' 897536   (Average Length', '   42.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 897536   (Average', ' 1352.07 Max', ' 24398 Sum', ' 1213529139)']","[' 897536   (Average', ' 1352.07 Max', ' 24398 Sum', ' 1213529139 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137155  '],[' 25500   '],[' 136155  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30114    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3688'],[' 11.1823'],[' 0'], ,[' 524.049'],[' 0'],[' 76.5771'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.61085e+09'],[' 2.44029e+09'],[' 0'],[' 9.94389e+09'],[' 0'],[' 0']
UNKNOWN,TA64,[' 5785+'],[' 5786'],"[' 1777.107s (Solving', ' 1675.38s 1st Model', ' 1480.94s Unsat', ' 0.00s)']",[' 1776.484s'], ,[' 1350752540'],"[' 857455   (Analyzed', ' 857455)']","[' 2543     (Average', ' 337.18 Last', ' 9816)']",[' 23533.4 '],"[' 5786     (Average Length', ' 1.00 Splits', ' 0)']","[' 857455   (Deleted', ' 775999)']","[' 236      (Ratio', '   0.03%)']","[' 76202    (Ratio', '   8.89%)']","[' 857455   (Average Length', '   42.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 857455   (Average', ' 1416.19 Max', ' 24418 Sum', ' 1214320063)']","[' 857455   (Average', ' 1416.19 Max', ' 24418 Sum', ' 1214320063 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 138326  '],[' 25500   '],[' 137326  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 31285    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3626'],[' 14.0351'],[' 0'], ,[' 521.196'],[' 0'],[' 76.9307'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.5472e+09'],[' 2.38478e+09'],[' 0'],[' 1.07107e+10'],[' 0'],[' 0']
UNKNOWN,TA65,[' 5791+'],[' 5792'],"[' 1776.536s (Solving', ' 1677.71s 1st Model', ' 1627.30s Unsat', ' 0.00s)']",[' 1775.547s'], ,[' 1333313305'],"[' 878111   (Analyzed', ' 878111)']","[' 2393     (Average', ' 366.95 Last', ' 13452)']",[' 23515.5 '],"[' 5792     (Average Length', ' 1.00 Splits', ' 0)']","[' 878111   (Deleted', ' 798305)']","[' 284      (Ratio', '   0.03%)']","[' 76147    (Ratio', '   8.67%)']","[' 878111   (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 878111   (Average', ' 1363.00 Max', ' 24414 Sum', ' 1196863376)']","[' 878111   (Average', ' 1363.00 Max', ' 24414 Sum', ' 1196863376 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 138332  '],[' 25500   '],[' 137332  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 31291    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3686'],[' 14.328'],[' 0'], ,[' 523.081'],[' 0'],[' 76.4011'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56392e+09'],[' 2.39714e+09'],[' 0'],[' 1.092e+10'],[' 0'],[' 0']
UNKNOWN,TA66,[' 5116+'],[' 5117'],"[' 1780.301s (Solving', ' 1692.48s 1st Model', ' 1165.39s Unsat', ' 0.00s)']",[' 1779.563s'], ,[' 1316467259'],"[' 876565   (Analyzed', ' 876565)']","[' 2510     (Average', ' 349.23 Last', ' 4617)']",[' 23633.4 '],"[' 5117     (Average Length', ' 1.00 Splits', ' 0)']","[' 876565   (Deleted', ' 795967)']","[' 279      (Ratio', '   0.03%)']","[' 75421    (Ratio', '   8.60%)']","[' 876565   (Average Length', '   42.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 876565   (Average', ' 1363.58 Max', ' 24395 Sum', ' 1195268383)']","[' 876565   (Average', ' 1363.58 Max', ' 24395 Sum', ' 1195268383 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137657  '],[' 25500   '],[' 136657  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30616    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3762'],[' 12.6536'],[' 0'], ,[' 523.044'],[' 0'],[' 75.9308'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55174e+09'],[' 2.38516e+09'],[' 0'],[' 1.01512e+10'],[' 0'],[' 0']
UNKNOWN,TA67,[' 5352+'],[' 5353'],"[' 1778.640s (Solving', ' 1689.92s 1st Model', ' 1385.06s Unsat', ' 0.00s)']",[' 1777.938s'], ,[' 1351181011'],"[' 859877   (Analyzed', ' 859877)']","[' 2538     (Average', ' 338.80 Last', ' 4918)']",[' 23582.9 '],"[' 5353     (Average Length', ' 1.00 Splits', ' 0)']","[' 859877   (Deleted', ' 780352)']","[' 267      (Ratio', '   0.03%)']","[' 75399    (Ratio', '   8.77%)']","[' 859877   (Average Length', '   43.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 859877   (Average', ' 1424.23 Max', ' 24407 Sum', ' 1224660956)']","[' 859877   (Average', ' 1424.23 Max', ' 24407 Sum', ' 1224660956 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137893  '],[' 25500   '],[' 136893  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30852    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3803'],[' 13.1711'],[' 0'], ,[' 525.621'],[' 0'],[' 77.3571'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56201e+09'],[' 2.39768e+09'],[' 0'],[' 1.03788e+10'],[' 0'],[' 0']
UNKNOWN,TA68,[' 4353+'],[' 4354'],"[' 1783.422s (Solving', ' 1716.11s 1st Model', ' 1486.45s Unsat', ' 0.00s)']",[' 1782.438s'], ,[' 1322972854'],"[' 909340   (Analyzed', ' 909340)']","[' 2345     (Average', ' 387.78 Last', ' 22451)']",[' 23884.3 '],"[' 4354     (Average Length', ' 1.00 Splits', ' 0)']","[' 909340   (Deleted', ' 826594)']","[' 294      (Ratio', '   0.03%)']","[' 75769    (Ratio', '   8.33%)']","[' 909340   (Average Length', '   41.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 909340   (Average', ' 1340.23 Max', ' 24410 Sum', ' 1218726918)']","[' 909340   (Average', ' 1340.23 Max', ' 24410 Sum', ' 1218726918 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 136894  '],[' 25500   '],[' 135894  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 29853    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3748'],[' 10.6752'],[' 0'], ,[' 525.398'],[' 0'],[' 77.0299'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58527e+09'],[' 2.4132e+09'],[' 0'],[' 9.86765e+09'],[' 0'],[' 0']
UNKNOWN,TA69,[' 5232+'],[' 5233'],"[' 1779.416s (Solving', ' 1692.19s 1st Model', ' 1541.26s Unsat', ' 0.00s)']",[' 1778.516s'], ,[' 1343783321'],"[' 841183   (Analyzed', ' 841183)']","[' 2496     (Average', ' 337.01 Last', ' 7415)']",[' 23611.2 '],"[' 5233     (Average Length', ' 1.00 Splits', ' 0)']","[' 841183   (Deleted', ' 761325)']","[' 289      (Ratio', '   0.03%)']","[' 75508    (Ratio', '   8.98%)']","[' 841183   (Average Length', '   44.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 841183   (Average', ' 1450.28 Max', ' 24417 Sum', ' 1219954713)']","[' 841183   (Average', ' 1450.28 Max', ' 24417 Sum', ' 1219954713 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137773  '],[' 25500   '],[' 136773  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30732    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3946'],[' 12.6914'],[' 0'], ,[' 525.374'],[' 0'],[' 77.2443'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.54466e+09'],[' 2.38692e+09'],[' 0'],[' 1.0088e+10'],[' 0'],[' 0']
UNKNOWN,TA70,[' 4660+'],[' 4661'],"[' 1780.472s (Solving', ' 1704.14s 1st Model', ' 1640.03s Unsat', ' 0.00s)']",[' 1779.734s'], ,[' 1334064781'],"[' 855212   (Analyzed', ' 855212)']","[' 2379     (Average', ' 359.48 Last', ' 19132)']",[' 23722.1 '],"[' 4661     (Average Length', ' 1.00 Splits', ' 0)']","[' 855212   (Deleted', ' 773502)']","[' 321      (Ratio', '   0.04%)']","[' 77087    (Ratio', '   9.01%)']","[' 855212   (Average Length', '   44.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 855212   (Average', ' 1430.33 Max', ' 24428 Sum', ' 1223235520)']","[' 855212   (Average', ' 1430.33 Max', ' 24428 Sum', ' 1223235520 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 137201  '],[' 25500   '],[' 136201  '],[' 126401  '],"[' 330199   (Atom=Atom', ' 77399 Body=Body', ' 77400 Other', ' 175400)']",[' Yes'],"[' 30160    (Eliminated', '    0 Frozen', ' 25500)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4063'],[' 11.5443'],[' 0'], ,[' 525.592'],[' 0'],[' 79.1784'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.54926e+09'],[' 2.38887e+09'],[' 0'],[' 9.70889e+09'],[' 0'],[' 0']
