Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 1789+'],[' 900'],"[' 1001.073s (Solving', ' 996.77s 1st Model', ' 2.65s Unsat', ' 0.00s)']",[' 998.469s'], ,[' 61510539'],"[' 26006870 (Analyzed', ' 25916982)']","[' 47326    (Average', ' 547.63 Last', ' 110974)']",[' 2089.2  '],"[' 900      (Average Length', ' 433.87 Splits', ' 0)']","[' 25916982 (Deleted', ' 25612005)']","[' 9        (Ratio', '   0.00%)']","[' 6061     (Ratio', '   0.02%)']","[' 25916982 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25916982 (Average', '  2.28 Max', ' 2684 Sum', ' 59192615)']","[' 25916445 (Average', '  2.28 Max', ' 2684 Sum', ' 58999389 Ratio', '  99.67%)']","[' 537      (Average', ' 359.82 Max', ' 690 Sum', ' 193226 Ratio', '   0.33%)']", ,[' 78657   '],[' 4436    '],[' 78766   '],[' 43764   '],"[' 131288   (Atom=Atom', ' 40076 Body=Body', ' 23511 Other', ' 67701)']",[' Yes'],"[' 5295     (Eliminated', '    0 Frozen', ' 5295)']","[' 681      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06583'],[' 0'], ,[' 826.488'],[' 0'],[' 13.4819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6569e+08'],[' 1.00246e+08'],[' 0'],[' 1.07882e+11'],[' 0'],[' 0'],[' 794 '],[' 1580 '],[' 2509 '],[' 3141 '],[' 4153 '],[' 5 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 1323+'],[' 667'],"[' 1000.927s (Solving', ' 997.52s 1st Model', ' 2.49s Unsat', ' 0.00s)']",[' 999.219s'], ,[' 61376376'],"[' 28289446 (Analyzed', ' 28198024)']","[' 50436    (Average', ' 559.09 Last', ' 5361)']",[' 2024.9  '],"[' 667      (Average Length', ' 328.99 Splits', ' 0)']","[' 28198024 (Deleted', ' 27899012)']","[' 14       (Ratio', '   0.00%)']","[' 5018     (Ratio', '   0.02%)']","[' 28198024 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28198024 (Average', '  2.10 Max', ' 2632 Sum', ' 59280434)']","[' 28197393 (Average', '  2.10 Max', ' 2632 Sum', ' 59096626 Ratio', '  99.69%)']","[' 631      (Average', ' 291.30 Max', ' 496 Sum', ' 183808 Ratio', '   0.31%)']", ,[' 79082   '],[' 4472    '],[' 78983   '],[' 44077   '],"[' 132227   (Atom=Atom', ' 40353 Body=Body', ' 23547 Other', ' 68327)']",[' Yes'],"[' 5123     (Eliminated', '    0 Frozen', ' 5123)']","[' 837      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.818596'],[' 0'], ,[' 833.909'],[' 0'],[' 13.301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58988e+08'],[' 9.07267e+07'],[' 0'],[' 1.11665e+11'],[' 0'],[' 0'],[' 964 '],[' 1734 '],[' 2607 '],[' 3612 '],[' 4373 '],[' 5 '],[' 0 ']
Solving...,TA53, ,[' 1'],[' 1585+'],[' 798'],"[' 1001.124s (Solving', ' 997.25s 1st Model', ' 2.65s Unsat', ' 0.00s)']",[' 999.813s'], ,[' 68240709'],"[' 34352662 (Analyzed', ' 34258172)']","[' 61821    (Average', ' 554.15 Last', ' 210687)']",[' 2227.2  '],"[' 798      (Average Length', ' 389.57 Splits', ' 0)']","[' 34258172 (Deleted', ' 33855740)']","[' 5        (Ratio', '   0.00%)']","[' 3805     (Ratio', '   0.01%)']","[' 34258172 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34258172 (Average', '  1.92 Max', ' 2737 Sum', ' 65695555)']","[' 34257665 (Average', '  1.91 Max', ' 2737 Sum', ' 65514346 Ratio', '  99.72%)']","[' 507      (Average', ' 357.41 Max', ' 611 Sum', ' 181209 Ratio', '   0.28%)']", ,[' 78457   '],[' 4333    '],[' 78468   '],[' 43899   '],"[' 131693   (Atom=Atom', ' 40314 Body=Body', ' 23408 Other', ' 67971)']",[' Yes'],"[' 5094     (Eliminated', '    0 Frozen', ' 5094)']","[' 731      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.98125'],[' 0'], ,[' 805.303'],[' 0'],[' 13.401'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.76219e+08'],[' 9.52168e+07'],[' 0'],[' 1.02521e+11'],[' 0'],[' 0'],[' 910 '],[' 1667 '],[' 2429 '],[' 3070 '],[' 3814 '],[' 5 '],[' 0 ']
Solving...,TA54, , ,[' 1697'],[' 854'],"[' 811.207s (Solving', ' 806.55s 1st Model', ' 3.03s Unsat', ' 4.53s)']",[' 810.344s'], ,[' 69092481'],"[' 32558849 (Analyzed', ' 32471368)']","[' 57342    (Average', ' 566.28 Last', ' 152721)']",[' 2311.9  '],"[' 854      (Average Length', ' 418.68 Splits', ' 0)']","[' 32471368 (Deleted', ' 32135013)']","[' 18       (Ratio', '   0.00%)']","[' 4734     (Ratio', '   0.01%)']","[' 32471368 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32471368 (Average', '  2.04 Max', ' 2871 Sum', ' 66329967)']","[' 32470962 (Average', '  2.04 Max', ' 2871 Sum', ' 66216784 Ratio', '  99.83%)']","[' 406      (Average', ' 278.78 Max', ' 576 Sum', ' 113183 Ratio', '   0.17%)']", ,[' 79598   '],[' 4451    '],[' 79684   '],[' 44785   '],"[' 134351   (Atom=Atom', ' 41082 Body=Body', ' 23526 Other', ' 69743)']",[' Yes'],"[' 5287     (Eliminated', '    0 Frozen', ' 5287)']","[' 960      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0902'],[' 0'], ,[' 620.936'],[' 0'],[' 10.8529'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79254e+08'],[' 9.95937e+07'],[' 0'],[' 7.50544e+10'],[' 0'],[' 0'],[' 850 '],[' 1472 '],[' 2196 '],[' 3129 '],[' 3768 '],[' 4 '],[' 1 ']
Solving...,TA55, ,[' 1'],[' 1395+'],[' 703'],"[' 1001.002s (Solving', ' 997.45s 1st Model', ' 2.38s Unsat', ' 0.00s)']",[' 998.703s'], ,[' 77925614'],"[' 34798554 (Analyzed', ' 34708811)']","[' 61347    (Average', ' 565.78 Last', ' 205072)']",[' 1978.2  '],"[' 703      (Average Length', ' 342.29 Splits', ' 0)']","[' 34708811 (Deleted', ' 34290426)']","[' 24       (Ratio', '   0.00%)']","[' 5547     (Ratio', '   0.02%)']","[' 34708811 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34708811 (Average', '  2.18 Max', ' 2816 Sum', ' 75697711)']","[' 34708330 (Average', '  2.18 Max', ' 2816 Sum', ' 75519417 Ratio', '  99.76%)']","[' 481      (Average', ' 370.67 Max', ' 559 Sum', ' 178294 Ratio', '   0.24%)']", ,[' 79166   '],[' 4468    '],[' 79095   '],[' 44631   '],"[' 133889   (Atom=Atom', ' 40911 Body=Body', ' 23543 Other', ' 69435)']",[' Yes'],"[' 5147     (Eliminated', '    0 Frozen', ' 5147)']","[' 930      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.812071'],[' 0'], ,[' 791.109'],[' 0'],[' 13.0024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04392e+08'],[' 1.14608e+08'],[' 0'],[' 9.30065e+10'],[' 0'],[' 0'],[' 773 '],[' 1662 '],[' 2326 '],[' 3306 '],[' 4145 '],[' 5 '],[' 0 ']
Solving...,TA56, ,[' 1'],[' 1583+'],[' 797'],"[' 1001.156s (Solving', ' 996.97s 1st Model', ' 3.21s Unsat', ' 0.00s)']",[' 999.047s'], ,[' 73131283'],"[' 33521532 (Analyzed', ' 33443873)']","[' 58768    (Average', ' 569.08 Last', ' 84609)']",[' 2330.0  '],"[' 797      (Average Length', ' 387.89 Splits', ' 0)']","[' 33443873 (Deleted', ' 33101913)']","[' 24       (Ratio', '   0.00%)']","[' 5676     (Ratio', '   0.02%)']","[' 33443873 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33443873 (Average', '  2.10 Max', ' 2834 Sum', ' 70369326)']","[' 33443438 (Average', '  2.10 Max', ' 2834 Sum', ' 70251666 Ratio', '  99.83%)']","[' 435      (Average', ' 270.48 Max', ' 512 Sum', ' 117660 Ratio', '   0.17%)']", ,[' 78780   '],[' 4467    '],[' 78804   '],[' 44384   '],"[' 133148   (Atom=Atom', ' 40665 Body=Body', ' 23542 Other', ' 68941)']",[' Yes'],"[' 5241     (Eliminated', '    0 Frozen', ' 5241)']","[' 854      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.08113'],[' 0'], ,[' 804.165'],[' 0'],[' 12.9822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.88597e+08'],[' 1.06304e+08'],[' 0'],[' 1.0915e+11'],[' 0'],[' 0'],[' 1056 '],[' 1800 '],[' 2625 '],[' 3522 '],[' 4240 '],[' 5 '],[' 0 ']
Solving...,TA57, ,[' 1'],[' 1459+'],[' 735'],"[' 1001.175s (Solving', ' 996.52s 1st Model', ' 3.23s Unsat', ' 0.00s)']",[' 997.094s'], ,[' 61762178'],"[' 28835357 (Analyzed', ' 28756996)']","[' 48865    (Average', ' 588.50 Last', ' 228264)']",[' 2240.3  '],"[' 735      (Average Length', ' 357.69 Splits', ' 0)']","[' 28756996 (Deleted', ' 28452388)']","[' 8        (Ratio', '   0.00%)']","[' 4232     (Ratio', '   0.01%)']","[' 28756996 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28756996 (Average', '  2.07 Max', ' 2754 Sum', ' 59492580)']","[' 28756452 (Average', '  2.06 Max', ' 2754 Sum', ' 59333684 Ratio', '  99.73%)']","[' 544      (Average', ' 292.09 Max', ' 516 Sum', ' 158896 Ratio', '   0.27%)']", ,[' 79233   '],[' 4418    '],[' 79191   '],[' 44179   '],"[' 132533   (Atom=Atom', ' 40509 Body=Body', ' 23493 Other', ' 68531)']",[' Yes'],"[' 5126     (Eliminated', '    0 Frozen', ' 5126)']","[' 754      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.10886'],[' 0'], ,[' 807.597'],[' 0'],[' 12.5101'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59581e+08'],[' 8.77529e+07'],[' 0'],[' 9.36648e+10'],[' 0'],[' 0'],[' 966 '],[' 1786 '],[' 2557 '],[' 3296 '],[' 4005 '],[' 5 '],[' 0 ']
Solving...,TA58, ,[' 1'],[' 1645+'],[' 828'],"[' 1001.288s (Solving', ' 996.15s 1st Model', ' 3.23s Unsat', ' 0.00s)']",[' 998.313s'], ,[' 48023156'],"[' 22342400 (Analyzed', ' 22276099)']","[' 40589    (Average', ' 548.82 Last', ' 26476)']",[' 2008.9  '],"[' 828      (Average Length', ' 401.40 Splits', ' 0)']","[' 22276099 (Deleted', ' 21994687)']","[' 26       (Ratio', '   0.00%)']","[' 4598     (Ratio', '   0.02%)']","[' 22276099 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22276099 (Average', '  2.07 Max', ' 2476 Sum', ' 46117651)']","[' 22275417 (Average', '  2.06 Max', ' 2476 Sum', ' 45869772 Ratio', '  99.46%)']","[' 682      (Average', ' 363.46 Max', ' 589 Sum', ' 247879 Ratio', '   0.54%)']", ,[' 78742   '],[' 4396    '],[' 78791   '],[' 43556   '],"[' 130664   (Atom=Atom', ' 39908 Body=Body', ' 23471 Other', ' 67285)']",[' Yes'],"[' 5195     (Eliminated', '    0 Frozen', ' 5195)']","[' 904      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.21739'],[' 0'], ,[' 817.154'],[' 0'],[' 12.6696'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30461e+08'],[' 7.47985e+07'],[' 0'],[' 8.97388e+10'],[' 0'],[' 0'],[' 761 '],[' 1454 '],[' 2059 '],[' 2943 '],[' 3716 '],[' 5 '],[' 0 ']
Solving...,TA59, ,[' 1'],[' 1557+'],[' 784'],"[' 1001.133s (Solving', ' 996.16s 1st Model', ' 3.50s Unsat', ' 0.00s)']",[' 997.484s'], ,[' 58695682'],"[' 28988982 (Analyzed', ' 28920512)']","[' 52256    (Average', ' 553.44 Last', ' 5450)']",[' 2218.7  '],"[' 784      (Average Length', ' 380.82 Splits', ' 0)']","[' 28920512 (Deleted', ' 28586133)']","[' 9        (Ratio', '   0.00%)']","[' 4560     (Ratio', '   0.02%)']","[' 28920512 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28920512 (Average', '  1.95 Max', ' 2764 Sum', ' 56387939)']","[' 28920003 (Average', '  1.94 Max', ' 2764 Sum', ' 56218317 Ratio', '  99.70%)']","[' 509      (Average', ' 333.25 Max', ' 602 Sum', ' 169622 Ratio', '   0.30%)']", ,[' 78899   '],[' 4421    '],[' 78902   '],[' 44369   '],"[' 133103   (Atom=Atom', ' 40696 Body=Body', ' 23496 Other', ' 68911)']",[' Yes'],"[' 5174     (Eliminated', '    0 Frozen', ' 5174)']","[' 695      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.17678'],[' 0'], ,[' 786.158'],[' 0'],[' 12.8117'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55661e+08'],[' 8.75967e+07'],[' 0'],[' 8.7287e+10'],[' 0'],[' 0'],[' 816 '],[' 1555 '],[' 2193 '],[' 2945 '],[' 3911 '],[' 5 '],[' 0 ']
Solving...,TA60, ,[' 1'],[' 2049+'],[' 1030'],"[' 1001.331s (Solving', ' 995.21s 1st Model', ' 4.57s Unsat', ' 0.00s)']",[' 998.188s'], ,[' 53621309'],"[' 23929771 (Analyzed', ' 23814272)']","[' 42930    (Average', ' 554.72 Last', ' 88985)']",[' 2166.4  '],"[' 1030     (Average Length', ' 489.76 Splits', ' 0)']","[' 23814272 (Deleted', ' 23473786)']","[' 39       (Ratio', '   0.00%)']","[' 6129     (Ratio', '   0.03%)']","[' 23814272 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23814272 (Average', '  2.16 Max', ' 2542 Sum', ' 51360221)']","[' 23813713 (Average', '  2.15 Max', ' 2542 Sum', ' 51098539 Ratio', '  99.49%)']","[' 559      (Average', ' 468.13 Max', ' 733 Sum', ' 261682 Ratio', '   0.51%)']", ,[' 79217   '],[' 4418    '],[' 79435   '],[' 44446   '],"[' 133334   (Atom=Atom', ' 40776 Body=Body', ' 23493 Other', ' 69065)']",[' Yes'],"[' 5386     (Eliminated', '    0 Frozen', ' 5386)']","[' 1011     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.50036'],[' 0'], ,[' 796.58'],[' 0'],[' 13.1714'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60612e+08'],[' 9.66421e+07'],[' 0'],[' 8.57953e+10'],[' 0'],[' 0'],[' 661 '],[' 1354 '],[' 2032 '],[' 2712 '],[' 3422 '],[' 5 '],[' 0 ']
