Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 1595+'],[' 803'],"[' 600.947s (Solving', ' 598.21s 1st Model', ' 2.29s Unsat', ' 0.00s)']",[' 599.250s'], ,[' 67163345'],"[' 26402955 (Analyzed', ' 26323830)']","[' 49044    (Average', ' 536.74 Last', ' 11181)']",[' 2008.3  '],"[' 803      (Average Length', ' 474.42 Splits', ' 0)']","[' 26323830 (Deleted', ' 26054456)']","[' 12       (Ratio', '   0.00%)']","[' 6054     (Ratio', '   0.02%)']","[' 26323830 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26323830 (Average', '  2.47 Max', ' 2667 Sum', ' 65145099)']","[' 26323376 (Average', '  2.47 Max', ' 2667 Sum', ' 64909615 Ratio', '  99.64%)']","[' 454      (Average', ' 518.69 Max', ' 666 Sum', ' 235484 Ratio', '   0.36%)']", ,[' 74577   '],[' 3669    '],[' 68142   '],[' 27662   '],"[' 73804    (Atom=Atom', ' 20436 Body=Body', ' 13167 Other', ' 40201)']",[' Yes'],"[' 4868     (Eliminated', '    0 Frozen', ' 4868)']","[' 938      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.546264'],[' 0'], ,[' 419.937'],[' 0'],[' 12.3457'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64234e+08'],[' 9.55813e+07'],[' 0'],[' 2.90524e+10'],[' 0'],[' 0'],[' 888 '],[' 1665 '],[' 2553 '],[' 3151 '],[' 4109 '],[' 5 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 1555+'],[' 783'],"[' 600.945s (Solving', ' 598.05s 1st Model', ' 2.19s Unsat', ' 0.00s)']",[' 599.406s'], ,[' 75826462'],"[' 30060896 (Analyzed', ' 29984159)']","[' 54559    (Average', ' 549.57 Last', ' 119070)']",[' 2155.0  '],"[' 783      (Average Length', ' 465.07 Splits', ' 0)']","[' 29984159 (Deleted', ' 29698902)']","[' 14       (Ratio', '   0.00%)']","[' 6367     (Ratio', '   0.02%)']","[' 29984159 (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29984159 (Average', '  2.45 Max', ' 2623 Sum', ' 73562916)']","[' 29983538 (Average', '  2.44 Max', ' 2623 Sum', ' 73275940 Ratio', '  99.61%)']","[' 621      (Average', ' 462.12 Max', ' 600 Sum', ' 286976 Ratio', '   0.39%)']", ,[' 75305   '],[' 3758    '],[' 68763   '],[' 28072   '],"[' 75078    (Atom=Atom', ' 20772 Body=Body', ' 13434 Other', ' 40872)']",[' Yes'],"[' 4957     (Eliminated', '    0 Frozen', ' 4957)']","[' 1104     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.58741'],[' 0'], ,[' 412.789'],[' 0'],[' 10.8162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72507e+08'],[' 9.61221e+07'],[' 0'],[' 3.03739e+10'],[' 0'],[' 0'],[' 1064 '],[' 1810 '],[' 2607 '],[' 3551 '],[' 4110 '],[' 5 '],[' 0 ']
Solving...,TA53, ,[' 1'],[' 1837+'],[' 924'],"[' 601.040s (Solving', ' 597.79s 1st Model', ' 2.36s Unsat', ' 0.00s)']",[' 599.953s'], ,[' 59561751'],"[' 32687730 (Analyzed', ' 32598531)']","[' 59761    (Average', ' 545.48 Last', ' 121412)']",[' 2178.6  '],"[' 924      (Average Length', ' 529.80 Splits', ' 0)']","[' 32598531 (Deleted', ' 32239220)']","[' 10       (Ratio', '   0.00%)']","[' 4331     (Ratio', '   0.01%)']","[' 32598531 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32598531 (Average', '  1.75 Max', ' 2726 Sum', ' 57145757)']","[' 32598121 (Average', '  1.75 Max', ' 2726 Sum', ' 56925177 Ratio', '  99.61%)']","[' 410      (Average', ' 538.00 Max', ' 707 Sum', ' 220580 Ratio', '   0.39%)']", ,[' 74193   '],[' 3609    '],[' 67922   '],[' 27476   '],"[' 73184    (Atom=Atom', ' 20317 Body=Body', ' 12987 Other', ' 39880)']",[' Yes'],"[' 4935     (Eliminated', '    0 Frozen', ' 4935)']","[' 736      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.654481'],[' 0'], ,[' 402.811'],[' 0'],[' 9.88765'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4591e+08'],[' 6.78656e+07'],[' 0'],[' 2.90872e+10'],[' 0'],[' 0'],[' 808 '],[' 1516 '],[' 2121 '],[' 2987 '],[' 3631 '],[' 5 '],[' 0 ']
Solving...,TA54, ,[' 1'],[' 1511+'],[' 761'],"[' 601.019s (Solving', ' 598.03s 1st Model', ' 2.51s Unsat', ' 0.00s)']",[' 599.078s'], ,[' 62610328'],"[' 26899064 (Analyzed', ' 26846184)']","[' 47441    (Average', ' 565.89 Last', ' 27511)']",[' 2214.9  '],"[' 761      (Average Length', ' 450.00 Splits', ' 0)']","[' 26846184 (Deleted', ' 26617719)']","[' 17       (Ratio', '   0.00%)']","[' 6006     (Ratio', '   0.02%)']","[' 26846184 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26846184 (Average', '  2.25 Max', ' 2641 Sum', ' 60469061)']","[' 26845627 (Average', '  2.24 Max', ' 2641 Sum', ' 60227827 Ratio', '  99.60%)']","[' 557      (Average', ' 433.10 Max', ' 564 Sum', ' 241234 Ratio', '   0.40%)']", ,[' 74820   '],[' 3711    '],[' 68330   '],[' 27798   '],"[' 74255    (Atom=Atom', ' 20562 Body=Body', ' 13293 Other', ' 40400)']",[' Yes'],"[' 4890     (Eliminated', '    0 Frozen', ' 4890)']","[' 1129     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.604141'],[' 0'], ,[' 415.62'],[' 0'],[' 11.1864'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54523e+08'],[' 8.52516e+07'],[' 0'],[' 2.91075e+10'],[' 0'],[' 0'],[' 988 '],[' 1914 '],[' 2730 '],[' 3589 '],[' 4237 '],[' 5 '],[' 0 ']
Solving...,TA55, ,[' 1'],[' 1387+'],[' 699'],"[' 600.887s (Solving', ' 598.46s 1st Model', ' 1.94s Unsat', ' 0.00s)']",[' 599.031s'], ,[' 59445538'],"[' 26320624 (Analyzed', ' 26256619)']","[' 48429    (Average', ' 542.17 Last', ' 238924)']",[' 1903.8  '],"[' 699      (Average Length', ' 409.18 Splits', ' 0)']","[' 26256619 (Deleted', ' 25993257)']","[' 19       (Ratio', '   0.00%)']","[' 5429     (Ratio', '   0.02%)']","[' 26256619 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26256619 (Average', '  2.20 Max', ' 2677 Sum', ' 57729705)']","[' 26256021 (Average', '  2.19 Max', ' 2677 Sum', ' 57414861 Ratio', '  99.45%)']","[' 598      (Average', ' 526.49 Max', ' 603 Sum', ' 314844 Ratio', '   0.55%)']", ,[' 74904   '],[' 3723    '],[' 68316   '],[' 27837   '],"[' 74366    (Atom=Atom', ' 20548 Body=Body', ' 13329 Other', ' 40489)']",[' Yes'],"[' 4840     (Eliminated', '    0 Frozen', ' 4840)']","[' 1026     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.453097'],[' 0'], ,[' 421.873'],[' 0'],[' 12.2757'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46145e+08'],[' 8.05405e+07'],[' 0'],[' 3.04343e+10'],[' 0'],[' 0'],[' 814 '],[' 1710 '],[' 2503 '],[' 3442 '],[' 4160 '],[' 5 '],[' 0 ']
Solving...,TA56, ,[' 1'],[' 1525+'],[' 768'],"[' 601.177s (Solving', ' 597.82s 1st Model', ' 2.53s Unsat', ' 0.00s)']",[' 599.969s'], ,[' 59297254'],"[' 30148975 (Analyzed', ' 30057254)']","[' 56592    (Average', ' 531.12 Last', ' 47912)']",[' 2046.7  '],"[' 768      (Average Length', ' 452.96 Splits', ' 0)']","[' 30057254 (Deleted', ' 29723455)']","[' 16       (Ratio', '   0.00%)']","[' 4083     (Ratio', '   0.01%)']","[' 30057254 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30057254 (Average', '  1.90 Max', ' 2805 Sum', ' 57205636)']","[' 30056845 (Average', '  1.90 Max', ' 2805 Sum', ' 57007606 Ratio', '  99.65%)']","[' 409      (Average', ' 484.18 Max', ' 609 Sum', ' 198030 Ratio', '   0.35%)']", ,[' 73946   '],[' 3591    '],[' 67532   '],[' 27224   '],"[' 72496    (Atom=Atom', ' 20089 Body=Body', ' 12933 Other', ' 39474)']",[' Yes'],"[' 4766     (Eliminated', '    0 Frozen', ' 4766)']","[' 643      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.672587'],[' 0'], ,[' 406.19'],[' 0'],[' 10.0819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46748e+08'],[' 7.21356e+07'],[' 0'],[' 2.73872e+10'],[' 0'],[' 0'],[' 894 '],[' 1741 '],[' 2608 '],[' 3282 '],[' 3918 '],[' 5 '],[' 0 ']
Solving...,TA57, ,[' 1'],[' 1465+'],[' 738'],"[' 600.916s (Solving', ' 598.23s 1st Model', ' 2.04s Unsat', ' 0.00s)']",[' 599.422s'], ,[' 69458337'],"[' 30404566 (Analyzed', ' 30335686)']","[' 54340    (Average', ' 558.26 Last', ' 45884)']",[' 1946.7  '],"[' 738      (Average Length', ' 443.28 Splits', ' 0)']","[' 30335686 (Deleted', ' 30054659)']","[' 22       (Ratio', '   0.00%)']","[' 5362     (Ratio', '   0.02%)']","[' 30335686 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30335686 (Average', '  2.23 Max', ' 2481 Sum', ' 67518987)']","[' 30335068 (Average', '  2.22 Max', ' 2481 Sum', ' 67205500 Ratio', '  99.54%)']","[' 618      (Average', ' 507.26 Max', ' 603 Sum', ' 313487 Ratio', '   0.46%)']", ,[' 74504   '],[' 3672    '],[' 68033   '],[' 27579   '],"[' 73625    (Atom=Atom', ' 20383 Body=Body', ' 13176 Other', ' 40066)']",[' Yes'],"[' 4826     (Eliminated', '    0 Frozen', ' 4826)']","[' 973      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.513168'],[' 0'], ,[' 414.46'],[' 0'],[' 10.5779'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62175e+08'],[' 8.35438e+07'],[' 0'],[' 2.93874e+10'],[' 0'],[' 0'],[' 891 '],[' 1742 '],[' 2473 '],[' 3192 '],[' 4033 '],[' 5 '],[' 0 ']
Solving...,TA58, ,[' 1'],[' 1467+'],[' 739'],"[' 600.893s (Solving', ' 598.29s 1st Model', ' 2.17s Unsat', ' 0.00s)']",[' 599.656s'], ,[' 63899329'],"[' 28648052 (Analyzed', ' 28595434)']","[' 51349    (Average', ' 556.88 Last', ' 6936)']",[' 1972.0  '],"[' 739      (Average Length', ' 432.04 Splits', ' 0)']","[' 28595434 (Deleted', ' 28300533)']","[' 12       (Ratio', '   0.00%)']","[' 5961     (Ratio', '   0.02%)']","[' 28595434 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28595434 (Average', '  2.17 Max', ' 2655 Sum', ' 61993094)']","[' 28594977 (Average', '  2.16 Max', ' 2655 Sum', ' 61759716 Ratio', '  99.62%)']","[' 457      (Average', ' 510.67 Max', ' 626 Sum', ' 233378 Ratio', '   0.38%)']", ,[' 74850   '],[' 3706    '],[' 68320   '],[' 27796   '],"[' 74185    (Atom=Atom', ' 20520 Body=Body', ' 13278 Other', ' 40387)']",[' Yes'],"[' 4867     (Eliminated', '    0 Frozen', ' 4867)']","[' 1275     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.514473'],[' 0'], ,[' 415.155'],[' 0'],[' 10.5109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61826e+08'],[' 8.65834e+07'],[' 0'],[' 2.86427e+10'],[' 0'],[' 0'],[' 800 '],[' 1732 '],[' 2537 '],[' 3629 '],[' 4283 '],[' 5 '],[' 0 ']
Solving...,TA59, ,[' 1'],[' 1469+'],[' 740'],"[' 600.909s (Solving', ' 598.28s 1st Model', ' 2.04s Unsat', ' 0.00s)']",[' 599.781s'], ,[' 60777202'],"[' 27997932 (Analyzed', ' 27909927)']","[' 49752    (Average', ' 560.98 Last', ' 431847)']",[' 1999.2  '],"[' 740      (Average Length', ' 452.35 Splits', ' 0)']","[' 27909927 (Deleted', ' 27620691)']","[' 12       (Ratio', '   0.00%)']","[' 4841     (Ratio', '   0.02%)']","[' 27909927 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27909927 (Average', '  2.11 Max', ' 2817 Sum', ' 58918967)']","[' 27909453 (Average', '  2.10 Max', ' 2817 Sum', ' 58687364 Ratio', '  99.61%)']","[' 474      (Average', ' 488.61 Max', ' 637 Sum', ' 231603 Ratio', '   0.39%)']", ,[' 74426   '],[' 3651    '],[' 67917   '],[' 27538   '],"[' 73394    (Atom=Atom', ' 20301 Body=Body', ' 13113 Other', ' 39980)']",[' Yes'],"[' 4800     (Eliminated', '    0 Frozen', ' 4800)']","[' 790      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.5021'],[' 0'], ,[' 417.898'],[' 0'],[' 11.5604'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48769e+08'],[' 7.93367e+07'],[' 0'],[' 2.82375e+10'],[' 0'],[' 0'],[' 784 '],[' 1429 '],[' 2166 '],[' 2902 '],[' 3946 '],[' 5 '],[' 0 ']
Solving...,TA60, ,[' 1'],[' 1489+'],[' 750'],"[' 484.132s (Solving', ' 481.40s 1st Model', ' 1.99s Unsat', ' 2.42s)']",[' 483.016s'], ,[' 55334861'],"[' 19775026 (Analyzed', ' 19686064)']","[' 35323    (Average', ' 557.32 Last', ' 4380)']",[' 2144.6  '],"[' 750      (Average Length', ' 439.52 Splits', ' 0)']","[' 19686064 (Deleted', ' 19519015)']","[' 17       (Ratio', '   0.00%)']","[' 5619     (Ratio', '   0.03%)']","[' 19686064 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19686064 (Average', '  2.71 Max', ' 2811 Sum', ' 53410692)']","[' 19685587 (Average', '  2.70 Max', ' 2811 Sum', ' 53177739 Ratio', '  99.56%)']","[' 477      (Average', ' 488.37 Max', ' 593 Sum', ' 232953 Ratio', '   0.44%)']", ,[' 74991   '],[' 3715    '],[' 68446   '],[' 27880   '],"[' 74373    (Atom=Atom', ' 20567 Body=Body', ' 13305 Other', ' 40501)']",[' Yes'],"[' 4889     (Eliminated', '    0 Frozen', ' 4889)']","[' 930      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.535853'],[' 0'], ,[' 357.029'],[' 0'],[' 9.53479'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21262e+08'],[' 7.11647e+07'],[' 0'],[' 2.64232e+10'],[' 0'],[' 0'],[' 777 '],[' 1660 '],[' 2525 '],[' 3320 '],[' 4006 '],[' 4 '],[' 1 ']
