Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 5381+'],[' 2700'],"[' 610.376s (Solving', ' 576.55s 1st Model', ' 39.07s Unsat', ' 0.00s)']",[' 608.016s'], ,[' 128533579'],"[' 10865394 (Analyzed', ' 10594349)']","[' 22726    (Average', ' 466.18 Last', ' 21232)']",[' 8270.2  '],"[' 2700     (Average Length', ' 1470.14 Splits', ' 0)']","[' 10594349 (Deleted', ' 10465659)']","[' 487      (Ratio', '   0.00%)']","[' 16321    (Ratio', '   0.15%)']","[' 10594349 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10594349 (Average', ' 10.63 Max', ' 10947 Sum', ' 112580936)']","[' 10591636 (Average', ' 10.32 Max', ' 10947 Sum', ' 109343140 Ratio', '  97.12%)']","[' 2713     (Average', ' 1193.44 Max', ' 2030 Sum', ' 3237796 Ratio', '   2.88%)']", ,[' 316447  '],[' 15463   '],[' 291188  '],[' 124456  '],"[' 295060   (Atom=Atom', ' 82678 Body=Body', ' 56729 Other', ' 155653)']",[' Yes'],"[' 19325    (Eliminated', '    0 Frozen', ' 19325)']","[' 2604     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.37135'],[' 0'], ,[' 331.314'],[' 0'],[' 12.2626'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.07398e+08'],[' 1.66159e+08'],[' 0'],[' 1.77464e+10'],[' 0'],[' 0'],[' 1001 '],[' 1782 '],[' 2794 '],[' 3235 '],[' 3659 '],[' 4858 '],[' 5293 '],[' 5698 '],[' 6339 '],[' 9 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 6133+'],[' 3076'],"[' 610.617s (Solving', ' 573.37s 1st Model', ' 40.73s Unsat', ' 0.00s)']",[' 607.797s'], ,[' 121532913'],"[' 11865420 (Analyzed', ' 11615643)']","[' 25041    (Average', ' 463.86 Last', ' 73461)']",[' 8234.3  '],"[' 3076     (Average Length', ' 1611.07 Splits', ' 0)']","[' 11615643 (Deleted', ' 11471132)']","[' 467      (Ratio', '   0.00%)']","[' 12904    (Ratio', '   0.11%)']","[' 11615643 (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11615643 (Average', '  8.94 Max', ' 10917 Sum', ' 103880912)']","[' 11612905 (Average', '  8.64 Max', ' 10917 Sum', ' 100332339 Ratio', '  96.58%)']","[' 2738     (Average', ' 1296.05 Max', ' 2344 Sum', ' 3548573 Ratio', '   3.42%)']", ,[' 314139  '],[' 15052   '],[' 288951  '],[' 122475  '],"[' 291144   (Atom=Atom', ' 81766 Body=Body', ' 55665 Other', ' 153713)']",[' Yes'],"[' 19289    (Eliminated', '    0 Frozen', ' 19289)']","[' 2357     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.53441'],[' 0'], ,[' 333.402'],[' 0'],[' 12.0059'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91319e+08'],[' 1.50674e+08'],[' 0'],[' 2.02012e+10'],[' 0'],[' 0'],[' 711 '],[' 1653 '],[' 2240 '],[' 2859 '],[' 3396 '],[' 4065 '],[' 4775 '],[' 5379 '],[' 5998 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 5295+'],[' 2657'],"[' 610.179s (Solving', ' 576.78s 1st Model', ' 38.10s Unsat', ' 0.00s)']",[' 608.344s'], ,[' 133979969'],"[' 12825110 (Analyzed', ' 12639150)']","[' 26780    (Average', ' 471.96 Last', ' 5896)']",[' 8867.3  '],"[' 2657     (Average Length', ' 1442.79 Splits', ' 0)']","[' 12639150 (Deleted', ' 12489319)']","[' 361      (Ratio', '   0.00%)']","[' 15854    (Ratio', '   0.13%)']","[' 12639150 (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12639150 (Average', '  9.19 Max', ' 11352 Sum', ' 116107066)']","[' 12636785 (Average', '  8.97 Max', ' 11352 Sum', ' 113382732 Ratio', '  97.65%)']","[' 2365     (Average', ' 1151.94 Max', ' 1994 Sum', ' 2724334 Ratio', '   2.35%)']", ,[' 314061  '],[' 15272   '],[' 289154  '],[' 122551  '],"[' 292576   (Atom=Atom', ' 82033 Body=Body', ' 56260 Other', ' 154283)']",[' Yes'],"[' 19131    (Eliminated', '    0 Frozen', ' 19131)']","[' 2182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.71405'],[' 0'], ,[' 341.467'],[' 0'],[' 11.8991'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11923e+08'],[' 1.65686e+08'],[' 0'],[' 2.04474e+10'],[' 0'],[' 0'],[' 1054 '],[' 1926 '],[' 2545 '],[' 3096 '],[' 3887 '],[' 4464 '],[' 5126 '],[' 5672 '],[' 6281 '],[' 9 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5815+'],[' 2917'],"[' 610.007s (Solving', ' 577.02s 1st Model', ' 44.27s Unsat', ' 0.00s)']",[' 608.250s'], ,[' 120816720'],"[' 14117322 (Analyzed', ' 13855312)']","[' 28146    (Average', ' 492.27 Last', ' 39635)']",[' 8421.3  '],"[' 2917     (Average Length', ' 1534.19 Splits', ' 0)']","[' 13855312 (Deleted', ' 13695829)']","[' 406      (Ratio', '   0.00%)']","[' 12357    (Ratio', '   0.09%)']","[' 13855312 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13855312 (Average', '  7.41 Max', ' 11966 Sum', ' 102683392)']","[' 13853031 (Average', '  7.21 Max', ' 11966 Sum', ' 99862120 Ratio', '  97.25%)']","[' 2281     (Average', ' 1236.86 Max', ' 2185 Sum', ' 2821272 Ratio', '   2.75%)']", ,[' 312619  '],[' 14877   '],[' 287280  '],[' 121016  '],"[' 290508   (Atom=Atom', ' 81503 Body=Body', ' 55637 Other', ' 153368)']",[' Yes'],"[' 19133    (Eliminated', '    0 Frozen', ' 19133)']","[' 1968     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.26175'],[' 0'], ,[' 342.48'],[' 0'],[' 11.5059'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91726e+08'],[' 1.47336e+08'],[' 0'],[' 2.115e+10'],[' 0'],[' 0'],[' 885 '],[' 1636 '],[' 2180 '],[' 2868 '],[' 3559 '],[' 4286 '],[' 4728 '],[' 5506 '],[' 5939 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 6437+'],[' 3228'],"[' 611.523s (Solving', ' 572.38s 1st Model', ' 46.17s Unsat', ' 0.00s)']",[' 609.422s'], ,[' 128104535'],"[' 11382238 (Analyzed', ' 11140844)']","[' 24286    (Average', ' 458.74 Last', ' 4667)']",[' 8503.5  '],"[' 3228     (Average Length', ' 1675.54 Splits', ' 0)']","[' 11140844 (Deleted', ' 11001813)']","[' 397      (Ratio', '   0.00%)']","[' 13431    (Ratio', '   0.12%)']","[' 11140844 (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11140844 (Average', '  9.74 Max', ' 11314 Sum', ' 108543643)']","[' 11138356 (Average', '  9.45 Max', ' 11314 Sum', ' 105242784 Ratio', '  96.96%)']","[' 2488     (Average', ' 1326.71 Max', ' 2439 Sum', ' 3300859 Ratio', '   3.04%)']", ,[' 316219  '],[' 15219   '],[' 290822  '],[' 123551  '],"[' 296209   (Atom=Atom', ' 83144 Body=Body', ' 56646 Other', ' 156419)']",[' Yes'],"[' 19750    (Eliminated', '    0 Frozen', ' 19750)']","[' 2159     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.33264'],[' 0'], ,[' 318.166'],[' 0'],[' 11.8813'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.99558e+08'],[' 1.58775e+08'],[' 0'],[' 1.7966e+10'],[' 0'],[' 0'],[' 994 '],[' 1460 '],[' 2330 '],[' 3177 '],[' 3522 '],[' 4169 '],[' 4931 '],[' 5755 '],[' 6276 '],[' 9 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 5743+'],[' 2881'],"[' 609.796s (Solving', ' 577.59s 1st Model', ' 35.54s Unsat', ' 0.00s)']",[' 608.188s'], ,[' 113729741'],"[' 12493866 (Analyzed', ' 12303937)']","[' 25296    (Average', ' 486.40 Last', ' 107405)']",[' 8009.1  '],"[' 2881     (Average Length', ' 1530.74 Splits', ' 0)']","[' 12303937 (Deleted', ' 12157165)']","[' 547      (Ratio', '   0.00%)']","[' 12527    (Ratio', '   0.10%)']","[' 12303937 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12303937 (Average', '  7.93 Max', ' 11152 Sum', ' 97527280)']","[' 12301232 (Average', '  7.66 Max', ' 11152 Sum', ' 94284081 Ratio', '  96.67%)']","[' 2705     (Average', ' 1198.96 Max', ' 2251 Sum', ' 3243199 Ratio', '   3.33%)']", ,[' 312076  '],[' 14899   '],[' 286971  '],[' 120798  '],"[' 290570   (Atom=Atom', ' 81554 Body=Body', ' 55726 Other', ' 153290)']",[' Yes'],"[' 19143    (Eliminated', '    0 Frozen', ' 19143)']","[' 2292     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.15948'],[' 0'], ,[' 350.397'],[' 0'],[' 12.1185'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.81502e+08'],[' 1.39635e+08'],[' 0'],[' 2.11549e+10'],[' 0'],[' 0'],[' 1052 '],[' 1625 '],[' 2342 '],[' 2839 '],[' 3435 '],[' 4267 '],[' 4789 '],[' 5457 '],[' 6170 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5785+'],[' 2902'],"[' 609.631s (Solving', ' 576.78s 1st Model', ' 40.59s Unsat', ' 0.00s)']",[' 608.156s'], ,[' 124338885'],"[' 12491641 (Analyzed', ' 12241986)']","[' 25620    (Average', ' 477.83 Last', ' 4925)']",[' 8048.9  '],"[' 2902     (Average Length', ' 1560.41 Splits', ' 0)']","[' 12241986 (Deleted', ' 12093328)']","[' 439      (Ratio', '   0.00%)']","[' 15370    (Ratio', '   0.13%)']","[' 12241986 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12241986 (Average', '  8.82 Max', ' 10814 Sum', ' 107976768)']","[' 12239367 (Average', '  8.55 Max', ' 10814 Sum', ' 104649428 Ratio', '  96.92%)']","[' 2619     (Average', ' 1270.46 Max', ' 2307 Sum', ' 3327340 Ratio', '   3.08%)']", ,[' 313338  '],[' 14960   '],[' 287982  '],[' 121906  '],"[' 288897   (Atom=Atom', ' 81112 Body=Body', ' 55343 Other', ' 152442)']",[' Yes'],"[' 19036    (Eliminated', '    0 Frozen', ' 19036)']","[' 2379     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.26693'],[' 0'], ,[' 339.543'],[' 0'],[' 11.9085'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00444e+08'],[' 1.56265e+08'],[' 0'],[' 2.04683e+10'],[' 0'],[' 0'],[' 941 '],[' 1686 '],[' 2344 '],[' 3034 '],[' 3474 '],[' 4042 '],[' 4697 '],[' 5351 '],[' 6205 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 5533+'],[' 2776'],"[' 610.316s (Solving', ' 575.32s 1st Model', ' 40.45s Unsat', ' 0.00s)']",[' 605.891s'], ,[' 107238297'],"[' 10854001 (Analyzed', ' 10644074)']","[' 22888    (Average', ' 465.05 Last', ' 54595)']",[' 8222.0  '],"[' 2776     (Average Length', ' 1489.54 Splits', ' 0)']","[' 10644074 (Deleted', ' 10502798)']","[' 506      (Ratio', '   0.00%)']","[' 10864    (Ratio', '   0.10%)']","[' 10644074 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10644074 (Average', '  8.53 Max', ' 11295 Sum', ' 90756862)']","[' 10641527 (Average', '  8.25 Max', ' 11295 Sum', ' 87822124 Ratio', '  96.77%)']","[' 2547     (Average', ' 1152.23 Max', ' 2091 Sum', ' 2934738 Ratio', '   3.23%)']", ,[' 313790  '],[' 15015   '],[' 288355  '],[' 122098  '],"[' 290233   (Atom=Atom', ' 81449 Body=Body', ' 55716 Other', ' 153068)']",[' Yes'],"[' 19084    (Eliminated', '    0 Frozen', ' 19084)']","[' 1798     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.77484'],[' 0'], ,[' 333.466'],[' 0'],[' 11.4165'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67108e+08'],[' 1.31795e+08'],[' 0'],[' 1.7633e+10'],[' 0'],[' 0'],[' 913 '],[' 1721 '],[' 2352 '],[' 3065 '],[' 3573 '],[' 4399 '],[' 4903 '],[' 5582 '],[' 6215 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 5969+'],[' 2994'],"[' 610.270s (Solving', ' 575.70s 1st Model', ' 38.00s Unsat', ' 0.00s)']",[' 608.672s'], ,[' 118066704'],"[' 11502714 (Analyzed', ' 11308821)']","[' 23870    (Average', ' 473.77 Last', ' 77497)']",[' 8310.0  '],"[' 2994     (Average Length', ' 1581.05 Splits', ' 0)']","[' 11308821 (Deleted', ' 11162580)']","[' 444      (Ratio', '   0.00%)']","[' 13710    (Ratio', '   0.12%)']","[' 11308821 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11308821 (Average', '  8.87 Max', ' 11164 Sum', ' 100294644)']","[' 11306399 (Average', '  8.59 Max', ' 11164 Sum', ' 97194697 Ratio', '  96.91%)']","[' 2422     (Average', ' 1279.91 Max', ' 2317 Sum', ' 3099947 Ratio', '   3.09%)']", ,[' 313911  '],[' 15017   '],[' 288704  '],[' 122110  '],"[' 290338   (Atom=Atom', ' 81484 Body=Body', ' 55519 Other', ' 153335)']",[' Yes'],"[' 19147    (Eliminated', '    0 Frozen', ' 19147)']","[' 2377     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.54436'],[' 0'], ,[' 343.736'],[' 0'],[' 11.3956'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.88391e+08'],[' 1.47879e+08'],[' 0'],[' 1.92955e+10'],[' 0'],[' 0'],[' 830 '],[' 1780 '],[' 2150 '],[' 2896 '],[' 3462 '],[' 4017 '],[' 4686 '],[' 5420 '],[' 5981 '],[' 9 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 6541+'],[' 3280'],"[' 611.324s (Solving', ' 571.67s 1st Model', ' 45.76s Unsat', ' 0.00s)']",[' 609.547s'], ,[' 115007882'],"[' 11152411 (Analyzed', ' 10948991)']","[' 23858    (Average', ' 458.92 Last', ' 58845)']",[' 9082.9  '],"[' 3280     (Average Length', ' 1702.01 Splits', ' 0)']","[' 10948991 (Deleted', ' 10805556)']","[' 417      (Ratio', '   0.00%)']","[' 12869    (Ratio', '   0.12%)']","[' 10948991 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10948991 (Average', '  8.52 Max', ' 11484 Sum', ' 93291038)']","[' 10946527 (Average', '  8.23 Max', ' 11484 Sum', ' 90074594 Ratio', '  96.55%)']","[' 2464     (Average', ' 1305.38 Max', ' 2482 Sum', ' 3216444 Ratio', '   3.45%)']", ,[' 315236  '],[' 15315   '],[' 290613  '],[' 123364  '],"[' 295798   (Atom=Atom', ' 82990 Body=Body', ' 56543 Other', ' 156265)']",[' Yes'],"[' 19732    (Eliminated', '    0 Frozen', ' 19732)']","[' 2216     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.72545'],[' 0'], ,[' 321.367'],[' 0'],[' 11.5271'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85432e+08'],[' 1.47036e+08'],[' 0'],[' 1.88647e+10'],[' 0'],[' 0'],[' 1061 '],[' 1651 '],[' 2349 '],[' 2930 '],[' 3475 '],[' 4208 '],[' 4782 '],[' 5315 '],[' 5986 '],[' 9 '],[' 0 ']
