Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 4531+'],[' 2271'],"[' 609.121s (Solving', ' 596.96s 1st Model', ' 21.53s Unsat', ' 0.00s)']",[' 597.766s'], ,[' 116674078'],"[' 17753459 (Analyzed', ' 17589674)']","[' 35865    (Average', ' 490.44 Last', ' 127412)']",[' 3927.9  '],"[' 2271     (Average Length', ' 1207.04 Splits', ' 0)']","[' 17589674 (Deleted', ' 17352025)']","[' 257      (Ratio', '   0.00%)']","[' 15664    (Ratio', '   0.09%)']","[' 17589674 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17589674 (Average', '  6.28 Max', ' 4669 Sum', ' 110470182)']","[' 17588965 (Average', '  6.24 Max', ' 4669 Sum', ' 109746975 Ratio', '  99.35%)']","[' 709      (Average', ' 1020.04 Max', ' 1573 Sum', ' 723207 Ratio', '   0.65%)']", ,[' 113346  '],[' 6259    '],[' 105747  '],[' 50177   '],"[' 129213   (Atom=Atom', ' 35935 Body=Body', ' 23920 Other', ' 69358)']",[' Yes'],"[' 8968     (Eliminated', '    0 Frozen', ' 8968)']","[' 2563     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.63287'],[' 0'], ,[' 372.849'],[' 0'],[' 13.0497'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.62451e+08'],[' 1.89056e+08'],[' 0'],[' 2.04555e+10'],[' 0'],[' 0'],[' 761 '],[' 1380 '],[' 1945 '],[' 2685 '],[' 3257 '],[' 5 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5243+'],[' 2627'],"[' 525.169s (Solving', ' 510.31s 1st Model', ' 177.49s Unsat', ' 37.52s)']",[' 520.844s'], ,[' 137541910'],"[' 9348822  (Analyzed', ' 9048372)']","[' 20645    (Average', ' 438.28 Last', ' 358638)']",[' 4031.8  '],"[' 2627     (Average Length', ' 1365.76 Splits', ' 0)']","[' 9048372  (Deleted', ' 8935532)']","[' 301      (Ratio', '   0.00%)']","[' 22502    (Ratio', '   0.25%)']","[' 9048372  (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9048372  (Average', ' 14.44 Max', ' 3697 Sum', ' 130616146)']","[' 9047612  (Average', ' 14.34 Max', ' 3697 Sum', ' 129772130 Ratio', '  99.35%)']","[' 760      (Average', ' 1110.55 Max', ' 1914 Sum', ' 844016 Ratio', '   0.65%)']", ,[' 114147  '],[' 6320    '],[' 106756  '],[' 50794   '],"[' 131413   (Atom=Atom', ' 36580 Body=Body', ' 24119 Other', ' 70714)']",[' Yes'],"[' 9311     (Eliminated', '    0 Frozen', ' 9311)']","[' 3694     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.28648'],[' 0'], ,[' 286.71'],[' 0'],[' 12.7648'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.7763e+08'],[' 2.94931e+08'],[' 0'],[' 1.43028e+10'],[' 0'],[' 0'],[' 724 '],[' 1419 '],[' 2104 '],[' 2633 '],[' 3229 '],[' 4 '],[' 1 ']
Solving...,TA63, , , ,[' 5131'],[' 2571'],"[' 553.250s (Solving', ' 514.70s 1st Model', ' 143.25s Unsat', ' 30.57s)']",[' 508.328s'], ,[' 113901562'],"[' 11822112 (Analyzed', ' 11638538)']","[' 25027    (Average', ' 465.04 Last', ' 187098)']",[' 4014.9  '],"[' 2571     (Average Length', ' 1306.53 Splits', ' 0)']","[' 11638538 (Deleted', ' 11474516)']","[' 333      (Ratio', '   0.00%)']","[' 18370    (Ratio', '   0.16%)']","[' 11638538 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11638538 (Average', '  9.18 Max', ' 3918 Sum', ' 106877950)']","[' 11637925 (Average', '  9.13 Max', ' 3918 Sum', ' 106312863 Ratio', '  99.47%)']","[' 613      (Average', ' 921.84 Max', ' 1768 Sum', ' 565087 Ratio', '   0.53%)']", ,[' 113916  '],[' 6267    '],[' 106433  '],[' 50678   '],"[' 129829   (Atom=Atom', ' 36160 Body=Body', ' 23867 Other', ' 69802)']",[' Yes'],"[' 9098     (Eliminated', '    0 Frozen', ' 9098)']","[' 2123     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.65238'],[' 0'], ,[' 277.441'],[' 0'],[' 11.8884'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.91543e+08'],[' 2.16191e+08'],[' 0'],[' 1.21063e+10'],[' 0'],[' 0'],[' 826 '],[' 1273 '],[' 1861 '],[' 2410 '],[' 2929 '],[' 3 '],[' 2 ']
Solving...,TA64, , , ,[' 4995'],[' 2503'],"[' 514.252s (Solving', ' 499.83s 1st Model', ' 23.24s Unsat', ' 1.51s)']",[' 512.063s'], ,[' 87647396'],"[' 16157075 (Analyzed', ' 15914816)']","[' 30698    (Average', ' 518.43 Last', ' 83446)']",[' 4109.1  '],"[' 2503     (Average Length', ' 1323.36 Splits', ' 0)']","[' 15914816 (Deleted', ' 15731104)']","[' 237      (Ratio', '   0.00%)']","[' 13625    (Ratio', '   0.09%)']","[' 15914816 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15914816 (Average', '  5.07 Max', ' 4501 Sum', ' 80731472)']","[' 15914047 (Average', '  5.02 Max', ' 4501 Sum', ' 79868176 Ratio', '  98.93%)']","[' 769      (Average', ' 1122.62 Max', ' 1847 Sum', ' 863296 Ratio', '   1.07%)']", ,[' 113799  '],[' 6278    '],[' 106337  '],[' 50586   '],"[' 130130   (Atom=Atom', ' 36235 Body=Body', ' 23929 Other', ' 69966)']",[' Yes'],"[' 9162     (Eliminated', '    0 Frozen', ' 9162)']","[' 2311     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.13235'],[' 0'], ,[' 303.247'],[' 0'],[' 9.5294'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03527e+08'],[' 1.4256e+08'],[' 0'],[' 1.56272e+10'],[' 0'],[' 0'],[' 811 '],[' 1395 '],[' 2000 '],[' 2574 '],[' 3091 '],[' 4 '],[' 1 ']
Solving...,TA65, , ,[' 1'],[' 4809+'],[' 2410'],"[' 603.622s (Solving', ' 589.77s 1st Model', ' 124.03s Unsat', ' 0.00s)']",[' 600.797s'], ,[' 147683462'],"[' 14412976 (Analyzed', ' 14169622)']","[' 29755    (Average', ' 476.21 Last', ' 206883)']",[' 3740.4  '],"[' 2410     (Average Length', ' 1258.07 Splits', ' 0)']","[' 14169622 (Deleted', ' 13980246)']","[' 309      (Ratio', '   0.00%)']","[' 22047    (Ratio', '   0.16%)']","[' 14169622 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14169622 (Average', ' 10.00 Max', ' 3536 Sum', ' 141630855)']","[' 14168870 (Average', '  9.94 Max', ' 3536 Sum', ' 140891335 Ratio', '  99.48%)']","[' 752      (Average', ' 983.40 Max', ' 1621 Sum', ' 739520 Ratio', '   0.52%)']", ,[' 113244  '],[' 6243    '],[' 105668  '],[' 50121   '],"[' 129568   (Atom=Atom', ' 36070 Body=Body', ' 23895 Other', ' 69603)']",[' Yes'],"[' 9069     (Eliminated', '    0 Frozen', ' 9069)']","[' 3427     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.0214'],[' 0'], ,[' 336.951'],[' 0'],[' 14.3015'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9653e+08'],[' 2.99468e+08'],[' 0'],[' 1.65873e+10'],[' 0'],[' 0'],[' 720 '],[' 1241 '],[' 1816 '],[' 2442 '],[' 2988 '],[' 5 '],[' 0 ']
Solving...,TA66, , , ,[' 4957'],[' 2484'],"[' 497.634s (Solving', ' 483.32s 1st Model', ' 283.79s Unsat', ' 6.16s)']",[' 494.828s'], ,[' 125231581'],"[' 12270515 (Analyzed', ' 11994968)']","[' 26988    (Average', ' 444.46 Last', ' 906872)']",[' 3875.4  '],"[' 2484     (Average Length', ' 1294.06 Splits', ' 0)']","[' 11994968 (Deleted', ' 11843319)']","[' 344      (Ratio', '   0.00%)']","[' 18378    (Ratio', '   0.15%)']","[' 11994968 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11994968 (Average', '  9.91 Max', ' 3858 Sum', ' 118882644)']","[' 11994186 (Average', '  9.84 Max', ' 3858 Sum', ' 118061353 Ratio', '  99.31%)']","[' 782      (Average', ' 1050.24 Max', ' 2855 Sum', ' 821291 Ratio', '   0.69%)']", ,[' 113341  '],[' 6274    '],[' 105853  '],[' 50220   '],"[' 130234   (Atom=Atom', ' 36221 Body=Body', ' 23991 Other', ' 70022)']",[' Yes'],"[' 9138     (Eliminated', '    0 Frozen', ' 9138)']","[' 2823     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.09791'],[' 0'], ,[' 261.082'],[' 0'],[' 11.6228'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.49192e+08'],[' 2.60958e+08'],[' 0'],[' 1.21329e+10'],[' 0'],[' 0'],[' 761 '],[' 1250 '],[' 1838 '],[' 2463 '],[' 3045 '],[' 3 '],[' 2 ']
Solving...,TA67, , ,[' 1'],[' 4929+'],[' 2470'],"[' 603.772s (Solving', ' 588.85s 1st Model', ' 123.08s Unsat', ' 0.00s)']",[' 599.781s'], ,[' 123912872'],"[' 14072358 (Analyzed', ' 13863564)']","[' 27954    (Average', ' 495.94 Last', ' 310589)']",[' 3863.5  '],"[' 2470     (Average Length', ' 1267.47 Splits', ' 0)']","[' 13863564 (Deleted', ' 13706069)']","[' 422      (Ratio', '   0.00%)']","[' 19510    (Ratio', '   0.14%)']","[' 13863564 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13863564 (Average', '  8.47 Max', ' 4491 Sum', ' 117484352)']","[' 13862765 (Average', '  8.42 Max', ' 4491 Sum', ' 116734062 Ratio', '  99.36%)']","[' 799      (Average', ' 939.04 Max', ' 1708 Sum', ' 750290 Ratio', '   0.64%)']", ,[' 114221  '],[' 6350    '],[' 106639  '],[' 50804   '],"[' 131205   (Atom=Atom', ' 36492 Body=Body', ' 24173 Other', ' 70540)']",[' Yes'],"[' 9166     (Eliminated', '    0 Frozen', ' 9166)']","[' 2890     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.2606'],[' 0'], ,[' 352.341'],[' 0'],[' 13.5442'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.29518e+08'],[' 2.45012e+08'],[' 0'],[' 1.73309e+10'],[' 0'],[' 0'],[' 851 '],[' 1377 '],[' 1975 '],[' 2731 '],[' 3184 '],[' 5 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 5071+'],[' 2541'],"[' 603.906s (Solving', ' 588.31s 1st Model', ' 127.03s Unsat', ' 0.00s)']",[' 600.375s'], ,[' 133780724'],"[' 17526315 (Analyzed', ' 17277365)']","[' 34820    (Average', ' 496.19 Last', ' 168880)']",[' 4049.4  '],"[' 2541     (Average Length', ' 1294.03 Splits', ' 0)']","[' 17277365 (Deleted', ' 17068115)']","[' 332      (Ratio', '   0.00%)']","[' 18501    (Ratio', '   0.11%)']","[' 17277365 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17277365 (Average', '  7.33 Max', ' 3885 Sum', ' 126654010)']","[' 17276570 (Average', '  7.29 Max', ' 3885 Sum', ' 125913053 Ratio', '  99.41%)']","[' 795      (Average', ' 932.02 Max', ' 3442 Sum', ' 740957 Ratio', '   0.59%)']", ,[' 113435  '],[' 6215    '],[' 105947  '],[' 50337   '],"[' 129399   (Atom=Atom', ' 36042 Body=Body', ' 23795 Other', ' 69562)']",[' Yes'],"[' 9117     (Eliminated', '    0 Frozen', ' 9117)']","[' 2924     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.44877'],[' 0'], ,[' 338.032'],[' 0'],[' 12.987'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.30929e+08'],[' 2.41086e+08'],[' 0'],[' 1.73098e+10'],[' 0'],[' 0'],[' 687 '],[' 1329 '],[' 1875 '],[' 2424 '],[' 3002 '],[' 5 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 4591+'],[' 2301'],"[' 603.560s (Solving', ' 590.20s 1st Model', ' 119.15s Unsat', ' 0.00s)']",[' 599.719s'], ,[' 140935203'],"[' 13672733 (Analyzed', ' 13477358)']","[' 27048    (Average', ' 498.28 Last', ' 325173)']",[' 3876.1  '],"[' 2301     (Average Length', ' 1203.84 Splits', ' 0)']","[' 13477358 (Deleted', ' 13319613)']","[' 331      (Ratio', '   0.00%)']","[' 20699    (Ratio', '   0.15%)']","[' 13477358 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13477358 (Average', ' 10.00 Max', ' 3860 Sum', ' 134719370)']","[' 13476613 (Average', '  9.95 Max', ' 3860 Sum', ' 134054242 Ratio', '  99.51%)']","[' 745      (Average', ' 892.79 Max', ' 1602 Sum', ' 665128 Ratio', '   0.49%)']", ,[' 113508  '],[' 6321    '],[' 106021  '],[' 50383   '],"[' 129887   (Atom=Atom', ' 36118 Body=Body', ' 24013 Other', ' 69756)']",[' Yes'],"[' 8943     (Eliminated', '    0 Frozen', ' 8943)']","[' 2906     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.90186'],[' 0'], ,[' 346.466'],[' 0'],[' 14.2924'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.52244e+08'],[' 2.63498e+08'],[' 0'],[' 1.63549e+10'],[' 0'],[' 0'],[' 915 '],[' 1635 '],[' 2081 '],[' 2612 '],[' 3210 '],[' 5 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 4525+'],[' 2268'],"[' 603.335s (Solving', ' 590.98s 1st Model', ' 32.84s Unsat', ' 0.00s)']",[' 600.531s'], ,[' 133725554'],"[' 12275409 (Analyzed', ' 12072853)']","[' 24407    (Average', ' 494.65 Last', ' 70631)']",[' 3636.5  '],"[' 2268     (Average Length', ' 1217.67 Splits', ' 0)']","[' 12072853 (Deleted', ' 11924041)']","[' 420      (Ratio', '   0.00%)']","[' 18175    (Ratio', '   0.15%)']","[' 12072853 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12072853 (Average', ' 10.63 Max', ' 3783 Sum', ' 128340314)']","[' 12072072 (Average', ' 10.56 Max', ' 3783 Sum', ' 127511995 Ratio', '  99.35%)']","[' 781      (Average', ' 1060.59 Max', ' 1654 Sum', ' 828319 Ratio', '   0.65%)']", ,[' 114314  '],[' 6337    '],[' 106592  '],[' 50864   '],"[' 129181   (Atom=Atom', ' 35905 Body=Body', ' 23887 Other', ' 69389)']",[' Yes'],"[' 8983     (Eliminated', '    0 Frozen', ' 8983)']","[' 3235     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.66364'],[' 0'], ,[' 356.416'],[' 0'],[' 14.3237'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.86746e+08'],[' 2.95177e+08'],[' 0'],[' 1.83971e+10'],[' 0'],[' 0'],[' 830 '],[' 1416 '],[' 2297 '],[' 2803 '],[' 3377 '],[' 5 '],[' 0 ']
