Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA71, ,[' 1'],[' 13249+'],[' 6626'],"[' 3012.212s (Solving', ' 2624.41s 1st Model', ' 2185.92s Unsat', ' 0.00s)']",[' 3001.438s'], ,[' 2697822387'],"[' 2933292  (Analyzed', ' 168016)']","[' 6348     (Average', ' 26.47 Last', ' 5138)']",[' 101060.8'],"[' 6626     (Average Length', ' 3312.50 Splits', ' 0)']","[' 168016   (Deleted', ' 144454)']","[' 72       (Ratio', '   0.04%)']","[' 18986    (Ratio', '  11.30%)']","[' 168016   (Average Length', '   90.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 168016   (Average', ' 12185.53 Max', ' 98830 Sum', ' 2047364687)']","[' 168016   (Average', ' 12185.53 Max', ' 98830 Sum', ' 2047364687 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 525565  '],[' 101000  '],[' 530189  '],[' 406525  '],"[' 1219571  (Atom=Atom', ' 307523 Body=Body', ' 201900 Other', ' 710148)']",[' Yes'],"[' 107624   (Eliminated', '    0 Frozen', ' 107624)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 52.9311'],[' 0'], ,[' 1020.15'],[' 0'],[' 171.665'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.83892e+09'],[' 2.75044e+09'],[' 0'],[' 9.7e+09'],[' 0'],[' 0'],[' 33491 ']
Solving...,TA72, ,[' 1'],[' 14661+'],[' 7332'],"[' 3101.863s (Solving', ' 2656.80s 1st Model', ' 2227.86s Unsat', ' 0.00s)']",[' 3088.953s'], ,[' 2423950862'],"[' 1636922  (Analyzed', ' 206853)']","[' 6504     (Average', ' 31.80 Last', ' 3733)']",[' 101169.1'],"[' 7332     (Average Length', ' 3665.50 Splits', ' 0)']","[' 206853   (Deleted', ' 180416)']","[' 80       (Ratio', '   0.04%)']","[' 23153    (Ratio', '  11.19%)']","[' 206853   (Average Length', '   86.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 206853   (Average', ' 8255.04 Max', ' 98840 Sum', ' 1707579787)']","[' 206853   (Average', ' 8255.04 Max', ' 98840 Sum', ' 1707579787 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 526271  '],[' 101000  '],[' 531601  '],[' 407231  '],"[' 1221689  (Atom=Atom', ' 308229 Body=Body', ' 201900 Other', ' 711560)']",[' Yes'],"[' 108330   (Eliminated', '    0 Frozen', ' 108330)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 61.4618'],[' 0'], ,[' 999.081'],[' 0'],[' 177.471'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.60951e+09'],[' 2.52426e+09'],[' 0'],[' 6.5474e+09'],[' 0'],[' 0'],[' 34260 ']
Solving...,TA73, ,[' 1'],[' 10701+'],[' 5352'],"[' 1924.069s (Solving', ' 1606.93s 1st Model', ' 1268.57s Unsat', ' 0.00s)']",[' 1916.344s'], ,[' 1500471897'],"[' 1471110  (Analyzed', ' 101150)']","[' 4996     (Average', ' 20.25 Last', ' 5075)']",[' 100994.8'],"[' 5352     (Average Length', ' 2675.50 Splits', ' 0)']","[' 101150   (Deleted', ' 83945)']","[' 56       (Ratio', '   0.06%)']","[' 11940    (Ratio', '  11.80%)']","[' 101150   (Average Length', '   87.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 101150   (Average', ' 9618.98 Max', ' 98830 Sum', ' 972959571)']","[' 101150   (Average', ' 9618.98 Max', ' 98830 Sum', ' 972959571 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 524291  '],[' 101000  '],[' 527641  '],[' 405251  '],"[' 1215749  (Atom=Atom', ' 306249 Body=Body', ' 201900 Other', ' 707600)']",[' Yes'],"[' 106350   (Eliminated', '    0 Frozen', ' 106350)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 43.4246'],[' 0'], ,[' 611.395'],[' 0'],[' 104.796'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58483e+09'],[' 1.5332e+09'],[' 0'],[' 4.82761e+09'],[' 0'],[' 0'],[' 32726 ']
Solving...,TA74, ,[' 1'],[' 12251+'],[' 6127'],"[' 2357.375s (Solving', ' 1988.81s 1st Model', ' 1615.47s Unsat', ' 0.00s)']",[' 2347.531s'], ,[' 2134816922'],"[' 1594001  (Analyzed', ' 129402)']","[' 5031     (Average', ' 25.72 Last', ' 4589)']",[' 101195.6'],"[' 6127     (Average Length', ' 3063.00 Splits', ' 0)']","[' 129402   (Deleted', ' 112789)']","[' 67       (Ratio', '   0.05%)']","[' 13281    (Ratio', '  10.26%)']","[' 129402   (Average Length', '   89.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 129402   (Average', ' 11840.19 Max', ' 98847 Sum', ' 1532144722)']","[' 129402   (Average', ' 11840.19 Max', ' 98847 Sum', ' 1532144722 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 525066  '],[' 101000  '],[' 529191  '],[' 406026  '],"[' 1218074  (Atom=Atom', ' 307024 Body=Body', ' 201900 Other', ' 709150)']",[' Yes'],"[' 107125   (Eliminated', '    0 Frozen', ' 107125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 49.3855'],[' 0'], ,[' 756.066'],[' 0'],[' 125.44'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.23252e+09'],[' 2.16451e+09'],[' 0'],[' 6.37744e+09'],[' 0'],[' 0'],[' 39073 ']
Solving...,TA75, ,[' 1'],[' 16951+'],[' 8477'],"[' 4242.564s (Solving', ' 3726.85s 1st Model', ' 3238.48s Unsat', ' 0.00s)']",[' 4227.031s'], ,[' 3272343346'],"[' 2179746  (Analyzed', ' 282829)']","[' 7617     (Average', ' 37.13 Last', ' 4256)']",[' 100938.1'],"[' 8477     (Average Length', ' 4238.00 Splits', ' 0)']","[' 282829   (Deleted', ' 243025)']","[' 135      (Ratio', '   0.05%)']","[' 34137    (Ratio', '  12.07%)']","[' 282829   (Average Length', '   89.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 282829   (Average', ' 8664.56 Max', ' 98755 Sum', ' 2450589448)']","[' 282829   (Average', ' 8664.56 Max', ' 98755 Sum', ' 2450589448 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 527416  '],[' 101000  '],[' 533891  '],[' 408376  '],"[' 1225124  (Atom=Atom', ' 309374 Body=Body', ' 201900 Other', ' 713850)']",[' Yes'],"[' 109475   (Eliminated', '    0 Frozen', ' 109475)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 72.2209'],[' 0'], ,[' 1399.81'],[' 0'],[' 256.837'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.58251e+09'],[' 3.46903e+09'],[' 0'],[' 8.42953e+09'],[' 0'],[' 0'],[' 29415 ']
Solving...,TA76, ,[' 1'],[' 20139+'],[' 10071'],"[' 5288.394s (Solving', ' 4692.91s 1st Model', ' 4121.62s Unsat', ' 0.00s)']",[' 5271.641s'], ,[' 4881510701'],"[' 2733059  (Analyzed', ' 340901)']","[' 9200     (Average', ' 37.05 Last', ' 3527)']",[' 101626.5'],"[' 10071    (Average Length', ' 5035.00 Splits', ' 0)']","[' 340901   (Deleted', ' 297330)']","[' 130      (Ratio', '   0.04%)']","[' 40229    (Ratio', '  11.80%)']","[' 340901   (Average Length', '   87.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 340901   (Average', ' 11458.07 Max', ' 98877 Sum', ' 3906068992)']","[' 340901   (Average', ' 11458.07 Max', ' 98877 Sum', ' 3906068992 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 529010  '],[' 101000  '],[' 537079  '],[' 409970  '],"[' 1229906  (Atom=Atom', ' 310968 Body=Body', ' 201900 Other', ' 717038)']",[' Yes'],"[' 111069   (Eliminated', '    0 Frozen', ' 111069)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 80.3531'],[' 0'], ,[' 1761.03'],[' 0'],[' 311.707'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.26931e+09'],[' 5.09938e+09'],[' 0'],[' 1.38382e+10'],[' 0'],[' 0'],[' 29003 ']
Solving...,TA77, ,[' 1'],[' 15475+'],[' 7739'],"[' 2673.905s (Solving', ' 2254.84s 1st Model', ' 1853.02s Unsat', ' 0.00s)']",[' 2665.969s'], ,[' 2433923796'],"[' 1993795  (Analyzed', ' 184422)']","[' 6983     (Average', ' 26.41 Last', ' 3569)']",[' 101449.8'],"[' 7739     (Average Length', ' 3869.00 Splits', ' 0)']","[' 184422   (Deleted', ' 158398)']","[' 77       (Ratio', '   0.04%)']","[' 22330    (Ratio', '  12.11%)']","[' 184422   (Average Length', '   86.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 184422   (Average', ' 9092.78 Max', ' 98814 Sum', ' 1676908544)']","[' 184422   (Average', ' 9092.78 Max', ' 98814 Sum', ' 1676908544 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 526678  '],[' 101000  '],[' 532415  '],[' 407638  '],"[' 1222910  (Atom=Atom', ' 308636 Body=Body', ' 201900 Other', ' 712374)']",[' Yes'],"[' 108737   (Eliminated', '    0 Frozen', ' 108737)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 55.4467'],[' 0'], ,[' 831.473'],[' 0'],[' 136.974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.60953e+09'],[' 2.52698e+09'],[' 0'],[' 7.02796e+09'],[' 0'],[' 0'],[' 31161 ']
Solving...,TA78, ,[' 1'],[' 14137+'],[' 7070'],"[' 2697.324s (Solving', ' 2316.91s 1st Model', ' 1938.15s Unsat', ' 0.00s)']",[' 2689.938s'], ,[' 2492185874'],"[' 2103031  (Analyzed', ' 199280)']","[' 6590     (Average', ' 30.24 Last', ' 6457)']",[' 101134.1'],"[' 7070     (Average Length', ' 3534.50 Splits', ' 0)']","[' 199280   (Deleted', ' 171785)']","[' 81       (Ratio', '   0.04%)']","[' 24319    (Ratio', '  12.20%)']","[' 199280   (Average Length', '   87.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 199280   (Average', ' 9033.70 Max', ' 98855 Sum', ' 1800235385)']","[' 199280   (Average', ' 9033.70 Max', ' 98855 Sum', ' 1800235385 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 526009  '],[' 101000  '],[' 531077  '],[' 406969  '],"[' 1220903  (Atom=Atom', ' 307967 Body=Body', ' 201900 Other', ' 711036)']",[' Yes'],"[' 108068   (Eliminated', '    0 Frozen', ' 108068)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 50.9391'],[' 0'], ,[' 857.968'],[' 0'],[' 144.739'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.67645e+09'],[' 2.59023e+09'],[' 0'],[' 7.38289e+09'],[' 0'],[' 0'],[' 29587 ']
Solving...,TA79, ,[' 1'],[' 20091+'],[' 10047'],"[' 4929.862s (Solving', ' 4379.84s 1st Model', ' 3877.18s Unsat', ' 0.00s)']",[' 4917.734s'], ,[' 5059231317'],"[' 2634616  (Analyzed', ' 377749)']","[' 9094     (Average', ' 41.54 Last', ' 5735)']",[' 101341.9'],"[' 10047    (Average Length', ' 5023.00 Splits', ' 0)']","[' 377749   (Deleted', ' 329750)']","[' 170      (Ratio', '   0.05%)']","[' 42641    (Ratio', '  11.29%)']","[' 377749   (Average Length', '   88.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 377749   (Average', ' 10824.65 Max', ' 98887 Sum', ' 4089001847)']","[' 377749   (Average', ' 10824.65 Max', ' 98887 Sum', ' 4089001847 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 528986  '],[' 101000  '],[' 537031  '],[' 409946  '],"[' 1229834  (Atom=Atom', ' 310944 Body=Body', ' 201900 Other', ' 716990)']",[' Yes'],"[' 111045   (Eliminated', '    0 Frozen', ' 111045)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 72.1459'],[' 0'], ,[' 1601.41'],[' 0'],[' 274.147'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49132e+09'],[' 5.31638e+09'],[' 0'],[' 1.41609e+10'],[' 0'],[' 0'],[' 26549 ']
Solving...,TA80, ,[' 1'],[' 18567+'],[' 9285'],"[' 4566.020s (Solving', ' 4063.49s 1st Model', ' 3598.21s Unsat', ' 0.00s)']",[' 4554.922s'], ,[' 4708686178'],"[' 2458010  (Analyzed', ' 349217)']","[' 8704     (Average', ' 40.12 Last', ' 2976)']",[' 100999.6'],"[' 9285     (Average Length', ' 4642.00 Splits', ' 0)']","[' 349217   (Deleted', ' 304365)']","[' 166      (Ratio', '   0.05%)']","[' 39929    (Ratio', '  11.43%)']","[' 349217   (Average Length', '   89.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 349217   (Average', ' 10915.09 Max', ' 98868 Sum', ' 3811733886)']","[' 349217   (Average', ' 10915.09 Max', ' 98868 Sum', ' 3811733886 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 528224  '],[' 101000  '],[' 535507  '],[' 409184  '],"[' 1227548  (Atom=Atom', ' 310182 Body=Body', ' 201900 Other', ' 715466)']",[' Yes'],"[' 110283   (Eliminated', '    0 Frozen', ' 110283)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 65.7496'],[' 0'], ,[' 1488.44'],[' 0'],[' 254.979'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.10214e+09'],[' 4.94258e+09'],[' 0'],[' 1.28848e+10'],[' 0'],[' 0'],[' 27975 ']
