Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 12403+'],[' 6205'],"[' 1532.760s (Solving', ' 1388.24s 1st Model', ' 631.27s Unsat', ' 0.00s)']",[' 1528.563s'], ,[' 1013882816'],"[' 6407865  (Analyzed', ' 887773)']","[' 5851     (Average', ' 151.73 Last', ' 75594)']",[' 18911.6 '],"[' 6205     (Average Length', ' 2909.72 Splits', ' 0)']","[' 887773   (Deleted', ' 780733)']","[' 137      (Ratio', '   0.02%)']","[' 89855    (Ratio', '  10.12%)']","[' 887773   (Average Length', '   37.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 887773   (Average', ' 1033.42 Max', ' 21412 Sum', ' 917444997)']","[' 884534   (Average', ' 1022.65 Max', ' 21412 Sum', ' 907880147 Ratio', '  98.96%)']","[' 3239     (Average', ' 2953.03 Max', ' 3583 Sum', ' 9564850 Ratio', '   1.04%)']", ,[' 441761  '],[' 35623   '],[' 445223  '],[' 272021  '],"[' 816059   (Atom=Atom', ' 238396 Body=Body', ' 136523 Other', ' 441140)']",[' Yes'],"[' 41085    (Eliminated', '    0 Frozen', ' 41085)']","[' 15539    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.7887'],[' 0'], ,[' 581.099'],[' 0'],[' 56.7742'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.59892e+09'],[' 2.45375e+09'],[' 0'],[' 2.74871e+10'],[' 0'],[' 0'],[' 2712 '],[' 5385 '],[' 7595 ']
Solving...,TA72, ,[' 1'],[' 12177+'],[' 6092'],"[' 1530.789s (Solving', ' 1394.45s 1st Model', ' 1063.67s Unsat', ' 0.00s)']",[' 1527.016s'], ,[' 988679799'],"[' 6362863  (Analyzed', ' 754187)']","[' 5940     (Average', ' 126.97 Last', ' 62798)']",[' 18287.0 '],"[' 6092     (Average Length', ' 2860.13 Splits', ' 0)']","[' 754187   (Deleted', ' 656106)']","[' 132      (Ratio', '   0.02%)']","[' 87274    (Ratio', '  11.57%)']","[' 754187   (Average Length', '   31.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 754187   (Average', ' 1188.51 Max', ' 21068 Sum', ' 896356709)']","[' 751402   (Average', ' 1177.78 Max', ' 21068 Sum', ' 888264694 Ratio', '  99.10%)']","[' 2785     (Average', ' 2905.57 Max', ' 3889 Sum', ' 8092015 Ratio', '   0.90%)']", ,[' 439105  '],[' 35052   '],[' 442433  '],[' 269969  '],"[' 809903   (Atom=Atom', ' 236915 Body=Body', ' 135952 Other', ' 437036)']",[' Yes'],"[' 40380    (Eliminated', '    0 Frozen', ' 40380)']","[' 14093    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.3215'],[' 0'], ,[' 564.518'],[' 0'],[' 56.8179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.59272e+09'],[' 2.45331e+09'],[' 0'],[' 2.5169e+10'],[' 0'],[' 0'],[' 2219 '],[' 4371 '],[' 6537 ']
Solving...,TA73, ,[' 1'],[' 11395+'],[' 5701'],"[' 1529.044s (Solving', ' 1397.18s 1st Model', ' 1099.85s Unsat', ' 0.00s)']",[' 1524.266s'], ,[' 983585369'],"[' 7768508  (Analyzed', ' 753038)']","[' 5593     (Average', ' 134.64 Last', ' 168263)']",[' 18365.2 '],"[' 5701     (Average Length', ' 2657.19 Splits', ' 0)']","[' 753038   (Deleted', ' 656950)']","[' 145      (Ratio', '   0.02%)']","[' 85068    (Ratio', '  11.30%)']","[' 753038   (Average Length', '   32.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 753038   (Average', ' 1188.06 Max', ' 21220 Sum', ' 894651256)']","[' 749971   (Average', ' 1176.74 Max', ' 21220 Sum', ' 886127209 Ratio', '  99.05%)']","[' 3067     (Average', ' 2779.28 Max', ' 3469 Sum', ' 8524047 Ratio', '   0.95%)']", ,[' 440263  '],[' 35228   '],[' 443272  '],[' 270214  '],"[' 810638   (Atom=Atom', ' 236984 Body=Body', ' 136128 Other', ' 437526)']",[' Yes'],"[' 40237    (Eliminated', '    0 Frozen', ' 40237)']","[' 14050    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.2672'],[' 0'], ,[' 573.852'],[' 0'],[' 56.931'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.51744e+09'],[' 2.37976e+09'],[' 0'],[' 2.72467e+10'],[' 0'],[' 0'],[' 2528 '],[' 4619 '],[' 7017 ']
Solving...,TA74, ,[' 1'],[' 11645+'],[' 5826'],"[' 1531.638s (Solving', ' 1393.52s 1st Model', ' 863.67s Unsat', ' 0.00s)']",[' 1526.391s'], ,[' 920817490'],"[' 6536436  (Analyzed', ' 691862)']","[' 5454     (Average', ' 126.85 Last', ' 46908)']",[' 17631.7 '],"[' 5826     (Average Length', ' 2735.01 Splits', ' 0)']","[' 691862   (Deleted', ' 597584)']","[' 106      (Ratio', '   0.02%)']","[' 79837    (Ratio', '  11.54%)']","[' 691862   (Average Length', '   29.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 691862   (Average', ' 1212.44 Max', ' 20788 Sum', ' 838838751)']","[' 688305   (Average', ' 1196.02 Max', ' 20788 Sum', ' 827478328 Ratio', '  98.65%)']","[' 3557     (Average', ' 3193.82 Max', ' 6515 Sum', ' 11360423 Ratio', '   1.35%)']", ,[' 437965  '],[' 34859   '],[' 441036  '],[' 268776  '],"[' 806324   (Atom=Atom', ' 235915 Body=Body', ' 135759 Other', ' 434650)']",[' Yes'],"[' 39930    (Eliminated', '    0 Frozen', ' 39930)']","[' 14027    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.2383'],[' 0'], ,[' 567.579'],[' 0'],[' 58.3243'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.34511e+09'],[' 2.21726e+09'],[' 0'],[' 2.40935e+10'],[' 0'],[' 0'],[' 2099 '],[' 4336 '],[' 6462 ']
Solving...,TA75, ,[' 1'],[' 12943+'],[' 6475'],"[' 1535.224s (Solving', ' 1384.47s 1st Model', ' 1051.97s Unsat', ' 0.00s)']",[' 1530.094s'], ,[' 954512723'],"[' 5825025  (Analyzed', ' 654960)']","[' 5868     (Average', ' 111.62 Last', ' 72270)']",[' 18253.7 '],"[' 6475     (Average Length', ' 3047.85 Splits', ' 0)']","[' 654960   (Deleted', ' 563812)']","[' 113      (Ratio', '   0.02%)']","[' 79875    (Ratio', '  12.20%)']","[' 654960   (Average Length', '   32.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 654960   (Average', ' 1316.73 Max', ' 21199 Sum', ' 862403234)']","[' 651322   (Average', ' 1297.79 Max', ' 21199 Sum', ' 850002240 Ratio', '  98.56%)']","[' 3638     (Average', ' 3408.74 Max', ' 4247 Sum', ' 12400994 Ratio', '   1.44%)']", ,[' 441904  '],[' 35518   '],[' 445640  '],[' 271902  '],"[' 815702   (Atom=Atom', ' 238382 Body=Body', ' 136418 Other', ' 440902)']",[' Yes'],"[' 41254    (Eliminated', '    0 Frozen', ' 41254)']","[' 14427    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.7211'],[' 0'], ,[' 556.052'],[' 0'],[' 57.8337'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.40787e+09'],[' 2.28442e+09'],[' 0'],[' 2.23434e+10'],[' 0'],[' 0'],[' 2314 '],[' 4487 '],[' 7019 ']
Solving...,TA76, ,[' 1'],[' 11819+'],[' 5913'],"[' 1539.203s (Solving', ' 1356.42s 1st Model', ' 882.84s Unsat', ' 0.00s)']",[' 1506.016s'], ,[' 682330013'],"[' 7059456  (Analyzed', ' 401719)']","[' 4717     (Average', ' 85.16 Last', ' 60857)']",[' 18936.0 '],"[' 5913     (Average Length', ' 2781.39 Splits', ' 0)']","[' 401719   (Deleted', ' 335264)']","[' 87       (Ratio', '   0.02%)']","[' 51408    (Ratio', '  12.80%)']","[' 401719   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 401719   (Average', ' 1472.43 Max', ' 22569 Sum', ' 591503820)']","[' 397728   (Average', ' 1442.50 Max', ' 22569 Sum', ' 579478235 Ratio', '  97.97%)']","[' 3991     (Average', ' 3013.18 Max', ' 3715 Sum', ' 12025585 Ratio', '   2.03%)']", ,[' 439452  '],[' 35296   '],[' 442681  '],[' 270144  '],"[' 810428   (Atom=Atom', ' 236846 Body=Body', ' 136196 Other', ' 437386)']",[' Yes'],"[' 40525    (Eliminated', '    0 Frozen', ' 40525)']","[' 9932     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 32.0145'],[' 0'], ,[' 591.912'],[' 0'],[' 58.0415'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59782e+09'],[' 1.51144e+09'],[' 0'],[' 1.89e+10'],[' 0'],[' 0'],[' 2323 '],[' 4678 '],[' 6987 ']
Solving...,TA77, ,[' 1'],[' 13407+'],[' 6707'],"[' 1537.711s (Solving', ' 1376.59s 1st Model', ' 663.00s Unsat', ' 0.00s)']",[' 1530.172s'], ,[' 913102979'],"[' 8589870  (Analyzed', ' 900543)']","[' 6103     (Average', ' 147.56 Last', ' 43341)']",[' 18704.7 '],"[' 6707     (Average Length', ' 3139.86 Splits', ' 0)']","[' 900543   (Deleted', ' 810987)']","[' 113      (Ratio', '   0.01%)']","[' 75504    (Ratio', '   8.38%)']","[' 900543   (Average Length', '   33.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 900543   (Average', ' 900.76 Max', ' 21281 Sum', ' 811177303)']","[' 897179   (Average', ' 888.00 Max', ' 21281 Sum', ' 799682187 Ratio', '  98.58%)']","[' 3364     (Average', ' 3417.10 Max', ' 4144 Sum', ' 11495116 Ratio', '   1.42%)']", ,[' 438848  '],[' 34870   '],[' 442703  '],[' 269314  '],"[' 807938   (Atom=Atom', ' 236442 Body=Body', ' 135770 Other', ' 435726)']",[' Yes'],"[' 40725    (Eliminated', '    0 Frozen', ' 40725)']","[' 13463    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.8921'],[' 0'], ,[' 588.126'],[' 0'],[' 56.9351'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.27668e+09'],[' 2.14348e+09'],[' 0'],[' 2.64918e+10'],[' 0'],[' 0'],[' 2332 '],[' 4576 '],[' 6777 ']
Solving...,TA78, ,[' 1'],[' 11937+'],[' 5972'],"[' 1531.649s (Solving', ' 1391.91s 1st Model', ' 933.69s Unsat', ' 0.00s)']",[' 1519.000s'], ,[' 888866756'],"[' 8001072  (Analyzed', ' 618637)']","[' 5651     (Average', ' 109.47 Last', ' 95608)']",[' 18162.0 '],"[' 5972     (Average Length', ' 2815.02 Splits', ' 0)']","[' 618637   (Deleted', ' 532527)']","[' 115      (Ratio', '   0.02%)']","[' 75752    (Ratio', '  12.24%)']","[' 618637   (Average Length', '   30.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 618637   (Average', ' 1293.07 Max', ' 21352 Sum', ' 799937969)']","[' 615277   (Average', ' 1275.40 Max', ' 21352 Sum', ' 789011149 Ratio', '  98.63%)']","[' 3360     (Average', ' 3252.03 Max', ' 3887 Sum', ' 10926820 Ratio', '   1.37%)']", ,[' 439634  '],[' 35033   '],[' 442889  '],[' 270470  '],"[' 811406   (Atom=Atom', ' 237435 Body=Body', ' 135933 Other', ' 438038)']",[' Yes'],"[' 40288    (Eliminated', '    0 Frozen', ' 40288)']","[' 12549    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.3689'],[' 0'], ,[' 585.607'],[' 0'],[' 56.8518'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24125e+09'],[' 2.12166e+09'],[' 0'],[' 2.57181e+10'],[' 0'],[' 0'],[' 2265 '],[' 4478 '],[' 6736 ']
Solving...,TA79, ,[' 1'],[' 13525+'],[' 6766'],"[' 1537.222s (Solving', ' 1377.54s 1st Model', ' 1043.40s Unsat', ' 0.00s)']",[' 1529.359s'], ,[' 893331418'],"[' 7702961  (Analyzed', ' 575481)']","[' 5860     (Average', ' 98.20 Last', ' 85440)']",[' 18901.2 '],"[' 6766     (Average Length', ' 3156.77 Splits', ' 0)']","[' 575481   (Deleted', ' 491404)']","[' 84       (Ratio', '   0.01%)']","[' 70513    (Ratio', '  12.25%)']","[' 575481   (Average Length', '   30.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 575481   (Average', ' 1368.16 Max', ' 22472 Sum', ' 787347285)']","[' 572901   (Average', ' 1353.50 Max', ' 22472 Sum', ' 778912101 Ratio', '  98.93%)']","[' 2580     (Average', ' 3269.45 Max', ' 4182 Sum', ' 8435184 Ratio', '   1.07%)']", ,[' 440119  '],[' 35133   '],[' 443962  '],[' 270936  '],"[' 812804   (Atom=Atom', ' 237801 Body=Body', ' 136033 Other', ' 438970)']",[' Yes'],"[' 40976    (Eliminated', '    0 Frozen', ' 40976)']","[' 11487    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.7224'],[' 0'], ,[' 572.759'],[' 0'],[' 56.4451'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.21249e+09'],[' 2.09765e+09'],[' 0'],[' 2.42417e+10'],[' 0'],[' 0'],[' 2188 '],[' 4319 '],[' 6565 ']
Solving...,TA80, ,[' 1'],[' 11209+'],[' 5608'],"[' 1529.936s (Solving', ' 1403.11s 1st Model', ' 890.63s Unsat', ' 0.00s)']",[' 1524.453s'], ,[' 931245301'],"[' 6650890  (Analyzed', ' 683788)']","[' 5508     (Average', ' 124.14 Last', ' 95262)']",[' 18002.5 '],"[' 5608     (Average Length', ' 2614.20 Splits', ' 0)']","[' 683788   (Deleted', ' 589388)']","[' 116      (Ratio', '   0.02%)']","[' 82625    (Ratio', '  12.08%)']","[' 683788   (Average Length', '   32.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 683788   (Average', ' 1241.07 Max', ' 21119 Sum', ' 848628482)']","[' 680145   (Average', ' 1225.75 Max', ' 21119 Sum', ' 838156488 Ratio', '  98.77%)']","[' 3643     (Average', ' 2874.55 Max', ' 3638 Sum', ' 10471994 Ratio', '   1.23%)']", ,[' 440082  '],[' 35448   '],[' 442967  '],[' 270775  '],"[' 812321   (Atom=Atom', ' 237325 Body=Body', ' 136348 Other', ' 438648)']",[' Yes'],"[' 40333    (Eliminated', '    0 Frozen', ' 40333)']","[' 14706    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.3915'],[' 0'], ,[' 583.352'],[' 0'],[' 57.6554'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.36215e+09'],[' 2.23494e+09'],[' 0'],[' 2.47203e+10'],[' 0'],[' 0'],[' 2329 '],[' 4513 '],[' 6656 ']
