Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA51, ,[' 1'],[' 4631+'],[' 2318'],"[' 757.738s (Solving', ' 741.84s 1st Model', ' 533.93s Unsat', ' 0.00s)']",[' 756.125s'], ,[' 383306374'],"[' 2857114  (Analyzed', ' 2526130)']","[' 7743     (Average', ' 326.25 Last', ' 382396)']",[' 6467.3  '],"[' 2318     (Average Length', ' 1133.35 Splits', ' 0)']","[' 2526130  (Deleted', ' 2438777)']","[' 733      (Ratio', '   0.03%)']","[' 65649    (Ratio', '   2.60%)']","[' 2526130  (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2526130  (Average', ' 146.82 Max', ' 7265 Sum', ' 370887169)']","[' 2525593  (Average', ' 146.57 Max', ' 7265 Sum', ' 370252027 Ratio', '  99.83%)']","[' 537      (Average', ' 1182.76 Max', ' 2192 Sum', ' 635142 Ratio', '   0.17%)']", ,[' 90723   '],[' 11561   '],[' 91320   '],[' 61321   '],"[' 183959   (Atom=Atom', ' 51363 Body=Body', ' 29781 Other', ' 102815)']",[' Yes'],"[' 12908    (Eliminated', '    0 Frozen', ' 12908)']","[' 7378     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.97103'],[' 0'], ,[' 306.086'],[' 0'],[' 22.7402'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.51462e+09'],[' 1.37853e+09'],[' 0'],[' 1.59124e+10'],[' 0'],[' 0'],[' 1687 '],[' 3385 ']
Solving...,TA52, ,[' 1'],[' 3913+'],[' 1959'],"[' 757.278s (Solving', ' 743.43s 1st Model', ' 268.61s Unsat', ' 0.00s)']",[' 755.219s'], ,[' 400304521'],"[' 3438144  (Analyzed', ' 3286103)']","[' 7816     (Average', ' 420.43 Last', ' 286976)']",[' 6682.3  '],"[' 1959     (Average Length', ' 956.24 Splits', ' 0)']","[' 3286103  (Deleted', ' 3194902)']","[' 998      (Ratio', '   0.03%)']","[' 66824    (Ratio', '   2.03%)']","[' 3286103  (Average Length', '   28.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3286103  (Average', ' 118.38 Max', ' 7479 Sum', ' 389022106)']","[' 3285609  (Average', ' 118.24 Max', ' 7092 Sum', ' 388561949 Ratio', '  99.88%)']","[' 494      (Average', ' 931.49 Max', ' 1865 Sum', ' 460157 Ratio', '   0.12%)']", ,[' 90466   '],[' 11633   '],[' 90856   '],[' 61624   '],"[' 184868   (Atom=Atom', ' 51466 Body=Body', ' 29981 Other', ' 103421)']",[' Yes'],"[' 12773    (Eliminated', '    0 Frozen', ' 12773)']","[' 6489     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.58621'],[' 0'], ,[' 306.86'],[' 0'],[' 23.7208'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4424e+09'],[' 1.29976e+09'],[' 0'],[' 1.55167e+10'],[' 0'],[' 0'],[' 1867 '],[' 3591 ']
Solving...,TA53, ,[' 1'],[' 4787+'],[' 2396'],"[' 757.769s (Solving', ' 742.20s 1st Model', ' 564.10s Unsat', ' 0.00s)']",[' 756.469s'], ,[' 399577037'],"[' 2631181  (Analyzed', ' 2384874)']","[' 7725     (Average', ' 308.72 Last', ' 194190)']",[' 6596.9  '],"[' 2396     (Average Length', ' 1176.97 Splits', ' 0)']","[' 2384874  (Deleted', ' 2307217)']","[' 791      (Ratio', '   0.03%)']","[' 62337    (Ratio', '   2.61%)']","[' 2384874  (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2384874  (Average', ' 162.10 Max', ' 7457 Sum', ' 386582003)']","[' 2384394  (Average', ' 161.85 Max', ' 7457 Sum', ' 385990802 Ratio', '  99.85%)']","[' 480      (Average', ' 1231.67 Max', ' 2264 Sum', ' 591201 Ratio', '   0.15%)']", ,[' 89922   '],[' 11396   '],[' 90695   '],[' 61025   '],"[' 183071   (Atom=Atom', ' 51131 Body=Body', ' 29717 Other', ' 102223)']",[' Yes'],"[' 12919    (Eliminated', '    0 Frozen', ' 12919)']","[' 6485     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.03506'],[' 0'], ,[' 286.478'],[' 0'],[' 23.7341'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.57196e+09'],[' 1.42516e+09'],[' 0'],[' 1.35001e+10'],[' 0'],[' 0'],[' 1498 '],[' 3288 ']
Solving...,TA54, ,[' 1'],[' 4645+'],[' 2325'],"[' 758.262s (Solving', ' 742.44s 1st Model', ' 548.77s Unsat', ' 0.00s)']",[' 756.531s'], ,[' 388117014'],"[' 2811384  (Analyzed', ' 2502060)']","[' 7701     (Average', ' 324.90 Last', ' 209401)']",[' 6526.8  '],"[' 2325     (Average Length', ' 1135.67 Splits', ' 0)']","[' 2502060  (Deleted', ' 2414462)']","[' 895      (Ratio', '   0.04%)']","[' 64939    (Ratio', '   2.60%)']","[' 2502060  (Average Length', '   25.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2502060  (Average', ' 150.07 Max', ' 7712 Sum', ' 375473785)']","[' 2501599  (Average', ' 149.85 Max', ' 7712 Sum', ' 374922973 Ratio', '  99.85%)']","[' 461      (Average', ' 1194.82 Max', ' 2206 Sum', ' 550812 Ratio', '   0.15%)']", ,[' 90699   '],[' 11532   '],[' 91485   '],[' 61722   '],"[' 185162   (Atom=Atom', ' 51616 Body=Body', ' 29929 Other', ' 103617)']",[' Yes'],"[' 13068    (Eliminated', '    0 Frozen', ' 13068)']","[' 7272     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.96853'],[' 0'], ,[' 303.244'],[' 0'],[' 22.8833'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52088e+09'],[' 1.38654e+09'],[' 0'],[' 1.51618e+10'],[' 0'],[' 0'],[' 1604 '],[' 3309 ']
Solving...,TA55, ,[' 1'],[' 4411+'],[' 2208'],"[' 757.303s (Solving', ' 742.66s 1st Model', ' 389.31s Unsat', ' 0.00s)']",[' 755.891s'], ,[' 387373325'],"[' 2874323  (Analyzed', ' 2599430)']","[' 7065     (Average', ' 367.93 Last', ' 199022)']",[' 6565.1  '],"[' 2208     (Average Length', ' 1085.82 Splits', ' 0)']","[' 2599430  (Deleted', ' 2511748)']","[' 843      (Ratio', '   0.03%)']","[' 68723    (Ratio', '   2.64%)']","[' 2599430  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2599430  (Average', ' 144.36 Max', ' 7514 Sum', ' 375243707)']","[' 2598909  (Average', ' 144.13 Max', ' 7156 Sum', ' 374665872 Ratio', '  99.85%)']","[' 521      (Average', ' 1109.09 Max', ' 2098 Sum', ' 577835 Ratio', '   0.15%)']", ,[' 89938   '],[' 11544   '],[' 90494   '],[' 61301   '],"[' 183899   (Atom=Atom', ' 51301 Body=Body', ' 29823 Other', ' 102775)']",[' Yes'],"[' 12850    (Eliminated', '    0 Frozen', ' 12850)']","[' 6815     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.81167'],[' 0'], ,[' 290.671'],[' 0'],[' 22.9405'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52377e+09'],[' 1.37926e+09'],[' 0'],[' 1.42392e+10'],[' 0'],[' 0'],[' 1762 '],[' 3365 ']
Solving...,TA56, ,[' 1'],[' 4545+'],[' 2275'],"[' 757.847s (Solving', ' 742.25s 1st Model', ' 338.54s Unsat', ' 0.00s)']",[' 756.125s'], ,[' 393447692'],"[' 4466027  (Analyzed', ' 4109064)']","[' 9352     (Average', ' 439.38 Last', ' 205304)']",[' 6545.2  '],"[' 2275     (Average Length', ' 1115.19 Splits', ' 0)']","[' 4109064  (Deleted', ' 4015332)']","[' 879      (Ratio', '   0.02%)']","[' 63985    (Ratio', '   1.56%)']","[' 4109064  (Average Length', '   25.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4109064  (Average', ' 92.67 Max', ' 7686 Sum', ' 380775360)']","[' 4108621  (Average', ' 92.55 Max', ' 7021 Sum', ' 380283690 Ratio', '  99.87%)']","[' 443      (Average', ' 1109.86 Max', ' 2041 Sum', ' 491670 Ratio', '   0.13%)']", ,[' 89766   '],[' 11453   '],[' 90270   '],[' 60674   '],"[' 182018   (Atom=Atom', ' 50864 Body=Body', ' 29633 Other', ' 101521)']",[' Yes'],"[' 12707    (Eliminated', '    0 Frozen', ' 12707)']","[' 6525     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95845'],[' 0'], ,[' 313.277'],[' 0'],[' 23.6859'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40646e+09'],[' 1.26229e+09'],[' 0'],[' 1.59377e+10'],[' 0'],[' 0'],[' 1903 '],[' 3414 ']
Solving...,TA57, ,[' 1'],[' 4153+'],[' 2079'],"[' 757.455s (Solving', ' 743.07s 1st Model', ' 67.97s Unsat', ' 0.00s)']",[' 755.922s'], ,[' 380731709'],"[' 3727812  (Analyzed', ' 3349688)']","[' 7615     (Average', ' 439.88 Last', ' 86087)']",[' 6684.9  '],"[' 2079     (Average Length', ' 1024.61 Splits', ' 0)']","[' 3349688  (Deleted', ' 3259914)']","[' 1005     (Ratio', '   0.03%)']","[' 63608    (Ratio', '   1.90%)']","[' 3349688  (Average Length', '   27.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3349688  (Average', ' 110.07 Max', ' 7468 Sum', ' 368695226)']","[' 3349184  (Average', ' 109.93 Max', ' 7074 Sum', ' 368225138 Ratio', '  99.87%)']","[' 504      (Average', ' 932.71 Max', ' 2013 Sum', ' 470088 Ratio', '   0.13%)']", ,[' 90183   '],[' 11523   '],[' 90677   '],[' 61165   '],"[' 183491   (Atom=Atom', ' 51158 Body=Body', ' 29830 Other', ' 102503)']",[' Yes'],"[' 12767    (Eliminated', '    0 Frozen', ' 12767)']","[' 7233     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.76963'],[' 0'], ,[' 331.401'],[' 0'],[' 22.6775'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39951e+09'],[' 1.2717e+09'],[' 0'],[' 1.84626e+10'],[' 0'],[' 0'],[' 1981 '],[' 3682 ']
Solving...,TA58, ,[' 1'],[' 4645+'],[' 2325'],"[' 758.109s (Solving', ' 742.53s 1st Model', ' 356.98s Unsat', ' 0.00s)']",[' 756.469s'], ,[' 379130843'],"[' 2671171  (Analyzed', ' 2447180)']","[' 6505     (Average', ' 376.20 Last', ' 211914)']",[' 6583.7  '],"[' 2325     (Average Length', ' 1134.66 Splits', ' 0)']","[' 2447180  (Deleted', ' 2366358)']","[' 886      (Ratio', '   0.04%)']","[' 66390    (Ratio', '   2.71%)']","[' 2447180  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2447180  (Average', ' 149.78 Max', ' 7691 Sum', ' 366528725)']","[' 2446696  (Average', ' 149.53 Max', ' 7228 Sum', ' 365933906 Ratio', '  99.84%)']","[' 484      (Average', ' 1228.96 Max', ' 2136 Sum', ' 594819 Ratio', '   0.16%)']", ,[' 90780   '],[' 11596   '],[' 91496   '],[' 61931   '],"[' 185789   (Atom=Atom', ' 51780 Body=Body', ' 29974 Other', ' 104035)']",[' Yes'],"[' 13062    (Eliminated', '    0 Frozen', ' 13062)']","[' 7223     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.08556'],[' 0'], ,[' 281.098'],[' 0'],[' 23.3864'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45344e+09'],[' 1.32372e+09'],[' 0'],[' 1.17283e+10'],[' 0'],[' 0'],[' 1830 '],[' 3541 ']
Solving...,TA59, ,[' 1'],[' 4781+'],[' 2393'],"[' 757.641s (Solving', ' 740.99s 1st Model', ' 462.98s Unsat', ' 0.00s)']",[' 756.188s'], ,[' 374339010'],"[' 2774031  (Analyzed', ' 2299341)']","[' 7067     (Average', ' 325.36 Last', ' 276041)']",[' 6668.7  '],"[' 2393     (Average Length', ' 1163.45 Splits', ' 0)']","[' 2299341  (Deleted', ' 2214026)']","[' 837      (Ratio', '   0.04%)']","[' 67554    (Ratio', '   2.94%)']","[' 2299341  (Average Length', '   25.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2299341  (Average', ' 156.94 Max', ' 7476 Sum', ' 360851817)']","[' 2298855  (Average', ' 156.71 Max', ' 7372 Sum', ' 360335531 Ratio', '  99.86%)']","[' 486      (Average', ' 1062.32 Max', ' 1880 Sum', ' 516286 Ratio', '   0.14%)']", ,[' 89755   '],[' 11484   '],[' 90458   '],[' 61248   '],"[' 183740   (Atom=Atom', ' 51298 Body=Body', ' 29773 Other', ' 102669)']",[' Yes'],"[' 12937    (Eliminated', '    0 Frozen', ' 12937)']","[' 6911     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.34875'],[' 0'], ,[' 286.347'],[' 0'],[' 22.9871'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45314e+09'],[' 1.32139e+09'],[' 0'],[' 1.32118e+10'],[' 0'],[' 0'],[' 1642 '],[' 3372 ']
Solving...,TA60, ,[' 1'],[' 4815+'],[' 2410'],"[' 758.241s (Solving', ' 742.92s 1st Model', ' 597.15s Unsat', ' 0.00s)']",[' 756.984s'], ,[' 394903022'],"[' 2557510  (Analyzed', ' 2275900)']","[' 7153     (Average', ' 318.17 Last', ' 723915)']",[' 6542.5  '],"[' 2410     (Average Length', ' 1179.95 Splits', ' 0)']","[' 2275900  (Deleted', ' 2195281)']","[' 818      (Ratio', '   0.04%)']","[' 64863    (Ratio', '   2.85%)']","[' 2275900  (Average Length', '   23.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2275900  (Average', ' 167.83 Max', ' 7919 Sum', ' 381955554)']","[' 2275408  (Average', ' 167.56 Max', ' 7919 Sum', ' 381348720 Ratio', '  99.84%)']","[' 492      (Average', ' 1233.40 Max', ' 2254 Sum', ' 606834 Ratio', '   0.16%)']", ,[' 89694   '],[' 11477   '],[' 90379   '],[' 61054   '],"[' 183158   (Atom=Atom', ' 51169 Body=Body', ' 29708 Other', ' 102281)']",[' Yes'],"[' 12912    (Eliminated', '    0 Frozen', ' 12912)']","[' 7142     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.01761'],[' 0'], ,[' 278.006'],[' 0'],[' 23.3393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60939e+09'],[' 1.46247e+09'],[' 0'],[' 1.26873e+10'],[' 0'],[' 0'],[' 1618 '],[' 3167 ']
