Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 3449+'],[' 1733'],"[' 606.644s (Solving', ' 587.48s 1st Model', ' 20.30s Unsat', ' 0.00s)']",[' 599.891s'], ,[' 97709376'],"[' 12077438 (Analyzed', ' 11870859)']","[' 24038    (Average', ' 493.84 Last', ' 10497)']",[' 5979.8  '],"[' 1733     (Average Length', ' 974.48 Splits', ' 0)']","[' 11870859 (Deleted', ' 11737238)']","[' 16       (Ratio', '   0.00%)']","[' 13607    (Ratio', '   0.11%)']","[' 11870859 (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11870859 (Average', '  7.63 Max', ' 8963 Sum', ' 90580966)']","[' 11868566 (Average', '  7.43 Max', ' 8963 Sum', ' 88212690 Ratio', '  97.39%)']","[' 2293     (Average', ' 1032.83 Max', ' 1463 Sum', ' 2368276 Ratio', '   2.61%)']", ,[' 280107  '],[' 12593   '],[' 256185  '],[' 90702   '],"[' 238686   (Atom=Atom', ' 66364 Body=Body', ' 43669 Other', ' 128653)']",[' Yes'],"[' 15667    (Eliminated', '    0 Frozen', ' 15667)']","[' 2600     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.56636'],[' 0'], ,[' 401.877'],[' 0'],[' 11.6414'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.66012e+08'],[' 1.23153e+08'],[' 0'],[' 2.41464e+10'],[' 0'],[' 0'],[' 1360 '],[' 2607 '],[' 3284 '],[' 3763 '],[' 4496 '],[' 4942 '],[' 5875 '],[' 6353 '],[' 8 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 3847+'],[' 1932'],"[' 606.926s (Solving', ' 585.69s 1st Model', ' 21.56s Unsat', ' 0.00s)']",[' 603.609s'], ,[' 76660750'],"[' 12606442 (Analyzed', ' 12409915)']","[' 25165    (Average', ' 493.14 Last', ' 67230)']",[' 6233.6  '],"[' 1932     (Average Length', ' 1056.64 Splits', ' 0)']","[' 12409915 (Deleted', ' 12256258)']","[' 26       (Ratio', '   0.00%)']","[' 10953    (Ratio', '   0.09%)']","[' 12409915 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12409915 (Average', '  5.50 Max', ' 9087 Sum', ' 68276577)']","[' 12407746 (Average', '  5.31 Max', ' 9087 Sum', ' 65885742 Ratio', '  96.50%)']","[' 2169     (Average', ' 1102.28 Max', ' 1532 Sum', ' 2390835 Ratio', '   3.50%)']", ,[' 281003  '],[' 12292   '],[' 256240  '],[' 90972   '],"[' 234443   (Atom=Atom', ' 65359 Body=Body', ' 42766 Other', ' 126318)']",[' Yes'],"[' 15556    (Eliminated', '    0 Frozen', ' 15556)']","[' 1877     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.03063'],[' 0'], ,[' 403.115'],[' 0'],[' 10.8242'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35284e+08'],[' 9.64068e+07'],[' 0'],[' 2.3483e+10'],[' 0'],[' 0'],[' 996 '],[' 1934 '],[' 2582 '],[' 3584 '],[' 4122 '],[' 4742 '],[' 5410 '],[' 5937 '],[' 8 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 3495+'],[' 1756'],"[' 606.012s (Solving', ' 587.37s 1st Model', ' 19.20s Unsat', ' 0.00s)']",[' 602.797s'], ,[' 81284924'],"[' 11865439 (Analyzed', ' 11598230)']","[' 23571    (Average', ' 492.06 Last', ' 17850)']",[' 6190.5  '],"[' 1756     (Average Length', ' 990.70 Splits', ' 0)']","[' 11598230 (Deleted', ' 11455741)']","[' 10       (Ratio', '   0.00%)']","[' 10689    (Ratio', '   0.09%)']","[' 11598230 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11598230 (Average', '  6.36 Max', ' 10406 Sum', ' 73759756)']","[' 11595918 (Average', '  6.15 Max', ' 9028 Sum', ' 71336344 Ratio', '  96.71%)']","[' 2312     (Average', ' 1048.19 Max', ' 1500 Sum', ' 2423412 Ratio', '   3.29%)']", ,[' 279447  '],[' 12419   '],[' 255426  '],[' 90219   '],"[' 235800   (Atom=Atom', ' 65691 Body=Body', ' 43147 Other', ' 126962)']",[' Yes'],"[' 15502    (Eliminated', '    0 Frozen', ' 15502)']","[' 1972     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.59771'],[' 0'], ,[' 410.772'],[' 0'],[' 12.0969'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37197e+08'],[' 1.00637e+08'],[' 0'],[' 2.38124e+10'],[' 0'],[' 0'],[' 1408 '],[' 2247 '],[' 3182 '],[' 3608 '],[' 4344 '],[' 4954 '],[' 5837 '],[' 6483 '],[' 8 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 3291+'],[' 1654'],"[' 606.208s (Solving', ' 587.94s 1st Model', ' 21.23s Unsat', ' 0.00s)']",[' 602.297s'], ,[' 79759620'],"[' 12407656 (Analyzed', ' 12140875)']","[' 25538    (Average', ' 475.40 Last', ' 45481)']",[' 5923.1  '],"[' 1654     (Average Length', ' 955.54 Splits', ' 0)']","[' 12140875 (Deleted', ' 11981977)']","[' 21       (Ratio', '   0.00%)']","[' 10761    (Ratio', '   0.09%)']","[' 12140875 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12140875 (Average', '  6.00 Max', ' 9012 Sum', ' 72848659)']","[' 12138687 (Average', '  5.82 Max', ' 9012 Sum', ' 70706316 Ratio', '  97.06%)']","[' 2188     (Average', ' 979.13 Max', ' 1379 Sum', ' 2142343 Ratio', '   2.94%)']", ,[' 280806  '],[' 12400   '],[' 256012  '],[' 90891   '],"[' 235264   (Atom=Atom', ' 65513 Body=Body', ' 43090 Other', ' 126661)']",[' Yes'],"[' 15421    (Eliminated', '    0 Frozen', ' 15421)']","[' 1833     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.46242'],[' 0'], ,[' 415.432'],[' 0'],[' 11.8851'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36857e+08'],[' 9.93998e+07'],[' 0'],[' 2.46786e+10'],[' 0'],[' 0'],[' 1107 '],[' 1844 '],[' 2538 '],[' 3434 '],[' 4314 '],[' 4981 '],[' 5581 '],[' 6120 '],[' 8 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 3445+'],[' 1731'],"[' 606.111s (Solving', ' 587.99s 1st Model', ' 18.81s Unsat', ' 0.00s)']",[' 604.328s'], ,[' 97575054'],"[' 12445489 (Analyzed', ' 12263876)']","[' 24930    (Average', ' 491.93 Last', ' 55941)']",[' 5544.9  '],"[' 1731     (Average Length', ' 986.99 Splits', ' 0)']","[' 12263876 (Deleted', ' 12118850)']","[' 30       (Ratio', '   0.00%)']","[' 14227    (Ratio', '   0.12%)']","[' 12263876 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12263876 (Average', '  7.46 Max', ' 9925 Sum', ' 91480472)']","[' 12261495 (Average', '  7.25 Max', ' 8772 Sum', ' 88866478 Ratio', '  97.14%)']","[' 2381     (Average', ' 1097.86 Max', ' 1540 Sum', ' 2613994 Ratio', '   2.86%)']", ,[' 281369  '],[' 12542   '],[' 256763  '],[' 91432   '],"[' 237774   (Atom=Atom', ' 66158 Body=Body', ' 43516 Other', ' 128100)']",[' Yes'],"[' 15664    (Eliminated', '    0 Frozen', ' 15664)']","[' 2651     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.35624'],[' 0'], ,[' 407.386'],[' 0'],[' 11.4266'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.71373e+08'],[' 1.28968e+08'],[' 0'],[' 2.51198e+10'],[' 0'],[' 0'],[' 1125 '],[' 2294 '],[' 2625 '],[' 3601 '],[' 4251 '],[' 5025 '],[' 6087 '],[' 6905 '],[' 8 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 3709+'],[' 1863'],"[' 605.951s (Solving', ' 588.25s 1st Model', ' 16.80s Unsat', ' 0.00s)']",[' 604.266s'], ,[' 85325333'],"[' 15689450 (Analyzed', ' 15463818)']","[' 31651    (Average', ' 488.57 Last', ' 15337)']",[' 5692.4  '],"[' 1863     (Average Length', ' 1041.81 Splits', ' 0)']","[' 15463818 (Deleted', ' 15277220)']","[' 17       (Ratio', '   0.00%)']","[' 10253    (Ratio', '   0.07%)']","[' 15463818 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15463818 (Average', '  5.07 Max', ' 9727 Sum', ' 78420583)']","[' 15461562 (Average', '  4.90 Max', ' 8975 Sum', ' 75715218 Ratio', '  96.55%)']","[' 2256     (Average', ' 1199.19 Max', ' 1602 Sum', ' 2705365 Ratio', '   3.45%)']", ,[' 282022  '],[' 12340   '],[' 256540  '],[' 91826   '],"[' 235099   (Atom=Atom', ' 65482 Body=Body', ' 42910 Other', ' 126707)']",[' Yes'],"[' 15557    (Eliminated', '    0 Frozen', ' 15557)']","[' 1911     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.29281'],[' 0'], ,[' 408.06'],[' 0'],[' 9.27647'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46333e+08'],[' 1.00925e+08'],[' 0'],[' 2.51646e+10'],[' 0'],[' 0'],[' 983 '],[' 1836 '],[' 2631 '],[' 3305 '],[' 4093 '],[' 4865 '],[' 5615 '],[' 6309 '],[' 8 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 3191+'],[' 1604'],"[' 542.226s (Solving', ' 525.60s 1st Model', ' 18.99s Unsat', ' 0.00s)']",[' 541.016s'], ,[' 83614342'],"[' 13629379 (Analyzed', ' 13367814)']","[' 26666    (Average', ' 501.31 Last', ' 130255)']",[' 6166.0  '],"[' 1603     (Average Length', ' 923.61 Splits', ' 0)']","[' 13367814 (Deleted', ' 13212812)']","[' 9        (Ratio', '   0.00%)']","[' 10354    (Ratio', '   0.08%)']","[' 13367814 (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13367814 (Average', '  5.73 Max', ' 9724 Sum', ' 76574066)']","[' 13365540 (Average', '  5.56 Max', ' 9162 Sum', ' 74318959 Ratio', '  97.05%)']","[' 2274     (Average', ' 991.69 Max', ' 1361 Sum', ' 2255107 Ratio', '   2.95%)']", ,[' 279244  '],[' 12420   '],[' 255091  '],[' 90059   '],"[' 235403   (Atom=Atom', ' 65543 Body=Body', ' 43150 Other', ' 126710)']",[' Yes'],"[' 15390    (Eliminated', '    0 Frozen', ' 15390)']","[' 1952     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.15048'],[' 0'], ,[' 360.933'],[' 0'],[' 9.92691'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40713e+08'],[' 9.89907e+07'],[' 0'],[' 2.31785e+10'],[' 0'],[' 0'],[' 1424 '],[' 2052 '],[' 2818 '],[' 3425 '],[' 4146 '],[' 5253 '],[' 5704 '],[' 6304 '],[' 8 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 3853+'],[' 1935'],"[' 606.113s (Solving', ' 587.33s 1st Model', ' 18.82s Unsat', ' 0.00s)']",[' 604.391s'], ,[' 89387465'],"[' 13906560 (Analyzed', ' 13615703)']","[' 27486    (Average', ' 495.37 Last', ' 69884)']",[' 6140.9  '],"[' 1935     (Average Length', ' 1080.94 Splits', ' 0)']","[' 13615703 (Deleted', ' 13453461)']","[' 18       (Ratio', '   0.00%)']","[' 10211    (Ratio', '   0.07%)']","[' 13615703 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13615703 (Average', '  5.98 Max', ' 9236 Sum', ' 81365341)']","[' 13613410 (Average', '  5.78 Max', ' 9023 Sum', ' 78671976 Ratio', '  96.69%)']","[' 2293     (Average', ' 1174.60 Max', ' 1646 Sum', ' 2693365 Ratio', '   3.31%)']", ,[' 280474  '],[' 12367   '],[' 256057  '],[' 90869   '],"[' 235596   (Atom=Atom', ' 65662 Body=Body', ' 42991 Other', ' 126943)']",[' Yes'],"[' 15607    (Eliminated', '    0 Frozen', ' 15607)']","[' 1927     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.63546'],[' 0'], ,[' 408.607'],[' 0'],[' 11.4661'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49922e+08'],[' 1.0776e+08'],[' 0'],[' 2.58719e+10'],[' 0'],[' 0'],[' 1104 '],[' 1914 '],[' 2772 '],[' 3411 '],[' 4140 '],[' 4905 '],[' 5729 '],[' 6193 '],[' 8 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 3993+'],[' 2005'],"[' 606.510s (Solving', ' 586.68s 1st Model', ' 20.00s Unsat', ' 0.00s)']",[' 604.250s'], ,[' 74797950'],"[' 13284671 (Analyzed', ' 12993020)']","[' 27156    (Average', ' 478.46 Last', ' 124356)']",[' 6210.4  '],"[' 2005     (Average Length', ' 1105.89 Splits', ' 0)']","[' 12993020 (Deleted', ' 12837336)']","[' 15       (Ratio', '   0.00%)']","[' 8312     (Ratio', '   0.06%)']","[' 12993020 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12993020 (Average', '  5.10 Max', ' 9324 Sum', ' 66208850)']","[' 12990939 (Average', '  4.90 Max', ' 9259 Sum', ' 63728455 Ratio', '  96.25%)']","[' 2081     (Average', ' 1191.92 Max', ' 1663 Sum', ' 2480395 Ratio', '   3.75%)']", ,[' 282221  '],[' 12273   '],[' 256910  '],[' 91679   '],"[' 234402   (Atom=Atom', ' 65356 Body=Body', ' 42709 Other', ' 126337)']",[' Yes'],"[' 15619    (Eliminated', '    0 Frozen', ' 15619)']","[' 1569     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.86636'],[' 0'], ,[' 411.895'],[' 0'],[' 10.8692'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.26202e+08'],[' 8.834e+07'],[' 0'],[' 2.4948e+10'],[' 0'],[' 0'],[' 959 '],[' 1716 '],[' 2421 '],[' 3173 '],[' 3912 '],[' 4924 '],[' 5516 '],[' 6073 '],[' 8 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 4059+'],[' 2038'],"[' 606.802s (Solving', ' 585.18s 1st Model', ' 24.48s Unsat', ' 0.00s)']",[' 601.859s'], ,[' 89494294'],"[' 11950761 (Analyzed', ' 11716378)']","[' 23924    (Average', ' 489.73 Last', ' 40248)']",[' 6196.5  '],"[' 2038     (Average Length', ' 1124.64 Splits', ' 0)']","[' 11716378 (Deleted', ' 11568033)']","[' 45       (Ratio', '   0.00%)']","[' 15511    (Ratio', '   0.13%)']","[' 11716378 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11716378 (Average', '  6.89 Max', ' 9873 Sum', ' 80686226)']","[' 11714330 (Average', '  6.69 Max', ' 8926 Sum', ' 78361842 Ratio', '  97.12%)']","[' 2048     (Average', ' 1134.95 Max', ' 1690 Sum', ' 2324384 Ratio', '   2.88%)']", ,[' 280688  '],[' 12496   '],[' 256828  '],[' 90965   '],"[' 237820   (Atom=Atom', ' 66281 Body=Body', ' 43378 Other', ' 128161)']",[' Yes'],"[' 15829    (Eliminated', '    0 Frozen', ' 15829)']","[' 3106     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.18038'],[' 0'], ,[' 390.979'],[' 0'],[' 11.1743'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64367e+08'],[' 1.21345e+08'],[' 0'],[' 2.2635e+10'],[' 0'],[' 0'],[' 1201 '],[' 2078 '],[' 2815 '],[' 3224 '],[' 4067 '],[' 4543 '],[' 5367 '],[' 6000 '],[' 8 '],[' 0 ']
