Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 887+'],[' 453'],"[' 11.817s (Solving', ' 10.48s 1st Model', ' 0.55s Unsat', ' 3.54s)']",[' 11.734s'], ,[' 1345191 '],"[' 680058   (Analyzed', ' 406923)']","[' 1493     (Average', ' 272.55 Last', ' 26675)']",[' 1215.1  '],"[' 452      (Average Length', ' 289.98 Splits', ' 0)']","[' 406923   (Deleted', ' 391810)']","[' 11       (Ratio', '   0.00%)']","[' 344      (Ratio', '   0.08%)']","[' 406923   (Average Length', '    9.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 406923   (Average', '  1.73 Max', ' 1152 Sum', ' 705647)']","[' 406710   (Average', '  1.60 Max', ' 731 Sum', ' 652350 Ratio', '  92.45%)']","[' 213      (Average', ' 250.22 Max', ' 421 Sum', '  53297 Ratio', '   7.55%)']", ,[' 58428   '],[' 1836    '],[' 54351   '],[' 17114   '],"[' 44287    (Atom=Atom', ' 13217 Body=Body', ' 7796 Other', ' 23274)']",[' Yes'],"[' 2843     (Eliminated', '    0 Frozen', ' 2843)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.25738'],[' 0'], ,[' 3.68463'],[' 0'],[' 0.0914241'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.33249e+06'],[' 1.86856e+06'],[' 0'],[' 2.40131e+08'],[' 0'],[' 0'],[' 508 '],[' 820 '],[' 1184 '],[' 1618 '],[' 1904 '],[' 2251 '],[' 2566 '],[' 2841 '],[' 3942 '],[' 1 '],[' 8 ']
Solving...,TA52, , , ,[' 1061'],[' 540'],"[' 74.522s (Solving', ' 72.88s 1st Model', ' 0.77s Unsat', ' 0.07s)']",[' 74.563s'], ,[' 12359602'],"[' 7048589  (Analyzed', ' 7038221)']","[' 13697    (Average', ' 513.85 Last', ' 1017)']",[' 1320.6  '],"[' 540      (Average Length', ' 325.46 Splits', ' 0)']","[' 7038221  (Deleted', ' 6899757)']","[' 7        (Ratio', '   0.00%)']","[' 552      (Ratio', '   0.01%)']","[' 7038221  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7038221  (Average', '  1.66 Max', ' 1800 Sum', ' 11701395)']","[' 7037936  (Average', '  1.65 Max', ' 1541 Sum', ' 11628461 Ratio', '  99.38%)']","[' 285      (Average', ' 255.91 Max', ' 474 Sum', '  72934 Ratio', '   0.62%)']", ,[' 58514   '],[' 1874    '],[' 54618   '],[' 17208   '],"[' 45114    (Atom=Atom', ' 13458 Body=Body', ' 7911 Other', ' 23745)']",[' Yes'],"[' 2964     (Eliminated', '    0 Frozen', ' 2964)']","[' 34       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.326378'],[' 0'], ,[' 28.109'],[' 0'],[' 1.06738'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.12639e+07'],[' 1.49751e+07'],[' 0'],[' 1.41388e+09'],[' 0'],[' 0'],[' 559 '],[' 894 '],[' 1230 '],[' 1512 '],[' 1806 '],[' 2139 '],[' 2472 '],[' 2818 '],[' 3075 '],[' 1 '],[' 8 ']
Solving...,TA53, , , ,[' 985'],[' 502'],"[' 46.931s (Solving', ' 45.40s 1st Model', ' 0.55s Unsat', ' 39.63s)']",[' 46.938s'], ,[' 3914453 '],"[' 2138755  (Analyzed', ' 2046959)']","[' 4546     (Average', ' 450.28 Last', ' 365)']",[' 1224.4  '],"[' 502      (Average Length', ' 301.42 Splits', ' 0)']","[' 2046959  (Deleted', ' 2012761)']","[' 22       (Ratio', '   0.00%)']","[' 505      (Ratio', '   0.02%)']","[' 2046959  (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2046959  (Average', '  1.66 Max', ' 1904 Sum', ' 3400549)']","[' 2046675  (Average', '  1.62 Max', ' 1543 Sum', ' 3320801 Ratio', '  97.65%)']","[' 284      (Average', ' 280.80 Max', ' 461 Sum', '  79748 Ratio', '   2.35%)']", ,[' 58326   '],[' 1870    '],[' 54449   '],[' 17078   '],"[' 44982    (Atom=Atom', ' 13404 Body=Body', ' 7899 Other', ' 23679)']",[' Yes'],"[' 2931     (Eliminated', '    0 Frozen', ' 2931)']","[' 39       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.291821'],[' 0'], ,[' 28.4697'],[' 0'],[' 0.59648'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.53339e+06'],[' 4.29736e+06'],[' 0'],[' 1.96554e+09'],[' 0'],[' 0'],[' 502 '],[' 833 '],[' 1222 '],[' 1569 '],[' 1898 '],[' 2143 '],[' 2395 '],[' 2758 '],[' 3025 '],[' 0 '],[' 9 ']
Solving...,TA54, , , ,[' 1077'],[' 548'],"[' 7.566s (Solving', ' 6.08s 1st Model', ' 0.69s Unsat', ' 0.20s)']",[' 7.406s'], ,[' 1005880 '],"[' 62947    (Analyzed', ' 19875)']","[' 301      (Average', ' 66.03 Last', ' 318)']",[' 1226.1  '],"[' 548      (Average Length', ' 326.73 Splits', ' 0)']","[' 19875    (Deleted', ' 12334)']","[' 20       (Ratio', '   0.10%)']","[' 312      (Ratio', '   1.57%)']","[' 19875    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19875    (Average', ' 28.09 Max', ' 2065 Sum', ' 558289)']","[' 19627    (Average', ' 24.03 Max', ' 1599 Sum', ' 477551 Ratio', '  85.54%)']","[' 248      (Average', ' 325.56 Max', ' 504 Sum', '  80738 Ratio', '  14.46%)']", ,[' 58453   '],[' 1893    '],[' 54653   '],[' 17167   '],"[' 45437    (Atom=Atom', ' 13542 Body=Body', ' 7968 Other', ' 23927)']",[' Yes'],"[' 2990     (Eliminated', '    0 Frozen', ' 2990)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.301807'],[' 0'], ,[' 0.719541'],[' 0'],[' 0.0504819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00878e+06'],[' 1.62785e+06'],[' 0'],[' 2.41309e+07'],[' 0'],[' 0'],[' 546 '],[' 810 '],[' 1144 '],[' 1469 '],[' 1810 '],[' 2058 '],[' 2368 '],[' 2656 '],[' 3077 '],[' 0 '],[' 9 ']
Solving...,TA55, , , ,[' 1047'],[' 533'],"[' 126.167s (Solving', ' 124.52s 1st Model', ' 0.73s Unsat', ' 52.72s)']",[' 125.859s'], ,[' 18034082'],"[' 10637737 (Analyzed', ' 10624746)']","[' 19959    (Average', ' 532.33 Last', ' 413)']",[' 1170.5  '],"[' 533      (Average Length', ' 323.65 Splits', ' 0)']","[' 10624746 (Deleted', ' 10454254)']","[' 30       (Ratio', '   0.00%)']","[' 985      (Ratio', '   0.01%)']","[' 10624746 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10624746 (Average', '  1.64 Max', ' 1977 Sum', ' 17454783)']","[' 10624404 (Average', '  1.63 Max', ' 1559 Sum', ' 17354022 Ratio', '  99.42%)']","[' 342      (Average', ' 294.62 Max', ' 516 Sum', ' 100761 Ratio', '   0.58%)']", ,[' 58344   '],[' 1910    '],[' 54553   '],[' 17163   '],"[' 45649    (Atom=Atom', ' 13593 Body=Body', ' 8018 Other', ' 24038)']",[' Yes'],"[' 2996     (Eliminated', '    0 Frozen', ' 2996)']","[' 105      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.286604'],[' 0'], ,[' 59.0988'],[' 0'],[' 1.94059'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.71374e+07'],[' 2.30206e+07'],[' 0'],[' 3.48339e+09'],[' 0'],[' 0'],[' 463 '],[' 872 '],[' 1215 '],[' 1523 '],[' 1779 '],[' 2206 '],[' 2555 '],[' 2848 '],[' 3150 '],[' 1 '],[' 8 ']
Solving...,TA56, , , ,[' 693'],[' 356'],"[' 72.624s (Solving', ' 71.46s 1st Model', ' 0.22s Unsat', ' 0.39s)']",[' 72.328s'], ,[' 5673317 '],"[' 3686596  (Analyzed', ' 3532395)']","[' 7500     (Average', ' 470.99 Last', ' 979)']",[' 1199.1  '],"[' 356      (Average Length', ' 236.29 Splits', ' 0)']","[' 3532395  (Deleted', ' 3482395)']","[' 19       (Ratio', '   0.00%)']","[' 751      (Ratio', '   0.02%)']","[' 3532395  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3532395  (Average', '  1.46 Max', ' 1494 Sum', ' 5166944)']","[' 3532074  (Average', '  1.44 Max', ' 1494 Sum', ' 5099770 Ratio', '  98.70%)']","[' 321      (Average', ' 209.26 Max', ' 326 Sum', '  67174 Ratio', '   1.30%)']", ,[' 58132   '],[' 1860    '],[' 54074   '],[' 16940   '],"[' 44367    (Atom=Atom', ' 13218 Body=Body', ' 7869 Other', ' 23280)']",[' Yes'],"[' 2788     (Eliminated', '    0 Frozen', ' 2788)']","[' 86       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.233458'],[' 0'], ,[' 45.9028'],[' 0'],[' 0.834128'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.5294e+07'],[' 6.68032e+06'],[' 0'],[' 3.23761e+09'],[' 0'],[' 0'],[' 571 '],[' 969 '],[' 1261 '],[' 1599 '],[' 1886 '],[' 2297 '],[' 2673 '],[' 2963 '],[' 3289 '],[' 1 '],[' 8 ']
Solving...,TA57, , , ,[' 807'],[' 413'],"[' 8.681s (Solving', ' 7.25s 1st Model', ' 0.42s Unsat', ' 2.05s)']",[' 8.641s'], ,[' 1002031 '],"[' 228730   (Analyzed', ' 131514)']","[' 764      (Average', ' 172.14 Last', ' 480)']",[' 1225.4  '],"[' 413      (Average Length', ' 264.72 Splits', ' 0)']","[' 131514   (Deleted', ' 113052)']","[' 23       (Ratio', '   0.02%)']","[' 628      (Ratio', '   0.48%)']","[' 131514   (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 131514   (Average', '  4.44 Max', ' 1701 Sum', ' 584045)']","[' 131194   (Average', '  3.90 Max', ' 1562 Sum', ' 513082 Ratio', '  87.85%)']","[' 320      (Average', ' 221.76 Max', ' 375 Sum', '  70963 Ratio', '  12.15%)']", ,[' 58418   '],[' 1885    '],[' 54434   '],[' 17107   '],"[' 44903    (Atom=Atom', ' 13375 Body=Body', ' 7944 Other', ' 23584)']",[' Yes'],"[' 2863     (Eliminated', '    0 Frozen', ' 2863)']","[' 61       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.257905'],[' 0'], ,[' 2.0876'],[' 0'],[' 0.0733075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.2297e+06'],[' 1.58145e+06'],[' 0'],[' 1.28654e+08'],[' 0'],[' 0'],[' 609 '],[' 929 '],[' 1297 '],[' 1823 '],[' 2077 '],[' 2373 '],[' 2781 '],[' 2974 '],[' 3278 '],[' 0 '],[' 9 ']
Solving...,TA58, , , ,[' 979'],[' 499'],"[' 74.576s (Solving', ' 73.17s 1st Model', ' 0.70s Unsat', ' 1.02s)']",[' 74.391s'], ,[' 10016604'],"[' 7217489  (Analyzed', ' 7200706)']","[' 14696    (Average', ' 489.98 Last', ' 20097)']",[' 1241.7  '],"[' 499      (Average Length', ' 312.32 Splits', ' 0)']","[' 7200706  (Deleted', ' 7083468)']","[' 8        (Ratio', '   0.00%)']","[' 614      (Ratio', '   0.01%)']","[' 7200706  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7200706  (Average', '  1.31 Max', ' 1822 Sum', ' 9457365)']","[' 7200408  (Average', '  1.30 Max', ' 1513 Sum', ' 9370092 Ratio', '  99.08%)']","[' 298      (Average', ' 292.86 Max', ' 457 Sum', '  87273 Ratio', '   0.92%)']", ,[' 58617   '],[' 1887    '],[' 54625   '],[' 17293   '],"[' 45189    (Atom=Atom', ' 13467 Body=Body', ' 7949 Other', ' 23773)']",[' Yes'],"[' 2942     (Eliminated', '    0 Frozen', ' 2942)']","[' 46       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.288782'],[' 0'], ,[' 26.5818'],[' 0'],[' 0.835697'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.70104e+07'],[' 1.06181e+07'],[' 0'],[' 1.29321e+09'],[' 0'],[' 0'],[' 533 '],[' 829 '],[' 1209 '],[' 1527 '],[' 1850 '],[' 2378 '],[' 2639 '],[' 2884 '],[' 3184 '],[' 1 '],[' 8 ']
Solving...,TA59, , , ,[' 853'],[' 436'],"[' 6.914s (Solving', ' 5.44s 1st Model', ' 0.76s Unsat', ' 0.11s)']",[' 6.719s'], ,[' 941283  '],"[' 28749    (Analyzed', ' 16415)']","[' 156      (Average', ' 105.22 Last', ' 278)']",[' 1277.6  '],"[' 436      (Average Length', ' 281.32 Splits', ' 0)']","[' 16415    (Deleted', ' 6463)']","[' 19       (Ratio', '   0.12%)']","[' 305      (Ratio', '   1.86%)']","[' 16415    (Average Length', '    7.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16415    (Average', ' 34.21 Max', ' 1640 Sum', ' 561552)']","[' 16174    (Average', ' 30.61 Max', ' 1564 Sum', ' 502437 Ratio', '  89.47%)']","[' 241      (Average', ' 245.29 Max', ' 404 Sum', '  59115 Ratio', '  10.53%)']", ,[' 58399   '],[' 1850    '],[' 54363   '],[' 17103   '],"[' 44464    (Atom=Atom', ' 13258 Body=Body', ' 7839 Other', ' 23367)']",[' Yes'],"[' 2855     (Eliminated', '    0 Frozen', ' 2855)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.277814'],[' 0'], ,[' 0.543974'],[' 0'],[' 0.0494202'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84126e+06'],[' 1.52086e+06'],[' 0'],[' 1.17845e+07'],[' 0'],[' 0'],[' 415 '],[' 701 '],[' 1019 '],[' 1404 '],[' 1725 '],[' 2077 '],[' 2422 '],[' 2683 '],[' 3026 '],[' 0 '],[' 9 ']
Solving...,TA60, , , ,[' 1011'],[' 515'],"[' 8.148s (Solving', ' 6.45s 1st Model', ' 0.63s Unsat', ' 0.36s)']",[' 7.953s'], ,[' 1025709 '],"[' 95869    (Analyzed', ' 30267)']","[' 370      (Average', ' 81.80 Last', ' 152)']",[' 1277.1  '],"[' 515      (Average Length', ' 313.14 Splits', ' 0)']","[' 30267    (Deleted', ' 18449)']","[' 23       (Ratio', '   0.08%)']","[' 388      (Ratio', '   1.28%)']","[' 30267    (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30267    (Average', ' 17.83 Max', ' 2020 Sum', ' 539748)']","[' 30002    (Average', ' 15.59 Max', ' 1593 Sum', ' 471857 Ratio', '  87.42%)']","[' 265      (Average', ' 256.19 Max', ' 437 Sum', '  67891 Ratio', '  12.58%)']", ,[' 58541   '],[' 1866    '],[' 54589   '],[' 17209   '],"[' 44931    (Atom=Atom', ' 13401 Body=Body', ' 7887 Other', ' 23643)']",[' Yes'],"[' 2941     (Eliminated', '    0 Frozen', ' 2941)']","[' 29       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.309549'],[' 0'], ,[' 0.952001'],[' 0'],[' 0.0558162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13146e+06'],[' 1.69397e+06'],[' 0'],[' 4.11786e+07'],[' 0'],[' 0'],[' 518 '],[' 789 '],[' 1124 '],[' 1498 '],[' 1889 '],[' 2141 '],[' 2444 '],[' 2711 '],[' 3022 '],[' 0 '],[' 9 ']
