Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 1253+'],[' 634'],"[' 582.838s (Solving', ' 579.81s 1st Model', ' 2.00s Unsat', ' 5.50s)']",[' 581.594s'], ,[' 35956002'],"[' 20494284 (Analyzed', ' 20448571)']","[' 38647    (Average', ' 529.11 Last', ' 12956)']",[' 1403.1  '],"[' 634      (Average Length', ' 308.60 Splits', ' 0)']","[' 20448571 (Deleted', ' 20178638)']","[' 30       (Ratio', '   0.00%)']","[' 3505     (Ratio', '   0.02%)']","[' 20448571 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20448571 (Average', '  1.70 Max', ' 2076 Sum', ' 34665302)']","[' 20448303 (Average', '  1.69 Max', ' 2076 Sum', ' 34594987 Ratio', '  99.80%)']","[' 268      (Average', ' 262.37 Max', ' 579 Sum', '  70315 Ratio', '   0.20%)']", ,[' 76020   '],[' 3390    '],[' 75882   '],[' 42314   '],"[' 126938   (Atom=Atom', ' 39672 Body=Body', ' 22465 Other', ' 64801)']",[' Yes'],"[' 4002     (Eliminated', '    0 Frozen', ' 4002)']","[' 403      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.693597'],[' 0'], ,[' 458.515'],[' 0'],[' 7.93534'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06294e+08'],[' 5.49029e+07'],[' 0'],[' 6.67364e+10'],[' 0'],[' 0'],[' 751 '],[' 1217 '],[' 1846 '],[' 2598 '],[' 3195 '],[' 3677 '],[' 4316 '],[' 4 '],[' 3 ']
Solving...,TA52, ,[' 1'],[' 1231+'],[' 623'],"[' 733.541s (Solving', ' 730.34s 1st Model', ' 2.82s Unsat', ' 16.09s)']",[' 731.859s'], ,[' 44546141'],"[' 21203171 (Analyzed', ' 21172256)']","[' 40082    (Average', ' 528.22 Last', ' 25006)']",[' 1518.7  '],"[' 623      (Average Length', ' 302.73 Splits', ' 0)']","[' 21172256 (Deleted', ' 20905230)']","[' 36       (Ratio', '   0.00%)']","[' 3884     (Ratio', '   0.02%)']","[' 21172256 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21172256 (Average', '  2.04 Max', ' 2048 Sum', ' 43158058)']","[' 21171968 (Average', '  2.03 Max', ' 2048 Sum', ' 43070384 Ratio', '  99.80%)']","[' 288      (Average', ' 304.42 Max', ' 570 Sum', '  87674 Ratio', '   0.20%)']", ,[' 76961   '],[' 3455    '],[' 76808   '],[' 43544   '],"[' 130628   (Atom=Atom', ' 40837 Body=Body', ' 22530 Other', ' 67261)']",[' Yes'],"[' 4052     (Eliminated', '    0 Frozen', ' 4052)']","[' 578      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.77393'],[' 0'], ,[' 597.317'],[' 0'],[' 9.79526'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23929e+08'],[' 7.06103e+07'],[' 0'],[' 7.92748e+10'],[' 0'],[' 0'],[' 784 '],[' 1369 '],[' 2029 '],[' 2496 '],[' 3229 '],[' 3720 '],[' 4345 '],[' 5 '],[' 2 ']
Solving...,TA53, ,[' 1'],[' 1239+'],[' 627'],"[' 716.336s (Solving', ' 713.17s 1st Model', ' 1.38s Unsat', ' 0.24s)']",[' 715.266s'], ,[' 20201480'],"[' 12567101 (Analyzed', ' 12433600)']","[' 26097    (Average', ' 476.44 Last', ' 232618)']",[' 1479.4  '],"[' 627      (Average Length', ' 300.00 Splits', ' 0)']","[' 12433600 (Deleted', ' 12231409)']","[' 22       (Ratio', '   0.00%)']","[' 2129     (Ratio', '   0.02%)']","[' 12433600 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12433600 (Average', '  1.53 Max', ' 1998 Sum', ' 19060261)']","[' 12433328 (Average', '  1.53 Max', ' 1998 Sum', ' 18968614 Ratio', '  99.52%)']","[' 272      (Average', ' 336.94 Max', ' 552 Sum', '  91647 Ratio', '   0.48%)']", ,[' 74796   '],[' 3274    '],[' 74640   '],[' 41949   '],"[' 125843   (Atom=Atom', ' 39423 Body=Body', ' 22349 Other', ' 64071)']",[' Yes'],"[' 3868     (Eliminated', '    0 Frozen', ' 3868)']","[' 348      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.703272'],[' 0'], ,[' 635.284'],[' 0'],[' 9.33789'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.07054e+07'],[' 3.15023e+07'],[' 0'],[' 1.06535e+11'],[' 0'],[' 0'],[' 596 '],[' 1097 '],[' 1663 '],[' 2290 '],[' 2891 '],[' 3369 '],[' 3934 '],[' 5 '],[' 2 ']
Solving...,TA54, , ,[' 1047'],[' 531'],"[' 755.164s (Solving', ' 752.44s 1st Model', ' 1.26s Unsat', ' 37.84s)']",[' 753.922s'], ,[' 35635679'],"[' 23600101 (Analyzed', ' 23574080)']","[' 47020    (Average', ' 501.36 Last', ' 119343)']",[' 1482.7  '],"[' 531      (Average Length', ' 256.63 Splits', ' 0)']","[' 23574080 (Deleted', ' 23276382)']","[' 54       (Ratio', '   0.00%)']","[' 3254     (Ratio', '   0.01%)']","[' 23574080 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23574080 (Average', '  1.46 Max', ' 2063 Sum', ' 34407681)']","[' 23573780 (Average', '  1.46 Max', ' 2063 Sum', ' 34329290 Ratio', '  99.77%)']","[' 300      (Average', ' 261.30 Max', ' 423 Sum', '  78391 Ratio', '   0.23%)']", ,[' 75928   '],[' 3390    '],[' 75690   '],[' 43049   '],"[' 129143   (Atom=Atom', ' 40407 Body=Body', ' 22465 Other', ' 66271)']",[' Yes'],"[' 3902     (Eliminated', '    0 Frozen', ' 3902)']","[' 480      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.638775'],[' 0'], ,[' 609.647'],[' 0'],[' 9.96308'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05775e+08'],[' 5.13617e+07'],[' 0'],[' 8.71313e+10'],[' 0'],[' 0'],[' 587 '],[' 1220 '],[' 1870 '],[' 2457 '],[' 3062 '],[' 3696 '],[' 4116 '],[' 5 '],[' 2 ']
Solving...,TA55, ,[' 1'],[' 1247+'],[' 631'],"[' 1000.940s (Solving', ' 997.68s 1st Model', ' 1.41s Unsat', ' 0.00s)']",[' 999.500s'], ,[' 53501606'],"[' 34934352 (Analyzed', ' 34904935)']","[' 67305    (Average', ' 518.61 Last', ' 30579)']",[' 1466.8  '],"[' 631      (Average Length', ' 306.75 Splits', ' 0)']","[' 34904935 (Deleted', ' 34402230)']","[' 13       (Ratio', '   0.00%)']","[' 3201     (Ratio', '   0.01%)']","[' 34904935 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 34904935 (Average', '  1.49 Max', ' 2026 Sum', ' 51897890)']","[' 34904619 (Average', '  1.48 Max', ' 2026 Sum', ' 51810539 Ratio', '  99.83%)']","[' 316      (Average', ' 276.43 Max', ' 529 Sum', '  87351 Ratio', '   0.17%)']", ,[' 76016   '],[' 3416    '],[' 75870   '],[' 42093   '],"[' 126275   (Atom=Atom', ' 39425 Body=Body', ' 22491 Other', ' 64359)']",[' Yes'],"[' 4020     (Eliminated', '    0 Frozen', ' 4020)']","[' 502      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.729818'],[' 0'], ,[' 791.713'],[' 0'],[' 12.8441'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53203e+08'],[' 7.19371e+07'],[' 0'],[' 1.10437e+11'],[' 0'],[' 0'],[' 646 '],[' 1211 '],[' 1866 '],[' 2479 '],[' 3087 '],[' 3698 '],[' 4124 '],[' 7 '],[' 0 ']
Solving...,TA56, ,[' 1'],[' 1243+'],[' 629'],"[' 732.831s (Solving', ' 729.83s 1st Model', ' 1.55s Unsat', ' 16.51s)']",[' 730.922s'], ,[' 33037186'],"[' 19612249 (Analyzed', ' 19592571)']","[' 39296    (Average', ' 498.59 Last', ' 31480)']",[' 1464.2  '],"[' 629      (Average Length', ' 306.70 Splits', ' 0)']","[' 19592571 (Deleted', ' 19316944)']","[' 45       (Ratio', '   0.00%)']","[' 3280     (Ratio', '   0.02%)']","[' 19592571 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19592571 (Average', '  1.62 Max', ' 2004 Sum', ' 31794969)']","[' 19592239 (Average', '  1.62 Max', ' 2004 Sum', ' 31698918 Ratio', '  99.70%)']","[' 332      (Average', ' 289.31 Max', ' 544 Sum', '  96051 Ratio', '   0.30%)']", ,[' 75257   '],[' 3361    '],[' 75111   '],[' 42124   '],"[' 126368   (Atom=Atom', ' 39511 Body=Body', ' 22436 Other', ' 64421)']",[' Yes'],"[' 3965     (Eliminated', '    0 Frozen', ' 3965)']","[' 445      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.693858'],[' 0'], ,[' 616.383'],[' 0'],[' 9.00252'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.85284e+07'],[' 5.13356e+07'],[' 0'],[' 9.07754e+10'],[' 0'],[' 0'],[' 695 '],[' 1461 '],[' 1952 '],[' 2510 '],[' 3074 '],[' 3669 '],[' 4194 '],[' 5 '],[' 2 ']
Solving...,TA57, , ,[' 1125'],[' 570'],"[' 621.680s (Solving', ' 618.96s 1st Model', ' 1.44s Unsat', ' 46.97s)']",[' 620.813s'], ,[' 27538290'],"[' 17453750 (Analyzed', ' 17431064)']","[' 35004    (Average', ' 497.97 Last', ' 23144)']",[' 1491.4  '],"[' 570      (Average Length', ' 276.40 Splits', ' 0)']","[' 17431064 (Deleted', ' 17168199)']","[' 49       (Ratio', '   0.00%)']","[' 2700     (Ratio', '   0.02%)']","[' 17431064 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17431064 (Average', '  1.52 Max', ' 1927 Sum', ' 26427983)']","[' 17430662 (Average', '  1.51 Max', ' 1927 Sum', ' 26322215 Ratio', '  99.60%)']","[' 402      (Average', ' 263.10 Max', ' 475 Sum', ' 105768 Ratio', '   0.40%)']", ,[' 75193   '],[' 3370    '],[' 74990   '],[' 42072   '],"[' 126212   (Atom=Atom', ' 39450 Body=Body', ' 22445 Other', ' 64317)']",[' Yes'],"[' 3917     (Eliminated', '    0 Frozen', ' 3917)']","[' 481      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.68729'],[' 0'], ,[' 513.135'],[' 0'],[' 8.04322'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.18766e+07'],[' 4.15793e+07'],[' 0'],[' 7.48887e+10'],[' 0'],[' 0'],[' 685 '],[' 1316 '],[' 1860 '],[' 2527 '],[' 3200 '],[' 3733 '],[' 4154 '],[' 4 '],[' 3 ']
Solving...,TA58, ,[' 1'],[' 1061+'],[' 538'],"[' 1000.907s (Solving', ' 997.69s 1st Model', ' 1.53s Unsat', ' 0.00s)']",[' 999.250s'], ,[' 48261494'],"[' 30299250 (Analyzed', ' 30267963)']","[' 58776    (Average', ' 514.97 Last', ' 116706)']",[' 1565.8  '],"[' 538      (Average Length', ' 263.13 Splits', ' 0)']","[' 30267963 (Deleted', ' 29840211)']","[' 4        (Ratio', '   0.00%)']","[' 3435     (Ratio', '   0.01%)']","[' 30267963 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30267963 (Average', '  1.55 Max', ' 2063 Sum', ' 46792812)']","[' 30267633 (Average', '  1.54 Max', ' 2063 Sum', ' 46713912 Ratio', '  99.83%)']","[' 330      (Average', ' 239.09 Max', ' 407 Sum', '  78900 Ratio', '   0.17%)']", ,[' 76324   '],[' 3466    '],[' 76099   '],[' 42690   '],"[' 128066   (Atom=Atom', ' 39972 Body=Body', ' 22541 Other', ' 65553)']",[' Yes'],"[' 3991     (Eliminated', '    0 Frozen', ' 3991)']","[' 635      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.70203'],[' 0'], ,[' 810.126'],[' 0'],[' 13.3316'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42786e+08'],[' 7.14085e+07'],[' 0'],[' 1.20924e+11'],[' 0'],[' 0'],[' 636 '],[' 1295 '],[' 1894 '],[' 2486 '],[' 3333 '],[' 3993 '],[' 4464 '],[' 7 '],[' 0 ']
Solving...,TA59, ,[' 1'],[' 1045+'],[' 530'],"[' 718.886s (Solving', ' 716.15s 1st Model', ' 1.51s Unsat', ' 0.57s)']",[' 717.406s'], ,[' 41976665'],"[' 27081022 (Analyzed', ' 27063640)']","[' 50630    (Average', ' 534.54 Last', ' 17739)']",[' 1453.5  '],"[' 530      (Average Length', ' 256.75 Splits', ' 0)']","[' 27063640 (Deleted', ' 26694564)']","[' 26       (Ratio', '   0.00%)']","[' 2630     (Ratio', '   0.01%)']","[' 27063640 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27063640 (Average', '  1.50 Max', ' 1932 Sum', ' 40630293)']","[' 27063316 (Average', '  1.50 Max', ' 1932 Sum', ' 40571347 Ratio', '  99.85%)']","[' 324      (Average', ' 181.93 Max', ' 488 Sum', '  58946 Ratio', '   0.15%)']", ,[' 75329   '],[' 3331    '],[' 75087   '],[' 41839   '],"[' 125513   (Atom=Atom', ' 39256 Body=Body', ' 22406 Other', ' 63851)']",[' Yes'],"[' 3839     (Eliminated', '    0 Frozen', ' 3839)']","[' 419      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.643444'],[' 0'], ,[' 560.326'],[' 0'],[' 9.55553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18949e+08'],[' 5.41844e+07'],[' 0'],[' 7.50481e+10'],[' 0'],[' 0'],[' 675 '],[' 1274 '],[' 1892 '],[' 2423 '],[' 2937 '],[' 3334 '],[' 4064 '],[' 5 '],[' 2 ']
Solving...,TA60, , ,[' 1365'],[' 690'],"[' 720.088s (Solving', ' 716.94s 1st Model', ' 2.15s Unsat', ' 2.53s)']",[' 718.984s'], ,[' 41845715'],"[' 22579152 (Analyzed', ' 22552577)']","[' 40679    (Average', ' 554.40 Last', ' 15943)']",[' 1515.6  '],"[' 690      (Average Length', ' 334.13 Splits', ' 0)']","[' 22552577 (Deleted', ' 22260952)']","[' 31       (Ratio', '   0.00%)']","[' 3754     (Ratio', '   0.02%)']","[' 22552577 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22552577 (Average', '  1.79 Max', ' 1920 Sum', ' 40424727)']","[' 22552217 (Average', '  1.79 Max', ' 1920 Sum', ' 40321067 Ratio', '  99.74%)']","[' 360      (Average', ' 287.94 Max', ' 560 Sum', ' 103660 Ratio', '   0.26%)']", ,[' 76010   '],[' 3384    '],[' 75916   '],[' 41918   '],"[' 125750   (Atom=Atom', ' 39282 Body=Body', ' 22459 Other', ' 64009)']",[' Yes'],"[' 4040     (Eliminated', '    0 Frozen', ' 4040)']","[' 592      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.829694'],[' 0'], ,[' 582.674'],[' 0'],[' 9.77094'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24776e+08'],[' 6.89184e+07'],[' 0'],[' 8.45935e+10'],[' 0'],[' 0'],[' 676 '],[' 1226 '],[' 1871 '],[' 2589 '],[' 3269 '],[' 3760 '],[' 4238 '],[' 5 '],[' 2 ']
