Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6301+'],[' 3161'],"[' 613.908s (Solving', ' 567.13s 1st Model', ' 55.02s Unsat', ' 0.00s)']",[' 607.422s'], ,[' 130202701'],"[' 9725051  (Analyzed', ' 9524716)']","[' 20966    (Average', ' 454.29 Last', ' 41162)']",[' 8901.7  '],"[' 3161     (Average Length', ' 1673.24 Splits', ' 0)']","[' 9524716  (Deleted', ' 9389621)']","[' 630      (Ratio', '   0.01%)']","[' 14984    (Ratio', '   0.16%)']","[' 9524716  (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9524716  (Average', ' 11.56 Max', ' 11393 Sum', ' 110094258)']","[' 9521978  (Average', ' 11.20 Max', ' 11393 Sum', ' 106642210 Ratio', '  96.86%)']","[' 2738     (Average', ' 1260.79 Max', ' 2426 Sum', ' 3452048 Ratio', '   3.14%)']", ,[' 324316  '],[' 16379   '],[' 300594  '],[' 134430  '],"[' 308961   (Atom=Atom', ' 87069 Body=Body', ' 60222 Other', ' 161670)']",[' Yes'],"[' 20256    (Eliminated', '    0 Frozen', ' 20256)']","[' 2550     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.56334'],[' 0'], ,[' 284.601'],[' 0'],[' 12.3291'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05182e+08'],[' 1.67352e+08'],[' 0'],[' 1.37217e+10'],[' 0'],[' 0'],[' 906 '],[' 1725 '],[' 2639 '],[' 3030 '],[' 3432 '],[' 4127 '],[' 4827 '],[' 5392 '],[' 5732 '],[' 6265 '],[' 10 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 6907+'],[' 3464'],"[' 613.595s (Solving', ' 567.88s 1st Model', ' 49.87s Unsat', ' 0.00s)']",[' 610.203s'], ,[' 116656479'],"[' 10000933 (Analyzed', ' 9827131)']","[' 22257    (Average', ' 441.53 Last', ' 5126)']",[' 9018.1  '],"[' 3464     (Average Length', ' 1798.04 Splits', ' 0)']","[' 9827131  (Deleted', ' 9679524)']","[' 707      (Ratio', '   0.01%)']","[' 13477    (Ratio', '   0.14%)']","[' 9827131  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9827131  (Average', '  9.58 Max', ' 11547 Sum', ' 94126226)']","[' 9824591  (Average', '  9.26 Max', ' 11547 Sum', ' 90998194 Ratio', '  96.68%)']","[' 2540     (Average', ' 1231.51 Max', ' 2665 Sum', ' 3128032 Ratio', '   3.32%)']", ,[' 321885  '],[' 15768   '],[' 297715  '],[' 132022  '],"[' 303222   (Atom=Atom', ' 85641 Body=Body', ' 58821 Other', ' 158760)']",[' Yes'],"[' 20119    (Eliminated', '    0 Frozen', ' 20119)']","[' 2068     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.37561'],[' 0'], ,[' 301.863'],[' 0'],[' 11.8156'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84264e+08'],[' 1.49032e+08'],[' 0'],[' 1.58879e+10'],[' 0'],[' 0'],[' 690 '],[' 1430 '],[' 1982 '],[' 2587 '],[' 3338 '],[' 3625 '],[' 4337 '],[' 4849 '],[' 5373 '],[' 5972 '],[' 10 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 6957+'],[' 3489'],"[' 612.961s (Solving', ' 567.82s 1st Model', ' 50.15s Unsat', ' 0.00s)']",[' 609.672s'], ,[' 131181579'],"[' 10848042 (Analyzed', ' 10650442)']","[' 23423    (Average', ' 454.70 Last', ' 18372)']",[' 8662.1  '],"[' 3489     (Average Length', ' 1790.04 Splits', ' 0)']","[' 10650442 (Deleted', ' 10501470)']","[' 661      (Ratio', '   0.01%)']","[' 16156    (Ratio', '   0.15%)']","[' 10650442 (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10650442 (Average', ' 10.36 Max', ' 11405 Sum', ' 110355769)']","[' 10647576 (Average', '  9.99 Max', ' 11405 Sum', ' 106433522 Ratio', '  96.45%)']","[' 2866     (Average', ' 1368.54 Max', ' 2666 Sum', ' 3922247 Ratio', '   3.55%)']", ,[' 324669  '],[' 16254   '],[' 300856  '],[' 134588  '],"[' 308522   (Atom=Atom', ' 87080 Body=Body', ' 59989 Other', ' 161453)']",[' Yes'],"[' 20359    (Eliminated', '    0 Frozen', ' 20359)']","[' 3180     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.42428'],[' 0'], ,[' 293.383'],[' 0'],[' 11.5651'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14609e+08'],[' 1.72453e+08'],[' 0'],[' 1.57603e+10'],[' 0'],[' 0'],[' 1054 '],[' 1763 '],[' 2317 '],[' 2962 '],[' 3475 '],[' 3998 '],[' 4473 '],[' 5086 '],[' 5795 '],[' 6374 '],[' 10 '],[' 0 ']
Solving...,TA74, , , , ,[' 6901+'],[' 3461'],"[' 616.453s (Solving', ' 566.68s 1st Model', ' 49.88s Unsat', ' 0.02s)']",[' 614.078s'], ,[' 120011627'],"[' 12437725 (Analyzed', ' 12263047)']","[' 24985    (Average', ' 490.82 Last', ' 63716)']",[' 9024.4  '],"[' 3462     (Average Length', ' 1797.59 Splits', ' 0)']","[' 12263047 (Deleted', ' 12114783)']","[' 660      (Ratio', '   0.01%)']","[' 13915    (Ratio', '   0.11%)']","[' 12263047 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12263047 (Average', '  7.95 Max', ' 11325 Sum', ' 97499578)']","[' 12260435 (Average', '  7.69 Max', ' 11325 Sum', ' 94268154 Ratio', '  96.69%)']","[' 2612     (Average', ' 1237.15 Max', ' 2704 Sum', ' 3231424 Ratio', '   3.31%)']", ,[' 320096  '],[' 15544   '],[' 295996  '],[' 130281  '],"[' 303554   (Atom=Atom', ' 85688 Body=Body', ' 58925 Other', ' 158941)']",[' Yes'],"[' 20136    (Eliminated', '    0 Frozen', ' 20136)']","[' 2464     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.96535'],[' 0'], ,[' 287.776'],[' 0'],[' 11.1173'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.94836e+08'],[' 1.53219e+08'],[' 0'],[' 1.61871e+10'],[' 0'],[' 0'],[' 885 '],[' 1389 '],[' 2050 '],[' 2638 '],[' 3273 '],[' 3724 '],[' 4355 '],[' 4808 '],[' 5405 '],[' 6052 '],[' 10 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 6725+'],[' 3373'],"[' 612.561s (Solving', ' 570.32s 1st Model', ' 48.28s Unsat', ' 0.00s)']",[' 610.359s'], ,[' 127555395'],"[' 10459780 (Analyzed', ' 10240160)']","[' 22650    (Average', ' 452.10 Last', ' 6401)']",[' 8562.7  '],"[' 3373     (Average Length', ' 1759.06 Splits', ' 0)']","[' 10240160 (Deleted', ' 10103740)']","[' 638      (Ratio', '   0.01%)']","[' 15972    (Ratio', '   0.16%)']","[' 10240160 (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10240160 (Average', ' 10.49 Max', ' 11258 Sum', ' 107413104)']","[' 10237535 (Average', ' 10.14 Max', ' 11258 Sum', ' 103855715 Ratio', '  96.69%)']","[' 2625     (Average', ' 1355.20 Max', ' 2680 Sum', ' 3557389 Ratio', '   3.31%)']", ,[' 325074  '],[' 16066   '],[' 300297  '],[' 134077  '],"[' 309114   (Atom=Atom', ' 87210 Body=Body', ' 60154 Other', ' 161750)']",[' Yes'],"[' 20429    (Eliminated', '    0 Frozen', ' 20429)']","[' 2607     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.8102'],[' 0'], ,[' 304.345'],[' 0'],[' 11.4085'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.07677e+08'],[' 1.68014e+08'],[' 0'],[' 1.62047e+10'],[' 0'],[' 0'],[' 904 '],[' 1344 '],[' 2114 '],[' 2839 '],[' 3223 '],[' 3724 '],[' 4189 '],[' 4883 '],[' 5787 '],[' 6207 '],[' 10 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 6335+'],[' 3178'],"[' 611.125s (Solving', ' 573.64s 1st Model', ' 43.65s Unsat', ' 0.00s)']",[' 609.688s'], ,[' 121075009'],"[' 12369981 (Analyzed', ' 12203167)']","[' 25585    (Average', ' 476.97 Last', ' 73031)']",[' 8442.8  '],"[' 3178     (Average Length', ' 1675.44 Splits', ' 0)']","[' 12203167 (Deleted', ' 12046306)']","[' 653      (Ratio', '   0.01%)']","[' 13457    (Ratio', '   0.11%)']","[' 12203167 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12203167 (Average', '  8.35 Max', ' 11557 Sum', ' 101936670)']","[' 12200679 (Average', '  8.10 Max', ' 11557 Sum', ' 98856960 Ratio', '  96.98%)']","[' 2488     (Average', ' 1237.83 Max', ' 2490 Sum', ' 3079710 Ratio', '   3.02%)']", ,[' 321733  '],[' 15777   '],[' 297262  '],[' 131875  '],"[' 304119   (Atom=Atom', ' 85842 Body=Body', ' 59289 Other', ' 158988)']",[' Yes'],"[' 19953    (Eliminated', '    0 Frozen', ' 19953)']","[' 2118     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.93454'],[' 0'], ,[' 325.794'],[' 0'],[' 11.6453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.92184e+08'],[' 1.50774e+08'],[' 0'],[' 1.871e+10'],[' 0'],[' 0'],[' 799 '],[' 1418 '],[' 2068 '],[' 2669 '],[' 3169 '],[' 3769 '],[' 4385 '],[' 4804 '],[' 5633 '],[' 6165 '],[' 10 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 6805+'],[' 3413'],"[' 613.349s (Solving', ' 572.51s 1st Model', ' 46.80s Unsat', ' 0.00s)']",[' 611.969s'], ,[' 129349885'],"[' 13116086 (Analyzed', ' 12881943)']","[' 26112    (Average', ' 493.33 Last', ' 6507)']",[' 8843.3  '],"[' 3413     (Average Length', ' 1771.61 Splits', ' 0)']","[' 12881943 (Deleted', ' 12726961)']","[' 635      (Ratio', '   0.00%)']","[' 14780    (Ratio', '   0.11%)']","[' 12881943 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12881943 (Average', '  8.35 Max', ' 11637 Sum', ' 107550245)']","[' 12879499 (Average', '  8.10 Max', ' 11637 Sum', ' 104397560 Ratio', '  97.07%)']","[' 2444     (Average', ' 1289.97 Max', ' 2646 Sum', ' 3152685 Ratio', '   2.93%)']", ,[' 320450  '],[' 15635   '],[' 296459  '],[' 130715  '],"[' 302351   (Atom=Atom', ' 85398 Body=Body', ' 58700 Other', ' 158253)']",[' Yes'],"[' 19976    (Eliminated', '    0 Frozen', ' 19976)']","[' 2176     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.82598'],[' 0'], ,[' 303.715'],[' 0'],[' 11.1215'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.08068e+08'],[' 1.63365e+08'],[' 0'],[' 1.74747e+10'],[' 0'],[' 0'],[' 892 '],[' 1509 '],[' 2170 '],[' 2750 '],[' 3125 '],[' 3872 '],[' 4115 '],[' 4979 '],[' 5349 '],[' 5976 '],[' 10 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 7479+'],[' 3750'],"[' 613.751s (Solving', ' 567.71s 1st Model', ' 52.35s Unsat', ' 0.00s)']",[' 611.938s'], ,[' 121721577'],"[' 11459458 (Analyzed', ' 11224595)']","[' 24240    (Average', ' 463.06 Last', ' 53841)']",[' 9149.8  '],"[' 3750     (Average Length', ' 1905.74 Splits', ' 0)']","[' 11224595 (Deleted', ' 11061370)']","[' 577      (Ratio', '   0.01%)']","[' 13954    (Ratio', '   0.12%)']","[' 11224595 (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11224595 (Average', '  8.66 Max', ' 11690 Sum', ' 97246467)']","[' 11222240 (Average', '  8.36 Max', ' 11690 Sum', ' 93881287 Ratio', '  96.54%)']","[' 2355     (Average', ' 1428.95 Max', ' 2803 Sum', ' 3365180 Ratio', '   3.46%)']", ,[' 321671  '],[' 15772   '],[' 297991  '],[' 132036  '],"[' 305223   (Atom=Atom', ' 86244 Body=Body', ' 59064 Other', ' 159915)']",[' Yes'],"[' 20326    (Eliminated', '    0 Frozen', ' 20326)']","[' 1957     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.7347'],[' 0'], ,[' 287.709'],[' 0'],[' 11.074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95366e+08'],[' 1.5593e+08'],[' 0'],[' 1.55427e+10'],[' 0'],[' 0'],[' 779 '],[' 1565 '],[' 2069 '],[' 2710 '],[' 3272 '],[' 3697 '],[' 4560 '],[' 4958 '],[' 5556 '],[' 6102 '],[' 10 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7207+'],[' 3614'],"[' 613.042s (Solving', ' 568.58s 1st Model', ' 49.18s Unsat', ' 0.00s)']",[' 611.281s'], ,[' 123152821'],"[' 11104246 (Analyzed', ' 10859742)']","[' 24222    (Average', ' 448.34 Last', ' 43005)']",[' 9265.8  '],"[' 3614     (Average Length', ' 1852.94 Splits', ' 0)']","[' 10859742 (Deleted', ' 10718264)']","[' 423      (Ratio', '   0.00%)']","[' 12429    (Ratio', '   0.11%)']","[' 10859742 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10859742 (Average', '  9.12 Max', ' 11672 Sum', ' 98988695)']","[' 10857500 (Average', '  8.80 Max', ' 11672 Sum', ' 95614435 Ratio', '  96.59%)']","[' 2242     (Average', ' 1505.02 Max', ' 2805 Sum', ' 3374260 Ratio', '   3.41%)']", ,[' 321494  '],[' 15632   '],[' 297250  '],[' 131400  '],"[' 304549   (Atom=Atom', ' 86005 Body=Body', ' 59047 Other', ' 159497)']",[' Yes'],"[' 20243    (Eliminated', '    0 Frozen', ' 20243)']","[' 1916     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.38993'],[' 0'], ,[' 302.777'],[' 0'],[' 11.9232'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91774e+08'],[' 1.53802e+08'],[' 0'],[' 1.69525e+10'],[' 0'],[' 0'],[' 797 '],[' 1424 '],[' 2036 '],[' 2576 '],[' 3198 '],[' 3657 '],[' 4123 '],[' 4779 '],[' 5388 '],[' 5927 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 6663+'],[' 3342'],"[' 611.793s (Solving', ' 571.39s 1st Model', ' 45.60s Unsat', ' 0.00s)']",[' 610.281s'], ,[' 118573921'],"[' 10959081 (Analyzed', ' 10766067)']","[' 23200    (Average', ' 464.05 Last', ' 41640)']",[' 8756.8  '],"[' 3342     (Average Length', ' 1722.94 Splits', ' 0)']","[' 10766067 (Deleted', ' 10627091)']","[' 571      (Ratio', '   0.01%)']","[' 13085    (Ratio', '   0.12%)']","[' 10766067 (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10766067 (Average', '  9.03 Max', ' 11921 Sum', ' 97207598)']","[' 10763607 (Average', '  8.76 Max', ' 11921 Sum', ' 94360746 Ratio', '  97.07%)']","[' 2460     (Average', ' 1157.26 Max', ' 2573 Sum', ' 2846852 Ratio', '   2.93%)']", ,[' 323571  '],[' 16151   '],[' 299524  '],[' 133554  '],"[' 307650   (Atom=Atom', ' 86760 Body=Body', ' 59893 Other', ' 160997)']",[' Yes'],"[' 20246    (Eliminated', '    0 Frozen', ' 20246)']","[' 2009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.6459'],[' 0'], ,[' 317.639'],[' 0'],[' 11.9772'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.909e+08'],[' 1.52858e+08'],[' 0'],[' 1.79725e+10'],[' 0'],[' 0'],[' 1014 '],[' 1562 '],[' 2208 '],[' 2650 '],[' 3124 '],[' 3711 '],[' 4442 '],[' 4730 '],[' 5350 '],[' 5953 '],[' 10 '],[' 0 ']
