Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA51,[' 3679+'],[' 1843'],"[' 602.194s (Solving', ' 593.88s 1st Model', ' 323.17s Unsat', ' 0.00s)']",[' 600.703s'], ,[' 242098939'],"[' 8872445  (Analyzed', ' 8575288)']","[' 20819    (Average', ' 411.90 Last', ' 1128595)']",[' 3423.1  '],"[' 1843     (Average Length', ' 969.98 Splits', ' 0)']","[' 8575288  (Deleted', ' 8482252)']","[' 357      (Ratio', '   0.00%)']","[' 35432    (Ratio', '   0.41%)']","[' 8575288  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8575288  (Average', ' 27.66 Max', ' 3209 Sum', ' 237203245)']","[' 8574764  (Average', ' 27.60 Max', ' 3117 Sum', ' 236692544 Ratio', '  99.78%)']","[' 524      (Average', ' 974.62 Max', ' 1163 Sum', ' 510701 Ratio', '   0.22%)']", ,[' 92168   '],[' 5938    '],[' 85998   '],[' 38915   '],"[' 114453   (Atom=Atom', ' 29854 Body=Body', ' 19844 Other', ' 64755)']",[' Yes'],"[' 7878     (Eliminated', '    0 Frozen', ' 7878)']","[' 5379     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77897'],[' 0'], ,[' 293.112'],[' 0'],[' 17.2273'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.8511e+08'],[' 6.50445e+08'],[' 0'],[' 1.57461e+10'],[' 0'],[' 0'],[' 1115 '],[' 2080 '],[' 2973 '],[' 3 '],[' 0 ']
UNKNOWN,TA52,[' 3455+'],[' 1731'],"[' 601.840s (Solving', ' 593.85s 1st Model', ' 235.22s Unsat', ' 0.00s)']",[' 600.844s'], ,[' 225849455'],"[' 9810991  (Analyzed', ' 9448936)']","[' 19824    (Average', ' 476.64 Last', ' 346361)']",[' 3565.9  '],"[' 1731     (Average Length', ' 913.41 Splits', ' 0)']","[' 9448936  (Deleted', ' 9352824)']","[' 332      (Ratio', '   0.00%)']","[' 35754    (Ratio', '   0.38%)']","[' 9448936  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9448936  (Average', ' 23.35 Max', ' 3126 Sum', ' 220594031)']","[' 9448354  (Average', ' 23.29 Max', ' 3126 Sum', ' 220112065 Ratio', '  99.78%)']","[' 582      (Average', ' 828.12 Max', ' 989 Sum', ' 481966 Ratio', '   0.22%)']", ,[' 92354   '],[' 5991    '],[' 86073   '],[' 39033   '],"[' 114937   (Atom=Atom', ' 29954 Body=Body', ' 20003 Other', ' 64980)']",[' Yes'],"[' 7832     (Eliminated', '    0 Frozen', ' 7832)']","[' 5171     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77077'],[' 0'], ,[' 297.201'],[' 0'],[' 16.6684'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.48223e+08'],[' 6.14788e+08'],[' 0'],[' 1.53744e+10'],[' 0'],[' 0'],[' 1193 '],[' 2120 '],[' 3029 '],[' 3 '],[' 0 ']
UNKNOWN,TA53,[' 3653+'],[' 1830'],"[' 602.340s (Solving', ' 593.77s 1st Model', ' 140.99s Unsat', ' 0.00s)']",[' 600.953s'], ,[' 209353166'],"[' 11643375 (Analyzed', ' 11290001)']","[' 23651    (Average', ' 477.36 Last', ' 694148)']",[' 3596.4  '],"[' 1830     (Average Length', ' 957.24 Splits', ' 0)']","[' 11290001 (Deleted', ' 11148686)']","[' 308      (Ratio', '   0.00%)']","[' 32116    (Ratio', '   0.28%)']","[' 11290001 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11290001 (Average', ' 18.07 Max', ' 3411 Sum', ' 204033057)']","[' 11289476 (Average', ' 18.03 Max', ' 3277 Sum', ' 203535206 Ratio', '  99.76%)']","[' 525      (Average', ' 948.29 Max', ' 1099 Sum', ' 497851 Ratio', '   0.24%)']", ,[' 92646   '],[' 6023    '],[' 86436   '],[' 39282   '],"[' 115682   (Atom=Atom', ' 30181 Body=Body', ' 20099 Other', ' 65402)']",[' Yes'],"[' 7952     (Eliminated', '    0 Frozen', ' 7952)']","[' 4968     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.80532'],[' 0'], ,[' 327.813'],[' 0'],[' 15.8927'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.27262e+08'],[' 5.08436e+08'],[' 0'],[' 1.80501e+10'],[' 0'],[' 0'],[' 1069 '],[' 2022 '],[' 2930 '],[' 3 '],[' 0 ']
UNKNOWN,TA54,[' 3599+'],[' 1803'],"[' 601.888s (Solving', ' 593.87s 1st Model', ' 323.16s Unsat', ' 0.00s)']",[' 599.625s'], ,[' 238491832'],"[' 9869680  (Analyzed', ' 9475579)']","[' 20991    (Average', ' 451.41 Last', ' 435697)']",[' 3478.3  '],"[' 1803     (Average Length', ' 959.78 Splits', ' 0)']","[' 9475579  (Deleted', ' 9372354)']","[' 297      (Ratio', '   0.00%)']","[' 36057    (Ratio', '   0.38%)']","[' 9475579  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9475579  (Average', ' 24.64 Max', ' 3186 Sum', ' 233453167)']","[' 9475029  (Average', ' 24.58 Max', ' 3186 Sum', ' 232950802 Ratio', '  99.78%)']","[' 550      (Average', ' 913.39 Max', ' 1116 Sum', ' 502365 Ratio', '   0.22%)']", ,[' 92338   '],[' 6008    '],[' 86093   '],[' 39175   '],"[' 115371   (Atom=Atom', ' 30094 Body=Body', ' 20054 Other', ' 65223)']",[' Yes'],"[' 7907     (Eliminated', '    0 Frozen', ' 7907)']","[' 5230     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.79755'],[' 0'], ,[' 291.865'],[' 0'],[' 16.9772'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.60948e+08'],[' 6.23321e+08'],[' 0'],[' 1.49671e+10'],[' 0'],[' 0'],[' 1134 '],[' 2042 '],[' 2965 '],[' 3 '],[' 0 ']
UNKNOWN,TA55,[' 3401+'],[' 1704'],"[' 602.114s (Solving', ' 594.52s 1st Model', ' 345.74s Unsat', ' 0.00s)']",[' 600.391s'], ,[' 232499337'],"[' 9126314  (Analyzed', ' 8803405)']","[' 20739    (Average', ' 424.49 Last', ' 669194)']",[' 3471.7  '],"[' 1704     (Average Length', ' 903.47 Splits', ' 0)']","[' 8803405  (Deleted', ' 8711214)']","[' 426      (Ratio', '   0.00%)']","[' 34878    (Ratio', '   0.40%)']","[' 8803405  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8803405  (Average', ' 25.86 Max', ' 3424 Sum', ' 227616027)']","[' 8802834  (Average', ' 25.80 Max', ' 3178 Sum', ' 227096641 Ratio', '  99.77%)']","[' 571      (Average', ' 909.61 Max', ' 1046 Sum', ' 519386 Ratio', '   0.23%)']", ,[' 92297   '],[' 5996    '],[' 86007   '],[' 39021   '],"[' 114938   (Atom=Atom', ' 29947 Body=Body', ' 20018 Other', ' 64973)']",[' Yes'],"[' 7830     (Eliminated', '    0 Frozen', ' 7830)']","[' 5054     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.72344'],[' 0'], ,[' 296.508'],[' 0'],[' 16.7048'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.7246e+08'],[' 6.38363e+08'],[' 0'],[' 1.52955e+10'],[' 0'],[' 0'],[' 1054 '],[' 2072 '],[' 3007 '],[' 3 '],[' 0 ']
UNKNOWN,TA56,[' 3213+'],[' 1610'],"[' 602.334s (Solving', ' 594.43s 1st Model', ' 178.91s Unsat', ' 0.00s)']",[' 601.000s'], ,[' 216401780'],"[' 12514051 (Analyzed', ' 12080061)']","[' 24453    (Average', ' 494.01 Last', ' 310886)']",[' 3563.4  '],"[' 1610     (Average Length', ' 858.67 Splits', ' 0)']","[' 12080061 (Deleted', ' 11953393)']","[' 308      (Ratio', '   0.00%)']","[' 32293    (Ratio', '   0.27%)']","[' 12080061 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12080061 (Average', ' 17.50 Max', ' 3334 Sum', ' 211378649)']","[' 12079461 (Average', ' 17.46 Max', ' 3334 Sum', ' 210902149 Ratio', '  99.77%)']","[' 600      (Average', ' 794.17 Max', ' 939 Sum', ' 476500 Ratio', '   0.23%)']", ,[' 91908   '],[' 5966    '],[' 85491   '],[' 38801   '],"[' 114190   (Atom=Atom', ' 29733 Body=Body', ' 19928 Other', ' 64529)']",[' Yes'],"[' 7682     (Eliminated', '    0 Frozen', ' 7682)']","[' 4515     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.71159'],[' 0'], ,[' 330.095'],[' 0'],[' 16.5915'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.15132e+08'],[' 4.97876e+08'],[' 0'],[' 1.86482e+10'],[' 0'],[' 0'],[' 1193 '],[' 2268 '],[' 3166 '],[' 3 '],[' 0 ']
UNKNOWN,TA57,[' 3465+'],[' 1736'],"[' 602.251s (Solving', ' 594.11s 1st Model', ' 271.33s Unsat', ' 0.00s)']",[' 600.484s'], ,[' 242397562'],"[' 8723652  (Analyzed', ' 8336012)']","[' 18540    (Average', ' 449.62 Last', ' 499012)']",[' 3558.3  '],"[' 1736     (Average Length', ' 920.49 Splits', ' 0)']","[' 8336012  (Deleted', ' 8251974)']","[' 358      (Ratio', '   0.00%)']","[' 34517    (Ratio', '   0.41%)']","[' 8336012  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8336012  (Average', ' 28.46 Max', ' 3244 Sum', ' 237227121)']","[' 8335502  (Average', ' 28.41 Max', ' 3244 Sum', ' 236785081 Ratio', '  99.81%)']","[' 510      (Average', ' 866.75 Max', ' 1028 Sum', ' 442040 Ratio', '   0.19%)']", ,[' 92323   '],[' 5988    '],[' 86043   '],[' 39040   '],"[' 114882   (Atom=Atom', ' 29947 Body=Body', ' 19994 Other', ' 64941)']",[' Yes'],"[' 7840     (Eliminated', '    0 Frozen', ' 7840)']","[' 5017     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74298'],[' 0'], ,[' 286.338'],[' 0'],[' 16.7964'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.09196e+08'],[' 6.6926e+08'],[' 0'],[' 1.45443e+10'],[' 0'],[' 0'],[' 1264 '],[' 2219 '],[' 3145 '],[' 3 '],[' 0 ']
UNKNOWN,TA58,[' 3617+'],[' 1812'],"[' 601.827s (Solving', ' 593.46s 1st Model', ' 71.86s Unsat', ' 0.00s)']",[' 600.703s'], ,[' 234848375'],"[' 10622830 (Analyzed', ' 10333434)']","[' 19654    (Average', ' 525.77 Last', ' 247463)']",[' 3567.4  '],"[' 1812     (Average Length', ' 937.04 Splits', ' 0)']","[' 10333434 (Deleted', ' 10219682)']","[' 325      (Ratio', '   0.00%)']","[' 34544    (Ratio', '   0.33%)']","[' 10333434 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10333434 (Average', ' 22.22 Max', ' 3323 Sum', ' 229633346)']","[' 10332936 (Average', ' 22.18 Max', ' 3259 Sum', ' 229166150 Ratio', '  99.80%)']","[' 498      (Average', ' 938.14 Max', ' 1073 Sum', ' 467196 Ratio', '   0.20%)']", ,[' 92564   '],[' 6004    '],[' 86274   '],[' 39233   '],"[' 115402   (Atom=Atom', ' 30087 Body=Body', ' 20042 Other', ' 65273)']",[' Yes'],"[' 7871     (Eliminated', '    0 Frozen', ' 7871)']","[' 5002     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.79246'],[' 0'], ,[' 301.062'],[' 0'],[' 16.6771'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.24558e+08'],[' 5.98342e+08'],[' 0'],[' 1.57684e+10'],[' 0'],[' 0'],[' 1180 '],[' 2193 '],[' 3161 '],[' 3 '],[' 0 ']
UNKNOWN,TA59,[' 3289+'],[' 1648'],"[' 601.737s (Solving', ' 593.89s 1st Model', ' 166.97s Unsat', ' 0.00s)']",[' 599.781s'], ,[' 217363017'],"[' 10777410 (Analyzed', ' 10464607)']","[' 20783    (Average', ' 503.52 Last', ' 301037)']",[' 3462.5  '],"[' 1648     (Average Length', ' 872.35 Splits', ' 0)']","[' 10464607 (Deleted', ' 10345789)']","[' 272      (Ratio', '   0.00%)']","[' 33921    (Ratio', '   0.32%)']","[' 10464607 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10464607 (Average', ' 20.32 Max', ' 3320 Sum', ' 212606414)']","[' 10464070 (Average', ' 20.27 Max', ' 3147 Sum', ' 212157432 Ratio', '  99.79%)']","[' 537      (Average', ' 836.09 Max', ' 1730 Sum', ' 448982 Ratio', '   0.21%)']", ,[' 92202   '],[' 5982    '],[' 85876   '],[' 38905   '],"[' 114568   (Atom=Atom', ' 29835 Body=Body', ' 19976 Other', ' 64757)']",[' Yes'],"[' 7772     (Eliminated', '    0 Frozen', ' 7772)']","[' 5170     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68784'],[' 0'], ,[' 311.275'],[' 0'],[' 16.624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.90764e+08'],[' 5.68485e+08'],[' 0'],[' 1.64805e+10'],[' 0'],[' 0'],[' 1019 '],[' 2029 '],[' 2971 '],[' 3 '],[' 0 ']
UNKNOWN,TA60,[' 3835+'],[' 1921'],"[' 602.037s (Solving', ' 593.26s 1st Model', ' 398.00s Unsat', ' 0.00s)']",[' 600.500s'], ,[' 263180580'],"[' 6608716  (Analyzed', ' 6358440)']","[' 16692    (Average', ' 380.93 Last', ' 432947)']",[' 3450.2  '],"[' 1921     (Average Length', ' 991.52 Splits', ' 0)']","[' 6358440  (Deleted', ' 6289209)']","[' 318      (Ratio', '   0.01%)']","[' 35705    (Ratio', '   0.56%)']","[' 6358440  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6358440  (Average', ' 40.61 Max', ' 3357 Sum', ' 258191568)']","[' 6357919  (Average', ' 40.52 Max', ' 3233 Sum', ' 257658058 Ratio', '  99.79%)']","[' 521      (Average', ' 1024.01 Max', ' 1176 Sum', ' 533510 Ratio', '   0.21%)']", ,[' 92395   '],[' 5954    '],[' 86290   '],[' 39074   '],"[' 114945   (Atom=Atom', ' 29996 Body=Body', ' 19892 Other', ' 65057)']",[' Yes'],"[' 7963     (Eliminated', '    0 Frozen', ' 7963)']","[' 5195     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.87841'],[' 0'], ,[' 264.843'],[' 0'],[' 17.4472'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.05891e+08'],[' 7.55492e+08'],[' 0'],[' 1.27643e+10'],[' 0'],[' 0'],[' 1022 '],[' 1987 '],[' 2887 '],[' 3 '],[' 0 ']
