Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA53_Clus(1), , , , ,[' 1'],[' 4453+'],[' 2230'],"[' 602.003s (Solving', ' 592.82s 1st Model', ' 185.00s Unsat', ' 0.00s)']",[' 600.516s'], ,[' 212513077'],"[' 10472532 (Analyzed', ' 9727364)']","[' 20438    (Average', ' 475.95 Last', ' 932309)']",[' 3964.1  '],"[' 2230     (Average Length', ' 1151.42 Splits', ' 0)']","[' 9727364  (Deleted', ' 9656365)']","[' 686      (Ratio', '   0.01%)']","[' 21502    (Ratio', '   0.22%)']","[' 9727364  (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9727364  (Average', ' 21.12 Max', ' 3919 Sum', ' 205449739)']","[' 9726974  (Average', ' 21.07 Max', ' 3831 Sum', ' 204972152 Ratio', '  99.77%)']","[' 390      (Average', ' 1224.58 Max', ' 1490 Sum', ' 477587 Ratio', '   0.23%)']", ,[' 92731   '],[' 5945    '],[' 86984   '],[' 39334   '],"[' 115651   (Atom=Atom', ' 30255 Body=Body', ' 19857 Other', ' 65539)']",[' Yes'],"[' 8248     (Eliminated', '    0 Frozen', ' 8248)']","[' 3071     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.91638'],[' 0'], ,[' 322.979'],[' 0'],[' 16.202'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.23103e+08'],[' 5.94883e+08'],[' 0'],[' 1.70985e+10'],[' 0'],[' 0'],[' 1100 '],[' 2179 '],[' 3382 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(10), , , , ,[' 1'],[' 3871+'],[' 1939'],"[' 601.999s (Solving', ' 593.18s 1st Model', ' 74.71s Unsat', ' 0.00s)']",[' 600.875s'], ,[' 232073243'],"[' 10210599 (Analyzed', ' 9633184)']","[' 18087    (Average', ' 532.60 Last', ' 271654)']",[' 3817.1  '],"[' 1939     (Average Length', ' 1017.17 Splits', ' 0)']","[' 9633184  (Deleted', ' 9522901)']","[' 551      (Ratio', '   0.01%)']","[' 31227    (Ratio', '   0.32%)']","[' 9633184  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9633184  (Average', ' 23.46 Max', ' 3513 Sum', ' 225971042)']","[' 9632699  (Average', ' 23.41 Max', ' 3513 Sum', ' 225495614 Ratio', '  99.79%)']","[' 485      (Average', ' 980.26 Max', ' 1158 Sum', ' 475428 Ratio', '   0.21%)']", ,[' 92570   '],[' 5971    '],[' 86569   '],[' 39131   '],"[' 115170   (Atom=Atom', ' 30068 Body=Body', ' 19935 Other', ' 65167)']",[' Yes'],"[' 8012     (Eliminated', '    0 Frozen', ' 8012)']","[' 4480     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.82848'],[' 0'], ,[' 305.158'],[' 0'],[' 16.8863'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.4882e+08'],[' 6.24288e+08'],[' 0'],[' 1.66935e+10'],[' 0'],[' 0'],[' 1112 '],[' 2126 '],[' 3373 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(11), , , , ,[' 1'],[' 3691+'],[' 1849'],"[' 601.697s (Solving', ' 593.53s 1st Model', ' 40.22s Unsat', ' 0.00s)']",[' 600.453s'], ,[' 232533748'],"[' 10678963 (Analyzed', ' 10154344)']","[' 19103    (Average', ' 531.56 Last', ' 140366)']",[' 3790.6  '],"[' 1849     (Average Length', ' 976.41 Splits', ' 0)']","[' 10154344 (Deleted', ' 10045184)']","[' 638      (Ratio', '   0.01%)']","[' 32345    (Ratio', '   0.32%)']","[' 10154344 (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10154344 (Average', ' 22.31 Max', ' 3457 Sum', ' 226571819)']","[' 10153870 (Average', ' 22.27 Max', ' 3457 Sum', ' 226121276 Ratio', '  99.80%)']","[' 474      (Average', ' 950.51 Max', ' 1137 Sum', ' 450543 Ratio', '   0.20%)']", ,[' 92773   '],[' 6013    '],[' 86676   '],[' 39247   '],"[' 115546   (Atom=Atom', ' 30146 Body=Body', ' 20061 Other', ' 65339)']",[' Yes'],"[' 7977     (Eliminated', '    0 Frozen', ' 7977)']","[' 4440     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.71485'],[' 0'], ,[' 318.954'],[' 0'],[' 16.774'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.95944e+08'],[' 5.79838e+08'],[' 0'],[' 1.80225e+10'],[' 0'],[' 0'],[' 1255 '],[' 2431 '],[' 3585 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(12), , , , ,[' 1'],[' 4203+'],[' 2105'],"[' 602.444s (Solving', ' 592.85s 1st Model', ' 139.02s Unsat', ' 0.00s)']",[' 601.047s'], ,[' 215076008'],"[' 9717731  (Analyzed', ' 9147851)']","[' 18766    (Average', ' 487.47 Last', ' 280375)']",[' 3893.3  '],"[' 2105     (Average Length', ' 1096.50 Splits', ' 0)']","[' 9147851  (Deleted', ' 9071778)']","[' 498      (Ratio', '   0.01%)']","[' 24824    (Ratio', '   0.27%)']","[' 9147851  (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9147851  (Average', ' 22.81 Max', ' 3748 Sum', ' 208636612)']","[' 9147370  (Average', ' 22.75 Max', ' 3748 Sum', ' 208121227 Ratio', '  99.75%)']","[' 481      (Average', ' 1071.49 Max', ' 1645 Sum', ' 515385 Ratio', '   0.25%)']", ,[' 92454   '],[' 5926    '],[' 86620   '],[' 39083   '],"[' 114954   (Atom=Atom', ' 30054 Body=Body', ' 19800 Other', ' 65100)']",[' Yes'],"[' 8117     (Eliminated', '    0 Frozen', ' 8117)']","[' 3522     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89635'],[' 0'], ,[' 313.531'],[' 0'],[' 16.406'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.50916e+08'],[' 6.20373e+08'],[' 0'],[' 1.73502e+10'],[' 0'],[' 0'],[' 1045 '],[' 2144 '],[' 3143 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(13), , , , ,[' 1'],[' 3715+'],[' 1861'],"[' 601.833s (Solving', ' 593.94s 1st Model', ' 16.83s Unsat', ' 0.00s)']",[' 600.234s'], ,[' 220692415'],"[' 10110575 (Analyzed', ' 9742098)']","[' 18186    (Average', ' 535.69 Last', ' 63774)']",[' 3699.1  '],"[' 1861     (Average Length', ' 968.25 Splits', ' 0)']","[' 9742098  (Deleted', ' 9641218)']","[' 501      (Ratio', '   0.01%)']","[' 27630    (Ratio', '   0.28%)']","[' 9742098  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9742098  (Average', ' 22.10 Max', ' 3589 Sum', ' 215265594)']","[' 9741600  (Average', ' 22.04 Max', ' 3589 Sum', ' 214740936 Ratio', '  99.76%)']","[' 498      (Average', ' 1053.53 Max', ' 1163 Sum', ' 524658 Ratio', '   0.24%)']", ,[' 92854   '],[' 6030    '],[' 86794   '],[' 39299   '],"[' 115828   (Atom=Atom', ' 30226 Body=Body', ' 20112 Other', ' 65490)']",[' Yes'],"[' 8017     (Eliminated', '    0 Frozen', ' 8017)']","[' 4263     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68978'],[' 0'], ,[' 329.517'],[' 0'],[' 17.0039'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.6701e+08'],[' 5.55725e+08'],[' 0'],[' 1.94043e+10'],[' 0'],[' 0'],[' 1085 '],[' 2272 '],[' 3427 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(14), , , , ,[' 1'],[' 3471+'],[' 1739'],"[' 601.984s (Solving', ' 594.11s 1st Model', ' 26.45s Unsat', ' 0.00s)']",[' 600.859s'], ,[' 223484489'],"[' 12089399 (Analyzed', ' 11633483)']","[' 20764    (Average', ' 560.27 Last', ' 123575)']",[' 3808.3  '],"[' 1739     (Average Length', ' 923.05 Splits', ' 0)']","[' 11633483 (Deleted', ' 11519312)']","[' 632      (Ratio', '   0.01%)']","[' 27624    (Ratio', '   0.24%)']","[' 11633483 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11633483 (Average', ' 18.72 Max', ' 3615 Sum', ' 217766037)']","[' 11633047 (Average', ' 18.69 Max', ' 3615 Sum', ' 217374924 Ratio', '  99.82%)']","[' 436      (Average', ' 897.05 Max', ' 1040 Sum', ' 391113 Ratio', '   0.18%)']", ,[' 92228   '],[' 5945    '],[' 86083   '],[' 38823   '],"[' 114160   (Atom=Atom', ' 29764 Body=Body', ' 19857 Other', ' 64539)']",[' Yes'],"[' 7840     (Eliminated', '    0 Frozen', ' 7840)']","[' 3953     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64143'],[' 0'], ,[' 324.331'],[' 0'],[' 16.7735'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.63567e+08'],[' 5.44745e+08'],[' 0'],[' 1.80409e+10'],[' 0'],[' 0'],[' 1246 '],[' 2349 '],[' 3524 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(15), , , , ,[' 1'],[' 3849+'],[' 1928'],"[' 602.066s (Solving', ' 594.13s 1st Model', ' 38.94s Unsat', ' 0.00s)']",[' 600.609s'], ,[' 236542109'],"[' 9437777  (Analyzed', ' 8988461)']","[' 17411    (Average', ' 516.25 Last', ' 87870)']",[' 3683.5  '],"[' 1928     (Average Length', ' 1010.98 Splits', ' 0)']","[' 8988461  (Deleted', ' 8906821)']","[' 603      (Ratio', '   0.01%)']","[' 29233    (Ratio', '   0.33%)']","[' 8988461  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8988461  (Average', ' 25.70 Max', ' 3656 Sum', ' 230966359)']","[' 8987994  (Average', ' 25.64 Max', ' 3561 Sum', ' 230433897 Ratio', '  99.77%)']","[' 467      (Average', ' 1140.18 Max', ' 1316 Sum', ' 532462 Ratio', '   0.23%)']", ,[' 92816   '],[' 6009    '],[' 86786   '],[' 39290   '],"[' 115705   (Atom=Atom', ' 30209 Body=Body', ' 20049 Other', ' 65447)']",[' Yes'],"[' 8030     (Eliminated', '    0 Frozen', ' 8030)']","[' 4212     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6846'],[' 0'], ,[' 308.581'],[' 0'],[' 16.8759'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.7247e+08'],[' 6.48699e+08'],[' 0'],[' 1.63541e+10'],[' 0'],[' 0'],[' 1083 '],[' 2252 '],[' 3380 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(2), , , , ,[' 1'],[' 3419+'],[' 1713'],"[' 602.266s (Solving', ' 594.85s 1st Model', ' 129.00s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 202841347'],"[' 11930491 (Analyzed', ' 11440481)']","[' 22819    (Average', ' 501.36 Last', ' 893551)']",[' 3692.6  '],"[' 1713     (Average Length', ' 901.30 Splits', ' 0)']","[' 11440481 (Deleted', ' 11343338)']","[' 645      (Ratio', '   0.01%)']","[' 21768    (Ratio', '   0.19%)']","[' 11440481 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11440481 (Average', ' 17.26 Max', ' 3956 Sum', ' 197486789)']","[' 11440039 (Average', ' 17.22 Max', ' 3956 Sum', ' 197003185 Ratio', '  99.76%)']","[' 442      (Average', ' 1094.13 Max', ' 1312 Sum', ' 483604 Ratio', '   0.24%)']", ,[' 92388   '],[' 5975    '],[' 86195   '],[' 38933   '],"[' 114550   (Atom=Atom', ' 29858 Body=Body', ' 19947 Other', ' 64745)']",[' Yes'],"[' 7830     (Eliminated', '    0 Frozen', ' 7830)']","[' 3036     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46726'],[' 0'], ,[' 342.406'],[' 0'],[' 16.4427'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.16905e+08'],[' 5.03128e+08'],[' 0'],[' 1.96965e+10'],[' 0'],[' 0'],[' 1067 '],[' 2363 '],[' 3585 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(3), , , , ,[' 1'],[' 4239+'],[' 2123'],"[' 602.491s (Solving', ' 592.51s 1st Model', ' 299.47s Unsat', ' 0.00s)']",[' 600.844s'], ,[' 208222613'],"[' 10879436 (Analyzed', ' 10201652)']","[' 23383    (Average', ' 436.28 Last', ' 1575183)']",[' 4006.7  '],"[' 2123     (Average Length', ' 1100.66 Splits', ' 0)']","[' 10201652 (Deleted', ' 10138392)']","[' 654      (Ratio', '   0.01%)']","[' 20390    (Ratio', '   0.20%)']","[' 10201652 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10201652 (Average', ' 19.72 Max', ' 4100 Sum', ' 201225937)']","[' 10201311 (Average', ' 19.69 Max', ' 4100 Sum', ' 200843358 Ratio', '  99.81%)']","[' 341      (Average', ' 1121.93 Max', ' 1374 Sum', ' 382579 Ratio', '   0.19%)']", ,[' 92823   '],[' 5974    '],[' 86988   '],[' 39375   '],"[' 115788   (Atom=Atom', ' 30264 Body=Body', ' 19944 Other', ' 65580)']",[' Yes'],"[' 8205     (Eliminated', '    0 Frozen', ' 8205)']","[' 2693     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.86363'],[' 0'], ,[' 326.707'],[' 0'],[' 16.3733'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.97642e+08'],[' 5.68982e+08'],[' 0'],[' 1.66342e+10'],[' 0'],[' 0'],[' 1101 '],[' 2146 '],[' 3347 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(4), , , , ,[' 1'],[' 3601+'],[' 1804'],"[' 602.209s (Solving', ' 594.67s 1st Model', ' 22.64s Unsat', ' 0.00s)']",[' 601.484s'], ,[' 232546156'],"[' 10257253 (Analyzed', ' 9806019)']","[' 18495    (Average', ' 530.20 Last', ' 70856)']",[' 3720.4  '],"[' 1804     (Average Length', ' 953.61 Splits', ' 0)']","[' 9806019  (Deleted', ' 9711225)']","[' 638      (Ratio', '   0.01%)']","[' 23778    (Ratio', '   0.24%)']","[' 9806019  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9806019  (Average', ' 23.15 Max', ' 3763 Sum', ' 227027102)']","[' 9805599  (Average', ' 23.11 Max', ' 3763 Sum', ' 226583382 Ratio', '  99.80%)']","[' 420      (Average', ' 1056.48 Max', ' 1217 Sum', ' 443720 Ratio', '   0.20%)']", ,[' 92368   '],[' 5959    '],[' 86241   '],[' 38962   '],"[' 114601   (Atom=Atom', ' 29885 Body=Body', ' 19899 Other', ' 64817)']",[' Yes'],"[' 7881     (Eliminated', '    0 Frozen', ' 7881)']","[' 3504     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.55516'],[' 0'], ,[' 326.21'],[' 0'],[' 17.1364'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.13318e+08'],[' 5.92806e+08'],[' 0'],[' 1.80917e+10'],[' 0'],[' 0'],[' 1210 '],[' 2332 '],[' 3543 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(5), , , , ,[' 1'],[' 3627+'],[' 1817'],"[' 601.493s (Solving', ' 594.26s 1st Model', ' 36.83s Unsat', ' 0.00s)']",[' 599.891s'], ,[' 225633200'],"[' 10428327 (Analyzed', ' 9917390)']","[' 19331    (Average', ' 513.03 Last', ' 168753)']",[' 3773.3  '],"[' 1817     (Average Length', ' 962.67 Splits', ' 0)']","[' 9917390  (Deleted', ' 9830618)']","[' 706      (Ratio', '   0.01%)']","[' 23270    (Ratio', '   0.23%)']","[' 9917390  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9917390  (Average', ' 22.17 Max', ' 3932 Sum', ' 219889804)']","[' 9917026  (Average', ' 22.13 Max', ' 3932 Sum', ' 219500353 Ratio', '  99.82%)']","[' 364      (Average', ' 1069.92 Max', ' 1229 Sum', ' 389451 Ratio', '   0.18%)']", ,[' 92640   '],[' 5994    '],[' 86524   '],[' 39147   '],"[' 115164   (Atom=Atom', ' 30038 Body=Body', ' 20004 Other', ' 65122)']",[' Yes'],"[' 7943     (Eliminated', '    0 Frozen', ' 7943)']","[' 3211     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.62379'],[' 0'], ,[' 324.03'],[' 0'],[' 16.9113'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.15861e+08'],[' 5.95887e+08'],[' 0'],[' 1.80532e+10'],[' 0'],[' 0'],[' 1178 '],[' 2288 '],[' 3517 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(6), , , , , ,[' 4311'],[' 2159'],"[' 450.180s (Solving', ' 439.94s 1st Model', ' 93.48s Unsat', ' 2.30s)']",[' 446.688s'], ,[' 162315664'],"[' 7168823  (Analyzed', ' 6508838)']","[' 14399    (Average', ' 452.03 Last', ' 173270)']",[' 3882.0  '],"[' 2159     (Average Length', ' 1114.95 Splits', ' 0)']","[' 6508838  (Deleted', ' 6449081)']","[' 574      (Ratio', '   0.01%)']","[' 19443    (Ratio', '   0.30%)']","[' 6508838  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6508838  (Average', ' 23.94 Max', ' 3915 Sum', ' 155838614)']","[' 6508378  (Average', ' 23.86 Max', ' 3847 Sum', ' 155309957 Ratio', '  99.66%)']","[' 460      (Average', ' 1149.25 Max', ' 2489 Sum', ' 528657 Ratio', '   0.34%)']", ,[' 92722   '],[' 5957    '],[' 86883   '],[' 39315   '],"[' 115634   (Atom=Atom', ' 30232 Body=Body', ' 19893 Other', ' 65509)']",[' Yes'],"[' 8170     (Eliminated', '    0 Frozen', ' 8170)']","[' 3119     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06567'],[' 0'], ,[' 211.879'],[' 0'],[' 11.869'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.44432e+08'],[' 4.502e+08'],[' 0'],[' 8.84907e+09'],[' 0'],[' 0'],[' 1115 '],[' 2220 '],[' 3250 '],[' 2 '],[' 1 ']
Solving...,TA53_Clus(7), , , , ,[' 1'],[' 4469+'],[' 2238'],"[' 602.317s (Solving', ' 591.67s 1st Model', ' 223.58s Unsat', ' 0.00s)']",[' 599.922s'], ,[' 189705049'],"[' 10467825 (Analyzed', ' 9837786)']","[' 21781    (Average', ' 451.67 Last', ' 1336299)']",[' 4029.5  '],"[' 2238     (Average Length', ' 1152.70 Splits', ' 0)']","[' 9837786  (Deleted', ' 9764079)']","[' 714      (Ratio', '   0.01%)']","[' 19590    (Ratio', '   0.20%)']","[' 9837786  (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9837786  (Average', ' 18.56 Max', ' 4017 Sum', ' 182599505)']","[' 9837401  (Average', ' 18.51 Max', ' 4017 Sum', ' 182140835 Ratio', '  99.75%)']","[' 385      (Average', ' 1191.35 Max', ' 1435 Sum', ' 458670 Ratio', '   0.25%)']", ,[' 92876   '],[' 5967    '],[' 87127   '],[' 39436   '],"[' 116009   (Atom=Atom', ' 30351 Body=Body', ' 19923 Other', ' 65735)']",[' Yes'],"[' 8271     (Eliminated', '    0 Frozen', ' 8271)']","[' 2606     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14055'],[' 0'], ,[' 326.076'],[' 0'],[' 15.3538'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.44603e+08'],[' 5.24844e+08'],[' 0'],[' 1.61943e+10'],[' 0'],[' 0'],[' 1162 '],[' 2209 '],[' 3338 '],[' 3 '],[' 0 ']
Solving...,TA53_Clus(8), , , , ,[' 1'],[' 3917+'],[' 1962'],"[' 602.283s (Solving', ' 592.91s 1st Model', ' 20.11s Unsat', ' 0.00s)']",[' 599.688s'], ,[' 180620762'],"[' 13594449 (Analyzed', ' 13065475)']","[' 24507    (Average', ' 533.13 Last', ' 37286)']",[' 3873.5  '],"[' 1962     (Average Length', ' 1027.58 Splits', ' 0)']","[' 13065475 (Deleted', ' 12914373)']","[' 420      (Ratio', '   0.00%)']","[' 25047    (Ratio', '   0.19%)']","[' 13065475 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13065475 (Average', ' 13.35 Max', ' 3761 Sum', ' 174409293)']","[' 13065017 (Average', ' 13.31 Max', ' 3761 Sum', ' 173949708 Ratio', '  99.74%)']","[' 458      (Average', ' 1003.46 Max', ' 1184 Sum', ' 459585 Ratio', '   0.26%)']", ,[' 92221   '],[' 5964    '],[' 86508   '],[' 38936   '],"[' 114791   (Atom=Atom', ' 30007 Body=Body', ' 19874 Other', ' 64910)']",[' Yes'],"[' 8026     (Eliminated', '    0 Frozen', ' 8026)']","[' 3359     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.89889'],[' 0'], ,[' 350.491'],[' 0'],[' 15.4587'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.84956e+08'],[' 3.88194e+08'],[' 0'],[' 2.04248e+10'],[' 0'],[' 0'],[' 1100 '],[' 2112 '],[' 3251 '],[' 3 '],[' 0 ']
