Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1109'],[' 563'],"[' 48.622s (Solving', ' 45.82s 1st Model', ' 1.38s Unsat', ' 41.41s)']",[' 48.484s'], ,[' 6120872 '],"[' 3820693  (Analyzed', ' 3802435)']","[' 8278     (Average', ' 459.34 Last', ' 346)']",[' 1457.8  '],"[' 563      (Average Length', ' 271.28 Splits', ' 0)']","[' 3802435  (Deleted', ' 3737962)']","[' 89       (Ratio', '   0.00%)']","[' 947      (Ratio', '   0.02%)']","[' 3802435  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3802435  (Average', '  1.41 Max', ' 1967 Sum', ' 5366292)']","[' 3802313  (Average', '  1.41 Max', ' 1967 Sum', ' 5361474 Ratio', '  99.91%)']","[' 122      (Average', ' 39.49 Max', ' 307 Sum', '   4818 Ratio', '   0.09%)']", ,[' 73366   '],[' 2880    '],[' 73156   '],[' 41362   '],"[' 124082   (Atom=Atom', ' 39230 Body=Body', ' 21955 Other', ' 62897)']",[' Yes'],"[' 3420     (Eliminated', '    0 Frozen', ' 3420)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.717447'],[' 0'], ,[' 22.0006'],[' 0'],[' 0.767347'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.35402e+07'],[' 1.44978e+07'],[' 0'],[' 1.38076e+09'],[' 0'],[' 0'],[' 553 '],[' 870 '],[' 1194 '],[' 1614 '],[' 1995 '],[' 2441 '],[' 2833 '],[' 3447 '],[' 0 '],[' 8 ']
Solving...,TA52, , ,[' 1163'],[' 590'],"[' 24.566s (Solving', ' 21.72s 1st Model', ' 1.38s Unsat', ' 16.99s)']",[' 24.531s'], ,[' 3660790 '],"[' 1704741  (Analyzed', ' 1675034)']","[' 4076     (Average', ' 410.95 Last', ' 2124)']",[' 1516.8  '],"[' 590      (Average Length', ' 285.38 Splits', ' 0)']","[' 1675034  (Deleted', ' 1634600)']","[' 76       (Ratio', '   0.00%)']","[' 779      (Ratio', '   0.05%)']","[' 1675034  (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1675034  (Average', '  1.72 Max', ' 2000 Sum', ' 2879975)']","[' 1674933  (Average', '  1.72 Max', ' 2000 Sum', ' 2876009 Ratio', '  99.86%)']","[' 101      (Average', ' 39.27 Max', ' 411 Sum', '   3966 Ratio', '   0.14%)']", ,[' 73300   '],[' 2883    '],[' 73117   '],[' 41694   '],"[' 125078   (Atom=Atom', ' 39559 Body=Body', ' 21958 Other', ' 63561)']",[' Yes'],"[' 3450     (Eliminated', '    0 Frozen', ' 3450)']","[' 33       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.747758'],[' 0'], ,[' 9.80865'],[' 0'],[' 0.366479'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.65071e+07'],[' 1.22358e+07'],[' 0'],[' 6.07616e+08'],[' 0'],[' 0'],[' 578 '],[' 908 '],[' 1272 '],[' 1612 '],[' 2041 '],[' 2442 '],[' 2935 '],[' 3513 '],[' 0 '],[' 8 ']
Solving...,TA53, , ,[' 1265'],[' 641'],"[' 10.337s (Solving', ' 6.66s 1st Model', ' 1.82s Unsat', ' 0.43s)']",[' 10.203s'], ,[' 1645248 '],"[' 208442   (Analyzed', ' 24002)']","[' 427      (Average', ' 56.21 Last', ' 396)']",[' 1500.6  '],"[' 641      (Average Length', ' 309.98 Splits', ' 0)']","[' 24002    (Deleted', ' 16951)']","[' 82       (Ratio', '   0.34%)']","[' 651      (Ratio', '   2.71%)']","[' 24002    (Average Length', '    7.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24002    (Average', ' 29.56 Max', ' 2027 Sum', ' 709499)']","[' 23911    (Average', ' 29.43 Max', ' 2027 Sum', ' 706337 Ratio', '  99.55%)']","[' 91       (Average', ' 34.75 Max', ' 284 Sum', '   3162 Ratio', '   0.45%)']", ,[' 73975   '],[' 2885    '],[' 73840   '],[' 42153   '],"[' 126455   (Atom=Atom', ' 40016 Body=Body', ' 21960 Other', ' 64479)']",[' Yes'],"[' 3500     (Eliminated', '    0 Frozen', ' 3500)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.777119'],[' 0'], ,[' 3.00232'],[' 0'],[' 0.093767'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15019e+07'],[' 1.0803e+07'],[' 0'],[' 2.27381e+08'],[' 0'],[' 0'],[' 502 '],[' 918 '],[' 1290 '],[' 1693 '],[' 2106 '],[' 2485 '],[' 2915 '],[' 3496 '],[' 0 '],[' 8 ']
Solving...,TA54, , ,[' 1313'],[' 665'],"[' 11.379s (Solving', ' 8.04s 1st Model', ' 1.63s Unsat', ' 1.60s)']",[' 11.234s'], ,[' 1946924 '],"[' 274284   (Analyzed', ' 107190)']","[' 687      (Average', ' 156.03 Last', ' 4608)']",[' 1645.3  '],"[' 665      (Average Length', ' 318.54 Splits', ' 0)']","[' 107190   (Deleted', ' 96903)']","[' 65       (Ratio', '   0.06%)']","[' 769      (Ratio', '   0.72%)']","[' 107190   (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 107190   (Average', '  8.51 Max', ' 2092 Sum', ' 912277)']","[' 107100   (Average', '  8.44 Max', ' 2092 Sum', ' 905001 Ratio', '  99.20%)']","[' 90       (Average', ' 80.84 Max', ' 286 Sum', '   7276 Ratio', '   0.80%)']", ,[' 74283   '],[' 2957    '],[' 74172   '],[' 42901   '],"[' 128699   (Atom=Atom', ' 40692 Body=Body', ' 22032 Other', ' 65975)']",[' Yes'],"[' 3596     (Eliminated', '    0 Frozen', ' 3596)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.877339'],[' 0'], ,[' 3.78178'],[' 0'],[' 0.130619'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33161e+07'],[' 1.24092e+07'],[' 0'],[' 2.81823e+08'],[' 0'],[' 0'],[' 629 '],[' 920 '],[' 1334 '],[' 1705 '],[' 2096 '],[' 2472 '],[' 2904 '],[' 3423 '],[' 0 '],[' 8 ']
Solving...,TA55, , ,[' 1319'],[' 668'],"[' 51.229s (Solving', ' 47.95s 1st Model', ' 1.76s Unsat', ' 42.55s)']",[' 51.047s'], ,[' 7624487 '],"[' 3818626  (Analyzed', ' 3793565)']","[' 8287     (Average', ' 457.77 Last', ' 6697)']",[' 1509.0  '],"[' 668      (Average Length', ' 321.72 Splits', ' 0)']","[' 3793565  (Deleted', ' 3721120)']","[' 93       (Ratio', '   0.00%)']","[' 1238     (Ratio', '   0.03%)']","[' 3793565  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3793565  (Average', '  1.78 Max', ' 1941 Sum', ' 6747515)']","[' 3793409  (Average', '  1.78 Max', ' 1941 Sum', ' 6738240 Ratio', '  99.86%)']","[' 156      (Average', ' 59.46 Max', ' 200 Sum', '   9275 Ratio', '   0.14%)']", ,[' 73557   '],[' 2885    '],[' 73448   '],[' 41554   '],"[' 124658   (Atom=Atom', ' 39417 Body=Body', ' 21960 Other', ' 63281)']",[' Yes'],"[' 3526     (Eliminated', '    0 Frozen', ' 3526)']","[' 29       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.836847'],[' 0'], ,[' 23.7785'],[' 0'],[' 0.846743'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.72359e+07'],[' 1.83663e+07'],[' 0'],[' 1.5794e+09'],[' 0'],[' 0'],[' 463 '],[' 814 '],[' 1256 '],[' 1641 '],[' 1995 '],[' 2392 '],[' 2891 '],[' 3422 '],[' 0 '],[' 8 ']
Solving...,TA56, , ,[' 929'],[' 473'],"[' 9.541s (Solving', ' 6.89s 1st Model', ' 1.28s Unsat', ' 1.56s)']",[' 9.453s'], ,[' 1316615 '],"[' 236804   (Analyzed', ' 55059)']","[' 533      (Average', ' 103.30 Last', ' 1661)']",[' 1527.0  '],"[' 473      (Average Length', ' 229.17 Splits', ' 0)']","[' 55059    (Deleted', ' 46177)']","[' 94       (Ratio', '   0.17%)']","[' 797      (Ratio', '   1.45%)']","[' 55059    (Average Length', '    8.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 55059    (Average', '  9.68 Max', ' 1976 Sum', ' 532912)']","[' 54952    (Average', '  9.61 Max', ' 1976 Sum', ' 529373 Ratio', '  99.34%)']","[' 107      (Average', ' 33.07 Max', ' 287 Sum', '   3539 Ratio', '   0.66%)']", ,[' 73024   '],[' 2837    '],[' 72731   '],[' 41089   '],"[' 123263   (Atom=Atom', ' 39000 Body=Body', ' 21912 Other', ' 62351)']",[' Yes'],"[' 3294     (Eliminated', '    0 Frozen', ' 3294)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.672956'],[' 0'], ,[' 4.06671'],[' 0'],[' 0.0982189'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.89766e+06'],[' 9.23632e+06'],[' 0'],[' 4.35639e+08'],[' 0'],[' 0'],[' 571 '],[' 871 '],[' 1277 '],[' 1622 '],[' 2079 '],[' 2436 '],[' 2962 '],[' 3382 '],[' 0 '],[' 8 ']
Solving...,TA57, , ,[' 961'],[' 489'],"[' 224.780s (Solving', ' 221.23s 1st Model', ' 1.11s Unsat', ' 93.09s)']",[' 224.234s'], ,[' 16170494'],"[' 11866358 (Analyzed', ' 11844203)']","[' 23712    (Average', ' 499.50 Last', ' 12829)']",[' 1517.4  '],"[' 489      (Average Length', ' 236.37 Splits', ' 0)']","[' 11844203 (Deleted', ' 11658981)']","[' 80       (Ratio', '   0.00%)']","[' 1399     (Ratio', '   0.01%)']","[' 11844203 (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11844203 (Average', '  1.29 Max', ' 2038 Sum', ' 15268737)']","[' 11844088 (Average', '  1.29 Max', ' 2038 Sum', ' 15264213 Ratio', '  99.97%)']","[' 115      (Average', ' 39.34 Max', ' 252 Sum', '   4524 Ratio', '   0.03%)']", ,[' 73531   '],[' 2927    '],[' 73251   '],[' 41967   '],"[' 125897   (Atom=Atom', ' 39788 Body=Body', ' 22002 Other', ' 64107)']",[' Yes'],"[' 3397     (Eliminated', '    0 Frozen', ' 3397)']","[' 87       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.649546'],[' 0'], ,[' 149.695'],[' 0'],[' 3.30781'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.12565e+07'],[' 2.42031e+07'],[' 0'],[' 1.92681e+10'],[' 0'],[' 0'],[' 620 '],[' 975 '],[' 1506 '],[' 1984 '],[' 2338 '],[' 2713 '],[' 3138 '],[' 3736 '],[' 1 '],[' 7 ']
Solving...,TA58, , ,[' 1031'],[' 524'],"[' 12.661s (Solving', ' 9.80s 1st Model', ' 1.10s Unsat', ' 1.00s)']",[' 12.547s'], ,[' 1463372 '],"[' 548925   (Analyzed', ' 74615)']","[' 821      (Average', ' 90.88 Last', ' 115)']",[' 1596.9  '],"[' 524      (Average Length', ' 253.68 Splits', ' 0)']","[' 74615    (Deleted', ' 66591)']","[' 86       (Ratio', '   0.12%)']","[' 857      (Ratio', '   1.15%)']","[' 74615    (Average Length', '    8.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 74615    (Average', '  3.92 Max', ' 757 Sum', ' 292642)']","[' 74529    (Average', '  3.92 Max', ' 757 Sum', ' 292556 Ratio', '  99.97%)']","[' 86       (Average', '  1.00 Max', '   1 Sum', '     86 Ratio', '   0.03%)']", ,[' 73871   '],[' 2921    '],[' 73627   '],[' 42620   '],"[' 127856   (Atom=Atom', ' 40447 Body=Body', ' 21996 Other', ' 65413)']",[' Yes'],"[' 3427     (Eliminated', '    0 Frozen', ' 3427)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.725249'],[' 0'], ,[' 6.22815'],[' 0'],[' 0.107736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07411e+07'],[' 9.71865e+06'],[' 0'],[' 6.13901e+08'],[' 0'],[' 0'],[' 573 '],[' 932 '],[' 1510 '],[' 1914 '],[' 2260 '],[' 2671 '],[' 3151 '],[' 3950 '],[' 0 '],[' 8 ']
Solving...,TA59, , ,[' 1163'],[' 590'],"[' 8.143s (Solving', ' 5.11s 1st Model', ' 1.33s Unsat', ' 0.18s)']",[' 8.078s'], ,[' 1416356 '],"[' 60830    (Analyzed', ' 17231)']","[' 250      (Average', ' 68.92 Last', ' 362)']",[' 1526.2  '],"[' 590      (Average Length', ' 284.09 Splits', ' 0)']","[' 17231    (Deleted', ' 6418)']","[' 64       (Ratio', '   0.37%)']","[' 549      (Ratio', '   3.19%)']","[' 17231    (Average Length', '    7.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17231    (Average', ' 37.77 Max', ' 1984 Sum', ' 650737)']","[' 17152    (Average', ' 37.71 Max', ' 1984 Sum', ' 649751 Ratio', '  99.85%)']","[' 79       (Average', ' 12.48 Max', ' 165 Sum', '    986 Ratio', '   0.15%)']", ,[' 73279   '],[' 2836    '],[' 73094   '],[' 41351   '],"[' 124049   (Atom=Atom', ' 39263 Body=Body', ' 21911 Other', ' 62875)']",[' Yes'],"[' 3401     (Eliminated', '    0 Frozen', ' 3401)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.759232'],[' 0'], ,[' 1.82807'],[' 0'],[' 0.0780587'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05747e+07'],[' 1.00458e+07'],[' 0'],[' 8.17801e+07'],[' 0'],[' 0'],[' 415 '],[' 677 '],[' 1042 '],[' 1405 '],[' 1837 '],[' 2198 '],[' 2586 '],[' 3261 '],[' 0 '],[' 8 ']
Solving...,TA60, , ,[' 1069'],[' 543'],"[' 8.676s (Solving', ' 5.66s 1st Model', ' 1.31s Unsat', ' 0.56s)']",[' 8.547s'], ,[' 1348813 '],"[' 206045   (Analyzed', ' 52872)']","[' 528      (Average', ' 100.14 Last', ' 624)']",[' 1483.5  '],"[' 543      (Average Length', ' 257.80 Splits', ' 0)']","[' 52872    (Deleted', ' 40486)']","[' 63       (Ratio', '   0.12%)']","[' 490      (Ratio', '   0.93%)']","[' 52872    (Average Length', '    8.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 52872    (Average', ' 10.21 Max', ' 2001 Sum', ' 539615)']","[' 52809    (Average', ' 10.18 Max', ' 2001 Sum', ' 538424 Ratio', '  99.78%)']","[' 63       (Average', ' 18.90 Max', ' 289 Sum', '   1191 Ratio', '   0.22%)']", ,[' 73311   '],[' 2840    '],[' 73078   '],[' 41578   '],"[' 124730   (Atom=Atom', ' 39486 Body=Body', ' 21915 Other', ' 63329)']",[' Yes'],"[' 3357     (Eliminated', '    0 Frozen', ' 3357)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.721392'],[' 0'], ,[' 2.51639'],[' 0'],[' 0.0798253'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.97702e+06'],[' 9.32126e+06'],[' 0'],[' 1.70629e+08'],[' 0'],[' 0'],[' 535 '],[' 800 '],[' 1217 '],[' 1700 '],[' 1996 '],[' 2373 '],[' 2743 '],[' 3220 '],[' 0 '],[' 8 ']
