Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA41, ,[' 1'],[' 3095+'],[' 1550'],"[' 618.988s (Solving', ' 612.87s 1st Model', ' 428.96s Unsat', ' 0.00s)']",[' 617.453s'], ,[' 239206716'],"[' 6971949  (Analyzed', ' 6575155)']","[' 16366    (Average', ' 401.76 Last', ' 956862)']",[' 3613.7  '],"[' 1550     (Average Length', ' 762.77 Splits', ' 0)']","[' 6575155  (Deleted', ' 6525740)']","[' 482      (Ratio', '   0.01%)']","[' 19084    (Ratio', '   0.29%)']","[' 6575155  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6575155  (Average', ' 35.60 Max', ' 4114 Sum', ' 234057009)']","[' 6574912  (Average', ' 35.57 Max', ' 3437 Sum', ' 233885084 Ratio', '  99.93%)']","[' 243      (Average', ' 707.51 Max', ' 1398 Sum', ' 171925 Ratio', '   0.07%)']", ,[' 46783   '],[' 5622    '],[' 47351   '],[' 29940   '],"[' 89816    (Atom=Atom', ' 25236 Body=Body', ' 14572 Other', ' 50008)']",[' Yes'],"[' 6790     (Eliminated', '    0 Frozen', ' 6790)']","[' 1904     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.51952'],[' 0'], ,[' 323.795'],[' 0'],[' 17.2102'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.56877e+08'],[' 7.18086e+08'],[' 0'],[' 1.71252e+10'],[' 0'],[' 0'],[' 1161 '],[' 2328 ']
Solving...,TA42, ,[' 1'],[' 3595+'],[' 1800'],"[' 619.204s (Solving', ' 612.68s 1st Model', ' 301.28s Unsat', ' 0.00s)']",[' 617.203s'], ,[' 219492275'],"[' 10368443 (Analyzed', ' 9917371)']","[' 20198    (Average', ' 491.01 Last', ' 453515)']",[' 3660.5  '],"[' 1800     (Average Length', ' 883.63 Splits', ' 0)']","[' 9917371  (Deleted', ' 9823478)']","[' 575      (Ratio', '   0.01%)']","[' 16936    (Ratio', '   0.17%)']","[' 9917371  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9917371  (Average', ' 21.55 Max', ' 4042 Sum', ' 213712538)']","[' 9917136  (Average', ' 21.53 Max', ' 3596 Sum', ' 213513113 Ratio', '  99.91%)']","[' 235      (Average', ' 848.62 Max', ' 1690 Sum', ' 199425 Ratio', '   0.09%)']", ,[' 46548   '],[' 5510    '],[' 47390   '],[' 29859   '],"[' 89573    (Atom=Atom', ' 25228 Body=Body', ' 14499 Other', ' 49846)']",[' Yes'],"[' 6952     (Eliminated', '    0 Frozen', ' 6952)']","[' 1898     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.59927'],[' 0'], ,[' 362.075'],[' 0'],[' 16.6563'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.6422e+08'],[' 5.38844e+08'],[' 0'],[' 2.16864e+10'],[' 0'],[' 0'],[' 1319 '],[' 2332 ']
Solving...,TA43, ,[' 1'],[' 3497+'],[' 1751'],"[' 619.407s (Solving', ' 612.14s 1st Model', ' 508.48s Unsat', ' 0.00s)']",[' 616.844s'], ,[' 219945914'],"[' 7349963  (Analyzed', ' 6830357)']","[' 17498    (Average', ' 390.35 Last', ' 1029791)']",[' 3594.2  '],"[' 1751     (Average Length', ' 857.82 Splits', ' 0)']","[' 6830357  (Deleted', ' 6782657)']","[' 532      (Ratio', '   0.01%)']","[' 17404    (Ratio', '   0.25%)']","[' 6830357  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6830357  (Average', ' 31.37 Max', ' 4201 Sum', ' 214287518)']","[' 6830130  (Average', ' 31.34 Max', ' 3764 Sum', ' 214097318 Ratio', '  99.91%)']","[' 227      (Average', ' 837.89 Max', ' 1637 Sum', ' 190200 Ratio', '   0.09%)']", ,[' 46579   '],[' 5556    '],[' 47353   '],[' 30028   '],"[' 90080    (Atom=Atom', ' 25337 Body=Body', ' 14559 Other', ' 50184)']",[' Yes'],"[' 6930     (Eliminated', '    0 Frozen', ' 6930)']","[' 1950     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.67646'],[' 0'], ,[' 343.122'],[' 0'],[' 16.649'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.7858e+08'],[' 6.48042e+08'],[' 0'],[' 1.95569e+10'],[' 0'],[' 0'],[' 1061 '],[' 2132 ']
Solving...,TA44, ,[' 1'],[' 3283+'],[' 1644'],"[' 619.369s (Solving', ' 613.34s 1st Model', ' 278.40s Unsat', ' 0.00s)']",[' 618.641s'], ,[' 240917191'],"[' 8112492  (Analyzed', ' 7930616)']","[' 16418    (Average', ' 483.04 Last', ' 483120)']",[' 3495.6  '],"[' 1644     (Average Length', ' 804.07 Splits', ' 0)']","[' 7930616  (Deleted', ' 7867318)']","[' 551      (Ratio', '   0.01%)']","[' 19328    (Ratio', '   0.24%)']","[' 7930616  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7930616  (Average', ' 29.76 Max', ' 3968 Sum', ' 236008481)']","[' 7930394  (Average', ' 29.74 Max', ' 3595 Sum', ' 235828555 Ratio', '  99.92%)']","[' 222      (Average', ' 810.48 Max', ' 1504 Sum', ' 179926 Ratio', '   0.08%)']", ,[' 46101   '],[' 5538    '],[' 46772   '],[' 29814   '],"[' 89438    (Atom=Atom', ' 25152 Body=Body', ' 14530 Other', ' 49756)']",[' Yes'],"[' 6809     (Eliminated', '    0 Frozen', ' 6809)']","[' 2110     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.44574'],[' 0'], ,[' 334.043'],[' 0'],[' 17.1433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.26381e+08'],[' 6.88021e+08'],[' 0'],[' 1.88177e+10'],[' 0'],[' 0'],[' 1266 '],[' 2325 ']
Solving...,TA45, ,[' 1'],[' 3727+'],[' 1866'],"[' 619.372s (Solving', ' 612.58s 1st Model', ' 226.34s Unsat', ' 0.00s)']",[' 614.656s'], ,[' 229682587'],"[' 7990662  (Analyzed', ' 7661978)']","[' 15608    (Average', ' 490.90 Last', ' 305751)']",[' 3612.5  '],"[' 1866     (Average Length', ' 911.40 Splits', ' 0)']","[' 7661978  (Deleted', ' 7588281)']","[' 530      (Ratio', '   0.01%)']","[' 18365    (Ratio', '   0.24%)']","[' 7661978  (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7661978  (Average', ' 29.25 Max', ' 4050 Sum', ' 224119905)']","[' 7661708  (Average', ' 29.22 Max', ' 3128 Sum', ' 223865433 Ratio', '  99.89%)']","[' 270      (Average', ' 942.49 Max', ' 1721 Sum', ' 254472 Ratio', '   0.11%)']", ,[' 46396   '],[' 5589    '],[' 47231   '],[' 30126   '],"[' 90374    (Atom=Atom', ' 25452 Body=Body', ' 14542 Other', ' 50380)']",[' Yes'],"[' 7024     (Eliminated', '    0 Frozen', ' 7024)']","[' 2002     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64224'],[' 0'], ,[' 342.123'],[' 0'],[' 17.1359'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.42415e+08'],[' 6.14507e+08'],[' 0'],[' 1.89942e+10'],[' 0'],[' 0'],[' 1268 '],[' 2360 ']
Solving...,TA46, ,[' 1'],[' 3345+'],[' 1675'],"[' 619.160s (Solving', ' 612.62s 1st Model', ' 376.16s Unsat', ' 0.00s)']",[' 616.484s'], ,[' 218561822'],"[' 7731555  (Analyzed', ' 7472434)']","[' 17454    (Average', ' 428.12 Last', ' 309607)']",[' 3544.7  '],"[' 1675     (Average Length', ' 821.87 Splits', ' 0)']","[' 7472434  (Deleted', ' 7408845)']","[' 565      (Ratio', '   0.01%)']","[' 19485    (Ratio', '   0.26%)']","[' 7472434  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7472434  (Average', ' 28.57 Max', ' 4148 Sum', ' 213450472)']","[' 7472142  (Average', ' 28.53 Max', ' 4148 Sum', ' 213216450 Ratio', '  99.89%)']","[' 292      (Average', ' 801.45 Max', ' 1592 Sum', ' 234022 Ratio', '   0.11%)']", ,[' 46582   '],[' 5599    '],[' 47267   '],[' 30016   '],"[' 90044    (Atom=Atom', ' 25323 Body=Body', ' 14561 Other', ' 50160)']",[' Yes'],"[' 6884     (Eliminated', '    0 Frozen', ' 6884)']","[' 2216     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.51025'],[' 0'], ,[' 344.635'],[' 0'],[' 16.6342'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.46355e+08'],[' 6.18684e+08'],[' 0'],[' 1.94836e+10'],[' 0'],[' 0'],[' 1370 '],[' 2383 ']
Solving...,TA47, ,[' 1'],[' 3789+'],[' 1897'],"[' 619.478s (Solving', ' 612.55s 1st Model', ' 286.06s Unsat', ' 0.00s)']",[' 618.313s'], ,[' 226232915'],"[' 9962104  (Analyzed', ' 9330436)']","[' 19342    (Average', ' 482.39 Last', ' 522963)']",[' 3698.7  '],"[' 1897     (Average Length', ' 927.42 Splits', ' 0)']","[' 9330436  (Deleted', ' 9238162)']","[' 529      (Ratio', '   0.01%)']","[' 17302    (Ratio', '   0.19%)']","[' 9330436  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9330436  (Average', ' 23.58 Max', ' 3644 Sum', ' 220032954)']","[' 9330176  (Average', ' 23.56 Max', ' 3491 Sum', ' 219820545 Ratio', '  99.90%)']","[' 260      (Average', ' 816.96 Max', ' 1683 Sum', ' 212409 Ratio', '   0.10%)']", ,[' 46859   '],[' 5593    '],[' 47746   '],[' 30183   '],"[' 90545    (Atom=Atom', ' 25507 Body=Body', ' 14544 Other', ' 50494)']",[' Yes'],"[' 7080     (Eliminated', '    0 Frozen', ' 7080)']","[' 1959     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.73713'],[' 0'], ,[' 355.563'],[' 0'],[' 16.8334'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.09593e+08'],[' 5.80538e+08'],[' 0'],[' 2.06999e+10'],[' 0'],[' 0'],[' 1222 '],[' 2267 ']
Solving...,TA48, ,[' 1'],[' 3311+'],[' 1658'],"[' 619.155s (Solving', ' 612.70s 1st Model', ' 301.75s Unsat', ' 0.00s)']",[' 617.313s'], ,[' 225474023'],"[' 9722197  (Analyzed', ' 9575599)']","[' 20019    (Average', ' 478.33 Last', ' 454658)']",[' 3602.9  '],"[' 1658     (Average Length', ' 808.65 Splits', ' 0)']","[' 9575599  (Deleted', ' 9493473)']","[' 629      (Ratio', '   0.01%)']","[' 19046    (Ratio', '   0.20%)']","[' 9575599  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9575599  (Average', ' 23.01 Max', ' 3748 Sum', ' 220323824)']","[' 9575364  (Average', ' 22.99 Max', ' 3481 Sum', ' 220158868 Ratio', '  99.93%)']","[' 235      (Average', ' 701.94 Max', ' 1217 Sum', ' 164956 Ratio', '   0.07%)']", ,[' 46265   '],[' 5586    '],[' 46869   '],[' 29758   '],"[' 89270    (Atom=Atom', ' 25132 Body=Body', ' 14494 Other', ' 49644)']",[' Yes'],"[' 6790     (Eliminated', '    0 Frozen', ' 6790)']","[' 1998     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.53485'],[' 0'], ,[' 355.058'],[' 0'],[' 17.0635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.02299e+08'],[' 5.72837e+08'],[' 0'],[' 2.14142e+10'],[' 0'],[' 0'],[' 1407 '],[' 2424 ']
Solving...,TA49, ,[' 1'],[' 3389+'],[' 1697'],"[' 619.448s (Solving', ' 612.74s 1st Model', ' 285.21s Unsat', ' 0.00s)']",[' 618.578s'], ,[' 233671606'],"[' 7844143  (Analyzed', ' 7491273)']","[' 15650    (Average', ' 478.68 Last', ' 218255)']",[' 3624.1  '],"[' 1697     (Average Length', ' 823.79 Splits', ' 0)']","[' 7491273  (Deleted', ' 7419237)']","[' 621      (Ratio', '   0.01%)']","[' 20991    (Ratio', '   0.28%)']","[' 7491273  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7491273  (Average', ' 30.47 Max', ' 4145 Sum', ' 228257401)']","[' 7491042  (Average', ' 30.45 Max', ' 3488 Sum', ' 228076339 Ratio', '  99.92%)']","[' 231      (Average', ' 783.82 Max', ' 1588 Sum', ' 181062 Ratio', '   0.08%)']", ,[' 46800   '],[' 5626    '],[' 47517   '],[' 30207   '],"[' 90617    (Atom=Atom', ' 25459 Body=Body', ' 14616 Other', ' 50542)']",[' Yes'],"[' 6943     (Eliminated', '    0 Frozen', ' 6943)']","[' 2277     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.53845'],[' 0'], ,[' 336.334'],[' 0'],[' 16.8346'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.18401e+08'],[' 6.89148e+08'],[' 0'],[' 1.96145e+10'],[' 0'],[' 0'],[' 1314 '],[' 2377 ']
Solving...,TA50, ,[' 1'],[' 3763+'],[' 1884'],"[' 619.156s (Solving', ' 612.34s 1st Model', ' 289.70s Unsat', ' 0.00s)']",[' 617.891s'], ,[' 235030547'],"[' 7769002  (Analyzed', ' 7314345)']","[' 16495    (Average', ' 443.43 Last', ' 1013641)']",[' 3627.2  '],"[' 1884     (Average Length', ' 925.93 Splits', ' 0)']","[' 7314345  (Deleted', ' 7261005)']","[' 583      (Ratio', '   0.01%)']","[' 17269    (Ratio', '   0.24%)']","[' 7314345  (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7314345  (Average', ' 31.34 Max', ' 4362 Sum', ' 229228386)']","[' 7314120  (Average', ' 31.31 Max', ' 4362 Sum', ' 228994932 Ratio', '  99.90%)']","[' 225      (Average', ' 1037.57 Max', ' 1803 Sum', ' 233454 Ratio', '   0.10%)']", ,[' 46410   '],[' 5532    '],[' 47305   '],[' 29951   '],"[' 89849    (Atom=Atom', ' 25324 Body=Body', ' 14495 Other', ' 50030)']",[' Yes'],"[' 7027     (Eliminated', '    0 Frozen', ' 7027)']","[' 1612     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.57265'],[' 0'], ,[' 347.127'],[' 0'],[' 16.9892'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.16569e+08'],[' 6.77277e+08'],[' 0'],[' 1.98319e+10'],[' 0'],[' 0'],[' 1077 '],[' 2228 ']
