Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 4423+'],[' 2216'],"[' 1002.859s (Solving', ' 987.68s 1st Model', ' 353.90s Unsat', ' 0.00s)']",[' 1000.156s'], ,[' 194867477'],"[' 11193135 (Analyzed', ' 10866468)']","[' 22356    (Average', ' 486.06 Last', ' 406550)']",[' 3427.3  '],"[' 2216     (Average Length', ' 1030.78 Splits', ' 0)']","[' 10866468 (Deleted', ' 10737975)']","[' 240      (Ratio', '   0.00%)']","[' 22719    (Ratio', '   0.21%)']","[' 10866468 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10866468 (Average', ' 17.42 Max', ' 3468 Sum', ' 189305717)']","[' 10865869 (Average', ' 17.36 Max', ' 3468 Sum', ' 188686308 Ratio', '  99.67%)']","[' 599      (Average', ' 1034.07 Max', ' 1495 Sum', ' 619409 Ratio', '   0.33%)']", ,[' 109435  '],[' 6918    '],[' 110380  '],[' 62544   '],"[' 187628   (Atom=Atom', ' 56624 Body=Body', ' 32368 Other', ' 98636)']",[' Yes'],"[' 8863     (Eliminated', '    0 Frozen', ' 8863)']","[' 3763     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.85014'],[' 0'], ,[' 727.001'],[' 0'],[' 18.6181'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.65559e+08'],[' 5.36386e+08'],[' 0'],[' 6.74273e+10'],[' 0'],[' 0'],[' 921 '],[' 1763 '],[' 2604 '],[' 3241 '],[' 4 '],[' 0 ']
Solving...,TA62, ,[' 1'],[' 4747+'],[' 2378'],"[' 1003.244s (Solving', ' 986.56s 1st Model', ' 407.84s Unsat', ' 0.00s)']",[' 1000.094s'], ,[' 173494743'],"[' 11611744 (Analyzed', ' 11200019)']","[' 25534    (Average', ' 438.63 Last', ' 1514632)']",[' 3583.2  '],"[' 2378     (Average Length', ' 1101.53 Splits', ' 0)']","[' 11200019 (Deleted', ' 11089710)']","[' 238      (Ratio', '   0.00%)']","[' 19506    (Ratio', '   0.17%)']","[' 11200019 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11200019 (Average', ' 14.94 Max', ' 3621 Sum', ' 167277783)']","[' 11199422 (Average', ' 14.88 Max', ' 3621 Sum', ' 166602074 Ratio', '  99.60%)']","[' 597      (Average', ' 1131.84 Max', ' 1631 Sum', ' 675709 Ratio', '   0.40%)']", ,[' 109606  '],[' 6897    '],[' 110672  '],[' 62627   '],"[' 187877   (Atom=Atom', ' 56728 Body=Body', ' 32347 Other', ' 98802)']",[' Yes'],"[' 8963     (Eliminated', '    0 Frozen', ' 8963)']","[' 3001     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.9904'],[' 0'], ,[' 743.4'],[' 0'],[' 17.7185'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.88766e+08'],[' 4.62738e+08'],[' 0'],[' 6.82643e+10'],[' 0'],[' 0'],[' 888 '],[' 1784 '],[' 2605 '],[' 3299 '],[' 4 '],[' 0 ']
Solving...,TA63, ,[' 1'],[' 4339+'],[' 2174'],"[' 1003.863s (Solving', ' 988.52s 1st Model', ' 533.65s Unsat', ' 0.00s)']",[' 1000.422s'], ,[' 173624407'],"[' 14906692 (Analyzed', ' 14547441)']","[' 30850    (Average', ' 471.55 Last', ' 442987)']",[' 3459.1  '],"[' 2174     (Average Length', ' 1006.03 Splits', ' 0)']","[' 14547441 (Deleted', ' 14366148)']","[' 223      (Ratio', '   0.00%)']","[' 22213    (Ratio', '   0.15%)']","[' 14547441 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14547441 (Average', ' 11.54 Max', ' 3449 Sum', ' 167897562)']","[' 14546807 (Average', ' 11.50 Max', ' 3449 Sum', ' 167275485 Ratio', '  99.63%)']","[' 634      (Average', ' 981.19 Max', ' 1984 Sum', ' 622077 Ratio', '   0.37%)']", ,[' 109121  '],[' 6898    '],[' 110011  '],[' 62192   '],"[' 186572   (Atom=Atom', ' 56292 Body=Body', ' 32348 Other', ' 97932)']",[' Yes'],"[' 8788     (Eliminated', '    0 Frozen', ' 8788)']","[' 3371     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.72489'],[' 0'], ,[' 727.964'],[' 0'],[' 18.634'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.58768e+08'],[' 4.37893e+08'],[' 0'],[' 6.31481e+10'],[' 0'],[' 0'],[' 1005 '],[' 1760 '],[' 2502 '],[' 3121 '],[' 4 '],[' 0 ']
Solving...,TA64, ,[' 1'],[' 4281+'],[' 2145'],"[' 1003.969s (Solving', ' 987.73s 1st Model', ' 262.54s Unsat', ' 0.00s)']",[' 1001.531s'], ,[' 156645961'],"[' 15890349 (Analyzed', ' 15542711)']","[' 30143    (Average', ' 515.63 Last', ' 417370)']",[' 3447.7  '],"[' 2145     (Average Length', ' 981.50 Splits', ' 0)']","[' 15542711 (Deleted', ' 15376621)']","[' 222      (Ratio', '   0.00%)']","[' 20198    (Ratio', '   0.13%)']","[' 15542711 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15542711 (Average', '  9.71 Max', ' 3320 Sum', ' 150925990)']","[' 15542012 (Average', '  9.67 Max', ' 3320 Sum', ' 150294686 Ratio', '  99.58%)']","[' 699      (Average', ' 903.15 Max', ' 1712 Sum', ' 631304 Ratio', '   0.42%)']", ,[' 109177  '],[' 6912    '],[' 110010  '],[' 61917   '],"[' 185747   (Atom=Atom', ' 56003 Body=Body', ' 32362 Other', ' 97382)']",[' Yes'],"[' 8745     (Eliminated', '    0 Frozen', ' 8745)']","[' 3486     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.83755'],[' 0'], ,[' 757.311'],[' 0'],[' 16.5174'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.80011e+08'],[' 3.68521e+08'],[' 0'],[' 7.45488e+10'],[' 0'],[' 0'],[' 1171 '],[' 1913 '],[' 2667 '],[' 3246 '],[' 4 '],[' 0 ']
Solving...,TA65, ,[' 1'],[' 4399+'],[' 2204'],"[' 806.975s (Solving', ' 791.96s 1st Model', ' 422.04s Unsat', ' 4.65s)']",[' 804.625s'], ,[' 152022236'],"[' 14855047 (Analyzed', ' 14459745)']","[' 28809    (Average', ' 501.92 Last', ' 463610)']",[' 3435.3  '],"[' 2204     (Average Length', ' 1023.26 Splits', ' 0)']","[' 14459745 (Deleted', ' 14276970)']","[' 234      (Ratio', '   0.00%)']","[' 20227    (Ratio', '   0.14%)']","[' 14459745 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14459745 (Average', ' 10.11 Max', ' 3653 Sum', ' 146213208)']","[' 14459191 (Average', ' 10.08 Max', ' 3653 Sum', ' 145704159 Ratio', '  99.65%)']","[' 554      (Average', ' 918.86 Max', ' 1545 Sum', ' 509049 Ratio', '   0.35%)']", ,[' 109258  '],[' 6916    '],[' 110174  '],[' 62286   '],"[' 186854   (Atom=Atom', ' 56368 Body=Body', ' 32366 Other', ' 98120)']",[' Yes'],"[' 8832     (Eliminated', '    0 Frozen', ' 8832)']","[' 2964     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.64655'],[' 0'], ,[' 569.57'],[' 0'],[' 15.2836'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.77782e+08'],[' 3.74689e+08'],[' 0'],[' 4.98514e+10'],[' 0'],[' 0'],[' 882 '],[' 1641 '],[' 2468 '],[' 3122 '],[' 3 '],[' 1 ']
Solving...,TA66, ,[' 1'],[' 4521+'],[' 2265'],"[' 1003.100s (Solving', ' 987.82s 1st Model', ' 540.76s Unsat', ' 0.00s)']",[' 998.297s'], ,[' 186751289'],"[' 15634859 (Analyzed', ' 15262043)']","[' 31183    (Average', ' 489.43 Last', ' 448480)']",[' 3535.1  '],"[' 2265     (Average Length', ' 1055.65 Splits', ' 0)']","[' 15262043 (Deleted', ' 15050660)']","[' 278      (Ratio', '   0.00%)']","[' 22165    (Ratio', '   0.15%)']","[' 15262043 (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15262043 (Average', ' 11.83 Max', ' 3455 Sum', ' 180617240)']","[' 15261475 (Average', ' 11.80 Max', ' 3455 Sum', ' 180065101 Ratio', '  99.69%)']","[' 568      (Average', ' 972.08 Max', ' 3190 Sum', ' 552139 Ratio', '   0.31%)']", ,[' 109486  '],[' 6920    '],[' 110492  '],[' 62473   '],"[' 187415   (Atom=Atom', ' 56551 Body=Body', ' 32370 Other', ' 98494)']",[' Yes'],"[' 8926     (Eliminated', '    0 Frozen', ' 8926)']","[' 3480     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.95803'],[' 0'], ,[' 711.825'],[' 0'],[' 19.0294'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.12698e+08'],[' 4.83002e+08'],[' 0'],[' 6.61719e+10'],[' 0'],[' 0'],[' 889 '],[' 1615 '],[' 2419 '],[' 3137 '],[' 4 '],[' 0 ']
Solving...,TA67, ,[' 1'],[' 4207+'],[' 2108'],"[' 1002.903s (Solving', ' 987.05s 1st Model', ' 284.14s Unsat', ' 0.00s)']",[' 996.219s'], ,[' 165683306'],"[' 15977448 (Analyzed', ' 15581239)']","[' 28744    (Average', ' 542.07 Last', ' 575476)']",[' 3490.8  '],"[' 2108     (Average Length', ' 975.76 Splits', ' 0)']","[' 15581239 (Deleted', ' 15392283)']","[' 242      (Ratio', '   0.00%)']","[' 21087    (Ratio', '   0.14%)']","[' 15581239 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15581239 (Average', ' 10.27 Max', ' 3522 Sum', ' 159965676)']","[' 15580590 (Average', ' 10.23 Max', ' 3522 Sum', ' 159347387 Ratio', '  99.61%)']","[' 649      (Average', ' 952.68 Max', ' 1390 Sum', ' 618289 Ratio', '   0.39%)']", ,[' 109380  '],[' 6970    '],[' 110252  '],[' 62448   '],"[' 187340   (Atom=Atom', ' 56476 Body=Body', ' 32420 Other', ' 98444)']",[' Yes'],"[' 8842     (Eliminated', '    0 Frozen', ' 8842)']","[' 3447     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.9174'],[' 0'], ,[' 738.558'],[' 0'],[' 17.6017'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.07291e+08'],[' 3.97539e+08'],[' 0'],[' 6.32312e+10'],[' 0'],[' 0'],[' 1037 '],[' 1895 '],[' 2662 '],[' 3315 '],[' 4 '],[' 0 ']
Solving...,TA68, ,[' 1'],[' 3875+'],[' 1942'],"[' 1002.734s (Solving', ' 988.61s 1st Model', ' 463.94s Unsat', ' 0.00s)']",[' 1000.781s'], ,[' 159837058'],"[' 17500458 (Analyzed', ' 17105895)']","[' 33712    (Average', ' 507.41 Last', ' 430335)']",[' 3431.8  '],"[' 1942     (Average Length', ' 892.64 Splits', ' 0)']","[' 17105895 (Deleted', ' 16886328)']","[' 180      (Ratio', '   0.00%)']","[' 21110    (Ratio', '   0.12%)']","[' 17105895 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17105895 (Average', '  9.02 Max', ' 3476 Sum', ' 154295840)']","[' 17105267 (Average', '  8.99 Max', ' 3476 Sum', ' 153767770 Ratio', '  99.66%)']","[' 628      (Average', ' 840.88 Max', ' 1232 Sum', ' 528070 Ratio', '   0.34%)']", ,[' 109216  '],[' 6917    '],[' 109905  '],[' 62253   '],"[' 186755   (Atom=Atom', ' 56334 Body=Body', ' 32367 Other', ' 98054)']",[' Yes'],"[' 8606     (Eliminated', '    0 Frozen', ' 8606)']","[' 3365     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.41894'],[' 0'], ,[' 756.841'],[' 0'],[' 17.3193'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.96234e+08'],[' 3.90554e+08'],[' 0'],[' 7.16116e+10'],[' 0'],[' 0'],[' 891 '],[' 1734 '],[' 2430 '],[' 3131 '],[' 4 '],[' 0 ']
Solving...,TA69, ,[' 1'],[' 4525+'],[' 2267'],"[' 999.407s (Solving', ' 978.36s 1st Model', ' 607.65s Unsat', ' 0.00s)']",[' 988.781s'], ,[' 189449622'],"[' 11405389 (Analyzed', ' 11083375)']","[' 23572    (Average', ' 470.19 Last', ' 572698)']",[' 3453.7  '],"[' 2267     (Average Length', ' 1051.20 Splits', ' 0)']","[' 11083375 (Deleted', ' 10973225)']","[' 390      (Ratio', '   0.00%)']","[' 23367    (Ratio', '   0.21%)']","[' 11083375 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11083375 (Average', ' 16.55 Max', ' 3565 Sum', ' 183475868)']","[' 11082860 (Average', ' 16.52 Max', ' 3565 Sum', ' 183045154 Ratio', '  99.77%)']","[' 515      (Average', ' 836.34 Max', ' 1623 Sum', ' 430714 Ratio', '   0.23%)']", ,[' 109590  '],[' 6974    '],[' 110547  '],[' 62481   '],"[' 187439   (Atom=Atom', ' 56505 Body=Body', ' 32424 Other', ' 98510)']",[' Yes'],"[' 8931     (Eliminated', '    0 Frozen', ' 8931)']","[' 3001     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.5868'],[' 0'], ,[' 695.085'],[' 0'],[' 18.4481'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.55073e+08'],[' 5.26543e+08'],[' 0'],[' 6.16404e+10'],[' 0'],[' 0'],[' 1105 '],[' 1961 '],[' 2778 '],[' 3455 '],[' 4 '],[' 0 ']
Solving...,TA70, ,[' 1'],[' 3883+'],[' 1946'],"[' 1001.720s (Solving', ' 988.27s 1st Model', ' 246.70s Unsat', ' 0.00s)']",[' 999.281s'], ,[' 189932340'],"[' 14976598 (Analyzed', ' 14752311)']","[' 28287    (Average', ' 521.52 Last', ' 453728)']",[' 3355.9  '],"[' 1946     (Average Length', ' 915.99 Splits', ' 0)']","[' 14752311 (Deleted', ' 14585268)']","[' 363      (Ratio', '   0.00%)']","[' 22781    (Ratio', '   0.15%)']","[' 14752311 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14752311 (Average', ' 12.53 Max', ' 3344 Sum', ' 184811194)']","[' 14751701 (Average', ' 12.49 Max', ' 3344 Sum', ' 184252641 Ratio', '  99.70%)']","[' 610      (Average', ' 915.66 Max', ' 1288 Sum', ' 558553 Ratio', '   0.30%)']", ,[' 109324  '],[' 6997    '],[' 110051  '],[' 62485   '],"[' 187451   (Atom=Atom', ' 56486 Body=Body', ' 32447 Other', ' 98518)']",[' Yes'],"[' 8724     (Eliminated', '    0 Frozen', ' 8724)']","[' 3995     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.24928'],[' 0'], ,[' 750.335'],[' 0'],[' 17.6265'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.19426e+08'],[' 4.98841e+08'],[' 0'],[' 7.59469e+10'],[' 0'],[' 0'],[' 1064 '],[' 2247 '],[' 3139 '],[' 3803 '],[' 4 '],[' 0 ']
