Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 5367+'],[' 2686'],"[' 605.138s (Solving', ' 587.12s 1st Model', ' 484.13s Unsat', ' 0.00s)']",[' 601.750s'], ,[' 328283095'],"[' 2928236  (Analyzed', ' 1530181)']","[' 6146     (Average', ' 248.97 Last', ' 314814)']",[' 6950.5  '],"[' 2686     (Average Length', ' 1315.89 Splits', ' 0)']","[' 1530181  (Deleted', ' 1458072)']","[' 297      (Ratio', '   0.02%)']","[' 62522    (Ratio', '   4.09%)']","[' 1530181  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1530181  (Average', ' 203.91 Max', ' 7774 Sum', ' 312018278)']","[' 1529687  (Average', ' 203.52 Max', ' 7204 Sum', ' 311420044 Ratio', '  99.81%)']","[' 494      (Average', ' 1211.00 Max', ' 1211 Sum', ' 598234 Ratio', '   0.19%)']", ,[' 117416  '],[' 10195   '],[' 116192  '],[' 57632   '],"[' 200977   (Atom=Atom', ' 56234 Body=Body', ' 33802 Other', ' 110941)']",[' Yes'],"[' 12729    (Eliminated', '    0 Frozen', ' 12729)']","[' 6429     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.4594'],[' 0'], ,[' 193.312'],[' 0'],[' 19.3182'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05684e+09'],[' 9.57451e+08'],[' 0'],[' 6.15742e+09'],[' 0'],[' 0'],[' 1687 '],[' 3337 '],[' 2 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 4489+'],[' 2247'],"[' 603.890s (Solving', ' 589.30s 1st Model', ' 208.04s Unsat', ' 0.00s)']",[' 598.484s'], ,[' 316330196'],"[' 3560671  (Analyzed', ' 2045915)']","[' 5935     (Average', ' 344.72 Last', ' 86681)']",[' 7059.8  '],"[' 2247     (Average Length', ' 1102.98 Splits', ' 0)']","[' 2045915  (Deleted', ' 1966951)']","[' 345      (Ratio', '   0.02%)']","[' 61999    (Ratio', '   3.03%)']","[' 2045915  (Average Length', '   27.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2045915  (Average', ' 147.38 Max', ' 7399 Sum', ' 301520255)']","[' 2045394  (Average', ' 147.11 Max', ' 7042 Sum', ' 300979978 Ratio', '  99.82%)']","[' 521      (Average', ' 1037.00 Max', ' 1037 Sum', ' 540277 Ratio', '   0.18%)']", ,[' 117365  '],[' 10255   '],[' 115724  '],[' 57488   '],"[' 200457   (Atom=Atom', ' 55956 Body=Body', ' 33964 Other', ' 110537)']",[' Yes'],"[' 12404    (Eliminated', '    0 Frozen', ' 12404)']","[' 6636     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.07861'],[' 0'], ,[' 206.322'],[' 0'],[' 19.6182'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.55024e+08'],[' 8.57207e+08'],[' 0'],[' 6.80971e+09'],[' 0'],[' 0'],[' 1867 '],[' 3532 '],[' 2 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 4555+'],[' 2280'],"[' 603.669s (Solving', ' 589.58s 1st Model', ' 286.38s Unsat', ' 0.00s)']",[' 599.828s'], ,[' 325334546'],"[' 2269294  (Analyzed', ' 1714933)']","[' 5285     (Average', ' 324.49 Last', ' 216092)']",[' 6737.1  '],"[' 2280     (Average Length', ' 1118.29 Splits', ' 0)']","[' 1714933  (Deleted', ' 1645207)']","[' 326      (Ratio', '   0.02%)']","[' 58843    (Ratio', '   3.43%)']","[' 1714933  (Average Length', '   23.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1714933  (Average', ' 182.08 Max', ' 7509 Sum', ' 312250099)']","[' 1714450  (Average', ' 181.77 Max', ' 7509 Sum', ' 311719282 Ratio', '  99.83%)']","[' 483      (Average', ' 1099.00 Max', ' 1099 Sum', ' 530817 Ratio', '   0.17%)']", ,[' 115908  '],[' 10027   '],[' 114395  '],[' 56379   '],"[' 197268   (Atom=Atom', ' 55258 Body=Body', ' 33231 Other', ' 108779)']",[' Yes'],"[' 12198    (Eliminated', '    0 Frozen', ' 12198)']","[' 5870     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.83126'],[' 0'], ,[' 193.427'],[' 0'],[' 20.0627'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04322e+09'],[' 9.41237e+08'],[' 0'],[' 5.67449e+09'],[' 0'],[' 0'],[' 1513 '],[' 3407 '],[' 2 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 4253+'],[' 2129'],"[' 603.826s (Solving', ' 590.42s 1st Model', ' 521.71s Unsat', ' 0.00s)']",[' 599.563s'], ,[' 327977772'],"[' 2591344  (Analyzed', ' 1598033)']","[' 6006     (Average', ' 266.07 Last', ' 191455)']",[' 6519.1  '],"[' 2129     (Average Length', ' 1049.26 Splits', ' 0)']","[' 1598033  (Deleted', ' 1521368)']","[' 313      (Ratio', '   0.02%)']","[' 63494    (Ratio', '   3.97%)']","[' 1598033  (Average Length', '   24.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1598033  (Average', ' 197.50 Max', ' 7594 Sum', ' 315604330)']","[' 1597504  (Average', ' 197.13 Max', ' 7017 Sum', ' 315015024 Ratio', '  99.81%)']","[' 529      (Average', ' 1114.00 Max', ' 1114 Sum', ' 589306 Ratio', '   0.19%)']", ,[' 116486  '],[' 10138   '],[' 114801  '],[' 56780   '],"[' 198568   (Atom=Atom', ' 55541 Body=Body', ' 33668 Other', ' 109359)']",[' Yes'],"[' 12185    (Eliminated', '    0 Frozen', ' 12185)']","[' 6608     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.70193'],[' 0'], ,[' 194.147'],[' 0'],[' 20.0105'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06947e+09'],[' 9.66847e+08'],[' 0'],[' 6.04934e+09'],[' 0'],[' 0'],[' 1607 '],[' 3333 '],[' 2 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 4601+'],[' 2303'],"[' 603.808s (Solving', ' 589.24s 1st Model', ' 307.47s Unsat', ' 0.00s)']",[' 601.641s'], ,[' 324009899'],"[' 3250082  (Analyzed', ' 1745671)']","[' 6292     (Average', ' 277.44 Last', ' 95686)']",[' 6820.1  '],"[' 2303     (Average Length', ' 1125.41 Splits', ' 0)']","[' 1745671  (Deleted', ' 1668354)']","[' 367      (Ratio', '   0.02%)']","[' 63412    (Ratio', '   3.63%)']","[' 1745671  (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1745671  (Average', ' 177.35 Max', ' 7729 Sum', ' 309587696)']","[' 1745174  (Average', ' 177.03 Max', ' 7729 Sum', ' 309033541 Ratio', '  99.82%)']","[' 497      (Average', ' 1115.00 Max', ' 1115 Sum', ' 554155 Ratio', '   0.18%)']", ,[' 116703  '],[' 10144   '],[' 115150  '],[' 56984   '],"[' 199254   (Atom=Atom', ' 55773 Body=Body', ' 33726 Other', ' 109755)']",[' Yes'],"[' 12322    (Eliminated', '    0 Frozen', ' 12322)']","[' 6631     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.98984'],[' 0'], ,[' 196.779'],[' 0'],[' 19.2573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06818e+09'],[' 9.62454e+08'],[' 0'],[' 6.55428e+09'],[' 0'],[' 0'],[' 1762 '],[' 3321 '],[' 2 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 4573+'],[' 2289'],"[' 604.645s (Solving', ' 588.65s 1st Model', ' 235.82s Unsat', ' 0.00s)']",[' 602.375s'], ,[' 323158397'],"[' 4768710  (Analyzed', ' 3012399)']","[' 7622     (Average', ' 395.22 Last', ' 95555)']",[' 7165.4  '],"[' 2289     (Average Length', ' 1121.13 Splits', ' 0)']","[' 3012399  (Deleted', ' 2929072)']","[' 401      (Ratio', '   0.01%)']","[' 58165    (Ratio', '   1.93%)']","[' 3012399  (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3012399  (Average', ' 102.01 Max', ' 7559 Sum', ' 307308494)']","[' 3011884  (Average', ' 101.86 Max', ' 7207 Sum', ' 306850659 Ratio', '  99.85%)']","[' 515      (Average', ' 889.00 Max', ' 889 Sum', ' 457835 Ratio', '   0.15%)']", ,[' 116214  '],[' 10075   '],[' 114671  '],[' 56625   '],"[' 198240   (Atom=Atom', ' 55549 Body=Body', ' 33514 Other', ' 109177)']",[' Yes'],"[' 12255    (Eliminated', '    0 Frozen', ' 12255)']","[' 5970     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.14021'],[' 0'], ,[' 224.219'],[' 0'],[' 19.3681'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.55207e+08'],[' 8.48968e+08'],[' 0'],[' 8.29573e+09'],[' 0'],[' 0'],[' 1903 '],[' 3358 '],[' 2 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 5039+'],[' 2522'],"[' 604.977s (Solving', ' 587.13s 1st Model', ' 231.39s Unsat', ' 0.00s)']",[' 599.953s'], ,[' 317323605'],"[' 3159028  (Analyzed', ' 1911145)']","[' 5781     (Average', ' 330.59 Last', ' 93827)']",[' 7028.0  '],"[' 2522     (Average Length', ' 1229.90 Splits', ' 0)']","[' 1911145  (Deleted', ' 1833421)']","[' 381      (Ratio', '   0.02%)']","[' 60282    (Ratio', '   3.15%)']","[' 1911145  (Average Length', '   25.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1911145  (Average', ' 157.82 Max', ' 7726 Sum', ' 301611725)']","[' 1910619  (Average', ' 157.52 Max', ' 7016 Sum', ' 301034703 Ratio', '  99.81%)']","[' 526      (Average', ' 1097.00 Max', ' 1097 Sum', ' 577022 Ratio', '   0.19%)']", ,[' 116789  '],[' 10125   '],[' 115431  '],[' 57097   '],"[' 199442   (Atom=Atom', ' 55839 Body=Body', ' 33572 Other', ' 110031)']",[' Yes'],"[' 12498    (Eliminated', '    0 Frozen', ' 12498)']","[' 6602     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.51285'],[' 0'], ,[' 198.439'],[' 0'],[' 19.4543'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.97831e+08'],[' 9.01741e+08'],[' 0'],[' 6.32995e+09'],[' 0'],[' 0'],[' 1981 '],[' 3425 '],[' 2 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 4215+'],[' 2110'],"[' 603.616s (Solving', ' 589.83s 1st Model', ' 241.61s Unsat', ' 0.00s)']",[' 601.313s'], ,[' 333806215'],"[' 2989117  (Analyzed', ' 1766785)']","[' 5677     (Average', ' 311.22 Last', ' 125524)']",[' 6708.6  '],"[' 2110     (Average Length', ' 1044.72 Splits', ' 0)']","[' 1766785  (Deleted', ' 1689629)']","[' 395      (Ratio', '   0.02%)']","[' 64003    (Ratio', '   3.62%)']","[' 1766785  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1766785  (Average', ' 181.63 Max', ' 7799 Sum', ' 320909190)']","[' 1766269  (Average', ' 181.32 Max', ' 7299 Sum', ' 320356554 Ratio', '  99.83%)']","[' 516      (Average', ' 1071.00 Max', ' 1071 Sum', ' 552636 Ratio', '   0.17%)']", ,[' 116951  '],[' 10212   '],[' 115236  '],[' 57136   '],"[' 199604   (Atom=Atom', ' 55770 Body=Body', ' 33915 Other', ' 109919)']",[' Yes'],"[' 12263    (Eliminated', '    0 Frozen', ' 12263)']","[' 6968     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.74062'],[' 0'], ,[' 196.3'],[' 0'],[' 19.93'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07506e+09'],[' 9.72283e+08'],[' 0'],[' 6.50096e+09'],[' 0'],[' 0'],[' 1830 '],[' 3590 '],[' 2 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 4591+'],[' 2298'],"[' 603.880s (Solving', ' 589.09s 1st Model', ' 310.66s Unsat', ' 0.00s)']",[' 601.641s'], ,[' 325431100'],"[' 2886651  (Analyzed', ' 1756633)']","[' 5683     (Average', ' 309.10 Last', ' 89849)']",[' 6724.3  '],"[' 2298     (Average Length', ' 1129.93 Splits', ' 0)']","[' 1756633  (Deleted', ' 1679769)']","[' 333      (Ratio', '   0.02%)']","[' 63729    (Ratio', '   3.63%)']","[' 1756633  (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1756633  (Average', ' 177.45 Max', ' 7610 Sum', ' 311718928)']","[' 1756089  (Average', ' 177.12 Max', ' 7037 Sum', ' 311137392 Ratio', '  99.81%)']","[' 544      (Average', ' 1069.00 Max', ' 1069 Sum', ' 581536 Ratio', '   0.19%)']", ,[' 116141  '],[' 10060   '],[' 114631  '],[' 56541   '],"[' 198023   (Atom=Atom', ' 55505 Body=Body', ' 33463 Other', ' 109055)']",[' Yes'],"[' 12250    (Eliminated', '    0 Frozen', ' 12250)']","[' 6718     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.96771'],[' 0'], ,[' 194.267'],[' 0'],[' 19.5201'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06996e+09'],[' 9.69109e+08'],[' 0'],[' 6.1577e+09'],[' 0'],[' 0'],[' 1642 '],[' 3251 '],[' 2 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 4779+'],[' 2392'],"[' 604.381s (Solving', ' 588.24s 1st Model', ' 509.41s Unsat', ' 0.00s)']",[' 600.172s'], ,[' 324601676'],"[' 2988504  (Analyzed', ' 1499584)']","[' 5863     (Average', ' 255.77 Last', ' 223800)']",[' 6801.3  '],"[' 2392     (Average Length', ' 1165.49 Splits', ' 0)']","[' 1499584  (Deleted', ' 1426782)']","[' 254      (Ratio', '   0.02%)']","[' 61402    (Ratio', '   4.09%)']","[' 1499584  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1499584  (Average', ' 206.62 Max', ' 7844 Sum', ' 309837342)']","[' 1499134  (Average', ' 206.29 Max', ' 7432 Sum', ' 309345942 Ratio', '  99.84%)']","[' 450      (Average', ' 1092.00 Max', ' 1092 Sum', ' 491400 Ratio', '   0.16%)']", ,[' 116356  '],[' 10079   '],[' 114908  '],[' 56758   '],"[' 198207   (Atom=Atom', ' 55460 Body=Body', ' 33322 Other', ' 109425)']",[' Yes'],"[' 12343    (Eliminated', '    0 Frozen', ' 12343)']","[' 6334     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.20267'],[' 0'], ,[' 192.243'],[' 0'],[' 19.5189'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08859e+09'],[' 9.84311e+08'],[' 0'],[' 6.00687e+09'],[' 0'],[' 0'],[' 1633 '],[' 3188 '],[' 2 '],[' 0 ']
