Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 1487+'],[' 749'],"[' 600.894s (Solving', ' 598.68s 1st Model', ' 2.04s Unsat', ' 0.00s)']",[' 599.453s'], ,[' 65975731'],"[' 32627171 (Analyzed', ' 32559468)']","[' 59982    (Average', ' 542.82 Last', ' 166415)']",[' 2143.1  '],"[' 749      (Average Length', ' 440.71 Splits', ' 0)']","[' 32559468 (Deleted', ' 32207528)']","[' 13       (Ratio', '   0.00%)']","[' 4367     (Ratio', '   0.01%)']","[' 32559468 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32559468 (Average', '  1.96 Max', ' 2764 Sum', ' 63890554)']","[' 32558896 (Average', '  1.95 Max', ' 2764 Sum', ' 63620580 Ratio', '  99.58%)']","[' 572      (Average', ' 471.98 Max', ' 575 Sum', ' 269974 Ratio', '   0.42%)']", ,[' 73901   '],[' 3673    '],[' 67575   '],[' 27395   '],"[' 73625    (Atom=Atom', ' 20398 Body=Body', ' 13179 Other', ' 40048)']",[' Yes'],"[' 4841     (Eliminated', '    0 Frozen', ' 4841)']","[' 593      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.507762'],[' 0'], ,[' 403.558'],[' 0'],[' 10.2833'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48731e+08'],[' 6.93885e+07'],[' 0'],[' 2.97438e+10'],[' 0'],[' 0'],[' 794 '],[' 1438 '],[' 2247 '],[' 2819 '],[' 3480 '],[' 5 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 1227+'],[' 619'],"[' 600.829s (Solving', ' 598.38s 1st Model', ' 1.56s Unsat', ' 0.00s)']",[' 598.828s'], ,[' 77381163'],"[' 31621406 (Analyzed', ' 31547851)']","[' 55172    (Average', ' 571.81 Last', ' 242534)']",[' 2142.4  '],"[' 619      (Average Length', ' 391.18 Splits', ' 0)']","[' 31547851 (Deleted', ' 31281271)']","[' 11       (Ratio', '   0.00%)']","[' 5764     (Ratio', '   0.02%)']","[' 31547851 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 31547851 (Average', '  2.39 Max', ' 3162 Sum', ' 75299760)']","[' 31547246 (Average', '  2.38 Max', ' 2694 Sum', ' 75044576 Ratio', '  99.66%)']","[' 605      (Average', ' 421.79 Max', ' 509 Sum', ' 255184 Ratio', '   0.34%)']", ,[' 73702   '],[' 3715    '],[' 67460   '],[' 27182   '],"[' 73958    (Atom=Atom', ' 20436 Body=Body', ' 13305 Other', ' 40217)']",[' Yes'],"[' 4766     (Eliminated', '    0 Frozen', ' 4766)']","[' 958      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.4652'],[' 0'], ,[' 411.614'],[' 0'],[' 10.9846'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72253e+08'],[' 9.39189e+07'],[' 0'],[' 3.07971e+10'],[' 0'],[' 0'],[' 964 '],[' 1592 '],[' 2244 '],[' 3044 '],[' 3793 '],[' 5 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 1561+'],[' 786'],"[' 600.851s (Solving', ' 598.41s 1st Model', ' 2.47s Unsat', ' 0.00s)']",[' 600.297s'], ,[' 56373316'],"[' 29507871 (Analyzed', ' 29398429)']","[' 55082    (Average', ' 533.72 Last', ' 129033)']",[' 2303.7  '],"[' 786      (Average Length', ' 471.30 Splits', ' 0)']","[' 29398429 (Deleted', ' 29059048)']","[' 8        (Ratio', '   0.00%)']","[' 3698     (Ratio', '   0.01%)']","[' 29398429 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29398429 (Average', '  1.84 Max', ' 2742 Sum', ' 54152397)']","[' 29397898 (Average', '  1.83 Max', ' 2742 Sum', ' 53912564 Ratio', '  99.56%)']","[' 531      (Average', ' 451.66 Max', ' 568 Sum', ' 239833 Ratio', '   0.44%)']", ,[' 72824   '],[' 3565    '],[' 66819   '],[' 26645   '],"[' 72139    (Atom=Atom', ' 20003 Body=Body', ' 12855 Other', ' 39281)']",[' Yes'],"[' 4756     (Eliminated', '    0 Frozen', ' 4756)']","[' 640      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.571064'],[' 0'], ,[' 421.725'],[' 0'],[' 11.9132'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37748e+08'],[' 6.85684e+07'],[' 0'],[' 3.0811e+10'],[' 0'],[' 0'],[' 910 '],[' 1360 '],[' 2032 '],[' 2562 '],[' 3336 '],[' 5 '],[' 0 ']
Solving...,TA54, , , , ,[' 1681'],[' 846'],"[' 485.760s (Solving', ' 482.85s 1st Model', ' 2.63s Unsat', ' 0.02s)']",[' 484.547s'], ,[' 62173053'],"[' 28489570 (Analyzed', ' 28393451)']","[' 51962    (Average', ' 546.43 Last', ' 170157)']",[' 2272.4  '],"[' 846      (Average Length', ' 493.09 Splits', ' 0)']","[' 28393451 (Deleted', ' 28130676)']","[' 26       (Ratio', '   0.00%)']","[' 5204     (Ratio', '   0.02%)']","[' 28393451 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28393451 (Average', '  2.11 Max', ' 3241 Sum', ' 59810620)']","[' 28392871 (Average', '  2.10 Max', ' 2641 Sum', ' 59538515 Ratio', '  99.55%)']","[' 580      (Average', ' 469.15 Max', ' 632 Sum', ' 272105 Ratio', '   0.45%)']", ,[' 73842   '],[' 3674    '],[' 67675   '],[' 27341   '],"[' 73976    (Atom=Atom', ' 20499 Body=Body', ' 13182 Other', ' 40295)']",[' Yes'],"[' 4911     (Eliminated', '    0 Frozen', ' 4911)']","[' 1077     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.647947'],[' 0'], ,[' 310.539'],[' 0'],[' 7.94566'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4494e+08'],[' 7.51517e+07'],[' 0'],[' 2.21421e+10'],[' 0'],[' 0'],[' 850 '],[' 1427 '],[' 1982 '],[' 2902 '],[' 3223 '],[' 4 '],[' 1 ']
Solving...,TA55, , , ,[' 1'],[' 1529+'],[' 770'],"[' 600.913s (Solving', ' 598.37s 1st Model', ' 2.00s Unsat', ' 0.00s)']",[' 599.313s'], ,[' 79483312'],"[' 32005591 (Analyzed', ' 31912171)']","[' 57158    (Average', ' 558.32 Last', ' 244219)']",[' 2153.9  '],"[' 770      (Average Length', ' 456.85 Splits', ' 0)']","[' 31912171 (Deleted', ' 31580413)']","[' 18       (Ratio', '   0.00%)']","[' 5496     (Ratio', '   0.02%)']","[' 31912171 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 31912171 (Average', '  2.42 Max', ' 2809 Sum', ' 77210902)']","[' 31911557 (Average', '  2.41 Max', ' 2695 Sum', ' 76898508 Ratio', '  99.60%)']","[' 614      (Average', ' 508.79 Max', ' 591 Sum', ' 312394 Ratio', '   0.40%)']", ,[' 73378   '],[' 3727    '],[' 67291   '],[' 27272   '],"[' 74582    (Atom=Atom', ' 20635 Body=Body', ' 13341 Other', ' 40606)']",[' Yes'],"[' 4893     (Eliminated', '    0 Frozen', ' 4893)']","[' 959      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.533674'],[' 0'], ,[' 415.596'],[' 0'],[' 10.2574'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72311e+08'],[' 8.80235e+07'],[' 0'],[' 2.97608e+10'],[' 0'],[' 0'],[' 773 '],[' 1616 '],[' 2433 '],[' 2920 '],[' 3629 '],[' 5 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 1631+'],[' 821'],"[' 600.941s (Solving', ' 598.18s 1st Model', ' 2.18s Unsat', ' 0.00s)']",[' 599.297s'], ,[' 67512563'],"[' 32326102 (Analyzed', ' 32231841)']","[' 57280    (Average', ' 562.71 Last', ' 232980)']",[' 2252.3  '],"[' 821      (Average Length', ' 485.95 Splits', ' 0)']","[' 32231841 (Deleted', ' 31939755)']","[' 11       (Ratio', '   0.00%)']","[' 5604     (Ratio', '   0.02%)']","[' 32231841 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32231841 (Average', '  2.02 Max', ' 2934 Sum', ' 65093353)']","[' 32231334 (Average', '  2.01 Max', ' 2750 Sum', ' 64854431 Ratio', '  99.63%)']","[' 507      (Average', ' 471.25 Max', ' 614 Sum', ' 238922 Ratio', '   0.37%)']", ,[' 73388   '],[' 3676    '],[' 67420   '],[' 27118   '],"[' 73959    (Atom=Atom', ' 20482 Body=Body', ' 13188 Other', ' 40289)']",[' Yes'],"[' 4894     (Eliminated', '    0 Frozen', ' 4894)']","[' 888      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.606295'],[' 0'], ,[' 408.137'],[' 0'],[' 10.2535'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61794e+08'],[' 7.96008e+07'],[' 0'],[' 2.95157e+10'],[' 0'],[' 0'],[' 1056 '],[' 1658 '],[' 2230 '],[' 2771 '],[' 3517 '],[' 5 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 1525+'],[' 768'],"[' 600.724s (Solving', ' 598.09s 1st Model', ' 2.31s Unsat', ' 0.00s)']",[' 598.891s'], ,[' 69936188'],"[' 29632475 (Analyzed', ' 29526791)']","[' 51941    (Average', ' 568.47 Last', ' 290256)']",[' 2291.3  '],"[' 768      (Average Length', ' 461.74 Splits', ' 0)']","[' 29526791 (Deleted', ' 29258238)']","[' 13       (Ratio', '   0.00%)']","[' 5451     (Ratio', '   0.02%)']","[' 29526791 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29526791 (Average', '  2.29 Max', ' 3018 Sum', ' 67668965)']","[' 29526233 (Average', '  2.28 Max', ' 3018 Sum', ' 67407485 Ratio', '  99.61%)']","[' 558      (Average', ' 468.60 Max', ' 562 Sum', ' 261480 Ratio', '   0.39%)']", ,[' 73455   '],[' 3675    '],[' 67380   '],[' 27097   '],"[' 73766    (Atom=Atom', ' 20425 Body=Body', ' 13185 Other', ' 40156)']",[' Yes'],"[' 4855     (Eliminated', '    0 Frozen', ' 4855)']","[' 1075     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.569438'],[' 0'], ,[' 415.019'],[' 0'],[' 11.7431'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64629e+08'],[' 9.12645e+07'],[' 0'],[' 3.05053e+10'],[' 0'],[' 0'],[' 966 '],[' 1625 '],[' 2309 '],[' 2826 '],[' 3572 '],[' 5 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 1475+'],[' 743'],"[' 600.993s (Solving', ' 598.32s 1st Model', ' 2.30s Unsat', ' 0.00s)']",[' 599.609s'], ,[' 66985748'],"[' 30508339 (Analyzed', ' 30446233)']","[' 54914    (Average', ' 554.43 Last', ' 49341)']",[' 2126.6  '],"[' 743      (Average Length', ' 446.17 Splits', ' 0)']","[' 30446233 (Deleted', ' 30153246)']","[' 16       (Ratio', '   0.00%)']","[' 5035     (Ratio', '   0.02%)']","[' 30446233 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30446233 (Average', '  2.13 Max', ' 2871 Sum', ' 64874482)']","[' 30445693 (Average', '  2.12 Max', ' 2706 Sum', ' 64627425 Ratio', '  99.62%)']","[' 540      (Average', ' 457.51 Max', ' 602 Sum', ' 247057 Ratio', '   0.38%)']", ,[' 73524   '],[' 3662    '],[' 67352   '],[' 27129   '],"[' 73459    (Atom=Atom', ' 20348 Body=Body', ' 13146 Other', ' 39965)']",[' Yes'],"[' 4824     (Eliminated', '    0 Frozen', ' 4824)']","[' 870      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.525864'],[' 0'], ,[' 416.183'],[' 0'],[' 11.6133'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6224e+08'],[' 8.47678e+07'],[' 0'],[' 3.14806e+10'],[' 0'],[' 0'],[' 761 '],[' 1481 '],[' 2077 '],[' 2970 '],[' 3640 '],[' 5 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 1763+'],[' 887'],"[' 520.080s (Solving', ' 517.10s 1st Model', ' 2.22s Unsat', ' 35.43s)']",[' 519.375s'], ,[' 58304792'],"[' 27372798 (Analyzed', ' 27282527)']","[' 49640    (Average', ' 549.61 Last', ' 259153)']",[' 2281.8  '],"[' 887      (Average Length', ' 523.15 Splits', ' 0)']","[' 27282527 (Deleted', ' 26987558)']","[' 7        (Ratio', '   0.00%)']","[' 4644     (Ratio', '   0.02%)']","[' 27282527 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27282527 (Average', '  2.06 Max', ' 3435 Sum', ' 56077779)']","[' 27281993 (Average', '  2.05 Max', ' 2796 Sum', ' 55833939 Ratio', '  99.57%)']","[' 534      (Average', ' 456.63 Max', ' 677 Sum', ' 243840 Ratio', '   0.43%)']", ,[' 73812   '],[' 3665    '],[' 67698   '],[' 27368   '],"[' 73928    (Atom=Atom', ' 20504 Body=Body', ' 13155 Other', ' 40269)']",[' Yes'],"[' 4934     (Eliminated', '    0 Frozen', ' 4934)']","[' 674      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.63094'],[' 0'], ,[' 346.027'],[' 0'],[' 9.81125'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45365e+08'],[' 7.90597e+07'],[' 0'],[' 2.58255e+10'],[' 0'],[' 0'],[' 816 '],[' 1418 '],[' 1953 '],[' 2509 '],[' 3369 '],[' 4 '],[' 1 ']
Solving...,TA60, , , ,[' 1'],[' 1743+'],[' 877'],"[' 600.802s (Solving', ' 597.87s 1st Model', ' 2.35s Unsat', ' 0.00s)']",[' 597.797s'], ,[' 59487607'],"[' 29427981 (Analyzed', ' 29342820)']","[' 52551    (Average', ' 558.37 Last', ' 484155)']",[' 2194.3  '],"[' 877      (Average Length', ' 501.89 Splits', ' 0)']","[' 29342820 (Deleted', ' 29012594)']","[' 12       (Ratio', '   0.00%)']","[' 4375     (Ratio', '   0.01%)']","[' 29342820 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29342820 (Average', '  1.96 Max', ' 2777 Sum', ' 57431549)']","[' 29342066 (Average', '  1.94 Max', ' 2561 Sum', ' 57037779 Ratio', '  99.31%)']","[' 754      (Average', ' 522.24 Max', ' 628 Sum', ' 393770 Ratio', '   0.69%)']", ,[' 74104   '],[' 3702    '],[' 67962   '],[' 27550   '],"[' 74528    (Atom=Atom', ' 20642 Body=Body', ' 13266 Other', ' 40620)']",[' Yes'],"[' 4982     (Eliminated', '    0 Frozen', ' 4982)']","[' 786      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.652409'],[' 0'], ,[' 410.48'],[' 0'],[' 10.917'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47928e+08'],[' 7.66232e+07'],[' 0'],[' 2.93258e+10'],[' 0'],[' 0'],[' 661 '],[' 1417 '],[' 2050 '],[' 2609 '],[' 3234 '],[' 5 '],[' 0 ']
