Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 4479+'],[' 2242'],"[' 603.549s (Solving', ' 589.80s 1st Model', ' 397.36s Unsat', ' 0.00s)']",[' 600.125s'], ,[' 295703177'],"[' 3097224  (Analyzed', ' 1887036)']","[' 6232     (Average', ' 302.80 Last', ' 189616)']",[' 6157.8  '],"[' 2242     (Average Length', ' 1105.66 Splits', ' 0)']","[' 1887036  (Deleted', ' 1817193)']","[' 319      (Ratio', '   0.02%)']","[' 56056    (Ratio', '   2.97%)']","[' 1887036  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1887036  (Average', ' 150.26 Max', ' 6803 Sum', ' 283544429)']","[' 1886494  (Average', ' 149.90 Max', ' 5896 Sum', ' 282869413 Ratio', '  99.76%)']","[' 542      (Average', ' 1245.42 Max', ' 1248 Sum', ' 675016 Ratio', '   0.24%)']", ,[' 111322  '],[' 9230    '],[' 108838  '],[' 50655   '],"[' 182095   (Atom=Atom', ' 51692 Body=Body', ' 29595 Other', ' 100808)']",[' Yes'],"[' 11360    (Eliminated', '    0 Frozen', ' 11360)']","[' 6188     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.7556'],[' 0'], ,[' 213.244'],[' 0'],[' 19.1412'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.3143e+08'],[' 8.36896e+08'],[' 0'],[' 7.41268e+09'],[' 0'],[' 0'],[' 1683 '],[' 3486 '],[' 2 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 5021+'],[' 2513'],"[' 604.070s (Solving', ' 587.12s 1st Model', ' 271.26s Unsat', ' 0.00s)']",[' 601.328s'], ,[' 277699141'],"[' 3832710  (Analyzed', ' 1857438)']","[' 6249     (Average', ' 297.24 Last', ' 232102)']",[' 6598.7  '],"[' 2513     (Average Length', ' 1232.65 Splits', ' 0)']","[' 1857438  (Deleted', ' 1781224)']","[' 336      (Ratio', '   0.02%)']","[' 57236    (Ratio', '   3.08%)']","[' 1857438  (Average Length', '   25.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1857438  (Average', ' 141.39 Max', ' 7169 Sum', ' 262617369)']","[' 1856872  (Average', ' 141.03 Max', ' 6443 Sum', ' 261957979 Ratio', '  99.75%)']","[' 566      (Average', ' 1165.00 Max', ' 1165 Sum', ' 659390 Ratio', '   0.25%)']", ,[' 112334  '],[' 9344    '],[' 110071  '],[' 51496   '],"[' 184504   (Atom=Atom', ' 52305 Body=Body', ' 29937 Other', ' 102262)']",[' Yes'],"[' 11752    (Eliminated', '    0 Frozen', ' 11752)']","[' 6664     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.45363'],[' 0'], ,[' 219.835'],[' 0'],[' 18.7164'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.49917e+08'],[' 7.61221e+08'],[' 0'],[' 8.07805e+09'],[' 0'],[' 0'],[' 1860 '],[' 3426 '],[' 2 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 4501+'],[' 2253'],"[' 603.645s (Solving', ' 588.65s 1st Model', ' 154.91s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 296730203'],"[' 3203248  (Analyzed', ' 1874955)']","[' 5724     (Average', ' 327.56 Last', ' 123713)']",[' 6290.0  '],"[' 2253     (Average Length', ' 1100.59 Splits', ' 0)']","[' 1874955  (Deleted', ' 1806952)']","[' 317      (Ratio', '   0.02%)']","[' 54652    (Ratio', '   2.91%)']","[' 1874955  (Average Length', '   22.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1874955  (Average', ' 151.45 Max', ' 7029 Sum', ' 283966558)']","[' 1874450  (Average', ' 151.16 Max', ' 5957 Sum', ' 283425198 Ratio', '  99.81%)']","[' 505      (Average', ' 1072.00 Max', ' 1072 Sum', ' 541360 Ratio', '   0.19%)']", ,[' 110462  '],[' 9096    '],[' 108072  '],[' 49996   '],"[' 180252   (Atom=Atom', ' 51301 Body=Body', ' 29193 Other', ' 99758)']",[' Yes'],"[' 11253    (Eliminated', '    0 Frozen', ' 11253)']","[' 6084     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.02871'],[' 0'], ,[' 208.525'],[' 0'],[' 19.4269'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.47373e+08'],[' 8.49522e+08'],[' 0'],[' 6.85481e+09'],[' 0'],[' 0'],[' 1570 '],[' 3243 '],[' 2 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 4803+'],[' 2404'],"[' 603.851s (Solving', ' 588.46s 1st Model', ' 283.89s Unsat', ' 0.00s)']",[' 601.656s'], ,[' 293609340'],"[' 3014500  (Analyzed', ' 1632657)']","[' 5865     (Average', ' 278.37 Last', ' 198598)']",[' 6314.4  '],"[' 2404     (Average Length', ' 1176.26 Splits', ' 0)']","[' 1632657  (Deleted', ' 1560502)']","[' 270      (Ratio', '   0.02%)']","[' 58103    (Ratio', '   3.56%)']","[' 1632657  (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1632657  (Average', ' 171.63 Max', ' 7044 Sum', ' 280213083)']","[' 1632122  (Average', ' 171.21 Max', ' 5770 Sum', ' 279531493 Ratio', '  99.76%)']","[' 535      (Average', ' 1274.00 Max', ' 1274 Sum', ' 681590 Ratio', '   0.24%)']", ,[' 111185  '],[' 9184    '],[' 108871  '],[' 50587   '],"[' 181937   (Atom=Atom', ' 51716 Body=Body', ' 29457 Other', ' 100764)']",[' Yes'],"[' 11461    (Eliminated', '    0 Frozen', ' 11461)']","[' 6509     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.14534'],[' 0'], ,[' 202.484'],[' 0'],[' 19.1755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.57558e+08'],[' 8.63132e+08'],[' 0'],[' 6.59473e+09'],[' 0'],[' 0'],[' 1679 '],[' 3236 '],[' 2 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 4181+'],[' 2093'],"[' 603.378s (Solving', ' 589.61s 1st Model', ' 376.35s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 283693240'],"[' 3169472  (Analyzed', ' 1800277)']","[' 6145     (Average', ' 292.97 Last', ' 460397)']",[' 6295.4  '],"[' 2093     (Average Length', ' 1027.91 Splits', ' 0)']","[' 1800277  (Deleted', ' 1729336)']","[' 352      (Ratio', '   0.02%)']","[' 57848    (Ratio', '   3.21%)']","[' 1800277  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1800277  (Average', ' 150.86 Max', ' 6542 Sum', ' 271595529)']","[' 1799699  (Average', ' 150.53 Max', ' 5502 Sum', ' 270994409 Ratio', '  99.78%)']","[' 578      (Average', ' 1040.00 Max', ' 1040 Sum', ' 601120 Ratio', '   0.22%)']", ,[' 112018  '],[' 9360    '],[' 109335  '],[' 51156   '],"[' 183468   (Atom=Atom', ' 51933 Body=Body', ' 29985 Other', ' 101550)']",[' Yes'],"[' 11356    (Eliminated', '    0 Frozen', ' 11356)']","[' 6386     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.80393'],[' 0'], ,[' 210.402'],[' 0'],[' 19.1968'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.21233e+08'],[' 8.23373e+08'],[' 0'],[' 7.07612e+09'],[' 0'],[' 0'],[' 1831 '],[' 3345 '],[' 2 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 4315+'],[' 2160'],"[' 603.506s (Solving', ' 589.06s 1st Model', ' 264.80s Unsat', ' 0.00s)']",[' 599.672s'], ,[' 281121282'],"[' 3838857  (Analyzed', ' 2236861)']","[' 6556     (Average', ' 341.19 Last', ' 192340)']",[' 6350.6  '],"[' 2160     (Average Length', ' 1057.89 Splits', ' 0)']","[' 2236861  (Deleted', ' 2166371)']","[' 345      (Ratio', '   0.02%)']","[' 53761    (Ratio', '   2.40%)']","[' 2236861  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2236861  (Average', ' 119.92 Max', ' 6874 Sum', ' 268238314)']","[' 2236370  (Average', ' 119.70 Max', ' 6185 Sum', ' 267755170 Ratio', '  99.82%)']","[' 491      (Average', ' 984.00 Max', ' 984 Sum', ' 483144 Ratio', '   0.18%)']", ,[' 110876  '],[' 9174    '],[' 108329  '],[' 50293   '],"[' 181065   (Atom=Atom', ' 51442 Body=Body', ' 29427 Other', ' 100196)']",[' Yes'],"[' 11213    (Eliminated', '    0 Frozen', ' 11213)']","[' 5928     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.99006'],[' 0'], ,[' 214.979'],[' 0'],[' 18.8445'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.77981e+08'],[' 7.81916e+08'],[' 0'],[' 7.0473e+09'],[' 0'],[' 0'],[' 1946 '],[' 3306 '],[' 2 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 4299+'],[' 2152'],"[' 603.588s (Solving', ' 589.07s 1st Model', ' 71.81s Unsat', ' 0.00s)']",[' 599.438s'], ,[' 281684254'],"[' 3051598  (Analyzed', ' 1784408)']","[' 5271     (Average', ' 338.53 Last', ' 43850)']",[' 6381.4  '],"[' 2152     (Average Length', ' 1055.47 Splits', ' 0)']","[' 1784408  (Deleted', ' 1712207)']","[' 343      (Ratio', '   0.02%)']","[' 56267    (Ratio', '   3.15%)']","[' 1784408  (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1784408  (Average', ' 150.86 Max', ' 6670 Sum', ' 269190136)']","[' 1783866  (Average', ' 150.57 Max', ' 5712 Sum', ' 268670900 Ratio', '  99.81%)']","[' 542      (Average', ' 958.00 Max', ' 958 Sum', ' 519236 Ratio', '   0.19%)']", ,[' 111375  '],[' 9252    '],[' 108809  '],[' 50675   '],"[' 182133   (Atom=Atom', ' 51668 Body=Body', ' 29661 Other', ' 100804)']",[' Yes'],"[' 11311    (Eliminated', '    0 Frozen', ' 11311)']","[' 6037     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.04502'],[' 0'], ,[' 206.774'],[' 0'],[' 19.3261'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.93481e+08'],[' 8.07482e+08'],[' 0'],[' 6.49768e+09'],[' 0'],[' 0'],[' 2035 '],[' 3453 '],[' 2 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 4367+'],[' 2186'],"[' 603.516s (Solving', ' 589.13s 1st Model', ' 357.54s Unsat', ' 0.00s)']",[' 600.406s'], ,[' 298245160'],"[' 3226701  (Analyzed', ' 1832981)']","[' 5977     (Average', ' 306.67 Last', ' 243756)']",[' 6310.8  '],"[' 2186     (Average Length', ' 1075.37 Splits', ' 0)']","[' 1832981  (Deleted', ' 1763791)']","[' 341      (Ratio', '   0.02%)']","[' 56698    (Ratio', '   3.09%)']","[' 1832981  (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1832981  (Average', ' 155.87 Max', ' 6431 Sum', ' 285702386)']","[' 1832410  (Average', ' 155.55 Max', ' 5412 Sum', ' 285119395 Ratio', '  99.80%)']","[' 571      (Average', ' 1021.00 Max', ' 1021 Sum', ' 582991 Ratio', '   0.20%)']", ,[' 111175  '],[' 9216    '],[' 108668  '],[' 50529   '],"[' 181731   (Atom=Atom', ' 51594 Body=Body', ' 29553 Other', ' 100584)']",[' Yes'],"[' 11316    (Eliminated', '    0 Frozen', ' 11316)']","[' 6497     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.91979'],[' 0'], ,[' 210.223'],[' 0'],[' 19.3369'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.38087e+08'],[' 8.42016e+08'],[' 0'],[' 7.23664e+09'],[' 0'],[' 0'],[' 1769 '],[' 3636 '],[' 2 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 4319+'],[' 2162'],"[' 603.529s (Solving', ' 589.52s 1st Model', ' 209.46s Unsat', ' 0.00s)']",[' 600.234s'], ,[' 299011916'],"[' 3137364  (Analyzed', ' 1706872)']","[' 5596     (Average', ' 305.02 Last', ' 93391)']",[' 6211.1  '],"[' 2162     (Average Length', ' 1058.51 Splits', ' 0)']","[' 1706872  (Deleted', ' 1633517)']","[' 332      (Ratio', '   0.02%)']","[' 58528    (Ratio', '   3.43%)']","[' 1706872  (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1706872  (Average', ' 167.98 Max', ' 6821 Sum', ' 286720016)']","[' 1706358  (Average', ' 167.65 Max', ' 6267 Sum', ' 286156672 Ratio', '  99.80%)']","[' 514      (Average', ' 1096.00 Max', ' 1096 Sum', ' 563344 Ratio', '   0.20%)']", ,[' 111021  '],[' 9196    '],[' 108483  '],[' 50405   '],"[' 181378   (Atom=Atom', ' 51510 Body=Body', ' 29493 Other', ' 100375)']",[' Yes'],"[' 11255    (Eliminated', '    0 Frozen', ' 11255)']","[' 6388     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.88057'],[' 0'], ,[' 206.133'],[' 0'],[' 19.0229'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.9846e+08'],[' 9.01356e+08'],[' 0'],[' 6.74559e+09'],[' 0'],[' 0'],[' 1617 '],[' 3280 '],[' 2 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 4717+'],[' 2361'],"[' 605.139s (Solving', ' 585.81s 1st Model', ' 446.73s Unsat', ' 0.00s)']",[' 592.719s'], ,[' 244153009'],"[' 2327876  (Analyzed', ' 1133117)']","[' 4877     (Average', ' 232.34 Last', ' 131524)']",[' 6262.9  '],"[' 2361     (Average Length', ' 1158.72 Splits', ' 0)']","[' 1133117  (Deleted', ' 1071621)']","[' 187      (Ratio', '   0.02%)']","[' 50687    (Ratio', '   4.47%)']","[' 1133117  (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1133117  (Average', ' 204.11 Max', ' 7002 Sum', ' 231283126)']","[' 1132643  (Average', ' 203.56 Max', ' 6691 Sum', ' 230656498 Ratio', '  99.73%)']","[' 474      (Average', ' 1322.00 Max', ' 1322 Sum', ' 626628 Ratio', '   0.27%)']", ,[' 111285  '],[' 9206    '],[' 108933  '],[' 50654   '],"[' 182116   (Atom=Atom', ' 51739 Body=Body', ' 29523 Other', ' 100854)']",[' Yes'],"[' 11456    (Eliminated', '    0 Frozen', ' 11456)']","[' 5658     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.96651'],[' 0'], ,[' 196.012'],[' 0'],[' 18.4022'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.58077e+08'],[' 6.82633e+08'],[' 0'],[' 4.32477e+09'],[' 0'],[' 0'],[' 1687 '],[' 3238 '],[' 2 '],[' 0 ']
