Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 3373'],[' 1692'],"[' 503.578s (Solving', ' 492.34s 1st Model', ' 28.57s Unsat', ' 55.79s)']",[' 502.672s'], ,[' 50760539'],"[' 15927710 (Analyzed', ' 15768232)']","[' 29378    (Average', ' 536.74 Last', ' 15916)']",[' 2809.6  '],"[' 1692     (Average Length', ' 778.85 Splits', ' 0)']","[' 15768232 (Deleted', ' 15517142)']","[' 107      (Ratio', '   0.00%)']","[' 9381     (Ratio', '   0.06%)']","[' 15768232 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15768232 (Average', '  2.99 Max', ' 3182 Sum', ' 47128848)']","[' 15767674 (Average', '  2.97 Max', ' 3105 Sum', ' 46760302 Ratio', '  99.22%)']","[' 558      (Average', ' 660.48 Max', ' 1212 Sum', ' 368546 Ratio', '   0.78%)']", ,[' 104737  '],[' 5673    '],[' 105222  '],[' 58726   '],"[' 176174   (Atom=Atom', ' 54051 Body=Body', ' 31123 Other', ' 91000)']",[' Yes'],"[' 7158     (Eliminated', '    0 Frozen', ' 7158)']","[' 1572     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.7512'],[' 0'], ,[' 358.353'],[' 0'],[' 7.53542'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52419e+08'],[' 1.02415e+08'],[' 0'],[' 3.03396e+10'],[' 0'],[' 0'],[' 754 '],[' 1516 '],[' 2186 '],[' 2815 '],[' 3336 '],[' 2 '],[' 3 ']
Solving...,TA62, , ,[' 3387'],[' 1699'],"[' 532.554s (Solving', ' 522.13s 1st Model', ' 10.05s Unsat', ' 111.86s)']",[' 531.703s'], ,[' 40161858'],"[' 9607415  (Analyzed', ' 9419459)']","[' 18838    (Average', ' 500.02 Last', ' 20220)']",[' 2977.3  '],"[' 1699     (Average Length', ' 797.84 Splits', ' 0)']","[' 9419459  (Deleted', ' 9267722)']","[' 90       (Ratio', '   0.00%)']","[' 6593     (Ratio', '   0.07%)']","[' 9419459  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9419459  (Average', '  3.87 Max', ' 3475 Sum', ' 36443313)']","[' 9418938  (Average', '  3.82 Max', ' 3475 Sum', ' 36008327 Ratio', '  98.81%)']","[' 521      (Average', ' 834.91 Max', ' 1229 Sum', ' 434986 Ratio', '   1.19%)']", ,[' 105080  '],[' 5698    '],[' 105600  '],[' 59468   '],"[' 178400   (Atom=Atom', ' 54768 Body=Body', ' 31148 Other', ' 92484)']",[' Yes'],"[' 7218     (Eliminated', '    0 Frozen', ' 7218)']","[' 1133     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.64408'],[' 0'], ,[' 433.77'],[' 0'],[' 7.44848'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3436e+08'],[' 1.01867e+08'],[' 0'],[' 5.08864e+10'],[' 0'],[' 0'],[' 831 '],[' 1450 '],[' 2276 '],[' 2976 '],[' 3518 '],[' 2 '],[' 3 ']
Solving...,TA63, , ,[' 3563'],[' 1787'],"[' 647.790s (Solving', ' 636.35s 1st Model', ' 67.90s Unsat', ' 10.12s)']",[' 645.891s'], ,[' 54501977'],"[' 15134644 (Analyzed', ' 14953535)']","[' 27420    (Average', ' 545.35 Last', ' 268726)']",[' 2796.2  '],"[' 1787     (Average Length', ' 815.09 Splits', ' 0)']","[' 14953535 (Deleted', ' 14711531)']","[' 154      (Ratio', '   0.00%)']","[' 9237     (Ratio', '   0.06%)']","[' 14953535 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14953535 (Average', '  3.39 Max', ' 3093 Sum', ' 50750943)']","[' 14952956 (Average', '  3.37 Max', ' 3093 Sum', ' 50335621 Ratio', '  99.18%)']","[' 579      (Average', ' 717.31 Max', ' 1249 Sum', ' 415322 Ratio', '   0.82%)']", ,[' 104517  '],[' 5648    '],[' 105065  '],[' 58556   '],"[' 175664   (Atom=Atom', ' 53906 Body=Body', ' 31098 Other', ' 90660)']",[' Yes'],"[' 7196     (Eliminated', '    0 Frozen', ' 7196)']","[' 1671     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.78541'],[' 0'], ,[' 496.471'],[' 0'],[' 9.23886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.8655e+08'],[' 1.31232e+08'],[' 0'],[' 5.37521e+10'],[' 0'],[' 0'],[' 779 '],[' 1382 '],[' 2039 '],[' 2638 '],[' 3112 '],[' 3 '],[' 2 ']
Solving...,TA64, , ,[' 3555'],[' 1783'],"[' 554.502s (Solving', ' 542.02s 1st Model', ' 17.22s Unsat', ' 116.00s)']",[' 553.797s'], ,[' 48095571'],"[' 15370306 (Analyzed', ' 15095305)']","[' 26455    (Average', ' 570.60 Last', ' 7298)']",[' 3149.5  '],"[' 1783     (Average Length', ' 818.38 Splits', ' 0)']","[' 15095305 (Deleted', ' 14886896)']","[' 105      (Ratio', '   0.00%)']","[' 6200     (Ratio', '   0.04%)']","[' 15095305 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15095305 (Average', '  2.89 Max', ' 3524 Sum', ' 43573569)']","[' 15094800 (Average', '  2.87 Max', ' 3524 Sum', ' 43257788 Ratio', '  99.28%)']","[' 505      (Average', ' 625.31 Max', ' 2157 Sum', ' 315781 Ratio', '   0.72%)']", ,[' 105140  '],[' 5716    '],[' 105692  '],[' 59476   '],"[' 178424   (Atom=Atom', ' 54758 Body=Body', ' 31166 Other', ' 92500)']",[' Yes'],"[' 7268     (Eliminated', '    0 Frozen', ' 7268)']","[' 989      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.05191'],[' 0'], ,[' 412.404'],[' 0'],[' 7.9449'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.55203e+08'],[' 1.08264e+08'],[' 0'],[' 3.90266e+10'],[' 0'],[' 0'],[' 1092 '],[' 1757 '],[' 2453 '],[' 3069 '],[' 3543 '],[' 2 '],[' 3 ']
Solving...,TA65, , ,[' 3479'],[' 1745'],"[' 646.525s (Solving', ' 635.40s 1st Model', ' 33.93s Unsat', ' 205.53s)']",[' 644.938s'], ,[' 64904966'],"[' 17239476 (Analyzed', ' 17051016)']","[' 32332    (Average', ' 527.37 Last', ' 80380)']",[' 2801.1  '],"[' 1745     (Average Length', ' 815.76 Splits', ' 0)']","[' 17051016 (Deleted', ' 16804959)']","[' 177      (Ratio', '   0.00%)']","[' 10038    (Ratio', '   0.06%)']","[' 17051016 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17051016 (Average', '  3.59 Max', ' 3280 Sum', ' 61133427)']","[' 17050466 (Average', '  3.56 Max', ' 3190 Sum', ' 60783770 Ratio', '  99.43%)']","[' 550      (Average', ' 635.74 Max', ' 1279 Sum', ' 349657 Ratio', '   0.57%)']", ,[' 104884  '],[' 5687    '],[' 105435  '],[' 58961   '],"[' 176879   (Atom=Atom', ' 54272 Body=Body', ' 31137 Other', ' 91470)']",[' Yes'],"[' 7238     (Eliminated', '    0 Frozen', ' 7238)']","[' 1581     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.74797'],[' 0'], ,[' 481.229'],[' 0'],[' 9.28367'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09838e+08'],[' 1.45975e+08'],[' 0'],[' 4.43627e+10'],[' 0'],[' 0'],[' 750 '],[' 1439 '],[' 2244 '],[' 2872 '],[' 3382 '],[' 2 '],[' 3 ']
Solving...,TA66, , ,[' 3721'],[' 1866'],"[' 683.764s (Solving', ' 671.75s 1st Model', ' 20.74s Unsat', ' 61.27s)']",[' 682.688s'], ,[' 50378797'],"[' 10200022 (Analyzed', ' 9948268)']","[' 20468    (Average', ' 486.04 Last', ' 108993)']",[' 2978.8  '],"[' 1866     (Average Length', ' 842.66 Splits', ' 0)']","[' 9948268  (Deleted', ' 9769423)']","[' 115      (Ratio', '   0.00%)']","[' 8820     (Ratio', '   0.09%)']","[' 9948268  (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9948268  (Average', '  4.64 Max', ' 3284 Sum', ' 46175618)']","[' 9947748  (Average', '  4.60 Max', ' 3284 Sum', ' 45801873 Ratio', '  99.19%)']","[' 520      (Average', ' 718.74 Max', ' 1285 Sum', ' 373745 Ratio', '   0.81%)']", ,[' 105026  '],[' 5681    '],[' 105628  '],[' 59194   '],"[' 177578   (Atom=Atom', ' 54511 Body=Body', ' 31131 Other', ' 91936)']",[' Yes'],"[' 7283     (Eliminated', '    0 Frozen', ' 7283)']","[' 1412     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95495'],[' 0'], ,[' 569.107'],[' 0'],[' 9.01374'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67942e+08'],[' 1.28525e+08'],[' 0'],[' 6.20362e+10'],[' 0'],[' 0'],[' 812 '],[' 1446 '],[' 2114 '],[' 2840 '],[' 3377 '],[' 3 '],[' 2 ']
Solving...,TA67, , ,[' 3829'],[' 1920'],"[' 575.424s (Solving', ' 563.00s 1st Model', ' 26.49s Unsat', ' 130.64s)']",[' 574.000s'], ,[' 59769722'],"[' 16380087 (Analyzed', ' 16109814)']","[' 28198    (Average', ' 571.31 Last', ' 15609)']",[' 2920.1  '],"[' 1920     (Average Length', ' 875.50 Splits', ' 0)']","[' 16109814 (Deleted', ' 15895302)']","[' 151      (Ratio', '   0.00%)']","[' 9597     (Ratio', '   0.06%)']","[' 16109814 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16109814 (Average', '  3.45 Max', ' 3386 Sum', ' 55590060)']","[' 16109268 (Average', '  3.42 Max', ' 3118 Sum', ' 55156093 Ratio', '  99.22%)']","[' 546      (Average', ' 794.81 Max', ' 1386 Sum', ' 433967 Ratio', '   0.78%)']", ,[' 105456  '],[' 5722    '],[' 106098  '],[' 59639   '],"[' 178913   (Atom=Atom', ' 54915 Body=Body', ' 31172 Other', ' 92826)']",[' Yes'],"[' 7364     (Eliminated', '    0 Frozen', ' 7364)']","[' 1775     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.04923'],[' 0'], ,[' 427.033'],[' 0'],[' 8.3053'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80827e+08'],[' 1.26536e+08'],[' 0'],[' 4.30554e+10'],[' 0'],[' 0'],[' 876 '],[' 1534 '],[' 2237 '],[' 2797 '],[' 3279 '],[' 2 '],[' 3 ']
Solving...,TA68, ,[' 1'],[' 3357+'],[' 1684'],"[' 458.320s (Solving', ' 447.19s 1st Model', ' 30.64s Unsat', ' 27.85s)']",[' 457.766s'], ,[' 36819115'],"[' 13563612 (Analyzed', ' 13349564)']","[' 25281    (Average', ' 528.05 Last', ' 89286)']",[' 3117.4  '],"[' 1684     (Average Length', ' 781.05 Splits', ' 0)']","[' 13349564 (Deleted', ' 13128962)']","[' 72       (Ratio', '   0.00%)']","[' 5400     (Ratio', '   0.04%)']","[' 13349564 (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13349564 (Average', '  2.44 Max', ' 3679 Sum', ' 32603900)']","[' 13349135 (Average', '  2.42 Max', ' 3679 Sum', ' 32347352 Ratio', '  99.21%)']","[' 429      (Average', ' 598.01 Max', ' 1172 Sum', ' 256548 Ratio', '   0.79%)']", ,[' 104949  '],[' 5683    '],[' 105448  '],[' 59340   '],"[' 178016   (Atom=Atom', ' 54655 Body=Body', ' 31133 Other', ' 92228)']",[' Yes'],"[' 7182     (Eliminated', '    0 Frozen', ' 7182)']","[' 603      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.74834'],[' 0'], ,[' 332.416'],[' 0'],[' 6.1857'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21954e+08'],[' 8.44209e+07'],[' 0'],[' 3.82168e+10'],[' 0'],[' 0'],[' 781 '],[' 1422 '],[' 2098 '],[' 2694 '],[' 3260 '],[' 2 '],[' 3 ']
Solving...,TA69, , ,[' 3879'],[' 1945'],"[' 610.036s (Solving', ' 596.99s 1st Model', ' 206.80s Unsat', ' 164.90s)']",[' 608.813s'], ,[' 74538649'],"[' 14478114 (Analyzed', ' 14247699)']","[' 26684    (Average', ' 533.94 Last', ' 488292)']",[' 2820.8  '],"[' 1945     (Average Length', ' 887.58 Splits', ' 0)']","[' 14247699 (Deleted', ' 14045333)']","[' 242      (Ratio', '   0.00%)']","[' 12046    (Ratio', '   0.08%)']","[' 14247699 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14247699 (Average', '  4.95 Max', ' 3223 Sum', ' 70520683)']","[' 14247095 (Average', '  4.92 Max', ' 2987 Sum', ' 70063916 Ratio', '  99.35%)']","[' 604      (Average', ' 756.24 Max', ' 1632 Sum', ' 456767 Ratio', '   0.65%)']", ,[' 105191  '],[' 5692    '],[' 105889  '],[' 58994   '],"[' 176978   (Atom=Atom', ' 54300 Body=Body', ' 31142 Other', ' 91536)']",[' Yes'],"[' 7390     (Eliminated', '    0 Frozen', ' 7390)']","[' 2054     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.05895'],[' 0'], ,[' 447.066'],[' 0'],[' 9.62807'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.50263e+08'],[' 1.82771e+08'],[' 0'],[' 4.66011e+10'],[' 0'],[' 0'],[' 978 '],[' 1589 '],[' 2285 '],[' 2942 '],[' 3445 '],[' 2 '],[' 3 ']
Solving...,TA70, , ,[' 3425'],[' 1718'],"[' 444.972s (Solving', ' 433.51s 1st Model', ' 11.20s Unsat', ' 14.98s)']",[' 443.625s'], ,[' 45927958'],"[' 14486432 (Analyzed', ' 14290389)']","[' 24699    (Average', ' 578.58 Last', ' 690429)']",[' 3012.2  '],"[' 1718     (Average Length', ' 804.30 Splits', ' 0)']","[' 14290389 (Deleted', ' 14050207)']","[' 110      (Ratio', '   0.00%)']","[' 5614     (Ratio', '   0.04%)']","[' 14290389 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14290389 (Average', '  2.93 Max', ' 3626 Sum', ' 41871832)']","[' 14289953 (Average', '  2.91 Max', ' 3626 Sum', ' 41594885 Ratio', '  99.34%)']","[' 436      (Average', ' 635.20 Max', ' 1286 Sum', ' 276947 Ratio', '   0.66%)']", ,[' 105051  '],[' 5735    '],[' 105584  '],[' 59158   '],"[' 177470   (Atom=Atom', ' 54421 Body=Body', ' 31185 Other', ' 91864)']",[' Yes'],"[' 7268     (Eliminated', '    0 Frozen', ' 7268)']","[' 910      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.77823'],[' 0'], ,[' 311.864'],[' 0'],[' 6.86892'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43814e+08'],[' 1.01225e+08'],[' 0'],[' 2.29452e+10'],[' 0'],[' 0'],[' 880 '],[' 1741 '],[' 2447 '],[' 3268 '],[' 3796 '],[' 2 '],[' 3 ']
