Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , ,[' 8523+'],[' 4264'],"[' 1039.664s (Solving', ' 934.55s 1st Model', ' 314.51s Unsat', ' 0.00s)']",[' 1035.906s'], ,[' 377016946'],"[' 10588984 (Analyzed', ' 57742)']","[' 2423     (Average', ' 23.83 Last', ' 2512)']",[' 29087.3 '],"[' 4265     (Average Length', ' 2130.39 Splits', ' 0)']","[' 57742    (Deleted', ' 44031)']","[' 43       (Ratio', '   0.07%)']","[' 7011     (Ratio', '  12.14%)']","[' 57742    (Average Length', '   55.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 57742    (Average', ' 4502.29 Max', ' 37416 Sum', ' 259971021)']","[' 55459    (Average', ' 4353.68 Max', ' 36975 Sum', ' 251390179 Ratio', '  96.70%)']","[' 2283     (Average', ' 3758.58 Max', ' 3760 Sum', ' 8580842 Ratio', '   3.30%)']", ,[' 559324  '],[' 49874   '],[' 538615  '],[' 259651  '],"[' 934058   (Atom=Atom', ' 261900 Body=Body', ' 154662 Other', ' 517496)']",[' Yes'],"[' 54101    (Eliminated', '    0 Frozen', ' 54101)']","[' 947      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6232'],[' 0'], ,[' 474.314'],[' 0'],[' 21.7597'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.23798e+08'],[' 3.89024e+08'],[' 0'],[' 3.19067e+10'],[' 0'],[' 0'],[' 4765 '],[' 25559 '],[' 2 '],[' 0 ']
Solving...,TA72, , , , ,[' 8167+'],[' 4086'],"[' 1038.670s (Solving', ' 937.35s 1st Model', ' 326.00s Unsat', ' 0.00s)']",[' 1036.188s'], ,[' 406131593'],"[' 12017907 (Analyzed', ' 71464)']","[' 2537     (Average', ' 28.17 Last', ' 2701)']",[' 29186.0 '],"[' 4087     (Average Length', ' 2041.96 Splits', ' 0)']","[' 71464    (Deleted', ' 58310)']","[' 56       (Ratio', '   0.08%)']","[' 9459     (Ratio', '  13.24%)']","[' 71464    (Average Length', '   51.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 71464    (Average', ' 4092.73 Max', ' 47353 Sum', ' 292483013)']","[' 68752    (Average', ' 3960.40 Max', ' 43866 Sum', ' 283026269 Ratio', '  96.77%)']","[' 2712     (Average', ' 3487.00 Max', ' 3487 Sum', ' 9456744 Ratio', '   3.23%)']", ,[' 555779  '],[' 49356   '],[' 535157  '],[' 256883  '],"[' 926272   (Atom=Atom', ' 260168 Body=Body', ' 153108 Other', ' 512996)']",[' Yes'],"[' 53411    (Eliminated', '    0 Frozen', ' 53411)']","[' 1747     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.8218'],[' 0'], ,[' 472.359'],[' 0'],[' 23.0084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.63322e+08'],[' 4.23781e+08'],[' 0'],[' 3.26403e+10'],[' 0'],[' 0'],[' 3788 '],[' 24149 '],[' 2 '],[' 0 ']
Solving...,TA73, , , , ,[' 7827+'],[' 3916'],"[' 1039.877s (Solving', ' 936.02s 1st Model', ' 332.21s Unsat', ' 0.00s)']",[' 1035.281s'], ,[' 387148762'],"[' 11494057 (Analyzed', ' 68760)']","[' 2805     (Average', ' 24.51 Last', ' 4188)']",[' 29418.2 '],"[' 3917     (Average Length', ' 1957.21 Splits', ' 0)']","[' 68760    (Deleted', ' 55974)']","[' 76       (Ratio', '   0.11%)']","[' 8643     (Ratio', '  12.57%)']","[' 68760    (Average Length', '   50.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 68760    (Average', ' 4058.57 Max', ' 42200 Sum', ' 279067181)']","[' 65411    (Average', ' 3896.43 Max', ' 38871 Sum', ' 267918360 Ratio', '  96.00%)']","[' 3349     (Average', ' 3329.00 Max', ' 3329 Sum', ' 11148821 Ratio', '   4.00%)']", ,[' 558989  '],[' 49876   '],[' 537943  '],[' 259313  '],"[' 933042   (Atom=Atom', ' 261558 Body=Body', ' 154668 Other', ' 516816)']",[' Yes'],"[' 53767    (Eliminated', '    0 Frozen', ' 53767)']","[' 1592     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.8762'],[' 0'], ,[' 463.542'],[' 0'],[' 23.8496'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.4063e+08'],[' 4.0413e+08'],[' 0'],[' 3.03335e+10'],[' 0'],[' 0'],[' 3905 '],[' 25171 '],[' 2 '],[' 0 ']
Solving...,TA74, , , , ,[' 8723+'],[' 4363'],"[' 1052.155s (Solving', ' 934.56s 1st Model', ' 276.48s Unsat', ' 0.00s)']",[' 1047.656s'], ,[' 351198822'],"[' 11331022 (Analyzed', ' 63370)']","[' 2904     (Average', ' 21.82 Last', ' 2119)']",[' 28987.3 '],"[' 4364     (Average Length', ' 2180.95 Splits', ' 0)']","[' 63370    (Deleted', ' 48327)']","[' 42       (Ratio', '   0.07%)']","[' 7655     (Ratio', '  12.08%)']","[' 63370    (Average Length', '   52.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 63370    (Average', ' 3576.00 Max', ' 47493 Sum', ' 226611287)']","[' 62376    (Average', ' 3515.38 Max', ' 43628 Sum', ' 222769477 Ratio', '  98.30%)']","[' 994      (Average', ' 3865.00 Max', ' 3865 Sum', ' 3841810 Ratio', '   1.70%)']", ,[' 557149  '],[' 49524   '],[' 536730  '],[' 258001  '],"[' 929459   (Atom=Atom', ' 260950 Body=Body', ' 153612 Other', ' 514897)']",[' Yes'],"[' 53866    (Eliminated', '    0 Frozen', ' 53866)']","[' 499      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.4139'],[' 0'], ,[' 487.794'],[' 0'],[' 19.9564'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.99693e+08'],[' 3.64293e+08'],[' 0'],[' 3.33198e+10'],[' 0'],[' 0'],[' 3678 '],[' 26475 '],[' 2 '],[' 0 ']
Solving...,TA75, , , , ,[' 8273+'],[' 4139'],"[' 1040.860s (Solving', ' 930.35s 1st Model', ' 275.60s Unsat', ' 0.00s)']",[' 1034.297s'], ,[' 311928968'],"[' 11367246 (Analyzed', ' 41448)']","[' 2587     (Average', ' 16.02 Last', ' 2454)']",[' 29458.9 '],"[' 4140     (Average Length', ' 2068.67 Splits', ' 0)']","[' 41448    (Deleted', ' 25484)']","[' 40       (Ratio', '   0.10%)']","[' 4864     (Ratio', '  11.74%)']","[' 41448    (Average Length', '   54.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 41448    (Average', ' 4668.64 Max', ' 37759 Sum', ' 193505722)']","[' 39678    (Average', ' 4514.60 Max', ' 37177 Sum', ' 187121332 Ratio', '  96.70%)']","[' 1770     (Average', ' 3607.00 Max', ' 3607 Sum', ' 6384390 Ratio', '   3.30%)']", ,[' 559108  '],[' 49860   '],[' 538295  '],[' 259456  '],"[' 933487   (Atom=Atom', ' 261733 Body=Body', ' 154620 Other', ' 517134)']",[' Yes'],"[' 53976    (Eliminated', '    0 Frozen', ' 53976)']","[' 579      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.2917'],[' 0'], ,[' 478.262'],[' 0'],[' 20.0151'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.51993e+08'],[' 3.21636e+08'],[' 0'],[' 3.26189e+10'],[' 0'],[' 0'],[' 4025 '],[' 26673 '],[' 2 '],[' 0 ']
Solving...,TA76, , , , ,[' 8443+'],[' 4224'],"[' 1041.058s (Solving', ' 933.62s 1st Model', ' 288.90s Unsat', ' 0.00s)']",[' 1036.750s'], ,[' 342454686'],"[' 10939754 (Analyzed', ' 52033)']","[' 2489     (Average', ' 20.91 Last', ' 2379)']",[' 29112.4 '],"[' 4225     (Average Length', ' 2111.04 Splits', ' 0)']","[' 52033    (Deleted', ' 32469)']","[' 52       (Ratio', '   0.10%)']","[' 6545     (Ratio', '  12.58%)']","[' 52033    (Average Length', '   53.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 52033    (Average', ' 4293.00 Max', ' 37527 Sum', ' 223377888)']","[' 50402    (Average', ' 4177.12 Max', ' 34256 Sum', ' 217348081 Ratio', '  97.30%)']","[' 1631     (Average', ' 3697.00 Max', ' 3697 Sum', ' 6029807 Ratio', '   2.70%)']", ,[' 556502  '],[' 49446   '],[' 535975  '],[' 257471  '],"[' 927946   (Atom=Atom', ' 260576 Body=Body', ' 153378 Other', ' 513992)']",[' Yes'],"[' 53641    (Eliminated', '    0 Frozen', ' 53641)']","[' 675      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8319'],[' 0'], ,[' 483.969'],[' 0'],[' 20.567'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.86781e+08'],[' 3.54548e+08'],[' 0'],[' 3.27048e+10'],[' 0'],[' 0'],[' 3923 '],[' 27061 '],[' 2 '],[' 0 ']
Solving...,TA77, , , , ,[' 8681+'],[' 4343'],"[' 1042.104s (Solving', ' 932.48s 1st Model', ' 303.89s Unsat', ' 0.00s)']",[' 1038.219s'], ,[' 363089094'],"[' 11361474 (Analyzed', ' 60059)']","[' 2384     (Average', ' 25.19 Last', ' 2622)']",[' 28945.0 '],"[' 4344     (Average Length', ' 2171.21 Splits', ' 0)']","[' 60059    (Deleted', ' 43354)']","[' 41       (Ratio', '   0.07%)']","[' 7289     (Ratio', '  12.14%)']","[' 60059    (Average Length', '   54.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 60059    (Average', ' 4072.78 Max', ' 36528 Sum', ' 244606800)']","[' 57623    (Average', ' 3918.85 Max', ' 36107 Sum', ' 235362180 Ratio', '  96.22%)']","[' 2436     (Average', ' 3795.00 Max', ' 3795 Sum', ' 9244620 Ratio', '   3.78%)']", ,[' 555542  '],[' 49280   '],[' 535235  '],[' 256760  '],"[' 925979   (Atom=Atom', ' 260197 Body=Body', ' 152880 Other', ' 512902)']",[' Yes'],"[' 53612    (Eliminated', '    0 Frozen', ' 53612)']","[' 1017     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.7742'],[' 0'], ,[' 472.004'],[' 0'],[' 21.2421'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10808e+08'],[' 3.74263e+08'],[' 0'],[' 3.36157e+10'],[' 0'],[' 0'],[' 5442 '],[' 26770 '],[' 2 '],[' 0 ']
Solving...,TA78, , , , ,[' 8891+'],[' 4448'],"[' 1042.018s (Solving', ' 930.98s 1st Model', ' 283.31s Unsat', ' 0.00s)']",[' 1037.516s'], ,[' 339288574'],"[' 11343664 (Analyzed', ' 45454)']","[' 2718     (Average', ' 16.72 Last', ' 1019)']",[' 29109.2 '],"[' 4449     (Average Length', ' 2223.59 Splits', ' 0)']","[' 45454    (Deleted', ' 36492)']","[' 53       (Ratio', '   0.12%)']","[' 5172     (Ratio', '  11.38%)']","[' 45454    (Average Length', '   52.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45454    (Average', ' 4769.81 Max', ' 43564 Sum', ' 216806729)']","[' 43291    (Average', ' 4582.50 Max', ' 39628 Sum', ' 208293161 Ratio', '  96.07%)']","[' 2163     (Average', ' 3936.00 Max', ' 3936 Sum', ' 8513568 Ratio', '   3.93%)']", ,[' 556726  '],[' 49446   '],[' 536437  '],[' 257695  '],"[' 928618   (Atom=Atom', ' 260800 Body=Body', ' 153378 Other', ' 514440)']",[' Yes'],"[' 53879    (Eliminated', '    0 Frozen', ' 53879)']","[' 815      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.9992'],[' 0'], ,[' 471.663'],[' 0'],[' 20.5216'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.80381e+08'],[' 3.46837e+08'],[' 0'],[' 3.06863e+10'],[' 0'],[' 0'],[' 3584 '],[' 27209 '],[' 2 '],[' 0 ']
Solving...,TA79, , , , ,[' 8593+'],[' 4298'],"[' 1054.659s (Solving', ' 933.29s 1st Model', ' 300.00s Unsat', ' 0.00s)']",[' 1052.203s'], ,[' 358809260'],"[' 11259992 (Analyzed', ' 60787)']","[' 2587     (Average', ' 23.50 Last', ' 2667)']",[' 29348.1 '],"[' 4299     (Average Length', ' 2147.75 Splits', ' 0)']","[' 60787    (Deleted', ' 49084)']","[' 30       (Ratio', '   0.05%)']","[' 7311     (Ratio', '  12.03%)']","[' 60787    (Average Length', '   55.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 60787    (Average', ' 3915.04 Max', ' 46777 Sum', ' 237983652)']","[' 58787    (Average', ' 3791.92 Max', ' 43035 Sum', ' 230499652 Ratio', '  96.86%)']","[' 2000     (Average', ' 3742.00 Max', ' 3742 Sum', ' 7484000 Ratio', '   3.14%)']", ,[' 558670  '],[' 49768   '],[' 538050  '],[' 259156  '],"[' 932679   (Atom=Atom', ' 261617 Body=Body', ' 154344 Other', ' 516718)']",[' Yes'],"[' 54031    (Eliminated', '    0 Frozen', ' 54031)']","[' 899      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.9313'],[' 0'], ,[' 477.102'],[' 0'],[' 20.9509'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.06554e+08'],[' 3.70919e+08'],[' 0'],[' 3.3868e+10'],[' 0'],[' 0'],[' 5091 '],[' 23913 '],[' 2 '],[' 0 ']
