Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 989+'],[' 503'],"[' 644.428s (Solving', ' 641.55s 1st Model', ' 1.16s Unsat', ' 15.26s)']",[' 642.859s'], ,[' 37173376'],"[' 25123522 (Analyzed', ' 25106783)']","[' 48037    (Average', ' 522.66 Last', ' 16123)']",[' 1296.7  '],"[' 503      (Average Length', ' 241.66 Splits', ' 0)']","[' 25106783 (Deleted', ' 24749097)']","[' 40       (Ratio', '   0.00%)']","[' 2525     (Ratio', '   0.01%)']","[' 25106783 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25106783 (Average', '  1.44 Max', ' 1943 Sum', ' 36031138)']","[' 25106584 (Average', '  1.43 Max', ' 1943 Sum', ' 35993924 Ratio', '  99.90%)']","[' 199      (Average', ' 187.01 Max', ' 453 Sum', '  37214 Ratio', '   0.10%)']", ,[' 75454   '],[' 3063    '],[' 75181   '],[' 42287   '],"[' 126857   (Atom=Atom', ' 39972 Body=Body', ' 22138 Other', ' 64747)']",[' Yes'],"[' 3540     (Eliminated', '    0 Frozen', ' 3540)']","[' 241      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.660381'],[' 0'], ,[' 467.177'],[' 0'],[' 8.31071'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06065e+08'],[' 4.78584e+07'],[' 0'],[' 5.40401e+10'],[' 0'],[' 0'],[' 693 '],[' 1264 '],[' 1715 '],[' 2206 '],[' 2713 '],[' 3169 '],[' 3669 '],[' 4214 '],[' 5 '],[' 3 ']
Solving...,TA52, ,[' 1'],[' 1135+'],[' 576'],"[' 541.909s (Solving', ' 539.14s 1st Model', ' 1.58s Unsat', ' 38.43s)']",[' 540.609s'], ,[' 23105213'],"[' 14012424 (Analyzed', ' 13990577)']","[' 29684    (Average', ' 471.32 Last', ' 9840)']",[' 1315.0  '],"[' 576      (Average Length', ' 277.93 Splits', ' 0)']","[' 13990577 (Deleted', ' 13764899)']","[' 84       (Ratio', '   0.00%)']","[' 3372     (Ratio', '   0.02%)']","[' 13990577 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13990577 (Average', '  1.58 Max', ' 1922 Sum', ' 22148497)']","[' 13990316 (Average', '  1.58 Max', ' 1922 Sum', ' 22082281 Ratio', '  99.70%)']","[' 261      (Average', ' 253.70 Max', ' 493 Sum', '  66216 Ratio', '   0.30%)']", ,[' 76759   '],[' 3176    '],[' 76561   '],[' 43387   '],"[' 130157   (Atom=Atom', ' 40959 Body=Body', ' 22251 Other', ' 66947)']",[' Yes'],"[' 3728     (Eliminated', '    0 Frozen', ' 3728)']","[' 405      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.63383'],[' 0'], ,[' 452.61'],[' 0'],[' 7.09912'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.10111e+07'],[' 3.87876e+07'],[' 0'],[' 7.43735e+10'],[' 0'],[' 0'],[' 543 '],[' 1241 '],[' 1634 '],[' 2105 '],[' 2595 '],[' 3322 '],[' 3890 '],[' 4236 '],[' 4 '],[' 4 ']
Solving...,TA53, , ,[' 1029'],[' 523'],"[' 75.146s (Solving', ' 72.77s 1st Model', ' 1.02s Unsat', ' 68.92s)']",[' 74.891s'], ,[' 4252461 '],"[' 2511535  (Analyzed', ' 2406335)']","[' 5664     (Average', ' 424.85 Last', ' 69550)']",[' 1281.7  '],"[' 523      (Average Length', ' 247.72 Splits', ' 0)']","[' 2406335  (Deleted', ' 2367237)']","[' 91       (Ratio', '   0.00%)']","[' 1266     (Ratio', '   0.05%)']","[' 2406335  (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2406335  (Average', '  1.49 Max', ' 1998 Sum', ' 3589373)']","[' 2406156  (Average', '  1.48 Max', ' 1998 Sum', ' 3556520 Ratio', '  99.08%)']","[' 179      (Average', ' 183.54 Max', ' 451 Sum', '  32853 Ratio', '   0.92%)']", ,[' 74120   '],[' 2978    '],[' 73866   '],[' 41946   '],"[' 125834   (Atom=Atom', ' 39716 Body=Body', ' 22053 Other', ' 64065)']",[' Yes'],"[' 3474     (Eliminated', '    0 Frozen', ' 3474)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.567606'],[' 0'], ,[' 56.2591'],[' 0'],[' 1.09714'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6642e+07'],[' 1.07263e+07'],[' 0'],[' 7.36663e+09'],[' 0'],[' 0'],[' 596 '],[' 985 '],[' 1414 '],[' 1827 '],[' 2276 '],[' 2836 '],[' 3386 '],[' 3760 '],[' 0 '],[' 8 ']
Solving...,TA54, ,[' 1'],[' 1073+'],[' 545'],"[' 445.573s (Solving', ' 442.50s 1st Model', ' 1.57s Unsat', ' 65.82s)']",[' 444.828s'], ,[' 15590338'],"[' 9120182  (Analyzed', ' 9108070)']","[' 18868    (Average', ' 482.73 Last', ' 141429)']",[' 1446.0  '],"[' 545      (Average Length', ' 259.01 Splits', ' 0)']","[' 9108070  (Deleted', ' 8956190)']","[' 84       (Ratio', '   0.00%)']","[' 2807     (Ratio', '   0.03%)']","[' 9108070  (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9108070  (Average', '  1.62 Max', ' 1964 Sum', ' 14742343)']","[' 9107820  (Average', '  1.61 Max', ' 1964 Sum', ' 14694721 Ratio', '  99.68%)']","[' 250      (Average', ' 190.49 Max', ' 464 Sum', '  47622 Ratio', '   0.32%)']", ,[' 75260   '],[' 3083    '],[' 75028   '],[' 42597   '],"[' 127787   (Atom=Atom', ' 40262 Body=Body', ' 22158 Other', ' 65367)']",[' Yes'],"[' 3601     (Eliminated', '    0 Frozen', ' 3601)']","[' 247      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.690075'],[' 0'], ,[' 382.766'],[' 0'],[' 5.68373'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.07597e+07'],[' 2.95475e+07'],[' 0'],[' 6.40449e+10'],[' 0'],[' 0'],[' 566 '],[' 1095 '],[' 1519 '],[' 1992 '],[' 2356 '],[' 3169 '],[' 3546 '],[' 3981 '],[' 3 '],[' 5 ']
Solving...,TA55, ,[' 1'],[' 899+'],[' 458'],"[' 633.056s (Solving', ' 630.53s 1st Model', ' 1.21s Unsat', ' 6.13s)']",[' 631.500s'], ,[' 19603038'],"[' 11005876 (Analyzed', ' 10962471)']","[' 23124    (Average', ' 474.07 Last', ' 31751)']",[' 1327.7  '],"[' 458      (Average Length', ' 223.07 Splits', ' 0)']","[' 10962471 (Deleted', ' 10769977)']","[' 41       (Ratio', '   0.00%)']","[' 3031     (Ratio', '   0.03%)']","[' 10962471 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10962471 (Average', '  1.71 Max', ' 1906 Sum', ' 18796067)']","[' 10962261 (Average', '  1.71 Max', ' 1906 Sum', ' 18748557 Ratio', '  99.75%)']","[' 210      (Average', ' 226.24 Max', ' 383 Sum', '  47510 Ratio', '   0.25%)']", ,[' 75269   '],[' 3110    '],[' 74962   '],[' 42805   '],"[' 128411   (Atom=Atom', ' 40443 Body=Body', ' 22185 Other', ' 65783)']",[' Yes'],"[' 3553     (Eliminated', '    0 Frozen', ' 3553)']","[' 443      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.604228'],[' 0'], ,[' 547.224'],[' 0'],[' 7.96955'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.10162e+07'],[' 3.45721e+07'],[' 0'],[' 8.24943e+10'],[' 0'],[' 0'],[' 583 '],[' 1056 '],[' 1616 '],[' 2196 '],[' 2797 '],[' 3302 '],[' 3921 '],[' 4364 '],[' 5 '],[' 3 ']
Solving...,TA56, ,[' 1'],[' 837+'],[' 427'],"[' 384.865s (Solving', ' 382.45s 1st Model', ' 1.08s Unsat', ' 130.46s)']",[' 384.094s'], ,[' 9285304 '],"[' 6020701  (Analyzed', ' 6003097)']","[' 13719    (Average', ' 437.58 Last', ' 114664)']",[' 1321.6  '],"[' 427      (Average Length', ' 207.88 Splits', ' 0)']","[' 6003097  (Deleted', ' 5887295)']","[' 74       (Ratio', '   0.00%)']","[' 2508     (Ratio', '   0.04%)']","[' 6003097  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6003097  (Average', '  1.44 Max', ' 1989 Sum', ' 8669599)']","[' 6002904  (Average', '  1.44 Max', ' 1989 Sum', ' 8641746 Ratio', '  99.68%)']","[' 193      (Average', ' 144.32 Max', ' 383 Sum', '  27853 Ratio', '   0.32%)']", ,[' 75115   '],[' 3107    '],[' 74776   '],[' 43089   '],"[' 129263   (Atom=Atom', ' 40730 Body=Body', ' 22182 Other', ' 66351)']",[' Yes'],"[' 3518     (Eliminated', '    0 Frozen', ' 3518)']","[' 116      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.595008'],[' 0'], ,[' 335.198'],[' 0'],[' 4.83326'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.03835e+07'],[' 1.64444e+07'],[' 0'],[' 4.94389e+10'],[' 0'],[' 0'],[' 693 '],[' 1297 '],[' 1918 '],[' 2391 '],[' 2985 '],[' 3518 '],[' 4077 '],[' 4599 '],[' 2 '],[' 6 ']
Solving...,TA57, ,[' 1'],[' 1033+'],[' 525'],"[' 621.220s (Solving', ' 618.42s 1st Model', ' 1.17s Unsat', ' 117.49s)']",[' 619.438s'], ,[' 21574131'],"[' 13780413 (Analyzed', ' 13764499)']","[' 28631    (Average', ' 480.76 Last', ' 36244)']",[' 1318.7  '],"[' 525      (Average Length', ' 255.21 Splits', ' 0)']","[' 13764499 (Deleted', ' 13538553)']","[' 63       (Ratio', '   0.00%)']","[' 2219     (Ratio', '   0.02%)']","[' 13764499 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13764499 (Average', '  1.50 Max', ' 1898 Sum', ' 20691889)']","[' 13764281 (Average', '  1.50 Max', ' 1898 Sum', ' 20651127 Ratio', '  99.80%)']","[' 218      (Average', ' 186.98 Max', ' 403 Sum', '  40762 Ratio', '   0.20%)']", ,[' 74908   '],[' 3026    '],[' 74658   '],[' 42068   '],"[' 126200   (Atom=Atom', ' 39790 Body=Body', ' 22101 Other', ' 64309)']",[' Yes'],"[' 3526     (Eliminated', '    0 Frozen', ' 3526)']","[' 271      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.703601'],[' 0'], ,[' 515.21'],[' 0'],[' 8.59151'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.28756e+07'],[' 3.04994e+07'],[' 0'],[' 6.75923e+10'],[' 0'],[' 0'],[' 603 '],[' 1167 '],[' 1751 '],[' 2370 '],[' 2833 '],[' 3375 '],[' 3862 '],[' 4336 '],[' 4 '],[' 4 ']
Solving...,TA58, ,[' 1'],[' 905+'],[' 461'],"[' 681.386s (Solving', ' 678.26s 1st Model', ' 1.72s Unsat', ' 53.59s)']",[' 679.281s'], ,[' 18479578'],"[' 10568809 (Analyzed', ' 10525002)']","[' 22677    (Average', ' 464.13 Last', ' 84487)']",[' 1231.2  '],"[' 461      (Average Length', ' 225.33 Splits', ' 0)']","[' 10525002 (Deleted', ' 10361233)']","[' 51       (Ratio', '   0.00%)']","[' 3419     (Ratio', '   0.03%)']","[' 10525002 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10525002 (Average', '  1.68 Max', ' 1805 Sum', ' 17700023)']","[' 10524758 (Average', '  1.68 Max', ' 1805 Sum', ' 17647630 Ratio', '  99.70%)']","[' 244      (Average', ' 214.73 Max', ' 404 Sum', '  52393 Ratio', '   0.30%)']", ,[' 75494   '],[' 3124    '],[' 75194   '],[' 42384   '],"[' 127148   (Atom=Atom', ' 40008 Body=Body', ' 22199 Other', ' 64941)']",[' Yes'],"[' 3574     (Eliminated', '    0 Frozen', ' 3574)']","[' 449      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.767962'],[' 0'], ,[' 583.494'],[' 0'],[' 9.08245'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.75502e+07'],[' 3.22351e+07'],[' 0'],[' 6.71185e+10'],[' 0'],[' 0'],[' 579 '],[' 1160 '],[' 1802 '],[' 2464 '],[' 3051 '],[' 3539 '],[' 4262 '],[' 4668 '],[' 5 '],[' 3 ']
Solving...,TA59, , ,[' 995'],[' 506'],"[' 823.510s (Solving', ' 820.98s 1st Model', ' 1.06s Unsat', ' 71.56s)']",[' 821.281s'], ,[' 29290699'],"[' 20551343 (Analyzed', ' 20531098)']","[' 40920    (Average', ' 501.74 Last', ' 233257)']",[' 1203.4  '],"[' 506      (Average Length', ' 244.12 Splits', ' 0)']","[' 20531098 (Deleted', ' 20225900)']","[' 29       (Ratio', '   0.00%)']","[' 2887     (Ratio', '   0.01%)']","[' 20531098 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20531098 (Average', '  1.38 Max', ' 1744 Sum', ' 28339005)']","[' 20530813 (Average', '  1.38 Max', ' 1744 Sum', ' 28269259 Ratio', '  99.75%)']","[' 285      (Average', ' 244.72 Max', ' 465 Sum', '  69746 Ratio', '   0.25%)']", ,[' 74869   '],[' 3063    '],[' 74601   '],[' 41800   '],"[' 125396   (Atom=Atom', ' 39485 Body=Body', ' 22138 Other', ' 63773)']",[' Yes'],"[' 3545     (Eliminated', '    0 Frozen', ' 3545)']","[' 374      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.594342'],[' 0'], ,[' 659.049'],[' 0'],[' 10.3543'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.90416e+07'],[' 4.09895e+07'],[' 0'],[' 9.38255e+10'],[' 0'],[' 0'],[' 617 '],[' 1096 '],[' 1645 '],[' 2088 '],[' 2633 '],[' 3234 '],[' 3774 '],[' 4271 '],[' 6 '],[' 2 ']
Solving...,TA60, ,[' 1'],[' 929+'],[' 473'],"[' 752.288s (Solving', ' 749.99s 1st Model', ' 0.97s Unsat', ' 0.11s)']",[' 750.859s'], ,[' 35077925'],"[' 20871109 (Analyzed', ' 20853597)']","[' 39575    (Average', ' 526.94 Last', ' 14561)']",[' 1151.3  '],"[' 473      (Average Length', ' 231.42 Splits', ' 0)']","[' 20853597 (Deleted', ' 20551851)']","[' 22       (Ratio', '   0.00%)']","[' 3407     (Ratio', '   0.02%)']","[' 20853597 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20853597 (Average', '  1.63 Max', ' 1797 Sum', ' 34090675)']","[' 20853376 (Average', '  1.63 Max', ' 1797 Sum', ' 34040542 Ratio', '  99.85%)']","[' 221      (Average', ' 226.85 Max', ' 419 Sum', '  50133 Ratio', '   0.15%)']", ,[' 75434   '],[' 3118    '],[' 75142   '],[' 42182   '],"[' 126542   (Atom=Atom', ' 39812 Body=Body', ' 22193 Other', ' 64537)']",[' Yes'],"[' 3576     (Eliminated', '    0 Frozen', ' 3576)']","[' 601      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.531058'],[' 0'], ,[' 608.437'],[' 0'],[' 10.4371'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04641e+08'],[' 5.37474e+07'],[' 0'],[' 9.01892e+10'],[' 0'],[' 0'],[' 555 '],[' 1075 '],[' 1691 '],[' 2353 '],[' 2785 '],[' 3352 '],[' 4073 '],[' 4484 '],[' 6 '],[' 2 ']
