Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA31, , ,[' 1'],[' 2307+'],[' 1156'],"[' 144.994s (Solving', ' 142.31s 1st Model', ' 17.25s Unsat', ' 0.00s)']",[' 144.422s'], ,[' 61134344'],"[' 2333325  (Analyzed', ' 2266627)']","[' 5282     (Average', ' 429.12 Last', ' 29451)']",[' 2529.9  '],"[' 1156     (Average Length', ' 568.90 Splits', ' 0)']","[' 2266627  (Deleted', ' 2229375)']","[' 353      (Ratio', '   0.02%)']","[' 13704    (Ratio', '   0.60%)']","[' 2266627  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2266627  (Average', ' 25.92 Max', ' 2939 Sum', ' 58761821)']","[' 2266449  (Average', ' 25.88 Max', ' 2581 Sum', ' 58651932 Ratio', '  99.81%)']","[' 178      (Average', ' 617.35 Max', ' 1098 Sum', ' 109889 Ratio', '   0.19%)']", ,[' 34407   '],[' 4153    '],[' 34778   '],[' 22048   '],"[' 66140    (Atom=Atom', ' 18619 Body=Body', ' 10822 Other', ' 36699)']",[' Yes'],"[' 4974     (Eliminated', '    0 Frozen', ' 4974)']","[' 1549     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.69645'],[' 0'], ,[' 78.1674'],[' 0'],[' 4.00896'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86377e+08'],[' 1.53367e+08'],[' 0'],[' 4.7654e+09'],[' 0'],[' 0'],[' 1054 '],[' 2128 ']
Solving...,TA32, , ,[' 1'],[' 2373+'],[' 1189'],"[' 150.856s (Solving', ' 147.61s 1st Model', ' 22.08s Unsat', ' 0.00s)']",[' 150.422s'], ,[' 54295589'],"[' 2998568  (Analyzed', ' 2892831)']","[' 6679     (Average', ' 433.12 Last', ' 64307)']",[' 2729.8  '],"[' 1189     (Average Length', ' 582.81 Splits', ' 0)']","[' 2892831  (Deleted', ' 2848107)']","[' 337      (Ratio', '   0.01%)']","[' 14599    (Ratio', '   0.50%)']","[' 2892831  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2892831  (Average', ' 17.83 Max', ' 2999 Sum', ' 51585645)']","[' 2892621  (Average', ' 17.79 Max', ' 2856 Sum', ' 51452567 Ratio', '  99.74%)']","[' 210      (Average', ' 633.70 Max', ' 1122 Sum', ' 133078 Ratio', '   0.26%)']", ,[' 35271   '],[' 4307    '],[' 35761   '],[' 22996   '],"[' 68984    (Atom=Atom', ' 19322 Body=Body', ' 11067 Other', ' 38595)']",[' Yes'],"[' 5247     (Eliminated', '    0 Frozen', ' 5247)']","[' 1244     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.748093'],[' 0'], ,[' 88.476'],[' 0'],[' 4.09036'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49199e+08'],[' 1.19513e+08'],[' 0'],[' 5.56498e+09'],[' 0'],[' 0'],[' 1273 '],[' 2306 ']
Solving...,TA33, , ,[' 1'],[' 2091+'],[' 1048'],"[' 183.497s (Solving', ' 180.46s 1st Model', ' 54.23s Unsat', ' 0.00s)']",[' 182.578s'], ,[' 65573646'],"[' 3393457  (Analyzed', ' 3187085)']","[' 7889     (Average', ' 403.99 Last', ' 97178)']",[' 2605.8  '],"[' 1048     (Average Length', ' 517.52 Splits', ' 0)']","[' 3187085  (Deleted', ' 3146745)']","[' 313      (Ratio', '   0.01%)']","[' 14369    (Ratio', '   0.45%)']","[' 3187085  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3187085  (Average', ' 19.78 Max', ' 3053 Sum', ' 63055127)']","[' 3186860  (Average', ' 19.75 Max', ' 2565 Sum', ' 62943606 Ratio', '  99.82%)']","[' 225      (Average', ' 495.65 Max', ' 922 Sum', ' 111521 Ratio', '   0.18%)']", ,[' 34515   '],[' 4198    '],[' 34858   '],[' 22299   '],"[' 66893    (Atom=Atom', ' 18771 Body=Body', ' 10921 Other', ' 37201)']",[' Yes'],"[' 4991     (Eliminated', '    0 Frozen', ' 4991)']","[' 1412     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.702518'],[' 0'], ,[' 107.667'],[' 0'],[' 4.70467'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97923e+08'],[' 1.59367e+08'],[' 0'],[' 6.93715e+09'],[' 0'],[' 0'],[' 1211 '],[' 2216 ']
Solving...,TA34, , ,[' 1'],[' 2229+'],[' 1117'],"[' 143.477s (Solving', ' 140.26s 1st Model', ' 13.81s Unsat', ' 0.00s)']",[' 141.359s'], ,[' 51031977'],"[' 2593744  (Analyzed', ' 2444959)']","[' 5962     (Average', ' 410.09 Last', ' 14155)']",[' 2591.9  '],"[' 1117     (Average Length', ' 549.21 Splits', ' 0)']","[' 2444959  (Deleted', ' 2404883)']","[' 331      (Ratio', '   0.01%)']","[' 12817    (Ratio', '   0.52%)']","[' 2444959  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2444959  (Average', ' 19.87 Max', ' 2952 Sum', ' 48576215)']","[' 2444743  (Average', ' 19.82 Max', ' 2704 Sum', ' 48454164 Ratio', '  99.75%)']","[' 216      (Average', ' 565.05 Max', ' 1069 Sum', ' 122051 Ratio', '   0.25%)']", ,[' 34855   '],[' 4202    '],[' 35230   '],[' 22285   '],"[' 66851    (Atom=Atom', ' 18774 Body=Body', ' 10904 Other', ' 37173)']",[' Yes'],"[' 5027     (Eliminated', '    0 Frozen', ' 5027)']","[' 1332     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.779287'],[' 0'], ,[' 82.1289'],[' 0'],[' 3.74591'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47778e+08'],[' 1.19292e+08'],[' 0'],[' 5.01084e+09'],[' 0'],[' 0'],[' 1179 '],[' 2233 ']
Solving...,TA35, , ,[' 1'],[' 2033+'],[' 1019'],"[' 313.467s (Solving', ' 310.39s 1st Model', ' 185.63s Unsat', ' 0.00s)']",[' 312.406s'], ,[' 95892122'],"[' 4554558  (Analyzed', ' 4466010)']","[' 10799    (Average', ' 413.56 Last', ' 467611)']",[' 2639.8  '],"[' 1019     (Average Length', ' 500.31 Splits', ' 0)']","[' 4466010  (Deleted', ' 4407916)']","[' 417      (Ratio', '   0.01%)']","[' 16217    (Ratio', '   0.36%)']","[' 4466010  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4466010  (Average', ' 20.91 Max', ' 2958 Sum', ' 93406005)']","[' 4465844  (Average', ' 20.90 Max', ' 2958 Sum', ' 93328152 Ratio', '  99.92%)']","[' 166      (Average', ' 468.99 Max', ' 921 Sum', '  77853 Ratio', '   0.08%)']", ,[' 34715   '],[' 4220    '],[' 35004   '],[' 22291   '],"[' 66869    (Atom=Atom', ' 18756 Body=Body', ' 10928 Other', ' 37185)']",[' Yes'],"[' 4959     (Eliminated', '    0 Frozen', ' 4959)']","[' 1487     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.689046'],[' 0'], ,[' 191.72'],[' 0'],[' 7.70949'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.32669e+08'],[' 2.73911e+08'],[' 0'],[' 1.26115e+10'],[' 0'],[' 0'],[' 1185 '],[' 2232 ']
Solving...,TA36, , ,[' 1'],[' 2487+'],[' 1246'],"[' 200.273s (Solving', ' 196.95s 1st Model', ' 69.12s Unsat', ' 0.00s)']",[' 199.891s'], ,[' 70560687'],"[' 3206681  (Analyzed', ' 2935923)']","[' 7338     (Average', ' 400.10 Last', ' 192319)']",[' 2623.8  '],"[' 1246     (Average Length', ' 608.01 Splits', ' 0)']","[' 2935923  (Deleted', ' 2893383)']","[' 403      (Ratio', '   0.01%)']","[' 14625    (Ratio', '   0.50%)']","[' 2935923  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2935923  (Average', ' 23.06 Max', ' 2927 Sum', ' 67703922)']","[' 2935714  (Average', ' 23.02 Max', ' 2791 Sum', ' 67577497 Ratio', '  99.81%)']","[' 209      (Average', ' 604.90 Max', ' 1180 Sum', ' 126425 Ratio', '   0.19%)']", ,[' 34781   '],[' 4203    '],[' 35290   '],[' 22500   '],"[' 67496    (Atom=Atom', ' 18965 Body=Body', ' 10928 Other', ' 37603)']",[' Yes'],"[' 5162     (Eliminated', '    0 Frozen', ' 5162)']","[' 1642     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.790084'],[' 0'], ,[' 115.524'],[' 0'],[' 5.07632'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.30432e+08'],[' 1.8881e+08'],[' 0'],[' 7.14023e+09'],[' 0'],[' 0'],[' 1125 '],[' 2117 ']
Solving...,TA37, , ,[' 1'],[' 2155+'],[' 1080'],"[' 136.740s (Solving', ' 133.77s 1st Model', ' 8.23s Unsat', ' 0.00s)']",[' 135.859s'], ,[' 50195570'],"[' 2198775  (Analyzed', ' 2122403)']","[' 4712     (Average', ' 450.43 Last', ' 13663)']",[' 2543.2  '],"[' 1080     (Average Length', ' 529.76 Splits', ' 0)']","[' 2122403  (Deleted', ' 2084878)']","[' 322      (Ratio', '   0.02%)']","[' 11793    (Ratio', '   0.56%)']","[' 2122403  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2122403  (Average', ' 22.58 Max', ' 2820 Sum', ' 47927307)']","[' 2122231  (Average', ' 22.53 Max', ' 2795 Sum', ' 47827138 Ratio', '  99.79%)']","[' 172      (Average', ' 582.38 Max', ' 1034 Sum', ' 100169 Ratio', '   0.21%)']", ,[' 34239   '],[' 4146    '],[' 34570   '],[' 22011   '],"[' 66029    (Atom=Atom', ' 18565 Body=Body', ' 10839 Other', ' 36625)']",[' Yes'],"[' 4927     (Eliminated', '    0 Frozen', ' 4927)']","[' 1362     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.706992'],[' 0'], ,[' 77.2109'],[' 0'],[' 3.72443'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36678e+08'],[' 1.10906e+08'],[' 0'],[' 4.47196e+09'],[' 0'],[' 0'],[' 1095 '],[' 2230 ']
Solving...,TA38, , ,[' 1'],[' 2309+'],[' 1157'],"[' 141.739s (Solving', ' 138.77s 1st Model', ' 12.85s Unsat', ' 0.00s)']",[' 141.344s'], ,[' 60271481'],"[' 2090171  (Analyzed', ' 1892411)']","[' 4355     (Average', ' 434.54 Last', ' 24169)']",[' 2537.9  '],"[' 1157     (Average Length', ' 569.69 Splits', ' 0)']","[' 1892411  (Deleted', ' 1858730)']","[' 336      (Ratio', '   0.02%)']","[' 13935    (Ratio', '   0.74%)']","[' 1892411  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1892411  (Average', ' 30.55 Max', ' 3086 Sum', ' 57809985)']","[' 1892187  (Average', ' 30.47 Max', ' 3086 Sum', ' 57665022 Ratio', '  99.75%)']","[' 224      (Average', ' 647.16 Max', ' 1072 Sum', ' 144963 Ratio', '   0.25%)']", ,[' 34572   '],[' 4154    '],[' 34984   '],[' 22128   '],"[' 66380    (Atom=Atom', ' 18668 Body=Body', ' 10853 Other', ' 36859)']",[' Yes'],"[' 5016     (Eliminated', '    0 Frozen', ' 5016)']","[' 1509     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.71883'],[' 0'], ,[' 75.0408'],[' 0'],[' 4.03827'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85629e+08'],[' 1.55319e+08'],[' 0'],[' 4.29415e+09'],[' 0'],[' 0'],[' 1058 '],[' 2046 ']
Solving...,TA39, , ,[' 1'],[' 2231+'],[' 1118'],"[' 258.485s (Solving', ' 254.86s 1st Model', ' 129.29s Unsat', ' 0.00s)']",[' 258.172s'], ,[' 75084115'],"[' 4307568  (Analyzed', ' 4206915)']","[' 9884     (Average', ' 425.63 Last', ' 587707)']",[' 2684.5  '],"[' 1118     (Average Length', ' 546.29 Splits', ' 0)']","[' 4206915  (Deleted', ' 4146341)']","[' 433      (Ratio', '   0.01%)']","[' 14292    (Ratio', '   0.34%)']","[' 4206915  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4206915  (Average', ' 17.21 Max', ' 3087 Sum', ' 72400644)']","[' 4206716  (Average', ' 17.19 Max', ' 2652 Sum', ' 72307693 Ratio', '  99.87%)']","[' 199      (Average', ' 467.09 Max', ' 1041 Sum', '  92951 Ratio', '   0.13%)']", ,[' 35073   '],[' 4248    '],[' 35431   '],[' 22455   '],"[' 67361    (Atom=Atom', ' 18907 Body=Body', ' 10941 Other', ' 37513)']",[' Yes'],"[' 5056     (Eliminated', '    0 Frozen', ' 5056)']","[' 1622     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.795742'],[' 0'], ,[' 165.039'],[' 0'],[' 6.00617'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41669e+08'],[' 1.95096e+08'],[' 0'],[' 1.14486e+10'],[' 0'],[' 0'],[' 1424 '],[' 2181 ']
Solving...,TA40, , ,[' 1'],[' 2163+'],[' 1084'],"[' 172.121s (Solving', ' 169.04s 1st Model', ' 44.37s Unsat', ' 0.00s)']",[' 171.891s'], ,[' 67487764'],"[' 2601889  (Analyzed', ' 2520191)']","[' 6100     (Average', ' 413.15 Last', ' 96340)']",[' 2552.5  '],"[' 1084     (Average Length', ' 529.77 Splits', ' 0)']","[' 2520191  (Deleted', ' 2485491)']","[' 382      (Ratio', '   0.02%)']","[' 14072    (Ratio', '   0.56%)']","[' 2520191  (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2520191  (Average', ' 25.85 Max', ' 2869 Sum', ' 65138063)']","[' 2519986  (Average', ' 25.80 Max', ' 2787 Sum', ' 65028139 Ratio', '  99.83%)']","[' 205      (Average', ' 536.21 Max', ' 1012 Sum', ' 109924 Ratio', '   0.17%)']", ,[' 34548   '],[' 4186    '],[' 34889   '],[' 22248   '],"[' 66740    (Atom=Atom', ' 18745 Body=Body', ' 10896 Other', ' 37099)']",[' Yes'],"[' 4977     (Eliminated', '    0 Frozen', ' 4977)']","[' 1586     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.707711'],[' 0'], ,[' 93.2381'],[' 0'],[' 4.61295'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.31378e+08'],[' 1.90888e+08'],[' 0'],[' 5.65821e+09'],[' 0'],[' 0'],[' 1034 '],[' 1973 ']
