Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 13131+'],[' 6569'],"[' 1465.004s (Solving', ' 1292.72s 1st Model', ' 957.56s Unsat', ' 0.00s)']",[' 1456.703s'], ,[' 932169300'],"[' 1856119  (Analyzed', ' 417533)']","[' 5692     (Average', ' 73.35 Last', ' 25273)']",[' 26045.6 '],"[' 6569     (Average Length', ' 3115.74 Splits', ' 0)']","[' 417533   (Deleted', ' 358362)']","[' 3679     (Ratio', '   0.88%)']","[' 43483    (Ratio', '  10.41%)']","[' 417533   (Average Length', '   48.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 417533   (Average', ' 1883.50 Max', ' 36179 Sum', ' 786423589)']","[' 415598   (Average', ' 1868.10 Max', ' 36179 Sum', ' 779993203 Ratio', '  99.18%)']","[' 1935     (Average', ' 3323.20 Max', ' 5912 Sum', ' 6430386 Ratio', '   0.82%)']", ,[' 460768  '],[' 59515   '],[' 452599  '],[' 321511  '],"[' 964529   (Atom=Atom', ' 276074 Body=Body', ' 148335 Other', ' 540120)']",[' Yes'],"[' 53346    (Eliminated', '    0 Frozen', ' 53346)']","[' 4338     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.0619'],[' 0'], ,[' 536.559'],[' 0'],[' 63.3207'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.16896e+09'],[' 2.07168e+09'],[' 0'],[' 1.36164e+10'],[' 0'],[' 0'],[' 2712 '],[' 5120 '],[' 7143 ']
Solving...,TA72, ,[' 1'],[' 12539+'],[' 6273'],"[' 1748.260s (Solving', ' 1593.13s 1st Model', ' 1275.61s Unsat', ' 0.00s)']",[' 1741.297s'], ,[' 1098118391'],"[' 1993910  (Analyzed', ' 782534)']","[' 6309     (Average', ' 124.03 Last', ' 58674)']",[' 24416.2 '],"[' 6273     (Average Length', ' 2927.54 Splits', ' 0)']","[' 782534   (Deleted', ' 695208)']","[' 2804     (Ratio', '   0.36%)']","[' 70795    (Ratio', '   9.05%)']","[' 782534   (Average Length', '   35.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 782534   (Average', ' 1236.49 Max', ' 34526 Sum', ' 967591924)']","[' 780795   (Average', ' 1229.16 Max', ' 34526 Sum', ' 961860391 Ratio', '  99.41%)']","[' 1739     (Average', ' 3295.88 Max', ' 5401 Sum', ' 5731533 Ratio', '   0.59%)']", ,[' 456774  '],[' 58950   '],[' 448365  '],[' 319879  '],"[' 959633   (Atom=Atom', ' 274740 Body=Body', ' 148037 Other', ' 536856)']",[' Yes'],"[' 52537    (Eliminated', '    0 Frozen', ' 52537)']","[' 8009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.7346'],[' 0'], ,[' 607.324'],[' 0'],[' 70.4557'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.84721e+09'],[' 2.69971e+09'],[' 0'],[' 1.67732e+10'],[' 0'],[' 0'],[' 2223 '],[' 4359 '],[' 6634 ']
Solving...,TA73, ,[' 1'],[' 12189+'],[' 6098'],"[' 1249.130s (Solving', ' 1093.42s 1st Model', ' 775.70s Unsat', ' 0.00s)']",[' 1245.188s'], ,[' 836268886'],"[' 1544666  (Analyzed', ' 635475)']","[' 5599     (Average', ' 113.50 Last', ' 165951)']",[' 26622.9 '],"[' 6098     (Average Length', ' 2879.48 Splits', ' 0)']","[' 635475   (Deleted', ' 584235)']","[' 2598     (Ratio', '   0.41%)']","[' 38088    (Ratio', '   5.99%)']","[' 635475   (Average Length', '   67.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 635475   (Average', ' 1095.18 Max', ' 36907 Sum', ' 695958613)']","[' 633595   (Average', ' 1086.36 Max', ' 36907 Sum', ' 690351797 Ratio', '  99.19%)']","[' 1880     (Average', ' 2982.35 Max', ' 5421 Sum', ' 5606816 Ratio', '   0.81%)']", ,[' 460719  '],[' 59555   '],[' 451617  '],[' 319420  '],"[' 958256   (Atom=Atom', ' 274393 Body=Body', ' 147925 Other', ' 535938)']",[' Yes'],"[' 52445    (Eliminated', '    0 Frozen', ' 52445)']","[' 4192     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.757'],[' 0'], ,[' 473.759'],[' 0'],[' 51.3553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.76134e+09'],[' 1.67652e+09'],[' 0'],[' 1.5661e+10'],[' 0'],[' 0'],[' 2542 '],[' 4693 '],[' 7072 ']
Solving...,TA74, ,[' 1'],[' 15761+'],[' 7884'],"[' 2984.623s (Solving', ' 2747.62s 1st Model', ' 2211.71s Unsat', ' 0.00s)']",[' 2976.406s'], ,[' 1712760688'],"[' 5753706  (Analyzed', ' 1618376)']","[' 10700    (Average', ' 151.25 Last', ' 95441)']",[' 31889.8 '],"[' 7884     (Average Length', ' 3864.23 Splits', ' 0)']","[' 1618376  (Deleted', ' 1532124)']","[' 2113     (Ratio', '   0.13%)']","[' 63974    (Ratio', '   3.95%)']","[' 1618376  (Average Length', '   32.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1618376  (Average', ' 920.66 Max', ' 37657 Sum', ' 1489967290)']","[' 1617212  (Average', ' 919.03 Max', ' 37657 Sum', ' 1487334401 Ratio', '  99.82%)']","[' 1164     (Average', ' 2261.93 Max', ' 7455 Sum', ' 2632889 Ratio', '   0.18%)']", ,[' 450485  '],[' 59052   '],[' 441061  '],[' 311421  '],"[' 934259   (Atom=Atom', ' 269345 Body=Body', ' 144974 Other', ' 519940)']",[' Yes'],"[' 51549    (Eliminated', '    0 Frozen', ' 51549)']","[' 2086     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 41.0432'],[' 0'], ,[' 1369.46'],[' 0'],[' 115.348'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10137e+09'],[' 3.89996e+09'],[' 0'],[' 6.68512e+10'],[' 0'],[' 0'],[' 2182 '],[' 15718 '],[' 8802 ']
Solving...,TA75, ,[' 1'],[' 16505+'],[' 8256'],"[' 2816.852s (Solving', ' 2575.04s 1st Model', ' 2099.60s Unsat', ' 0.00s)']",[' 2811.188s'], ,[' 1762442831'],"[' 4587055  (Analyzed', ' 1056688)']","[' 9470     (Average', ' 111.58 Last', ' 55948)']",[' 31493.8 '],"[' 8256     (Average Length', ' 4022.28 Splits', ' 0)']","[' 1056688  (Deleted', ' 964199)']","[' 1513     (Ratio', '   0.14%)']","[' 75480    (Ratio', '   7.14%)']","[' 1056688  (Average Length', '   51.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1056688  (Average', ' 1451.70 Max', ' 37949 Sum', ' 1533989255)']","[' 1055754  (Average', ' 1449.55 Max', ' 37949 Sum', ' 1531720333 Ratio', '  99.85%)']","[' 934      (Average', ' 2429.25 Max', ' 2987 Sum', ' 2268922 Ratio', '   0.15%)']", ,[' 456527  '],[' 59844   '],[' 447603  '],[' 317168  '],"[' 951500   (Atom=Atom', ' 274037 Body=Body', ' 146029 Other', ' 531434)']",[' Yes'],"[' 52918    (Eliminated', '    0 Frozen', ' 52918)']","[' 2989     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 41.4479'],[' 0'], ,[' 1163.81'],[' 0'],[' 115.981'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.25354e+09'],[' 4.06807e+09'],[' 0'],[' 4.54403e+10'],[' 0'],[' 0'],[' 2340 '],[' 16151 '],[' 9109 ']
Solving...,TA76, ,[' 1'],[' 14859+'],[' 7433'],"[' 3033.802s (Solving', ' 2811.04s 1st Model', ' 2334.64s Unsat', ' 0.00s)']",[' 3023.875s'], ,[' 1794551124'],"[' 4647858  (Analyzed', ' 1058492)']","[' 8843     (Average', ' 119.70 Last', ' 60857)']",[' 30346.3 '],"[' 7433     (Average Length', ' 3669.85 Splits', ' 0)']","[' 1058492  (Deleted', ' 958186)']","[' 1688     (Ratio', '   0.16%)']","[' 86404    (Ratio', '   8.16%)']","[' 1058492  (Average Length', '   49.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1058492  (Average', ' 1505.95 Max', ' 36235 Sum', ' 1594036783)']","[' 1057690  (Average', ' 1504.28 Max', ' 36235 Sum', ' 1592272625 Ratio', '  99.89%)']","[' 802      (Average', ' 2199.70 Max', ' 6730 Sum', ' 1764158 Ratio', '   0.11%)']", ,[' 450835  '],[' 59217   '],[' 440953  '],[' 311908  '],"[' 935720   (Atom=Atom', ' 269746 Body=Body', ' 145060 Other', ' 520914)']",[' Yes'],"[' 51327    (Eliminated', '    0 Frozen', ' 51327)']","[' 4794     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 39.2739'],[' 0'], ,[' 1260.58'],[' 0'],[' 125.011'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.48617e+09'],[' 4.28014e+09'],[' 0'],[' 4.905e+10'],[' 0'],[' 0'],[' 2323 '],[' 17244 '],[' 10847 ']
Solving...,TA77, ,[' 1'],[' 11571+'],[' 5789'],"[' 1098.313s (Solving', ' 945.87s 1st Model', ' 630.99s Unsat', ' 0.00s)']",[' 1094.906s'], ,[' 733627621'],"[' 1222868  (Analyzed', ' 561848)']","[' 4896     (Average', ' 114.76 Last', ' 51534)']",[' 27634.6 '],"[' 5789     (Average Length', ' 2891.18 Splits', ' 0)']","[' 561848   (Deleted', ' 517658)']","[' 878      (Ratio', '   0.16%)']","[' 31665    (Ratio', '   5.64%)']","[' 561848   (Average Length', '   74.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 561848   (Average', ' 1053.65 Max', ' 37414 Sum', ' 591990882)']","[' 560857   (Average', ' 1049.29 Max', ' 37414 Sum', ' 589540798 Ratio', '  99.59%)']","[' 991      (Average', ' 2472.34 Max', ' 2999 Sum', ' 2450084 Ratio', '   0.41%)']", ,[' 449461  '],[' 59001   '],[' 438681  '],[' 311181  '],"[' 933539   (Atom=Atom', ' 268672 Body=Body', ' 145407 Other', ' 519460)']",[' Yes'],"[' 50217    (Eliminated', '    0 Frozen', ' 50217)']","[' 2759     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.4751'],[' 0'], ,[' 415.929'],[' 0'],[' 44.4561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52934e+09'],[' 1.46178e+09'],[' 0'],[' 1.41114e+10'],[' 0'],[' 0'],[' 2332 '],[' 17094 '],[' 18227 ']
Solving...,TA78, ,[' 1'],[' 16211+'],[' 8109'],"[' 2856.801s (Solving', ' 2615.60s 1st Model', ' 2129.64s Unsat', ' 0.00s)']",[' 2850.734s'], ,[' 1755217311'],"[' 5255553  (Analyzed', ' 1415417)']","[' 10542    (Average', ' 134.26 Last', ' 101531)']",[' 31835.2 '],"[' 8109     (Average Length', ' 3976.74 Splits', ' 0)']","[' 1415417  (Deleted', ' 1324564)']","[' 1794     (Ratio', '   0.13%)']","[' 73596    (Ratio', '   5.20%)']","[' 1415417  (Average Length', '   56.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1415417  (Average', ' 1078.90 Max', ' 37591 Sum', ' 1527094688)']","[' 1414482  (Average', ' 1077.45 Max', ' 37591 Sum', ' 1525038403 Ratio', '  99.87%)']","[' 935      (Average', ' 2199.24 Max', ' 7393 Sum', ' 2056285 Ratio', '   0.13%)']", ,[' 451609  '],[' 59249   '],[' 442584  '],[' 313508  '],"[' 940520   (Atom=Atom', ' 271002 Body=Body', ' 145404 Other', ' 524114)']",[' Yes'],"[' 52210    (Eliminated', '    0 Frozen', ' 52210)']","[' 3369     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 42.1161'],[' 0'], ,[' 1200.99'],[' 0'],[' 114.657'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.27186e+09'],[' 4.07845e+09'],[' 0'],[' 4.86605e+10'],[' 0'],[' 0'],[' 2291 '],[' 16591 '],[' 9276 ']
Solving...,TA79, ,[' 1'],[' 10967+'],[' 5487'],"[' 1536.627s (Solving', ' 1399.34s 1st Model', ' 1087.78s Unsat', ' 0.00s)']",[' 1533.188s'], ,[' 1098686738'],"[' 1639065  (Analyzed', ' 609719)']","[' 5221     (Average', ' 116.78 Last', ' 43202)']",[' 26925.5 '],"[' 5487     (Average Length', ' 2738.24 Splits', ' 0)']","[' 609719   (Deleted', ' 544058)']","[' 597      (Ratio', '   0.10%)']","[' 54965    (Ratio', '   9.01%)']","[' 609719   (Average Length', '   59.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 609719   (Average', ' 1586.24 Max', ' 37694 Sum', ' 967161646)']","[' 608768   (Average', ' 1582.21 Max', ' 37694 Sum', ' 964706366 Ratio', '  99.75%)']","[' 951      (Average', ' 2581.79 Max', ' 2712 Sum', ' 2455280 Ratio', '   0.25%)']", ,[' 448972  '],[' 59135   '],[' 437980  '],[' 311788  '],"[' 935360   (Atom=Atom', ' 269208 Body=Body', ' 145478 Other', ' 520674)']",[' Yes'],"[' 50003    (Eliminated', '    0 Frozen', ' 50003)']","[' 3392     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.3175'],[' 0'], ,[' 582.942'],[' 0'],[' 68.2265'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41621e+09'],[' 2.30372e+09'],[' 0'],[' 1.8751e+10'],[' 0'],[' 0'],[' 2237 '],[' 17116 '],[' 16644 ']
Solving...,TA80, ,[' 1'],[' 8705+'],[' 4356'],"[' 903.549s (Solving', ' 822.75s 1st Model', ' 567.80s Unsat', ' 0.00s)']",[' 901.672s'], ,[' 697064045'],"[' 1116073  (Analyzed', ' 393852)']","[' 3620     (Average', ' 108.80 Last', ' 18323)']",[' 19875.9 '],"[' 4356     (Average Length', ' 2108.52 Splits', ' 0)']","[' 393852   (Deleted', ' 342671)']","[' 1972     (Ratio', '   0.50%)']","[' 41345    (Ratio', '  10.50%)']","[' 393852   (Average Length', '   40.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 393852   (Average', ' 1585.39 Max', ' 23219 Sum', ' 624407098)']","[' 391964   (Average', ' 1571.16 Max', ' 23219 Sum', ' 618804021 Ratio', '  99.10%)']","[' 1888     (Average', ' 2967.73 Max', ' 3997 Sum', ' 5603077 Ratio', '   0.90%)']", ,[' 457010  '],[' 59223   '],[' 447230  '],[' 318486  '],"[' 955454   (Atom=Atom', ' 273051 Body=Body', ' 148333 Other', ' 534070)']",[' Yes'],"[' 51429    (Eliminated', '    0 Frozen', ' 51429)']","[' 2266     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.9837'],[' 0'], ,[' 317.314'],[' 0'],[' 39.5912'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30861e+09'],[' 1.23389e+09'],[' 0'],[' 9.09787e+09'],[' 0'],[' 0'],[' 2341 '],[' 4579 '],[' 0 ']
