Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 7009+'],[' 3506'],"[' 1048.933s (Solving', ' 860.65s 1st Model', ' 684.27s Unsat', ' 0.00s)']",[' 1047.313s'], ,[' 1058637213'],"[' 1491902  (Analyzed', ' 50120)']","[' 3138     (Average', ' 15.97 Last', ' 756)']",[' 100380.5'],"[' 3506     (Average Length', ' 1752.50 Splits', ' 0)']","[' 50120    (Deleted', ' 20235)']","[' 24       (Ratio', '   0.05%)']","[' 4631     (Ratio', '   9.24%)']","[' 50120    (Average Length', '   91.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 50120    (Average', ' 14195.05 Max', ' 98830 Sum', ' 711455831)']","[' 50120    (Average', ' 14195.05 Max', ' 98830 Sum', ' 711455831 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522445  '],[' 101000  '],[' 523949  '],[' 403405  '],"[' 1210211  (Atom=Atom', ' 304403 Body=Body', ' 201900 Other', ' 703908)']",[' Yes'],"[' 104504   (Eliminated', '    0 Frozen', ' 104504)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.1089'],[' 0'], ,[' 337.459'],[' 0'],[' 48.2661'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09615e+09'],[' 1.06174e+09'],[' 0'],[' 4.45487e+09'],[' 0'],[' 0'],[' 52147 '],[' 1 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 8442+'],[' 4222'],"[' 1062.605s (Solving', ' 826.97s 1st Model', ' 636.79s Unsat', ' 0.00s)']",[' 1061.422s'], ,[' 886874768'],"[' 944143   (Analyzed', ' 54596)']","[' 3785     (Average', ' 14.42 Last', ' 1158)']",[' 100665.5'],"[' 4222     (Average Length', ' 2110.50 Splits', ' 0)']","[' 54596    (Deleted', ' 23011)']","[' 32       (Ratio', '   0.06%)']","[' 5557     (Ratio', '  10.18%)']","[' 54596    (Average Length', '   89.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 54596    (Average', ' 8606.83 Max', ' 98840 Sum', ' 469898378)']","[' 54596    (Average', ' 8606.83 Max', ' 98840 Sum', ' 469898378 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 523161  '],[' 101000  '],[' 525381  '],[' 404121  '],"[' 1212359  (Atom=Atom', ' 305119 Body=Body', ' 201900 Other', ' 705340)']",[' Yes'],"[' 105220   (Eliminated', '    0 Frozen', ' 105220)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 31.3371'],[' 0'], ,[' 311.446'],[' 0'],[' 44.8933'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.33362e+08'],[' 9.0406e+08'],[' 0'],[' 2.99382e+09'],[' 0'],[' 0'],[' 45196 '],[' 1 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 8681+'],[' 4342'],"[' 1061.776s (Solving', ' 826.43s 1st Model', ' 613.68s Unsat', ' 0.00s)']",[' 1060.391s'], ,[' 883271242'],"[' 1096431  (Analyzed', ' 38441)']","[' 3810     (Average', ' 10.09 Last', ' 1614)']",[' 100781.3'],"[' 4342     (Average Length', ' 2170.50 Splits', ' 0)']","[' 38441    (Deleted', ' 0)']","[' 36       (Ratio', '   0.09%)']","[' 4094     (Ratio', '  10.65%)']","[' 38441    (Average Length', '   90.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38441    (Average', ' 11814.77 Max', ' 98830 Sum', ' 454171694)']","[' 38441    (Average', ' 11814.77 Max', ' 98830 Sum', ' 454171694 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 523281  '],[' 101000  '],[' 525621  '],[' 404241  '],"[' 1212719  (Atom=Atom', ' 305239 Body=Body', ' 201900 Other', ' 705580)']",[' Yes'],"[' 105340   (Eliminated', '    0 Frozen', ' 105340)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 31.236'],[' 0'], ,[' 310.548'],[' 0'],[' 44.5518'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.27853e+08'],[' 8.98694e+08'],[' 0'],[' 3.12019e+09'],[' 0'],[' 0'],[' 36548 '],[' 1 '],[' 0 ']
Solving...,TA74, , ,[' 7593+'],[' 3798'],"[' 1056.729s (Solving', ' 850.22s 1st Model', ' 673.34s Unsat', ' 0.00s)']",[' 1055.578s'], ,[' 1047157937'],"[' 1085535  (Analyzed', ' 49730)']","[' 3117     (Average', ' 15.95 Last', ' 537)']",[' 100495.2'],"[' 3799     (Average Length', ' 1899.00 Splits', ' 0)']","[' 49730    (Deleted', ' 0)']","[' 33       (Ratio', '   0.07%)']","[' 4337     (Ratio', '   8.72%)']","[' 49730    (Average Length', '   90.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 49730    (Average', ' 13504.50 Max', ' 98847 Sum', ' 671578962)']","[' 49730    (Average', ' 13504.50 Max', ' 98847 Sum', ' 671578962 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522736  '],[' 101000  '],[' 524531  '],[' 403696  '],"[' 1211084  (Atom=Atom', ' 304694 Body=Body', ' 201900 Other', ' 704490)']",[' Yes'],"[' 104795   (Eliminated', '    0 Frozen', ' 104795)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.0533'],[' 0'], ,[' 322.806'],[' 0'],[' 46.7617'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0859e+09'],[' 1.05202e+09'],[' 0'],[' 3.66637e+09'],[' 0'],[' 0'],[' 52973 '],[' 1 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8515+'],[' 4259'],"[' 1062.139s (Solving', ' 829.63s 1st Model', ' 631.01s Unsat', ' 0.00s)']",[' 1062.797s'], ,[' 887310895'],"[' 1295158  (Analyzed', ' 55989)']","[' 3943     (Average', ' 14.20 Last', ' 1091)']",[' 100694.1'],"[' 4259     (Average Length', ' 2129.00 Splits', ' 0)']","[' 55989    (Deleted', ' 30957)']","[' 35       (Ratio', '   0.06%)']","[' 5689     (Ratio', '  10.16%)']","[' 55989    (Average Length', '   89.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 55989    (Average', ' 8328.74 Max', ' 98755 Sum', ' 466317991)']","[' 55989    (Average', ' 8328.74 Max', ' 98755 Sum', ' 466317991 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 523198  '],[' 101000  '],[' 525455  '],[' 404158  '],"[' 1212470  (Atom=Atom', ' 305156 Body=Body', ' 201900 Other', ' 705414)']",[' Yes'],"[' 105257   (Eliminated', '    0 Frozen', ' 105257)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 30.9368'],[' 0'], ,[' 316.806'],[' 0'],[' 44.8264'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.34764e+08'],[' 9.061e+08'],[' 0'],[' 3.35379e+09'],[' 0'],[' 0'],[' 45316 '],[' 1 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 7397+'],[' 3700'],"[' 1055.963s (Solving', ' 854.74s 1st Model', ' 683.34s Unsat', ' 0.00s)']",[' 1054.672s'], ,[' 1066706221'],"[' 933520   (Analyzed', ' 48981)']","[' 2854     (Average', ' 17.16 Last', ' 1587)']",[' 100467.3'],"[' 3700     (Average Length', ' 1849.50 Splits', ' 0)']","[' 48981    (Deleted', ' 17827)']","[' 33       (Ratio', '   0.07%)']","[' 4250     (Ratio', '   8.68%)']","[' 48981    (Average Length', '   89.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 48981    (Average', ' 14312.77 Max', ' 98877 Sum', ' 701053665)']","[' 48981    (Average', ' 14312.77 Max', ' 98877 Sum', ' 701053665 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522639  '],[' 101000  '],[' 524337  '],[' 403599  '],"[' 1210793  (Atom=Atom', ' 304597 Body=Body', ' 201900 Other', ' 704296)']",[' Yes'],"[' 104698   (Eliminated', '    0 Frozen', ' 104698)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.295'],[' 0'], ,[' 325.953'],[' 0'],[' 47.9292'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10466e+09'],[' 1.0666e+09'],[' 0'],[' 3.57864e+09'],[' 0'],[' 0'],[' 53532 '],[' 1 '],[' 0 ']
Solving...,TA77, , ,[' 9071+'],[' 4537'],"[' 1065.016s (Solving', ' 821.04s 1st Model', ' 608.05s Unsat', ' 0.00s)']",[' 1063.813s'], ,[' 871462909'],"[' 1139201  (Analyzed', ' 44348)']","[' 4018     (Average', ' 11.04 Last', ' 1093)']",[' 100897.8'],"[' 4538     (Average Length', ' 2268.50 Splits', ' 0)']","[' 44348    (Deleted', ' 17510)']","[' 25       (Ratio', '   0.06%)']","[' 4460     (Ratio', '  10.06%)']","[' 44348    (Average Length', '   88.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44348    (Average', ' 9534.04 Max', ' 98814 Sum', ' 422815593)']","[' 44348    (Average', ' 9534.04 Max', ' 98814 Sum', ' 422815593 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 523475  '],[' 101000  '],[' 526009  '],[' 404435  '],"[' 1213301  (Atom=Atom', ' 305433 Body=Body', ' 201900 Other', ' 705968)']",[' Yes'],"[' 105534   (Eliminated', '    0 Frozen', ' 105534)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 32.338'],[' 0'], ,[' 308.74'],[' 0'],[' 43.3945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.17306e+08'],[' 8.89651e+08'],[' 0'],[' 3.43089e+09'],[' 0'],[' 0'],[' 45003 '],[' 1 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 8515+'],[' 4259'],"[' 1060.359s (Solving', ' 827.97s 1st Model', ' 626.07s Unsat', ' 0.00s)']",[' 1058.969s'], ,[' 889827111'],"[' 1332129  (Analyzed', ' 47393)']","[' 3895     (Average', ' 12.17 Last', ' 2208)']",[' 100716.2'],"[' 4259     (Average Length', ' 2129.00 Splits', ' 0)']","[' 47393    (Deleted', ' 20603)']","[' 34       (Ratio', '   0.07%)']","[' 4904     (Ratio', '  10.35%)']","[' 47393    (Average Length', '   88.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 47393    (Average', ' 9891.11 Max', ' 98855 Sum', ' 468769293)']","[' 47393    (Average', ' 9891.11 Max', ' 98855 Sum', ' 468769293 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 523198  '],[' 101000  '],[' 525455  '],[' 404158  '],"[' 1212470  (Atom=Atom', ' 305156 Body=Body', ' 201900 Other', ' 705414)']",[' Yes'],"[' 105257   (Eliminated', '    0 Frozen', ' 105257)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 31.0289'],[' 0'], ,[' 319.221'],[' 0'],[' 44.6103'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.35253e+08'],[' 9.06667e+08'],[' 0'],[' 3.744e+09'],[' 0'],[' 0'],[' 41380 '],[' 1 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 7603+'],[' 3803'],"[' 1056.244s (Solving', ' 848.74s 1st Model', ' 674.50s Unsat', ' 0.00s)']",[' 1054.609s'], ,[' 1057224534'],"[' 1056049  (Analyzed', ' 43132)']","[' 3149     (Average', ' 13.70 Last', ' 766)']",[' 100555.3'],"[' 3803     (Average Length', ' 1901.00 Splits', ' 0)']","[' 43132    (Deleted', ' 0)']","[' 24       (Ratio', '   0.06%)']","[' 3834     (Ratio', '   8.89%)']","[' 43132    (Average Length', '   90.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 43132    (Average', ' 15791.16 Max', ' 98887 Sum', ' 681104348)']","[' 43132    (Average', ' 15791.16 Max', ' 98887 Sum', ' 681104348 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522742  '],[' 101000  '],[' 524543  '],[' 403702  '],"[' 1211102  (Atom=Atom', ' 304700 Body=Body', ' 201900 Other', ' 704502)']",[' Yes'],"[' 104801   (Eliminated', '    0 Frozen', ' 104801)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.1526'],[' 0'], ,[' 325.083'],[' 0'],[' 47.3183'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09482e+09'],[' 1.05709e+09'],[' 0'],[' 3.80792e+09'],[' 0'],[' 0'],[' 48827 '],[' 1 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 7331+'],[' 3667'],"[' 1054.188s (Solving', ' 854.39s 1st Model', ' 688.19s Unsat', ' 0.00s)']",[' 1053.000s'], ,[' 1065848658'],"[' 922218   (Analyzed', ' 44429)']","[' 2944     (Average', ' 15.09 Last', ' 899)']",[' 100411.0'],"[' 3667     (Average Length', ' 1833.00 Splits', ' 0)']","[' 44429    (Deleted', ' 2404)']","[' 29       (Ratio', '   0.07%)']","[' 4135     (Ratio', '   9.31%)']","[' 44429    (Average Length', '   92.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44429    (Average', ' 15835.46 Max', ' 98868 Sum', ' 703553572)']","[' 44429    (Average', ' 15835.46 Max', ' 98868 Sum', ' 703553572 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522606  '],[' 101000  '],[' 524271  '],[' 403566  '],"[' 1210694  (Atom=Atom', ' 304564 Body=Body', ' 201900 Other', ' 704230)']",[' Yes'],"[' 104665   (Eliminated', '    0 Frozen', ' 104665)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.2472'],[' 0'], ,[' 323.976'],[' 0'],[' 48.3435'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10336e+09'],[' 1.06841e+09'],[' 0'],[' 3.48684e+09'],[' 0'],[' 0'],[' 46939 '],[' 1 '],[' 0 ']
