Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6341+'],[' 3176'],"[' 612.223s (Solving', ' 569.89s 1st Model', ' 81.75s Unsat', ' 0.00s)']",[' 608.125s'], ,[' 300129577'],"[' 4380525  (Analyzed', ' 3263190)']","[' 8172     (Average', ' 399.31 Last', ' 8434)']",[' 9908.7  '],"[' 3176     (Average Length', ' 1709.31 Splits', ' 0)']","[' 3263190  (Deleted', ' 3174480)']","[' 98       (Ratio', '   0.00%)']","[' 45276    (Ratio', '   1.39%)']","[' 3263190  (Average Length', '   28.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3263190  (Average', ' 85.06 Max', ' 12820 Sum', ' 277552546)']","[' 3260347  (Average', ' 83.50 Max', ' 12820 Sum', ' 272461069 Ratio', '  98.17%)']","[' 2843     (Average', ' 1790.88 Max', ' 2265 Sum', ' 5091477 Ratio', '   1.83%)']", ,[' 359035  '],[' 20186   '],[' 322410  '],[' 138702  '],"[' 364133   (Atom=Atom', ' 97132 Body=Body', ' 66238 Other', ' 200763)']",[' Yes'],"[' 24226    (Eliminated', '    0 Frozen', ' 24226)']","[' 8838     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.67466'],[' 0'], ,[' 243.121'],[' 0'],[' 18.6948'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33175e+08'],[' 4.75062e+08'],[' 0'],[' 1.19178e+10'],[' 0'],[' 0'],[' 1871 '],[' 3436 '],[' 5342 '],[' 6544 '],[' 7890 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 7657+'],[' 3834'],"[' 613.282s (Solving', ' 566.17s 1st Model', ' 97.79s Unsat', ' 0.00s)']",[' 610.281s'], ,[' 290491730'],"[' 3918632  (Analyzed', ' 3051326)']","[' 8319     (Average', ' 366.79 Last', ' 68944)']",[' 9478.0  '],"[' 3834     (Average Length', ' 1971.37 Splits', ' 0)']","[' 3051326  (Deleted', ' 2969293)']","[' 92       (Ratio', '   0.00%)']","[' 43857    (Ratio', '   1.44%)']","[' 3051326  (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3051326  (Average', ' 87.54 Max', ' 12567 Sum', ' 267119408)']","[' 3048344  (Average', ' 85.39 Max', ' 12567 Sum', ' 260539923 Ratio', '  97.54%)']","[' 2982     (Average', ' 2206.40 Max', ' 2771 Sum', ' 6579485 Ratio', '   2.46%)']", ,[' 356450  '],[' 19742   '],[' 320411  '],[' 137333  '],"[' 359147   (Atom=Atom', ' 96014 Body=Body', ' 64906 Other', ' 198227)']",[' Yes'],"[' 24192    (Eliminated', '    0 Frozen', ' 24192)']","[' 8019     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.71898'],[' 0'], ,[' 226.497'],[' 0'],[' 17.8159'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.47177e+08'],[' 4.85874e+08'],[' 0'],[' 1.07491e+10'],[' 0'],[' 0'],[' 1415 '],[' 2794 '],[' 4315 '],[' 5564 '],[' 6733 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 6731+'],[' 3371'],"[' 613.191s (Solving', ' 567.13s 1st Model', ' 128.38s Unsat', ' 0.00s)']",[' 608.969s'], ,[' 296157040'],"[' 5208261  (Analyzed', ' 3769857)']","[' 8424     (Average', ' 447.51 Last', ' 37259)']",[' 9902.5  '],"[' 3371     (Average Length', ' 1819.20 Splits', ' 0)']","[' 3769857  (Deleted', ' 3685119)']","[' 67       (Ratio', '   0.00%)']","[' 41876    (Ratio', '   1.11%)']","[' 3769857  (Average Length', '   27.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3769857  (Average', ' 72.33 Max', ' 12554 Sum', ' 272690498)']","[' 3766764  (Average', ' 70.84 Max', ' 12554 Sum', ' 267042889 Ratio', '  97.93%)']","[' 3093     (Average', ' 1825.93 Max', ' 2516 Sum', ' 5647609 Ratio', '   2.07%)']", ,[' 357754  '],[' 19953   '],[' 321224  '],[' 137918  '],"[' 361230   (Atom=Atom', ' 96395 Body=Body', ' 65539 Other', ' 199296)']",[' Yes'],"[' 24061    (Eliminated', '    0 Frozen', ' 24061)']","[' 8149     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.34303'],[' 0'], ,[' 234.851'],[' 0'],[' 18.7077'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.71694e+08'],[' 4.1364e+08'],[' 0'],[' 1.07406e+10'],[' 0'],[' 0'],[' 1958 '],[' 3480 '],[' 4801 '],[' 6189 '],[' 7581 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 7213+'],[' 3612'],"[' 614.042s (Solving', ' 564.91s 1st Model', ' 96.85s Unsat', ' 0.00s)']",[' 609.203s'], ,[' 266292544'],"[' 3257634  (Analyzed', ' 2385428)']","[' 6494     (Average', ' 367.33 Last', ' 15127)']",[' 9446.1  '],"[' 3612     (Average Length', ' 1830.58 Splits', ' 0)']","[' 2385428  (Deleted', ' 2307789)']","[' 76       (Ratio', '   0.00%)']","[' 42986    (Ratio', '   1.80%)']","[' 2385428  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2385428  (Average', ' 101.60 Max', ' 12999 Sum', ' 242368771)']","[' 2383075  (Average', ' 99.63 Max', ' 12999 Sum', ' 237669474 Ratio', '  98.06%)']","[' 2353     (Average', ' 1997.15 Max', ' 2390 Sum', ' 4699297 Ratio', '   1.94%)']", ,[' 356417  '],[' 19799   '],[' 320384  '],[' 137248  '],"[' 359332   (Atom=Atom', ' 96020 Body=Body', ' 65077 Other', ' 198235)']",[' Yes'],"[' 24170    (Eliminated', '    0 Frozen', ' 24170)']","[' 8498     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.79758'],[' 0'], ,[' 217.879'],[' 0'],[' 17.8662'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.16864e+08'],[' 4.57546e+08'],[' 0'],[' 9.01309e+09'],[' 0'],[' 0'],[' 1441 '],[' 2762 '],[' 4309 '],[' 5913 '],[' 7073 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 6731+'],[' 3371'],"[' 613.801s (Solving', ' 566.53s 1st Model', ' 90.55s Unsat', ' 0.00s)']",[' 608.516s'], ,[' 257925854'],"[' 4631799  (Analyzed', ' 3219934)']","[' 8164     (Average', ' 394.41 Last', ' 32284)']",[' 9741.9  '],"[' 3371     (Average Length', ' 1803.00 Splits', ' 0)']","[' 3219934  (Deleted', ' 3138016)']","[' 44       (Ratio', '   0.00%)']","[' 37278    (Ratio', '   1.16%)']","[' 3219934  (Average Length', '   26.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3219934  (Average', ' 73.03 Max', ' 12896 Sum', ' 235166046)']","[' 3216940  (Average', ' 71.17 Max', ' 12896 Sum', ' 229149781 Ratio', '  97.44%)']","[' 2994     (Average', ' 2009.44 Max', ' 2494 Sum', ' 6016265 Ratio', '   2.56%)']", ,[' 356839  '],[' 19894   '],[' 320646  '],[' 137406  '],"[' 359964   (Atom=Atom', ' 96159 Body=Body', ' 65362 Other', ' 198443)']",[' Yes'],"[' 24055    (Eliminated', '    0 Frozen', ' 24055)']","[' 6653     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.47272'],[' 0'], ,[' 236.765'],[' 0'],[' 17.2928'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.38275e+08'],[' 3.88336e+08'],[' 0'],[' 1.06846e+10'],[' 0'],[' 0'],[' 1680 '],[' 2998 '],[' 4443 '],[' 5840 '],[' 7178 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 7137+'],[' 3574'],"[' 612.843s (Solving', ' 568.40s 1st Model', ' 108.37s Unsat', ' 0.00s)']",[' 609.016s'], ,[' 289966917'],"[' 5403311  (Analyzed', ' 4224822)']","[' 10345    (Average', ' 408.39 Last', ' 64904)']",[' 9599.1  '],"[' 3574     (Average Length', ' 1853.95 Splits', ' 0)']","[' 4224822  (Deleted', ' 4138393)']","[' 65       (Ratio', '   0.00%)']","[' 40270    (Ratio', '   0.95%)']","[' 4224822  (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4224822  (Average', ' 63.15 Max', ' 12354 Sum', ' 266789837)']","[' 4221745  (Average', ' 61.66 Max', ' 12354 Sum', ' 260499591 Ratio', '  97.64%)']","[' 3077     (Average', ' 2044.28 Max', ' 2580 Sum', ' 6290246 Ratio', '   2.36%)']", ,[' 356146  '],[' 19748   '],[' 319914  '],[' 137058  '],"[' 358311   (Atom=Atom', ' 95778 Body=Body', ' 64924 Other', ' 197609)']",[' Yes'],"[' 23962    (Eliminated', '    0 Frozen', ' 23962)']","[' 7823     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.09241'],[' 0'], ,[' 251.324'],[' 0'],[' 18.1304'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.72351e+08'],[' 4.12306e+08'],[' 0'],[' 1.2649e+10'],[' 0'],[' 0'],[' 1634 '],[' 3069 '],[' 4427 '],[' 5646 '],[' 7101 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 6451+'],[' 3231'],"[' 612.045s (Solving', ' 570.51s 1st Model', ' 91.70s Unsat', ' 0.00s)']",[' 608.500s'], ,[' 306302639'],"[' 5465067  (Analyzed', ' 4559218)']","[' 9845     (Average', ' 463.10 Last', ' 157862)']",[' 9973.3  '],"[' 3231     (Average Length', ' 1708.55 Splits', ' 0)']","[' 4559218  (Deleted', ' 4476009)']","[' 46       (Ratio', '   0.00%)']","[' 35095    (Ratio', '   0.77%)']","[' 4559218  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4559218  (Average', ' 62.19 Max', ' 13066 Sum', ' 283541045)']","[' 4556359  (Average', ' 61.01 Max', ' 13066 Sum', ' 278176289 Ratio', '  98.11%)']","[' 2859     (Average', ' 1876.44 Max', ' 2400 Sum', ' 5364756 Ratio', '   1.89%)']", ,[' 356044  '],[' 19798   '],[' 319673  '],[' 136859  '],"[' 358210   (Atom=Atom', ' 95635 Body=Body', ' 65074 Other', ' 197501)']",[' Yes'],"[' 23833    (Eliminated', '    0 Frozen', ' 23833)']","[' 6911     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.43963'],[' 0'], ,[' 257.066'],[' 0'],[' 19.3259'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.58045e+08'],[' 4.02318e+08'],[' 0'],[' 1.26161e+10'],[' 0'],[' 0'],[' 1741 '],[' 3584 '],[' 4871 '],[' 6201 '],[' 7639 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 7109+'],[' 3560'],"[' 613.133s (Solving', ' 567.54s 1st Model', ' 103.02s Unsat', ' 0.00s)']",[' 609.875s'], ,[' 319824516'],"[' 2971869  (Analyzed', ' 2081586)']","[' 6289     (Average', ' 330.99 Last', ' 25325)']",[' 8897.0  '],"[' 3560     (Average Length', ' 1865.77 Splits', ' 0)']","[' 2081586  (Deleted', ' 1988052)']","[' 85       (Ratio', '   0.00%)']","[' 54580    (Ratio', '   2.62%)']","[' 2081586  (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2081586  (Average', ' 143.79 Max', ' 11420 Sum', ' 299316348)']","[' 2078822  (Average', ' 141.05 Max', ' 11420 Sum', ' 293613119 Ratio', '  98.09%)']","[' 2764     (Average', ' 2063.40 Max', ' 2570 Sum', ' 5703229 Ratio', '   1.91%)']", ,[' 356573  '],[' 19857   '],[' 320520  '],[' 137367  '],"[' 360215   (Atom=Atom', ' 96200 Body=Body', ' 65251 Other', ' 198764)']",[' Yes'],"[' 24144    (Eliminated', '    0 Frozen', ' 24144)']","[' 10652    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.24897'],[' 0'], ,[' 198.911'],[' 0'],[' 18.8943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.55981e+08'],[' 5.84751e+08'],[' 0'],[' 8.16626e+09'],[' 0'],[' 0'],[' 1458 '],[' 2774 '],[' 4037 '],[' 5457 '],[' 6728 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 7049+'],[' 3530'],"[' 613.141s (Solving', ' 567.65s 1st Model', ' 76.66s Unsat', ' 0.00s)']",[' 610.438s'], ,[' 270259826'],"[' 4582104  (Analyzed', ' 3757854)']","[' 9470     (Average', ' 396.82 Last', ' 9283)']",[' 9485.0  '],"[' 3530     (Average Length', ' 1862.10 Splits', ' 0)']","[' 3757854  (Deleted', ' 3665163)']","[' 78       (Ratio', '   0.00%)']","[' 39770    (Ratio', '   1.06%)']","[' 3757854  (Average Length', '   24.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3757854  (Average', ' 66.09 Max', ' 12851 Sum', ' 248353409)']","[' 3754824  (Average', ' 64.44 Max', ' 12851 Sum', ' 242171283 Ratio', '  97.51%)']","[' 3030     (Average', ' 2040.31 Max', ' 2572 Sum', ' 6182126 Ratio', '   2.49%)']", ,[' 357463  '],[' 19922   '],[' 321198  '],[' 137826  '],"[' 361089   (Atom=Atom', ' 96430 Body=Body', ' 65446 Other', ' 199213)']",[' Yes'],"[' 24230    (Eliminated', '    0 Frozen', ' 24230)']","[' 7743     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.18801'],[' 0'], ,[' 250.444'],[' 0'],[' 17.3577'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.99798e+08'],[' 4.41897e+08'],[' 0'],[' 1.29744e+10'],[' 0'],[' 0'],[' 1395 '],[' 2804 '],[' 4159 '],[' 5562 '],[' 6988 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 6705+'],[' 3358'],"[' 612.796s (Solving', ' 568.83s 1st Model', ' 101.49s Unsat', ' 0.00s)']",[' 609.484s'], ,[' 296022274'],"[' 5007991  (Analyzed', ' 3803151)']","[' 9578     (Average', ' 397.07 Last', ' 15771)']",[' 9882.0  '],"[' 3358     (Average Length', ' 1756.33 Splits', ' 0)']","[' 3803151  (Deleted', ' 3713130)']","[' 71       (Ratio', '   0.00%)']","[' 43996    (Ratio', '   1.16%)']","[' 3803151  (Average Length', '   28.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3803151  (Average', ' 71.58 Max', ' 12599 Sum', ' 272241107)']","[' 3800422  (Average', ' 70.23 Max', ' 12599 Sum', ' 267091950 Ratio', '  98.11%)']","[' 2729     (Average', ' 1886.83 Max', ' 2347 Sum', ' 5149157 Ratio', '   1.89%)']", ,[' 357293  '],[' 19949   '],[' 320846  '],[' 137795  '],"[' 360740   (Atom=Atom', ' 96366 Body=Body', ' 65527 Other', ' 198847)']",[' Yes'],"[' 24060    (Eliminated', '    0 Frozen', ' 24060)']","[' 8487     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.98641'],[' 0'], ,[' 241.492'],[' 0'],[' 18.5136'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.9649e+08'],[' 4.39993e+08'],[' 0'],[' 1.16526e+10'],[' 0'],[' 0'],[' 1762 '],[' 3137 '],[' 4488 '],[' 5756 '],[' 6975 '],[' 5 '],[' 0 ']
