Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , , , ,[' 939'],[' 479'],"[' 235.289s (Solving', ' 233.04s 1st Model', ' 1.08s Unsat', ' 4.76s)']",[' 233.922s'], ,[' 14995715'],"[' 9961215  (Analyzed', ' 9909299)']","[' 19815    (Average', ' 500.09 Last', ' 120617)']",[' 1627.1  '],"[' 479      (Average Length', ' 317.13 Splits', ' 0)']","[' 9909299  (Deleted', ' 9775284)']","[' 26       (Ratio', '   0.00%)']","[' 1492     (Ratio', '   0.02%)']","[' 9909299  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9909299  (Average', '  1.43 Max', ' 2353 Sum', ' 14165152)']","[' 9908847  (Average', '  1.42 Max', ' 2068 Sum', ' 14029896 Ratio', '  99.05%)']","[' 452      (Average', ' 299.24 Max', ' 450 Sum', ' 135256 Ratio', '   0.95%)']", ,[' 79452   '],[' 2678    '],[' 73792   '],[' 23721   '],"[' 62353    (Atom=Atom', ' 18471 Body=Body', ' 11106 Other', ' 32776)']",[' Yes'],"[' 3919     (Eliminated', '    0 Frozen', ' 3919)']","[' 175      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.428859'],[' 0'], ,[' 164.022'],[' 0'],[' 3.53235'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.84421e+07'],[' 1.61965e+07'],[' 0'],[' 1.07539e+10'],[' 0'],[' 0'],[' 525 '],[' 1014 '],[' 1378 '],[' 2058 '],[' 2230 '],[' 2645 '],[' 2911 '],[' 3278 '],[' 3704 '],[' 2 '],[' 7 ']
Solving...,TA62, , , , , ,[' 1165'],[' 592'],"[' 292.756s (Solving', ' 290.01s 1st Model', ' 1.33s Unsat', ' 58.63s)']",[' 287.359s'], ,[' 21991566'],"[' 16158499 (Analyzed', ' 16127015)']","[' 32977    (Average', ' 489.04 Last', ' 1038)']",[' 1772.1  '],"[' 592      (Average Length', ' 362.31 Splits', ' 0)']","[' 16127015 (Deleted', ' 15911231)']","[' 6        (Ratio', '   0.00%)']","[' 1230     (Ratio', '   0.01%)']","[' 16127015 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16127015 (Average', '  1.30 Max', ' 2426 Sum', ' 20885431)']","[' 16126669 (Average', '  1.29 Max', ' 2294 Sum', ' 20765943 Ratio', '  99.43%)']","[' 346      (Average', ' 345.34 Max', ' 511 Sum', ' 119488 Ratio', '   0.57%)']", ,[' 80814   '],[' 2754    '],[' 74894   '],[' 24578   '],"[' 63835    (Atom=Atom', ' 18878 Body=Body', ' 11330 Other', ' 33627)']",[' Yes'],"[' 4101     (Eliminated', '    0 Frozen', ' 4101)']","[' 55       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.54782'],[' 0'], ,[' 158.838'],[' 0'],[' 3.84525'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.86515e+07'],[' 2.19657e+07'],[' 0'],[' 8.50407e+09'],[' 0'],[' 0'],[' 570 '],[' 975 '],[' 1498 '],[' 1820 '],[' 2162 '],[' 2517 '],[' 2952 '],[' 3365 '],[' 3751 '],[' 2 '],[' 7 ']
Solving...,TA63, , , , , ,[' 977'],[' 498'],"[' 425.768s (Solving', ' 423.22s 1st Model', ' 1.11s Unsat', ' 84.53s)']",[' 424.781s'], ,[' 30929713'],"[' 21168495 (Analyzed', ' 21149946)']","[' 41707    (Average', ' 507.11 Last', ' 4770)']",[' 1712.5  '],"[' 498      (Average Length', ' 325.60 Splits', ' 0)']","[' 21149946 (Deleted', ' 20885864)']","[' 22       (Ratio', '   0.00%)']","[' 1762     (Ratio', '   0.01%)']","[' 21149946 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21149946 (Average', '  1.41 Max', ' 2292 Sum', ' 29848082)']","[' 21149550 (Average', '  1.41 Max', ' 2136 Sum', ' 29734919 Ratio', '  99.62%)']","[' 396      (Average', ' 285.77 Max', ' 446 Sum', ' 113163 Ratio', '   0.38%)']", ,[' 79796   '],[' 2683    '],[' 74006   '],[' 23955   '],"[' 62444    (Atom=Atom', ' 18510 Body=Body', ' 11121 Other', ' 32813)']",[' Yes'],"[' 3942     (Eliminated', '    0 Frozen', ' 3942)']","[' 250      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.506188'],[' 0'], ,[' 272.876'],[' 0'],[' 6.15788'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.40783e+07'],[' 3.53911e+07'],[' 0'],[' 1.774e+10'],[' 0'],[' 0'],[' 585 '],[' 959 '],[' 1394 '],[' 1555 '],[' 1956 '],[' 2330 '],[' 2920 '],[' 3341 '],[' 3646 '],[' 3 '],[' 6 ']
Solving...,TA64, , , , , ,[' 1077'],[' 548'],"[' 266.971s (Solving', ' 264.45s 1st Model', ' 1.11s Unsat', ' 34.24s)']",[' 266.563s'], ,[' 24140917'],"[' 16585645 (Analyzed', ' 16563107)']","[' 30586    (Average', ' 541.53 Last', ' 23814)']",[' 1704.3  '],"[' 548      (Average Length', ' 344.43 Splits', ' 0)']","[' 16563107 (Deleted', ' 16337120)']","[' 18       (Ratio', '   0.00%)']","[' 1308     (Ratio', '   0.01%)']","[' 16563107 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16563107 (Average', '  1.40 Max', ' 2109 Sum', ' 23150254)']","[' 16562667 (Average', '  1.39 Max', ' 2109 Sum', ' 23002404 Ratio', '  99.36%)']","[' 440      (Average', ' 336.02 Max', ' 472 Sum', ' 147850 Ratio', '   0.64%)']", ,[' 79365   '],[' 2668    '],[' 73777   '],[' 23708   '],"[' 62355    (Atom=Atom', ' 18489 Body=Body', ' 11073 Other', ' 32793)']",[' Yes'],"[' 3972     (Eliminated', '    0 Frozen', ' 3972)']","[' 191      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.505336'],[' 0'], ,[' 153.622'],[' 0'],[' 3.07134'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.17371e+07'],[' 2.41256e+07'],[' 0'],[' 9.03384e+09'],[' 0'],[' 0'],[' 627 '],[' 1012 '],[' 1313 '],[' 1881 '],[' 2010 '],[' 2362 '],[' 3018 '],[' 3225 '],[' 3509 '],[' 2 '],[' 7 ']
Solving...,TA65, , , , , ,[' 899'],[' 459'],"[' 257.583s (Solving', ' 255.27s 1st Model', ' 1.10s Unsat', ' 26.14s)']",[' 256.781s'], ,[' 21505471'],"[' 15855405 (Analyzed', ' 15839238)']","[' 32271    (Average', ' 490.82 Last', ' 22456)']",[' 1739.7  '],"[' 459      (Average Length', ' 298.76 Splits', ' 0)']","[' 15839238 (Deleted', ' 15610340)']","[' 28       (Ratio', '   0.00%)']","[' 1176     (Ratio', '   0.01%)']","[' 15839238 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15839238 (Average', '  1.30 Max', ' 2388 Sum', ' 20560347)']","[' 15838816 (Average', '  1.29 Max', ' 2180 Sum', ' 20444638 Ratio', '  99.44%)']","[' 422      (Average', ' 274.19 Max', ' 414 Sum', ' 115709 Ratio', '   0.56%)']", ,[' 80493   '],[' 2764    '],[' 74608   '],[' 24364   '],"[' 63549    (Atom=Atom', ' 18793 Body=Body', ' 11363 Other', ' 33393)']",[' Yes'],"[' 3987     (Eliminated', '    0 Frozen', ' 3987)']","[' 131      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.440164'],[' 0'], ,[' 146.632'],[' 0'],[' 3.10871'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.62702e+07'],[' 2.0556e+07'],[' 0'],[' 1.01089e+10'],[' 0'],[' 0'],[' 499 '],[' 1001 '],[' 1251 '],[' 1674 '],[' 2034 '],[' 2406 '],[' 2853 '],[' 3191 '],[' 3505 '],[' 2 '],[' 7 ']
Solving...,TA66, , , , , ,[' 903'],[' 461'],"[' 444.037s (Solving', ' 442.01s 1st Model', ' 0.89s Unsat', ' 103.37s)']",[' 441.453s'], ,[' 33555307'],"[' 23489264 (Analyzed', ' 23473765)']","[' 45251    (Average', ' 518.75 Last', ' 157291)']",[' 1543.3  '],"[' 461      (Average Length', ' 309.21 Splits', ' 0)']","[' 23473765 (Deleted', ' 23190935)']","[' 27       (Ratio', '   0.00%)']","[' 2044     (Ratio', '   0.01%)']","[' 23473765 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23473765 (Average', '  1.39 Max', ' 2182 Sum', ' 32512481)']","[' 23473317 (Average', '  1.38 Max', ' 2126 Sum', ' 32378953 Ratio', '  99.59%)']","[' 448      (Average', ' 298.05 Max', ' 452 Sum', ' 133528 Ratio', '   0.41%)']", ,[' 80373   '],[' 2750    '],[' 74441   '],[' 24301   '],"[' 63412    (Atom=Atom', ' 18741 Body=Body', ' 11322 Other', ' 33349)']",[' Yes'],"[' 3973     (Eliminated', '    0 Frozen', ' 3973)']","[' 281      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.385075'],[' 0'], ,[' 283.043'],[' 0'],[' 5.53755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.04317e+07'],[' 3.65763e+07'],[' 0'],[' 1.88031e+10'],[' 0'],[' 0'],[' 588 '],[' 1020 '],[' 1184 '],[' 1780 '],[' 2237 '],[' 2416 '],[' 2759 '],[' 3201 '],[' 3671 '],[' 3 '],[' 6 ']
Solving...,TA67, , , , , ,[' 1059'],[' 539'],"[' 564.600s (Solving', ' 561.85s 1st Model', ' 1.20s Unsat', ' 0.39s)']",[' 560.750s'], ,[' 49134059'],"[' 33168402 (Analyzed', ' 33152109)']","[' 61463    (Average', ' 539.38 Last', ' 491743)']",[' 1721.8  '],"[' 539      (Average Length', ' 341.06 Splits', ' 0)']","[' 33152109 (Deleted', ' 32792961)']","[' 17       (Ratio', '   0.00%)']","[' 2093     (Ratio', '   0.01%)']","[' 33152109 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33152109 (Average', '  1.44 Max', ' 2280 Sum', ' 47694937)']","[' 33151565 (Average', '  1.43 Max', ' 2051 Sum', ' 47541100 Ratio', '  99.68%)']","[' 544      (Average', ' 282.79 Max', ' 442 Sum', ' 153837 Ratio', '   0.32%)']", ,[' 79876   '],[' 2771    '],[' 74359   '],[' 24009   '],"[' 63942    (Atom=Atom', ' 18889 Body=Body', ' 11370 Other', ' 33683)']",[' Yes'],"[' 4071     (Eliminated', '    0 Frozen', ' 4071)']","[' 465      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.56525'],[' 0'], ,[' 336.618'],[' 0'],[' 8.43788'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25308e+08'],[' 5.05882e+07'],[' 0'],[' 2.13206e+10'],[' 0'],[' 0'],[' 683 '],[' 1233 '],[' 1533 '],[' 1902 '],[' 2242 '],[' 2602 '],[' 2901 '],[' 3233 '],[' 3585 '],[' 5 '],[' 4 ']
Solving...,TA68, , , , , ,[' 989'],[' 504'],"[' 231.925s (Solving', ' 229.60s 1st Model', ' 0.94s Unsat', ' 0.68s)']",[' 231.156s'], ,[' 16663339'],"[' 11084207 (Analyzed', ' 11049666)']","[' 21397    (Average', ' 516.41 Last', ' 54170)']",[' 1624.6  '],"[' 504      (Average Length', ' 326.98 Splits', ' 0)']","[' 11049666 (Deleted', ' 10912380)']","[' 15       (Ratio', '   0.00%)']","[' 992      (Ratio', '   0.01%)']","[' 11049666 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11049666 (Average', '  1.43 Max', ' 2133 Sum', ' 15831874)']","[' 11049258 (Average', '  1.42 Max', ' 2133 Sum', ' 15700676 Ratio', '  99.17%)']","[' 408      (Average', ' 321.56 Max', ' 455 Sum', ' 131198 Ratio', '   0.83%)']", ,[' 79342   '],[' 2631    '],[' 73642   '],[' 23682   '],"[' 61672    (Atom=Atom', ' 18308 Body=Body', ' 10965 Other', ' 32399)']",[' Yes'],"[' 3899     (Eliminated', '    0 Frozen', ' 3899)']","[' 161      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.453632'],[' 0'], ,[' 146.426'],[' 0'],[' 2.70372'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.42045e+07'],[' 1.92041e+07'],[' 0'],[' 9.36625e+09'],[' 0'],[' 0'],[' 432 '],[' 873 '],[' 1385 '],[' 1791 '],[' 2068 '],[' 2395 '],[' 2843 '],[' 3177 '],[' 3587 '],[' 2 '],[' 7 ']
Solving...,TA69, , , , , ,[' 859'],[' 439'],"[' 317.881s (Solving', ' 315.60s 1st Model', ' 1.00s Unsat', ' 86.24s)']",[' 316.656s'], ,[' 28513805'],"[' 19444072 (Analyzed', ' 19432335)']","[' 38519    (Average', ' 504.49 Last', ' 393762)']",[' 1656.0  '],"[' 439      (Average Length', ' 285.28 Splits', ' 0)']","[' 19432335 (Deleted', ' 19191140)']","[' 27       (Ratio', '   0.00%)']","[' 1463     (Ratio', '   0.01%)']","[' 19432335 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19432335 (Average', '  1.42 Max', ' 2145 Sum', ' 27588671)']","[' 19431831 (Average', '  1.41 Max', ' 2080 Sum', ' 27462567 Ratio', '  99.54%)']","[' 504      (Average', ' 250.21 Max', ' 383 Sum', ' 126104 Ratio', '   0.46%)']", ,[' 79270   '],[' 2682    '],[' 73678   '],[' 23603   '],"[' 62244    (Atom=Atom', ' 18447 Body=Body', ' 11117 Other', ' 32680)']",[' Yes'],"[' 3888     (Eliminated', '    0 Frozen', ' 3888)']","[' 202      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.454538'],[' 0'], ,[' 180.01'],[' 0'],[' 4.33129'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.46502e+07'],[' 3.02132e+07'],[' 0'],[' 1.10919e+10'],[' 0'],[' 0'],[' 622 '],[' 1151 '],[' 1441 '],[' 1950 '],[' 2293 '],[' 2707 '],[' 2903 '],[' 3328 '],[' 3753 '],[' 2 '],[' 7 ']
Solving...,TA70, , , , ,[' 1'],[' 849+'],[' 434'],"[' 504.393s (Solving', ' 502.38s 1st Model', ' 0.93s Unsat', ' 54.71s)']",[' 501.609s'], ,[' 32095906'],"[' 21413204 (Analyzed', ' 21370469)']","[' 44545    (Average', ' 479.75 Last', ' 7801)']",[' 1421.5  '],"[' 434      (Average Length', ' 293.86 Splits', ' 0)']","[' 21370469 (Deleted', ' 21114983)']","[' 12       (Ratio', '   0.00%)']","[' 2205     (Ratio', '   0.01%)']","[' 21370469 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21370469 (Average', '  1.46 Max', ' 2162 Sum', ' 31133432)']","[' 21370019 (Average', '  1.45 Max', ' 2109 Sum', ' 30986560 Ratio', '  99.53%)']","[' 450      (Average', ' 326.38 Max', ' 454 Sum', ' 146872 Ratio', '   0.47%)']", ,[' 79960   '],[' 2748    '],[' 74199   '],[' 24053   '],"[' 63302    (Atom=Atom', ' 18706 Body=Body', ' 11316 Other', ' 33280)']",[' Yes'],"[' 3949     (Eliminated', '    0 Frozen', ' 3949)']","[' 284      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.354557'],[' 0'], ,[' 358.099'],[' 0'],[' 8.76615'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.11698e+07'],[' 3.12677e+07'],[' 0'],[' 2.43279e+10'],[' 0'],[' 0'],[' 499 '],[' 942 '],[' 1389 '],[' 1614 '],[' 2269 '],[' 2633 '],[' 3072 '],[' 3230 '],[' 3777 '],[' 4 '],[' 5 ']
