Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 5347+'],[' 2678'],"[' 604.488s (Solving', ' 587.11s 1st Model', ' 258.95s Unsat', ' 0.00s)']",[' 601.094s'], ,[' 227725681'],"[' 7045704  (Analyzed', ' 6890905)']","[' 15129    (Average', ' 455.48 Last', ' 311576)']",[' 4508.7  '],"[' 2678     (Average Length', ' 1411.32 Splits', ' 0)']","[' 6890905  (Deleted', ' 6802180)']","[' 357      (Ratio', '   0.01%)']","[' 33366    (Ratio', '   0.48%)']","[' 6890905  (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6890905  (Average', ' 31.89 Max', ' 4472 Sum', ' 219768622)']","[' 6890170  (Average', ' 31.76 Max', ' 4472 Sum', ' 218849049 Ratio', '  99.58%)']","[' 735      (Average', ' 1251.12 Max', ' 2172 Sum', ' 919573 Ratio', '   0.42%)']", ,[' 124604  '],[' 7791    '],[' 116776  '],[' 58073   '],"[' 155183   (Atom=Atom', ' 42215 Body=Body', ' 28620 Other', ' 84348)']",[' Yes'],"[' 10687    (Eliminated', '    0 Frozen', ' 10687)']","[' 4909     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.66728'],[' 0'], ,[' 277.637'],[' 0'],[' 17.6617'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.3521e+08'],[' 5.20237e+08'],[' 0'],[' 1.12661e+10'],[' 0'],[' 0'],[' 921 '],[' 1875 '],[' 2550 '],[' 3187 '],[' 4 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5589+'],[' 2799'],"[' 604.521s (Solving', ' 586.72s 1st Model', ' 307.44s Unsat', ' 0.00s)']",[' 598.984s'], ,[' 204715993'],"[' 7330158  (Analyzed', ' 6945853)']","[' 17443    (Average', ' 398.20 Last', ' 367430)']",[' 4627.9  '],"[' 2799     (Average Length', ' 1476.51 Splits', ' 0)']","[' 6945853  (Deleted', ' 6867855)']","[' 329      (Ratio', '   0.00%)']","[' 30104    (Ratio', '   0.43%)']","[' 6945853  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6945853  (Average', ' 28.23 Max', ' 4673 Sum', ' 196072278)']","[' 6945158  (Average', ' 28.08 Max', ' 4673 Sum', ' 195069618 Ratio', '  99.49%)']","[' 695      (Average', ' 1442.68 Max', ' 3003 Sum', ' 1002660 Ratio', '   0.51%)']", ,[' 124805  '],[' 7765    '],[' 117063  '],[' 58131   '],"[' 155602   (Atom=Atom', ' 42336 Body=Body', ' 28662 Other', ' 84604)']",[' Yes'],"[' 10809    (Eliminated', '    0 Frozen', ' 10809)']","[' 4246     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.81934'],[' 0'], ,[' 286.304'],[' 0'],[' 16.8553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.50688e+08'],[' 4.43272e+08'],[' 0'],[' 1.09699e+10'],[' 0'],[' 0'],[' 895 '],[' 1784 '],[' 2521 '],[' 3200 '],[' 4 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 5937+'],[' 2973'],"[' 604.872s (Solving', ' 585.83s 1st Model', ' 263.86s Unsat', ' 0.00s)']",[' 603.109s'], ,[' 214397024'],"[' 9570070  (Analyzed', ' 9007283)']","[' 19871    (Average', ' 453.29 Last', ' 109738)']",[' 4744.2  '],"[' 2973     (Average Length', ' 1570.32 Splits', ' 0)']","[' 9007283  (Deleted', ' 8883293)']","[' 344      (Ratio', '   0.00%)']","[' 30966    (Ratio', '   0.34%)']","[' 9007283  (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9007283  (Average', ' 22.75 Max', ' 4611 Sum', ' 204879265)']","[' 9006571  (Average', ' 22.64 Max', ' 4611 Sum', ' 203881127 Ratio', '  99.51%)']","[' 712      (Average', ' 1401.88 Max', ' 2150 Sum', ' 998138 Ratio', '   0.49%)']", ,[' 124620  '],[' 7748    '],[' 117114  '],[' 58037   '],"[' 155773   (Atom=Atom', ' 42406 Body=Body', ' 28576 Other', ' 84791)']",[' Yes'],"[' 10919    (Eliminated', '    0 Frozen', ' 10919)']","[' 4326     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.09376'],[' 0'], ,[' 275.912'],[' 0'],[' 16.9454'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.89134e+08'],[' 4.7796e+08'],[' 0'],[' 1.10744e+10'],[' 0'],[' 0'],[' 1005 '],[' 1672 '],[' 2371 '],[' 3034 '],[' 4 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 5739+'],[' 2874'],"[' 604.683s (Solving', ' 585.35s 1st Model', ' 350.82s Unsat', ' 0.00s)']",[' 601.969s'], ,[' 218793771'],"[' 9120240  (Analyzed', ' 8614423)']","[' 19914    (Average', ' 432.58 Last', ' 193254)']",[' 4840.0  '],"[' 2874     (Average Length', ' 1505.32 Splits', ' 0)']","[' 8614423  (Deleted', ' 8509331)']","[' 342      (Ratio', '   0.00%)']","[' 31041    (Ratio', '   0.36%)']","[' 8614423  (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8614423  (Average', ' 24.27 Max', ' 4640 Sum', ' 209086549)']","[' 8613689  (Average', ' 24.16 Max', ' 4640 Sum', ' 208151766 Ratio', '  99.55%)']","[' 734      (Average', ' 1273.55 Max', ' 1893 Sum', ' 934783 Ratio', '   0.45%)']", ,[' 124478  '],[' 7785    '],[' 117021  '],[' 58037   '],"[' 155860   (Atom=Atom', ' 42420 Body=Body', ' 28663 Other', ' 84777)']",[' Yes'],"[' 10825    (Eliminated', '    0 Frozen', ' 10825)']","[' 4304     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.19521'],[' 0'], ,[' 272.779'],[' 0'],[' 17.1468'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.97956e+08'],[' 4.85285e+08'],[' 0'],[' 1.09862e+10'],[' 0'],[' 0'],[' 1171 '],[' 1692 '],[' 2412 '],[' 3025 '],[' 4 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 5717+'],[' 2863'],"[' 604.784s (Solving', ' 585.72s 1st Model', ' 314.83s Unsat', ' 0.00s)']",[' 601.047s'], ,[' 212675324'],"[' 9187272  (Analyzed', ' 8794558)']","[' 19923    (Average', ' 441.43 Last', ' 321474)']",[' 4711.7  '],"[' 2863     (Average Length', ' 1513.98 Splits', ' 0)']","[' 8794558  (Deleted', ' 8660543)']","[' 315      (Ratio', '   0.00%)']","[' 31638    (Ratio', '   0.36%)']","[' 8794558  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8794558  (Average', ' 23.16 Max', ' 4898 Sum', ' 203678890)']","[' 8793812  (Average', ' 23.04 Max', ' 4898 Sum', ' 202624947 Ratio', '  99.48%)']","[' 746      (Average', ' 1412.79 Max', ' 2025 Sum', ' 1053943 Ratio', '   0.52%)']", ,[' 124577  '],[' 7814    '],[' 116980  '],[' 58055   '],"[' 156521   (Atom=Atom', ' 42589 Body=Body', ' 28808 Other', ' 85124)']",[' Yes'],"[' 10924    (Eliminated', '    0 Frozen', ' 10924)']","[' 4688     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.05795'],[' 0'], ,[' 271.332'],[' 0'],[' 16.886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.89018e+08'],[' 4.82031e+08'],[' 0'],[' 1.0516e+10'],[' 0'],[' 0'],[' 882 '],[' 1619 '],[' 2374 '],[' 3053 '],[' 4 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 6163+'],[' 3086'],"[' 605.044s (Solving', ' 585.59s 1st Model', ' 381.97s Unsat', ' 0.00s)']",[' 600.516s'], ,[' 216634859'],"[' 8027655  (Analyzed', ' 7523725)']","[' 18105    (Average', ' 415.56 Last', ' 304614)']",[' 4652.5  '],"[' 3086     (Average Length', ' 1591.69 Splits', ' 0)']","[' 7523725  (Deleted', ' 7406730)']","[' 333      (Ratio', '   0.00%)']","[' 31331    (Ratio', '   0.42%)']","[' 7523725  (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7523725  (Average', ' 27.54 Max', ' 4508 Sum', ' 207195492)']","[' 7523038  (Average', ' 27.41 Max', ' 4508 Sum', ' 206198288 Ratio', '  99.52%)']","[' 687      (Average', ' 1451.53 Max', ' 2180 Sum', ' 997204 Ratio', '   0.48%)']", ,[' 124688  '],[' 7753    '],[' 117219  '],[' 58173   '],"[' 156176   (Atom=Atom', ' 42549 Body=Body', ' 28550 Other', ' 85077)']",[' Yes'],"[' 11002    (Eliminated', '    0 Frozen', ' 11002)']","[' 4571     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.14069'],[' 0'], ,[' 267.248'],[' 0'],[' 17.2702'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.14824e+08'],[' 5.03182e+08'],[' 0'],[' 1.02884e+10'],[' 0'],[' 0'],[' 889 '],[' 1609 '],[' 2367 '],[' 3067 '],[' 4 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 5707+'],[' 2858'],"[' 604.687s (Solving', ' 585.59s 1st Model', ' 357.86s Unsat', ' 0.00s)']",[' 601.469s'], ,[' 203048255'],"[' 8132609  (Analyzed', ' 7775506)']","[' 17249    (Average', ' 450.78 Last', ' 251947)']",[' 4665.1  '],"[' 2858     (Average Length', ' 1500.09 Splits', ' 0)']","[' 7775506  (Deleted', ' 7663052)']","[' 353      (Ratio', '   0.00%)']","[' 31807    (Ratio', '   0.41%)']","[' 7775506  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7775506  (Average', ' 24.98 Max', ' 4465 Sum', ' 194233133)']","[' 7774739  (Average', ' 24.85 Max', ' 4465 Sum', ' 193192821 Ratio', '  99.46%)']","[' 767      (Average', ' 1356.34 Max', ' 1963 Sum', ' 1040312 Ratio', '   0.54%)']", ,[' 124917  '],[' 7805    '],[' 117220  '],[' 58232   '],"[' 156271   (Atom=Atom', ' 42521 Body=Body', ' 28754 Other', ' 84996)']",[' Yes'],"[' 10894    (Eliminated', '    0 Frozen', ' 10894)']","[' 4450     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.11016'],[' 0'], ,[' 273.491'],[' 0'],[' 17.0347'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.61829e+08'],[' 4.60435e+08'],[' 0'],[' 1.03379e+10'],[' 0'],[' 0'],[' 1037 '],[' 1777 '],[' 2473 '],[' 3127 '],[' 4 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 5711+'],[' 2860'],"[' 604.536s (Solving', ' 586.49s 1st Model', ' 237.37s Unsat', ' 0.00s)']",[' 602.078s'], ,[' 204035984'],"[' 10777464 (Analyzed', ' 10197799)']","[' 22265    (Average', ' 458.02 Last', ' 112778)']",[' 4990.8  '],"[' 2860     (Average Length', ' 1507.01 Splits', ' 0)']","[' 10197799 (Deleted', ' 10055103)']","[' 307      (Ratio', '   0.00%)']","[' 28336    (Ratio', '   0.28%)']","[' 10197799 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10197799 (Average', ' 19.01 Max', ' 4796 Sum', ' 193875532)']","[' 10197068 (Average', ' 18.92 Max', ' 4796 Sum', ' 192939825 Ratio', '  99.52%)']","[' 731      (Average', ' 1280.04 Max', ' 1791 Sum', ' 935707 Ratio', '   0.48%)']", ,[' 124589  '],[' 7762    '],[' 116992  '],[' 58051   '],"[' 155645   (Atom=Atom', ' 42369 Body=Body', ' 28623 Other', ' 84653)']",[' Yes'],"[' 10901    (Eliminated', '    0 Frozen', ' 10901)']","[' 4053     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.88328'],[' 0'], ,[' 295.006'],[' 0'],[' 16.6842'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.2469e+08'],[' 4.21806e+08'],[' 0'],[' 1.23161e+10'],[' 0'],[' 0'],[' 891 '],[' 1769 '],[' 2381 '],[' 3087 '],[' 4 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 6099+'],[' 3054'],"[' 604.417s (Solving', ' 586.36s 1st Model', ' 291.00s Unsat', ' 0.00s)']",[' 602.328s'], ,[' 248731086'],"[' 7372450  (Analyzed', ' 6971314)']","[' 16294    (Average', ' 427.85 Last', ' 212703)']",[' 4828.6  '],"[' 3054     (Average Length', ' 1584.99 Splits', ' 0)']","[' 6971314  (Deleted', ' 6886470)']","[' 401      (Ratio', '   0.01%)']","[' 33428    (Ratio', '   0.48%)']","[' 6971314  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6971314  (Average', ' 34.27 Max', ' 4758 Sum', ' 238881438)']","[' 6970636  (Average', ' 34.12 Max', ' 4758 Sum', ' 237892955 Ratio', '  99.59%)']","[' 678      (Average', ' 1457.94 Max', ' 2028 Sum', ' 988483 Ratio', '   0.41%)']", ,[' 124903  '],[' 7815    '],[' 117502  '],[' 58403   '],"[' 157020   (Atom=Atom', ' 42752 Body=Body', ' 28781 Other', ' 85487)']",[' Yes'],"[' 11055    (Eliminated', '    0 Frozen', ' 11055)']","[' 4702     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.93198'],[' 0'], ,[' 265.448'],[' 0'],[' 17.7775'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.26153e+08'],[' 6.00338e+08'],[' 0'],[' 1.11959e+10'],[' 0'],[' 0'],[' 1105 '],[' 1790 '],[' 2655 '],[' 3285 '],[' 4 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 5489+'],[' 2749'],"[' 604.138s (Solving', ' 587.63s 1st Model', ' 282.71s Unsat', ' 0.00s)']",[' 602.453s'], ,[' 221547884'],"[' 8880036  (Analyzed', ' 8669048)']","[' 19704    (Average', ' 439.96 Last', ' 720396)']",[' 4671.3  '],"[' 2749     (Average Length', ' 1433.03 Splits', ' 0)']","[' 8669048  (Deleted', ' 8560133)']","[' 468      (Ratio', '   0.01%)']","[' 30754    (Ratio', '   0.35%)']","[' 8669048  (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8669048  (Average', ' 24.56 Max', ' 4627 Sum', ' 212878645)']","[' 8668305  (Average', ' 24.45 Max', ' 4627 Sum', ' 211930755 Ratio', '  99.55%)']","[' 743      (Average', ' 1275.76 Max', ' 1756 Sum', ' 947890 Ratio', '   0.45%)']", ,[' 124672  '],[' 7792    '],[' 116979  '],[' 58155   '],"[' 155553   (Atom=Atom', ' 42299 Body=Body', ' 28661 Other', ' 84593)']",[' Yes'],"[' 10779    (Eliminated', '    0 Frozen', ' 10779)']","[' 4621     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.5751'],[' 0'], ,[' 301.683'],[' 0'],[' 17.4065'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.0293e+08'],[' 4.90578e+08'],[' 0'],[' 1.39555e+10'],[' 0'],[' 0'],[' 1064 '],[' 1894 '],[' 2685 '],[' 3334 '],[' 4 '],[' 0 ']
