Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 4171+'],[' 2093'],"[' 869.043s (Solving', ' 821.89s 1st Model', ' 62.34s Unsat', ' 0.00s)']",[' 865.734s'], ,[' 104485825'],"[' 4775524  (Analyzed', ' 3684320)']","[' 8825     (Average', ' 417.49 Last', ' 20711)']",[' 8529.3  '],"[' 2092     (Average Length', ' 1004.64 Splits', ' 0)']","[' 3684320  (Deleted', ' 3616507)']","[' 26       (Ratio', '   0.00%)']","[' 10572    (Ratio', '   0.29%)']","[' 3684320  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3684320  (Average', ' 24.27 Max', ' 11014 Sum', ' 89423887)']","[' 3682131  (Average', ' 23.73 Max', ' 11014 Sum', ' 87428845 Ratio', '  97.77%)']","[' 2189     (Average', ' 911.39 Max', ' 1529 Sum', ' 1995042 Ratio', '   2.23%)']", ,[' 379552  '],[' 16357   '],[' 379535  '],[' 223739  '],"[' 671213   (Atom=Atom', ' 209380 Body=Body', ' 117257 Other', ' 344576)']",[' Yes'],"[' 18340    (Eliminated', '    0 Frozen', ' 18340)']","[' 1965     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.56232'],[' 0'], ,[' 706.059'],[' 0'],[' 12.802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.26619e+08'],[' 4.05563e+08'],[' 0'],[' 7.8463e+10'],[' 0'],[' 0'],[' 1898 '],[' 3302 '],[' 4289 '],[' 5237 '],[' 6594 '],[' 7518 '],[' 8495 '],[' 7 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 4611+'],[' 2313'],"[' 1011.513s (Solving', ' 961.05s 1st Model', ' 50.75s Unsat', ' 0.00s)']",[' 1009.031s'], ,[' 95604835'],"[' 9490447  (Analyzed', ' 9073992)']","[' 18732    (Average', ' 484.41 Last', ' 14293)']",[' 7838.9  '],"[' 2313     (Average Length', ' 1108.21 Splits', ' 0)']","[' 9073992  (Deleted', ' 8947938)']","[' 29       (Ratio', '   0.00%)']","[' 9600     (Ratio', '   0.11%)']","[' 9073992  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9073992  (Average', '  8.98 Max', ' 10517 Sum', ' 81475025)']","[' 9071449  (Average', '  8.73 Max', ' 10517 Sum', ' 79191620 Ratio', '  97.20%)']","[' 2543     (Average', ' 897.92 Max', ' 3248 Sum', ' 2283405 Ratio', '   2.80%)']", ,[' 374872  '],[' 16302   '],[' 375045  '],[' 218964  '],"[' 656888   (Atom=Atom', ' 204660 Body=Body', ' 117202 Other', ' 335026)']",[' Yes'],"[' 18475    (Eliminated', '    0 Frozen', ' 18475)']","[' 1727     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.94694'],[' 0'], ,[' 817.475'],[' 0'],[' 14.8846'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.87227e+08'],[' 3.53844e+08'],[' 0'],[' 8.5292e+10'],[' 0'],[' 0'],[' 957 '],[' 2071 '],[' 3100 '],[' 4232 '],[' 5330 '],[' 6268 '],[' 7416 '],[' 7 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 4815+'],[' 2415'],"[' 1011.852s (Solving', ' 960.54s 1st Model', ' 59.22s Unsat', ' 0.00s)']",[' 1009.031s'], ,[' 120383406'],"[' 10519256 (Analyzed', ' 10020226)']","[' 19733    (Average', ' 507.79 Last', ' 17340)']",[' 7570.3  '],"[' 2415     (Average Length', ' 1144.66 Splits', ' 0)']","[' 10020226 (Deleted', ' 9884138)']","[' 23       (Ratio', '   0.00%)']","[' 12555    (Ratio', '   0.13%)']","[' 10020226 (Average Length', '   20.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10020226 (Average', ' 10.57 Max', ' 10319 Sum', ' 105949269)']","[' 10017812 (Average', ' 10.36 Max', ' 10319 Sum', ' 103807861 Ratio', '  97.98%)']","[' 2414     (Average', ' 887.08 Max', ' 1793 Sum', ' 2141408 Ratio', '   2.02%)']", ,[' 374518  '],[' 16050   '],[' 374768  '],[' 216148  '],"[' 648440   (Atom=Atom', ' 202096 Body=Body', ' 116950 Other', ' 329394)']",[' Yes'],"[' 18300    (Eliminated', '    0 Frozen', ' 18300)']","[' 2414     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0504'],[' 0'], ,[' 799.962'],[' 0'],[' 14.6038'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.33779e+08'],[' 3.90853e+08'],[' 0'],[' 8.51902e+10'],[' 0'],[' 0'],[' 1319 '],[' 2438 '],[' 3467 '],[' 4545 '],[' 5391 '],[' 6564 '],[' 7519 '],[' 7 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 4399+'],[' 2207'],"[' 1011.191s (Solving', ' 963.14s 1st Model', ' 54.95s Unsat', ' 0.00s)']",[' 1008.328s'], ,[' 96613838'],"[' 10309419 (Analyzed', ' 9807262)']","[' 19938    (Average', ' 491.89 Last', ' 40091)']",[' 7421.5  '],"[' 2207     (Average Length', ' 1057.68 Splits', ' 0)']","[' 9807262  (Deleted', ' 9675194)']","[' 23       (Ratio', '   0.00%)']","[' 10230    (Ratio', '   0.10%)']","[' 9807262  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9807262  (Average', '  8.55 Max', ' 10205 Sum', ' 83835478)']","[' 9804773  (Average', '  8.32 Max', ' 10205 Sum', ' 81605253 Ratio', '  97.34%)']","[' 2489     (Average', ' 896.03 Max', ' 1571 Sum', ' 2230225 Ratio', '   2.66%)']", ,[' 372179  '],[' 15958   '],[' 372275  '],[' 215720  '],"[' 647156   (Atom=Atom', ' 201760 Body=Body', ' 116858 Other', ' 328538)']",[' Yes'],"[' 18054    (Eliminated', '    0 Frozen', ' 18054)']","[' 2050     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.27924'],[' 0'], ,[' 818.802'],[' 0'],[' 14.0615'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.84311e+08'],[' 3.48805e+08'],[' 0'],[' 8.57453e+10'],[' 0'],[' 0'],[' 997 '],[' 2058 '],[' 3120 '],[' 4159 '],[' 5665 '],[' 6568 '],[' 7491 '],[' 7 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 4195+'],[' 2105'],"[' 1010.049s (Solving', ' 967.61s 1st Model', ' 52.23s Unsat', ' 0.00s)']",[' 1006.500s'], ,[' 111327238'],"[' 11471849 (Analyzed', ' 11020781)']","[' 20969    (Average', ' 525.57 Last', ' 148982)']",[' 7201.9  '],"[' 2105     (Average Length', ' 996.94 Splits', ' 0)']","[' 11020781 (Deleted', ' 10888179)']","[' 26       (Ratio', '   0.00%)']","[' 11587    (Ratio', '   0.11%)']","[' 11020781 (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11020781 (Average', '  8.98 Max', ' 10870 Sum', ' 98978068)']","[' 11018728 (Average', '  8.82 Max', ' 10870 Sum', ' 97231036 Ratio', '  98.23%)']","[' 2053     (Average', ' 850.97 Max', ' 1618 Sum', ' 1747032 Ratio', '   1.77%)']", ,[' 376467  '],[' 16259   '],[' 376464  '],[' 218751  '],"[' 656249   (Atom=Atom', ' 204490 Body=Body', ' 117159 Other', ' 334600)']",[' Yes'],"[' 18256    (Eliminated', '    0 Frozen', ' 18256)']","[' 2255     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.36789'],[' 0'], ,[' 809.493'],[' 0'],[' 14.4851'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9483e+08'],[' 3.53028e+08'],[' 0'],[' 8.32445e+10'],[' 0'],[' 0'],[' 1175 '],[' 2145 '],[' 3403 '],[' 4478 '],[' 5420 '],[' 6582 '],[' 7766 '],[' 7 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 4627+'],[' 2321'],"[' 1011.227s (Solving', ' 962.83s 1st Model', ' 48.21s Unsat', ' 0.00s)']",[' 1007.516s'], ,[' 118356375'],"[' 11644345 (Analyzed', ' 11266905)']","[' 21941    (Average', ' 513.51 Last', ' 15251)']",[' 7522.2  '],"[' 2321     (Average Length', ' 1106.61 Splits', ' 0)']","[' 11266905 (Deleted', ' 11119881)']","[' 25       (Ratio', '   0.00%)']","[' 12900    (Ratio', '   0.11%)']","[' 11266905 (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11266905 (Average', '  9.28 Max', ' 10359 Sum', ' 104606527)']","[' 11264535 (Average', '  9.10 Max', ' 10359 Sum', ' 102511443 Ratio', '  98.00%)']","[' 2370     (Average', ' 884.00 Max', ' 1793 Sum', ' 2095084 Ratio', '   2.00%)']", ,[' 373190  '],[' 16002   '],[' 373351  '],[' 215902  '],"[' 647702   (Atom=Atom', ' 201898 Body=Body', ' 116902 Other', ' 328902)']",[' Yes'],"[' 18163    (Eliminated', '    0 Frozen', ' 18163)']","[' 2228     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.60958'],[' 0'], ,[' 798.989'],[' 0'],[' 15.0683'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.48993e+08'],[' 4.05993e+08'],[' 0'],[' 8.28732e+10'],[' 0'],[' 0'],[' 1151 '],[' 2290 '],[' 3253 '],[' 4302 '],[' 5384 '],[' 6458 '],[' 7442 '],[' 7 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 4437+'],[' 2226'],"[' 1010.368s (Solving', ' 966.75s 1st Model', ' 55.00s Unsat', ' 0.00s)']",[' 1007.719s'], ,[' 107560520'],"[' 10486289 (Analyzed', ' 10011237)']","[' 19390    (Average', ' 516.31 Last', ' 29323)']",[' 7714.6  '],"[' 2226     (Average Length', ' 1043.18 Splits', ' 0)']","[' 10011237 (Deleted', ' 9887344)']","[' 14       (Ratio', '   0.00%)']","[' 10714    (Ratio', '   0.11%)']","[' 10011237 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10011237 (Average', '  9.37 Max', ' 10952 Sum', ' 93804657)']","[' 10009319 (Average', '  9.16 Max', ' 10952 Sum', ' 91745832 Ratio', '  97.81%)']","[' 1918     (Average', ' 1073.42 Max', ' 1727 Sum', ' 2058825 Ratio', '   2.19%)']", ,[' 374582  '],[' 16035   '],[' 374624  '],[' 221274  '],"[' 663818   (Atom=Atom', ' 207237 Body=Body', ' 116935 Other', ' 339646)']",[' Yes'],"[' 18077    (Eliminated', '    0 Frozen', ' 18077)']","[' 2174     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.82586'],[' 0'], ,[' 818.243'],[' 0'],[' 14.3739'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.90967e+08'],[' 3.54011e+08'],[' 0'],[' 9.02634e+10'],[' 0'],[' 0'],[' 1227 '],[' 2194 '],[' 3285 '],[' 4444 '],[' 5268 '],[' 6342 '],[' 7464 '],[' 7 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 4243+'],[' 2129'],"[' 1009.692s (Solving', ' 967.37s 1st Model', ' 42.82s Unsat', ' 0.00s)']",[' 1005.953s'], ,[' 93667358'],"[' 11321680 (Analyzed', ' 10788952)']","[' 21888    (Average', ' 492.92 Last', ' 43991)']",[' 7655.7  '],"[' 2129     (Average Length', ' 1014.61 Splits', ' 0)']","[' 10788952 (Deleted', ' 10639730)']","[' 18       (Ratio', '   0.00%)']","[' 10191    (Ratio', '   0.09%)']","[' 10788952 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10788952 (Average', '  7.46 Max', ' 10832 Sum', ' 80524435)']","[' 10786779 (Average', '  7.28 Max', ' 10832 Sum', ' 78501698 Ratio', '  97.49%)']","[' 2173     (Average', ' 930.85 Max', ' 1615 Sum', ' 2022737 Ratio', '   2.51%)']", ,[' 374339  '],[' 16160   '],[' 374347  '],[' 219932  '],"[' 659792   (Atom=Atom', ' 205770 Body=Body', ' 117060 Other', ' 336962)']",[' Yes'],"[' 18168    (Eliminated', '    0 Frozen', ' 18168)']","[' 1997     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.42722'],[' 0'], ,[' 829.11'],[' 0'],[' 13.7113'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.66164e+08'],[' 3.30033e+08'],[' 0'],[' 9.55162e+10'],[' 0'],[' 0'],[' 1110 '],[' 2162 '],[' 3261 '],[' 4364 '],[' 5403 '],[' 6621 '],[' 7748 '],[' 7 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 4899+'],[' 2457'],"[' 1015.196s (Solving', ' 936.88s 1st Model', ' 76.24s Unsat', ' 0.00s)']",[' 998.891s'], ,[' 94380299'],"[' 9978004  (Analyzed', ' 9499314)']","[' 18486    (Average', ' 513.87 Last', ' 15511)']",[' 7099.5  '],"[' 2457     (Average Length', ' 1160.13 Splits', ' 0)']","[' 9499314  (Deleted', ' 9369014)']","[' 24       (Ratio', '   0.00%)']","[' 10271    (Ratio', '   0.11%)']","[' 9499314  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9499314  (Average', '  8.56 Max', ' 10241 Sum', ' 81346887)']","[' 9496925  (Average', '  8.30 Max', ' 10241 Sum', ' 78845295 Ratio', '  96.92%)']","[' 2389     (Average', ' 1047.13 Max', ' 1906 Sum', ' 2501592 Ratio', '   3.08%)']", ,[' 372872  '],[' 16007   '],[' 373166  '],[' 215879  '],"[' 647633   (Atom=Atom', ' 201870 Body=Body', ' 116907 Other', ' 328856)']",[' Yes'],"[' 18301    (Eliminated', '    0 Frozen', ' 18301)']","[' 1932     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.4931'],[' 0'], ,[' 766.499'],[' 0'],[' 15.0295'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.6257e+08'],[' 3.26614e+08'],[' 0'],[' 6.65719e+10'],[' 0'],[' 0'],[' 976 '],[' 1909 '],[' 2926 '],[' 3878 '],[' 4845 '],[' 5976 '],[' 6882 '],[' 7 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 3893+'],[' 1954'],"[' 1009.303s (Solving', ' 973.57s 1st Model', ' 48.60s Unsat', ' 0.00s)']",[' 1005.813s'], ,[' 121930276'],"[' 10432120 (Analyzed', ' 9976438)']","[' 19317    (Average', ' 516.46 Last', ' 42802)']",[' 7801.0  '],"[' 1954     (Average Length', ' 932.99 Splits', ' 0)']","[' 9976438  (Deleted', ' 9857551)']","[' 18       (Ratio', '   0.00%)']","[' 13179    (Ratio', '   0.13%)']","[' 9976438  (Average Length', '   22.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9976438  (Average', ' 10.90 Max', ' 11181 Sum', ' 108786820)']","[' 9974555  (Average', ' 10.77 Max', ' 11181 Sum', ' 107486092 Ratio', '  98.80%)']","[' 1883     (Average', ' 690.77 Max', ' 1465 Sum', ' 1300728 Ratio', '   1.20%)']", ,[' 376627  '],[' 16476   '],[' 376486  '],[' 221677  '],"[' 665027   (Atom=Atom', ' 207199 Body=Body', ' 117376 Other', ' 340452)']",[' Yes'],"[' 18335    (Eliminated', '    0 Frozen', ' 18335)']","[' 2400     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.11302'],[' 0'], ,[' 838.347'],[' 0'],[' 13.995'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.15577e+08'],[' 3.72923e+08'],[' 0'],[' 1.11016e+11'],[' 0'],[' 0'],[' 1264 '],[' 2298 '],[' 3432 '],[' 4435 '],[' 5645 '],[' 6596 '],[' 7656 '],[' 7 '],[' 0 ']
