Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA61, ,[' 1'],[' 9883+'],[' 4943'],"[' 930.198s (Solving', ' 846.95s 1st Model', ' 747.74s Unsat', ' 0.00s)']",[' 926.484s'], ,[' 712187756'],"[' 1173638  (Analyzed', ' 332466)']","[' 4722     (Average', ' 70.41 Last', ' 87541)']",[' 26274.7 '],"[' 4943     (Average Length', ' 2471.00 Splits', ' 0)']","[' 332466   (Deleted', ' 291656)']","[' 128      (Ratio', '   0.04%)']","[' 35021    (Ratio', '  10.53%)']","[' 332466   (Average Length', '   43.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 332466   (Average', ' 1785.37 Max', ' 24413 Sum', ' 593573586)']","[' 332466   (Average', ' 1785.37 Max', ' 24413 Sum', ' 593573586 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139432  '],[' 25500   '],[' 143373  '],[' 104892  '],"[' 314672   (Atom=Atom', ' 80390 Body=Body', ' 50950 Other', ' 183332)']",[' Yes'],"[' 30441    (Eliminated', '    0 Frozen', ' 30441)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.8486'],[' 0'], ,[' 280.787'],[' 0'],[' 44.1578'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.61795e+08'],[' 8.96013e+08'],[' 0'],[' 3.03337e+09'],[' 0'],[' 0'],[' 3976 ']
Solving...,TA62, ,[' 1'],[' 12523+'],[' 6263'],"[' 942.766s (Solving', ' 828.61s 1st Model', ' 653.08s Unsat', ' 0.00s)']",[' 938.172s'], ,[' 693992967'],"[' 1606522  (Analyzed', ' 264520)']","[' 5680     (Average', ' 46.57 Last', ' 37610)']",[' 26506.8 '],"[' 6263     (Average Length', ' 3131.00 Splits', ' 0)']","[' 264520   (Deleted', ' 231400)']","[' 95       (Ratio', '   0.04%)']","[' 28289    (Ratio', '  10.69%)']","[' 264520   (Average Length', '   45.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 264520   (Average', ' 2064.69 Max', ' 24406 Sum', ' 546151115)']","[' 264520   (Average', ' 2064.69 Max', ' 24406 Sum', ' 546151115 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140752  '],[' 25500   '],[' 146013  '],[' 106212  '],"[' 318632   (Atom=Atom', ' 81710 Body=Body', ' 50950 Other', ' 185972)']",[' Yes'],"[' 31761    (Eliminated', '    0 Frozen', ' 31761)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.5213'],[' 0'], ,[' 282.857'],[' 0'],[' 41.987'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.80351e+08'],[' 8.24214e+08'],[' 0'],[' 3.48875e+09'],[' 0'],[' 0'],[' 4015 ']
Solving...,TA63, ,[' 1'],[' 10187+'],[' 5095'],"[' 930.000s (Solving', ' 844.12s 1st Model', ' 625.94s Unsat', ' 0.00s)']",[' 924.906s'], ,[' 701928465'],"[' 1102966  (Analyzed', ' 305326)']","[' 4524     (Average', ' 67.49 Last', ' 18591)']",[' 26312.5 '],"[' 5095     (Average Length', ' 2547.00 Splits', ' 0)']","[' 305326   (Deleted', ' 267163)']","[' 152      (Ratio', '   0.05%)']","[' 34146    (Ratio', '  11.18%)']","[' 305326   (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 305326   (Average', ' 1899.44 Max', ' 24400 Sum', ' 579947577)']","[' 305326   (Average', ' 1899.44 Max', ' 24400 Sum', ' 579947577 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139584  '],[' 25500   '],[' 143677  '],[' 105044  '],"[' 315128   (Atom=Atom', ' 80542 Body=Body', ' 50950 Other', ' 183636)']",[' Yes'],"[' 30593    (Eliminated', '    0 Frozen', ' 30593)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.3737'],[' 0'], ,[' 279.38'],[' 0'],[' 44.3138'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.33575e+08'],[' 8.70718e+08'],[' 0'],[' 2.86477e+09'],[' 0'],[' 0'],[' 3767 ']
Solving...,TA64, ,[' 1'],[' 12929+'],[' 6466'],"[' 939.799s (Solving', ' 824.62s 1st Model', ' 652.64s Unsat', ' 0.00s)']",[' 935.563s'], ,[' 691435047'],"[' 1370040  (Analyzed', ' 261123)']","[' 5510     (Average', ' 47.39 Last', ' 29362)']",[' 26709.7 '],"[' 6466     (Average Length', ' 3232.50 Splits', ' 0)']","[' 261123   (Deleted', ' 229736)']","[' 94       (Ratio', '   0.04%)']","[' 27716    (Ratio', '  10.61%)']","[' 261123   (Average Length', '   45.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 261123   (Average', ' 2061.94 Max', ' 24431 Sum', ' 538420339)']","[' 261123   (Average', ' 2061.94 Max', ' 24431 Sum', ' 538420339 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140955  '],[' 25500   '],[' 146419  '],[' 106415  '],"[' 319241   (Atom=Atom', ' 81913 Body=Body', ' 50950 Other', ' 186378)']",[' Yes'],"[' 31964    (Eliminated', '    0 Frozen', ' 31964)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.6272'],[' 0'], ,[' 276.576'],[' 0'],[' 42.247'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.66465e+08'],[' 8.11136e+08'],[' 0'],[' 3.14056e+09'],[' 0'],[' 0'],[' 3712 ']
Solving...,TA65, ,[' 1'],[' 12629+'],[' 6316'],"[' 940.736s (Solving', ' 827.49s 1st Model', ' 695.28s Unsat', ' 0.00s)']",[' 936.594s'], ,[' 711912811'],"[' 1356768  (Analyzed', ' 266712)']","[' 5353     (Average', ' 49.82 Last', ' 31173)']",[' 26666.0 '],"[' 6316     (Average Length', ' 3157.50 Splits', ' 0)']","[' 266712   (Deleted', ' 233120)']","[' 105      (Ratio', '   0.04%)']","[' 28833    (Ratio', '  10.81%)']","[' 266712   (Average Length', '   43.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 266712   (Average', ' 2108.08 Max', ' 24407 Sum', ' 562250464)']","[' 266712   (Average', ' 2108.08 Max', ' 24407 Sum', ' 562250464 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140805  '],[' 25500   '],[' 146119  '],[' 106265  '],"[' 318791   (Atom=Atom', ' 81763 Body=Body', ' 50950 Other', ' 186078)']",[' Yes'],"[' 31814    (Eliminated', '    0 Frozen', ' 31814)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.0086'],[' 0'], ,[' 277.979'],[' 0'],[' 42.4921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.94002e+08'],[' 8.36309e+08'],[' 0'],[' 3.22861e+09'],[' 0'],[' 0'],[' 3830 ']
Solving...,TA66, ,[' 1'],[' 8009+'],[' 4006'],"[' 925.826s (Solving', ' 858.90s 1st Model', ' 733.43s Unsat', ' 0.00s)']",[' 922.453s'], ,[' 700306813'],"[' 1028167  (Analyzed', ' 325995)']","[' 4050     (Average', ' 80.49 Last', ' 40155)']",[' 26140.0 '],"[' 4006     (Average Length', ' 2002.50 Splits', ' 0)']","[' 325995   (Deleted', ' 287257)']","[' 107      (Ratio', '   0.03%)']","[' 35040    (Ratio', '  10.75%)']","[' 325995   (Average Length', '   44.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 325995   (Average', ' 1849.12 Max', ' 24400 Sum', ' 602804429)']","[' 325995   (Average', ' 1849.12 Max', ' 24400 Sum', ' 602804429 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 138495  '],[' 25500   '],[' 141499  '],[' 103955  '],"[' 311861   (Atom=Atom', ' 79453 Body=Body', ' 50950 Other', ' 181458)']",[' Yes'],"[' 29504    (Eliminated', '    0 Frozen', ' 29504)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4831'],[' 0'], ,[' 285.585'],[' 0'],[' 45.923'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.52562e+08'],[' 8.86813e+08'],[' 0'],[' 2.97917e+09'],[' 0'],[' 0'],[' 3907 ']
Solving...,TA67, ,[' 1'],[' 12011+'],[' 6007'],"[' 936.105s (Solving', ' 830.03s 1st Model', ' 686.77s Unsat', ' 0.00s)']",[' 931.906s'], ,[' 695316525'],"[' 1623334  (Analyzed', ' 264249)']","[' 5456     (Average', ' 48.43 Last', ' 29361)']",[' 26618.6 '],"[' 6007     (Average Length', ' 3003.00 Splits', ' 0)']","[' 264249   (Deleted', ' 231545)']","[' 98       (Ratio', '   0.04%)']","[' 28465    (Ratio', '  10.77%)']","[' 264249   (Average Length', '   44.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 264249   (Average', ' 2088.92 Max', ' 24399 Sum', ' 551994819)']","[' 264249   (Average', ' 2088.92 Max', ' 24399 Sum', ' 551994819 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140496  '],[' 25500   '],[' 145501  '],[' 105956  '],"[' 317864   (Atom=Atom', ' 81454 Body=Body', ' 50950 Other', ' 185460)']",[' Yes'],"[' 31505    (Eliminated', '    0 Frozen', ' 31505)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.3421'],[' 0'], ,[' 283.205'],[' 0'],[' 42.6125'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.7316e+08'],[' 8.15904e+08'],[' 0'],[' 3.41368e+09'],[' 0'],[' 0'],[' 3949 ']
Solving...,TA68, ,[' 1'],[' 9717+'],[' 4860'],"[' 928.505s (Solving', ' 847.59s 1st Model', ' 743.10s Unsat', ' 0.00s)']",[' 923.953s'], ,[' 705162717'],"[' 1135911  (Analyzed', ' 316017)']","[' 4438     (Average', ' 71.21 Last', ' 47457)']",[' 26375.8 '],"[' 4860     (Average Length', ' 2429.50 Splits', ' 0)']","[' 316017   (Deleted', ' 276202)']","[' 112      (Ratio', '   0.04%)']","[' 33745    (Ratio', '  10.68%)']","[' 316017   (Average Length', '   43.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 316017   (Average', ' 1860.24 Max', ' 24414 Sum', ' 587867049)']","[' 316017   (Average', ' 1860.24 Max', ' 24414 Sum', ' 587867049 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139349  '],[' 25500   '],[' 143207  '],[' 104809  '],"[' 314423   (Atom=Atom', ' 80307 Body=Body', ' 50950 Other', ' 183166)']",[' Yes'],"[' 30358    (Eliminated', '    0 Frozen', ' 30358)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6406'],[' 0'], ,[' 284.697'],[' 0'],[' 44.5208'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.37719e+08'],[' 8.72911e+08'],[' 0'],[' 3.16968e+09'],[' 0'],[' 0'],[' 3777 ']
Solving...,TA69, ,[' 1'],[' 9991+'],[' 4997'],"[' 932.847s (Solving', ' 845.61s 1st Model', ' 721.33s Unsat', ' 0.00s)']",[' 928.453s'], ,[' 699121168'],"[' 1274014  (Analyzed', ' 291832)']","[' 4622     (Average', ' 63.14 Last', ' 112728)']",[' 26301.0 '],"[' 4997     (Average Length', ' 2498.00 Splits', ' 0)']","[' 291832   (Deleted', ' 255845)']","[' 132      (Ratio', '   0.05%)']","[' 31732    (Ratio', '  10.87%)']","[' 291832   (Average Length', '   45.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 291832   (Average', ' 1984.39 Max', ' 24418 Sum', ' 579108735)']","[' 291832   (Average', ' 1984.39 Max', ' 24418 Sum', ' 579108735 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139486  '],[' 25500   '],[' 143481  '],[' 104946  '],"[' 314834   (Atom=Atom', ' 80444 Body=Body', ' 50950 Other', ' 183440)']",[' Yes'],"[' 30495    (Eliminated', '    0 Frozen', ' 30495)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.1159'],[' 0'], ,[' 288.54'],[' 0'],[' 44.222'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.07491e+08'],[' 8.48103e+08'],[' 0'],[' 3.24506e+09'],[' 0'],[' 0'],[' 4129 ']
Solving...,TA70, ,[' 1'],[' 10739+'],[' 5371'],"[' 935.359s (Solving', ' 839.63s 1st Model', ' 676.21s Unsat', ' 0.00s)']",[' 931.219s'], ,[' 707397710'],"[' 1436589  (Analyzed', ' 271624)']","[' 4844     (Average', ' 56.07 Last', ' 35356)']",[' 26347.6 '],"[' 5371     (Average Length', ' 2685.00 Splits', ' 0)']","[' 271624   (Deleted', ' 237742)']","[' 125      (Ratio', '   0.05%)']","[' 30134    (Ratio', '  11.09%)']","[' 271624   (Average Length', '   45.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 271624   (Average', ' 2131.79 Max', ' 24428 Sum', ' 579044803)']","[' 271624   (Average', ' 2131.79 Max', ' 24428 Sum', ' 579044803 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139860  '],[' 25500   '],[' 144229  '],[' 105320  '],"[' 315956   (Atom=Atom', ' 80818 Body=Body', ' 50950 Other', ' 184188)']",[' Yes'],"[' 30869    (Eliminated', '    0 Frozen', ' 30869)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.4418'],[' 0'], ,[' 286.702'],[' 0'],[' 44.0761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.97603e+08'],[' 8.40097e+08'],[' 0'],[' 3.32838e+09'],[' 0'],[' 0'],[' 4111 ']
