Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4155+'],[' 2081'],"[' 602.632s (Solving', ' 592.52s 1st Model', ' 420.41s Unsat', ' 0.00s)']",[' 600.094s'], ,[' 258831507'],"[' 6717317  (Analyzed', ' 6393690)']","[' 15855    (Average', ' 403.26 Last', ' 456753)']",[' 3968.8  '],"[' 2081     (Average Length', ' 1104.37 Splits', ' 0)']","[' 6393690  (Deleted', ' 6313458)']","[' 374      (Ratio', '   0.01%)']","[' 39184    (Ratio', '   0.61%)']","[' 6393690  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6393690  (Average', ' 39.48 Max', ' 3727 Sum', ' 252390943)']","[' 6393311  (Average', ' 39.42 Max', ' 3727 Sum', ' 252020858 Ratio', '  99.85%)']","[' 379      (Average', ' 976.48 Max', ' 1314 Sum', ' 370085 Ratio', '   0.15%)']", ,[' 98665   '],[' 6750    '],[' 93176   '],[' 45239   '],"[' 130538   (Atom=Atom', ' 34225 Body=Body', ' 23328 Other', ' 72985)']",[' Yes'],"[' 8926     (Eliminated', '    0 Frozen', ' 8926)']","[' 3480     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15799'],[' 0'], ,[' 255.591'],[' 0'],[' 18.0924'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.45884e+08'],[' 7.11486e+08'],[' 0'],[' 1.0249e+10'],[' 0'],[' 0'],[' 1119 '],[' 2116 '],[' 2929 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3641+'],[' 1824'],"[' 602.638s (Solving', ' 592.32s 1st Model', ' 326.78s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 247482919'],"[' 7602256  (Analyzed', ' 7310647)']","[' 16974    (Average', ' 430.70 Last', ' 588036)']",[' 3819.2  '],"[' 1824     (Average Length', ' 974.76 Splits', ' 0)']","[' 7310647  (Deleted', ' 7215295)']","[' 374      (Ratio', '   0.01%)']","[' 41737    (Ratio', '   0.57%)']","[' 7310647  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7310647  (Average', ' 33.09 Max', ' 3702 Sum', ' 241941891)']","[' 7310081  (Average', ' 33.02 Max', ' 3702 Sum', ' 241382933 Ratio', '  99.77%)']","[' 566      (Average', ' 987.56 Max', ' 1300 Sum', ' 558958 Ratio', '   0.23%)']", ,[' 98947   '],[' 6838    '],[' 93184   '],[' 45413   '],"[' 131161   (Atom=Atom', ' 34320 Body=Body', ' 23613 Other', ' 73228)']",[' Yes'],"[' 8784     (Eliminated', '    0 Frozen', ' 8784)']","[' 5734     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22398'],[' 0'], ,[' 266.308'],[' 0'],[' 17.3845'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.16504e+08'],[' 6.88479e+08'],[' 0'],[' 1.17587e+10'],[' 0'],[' 0'],[' 1211 '],[' 2205 '],[' 3045 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 4389+'],[' 2198'],"[' 602.533s (Solving', ' 591.96s 1st Model', ' 352.53s Unsat', ' 0.00s)']",[' 601.453s'], ,[' 267155793'],"[' 5708313  (Analyzed', ' 5271268)']","[' 14217    (Average', ' 370.77 Last', ' 409571)']",[' 4055.0  '],"[' 2198     (Average Length', ' 1152.41 Splits', ' 0)']","[' 5271268  (Deleted', ' 5202221)']","[' 323      (Ratio', '   0.01%)']","[' 39932    (Ratio', '   0.76%)']","[' 5271268  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5271268  (Average', ' 49.40 Max', ' 3826 Sum', ' 260407238)']","[' 5270722  (Average', ' 49.29 Max', ' 3826 Sum', ' 259800565 Ratio', '  99.77%)']","[' 546      (Average', ' 1111.12 Max', ' 1397 Sum', ' 606673 Ratio', '   0.23%)']", ,[' 99196   '],[' 6827    '],[' 93768   '],[' 45635   '],"[' 132027   (Atom=Atom', ' 34621 Body=Body', ' 23575 Other', ' 73831)']",[' Yes'],"[' 9086     (Eliminated', '    0 Frozen', ' 9086)']","[' 5203     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.26865'],[' 0'], ,[' 245.941'],[' 0'],[' 18.1532'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.36231e+08'],[' 7.91867e+08'],[' 0'],[' 1.00302e+10'],[' 0'],[' 0'],[' 1054 '],[' 1971 '],[' 2836 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3959+'],[' 1983'],"[' 602.353s (Solving', ' 590.26s 1st Model', ' 219.39s Unsat', ' 0.00s)']",[' 601.016s'], ,[' 243334761'],"[' 6678914  (Analyzed', ' 6244722)']","[' 14372    (Average', ' 434.51 Last', ' 321130)']",[' 3996.4  '],"[' 1983     (Average Length', ' 1051.57 Splits', ' 0)']","[' 6244722  (Deleted', ' 6154775)']","[' 369      (Ratio', '   0.01%)']","[' 40456    (Ratio', '   0.65%)']","[' 6244722  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6244722  (Average', ' 37.98 Max', ' 3763 Sum', ' 237167031)']","[' 6244083  (Average', ' 37.88 Max', ' 3763 Sum', ' 236554496 Ratio', '  99.74%)']","[' 639      (Average', ' 958.58 Max', ' 1174 Sum', ' 612535 Ratio', '   0.26%)']", ,[' 98785   '],[' 6821    '],[' 93189   '],[' 45346   '],"[' 131315   (Atom=Atom', ' 34380 Body=Body', ' 23596 Other', ' 73339)']",[' Yes'],"[' 8909     (Eliminated', '    0 Frozen', ' 8909)']","[' 5738     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.57028'],[' 0'], ,[' 255.935'],[' 0'],[' 17.4235'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.1434e+08'],[' 6.86959e+08'],[' 0'],[' 1.05263e+10'],[' 0'],[' 0'],[' 1162 '],[' 2084 '],[' 2920 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 4087+'],[' 2047'],"[' 601.814s (Solving', ' 591.17s 1st Model', ' 365.57s Unsat', ' 0.00s)']",[' 600.641s'], ,[' 246722841'],"[' 6060144  (Analyzed', ' 5720010)']","[' 13348    (Average', ' 428.53 Last', ' 466038)']",[' 3942.6  '],"[' 2047     (Average Length', ' 1072.17 Splits', ' 0)']","[' 5720010  (Deleted', ' 5640349)']","[' 422      (Ratio', '   0.01%)']","[' 40711    (Ratio', '   0.71%)']","[' 5720010  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5720010  (Average', ' 42.07 Max', ' 3657 Sum', ' 240626926)']","[' 5719389  (Average', ' 41.96 Max', ' 3657 Sum', ' 239993036 Ratio', '  99.74%)']","[' 621      (Average', ' 1020.76 Max', ' 1208 Sum', ' 633890 Ratio', '   0.26%)']", ,[' 98912   '],[' 6812    '],[' 93402   '],[' 45439   '],"[' 131407   (Atom=Atom', ' 34432 Body=Body', ' 23548 Other', ' 73427)']",[' Yes'],"[' 8955     (Eliminated', '    0 Frozen', ' 8955)']","[' 5651     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.26754'],[' 0'], ,[' 255.555'],[' 0'],[' 17.8282'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.60283e+08'],[' 7.27984e+08'],[' 0'],[' 1.05603e+10'],[' 0'],[' 0'],[' 1135 '],[' 2130 '],[' 2955 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3633+'],[' 1820'],"[' 602.300s (Solving', ' 592.56s 1st Model', ' 123.70s Unsat', ' 0.00s)']",[' 600.109s'], ,[' 214568961'],"[' 9656864  (Analyzed', ' 9346392)']","[' 18672    (Average', ' 500.56 Last', ' 135962)']",[' 4028.7  '],"[' 1820     (Average Length', ' 965.18 Splits', ' 0)']","[' 9346392  (Deleted', ' 9237900)']","[' 363      (Ratio', '   0.00%)']","[' 36294    (Ratio', '   0.39%)']","[' 9346392  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9346392  (Average', ' 22.31 Max', ' 3985 Sum', ' 208555579)']","[' 9345855  (Average', ' 22.26 Max', ' 3985 Sum', ' 208079208 Ratio', '  99.77%)']","[' 537      (Average', ' 887.10 Max', ' 1064 Sum', ' 476371 Ratio', '   0.23%)']", ,[' 98299   '],[' 6764    '],[' 92563   '],[' 44967   '],"[' 129911   (Atom=Atom', ' 34001 Body=Body', ' 23339 Other', ' 72571)']",[' Yes'],"[' 8700     (Eliminated', '    0 Frozen', ' 8700)']","[' 4677     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09841'],[' 0'], ,[' 305.46'],[' 0'],[' 17.0681'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.22089e+08'],[' 5.1778e+08'],[' 0'],[' 1.33548e+10'],[' 0'],[' 0'],[' 1294 '],[' 2281 '],[' 3051 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3979+'],[' 1993'],"[' 602.745s (Solving', ' 591.47s 1st Model', ' 126.98s Unsat', ' 0.00s)']",[' 598.875s'], ,[' 216868480'],"[' 7997598  (Analyzed', ' 7656575)']","[' 15981    (Average', ' 479.10 Last', ' 90536)']",[' 3965.0  '],"[' 1993     (Average Length', ' 1041.21 Splits', ' 0)']","[' 7656575  (Deleted', ' 7555137)']","[' 347      (Ratio', '   0.00%)']","[' 38842    (Ratio', '   0.51%)']","[' 7656575  (Average Length', '   17.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7656575  (Average', ' 27.53 Max', ' 3736 Sum', ' 210747648)']","[' 7656004  (Average', ' 27.45 Max', ' 3736 Sum', ' 210186402 Ratio', '  99.73%)']","[' 571      (Average', ' 982.92 Max', ' 1139 Sum', ' 561246 Ratio', '   0.27%)']", ,[' 98634   '],[' 6792    '],[' 93064   '],[' 45255   '],"[' 130881   (Atom=Atom', ' 34277 Body=Body', ' 23433 Other', ' 73171)']",[' Yes'],"[' 8912     (Eliminated', '    0 Frozen', ' 8912)']","[' 5286     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.39435'],[' 0'], ,[' 281.613'],[' 0'],[' 16.9904'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.51082e+08'],[' 5.44599e+08'],[' 0'],[' 1.11936e+10'],[' 0'],[' 0'],[' 1241 '],[' 2381 '],[' 3171 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3499+'],[' 1753'],"[' 602.382s (Solving', ' 593.26s 1st Model', ' 295.58s Unsat', ' 0.00s)']",[' 598.766s'], ,[' 236481744'],"[' 6942278  (Analyzed', ' 6630446)']","[' 16086    (Average', ' 412.19 Last', ' 117855)']",[' 3807.5  '],"[' 1753     (Average Length', ' 945.16 Splits', ' 0)']","[' 6630446  (Deleted', ' 6543671)']","[' 345      (Ratio', '   0.01%)']","[' 39949    (Ratio', '   0.60%)']","[' 6630446  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6630446  (Average', ' 34.86 Max', ' 3849 Sum', ' 231136408)']","[' 6629922  (Average', ' 34.78 Max', ' 3849 Sum', ' 230615347 Ratio', '  99.77%)']","[' 524      (Average', ' 994.39 Max', ' 1178 Sum', ' 521061 Ratio', '   0.23%)']", ,[' 98706   '],[' 6838    '],[' 92874   '],[' 45218   '],"[' 130897   (Atom=Atom', ' 34231 Body=Body', ' 23594 Other', ' 73072)']",[' Yes'],"[' 8688     (Eliminated', '    0 Frozen', ' 8688)']","[' 5002     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97274'],[' 0'], ,[' 261.567'],[' 0'],[' 18.0797'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.73038e+08'],[' 6.51647e+08'],[' 0'],[' 9.72293e+09'],[' 0'],[' 0'],[' 1141 '],[' 2182 '],[' 3091 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 4139+'],[' 2073'],"[' 603.219s (Solving', ' 591.53s 1st Model', ' 350.91s Unsat', ' 0.00s)']",[' 601.250s'], ,[' 234595900'],"[' 4773139  (Analyzed', ' 4401967)']","[' 12419    (Average', ' 354.45 Last', ' 390475)']",[' 3908.5  '],"[' 2073     (Average Length', ' 1102.51 Splits', ' 0)']","[' 4401967  (Deleted', ' 4333269)']","[' 357      (Ratio', '   0.01%)']","[' 40143    (Ratio', '   0.91%)']","[' 4401967  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4401967  (Average', ' 51.92 Max', ' 3798 Sum', ' 228567947)']","[' 4401431  (Average', ' 51.79 Max', ' 3698 Sum', ' 227964799 Ratio', '  99.74%)']","[' 536      (Average', ' 1125.28 Max', ' 1388 Sum', ' 603148 Ratio', '   0.26%)']", ,[' 98457   '],[' 6765    '],[' 92962   '],[' 45098   '],"[' 130661   (Atom=Atom', ' 34247 Body=Body', ' 23335 Other', ' 73079)']",[' Yes'],"[' 8927     (Eliminated', '    0 Frozen', ' 8927)']","[' 5178     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.45799'],[' 0'], ,[' 241.078'],[' 0'],[' 17.7017'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.20995e+08'],[' 7.01416e+08'],[' 0'],[' 8.53981e+09'],[' 0'],[' 0'],[' 958 '],[' 1965 '],[' 2873 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4001+'],[' 2004'],"[' 602.511s (Solving', ' 592.63s 1st Model', ' 405.77s Unsat', ' 0.00s)']",[' 601.000s'], ,[' 255209539'],"[' 4856333  (Analyzed', ' 4559245)']","[' 12221    (Average', ' 373.07 Last', ' 374444)']",[' 3786.0  '],"[' 2004     (Average Length', ' 1056.54 Splits', ' 0)']","[' 4559245  (Deleted', ' 4488004)']","[' 349      (Ratio', '   0.01%)']","[' 43280    (Ratio', '   0.95%)']","[' 4559245  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4559245  (Average', ' 54.76 Max', ' 3742 Sum', ' 249660320)']","[' 4558671  (Average', ' 54.61 Max', ' 3701 Sum', ' 248991567 Ratio', '  99.73%)']","[' 574      (Average', ' 1165.07 Max', ' 1331 Sum', ' 668753 Ratio', '   0.27%)']", ,[' 99101   '],[' 6809    '],[' 93527   '],[' 45469   '],"[' 131208   (Atom=Atom', ' 34384 Body=Body', ' 23477 Other', ' 73347)']",[' Yes'],"[' 8929     (Eliminated', '    0 Frozen', ' 8929)']","[' 5876     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.13978'],[' 0'], ,[' 239.339'],[' 0'],[' 18.2898'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.1395e+08'],[' 7.81111e+08'],[' 0'],[' 9.10299e+09'],[' 0'],[' 0'],[' 1038 '],[' 2150 '],[' 2981 '],[' 3 '],[' 0 ']
