Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 2323+'],[' 1167'],"[' 1002.093s (Solving', ' 993.73s 1st Model', ' 5.16s Unsat', ' 0.00s)']",[' 999.797s'], ,[' 57500383'],"[' 19410977 (Analyzed', ' 19314705)']","[' 34163    (Average', ' 565.37 Last', ' 133239)']",[' 2740.3  '],"[' 1167     (Average Length', ' 560.69 Splits', ' 0)']","[' 19314705 (Deleted', ' 19064854)']","[' 44       (Ratio', '   0.00%)']","[' 6616     (Ratio', '   0.03%)']","[' 19314705 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19314705 (Average', '  2.83 Max', ' 3391 Sum', ' 54637141)']","[' 19313885 (Average', '  2.81 Max', ' 3391 Sum', ' 54237309 Ratio', '  99.27%)']","[' 820      (Average', ' 487.60 Max', ' 868 Sum', ' 399832 Ratio', '   0.73%)']", ,[' 104550  '],[' 5824    '],[' 104644  '],[' 58126   '],"[' 174374   (Atom=Atom', ' 53300 Body=Body', ' 31274 Other', ' 89800)']",[' Yes'],"[' 6918     (Eliminated', '    0 Frozen', ' 6918)']","[' 1190     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.9917'],[' 0'], ,[' 844.889'],[' 0'],[' 12.9023'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.69021e+08'],[' 1.1215e+08'],[' 0'],[' 9.58718e+10'],[' 0'],[' 0'],[' 932 '],[' 1941 '],[' 2767 '],[' 3624 '],[' 4308 '],[' 5 '],[' 0 ']
Solving...,TA62, ,[' 1'],[' 3175+'],[' 1593'],"[' 820.489s (Solving', ' 810.19s 1st Model', ' 9.50s Unsat', ' 206.39s)']",[' 818.438s'], ,[' 48772351'],"[' 15272624 (Analyzed', ' 15133174)']","[' 29997    (Average', ' 504.49 Last', ' 9597)']",[' 2937.7  '],"[' 1593     (Average Length', ' 750.34 Splits', ' 0)']","[' 15133174 (Deleted', ' 14905436)']","[' 87       (Ratio', '   0.00%)']","[' 7442     (Ratio', '   0.05%)']","[' 15133174 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15133174 (Average', '  2.99 Max', ' 3557 Sum', ' 45201129)']","[' 15132511 (Average', '  2.95 Max', ' 3557 Sum', ' 44706289 Ratio', '  98.91%)']","[' 663      (Average', ' 746.37 Max', ' 1218 Sum', ' 494840 Ratio', '   1.09%)']", ,[' 106206  '],[' 5873    '],[' 106639  '],[' 59913   '],"[' 179735   (Atom=Atom', ' 55038 Body=Body', ' 31323 Other', ' 93374)']",[' Yes'],"[' 7306     (Eliminated', '    0 Frozen', ' 7306)']","[' 1132     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.47038'],[' 0'], ,[' 678.862'],[' 0'],[' 10.9861'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58613e+08'],[' 1.11877e+08'],[' 0'],[' 7.12375e+10'],[' 0'],[' 0'],[' 805 '],[' 1775 '],[' 2436 '],[' 3125 '],[' 3980 '],[' 3 '],[' 2 ']
Solving...,TA63, ,[' 1'],[' 2947+'],[' 1479'],"[' 1002.303s (Solving', ' 992.33s 1st Model', ' 7.67s Unsat', ' 0.00s)']",[' 998.828s'], ,[' 49016891'],"[' 18401858 (Analyzed', ' 18233880)']","[' 34150    (Average', ' 533.93 Last', ' 277799)']",[' 2915.7  '],"[' 1479     (Average Length', ' 688.68 Splits', ' 0)']","[' 18233880 (Deleted', ' 17924716)']","[' 54       (Ratio', '   0.00%)']","[' 5787     (Ratio', '   0.03%)']","[' 18233880 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18233880 (Average', '  2.50 Max', ' 3477 Sum', ' 45504755)']","[' 18233170 (Average', '  2.47 Max', ' 3477 Sum', ' 45061025 Ratio', '  99.02%)']","[' 710      (Average', ' 624.97 Max', ' 1041 Sum', ' 443730 Ratio', '   0.98%)']", ,[' 105166  '],[' 5874    '],[' 105489  '],[' 59072   '],"[' 177212   (Atom=Atom', ' 54196 Body=Body', ' 31324 Other', ' 91692)']",[' Yes'],"[' 7197     (Eliminated', '    0 Frozen', ' 7197)']","[' 1134     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.53977'],[' 0'], ,[' 839.202'],[' 0'],[' 12.9513'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52255e+08'],[' 1.01407e+08'],[' 0'],[' 9.11371e+10'],[' 0'],[' 0'],[' 935 '],[' 1689 '],[' 2453 '],[' 3155 '],[' 3822 '],[' 5 '],[' 0 ']
Solving...,TA64, ,[' 1'],[' 3301+'],[' 1656'],"[' 1002.438s (Solving', ' 990.01s 1st Model', ' 9.89s Unsat', ' 0.00s)']",[' 998.422s'], ,[' 64370533'],"[' 18723679 (Analyzed', ' 18519741)']","[' 33623    (Average', ' 550.81 Last', ' 580640)']",[' 2966.8  '],"[' 1656     (Average Length', ' 770.00 Splits', ' 0)']","[' 18519741 (Deleted', ' 18284462)']","[' 48       (Ratio', '   0.00%)']","[' 7751     (Ratio', '   0.04%)']","[' 18519741 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18519741 (Average', '  3.26 Max', ' 3383 Sum', ' 60422427)']","[' 18519055 (Average', '  3.24 Max', ' 3383 Sum', ' 59916213 Ratio', '  99.16%)']","[' 686      (Average', ' 737.92 Max', ' 1188 Sum', ' 506214 Ratio', '   0.84%)']", ,[' 105316  '],[' 5859    '],[' 105798  '],[' 59600   '],"[' 178796   (Atom=Atom', ' 54739 Body=Body', ' 31309 Other', ' 92748)']",[' Yes'],"[' 7341     (Eliminated', '    0 Frozen', ' 7341)']","[' 1302     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.16814'],[' 0'], ,[' 828.168'],[' 0'],[' 13.442'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95424e+08'],[' 1.33141e+08'],[' 0'],[' 8.99473e+10'],[' 0'],[' 0'],[' 1059 '],[' 1785 '],[' 2553 '],[' 3341 '],[' 3827 '],[' 5 '],[' 0 ']
Solving...,TA65, ,[' 1'],[' 2861+'],[' 1436'],"[' 843.976s (Solving', ' 834.12s 1st Model', ' 8.47s Unsat', ' 39.77s)']",[' 841.875s'], ,[' 38382487'],"[' 11041364 (Analyzed', ' 10832052)']","[' 21616    (Average', ' 501.11 Last', ' 91508)']",[' 2999.8  '],"[' 1436     (Average Length', ' 675.46 Splits', ' 0)']","[' 10832052 (Deleted', ' 10652994)']","[' 43       (Ratio', '   0.00%)']","[' 5731     (Ratio', '   0.05%)']","[' 10832052 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10832052 (Average', '  3.23 Max', ' 3698 Sum', ' 34954662)']","[' 10831390 (Average', '  3.18 Max', ' 3698 Sum', ' 34498355 Ratio', '  98.69%)']","[' 662      (Average', ' 689.29 Max', ' 1083 Sum', ' 456307 Ratio', '   1.31%)']", ,[' 105710  '],[' 5837    '],[' 106022  '],[' 59498   '],"[' 178490   (Atom=Atom', ' 54659 Body=Body', ' 31287 Other', ' 92544)']",[' Yes'],"[' 7149     (Eliminated', '    0 Frozen', ' 7149)']","[' 781      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.38002'],[' 0'], ,[' 737.449'],[' 0'],[' 10.7061'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25434e+08'],[' 9.58005e+07'],[' 0'],[' 8.6231e+10'],[' 0'],[' 0'],[' 791 '],[' 1558 '],[' 2294 '],[' 3053 '],[' 3788 '],[' 4 '],[' 1 ']
Solving...,TA66, ,[' 1'],[' 3003+'],[' 1507'],"[' 1002.611s (Solving', ' 990.95s 1st Model', ' 7.99s Unsat', ' 0.00s)']",[' 998.969s'], ,[' 58298556'],"[' 16591527 (Analyzed', ' 16459250)']","[' 31936    (Average', ' 515.38 Last', ' 27692)']",[' 2790.4  '],"[' 1507     (Average Length', ' 708.31 Splits', ' 0)']","[' 16459250 (Deleted', ' 16253579)']","[' 65       (Ratio', '   0.00%)']","[' 8305     (Ratio', '   0.05%)']","[' 16459250 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16459250 (Average', '  3.34 Max', ' 3257 Sum', ' 54977538)']","[' 16458498 (Average', '  3.31 Max', ' 3257 Sum', ' 54425095 Ratio', '  99.00%)']","[' 752      (Average', ' 734.63 Max', ' 1119 Sum', ' 552443 Ratio', '   1.00%)']", ,[' 105221  '],[' 5855    '],[' 105568  '],[' 59033   '],"[' 177095   (Atom=Atom', ' 54176 Body=Body', ' 31305 Other', ' 91614)']",[' Yes'],"[' 7202     (Eliminated', '    0 Frozen', ' 7202)']","[' 1540     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.91113'],[' 0'], ,[' 838.104'],[' 0'],[' 13.0651'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75097e+08'],[' 1.23773e+08'],[' 0'],[' 8.58451e+10'],[' 0'],[' 0'],[' 912 '],[' 1667 '],[' 2527 '],[' 3220 '],[' 3944 '],[' 5 '],[' 0 ']
Solving...,TA67, ,[' 1'],[' 2853+'],[' 1432'],"[' 1002.942s (Solving', ' 991.81s 1st Model', ' 12.44s Unsat', ' 0.00s)']",[' 998.016s'], ,[' 55318251'],"[' 17755047 (Analyzed', ' 17513410)']","[' 31502    (Average', ' 555.95 Last', ' 61825)']",[' 2819.8  '],"[' 1432     (Average Length', ' 669.37 Splits', ' 0)']","[' 17513410 (Deleted', ' 17292715)']","[' 39       (Ratio', '   0.00%)']","[' 6728     (Ratio', '   0.04%)']","[' 17513410 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17513410 (Average', '  2.96 Max', ' 3524 Sum', ' 51871568)']","[' 17512757 (Average', '  2.94 Max', ' 3524 Sum', ' 51424071 Ratio', '  99.14%)']","[' 653      (Average', ' 685.29 Max', ' 1083 Sum', ' 447497 Ratio', '   0.86%)']", ,[' 105505  '],[' 5869    '],[' 105793  '],[' 59446   '],"[' 178334   (Atom=Atom', ' 54575 Body=Body', ' 31319 Other', ' 92440)']",[' Yes'],"[' 7157     (Eliminated', '    0 Frozen', ' 7157)']","[' 1202     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.82499'],[' 0'], ,[' 826.371'],[' 0'],[' 13.1848'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64426e+08'],[' 1.11279e+08'],[' 0'],[' 7.85795e+10'],[' 0'],[' 0'],[' 1055 '],[' 1705 '],[' 2521 '],[' 3226 '],[' 3870 '],[' 5 '],[' 0 ']
Solving...,TA68, ,[' 1'],[' 2567+'],[' 1289'],"[' 1001.964s (Solving', ' 991.98s 1st Model', ' 11.15s Unsat', ' 0.00s)']",[' 996.797s'], ,[' 49579284'],"[' 17833332 (Analyzed', ' 17620548)']","[' 32871    (Average', ' 536.05 Last', ' 101186)']",[' 2923.8  '],"[' 1289     (Average Length', ' 604.89 Splits', ' 0)']","[' 17620548 (Deleted', ' 17371120)']","[' 22       (Ratio', '   0.00%)']","[' 5109     (Ratio', '   0.03%)']","[' 17620548 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17620548 (Average', '  2.62 Max', ' 3643 Sum', ' 46180654)']","[' 17619909 (Average', '  2.60 Max', ' 3643 Sum', ' 45811743 Ratio', '  99.20%)']","[' 639      (Average', ' 577.33 Max', ' 949 Sum', ' 368911 Ratio', '   0.80%)']", ,[' 104641  '],[' 5767    '],[' 104812  '],[' 58751   '],"[' 176249   (Atom=Atom', ' 53982 Body=Body', ' 31217 Other', ' 91050)']",[' Yes'],"[' 6938     (Eliminated', '    0 Frozen', ' 6938)']","[' 830      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.52813'],[' 0'], ,[' 831.911'],[' 0'],[' 13.2825'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46675e+08'],[' 1.00669e+08'],[' 0'],[' 7.95599e+10'],[' 0'],[' 0'],[' 960 '],[' 1704 '],[' 2428 '],[' 3131 '],[' 3921 '],[' 5 '],[' 0 ']
Solving...,TA69, ,[' 1'],[' 2497+'],[' 1254'],"[' 1001.940s (Solving', ' 993.25s 1st Model', ' 7.11s Unsat', ' 0.00s)']",[' 997.531s'], ,[' 53597629'],"[' 16828087 (Analyzed', ' 16670497)']","[' 31289    (Average', ' 532.79 Last', ' 111584)']",[' 2769.4  '],"[' 1254     (Average Length', ' 595.10 Splits', ' 0)']","[' 16670497 (Deleted', ' 16486588)']","[' 36       (Ratio', '   0.00%)']","[' 7959     (Ratio', '   0.05%)']","[' 16670497 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16670497 (Average', '  3.03 Max', ' 3440 Sum', ' 50527187)']","[' 16669838 (Average', '  3.01 Max', ' 3440 Sum', ' 50169074 Ratio', '  99.29%)']","[' 659      (Average', ' 543.42 Max', ' 951 Sum', ' 358113 Ratio', '   0.71%)']", ,[' 105334  '],[' 5924    '],[' 105494  '],[' 59323   '],"[' 177965   (Atom=Atom', ' 54397 Body=Body', ' 31374 Other', ' 92194)']",[' Yes'],"[' 7084     (Eliminated', '    0 Frozen', ' 7084)']","[' 1398     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20274'],[' 0'], ,[' 831.526'],[' 0'],[' 13.3533'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.68546e+08'],[' 1.19382e+08'],[' 0'],[' 8.64912e+10'],[' 0'],[' 0'],[' 1135 '],[' 1875 '],[' 2667 '],[' 3445 '],[' 4264 '],[' 5 '],[' 0 ']
Solving...,TA70, ,[' 1'],[' 2629+'],[' 1320'],"[' 887.411s (Solving', ' 878.96s 1st Model', ' 9.69s Unsat', ' 83.74s)']",[' 885.047s'], ,[' 48045565'],"[' 13143398 (Analyzed', ' 12987833)']","[' 24556    (Average', ' 528.91 Last', ' 110284)']",[' 2813.9  '],"[' 1320     (Average Length', ' 636.38 Splits', ' 0)']","[' 12987833 (Deleted', ' 12817828)']","[' 46       (Ratio', '   0.00%)']","[' 7197     (Ratio', '   0.06%)']","[' 12987833 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12987833 (Average', '  3.47 Max', ' 3552 Sum', ' 45119562)']","[' 12987047 (Average', '  3.43 Max', ' 3552 Sum', ' 44587006 Ratio', '  98.82%)']","[' 786      (Average', ' 677.55 Max', ' 1056 Sum', ' 532556 Ratio', '   1.18%)']", ,[' 106043  '],[' 5946    '],[' 106283  '],[' 59589   '],"[' 178763   (Atom=Atom', ' 54641 Body=Body', ' 31396 Other', ' 92726)']",[' Yes'],"[' 7186     (Eliminated', '    0 Frozen', ' 7186)']","[' 1324     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06381'],[' 0'], ,[' 764.97'],[' 0'],[' 11.1541'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39199e+08'],[' 1.02583e+08'],[' 0'],[' 8.68457e+10'],[' 0'],[' 0'],[' 766 '],[' 2056 '],[' 2904 '],[' 3936 '],[' 4742 '],[' 4 '],[' 1 ']
