Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 2723+'],[' 1371'],"[' 605.547s (Solving', ' 590.32s 1st Model', ' 13.57s Unsat', ' 0.00s)']",[' 602.891s'], ,[' 68004718'],"[' 14782154 (Analyzed', ' 14647127)']","[' 30184    (Average', ' 485.26 Last', ' 30765)']",[' 5140.0  '],"[' 1371     (Average Length', ' 806.46 Splits', ' 0)']","[' 14647127 (Deleted', ' 14469527)']","[' 22       (Ratio', '   0.00%)']","[' 9955     (Ratio', '   0.07%)']","[' 14647127 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14647127 (Average', '  4.31 Max', ' 7907 Sum', ' 63181552)']","[' 14644886 (Average', '  4.18 Max', ' 7907 Sum', ' 61282026 Ratio', '  96.99%)']","[' 2241     (Average', ' 847.62 Max', ' 1223 Sum', ' 1899526 Ratio', '   3.01%)']", ,[' 267120  '],[' 11154   '],[' 245154  '],[' 82146   '],"[' 215265   (Atom=Atom', ' 60483 Body=Body', ' 39420 Other', ' 115362)']",[' Yes'],"[' 13990    (Eliminated', '    0 Frozen', ' 13990)']","[' 1970     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.82584'],[' 0'], ,[' 418.339'],[' 0'],[' 9.46961'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24906e+08'],[' 8.30216e+07'],[' 0'],[' 2.31105e+10'],[' 0'],[' 0'],[' 1077 '],[' 2152 '],[' 2841 '],[' 3472 '],[' 4018 '],[' 4732 '],[' 5200 '],[' 5942 '],[' 6313 '],[' 9 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 2777+'],[' 1398'],"[' 606.530s (Solving', ' 587.69s 1st Model', ' 17.85s Unsat', ' 0.00s)']",[' 594.391s'], ,[' 49154795'],"[' 12602784 (Analyzed', ' 12477996)']","[' 26460    (Average', ' 471.58 Last', ' 56653)']",[' 5253.5  '],"[' 1398     (Average Length', ' 823.55 Splits', ' 0)']","[' 12477996 (Deleted', ' 12307113)']","[' 10       (Ratio', '   0.00%)']","[' 6077     (Ratio', '   0.05%)']","[' 12477996 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12477996 (Average', '  3.53 Max', ' 9205 Sum', ' 44045769)']","[' 12476048 (Average', '  3.39 Max', ' 8252 Sum', ' 42338385 Ratio', '  96.12%)']","[' 1948     (Average', ' 876.48 Max', ' 1295 Sum', ' 1707384 Ratio', '   3.88%)']", ,[' 266543  '],[' 10914   '],[' 244329  '],[' 81646   '],"[' 211490   (Atom=Atom', ' 59550 Body=Body', ' 38700 Other', ' 113240)']",[' Yes'],"[' 13802    (Eliminated', '    0 Frozen', ' 13802)']","[' 994      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.59496'],[' 0'], ,[' 407.469'],[' 0'],[' 9.20285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.05947e+07'],[' 5.77948e+07'],[' 0'],[' 1.88845e+10'],[' 0'],[' 0'],[' 964 '],[' 2053 '],[' 2763 '],[' 3117 '],[' 3677 '],[' 4406 '],[' 4983 '],[' 5640 '],[' 5972 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 2747+'],[' 1383'],"[' 605.550s (Solving', ' 590.10s 1st Model', ' 14.70s Unsat', ' 0.00s)']",[' 595.797s'], ,[' 62913792'],"[' 14143948 (Analyzed', ' 13944248)']","[' 29588    (Average', ' 471.28 Last', ' 35970)']",[' 5270.3  '],"[' 1383     (Average Length', ' 823.28 Splits', ' 0)']","[' 13944248 (Deleted', ' 13759011)']","[' 13       (Ratio', '   0.00%)']","[' 7649     (Ratio', '   0.05%)']","[' 13944248 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13944248 (Average', '  4.14 Max', ' 8167 Sum', ' 57755385)']","[' 13942243 (Average', '  4.01 Max', ' 8167 Sum', ' 55985822 Ratio', '  96.94%)']","[' 2005     (Average', ' 882.58 Max', ' 1283 Sum', ' 1769563 Ratio', '   3.06%)']", ,[' 265726  '],[' 11015   '],[' 243989  '],[' 81394   '],"[' 212914   (Atom=Atom', ' 59939 Body=Body', ' 39003 Other', ' 113972)']",[' Yes'],"[' 13865    (Eliminated', '    0 Frozen', ' 13865)']","[' 1367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95149'],[' 0'], ,[' 416.651'],[' 0'],[' 9.80153'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13392e+08'],[' 7.52307e+07'],[' 0'],[' 2.32323e+10'],[' 0'],[' 0'],[' 1342 '],[' 1958 '],[' 2806 '],[' 3231 '],[' 4165 '],[' 4576 '],[' 5238 '],[' 5950 '],[' 6281 '],[' 9 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 2977+'],[' 1498'],"[' 605.791s (Solving', ' 589.87s 1st Model', ' 14.30s Unsat', ' 0.00s)']",[' 598.734s'], ,[' 63836273'],"[' 13403864 (Analyzed', ' 13222369)']","[' 27534    (Average', ' 480.22 Last', ' 33000)']",[' 5103.8  '],"[' 1498     (Average Length', ' 869.69 Splits', ' 0)']","[' 13222369 (Deleted', ' 13053954)']","[' 7        (Ratio', '   0.00%)']","[' 8750     (Ratio', '   0.07%)']","[' 13222369 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13222369 (Average', '  4.44 Max', ' 7988 Sum', ' 58666679)']","[' 13220359 (Average', '  4.29 Max', ' 7978 Sum', ' 56736468 Ratio', '  96.71%)']","[' 2010     (Average', ' 960.30 Max', ' 1350 Sum', ' 1930211 Ratio', '   3.29%)']", ,[' 268448  '],[' 10973   '],[' 245559  '],[' 82820   '],"[' 212671   (Atom=Atom', ' 59886 Body=Body', ' 38877 Other', ' 113908)']",[' Yes'],"[' 13935    (Eliminated', '    0 Frozen', ' 13935)']","[' 1686     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.94042'],[' 0'], ,[' 421.631'],[' 0'],[' 10.465'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12981e+08'],[' 7.57631e+07'],[' 0'],[' 2.33695e+10'],[' 0'],[' 0'],[' 944 '],[' 1827 '],[' 2403 '],[' 3047 '],[' 3711 '],[' 4256 '],[' 5131 '],[' 5689 '],[' 6029 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 2797+'],[' 1408'],"[' 605.945s (Solving', ' 588.77s 1st Model', ' 17.09s Unsat', ' 0.00s)']",[' 602.141s'], ,[' 66202604'],"[' 13127088 (Analyzed', ' 12971292)']","[' 25624    (Average', ' 506.22 Last', ' 276209)']",[' 5197.7  '],"[' 1408     (Average Length', ' 827.80 Splits', ' 0)']","[' 12971292 (Deleted', ' 12814318)']","[' 20       (Ratio', '   0.00%)']","[' 9033     (Ratio', '   0.07%)']","[' 12971292 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12971292 (Average', '  4.73 Max', ' 8533 Sum', ' 61311580)']","[' 12969175 (Average', '  4.57 Max', ' 8014 Sum', ' 59319266 Ratio', '  96.75%)']","[' 2117     (Average', ' 941.10 Max', ' 1307 Sum', ' 1992314 Ratio', '   3.25%)']", ,[' 268233  '],[' 11179   '],[' 245966  '],[' 82781   '],"[' 215600   (Atom=Atom', ' 60620 Body=Body', ' 39495 Other', ' 115485)']",[' Yes'],"[' 14061    (Eliminated', '    0 Frozen', ' 14061)']","[' 1693     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.299'],[' 0'], ,[' 408.796'],[' 0'],[' 9.58623'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16912e+08'],[' 7.9727e+07'],[' 0'],[' 2.03588e+10'],[' 0'],[' 0'],[' 1051 '],[' 2192 '],[' 2799 '],[' 3398 '],[' 3834 '],[' 4508 '],[' 5132 '],[' 6082 '],[' 6683 '],[' 9 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 2727+'],[' 1373'],"[' 605.036s (Solving', ' 591.25s 1st Model', ' 11.88s Unsat', ' 0.00s)']",[' 603.656s'], ,[' 60424848'],"[' 15092571 (Analyzed', ' 14951347)']","[' 30626    (Average', ' 488.19 Last', ' 197586)']",[' 5143.4  '],"[' 1373     (Average Length', ' 816.18 Splits', ' 0)']","[' 14951347 (Deleted', ' 14774465)']","[' 18       (Ratio', '   0.00%)']","[' 9154     (Ratio', '   0.06%)']","[' 14951347 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14951347 (Average', '  3.70 Max', ' 9447 Sum', ' 55389220)']","[' 14949442 (Average', '  3.59 Max', ' 8259 Sum', ' 53719097 Ratio', '  96.98%)']","[' 1905     (Average', ' 876.70 Max', ' 1261 Sum', ' 1670123 Ratio', '   3.02%)']", ,[' 268966  '],[' 11067   '],[' 245812  '],[' 83249   '],"[' 213869   (Atom=Atom', ' 60137 Body=Body', ' 39159 Other', ' 114573)']",[' Yes'],"[' 13919    (Eliminated', '    0 Frozen', ' 13919)']","[' 1864     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.61276'],[' 0'], ,[' 425.589'],[' 0'],[' 8.56517'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13923e+08'],[' 7.32945e+07'],[' 0'],[' 2.44985e+10'],[' 0'],[' 0'],[' 938 '],[' 1797 '],[' 2427 '],[' 3149 '],[' 3699 '],[' 4388 '],[' 4957 '],[' 5743 '],[' 6263 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 2487+'],[' 1253'],"[' 605.600s (Solving', ' 589.47s 1st Model', ' 14.88s Unsat', ' 0.00s)']",[' 600.859s'], ,[' 57653591'],"[' 12735372 (Analyzed', ' 12561952)']","[' 25737    (Average', ' 488.09 Last', ' 50144)']",[' 5241.1  '],"[' 1253     (Average Length', ' 756.25 Splits', ' 0)']","[' 12561952 (Deleted', ' 12408886)']","[' 15       (Ratio', '   0.00%)']","[' 8128     (Ratio', '   0.06%)']","[' 12561952 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12561952 (Average', '  4.21 Max', ' 8059 Sum', ' 52923383)']","[' 12559857 (Average', '  4.08 Max', ' 8059 Sum', ' 51296839 Ratio', '  96.93%)']","[' 2095     (Average', ' 776.39 Max', ' 1149 Sum', ' 1626544 Ratio', '   3.07%)']", ,[' 267071  '],[' 10972   '],[' 244504  '],[' 81892   '],"[' 211896   (Atom=Atom', ' 59637 Body=Body', ' 38874 Other', ' 113385)']",[' Yes'],"[' 13696    (Eliminated', '    0 Frozen', ' 13696)']","[' 1589     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.12668'],[' 0'], ,[' 418.92'],[' 0'],[' 9.54994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0469e+08'],[' 6.85285e+07'],[' 0'],[' 1.93995e+10'],[' 0'],[' 0'],[' 1345 '],[' 2036 '],[' 2564 '],[' 3173 '],[' 4012 '],[' 4592 '],[' 4926 '],[' 5639 '],[' 6180 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 2723+'],[' 1371'],"[' 605.487s (Solving', ' 590.39s 1st Model', ' 13.76s Unsat', ' 0.00s)']",[' 599.547s'], ,[' 64590594'],"[' 13100806 (Analyzed', ' 12962522)']","[' 27245    (Average', ' 475.78 Last', ' 95636)']",[' 4922.8  '],"[' 1371     (Average Length', ' 814.27 Splits', ' 0)']","[' 12962522 (Deleted', ' 12800107)']","[' 14       (Ratio', '   0.00%)']","[' 8506     (Ratio', '   0.07%)']","[' 12962522 (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12962522 (Average', '  4.64 Max', ' 7948 Sum', ' 60099169)']","[' 12960498 (Average', '  4.49 Max', ' 7948 Sum', ' 58228889 Ratio', '  96.89%)']","[' 2024     (Average', ' 924.05 Max', ' 1321 Sum', ' 1870280 Ratio', '   3.11%)']", ,[' 267529  '],[' 10949   '],[' 244825  '],[' 82280   '],"[' 211986   (Atom=Atom', ' 59663 Body=Body', ' 38805 Other', ' 113518)']",[' Yes'],"[' 13779    (Eliminated', '    0 Frozen', ' 13779)']","[' 1516     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.79643'],[' 0'], ,[' 415.937'],[' 0'],[' 10.0952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11935e+08'],[' 7.67532e+07'],[' 0'],[' 2.22529e+10'],[' 0'],[' 0'],[' 1104 '],[' 1836 '],[' 2435 '],[' 3089 '],[' 3786 '],[' 4433 '],[' 5044 '],[' 5866 '],[' 6544 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 2933+'],[' 1476'],"[' 605.936s (Solving', ' 588.38s 1st Model', ' 16.17s Unsat', ' 0.00s)']",[' 602.609s'], ,[' 57771208'],"[' 13790167 (Analyzed', ' 13610231)']","[' 29044    (Average', ' 468.61 Last', ' 3599)']",[' 5671.2  '],"[' 1476     (Average Length', ' 869.85 Splits', ' 0)']","[' 13610231 (Deleted', ' 13437267)']","[' 12       (Ratio', '   0.00%)']","[' 6621     (Ratio', '   0.05%)']","[' 13610231 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13610231 (Average', '  3.79 Max', ' 8569 Sum', ' 51542811)']","[' 13608541 (Average', '  3.67 Max', ' 8569 Sum', ' 49940397 Ratio', '  96.89%)']","[' 1690     (Average', ' 948.17 Max', ' 1309 Sum', ' 1602414 Ratio', '   3.11%)']", ,[' 269166  '],[' 10909   '],[' 245860  '],[' 83107   '],"[' 211713   (Atom=Atom', ' 59608 Body=Body', ' 38685 Other', ' 113420)']",[' Yes'],"[' 13862    (Eliminated', '    0 Frozen', ' 13862)']","[' 985      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.40775'],[' 0'], ,[' 410.093'],[' 0'],[' 9.34864'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.03351e+08'],[' 6.65053e+07'],[' 0'],[' 2.04314e+10'],[' 0'],[' 0'],[' 959 '],[' 1791 '],[' 2332 '],[' 3000 '],[' 3567 '],[' 4269 '],[' 4932 '],[' 5628 '],[' 6076 '],[' 9 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 3027+'],[' 1523'],"[' 606.228s (Solving', ' 588.14s 1st Model', ' 16.56s Unsat', ' 0.00s)']",[' 603.688s'], ,[' 59144213'],"[' 11090852 (Analyzed', ' 10914980)']","[' 24174    (Average', ' 451.52 Last', ' 10303)']",[' 4973.1  '],"[' 1523     (Average Length', ' 869.58 Splits', ' 0)']","[' 10914980 (Deleted', ' 10772656)']","[' 22       (Ratio', '   0.00%)']","[' 9913     (Ratio', '   0.09%)']","[' 10914980 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10914980 (Average', '  4.98 Max', ' 8312 Sum', ' 54345877)']","[' 10912785 (Average', '  4.78 Max', ' 7742 Sum', ' 52199716 Ratio', '  96.05%)']","[' 2195     (Average', ' 977.75 Max', ' 1367 Sum', ' 2146161 Ratio', '   3.95%)']", ,[' 267123  '],[' 11095   '],[' 245234  '],[' 82196   '],"[' 214687   (Atom=Atom', ' 60399 Body=Body', ' 39243 Other', ' 115045)']",[' Yes'],"[' 14065    (Eliminated', '    0 Frozen', ' 14065)']","[' 1854     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.51103'],[' 0'], ,[' 407.726'],[' 0'],[' 9.90937'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05263e+08'],[' 7.30135e+07'],[' 0'],[' 1.91401e+10'],[' 0'],[' 0'],[' 1092 '],[' 2006 '],[' 2955 '],[' 3030 '],[' 3531 '],[' 4181 '],[' 5047 '],[' 5635 '],[' 5943 '],[' 9 '],[' 0 ']
