Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA61,[' 7129+'],[' 3569'],"[' 1006.811s (Solving', ' 976.53s 1st Model', ' 677.90s Unsat', ' 0.00s)']",[' 1004.031s'], ,[' 251373936'],"[' 15438071 (Analyzed', ' 15197426)']","[' 30297    (Average', ' 501.61 Last', ' 340403)']",[' 5327.7  '],"[' 3569     (Average Length', ' 1651.19 Splits', ' 0)']","[' 15197426 (Deleted', ' 14959840)']","[' 1085     (Ratio', '   0.01%)']","[' 36905    (Ratio', '   0.24%)']","[' 15197426 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15197426 (Average', ' 15.69 Max', ' 5522 Sum', ' 238519735)']","[' 15196693 (Average', ' 15.61 Max', ' 5522 Sum', ' 237285104 Ratio', '  99.48%)']","[' 733      (Average', ' 1684.35 Max', ' 3099 Sum', ' 1234631 Ratio', '   0.52%)']", ,[' 104081  '],[' 10605   '],[' 106182  '],[' 63433   '],"[' 190295   (Atom=Atom', ' 53826 Body=Body', ' 36055 Other', ' 100414)']",[' Yes'],"[' 13706    (Eliminated', '    0 Frozen', ' 13706)']","[' 5609     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.07704'],[' 0'], ,[' 610.711'],[' 0'],[' 22.5505'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.64812e+08'],[' 7.36301e+08'],[' 0'],[' 3.28426e+10'],[' 0'],[' 0'],[' 936 '],[' 1670 '],[' 2476 '],[' 3239 '],[' 4 '],[' 0 ']
UNKNOWN,TA62,[' 7249+'],[' 3629'],"[' 1007.084s (Solving', ' 979.39s 1st Model', ' 492.20s Unsat', ' 0.00s)']",[' 1005.109s'], ,[' 362981464'],"[' 10116049 (Analyzed', ' 9901142)']","[' 21043    (Average', ' 470.52 Last', ' 200697)']",[' 5298.6  '],"[' 3629     (Average Length', ' 1684.73 Splits', ' 0)']","[' 9901142  (Deleted', ' 9759755)']","[' 1063     (Ratio', '   0.01%)']","[' 48631    (Ratio', '   0.49%)']","[' 9901142  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9901142  (Average', ' 35.38 Max', ' 6601 Sum', ' 350302651)']","[' 9900433  (Average', ' 35.25 Max', ' 6601 Sum', ' 349043965 Ratio', '  99.64%)']","[' 709      (Average', ' 1775.30 Max', ' 3130 Sum', ' 1258686 Ratio', '   0.36%)']", ,[' 104409  '],[' 10718   '],[' 106544  '],[' 63820   '],"[' 191456   (Atom=Atom', ' 54100 Body=Body', ' 36168 Other', ' 101188)']",[' Yes'],"[' 13853    (Eliminated', '    0 Frozen', ' 13853)']","[' 6510     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.70728'],[' 0'], ,[' 523.013'],[' 0'],[' 25.4486'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32432e+09'],[' 1.14389e+09'],[' 0'],[' 2.82311e+10'],[' 0'],[' 0'],[' 942 '],[' 1741 '],[' 2615 '],[' 3424 '],[' 4 '],[' 0 ']
UNKNOWN,TA63,[' 7293+'],[' 3651'],"[' 1008.861s (Solving', ' 972.12s 1st Model', ' 447.76s Unsat', ' 0.00s)']",[' 1003.828s'], ,[' 241352541'],"[' 10472486 (Analyzed', ' 10306624)']","[' 22146    (Average', ' 465.39 Last', ' 325921)']",[' 5335.8  '],"[' 3651     (Average Length', ' 1669.93 Splits', ' 0)']","[' 10306624 (Deleted', ' 10148502)']","[' 799      (Ratio', '   0.01%)']","[' 32689    (Ratio', '   0.32%)']","[' 10306624 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10306624 (Average', ' 22.15 Max', ' 6034 Sum', ' 228318367)']","[' 10305995 (Average', ' 22.06 Max', ' 6034 Sum', ' 227316159 Ratio', '  99.56%)']","[' 629      (Average', ' 1593.34 Max', ' 3173 Sum', ' 1002208 Ratio', '   0.44%)']", ,[' 104136  '],[' 10592   '],[' 106312  '],[' 63416   '],"[' 190244   (Atom=Atom', ' 53822 Body=Body', ' 36042 Other', ' 100380)']",[' Yes'],"[' 13768    (Eliminated', '    0 Frozen', ' 13768)']","[' 5462     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.81921'],[' 0'], ,[' 587.323'],[' 0'],[' 20.9573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.19748e+08'],[' 6.90345e+08'],[' 0'],[' 3.11923e+10'],[' 0'],[' 0'],[' 885 '],[' 1548 '],[' 2349 '],[' 3510 '],[' 4 '],[' 0 ']
UNKNOWN,TA64,[' 7129+'],[' 3569'],"[' 1008.379s (Solving', ' 970.98s 1st Model', ' 605.53s Unsat', ' 0.00s)']",[' 1002.594s'], ,[' 283716852'],"[' 12154686 (Analyzed', ' 11826233)']","[' 24294    (Average', ' 486.80 Last', ' 90712)']",[' 5474.8  '],"[' 3569     (Average Length', ' 1629.35 Splits', ' 0)']","[' 11826233 (Deleted', ' 11674241)']","[' 1018     (Ratio', '   0.01%)']","[' 42060    (Ratio', '   0.36%)']","[' 11826233 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11826233 (Average', ' 22.84 Max', ' 6488 Sum', ' 270115637)']","[' 11825503 (Average', ' 22.75 Max', ' 6488 Sum', ' 269012625 Ratio', '  99.59%)']","[' 730      (Average', ' 1510.98 Max', ' 3030 Sum', ' 1103012 Ratio', '   0.41%)']", ,[' 104290  '],[' 10677   '],[' 106359  '],[' 63623   '],"[' 190865   (Atom=Atom', ' 53944 Body=Body', ' 36127 Other', ' 100794)']",[' Yes'],"[' 13746    (Eliminated', '    0 Frozen', ' 13746)']","[' 5718     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.94255'],[' 0'], ,[' 520.143'],[' 0'],[' 23.2287'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.98329e+08'],[' 8.59553e+08'],[' 0'],[' 2.38854e+10'],[' 0'],[' 0'],[' 998 '],[' 1585 '],[' 2327 '],[' 3053 '],[' 4 '],[' 0 ']
UNKNOWN,TA65,[' 7309+'],[' 3659'],"[' 1008.655s (Solving', ' 971.65s 1st Model', ' 619.09s Unsat', ' 0.00s)']",[' 1003.766s'], ,[' 307119479'],"[' 8108893  (Analyzed', ' 7917316)']","[' 18027    (Average', ' 439.19 Last', ' 108438)']",[' 5367.5  '],"[' 3659     (Average Length', ' 1702.86 Splits', ' 0)']","[' 7917316  (Deleted', ' 7795115)']","[' 965      (Ratio', '   0.01%)']","[' 41337    (Ratio', '   0.52%)']","[' 7917316  (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7917316  (Average', ' 37.15 Max', ' 5169 Sum', ' 294098852)']","[' 7916642  (Average', ' 37.01 Max', ' 5169 Sum', ' 293002037 Ratio', '  99.63%)']","[' 674      (Average', ' 1627.32 Max', ' 3226 Sum', ' 1096815 Ratio', '   0.37%)']", ,[' 104264  '],[' 10646   '],[' 106493  '],[' 63658   '],"[' 190970   (Atom=Atom', ' 54010 Body=Body', ' 36096 Other', ' 100864)']",[' Yes'],"[' 13875    (Eliminated', '    0 Frozen', ' 13875)']","[' 5834     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.87958'],[' 0'], ,[' 508.66'],[' 0'],[' 24.3055'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08136e+09'],[' 9.29511e+08'],[' 0'],[' 2.27073e+10'],[' 0'],[' 0'],[' 820 '],[' 1519 '],[' 2360 '],[' 3087 '],[' 4 '],[' 0 ']
UNKNOWN,TA66,[' 7645+'],[' 3827'],"[' 1008.092s (Solving', ' 970.75s 1st Model', ' 639.96s Unsat', ' 0.00s)']",[' 1002.766s'], ,[' 313347921'],"[' 6310051  (Analyzed', ' 6132060)']","[' 14109    (Average', ' 434.62 Last', ' 120126)']",[' 5283.8  '],"[' 3827     (Average Length', ' 1760.01 Splits', ' 0)']","[' 6132060  (Deleted', ' 6041403)']","[' 948      (Ratio', '   0.02%)']","[' 44518    (Ratio', '   0.73%)']","[' 6132060  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6132060  (Average', ' 49.00 Max', ' 6456 Sum', ' 300472782)']","[' 6131348  (Average', ' 48.80 Max', ' 6456 Sum', ' 299215707 Ratio', '  99.58%)']","[' 712      (Average', ' 1765.55 Max', ' 3313 Sum', ' 1257075 Ratio', '   0.42%)']", ,[' 104557  '],[' 10678   '],[' 106871  '],[' 63947   '],"[' 191837   (Atom=Atom', ' 54267 Body=Body', ' 36128 Other', ' 101442)']",[' Yes'],"[' 13992    (Eliminated', '    0 Frozen', ' 13992)']","[' 6355     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.00858'],[' 0'], ,[' 488.668'],[' 0'],[' 24.2658'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15406e+09'],[' 9.98052e+08'],[' 0'],[' 2.12062e+10'],[' 0'],[' 0'],[' 827 '],[' 1590 '],[' 2434 '],[' 3263 '],[' 4 '],[' 0 ']
UNKNOWN,TA67,[' 6409+'],[' 3209'],"[' 1007.650s (Solving', ' 974.69s 1st Model', ' 400.75s Unsat', ' 0.00s)']",[' 1001.359s'], ,[' 267743481'],"[' 11593418 (Analyzed', ' 11398912)']","[' 23474    (Average', ' 485.60 Last', ' 99523)']",[' 5165.6  '],"[' 3209     (Average Length', ' 1488.77 Splits', ' 0)']","[' 11398912 (Deleted', ' 11259505)']","[' 1176     (Ratio', '   0.01%)']","[' 39837    (Ratio', '   0.35%)']","[' 11398912 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11398912 (Average', ' 22.47 Max', ' 5246 Sum', ' 256109923)']","[' 11398249 (Average', ' 22.38 Max', ' 5246 Sum', ' 255144976 Ratio', '  99.62%)']","[' 663      (Average', ' 1455.43 Max', ' 2772 Sum', ' 964947 Ratio', '   0.38%)']", ,[' 103867  '],[' 10637   '],[' 105677  '],[' 63213   '],"[' 189635   (Atom=Atom', ' 53574 Body=Body', ' 36087 Other', ' 99974)']",[' Yes'],"[' 13447    (Eliminated', '    0 Frozen', ' 13447)']","[' 5295     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.0402'],[' 0'], ,[' 568.246'],[' 0'],[' 22.5066'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.95051e+08'],[' 7.67468e+08'],[' 0'],[' 2.83737e+10'],[' 0'],[' 0'],[' 967 '],[' 1683 '],[' 2536 '],[' 3206 '],[' 4 '],[' 0 ']
UNKNOWN,TA68,[' 7219+'],[' 3614'],"[' 1007.865s (Solving', ' 974.86s 1st Model', ' 466.55s Unsat', ' 0.00s)']",[' 1003.844s'], ,[' 270041570'],"[' 14188461 (Analyzed', ' 13930827)']","[' 26674    (Average', ' 522.26 Last', ' 285523)']",[' 5708.4  '],"[' 3614     (Average Length', ' 1679.06 Splits', ' 0)']","[' 13930827 (Deleted', ' 13718499)']","[' 811      (Ratio', '   0.01%)']","[' 37049    (Ratio', '   0.27%)']","[' 13930827 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13930827 (Average', ' 18.36 Max', ' 5724 Sum', ' 255820288)']","[' 13930151 (Average', ' 18.28 Max', ' 5724 Sum', ' 254673067 Ratio', '  99.55%)']","[' 676      (Average', ' 1697.07 Max', ' 3153 Sum', ' 1147221 Ratio', '   0.45%)']", ,[' 104065  '],[' 10621   '],[' 106222  '],[' 63492   '],"[' 190472   (Atom=Atom', ' 53869 Body=Body', ' 36071 Other', ' 100532)']",[' Yes'],"[' 13778    (Eliminated', '    0 Frozen', ' 13778)']","[' 4606     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.55342'],[' 0'], ,[' 582.091'],[' 0'],[' 22.9977'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.47666e+08'],[' 7.23158e+08'],[' 0'],[' 3.10835e+10'],[' 0'],[' 0'],[' 865 '],[' 1687 '],[' 2387 '],[' 3144 '],[' 4 '],[' 0 ']
UNKNOWN,TA69,[' 6721+'],[' 3365'],"[' 1005.971s (Solving', ' 978.47s 1st Model', ' 460.35s Unsat', ' 0.00s)']",[' 1002.891s'], ,[' 294335048'],"[' 12535658 (Analyzed', ' 12320527)']","[' 24941    (Average', ' 493.99 Last', ' 186291)']",[' 5320.2  '],"[' 3365     (Average Length', ' 1566.86 Splits', ' 0)']","[' 12320527 (Deleted', ' 12157370)']","[' 1119     (Ratio', '   0.01%)']","[' 43520    (Ratio', '   0.35%)']","[' 12320527 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12320527 (Average', ' 22.88 Max', ' 6686 Sum', ' 281937001)']","[' 12319858 (Average', ' 22.80 Max', ' 6686 Sum', ' 280880756 Ratio', '  99.63%)']","[' 669      (Average', ' 1578.84 Max', ' 2970 Sum', ' 1056245 Ratio', '   0.37%)']", ,[' 104100  '],[' 10672   '],[' 106070  '],[' 63417   '],"[' 190247   (Atom=Atom', ' 53743 Body=Body', ' 36122 Other', ' 100382)']",[' Yes'],"[' 13642    (Eliminated', '    0 Frozen', ' 13642)']","[' 5323     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.64187'],[' 0'], ,[' 571.828'],[' 0'],[' 23.6362'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.04887e+09'],[' 9.04711e+08'],[' 0'],[' 3.05974e+10'],[' 0'],[' 0'],[' 1048 '],[' 1847 '],[' 2585 '],[' 3425 '],[' 4 '],[' 0 ']
UNKNOWN,TA70,[' 6835+'],[' 3422'],"[' 1007.171s (Solving', ' 973.94s 1st Model', ' 585.53s Unsat', ' 0.00s)']",[' 1003.219s'], ,[' 267287235'],"[' 9391208  (Analyzed', ' 9173189)']","[' 19993    (Average', ' 458.82 Last', ' 292470)']",[' 5407.1  '],"[' 3422     (Average Length', ' 1579.30 Splits', ' 0)']","[' 9173189  (Deleted', ' 9048187)']","[' 1330     (Ratio', '   0.01%)']","[' 38321    (Ratio', '   0.42%)']","[' 9173189  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9173189  (Average', ' 27.75 Max', ' 5472 Sum', ' 254563850)']","[' 9172526  (Average', ' 27.63 Max', ' 5472 Sum', ' 253465983 Ratio', '  99.57%)']","[' 663      (Average', ' 1655.91 Max', ' 2965 Sum', ' 1097867 Ratio', '   0.43%)']", ,[' 104156  '],[' 10657   '],[' 106124  '],[' 63545   '],"[' 190631   (Atom=Atom', ' 53886 Body=Body', ' 36107 Other', ' 100638)']",[' Yes'],"[' 13625    (Eliminated', '    0 Frozen', ' 13625)']","[' 5699     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.45105'],[' 0'], ,[' 551.643'],[' 0'],[' 23.0545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.50908e+08'],[' 8.24303e+08'],[' 0'],[' 2.47402e+10'],[' 0'],[' 0'],[' 1039 '],[' 1731 '],[' 2518 '],[' 3323 '],[' 4 '],[' 0 ']
