Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4043+'],[' 2025'],"[' 602.763s (Solving', ' 592.66s 1st Model', ' 386.23s Unsat', ' 0.00s)']",[' 601.156s'], ,[' 271897517'],"[' 6547609  (Analyzed', ' 6310999)']","[' 16015    (Average', ' 394.07 Last', ' 323126)']",[' 3896.7  '],"[' 2025     (Average Length', ' 1071.10 Splits', ' 0)']","[' 6310999  (Deleted', ' 6233326)']","[' 380      (Ratio', '   0.01%)']","[' 40868    (Ratio', '   0.65%)']","[' 6310999  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6310999  (Average', ' 42.13 Max', ' 3693 Sum', ' 265905274)']","[' 6310470  (Average', ' 42.05 Max', ' 3693 Sum', ' 265382454 Ratio', '  99.80%)']","[' 529      (Average', ' 988.32 Max', ' 2203 Sum', ' 522820 Ratio', '   0.20%)']", ,[' 98807   '],[' 6772    '],[' 93299   '],[' 45308   '],"[' 130702   (Atom=Atom', ' 34256 Body=Body', ' 23402 Other', ' 73044)']",[' Yes'],"[' 8927     (Eliminated', '    0 Frozen', ' 8927)']","[' 5394     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.21564'],[' 0'], ,[' 249.616'],[' 0'],[' 17.9616'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.38091e+08'],[' 7.92913e+08'],[' 0'],[' 1.07468e+10'],[' 0'],[' 0'],[' 1115 '],[' 2064 '],[' 2962 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3959+'],[' 1983'],"[' 602.404s (Solving', ' 592.28s 1st Model', ' 237.54s Unsat', ' 0.00s)']",[' 601.109s'], ,[' 243211707'],"[' 9017928  (Analyzed', ' 8607712)']","[' 18443    (Average', ' 466.72 Last', ' 438149)']",[' 4148.2  '],"[' 1983     (Average Length', ' 1067.62 Splits', ' 0)']","[' 8607712  (Deleted', ' 8508603)']","[' 376      (Ratio', '   0.00%)']","[' 40355    (Ratio', '   0.47%)']","[' 8607712  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8607712  (Average', ' 27.47 Max', ' 3871 Sum', ' 236434165)']","[' 8607223  (Average', ' 27.41 Max', ' 3871 Sum', ' 235976744 Ratio', '  99.81%)']","[' 489      (Average', ' 935.42 Max', ' 1173 Sum', ' 457421 Ratio', '   0.19%)']", ,[' 98750   '],[' 6804    '],[' 93194   '],[' 45240   '],"[' 131034   (Atom=Atom', ' 34321 Body=Body', ' 23490 Other', ' 73223)']",[' Yes'],"[' 8915     (Eliminated', '    0 Frozen', ' 8915)']","[' 5457     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.21278'],[' 0'], ,[' 277.835'],[' 0'],[' 17.0073'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.89913e+08'],[' 6.59705e+08'],[' 0'],[' 1.28792e+10'],[' 0'],[' 0'],[' 1193 '],[' 2084 '],[' 3004 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3759+'],[' 1883'],"[' 602.454s (Solving', ' 593.37s 1st Model', ' 362.01s Unsat', ' 0.00s)']",[' 600.578s'], ,[' 256399117'],"[' 8826786  (Analyzed', ' 8510663)']","[' 19596    (Average', ' 434.31 Last', ' 204663)']",[' 3967.8  '],"[' 1883     (Average Length', ' 997.96 Splits', ' 0)']","[' 8510663  (Deleted', ' 8407709)']","[' 358      (Ratio', '   0.00%)']","[' 39106    (Ratio', '   0.46%)']","[' 8510663  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8510663  (Average', ' 29.42 Max', ' 3862 Sum', ' 250349238)']","[' 8510123  (Average', ' 29.36 Max', ' 3862 Sum', ' 249831060 Ratio', '  99.79%)']","[' 540      (Average', ' 959.59 Max', ' 1151 Sum', ' 518178 Ratio', '   0.21%)']", ,[' 99333   '],[' 6844    '],[' 93624   '],[' 45630   '],"[' 131041   (Atom=Atom', ' 34304 Body=Body', ' 23548 Other', ' 73189)']",[' Yes'],"[' 8815     (Eliminated', '    0 Frozen', ' 8815)']","[' 5163     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01899'],[' 0'], ,[' 270.373'],[' 0'],[' 17.8805'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.48055e+08'],[' 7.084e+08'],[' 0'],[' 1.21119e+10'],[' 0'],[' 0'],[' 1069 '],[' 1960 '],[' 2873 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3917+'],[' 1962'],"[' 602.666s (Solving', ' 593.07s 1st Model', ' 198.95s Unsat', ' 0.00s)']",[' 600.641s'], ,[' 262391104'],"[' 8382761  (Analyzed', ' 8147247)']","[' 16640    (Average', ' 489.62 Last', ' 291408)']",[' 3974.3  '],"[' 1962     (Average Length', ' 1045.19 Splits', ' 0)']","[' 8147247  (Deleted', ' 8039660)']","[' 381      (Ratio', '   0.00%)']","[' 42162    (Ratio', '   0.52%)']","[' 8147247  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8147247  (Average', ' 31.47 Max', ' 3681 Sum', ' 256368883)']","[' 8146721  (Average', ' 31.41 Max', ' 3681 Sum', ' 255881262 Ratio', '  99.81%)']","[' 526      (Average', ' 927.04 Max', ' 1153 Sum', ' 487621 Ratio', '   0.19%)']", ,[' 99039   '],[' 6828    '],[' 93423   '],[' 45426   '],"[' 131288   (Atom=Atom', ' 34403 Body=Body', ' 23546 Other', ' 73339)']",[' Yes'],"[' 8879     (Eliminated', '    0 Frozen', ' 8879)']","[' 5229     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14634'],[' 0'], ,[' 258.768'],[' 0'],[' 17.6653'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.88604e+08'],[' 7.51004e+08'],[' 0'],[' 1.16371e+10'],[' 0'],[' 0'],[' 1134 '],[' 2009 '],[' 2931 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 4033+'],[' 2020'],"[' 602.285s (Solving', ' 592.02s 1st Model', ' 341.35s Unsat', ' 0.00s)']",[' 600.172s'], ,[' 254108574'],"[' 7802660  (Analyzed', ' 7401125)']","[' 18165    (Average', ' 407.44 Last', ' 428250)']",[' 3978.8  '],"[' 2020     (Average Length', ' 1087.45 Splits', ' 0)']","[' 7401125  (Deleted', ' 7311674)']","[' 456      (Ratio', '   0.01%)']","[' 41060    (Ratio', '   0.55%)']","[' 7401125  (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7401125  (Average', ' 33.48 Max', ' 3784 Sum', ' 247808490)']","[' 7400605  (Average', ' 33.41 Max', ' 3784 Sum', ' 247287578 Ratio', '  99.79%)']","[' 520      (Average', ' 1001.75 Max', ' 1280 Sum', ' 520912 Ratio', '   0.21%)']", ,[' 99295   '],[' 6826    '],[' 93772   '],[' 45668   '],"[' 131183   (Atom=Atom', ' 34373 Body=Body', ' 23471 Other', ' 73339)']",[' Yes'],"[' 8945     (Eliminated', '    0 Frozen', ' 8945)']","[' 5218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22889'],[' 0'], ,[' 263.659'],[' 0'],[' 17.4661'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.4174e+08'],[' 7.10815e+08'],[' 0'],[' 1.15292e+10'],[' 0'],[' 0'],[' 1054 '],[' 2033 '],[' 2956 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3885+'],[' 1946'],"[' 602.990s (Solving', ' 592.46s 1st Model', ' 138.30s Unsat', ' 0.00s)']",[' 601.484s'], ,[' 235251284'],"[' 11337302 (Analyzed', ' 10918536)']","[' 21837    (Average', ' 500.00 Last', ' 314401)']",[' 4179.6  '],"[' 1946     (Average Length', ' 1043.58 Splits', ' 0)']","[' 10918536 (Deleted', ' 10799087)']","[' 360      (Ratio', '   0.00%)']","[' 37601    (Ratio', '   0.34%)']","[' 10918536 (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10918536 (Average', ' 20.93 Max', ' 3896 Sum', ' 228550212)']","[' 10917936 (Average', ' 20.88 Max', ' 3896 Sum', ' 228029968 Ratio', '  99.77%)']","[' 600      (Average', ' 867.07 Max', ' 1096 Sum', ' 520244 Ratio', '   0.23%)']", ,[' 98734   '],[' 6780    '],[' 93127   '],[' 45257   '],"[' 130534   (Atom=Atom', ' 34189 Body=Body', ' 23392 Other', ' 72953)']",[' Yes'],"[' 8848     (Eliminated', '    0 Frozen', ' 8848)']","[' 4970     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22762'],[' 0'], ,[' 305.549'],[' 0'],[' 16.8647'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.82636e+08'],[' 5.64191e+08'],[' 0'],[' 1.58074e+10'],[' 0'],[' 0'],[' 1193 '],[' 2267 '],[' 3087 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 4113+'],[' 2060'],"[' 602.843s (Solving', ' 592.06s 1st Model', ' 330.53s Unsat', ' 0.00s)']",[' 601.484s'], ,[' 260692897'],"[' 7640943  (Analyzed', ' 7203169)']","[' 16826    (Average', ' 428.10 Last', ' 380726)']",[' 4077.8  '],"[' 2060     (Average Length', ' 1098.47 Splits', ' 0)']","[' 7203169  (Deleted', ' 7116004)']","[' 411      (Ratio', '   0.01%)']","[' 40014    (Ratio', '   0.56%)']","[' 7203169  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7203169  (Average', ' 35.27 Max', ' 3728 Sum', ' 254059281)']","[' 7202599  (Average', ' 35.19 Max', ' 3728 Sum', ' 253514533 Ratio', '  99.79%)']","[' 570      (Average', ' 955.70 Max', ' 1215 Sum', ' 544748 Ratio', '   0.21%)']", ,[' 98799   '],[' 6810    '],[' 93281   '],[' 45360   '],"[' 131345   (Atom=Atom', ' 34431 Body=Body', ' 23507 Other', ' 73407)']",[' Yes'],"[' 8962     (Eliminated', '    0 Frozen', ' 8962)']","[' 5606     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.27892'],[' 0'], ,[' 261.593'],[' 0'],[' 17.6259'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.84466e+08'],[' 7.46114e+08'],[' 0'],[' 1.19262e+10'],[' 0'],[' 0'],[' 1264 '],[' 2219 '],[' 3149 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3977+'],[' 1992'],"[' 602.568s (Solving', ' 592.10s 1st Model', ' 324.57s Unsat', ' 0.00s)']",[' 600.859s'], ,[' 254352668'],"[' 8859041  (Analyzed', ' 8516326)']","[' 17564    (Average', ' 484.87 Last', ' 369241)']",[' 3963.1  '],"[' 1992     (Average Length', ' 1044.07 Splits', ' 0)']","[' 8516326  (Deleted', ' 8413478)']","[' 396      (Ratio', '   0.00%)']","[' 41141    (Ratio', '   0.48%)']","[' 8516326  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8516326  (Average', ' 29.13 Max', ' 3690 Sum', ' 248100694)']","[' 8515783  (Average', ' 29.07 Max', ' 3668 Sum', ' 247586196 Ratio', '  99.79%)']","[' 543      (Average', ' 947.51 Max', ' 1149 Sum', ' 514498 Ratio', '   0.21%)']", ,[' 99054   '],[' 6807    '],[' 93446   '],[' 45410   '],"[' 131091   (Atom=Atom', ' 34332 Body=Body', ' 23477 Other', ' 73282)']",[' Yes'],"[' 8888     (Eliminated', '    0 Frozen', ' 8888)']","[' 5552     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20652'],[' 0'], ,[' 264.62'],[' 0'],[' 17.4071'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.59075e+08'],[' 7.25896e+08'],[' 0'],[' 1.20645e+10'],[' 0'],[' 0'],[' 1180 '],[' 2137 '],[' 3096 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 4017+'],[' 2012'],"[' 602.524s (Solving', ' 591.79s 1st Model', ' 220.83s Unsat', ' 0.00s)']",[' 600.781s'], ,[' 243613158'],"[' 9373582  (Analyzed', ' 8916895)']","[' 18557    (Average', ' 480.51 Last', ' 295537)']",[' 4062.7  '],"[' 2012     (Average Length', ' 1087.77 Splits', ' 0)']","[' 8916895  (Deleted', ' 8809663)']","[' 332      (Ratio', '   0.00%)']","[' 40453    (Ratio', '   0.45%)']","[' 8916895  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8916895  (Average', ' 26.59 Max', ' 3694 Sum', ' 237090915)']","[' 8916339  (Average', ' 26.53 Max', ' 3694 Sum', ' 236531870 Ratio', '  99.76%)']","[' 556      (Average', ' 1005.48 Max', ' 1252 Sum', ' 559045 Ratio', '   0.24%)']", ,[' 99054   '],[' 6812    '],[' 93534   '],[' 45477   '],"[' 131314   (Atom=Atom', ' 34399 Body=Body', ' 23547 Other', ' 73368)']",[' Yes'],"[' 8949     (Eliminated', '    0 Frozen', ' 8949)']","[' 5461     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.18433'],[' 0'], ,[' 277.656'],[' 0'],[' 17.4319'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.04437e+08'],[' 6.77579e+08'],[' 0'],[' 1.29308e+10'],[' 0'],[' 0'],[' 1019 '],[' 2030 '],[' 2963 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4273+'],[' 2140'],"[' 602.524s (Solving', ' 592.47s 1st Model', ' 402.88s Unsat', ' 0.00s)']",[' 600.656s'], ,[' 279172250'],"[' 5381558  (Analyzed', ' 5102551)']","[' 14246    (Average', ' 358.17 Last', ' 223221)']",[' 3883.8  '],"[' 2140     (Average Length', ' 1117.35 Splits', ' 0)']","[' 5102551  (Deleted', ' 5033066)']","[' 388      (Ratio', '   0.01%)']","[' 41274    (Ratio', '   0.81%)']","[' 5102551  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5102551  (Average', ' 53.52 Max', ' 3657 Sum', ' 273091279)']","[' 5101960  (Average', ' 53.40 Max', ' 3650 Sum', ' 272453179 Ratio', '  99.77%)']","[' 591      (Average', ' 1079.70 Max', ' 2140 Sum', ' 638100 Ratio', '   0.23%)']", ,[' 98856   '],[' 6764    '],[' 93413   '],[' 45299   '],"[' 130882   (Atom=Atom', ' 34315 Body=Body', ' 23358 Other', ' 73209)']",[' Yes'],"[' 8983     (Eliminated', '    0 Frozen', ' 8983)']","[' 5899     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24491'],[' 0'], ,[' 239.533'],[' 0'],[' 18.4554'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.87466e+08'],[' 8.38777e+08'],[' 0'],[' 1.00303e+10'],[' 0'],[' 0'],[' 1022 '],[' 1970 '],[' 2859 '],[' 3 '],[' 0 ']
