Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,swv11, ,[' 1'],[' 1293+'],[' 648'],"[' 510.557s (Solving', ' 505.00s 1st Model', ' 17.53s Unsat', ' 0.00s)']",[' 509.063s'], ,[' 342643355'],"[' 480249   (Analyzed', ' 397986)']","[' 1282     (Average', ' 310.44 Last', ' 2033)']",[' 12371.5 '],"[' 648      (Average Length', ' 323.50 Splits', ' 0)']","[' 397986   (Deleted', ' 337126)']","[' 136      (Ratio', '   0.03%)']","[' 56951    (Ratio', '  14.31%)']","[' 397986   (Average Length', '   53.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 397986   (Average', ' 840.90 Max', ' 12124 Sum', ' 334667002)']","[' 397986   (Average', ' 840.90 Max', ' 12124 Sum', ' 334667002 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67867   '],[' 12750   '],[' 68013   '],[' 50597   '],"[' 151787   (Atom=Atom', ' 38345 Body=Body', ' 25450 Other', ' 87992)']",[' Yes'],"[' 13396    (Eliminated', '    0 Frozen', ' 13396)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.932986'],[' 0'], ,[' 136.699'],[' 0'],[' 20.053'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.53095e+08'],[' 8.03784e+08'],[' 0'],[' 1.84415e+09'],[' 0'],[' 0'],[' 4250 ']
Solving...,swv12, ,[' 1'],[' 1305+'],[' 654'],"[' 510.777s (Solving', ' 505.34s 1st Model', ' 496.75s Unsat', ' 0.00s)']",[' 509.234s'], ,[' 372264413'],"[' 470417   (Analyzed', ' 376200)']","[' 1400     (Average', ' 268.71 Last', ' 198289)']",[' 12253.8 '],"[' 654      (Average Length', ' 326.50 Splits', ' 0)']","[' 376200   (Deleted', ' 316001)']","[' 105      (Ratio', '   0.03%)']","[' 55264    (Ratio', '  14.69%)']","[' 376200   (Average Length', '   61.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 376200   (Average', ' 968.27 Max', ' 12149 Sum', ' 364263795)']","[' 376200   (Average', ' 968.27 Max', ' 12149 Sum', ' 364263795 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67873   '],[' 12750   '],[' 68025   '],[' 50603   '],"[' 151805   (Atom=Atom', ' 38351 Body=Body', ' 25450 Other', ' 88004)']",[' Yes'],"[' 13402    (Eliminated', '    0 Frozen', ' 13402)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.948268'],[' 0'], ,[' 137.077'],[' 0'],[' 21.2433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.41389e+08'],[' 7.96111e+08'],[' 0'],[' 1.82225e+09'],[' 0'],[' 0'],[' 4678 ']
Solving...,swv13, ,[' 1'],[' 1563+'],[' 783'],"[' 511.070s (Solving', ' 504.37s 1st Model', ' 394.84s Unsat', ' 0.00s)']",[' 508.859s'], ,[' 363852879'],"[' 532010   (Analyzed', ' 384311)']","[' 1728     (Average', ' 222.40 Last', ' 113102)']",[' 11825.2 '],"[' 783      (Average Length', ' 391.00 Splits', ' 0)']","[' 384311   (Deleted', ' 324098)']","[' 135      (Ratio', '   0.04%)']","[' 56156    (Ratio', '  14.61%)']","[' 384311   (Average Length', '   62.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 384311   (Average', ' 922.78 Max', ' 12148 Sum', ' 354633182)']","[' 384311   (Average', ' 922.78 Max', ' 12148 Sum', ' 354633182 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 68002   '],[' 12750   '],[' 68283   '],[' 50732   '],"[' 152192   (Atom=Atom', ' 38480 Body=Body', ' 25450 Other', ' 88262)']",[' Yes'],"[' 13531    (Eliminated', '    0 Frozen', ' 13531)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.12386'],[' 0'], ,[' 138.051'],[' 0'],[' 20.6612'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.39651e+08'],[' 7.91757e+08'],[' 0'],[' 1.92232e+09'],[' 0'],[' 0'],[' 4873 ']
Solving...,swv14, ,[' 1'],[' 1427+'],[' 715'],"[' 510.931s (Solving', ' 504.76s 1st Model', ' 20.32s Unsat', ' 0.00s)']",[' 509.609s'], ,[' 345873420'],"[' 513987   (Analyzed', ' 412808)']","[' 1399     (Average', ' 295.07 Last', ' 2104)']",[' 12386.7 '],"[' 715      (Average Length', ' 357.00 Splits', ' 0)']","[' 412808   (Deleted', ' 351010)']","[' 119      (Ratio', '   0.03%)']","[' 57323    (Ratio', '  13.89%)']","[' 412808   (Average Length', '   52.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 412808   (Average', ' 816.58 Max', ' 12144 Sum', ' 337089221)']","[' 412808   (Average', ' 816.58 Max', ' 12144 Sum', ' 337089221 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67934   '],[' 12750   '],[' 68147   '],[' 50664   '],"[' 151988   (Atom=Atom', ' 38412 Body=Body', ' 25450 Other', ' 88126)']",[' Yes'],"[' 13463    (Eliminated', '    0 Frozen', ' 13463)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.01833'],[' 0'], ,[' 137.061'],[' 0'],[' 20.0267'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.61081e+08'],[' 8.10834e+08'],[' 0'],[' 1.91292e+09'],[' 0'],[' 0'],[' 4148 ']
Solving...,swv15, ,[' 1'],[' 1461+'],[' 732'],"[' 510.785s (Solving', ' 504.64s 1st Model', ' 460.95s Unsat', ' 0.00s)']",[' 508.875s'], ,[' 378117313'],"[' 471820   (Analyzed', ' 366342)']","[' 1578     (Average', ' 232.16 Last', ' 121939)']",[' 11417.3 '],"[' 732      (Average Length', ' 365.50 Splits', ' 0)']","[' 366342   (Deleted', ' 308281)']","[' 138      (Ratio', '   0.04%)']","[' 53414    (Ratio', '  14.58%)']","[' 366342   (Average Length', '   63.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 366342   (Average', ' 1009.41 Max', ' 12154 Sum', ' 369789314)']","[' 366342   (Average', ' 1009.41 Max', ' 12154 Sum', ' 369789314 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 67951   '],[' 12750   '],[' 68181   '],[' 50681   '],"[' 152039   (Atom=Atom', ' 38429 Body=Body', ' 25450 Other', ' 88160)']",[' Yes'],"[' 13480    (Eliminated', '    0 Frozen', ' 13480)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.04076'],[' 0'], ,[' 137.272'],[' 0'],[' 21.3663'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.40351e+08'],[' 7.95229e+08'],[' 0'],[' 1.83715e+09'],[' 0'],[' 0'],[' 4623 ']
Solving...,swv16, ,[' 1'],[' 4597+'],[' 2300'],"[' 515.153s (Solving', ' 495.15s 1st Model', ' 447.96s Unsat', ' 0.00s)']",[' 513.547s'], ,[' 366137738'],"[' 784180   (Analyzed', ' 442720)']","[' 2945     (Average', ' 150.33 Last', ' 43150)']",[' 12744.3 '],"[' 2300     (Average Length', ' 1149.50 Splits', ' 0)']","[' 442720   (Deleted', ' 390150)']","[' 127      (Ratio', '   0.03%)']","[' 48691    (Ratio', '  11.00%)']","[' 442720   (Average Length', '   40.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 442720   (Average', ' 765.73 Max', ' 12164 Sum', ' 339005110)']","[' 442720   (Average', ' 765.73 Max', ' 12164 Sum', ' 339005110 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 69519   '],[' 12750   '],[' 71317   '],[' 52249   '],"[' 156743   (Atom=Atom', ' 39997 Body=Body', ' 25450 Other', ' 91296)']",[' Yes'],"[' 15048    (Eliminated', '    0 Frozen', ' 15048)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.176'],[' 0'], ,[' 141.15'],[' 0'],[' 20.7187'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.12575e+08'],[' 7.62432e+08'],[' 0'],[' 2.01299e+09'],[' 0'],[' 0'],[' 3071 ']
Solving...,swv17, ,[' 1'],[' 4211+'],[' 2107'],"[' 514.148s (Solving', ' 495.99s 1st Model', ' 401.07s Unsat', ' 0.00s)']",[' 511.719s'], ,[' 349108304'],"[' 866951   (Analyzed', ' 469130)']","[' 2660     (Average', ' 176.36 Last', ' 202101)']",[' 12801.2 '],"[' 2107     (Average Length', ' 1053.00 Splits', ' 0)']","[' 469130   (Deleted', ' 413989)']","[' 139      (Ratio', '   0.03%)']","[' 51038    (Ratio', '  10.88%)']","[' 469130   (Average Length', '   40.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 469130   (Average', ' 690.34 Max', ' 12160 Sum', ' 323858555)']","[' 469129   (Average', ' 690.34 Max', ' 12160 Sum', ' 323858444 Ratio', ' 100.00%)']","[' 1        (Average', ' 111.00 Max', ' 111 Sum', '    111 Ratio', '   0.00%)']", ,[' 69326   '],[' 12750   '],[' 70931   '],[' 52056   '],"[' 156164   (Atom=Atom', ' 39804 Body=Body', ' 25450 Other', ' 90910)']",[' Yes'],"[' 14855    (Eliminated', '    0 Frozen', ' 14855)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.93233'],[' 0'], ,[' 141.625'],[' 0'],[' 20.259'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.13526e+08'],[' 7.60966e+08'],[' 0'],[' 2.1267e+09'],[' 0'],[' 0'],[' 3027 ']
Solving...,swv18, ,[' 1'],[' 3375+'],[' 1689'],"[' 512.539s (Solving', ' 498.42s 1st Model', ' 468.08s Unsat', ' 0.00s)']",[' 510.469s'], ,[' 352191817'],"[' 741648   (Analyzed', ' 458295)']","[' 2566     (Average', ' 178.60 Last', ' 189230)']",[' 12729.6 '],"[' 1689     (Average Length', ' 844.00 Splits', ' 0)']","[' 458295   (Deleted', ' 404835)']","[' 121      (Ratio', '   0.03%)']","[' 51064    (Ratio', '  11.14%)']","[' 458295   (Average Length', '   39.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 458295   (Average', ' 723.83 Max', ' 12171 Sum', ' 331725709)']","[' 458295   (Average', ' 723.83 Max', ' 12171 Sum', ' 331725709 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 68908   '],[' 12750   '],[' 70095   '],[' 51638   '],"[' 154910   (Atom=Atom', ' 39386 Body=Body', ' 25450 Other', ' 90074)']",[' Yes'],"[' 14437    (Eliminated', '    0 Frozen', ' 14437)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.32607'],[' 0'], ,[' 140.12'],[' 0'],[' 20.4275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.34704e+08'],[' 7.83376e+08'],[' 0'],[' 1.97448e+09'],[' 0'],[' 0'],[' 3024 ']
Solving...,swv19, ,[' 1'],[' 3795+'],[' 1899'],"[' 513.333s (Solving', ' 497.46s 1st Model', ' 464.55s Unsat', ' 0.00s)']",[' 510.844s'], ,[' 350339995'],"[' 799261   (Analyzed', ' 507921)']","[' 2700     (Average', ' 188.12 Last', ' 98800)']",[' 12714.9 '],"[' 1899     (Average Length', ' 949.00 Splits', ' 0)']","[' 507921   (Deleted', ' 453089)']","[' 144      (Ratio', '   0.03%)']","[' 50832    (Ratio', '  10.01%)']","[' 507921   (Average Length', '   41.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 507921   (Average', ' 644.97 Max', ' 12166 Sum', ' 327594350)']","[' 507921   (Average', ' 644.97 Max', ' 12166 Sum', ' 327594350 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 69118   '],[' 12750   '],[' 70515   '],[' 51848   '],"[' 155540   (Atom=Atom', ' 39596 Body=Body', ' 25450 Other', ' 90494)']",[' Yes'],"[' 14647    (Eliminated', '    0 Frozen', ' 14647)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.59706'],[' 0'], ,[' 142.28'],[' 0'],[' 20.1396'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.25604e+08'],[' 7.71139e+08'],[' 0'],[' 2.22381e+09'],[' 0'],[' 0'],[' 3187 ']
Solving...,swv20, ,[' 1'],[' 3523+'],[' 1763'],"[' 512.723s (Solving', ' 497.47s 1st Model', ' 243.86s Unsat', ' 0.00s)']",[' 509.500s'], ,[' 339310960'],"[' 775061   (Analyzed', ' 425027)']","[' 2525     (Average', ' 168.33 Last', ' 91420)']",[' 12736.3 '],"[' 1763     (Average Length', ' 881.00 Splits', ' 0)']","[' 425027   (Deleted', ' 374330)']","[' 115      (Ratio', '   0.03%)']","[' 47231    (Ratio', '  11.11%)']","[' 425027   (Average Length', '   40.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 425027   (Average', ' 748.10 Max', ' 12164 Sum', ' 317960636)']","[' 425027   (Average', ' 748.10 Max', ' 12164 Sum', ' 317960636 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 68982   '],[' 12750   '],[' 70243   '],[' 51712   '],"[' 155132   (Atom=Atom', ' 39460 Body=Body', ' 25450 Other', ' 90222)']",[' Yes'],"[' 14511    (Eliminated', '    0 Frozen', ' 14511)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.43999'],[' 0'], ,[' 145.346'],[' 0'],[' 20.6937'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.44002e+08'],[' 6.97751e+08'],[' 0'],[' 1.88636e+09'],[' 0'],[' 0'],[' 3038 ']
