Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu31_Clus(1), , , , , , , , , , ,[' 1'],[' 3141+'],[' 1574'],"[' 602.669s (Solving', ' 593.52s 1st Model', ' 356.20s Unsat', ' 0.00s)']",[' 597.906s'], ,[' 176336094'],"[' 4576016  (Analyzed', ' 4306890)']","[' 11983    (Average', ' 359.42 Last', ' 252267)']",[' 3170.9  '],"[' 1574     (Average Length', ' 866.58 Splits', ' 0)']","[' 4306890  (Deleted', ' 4241124)']","[' 1163     (Ratio', '   0.03%)']","[' 38321    (Ratio', '   0.89%)']","[' 4306890  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4306890  (Average', ' 40.03 Max', ' 3391 Sum', ' 172406025)']","[' 4306442  (Average', ' 39.93 Max', ' 3096 Sum', ' 171977061 Ratio', '  99.75%)']","[' 448      (Average', ' 957.51 Max', ' 1122 Sum', ' 428964 Ratio', '   0.25%)']", ,[' 94013   '],[' 6113    '],[' 87280   '],[' 39846   '],"[' 117062   (Atom=Atom', ' 30348 Body=Body', ' 20394 Other', ' 66320)']",[' Yes'],"[' 7909     (Eliminated', '    0 Frozen', ' 7909)']","[' 4783     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.81377'],[' 0'], ,[' 277.555'],[' 0'],[' 15.8335'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.54673e+08'],[' 5.74865e+08'],[' 0'],[' 1.05777e+10'],[' 0'],[' 0'],[' 3326 '],[' 5930 '],[' 8488 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(10), , , , , , , , , , ,[' 1'],[' 3455+'],[' 1731'],"[' 603.209s (Solving', ' 591.86s 1st Model', ' 271.01s Unsat', ' 0.00s)']",[' 599.391s'], ,[' 173610836'],"[' 4765374  (Analyzed', ' 4423032)']","[' 11886    (Average', ' 372.12 Last', ' 179154)']",[' 3810.5  '],"[' 1731     (Average Length', ' 956.98 Splits', ' 0)']","[' 4423032  (Deleted', ' 4349715)']","[' 809      (Ratio', '   0.02%)']","[' 44077    (Ratio', '   1.00%)']","[' 4423032  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4423032  (Average', ' 38.08 Max', ' 3780 Sum', ' 168438052)']","[' 4422506  (Average', ' 37.97 Max', ' 3780 Sum', ' 167942062 Ratio', '  99.71%)']","[' 526      (Average', ' 942.95 Max', ' 1233 Sum', ' 495990 Ratio', '   0.29%)']", ,[' 100788  '],[' 7156    '],[' 94331   '],[' 44337   '],"[' 132016   (Atom=Atom', ' 34600 Body=Body', ' 23490 Other', ' 73926)']",[' Yes'],"[' 9078     (Eliminated', '    0 Frozen', ' 9078)']","[' 6210     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16475'],[' 0'], ,[' 277.91'],[' 0'],[' 15.8194'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.25821e+08'],[' 5.53041e+08'],[' 0'],[' 1.21826e+10'],[' 0'],[' 0'],[' 3181 '],[' 5542 '],[' 8617 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(11), , , , , , , , , , ,[' 1'],[' 3907+'],[' 1957'],"[' 603.646s (Solving', ' 590.70s 1st Model', ' 380.22s Unsat', ' 0.00s)']",[' 597.219s'], ,[' 185602814'],"[' 4091412  (Analyzed', ' 3651804)']","[' 10870    (Average', ' 335.95 Last', ' 307124)']",[' 4180.4  '],"[' 1957     (Average Length', ' 1048.92 Splits', ' 0)']","[' 3651804  (Deleted', ' 3575205)']","[' 784      (Ratio', '   0.02%)']","[' 48881    (Ratio', '   1.34%)']","[' 3651804  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3651804  (Average', ' 49.04 Max', ' 4501 Sum', ' 179076537)']","[' 3651461  (Average', ' 48.94 Max', ' 4501 Sum', ' 178710352 Ratio', '  99.80%)']","[' 343      (Average', ' 1067.59 Max', ' 1302 Sum', ' 366185 Ratio', '   0.20%)']", ,[' 104281  '],[' 7545    '],[' 97685   '],[' 46807   '],"[' 138628   (Atom=Atom', ' 36382 Body=Body', ' 24657 Other', ' 77589)']",[' Yes'],"[' 9672     (Eliminated', '    0 Frozen', ' 9672)']","[' 4633     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.55541'],[' 0'], ,[' 246.458'],[' 0'],[' 16.1815'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.70884e+08'],[' 5.97867e+08'],[' 0'],[' 7.93814e+09'],[' 0'],[' 0'],[' 3059 '],[' 5414 '],[' 8400 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(12), , , , , , , , , , ,[' 1'],[' 3351+'],[' 1679'],"[' 602.731s (Solving', ' 592.96s 1st Model', ' 382.22s Unsat', ' 0.00s)']",[' 598.953s'], ,[' 168815248'],"[' 5751045  (Analyzed', ' 5386584)']","[' 13728    (Average', ' 392.38 Last', ' 1433440)']",[' 3609.6  '],"[' 1679     (Average Length', ' 911.62 Splits', ' 0)']","[' 5386584  (Deleted', ' 5323424)']","[' 955      (Ratio', '   0.02%)']","[' 34229    (Ratio', '   0.64%)']","[' 5386584  (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5386584  (Average', ' 30.41 Max', ' 3874 Sum', ' 163828029)']","[' 5386177  (Average', ' 30.34 Max', ' 3874 Sum', ' 163414699 Ratio', '  99.75%)']","[' 407      (Average', ' 1015.55 Max', ' 1190 Sum', ' 413330 Ratio', '   0.25%)']", ,[' 96393   '],[' 6503    '],[' 89884   '],[' 41701   '],"[' 122532   (Atom=Atom', ' 31936 Body=Body', ' 21531 Other', ' 69065)']",[' Yes'],"[' 8387     (Eliminated', '    0 Frozen', ' 8387)']","[' 4034     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.91113'],[' 0'], ,[' 296.319'],[' 0'],[' 15.7083'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.84232e+08'],[' 5.04196e+08'],[' 0'],[' 1.21382e+10'],[' 0'],[' 0'],[' 3060 '],[' 5821 '],[' 8916 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(13), , , , , , , , , , ,[' 1'],[' 4045+'],[' 2026'],"[' 603.702s (Solving', ' 589.69s 1st Model', ' 192.30s Unsat', ' 0.00s)']",[' 592.234s'], ,[' 151412688'],"[' 5347108  (Analyzed', ' 4946180)']","[' 12141    (Average', ' 407.39 Last', ' 87171)']",[' 3946.3  '],"[' 2026     (Average Length', ' 1069.33 Splits', ' 0)']","[' 4946180  (Deleted', ' 4880386)']","[' 864      (Ratio', '   0.02%)']","[' 32291    (Ratio', '   0.65%)']","[' 4946180  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4946180  (Average', ' 29.38 Max', ' 4116 Sum', ' 145340697)']","[' 4945720  (Average', ' 29.28 Max', ' 4116 Sum', ' 144825047 Ratio', '  99.65%)']","[' 460      (Average', ' 1120.98 Max', ' 1323 Sum', ' 515650 Ratio', '   0.35%)']", ,[' 98042   '],[' 6684    '],[' 91840   '],[' 42766   '],"[' 126063   (Atom=Atom', ' 33007 Body=Body', ' 22074 Other', ' 70982)']",[' Yes'],"[' 8872     (Eliminated', '    0 Frozen', ' 8872)']","[' 4318     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.81639'],[' 0'], ,[' 282.781'],[' 0'],[' 15.2537'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.41782e+08'],[' 4.66947e+08'],[' 0'],[' 9.7687e+09'],[' 0'],[' 0'],[' 2968 '],[' 5486 '],[' 8392 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(14), , , , , , , , , , ,[' 1'],[' 3771+'],[' 1889'],"[' 603.293s (Solving', ' 591.73s 1st Model', ' 331.27s Unsat', ' 0.00s)']",[' 597.984s'], ,[' 172940171'],"[' 5358380  (Analyzed', ' 4844661)']","[' 13075    (Average', ' 370.53 Last', ' 711786)']",[' 3939.5  '],"[' 1889     (Average Length', ' 1019.45 Splits', ' 0)']","[' 4844661  (Deleted', ' 4777734)']","[' 887      (Ratio', '   0.02%)']","[' 37761    (Ratio', '   0.78%)']","[' 4844661  (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4844661  (Average', ' 34.47 Max', ' 4281 Sum', ' 166998656)']","[' 4844207  (Average', ' 34.37 Max', ' 4281 Sum', ' 166516628 Ratio', '  99.71%)']","[' 454      (Average', ' 1061.74 Max', ' 1307 Sum', ' 482028 Ratio', '   0.29%)']", ,[' 99516   '],[' 6897    '],[' 93080   '],[' 43713   '],"[' 128862   (Atom=Atom', ' 33722 Body=Body', ' 22713 Other', ' 72427)']",[' Yes'],"[' 8967     (Eliminated', '    0 Frozen', ' 8967)']","[' 4489     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.35229'],[' 0'], ,[' 285.607'],[' 0'],[' 16.1641'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.96003e+08'],[' 5.19339e+08'],[' 0'],[' 1.12131e+10'],[' 0'],[' 0'],[' 2833 '],[' 5375 '],[' 8412 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(15), , , , , , , , , , ,[' 1'],[' 3865+'],[' 1936'],"[' 602.854s (Solving', ' 592.49s 1st Model', ' 370.71s Unsat', ' 0.00s)']",[' 598.781s'], ,[' 184725071'],"[' 6366060  (Analyzed', ' 5936815)']","[' 14496    (Average', ' 409.55 Last', ' 1739139)']",[' 3774.5  '],"[' 1936     (Average Length', ' 1037.84 Splits', ' 0)']","[' 5936815  (Deleted', ' 5870592)']","[' 1019     (Ratio', '   0.02%)']","[' 36820    (Ratio', '   0.62%)']","[' 5936815  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5936815  (Average', ' 30.16 Max', ' 3936 Sum', ' 179054754)']","[' 5936335  (Average', ' 30.07 Max', ' 3936 Sum', ' 178521042 Ratio', '  99.70%)']","[' 480      (Average', ' 1111.90 Max', ' 1355 Sum', ' 533712 Ratio', '   0.30%)']", ,[' 96741   '],[' 6522    '],[' 90539   '],[' 41854   '],"[' 123340   (Atom=Atom', ' 32269 Body=Body', ' 21588 Other', ' 69483)']",[' Yes'],"[' 8623     (Eliminated', '    0 Frozen', ' 8623)']","[' 3905     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09265'],[' 0'], ,[' 296.219'],[' 0'],[' 15.9599'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.73735e+08'],[' 5.83294e+08'],[' 0'],[' 1.32069e+10'],[' 0'],[' 0'],[' 2997 '],[' 5445 '],[' 8184 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(2), , , , , , , , , , ,[' 1'],[' 3419+'],[' 1713'],"[' 602.397s (Solving', ' 593.68s 1st Model', ' 375.71s Unsat', ' 0.00s)']",[' 598.219s'], ,[' 193226153'],"[' 6321400  (Analyzed', ' 5997336)']","[' 15780    (Average', ' 380.06 Last', ' 1367653)']",[' 3346.8  '],"[' 1713     (Average Length', ' 924.62 Splits', ' 0)']","[' 5997336  (Deleted', ' 5927173)']","[' 1367     (Ratio', '   0.02%)']","[' 38092    (Ratio', '   0.64%)']","[' 5997336  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5997336  (Average', ' 31.46 Max', ' 3320 Sum', ' 188689041)']","[' 5996845  (Average', ' 31.38 Max', ' 3320 Sum', ' 188220980 Ratio', '  99.75%)']","[' 491      (Average', ' 953.28 Max', ' 1130 Sum', ' 468061 Ratio', '   0.25%)']", ,[' 93491   '],[' 6116    '],[' 87241   '],[' 39701   '],"[' 116713   (Atom=Atom', ' 30422 Body=Body', ' 20370 Other', ' 65921)']",[' Yes'],"[' 8016     (Eliminated', '    0 Frozen', ' 8016)']","[' 4384     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77179'],[' 0'], ,[' 293.763'],[' 0'],[' 15.962'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.58913e+08'],[' 6.58959e+08'],[' 0'],[' 1.3956e+10'],[' 0'],[' 0'],[' 3295 '],[' 5812 '],[' 8440 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(3), , , , , , , , , , ,[' 1'],[' 3181+'],[' 1594'],"[' 602.347s (Solving', ' 594.10s 1st Model', ' 390.67s Unsat', ' 0.00s)']",[' 598.844s'], ,[' 176728214'],"[' 6558943  (Analyzed', ' 6343487)']","[' 16450    (Average', ' 385.62 Last', ' 980158)']",[' 3279.3  '],"[' 1594     (Average Length', ' 854.56 Splits', ' 0)']","[' 6343487  (Deleted', ' 6280694)']","[' 1342     (Ratio', '   0.02%)']","[' 34087    (Ratio', '   0.54%)']","[' 6343487  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6343487  (Average', ' 27.21 Max', ' 3296 Sum', ' 172617231)']","[' 6342936  (Average', ' 27.14 Max', ' 3296 Sum', ' 172138233 Ratio', '  99.72%)']","[' 551      (Average', ' 869.32 Max', ' 963 Sum', ' 478998 Ratio', '   0.28%)']", ,[' 92920   '],[' 6052    '],[' 86616   '],[' 39234   '],"[' 115326   (Atom=Atom', ' 30047 Body=Body', ' 20178 Other', ' 65101)']",[' Yes'],"[' 7852     (Eliminated', '    0 Frozen', ' 7852)']","[' 4279     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.65432'],[' 0'], ,[' 307.471'],[' 0'],[' 15.4809'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.33407e+08'],[' 6.34583e+08'],[' 0'],[' 1.56711e+10'],[' 0'],[' 0'],[' 3079 '],[' 5755 '],[' 8234 '],[' 3 '],[' 0 ']
Solving...,Dmu31_Clus(4), , , , , , , , , , ,[' 1'],[' 3511+'],[' 1759'],"[' 602.307s (Solving', ' 593.74s 1st Model', ' 506.20s Unsat', ' 0.00s)']",[' 600.500s'], ,[' 206421727'],"[' 7122613  (Analyzed', ' 6802107)']","[' 18381    (Average', ' 370.06 Last', ' 776406)']",[' 3470.3  '],"[' 1759     (Average Length', ' 937.99 Splits', ' 0)']","[' 6802107  (Deleted', ' 6739759)']","[' 1200     (Ratio', '   0.02%)']","[' 35799    (Ratio', '   0.53%)']","[' 6802107  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6802107  (Average', ' 29.63 Max', ' 3598 Sum', ' 201532101)']","[' 6801618  (Average', ' 29.56 Max', ' 3598 Sum', ' 201047387 Ratio', '  99.76%)']","[' 489      (Average', ' 991.24 Max', ' 2080 Sum', ' 484714 Ratio', '   0.24%)']", ,[' 94170   '],[' 6198    '],[' 87898   '],[' 40169   '],"[' 118082   (Atom=Atom', ' 30796 Body=Body', ' 20616 Other', ' 66670)']",[' Yes'],"[' 8123     (Eliminated', '    0 Frozen', ' 8123)']","[' 4213     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.7327'],[' 0'], ,[' 289.651'],[' 0'],[' 16.1779'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.41244e+08'],[' 7.28482e+08'],[' 0'],[' 1.39356e+10'],[' 0'],[' 0'],[' 3105 '],[' 5649 '],[' 7991 '],[' 3 '],[' 0 ']
