Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 5325+'],[' 2670'],"[' 608.972s (Solving', ' 578.74s 1st Model', ' 40.41s Unsat', ' 0.00s)']",[' 604.828s'], ,[' 128269653'],"[' 11626780 (Analyzed', ' 11133617)']","[' 23341    (Average', ' 477.00 Last', ' 15202)']",[' 7377.9  '],"[' 2670     (Average Length', ' 1410.10 Splits', ' 0)']","[' 11133617 (Deleted', ' 11006142)']","[' 21       (Ratio', '   0.00%)']","[' 15158    (Ratio', '   0.14%)']","[' 11133617 (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11133617 (Average', ' 10.31 Max', ' 10732 Sum', ' 114737282)']","[' 11130958 (Average', '  9.99 Max', ' 9598 Sum', ' 111241303 Ratio', '  96.95%)']","[' 2659     (Average', ' 1314.77 Max', ' 1890 Sum', ' 3495979 Ratio', '   3.05%)']", ,[' 294290  '],[' 13763   '],[' 268091  '],[' 99759   '],"[' 259984   (Atom=Atom', ' 71737 Body=Body', ' 47126 Other', ' 141121)']",[' Yes'],"[' 17560    (Eliminated', '    0 Frozen', ' 17560)']","[' 2931     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.05513'],[' 0'], ,[' 349.48'],[' 0'],[' 11.7303'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.01305e+08'],[' 1.58283e+08'],[' 0'],[' 2.07465e+10'],[' 0'],[' 0'],[' 1093 '],[' 2115 '],[' 3045 '],[' 3842 '],[' 4497 '],[' 5287 '],[' 6039 '],[' 7 '],[' 0 ']
Solving...,TA72, , , ,[' 5871+'],[' 2943'],"[' 610.867s (Solving', ' 577.37s 1st Model', ' 76.52s Unsat', ' 0.00s)']",[' 609.578s'], ,[' 145959827'],"[' 12812870 (Analyzed', ' 12166534)']","[' 26143    (Average', ' 465.38 Last', ' 27432)']",[' 7397.5  '],"[' 2944     (Average Length', ' 1534.70 Splits', ' 0)']","[' 12166534 (Deleted', ' 12019299)']","[' 31       (Ratio', '   0.00%)']","[' 19428    (Ratio', '   0.16%)']","[' 12166534 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12166534 (Average', ' 10.78 Max', ' 9614 Sum', ' 131131074)']","[' 12164043 (Average', ' 10.48 Max', ' 9389 Sum', ' 127467469 Ratio', '  97.21%)']","[' 2491     (Average', ' 1470.74 Max', ' 2127 Sum', ' 3663605 Ratio', '   2.79%)']", ,[' 296483  '],[' 13538   '],[' 269170  '],[' 100666  '],"[' 257400   (Atom=Atom', ' 71109 Body=Body', ' 46451 Other', ' 139840)']",[' Yes'],"[' 17533    (Eliminated', '    0 Frozen', ' 17533)']","[' 2717     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.32332'],[' 0'], ,[' 336.779'],[' 0'],[' 12.3128'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.31155e+08'],[' 1.81041e+08'],[' 0'],[' 2.15369e+10'],[' 0'],[' 0'],[' 918 '],[' 1718 '],[' 2631 '],[' 3332 '],[' 4064 '],[' 4772 '],[' 5522 '],[' 7 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 5441+'],[' 2728'],"[' 608.226s (Solving', ' 579.12s 1st Model', ' 39.91s Unsat', ' 0.00s)']",[' 606.594s'], ,[' 125350121'],"[' 13513032 (Analyzed', ' 13069926)']","[' 26859    (Average', ' 486.61 Last', ' 33910)']",[' 7230.5  '],"[' 2728     (Average Length', ' 1442.36 Splits', ' 0)']","[' 13069926 (Deleted', ' 12908853)']","[' 29       (Ratio', '   0.00%)']","[' 15081    (Ratio', '   0.12%)']","[' 13069926 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13069926 (Average', '  8.55 Max', ' 11299 Sum', ' 111754328)']","[' 13067471 (Average', '  8.30 Max', ' 9538 Sum', ' 108534703 Ratio', '  97.12%)']","[' 2455     (Average', ' 1311.46 Max', ' 2011 Sum', ' 3219625 Ratio', '   2.88%)']", ,[' 296084  '],[' 13719   '],[' 269015  '],[' 100659  '],"[' 259487   (Atom=Atom', ' 71619 Body=Body', ' 46994 Other', ' 140874)']",[' Yes'],"[' 17552    (Eliminated', '    0 Frozen', ' 17552)']","[' 2730     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.78026'],[' 0'], ,[' 353.459'],[' 0'],[' 11.2724'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03067e+08'],[' 1.54602e+08'],[' 0'],[' 2.24058e+10'],[' 0'],[' 0'],[' 1192 '],[' 2038 '],[' 2758 '],[' 3540 '],[' 4403 '],[' 5281 '],[' 5866 '],[' 7 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 5457+'],[' 2736'],"[' 562.431s (Solving', ' 533.37s 1st Model', ' 35.08s Unsat', ' 0.00s)']",[' 560.047s'], ,[' 123254265'],"[' 12151303 (Analyzed', ' 11766387)']","[' 24189    (Average', ' 486.44 Last', ' 75130)']",[' 6733.3  '],"[' 2735     (Average Length', ' 1427.42 Splits', ' 0)']","[' 11766387 (Deleted', ' 11623295)']","[' 33       (Ratio', '   0.00%)']","[' 18721    (Ratio', '   0.16%)']","[' 11766387 (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11766387 (Average', '  9.49 Max', ' 8695 Sum', ' 111643426)']","[' 11763645 (Average', '  9.16 Max', ' 8695 Sum', ' 107784335 Ratio', '  96.54%)']","[' 2742     (Average', ' 1407.40 Max', ' 2004 Sum', ' 3859091 Ratio', '   3.46%)']", ,[' 298526  '],[' 13649   '],[' 270274  '],[' 101797  '],"[' 258397   (Atom=Atom', ' 71347 Body=Body', ' 46784 Other', ' 140266)']",[' Yes'],"[' 17510    (Eliminated', '    0 Frozen', ' 17510)']","[' 3892     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.76229'],[' 0'], ,[' 311.497'],[' 0'],[' 10.3659'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09139e+08'],[' 1.62371e+08'],[' 0'],[' 1.90116e+10'],[' 0'],[' 0'],[' 1052 '],[' 1756 '],[' 2633 '],[' 3298 '],[' 4080 '],[' 4867 '],[' 6098 '],[' 7 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 6237+'],[' 3126'],"[' 610.485s (Solving', ' 577.38s 1st Model', ' 117.37s Unsat', ' 0.00s)']",[' 608.328s'], ,[' 188899615'],"[' 8797015  (Analyzed', ' 8382034)']","[' 19682    (Average', ' 425.87 Last', ' 143965)']",[' 6383.2  '],"[' 3126     (Average Length', ' 1578.09 Splits', ' 0)']","[' 8382034  (Deleted', ' 8235031)']","[' 99       (Ratio', '   0.00%)']","[' 36523    (Ratio', '   0.44%)']","[' 8382034  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8382034  (Average', ' 21.02 Max', ' 8196 Sum', ' 176221985)']","[' 8379856  (Average', ' 20.64 Max', ' 7857 Sum', ' 172992967 Ratio', '  98.17%)']","[' 2178     (Average', ' 1482.56 Max', ' 2210 Sum', ' 3229018 Ratio', '   1.83%)']", ,[' 297858  '],[' 13744   '],[' 270476  '],[' 101805  '],"[' 261061   (Atom=Atom', ' 72117 Body=Body', ' 47069 Other', ' 141875)']",[' Yes'],"[' 17828    (Eliminated', '    0 Frozen', ' 17828)']","[' 7367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.67034'],[' 0'], ,[' 288.993'],[' 0'],[' 14.0736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.74249e+08'],[' 3.07915e+08'],[' 0'],[' 1.66616e+10'],[' 0'],[' 0'],[' 1123 '],[' 1767 '],[' 2566 '],[' 3386 '],[' 4184 '],[' 4974 '],[' 5723 '],[' 7 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 6367+'],[' 3191'],"[' 610.016s (Solving', ' 575.71s 1st Model', ' 110.67s Unsat', ' 0.00s)']",[' 608.984s'], ,[' 193662388'],"[' 10545204 (Analyzed', ' 10091391)']","[' 21831    (Average', ' 462.25 Last', ' 178535)']",[' 6684.0  '],"[' 3191     (Average Length', ' 1629.69 Splits', ' 0)']","[' 10091391 (Deleted', ' 9947713)']","[' 41       (Ratio', '   0.00%)']","[' 33991    (Ratio', '   0.34%)']","[' 10091391 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10091391 (Average', ' 17.81 Max', ' 9542 Sum', ' 179711540)']","[' 10089143 (Average', ' 17.49 Max', ' 9109 Sum', ' 176531701 Ratio', '  98.23%)']","[' 2248     (Average', ' 1414.52 Max', ' 2291 Sum', ' 3179839 Ratio', '   1.77%)']", ,[' 298577  '],[' 13593   '],[' 270745  '],[' 101954  '],"[' 258909   (Atom=Atom', ' 71578 Body=Body', ' 46616 Other', ' 140715)']",[' Yes'],"[' 17749    (Eliminated', '    0 Frozen', ' 17749)']","[' 6174     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.99311'],[' 0'], ,[' 288.397'],[' 0'],[' 13.9888'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.66264e+08'],[' 2.99483e+08'],[' 0'],[' 1.71876e+10'],[' 0'],[' 0'],[' 1030 '],[' 1742 '],[' 2527 '],[' 3259 '],[' 4045 '],[' 4817 '],[' 5557 '],[' 7 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 5385+'],[' 2700'],"[' 608.268s (Solving', ' 579.46s 1st Model', ' 53.66s Unsat', ' 0.00s)']",[' 607.063s'], ,[' 134509330'],"[' 13206116 (Analyzed', ' 12642678)']","[' 26756    (Average', ' 472.52 Last', ' 66549)']",[' 7501.0  '],"[' 2700     (Average Length', ' 1411.77 Splits', ' 0)']","[' 12642678 (Deleted', ' 12485099)']","[' 26       (Ratio', '   0.00%)']","[' 17134    (Ratio', '   0.14%)']","[' 12642678 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12642678 (Average', '  9.50 Max', ' 9982 Sum', ' 120095199)']","[' 12640330 (Average', '  9.25 Max', ' 9982 Sum', ' 116934325 Ratio', '  97.37%)']","[' 2348     (Average', ' 1346.20 Max', ' 1930 Sum', ' 3160874 Ratio', '   2.63%)']", ,[' 297570  '],[' 13623   '],[' 269691  '],[' 101212  '],"[' 257920   (Atom=Atom', ' 71207 Body=Body', ' 46706 Other', ' 140007)']",[' Yes'],"[' 17435    (Eliminated', '    0 Frozen', ' 17435)']","[' 2906     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.8582'],[' 0'], ,[' 348.689'],[' 0'],[' 11.6835'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.16964e+08'],[' 1.68543e+08'],[' 0'],[' 2.1792e+10'],[' 0'],[' 0'],[' 963 '],[' 1794 '],[' 2600 '],[' 3473 '],[' 4184 '],[' 4991 '],[' 5680 '],[' 7 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 5221+'],[' 2618'],"[' 608.615s (Solving', ' 578.84s 1st Model', ' 36.02s Unsat', ' 0.00s)']",[' 607.750s'], ,[' 122269907'],"[' 13630083 (Analyzed', ' 13140114)']","[' 25787    (Average', ' 509.56 Last', ' 145313)']",[' 7579.9  '],"[' 2618     (Average Length', ' 1392.78 Splits', ' 0)']","[' 13140114 (Deleted', ' 13005716)']","[' 23       (Ratio', '   0.00%)']","[' 14732    (Ratio', '   0.11%)']","[' 13140114 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13140114 (Average', '  8.21 Max', ' 9874 Sum', ' 107887850)']","[' 13137659 (Average', '  7.98 Max', ' 9807 Sum', ' 104923730 Ratio', '  97.25%)']","[' 2455     (Average', ' 1207.38 Max', ' 1821 Sum', ' 2964120 Ratio', '   2.75%)']", ,[' 298211  '],[' 13711   '],[' 270197  '],[' 101600  '],"[' 258976   (Atom=Atom', ' 71477 Body=Body', ' 46970 Other', ' 140529)']",[' Yes'],"[' 17490    (Eliminated', '    0 Frozen', ' 17490)']","[' 2756     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.83285'],[' 0'], ,[' 356.228'],[' 0'],[' 10.658'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.01811e+08'],[' 1.50537e+08'],[' 0'],[' 2.40902e+10'],[' 0'],[' 0'],[' 1157 '],[' 1874 '],[' 2718 '],[' 3428 '],[' 4250 '],[' 5050 '],[' 5769 '],[' 7 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 5601+'],[' 2808'],"[' 609.136s (Solving', ' 578.59s 1st Model', ' 57.79s Unsat', ' 0.00s)']",[' 607.719s'], ,[' 160130485'],"[' 10977985 (Analyzed', ' 10541474)']","[' 22322    (Average', ' 472.25 Last', ' 60180)']",[' 6840.3  '],"[' 2808     (Average Length', ' 1463.74 Splits', ' 0)']","[' 10541474 (Deleted', ' 10402605)']","[' 50       (Ratio', '   0.00%)']","[' 27284    (Ratio', '   0.26%)']","[' 10541474 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10541474 (Average', ' 13.97 Max', ' 10065 Sum', ' 147251470)']","[' 10539119 (Average', ' 13.66 Max', ' 8717 Sum', ' 144002406 Ratio', '  97.79%)']","[' 2355     (Average', ' 1379.65 Max', ' 2018 Sum', ' 3249064 Ratio', '   2.21%)']", ,[' 298208  '],[' 13789   '],[' 270635  '],[' 101763  '],"[' 260785   (Atom=Atom', ' 71979 Body=Body', ' 47204 Other', ' 141602)']",[' Yes'],"[' 17719    (Eliminated', '    0 Frozen', ' 17719)']","[' 4795     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.08609'],[' 0'], ,[' 333.469'],[' 0'],[' 12.7078'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.85228e+08'],[' 2.30023e+08'],[' 0'],[' 2.04961e+10'],[' 0'],[' 0'],[' 1022 '],[' 1788 '],[' 2553 '],[' 3345 '],[' 4109 '],[' 4858 '],[' 5578 '],[' 7 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 5467+'],[' 2741'],"[' 608.607s (Solving', ' 579.18s 1st Model', ' 41.47s Unsat', ' 0.00s)']",[' 607.297s'], ,[' 138419933'],"[' 11456576 (Analyzed', ' 11069612)']","[' 23145    (Average', ' 478.27 Last', ' 165917)']",[' 7300.1  '],"[' 2741     (Average Length', ' 1434.26 Splits', ' 0)']","[' 11069612 (Deleted', ' 10927678)']","[' 37       (Ratio', '   0.00%)']","[' 20788    (Ratio', '   0.19%)']","[' 11069612 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11069612 (Average', ' 11.27 Max', ' 9723 Sum', ' 124757288)']","[' 11067070 (Average', ' 10.96 Max', ' 9723 Sum', ' 121358180 Ratio', '  97.28%)']","[' 2542     (Average', ' 1337.18 Max', ' 1879 Sum', ' 3399108 Ratio', '   2.72%)']", ,[' 297754  '],[' 13828   '],[' 269934  '],[' 101914  '],"[' 261139   (Atom=Atom', ' 72068 Body=Body', ' 47321 Other', ' 141750)']",[' Yes'],"[' 17685    (Eliminated', '    0 Frozen', ' 17685)']","[' 3696     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.075'],[' 0'], ,[' 346.172'],[' 0'],[' 12.3308'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.34169e+08'],[' 1.84728e+08'],[' 0'],[' 2.14728e+10'],[' 0'],[' 0'],[' 1055 '],[' 1933 '],[' 2606 '],[' 3330 '],[' 4403 '],[' 5169 '],[' 5692 '],[' 7 '],[' 0 ']
