Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 5803+'],[' 2911'],"[' 610.687s (Solving', ' 573.08s 1st Model', ' 56.11s Unsat', ' 0.00s)']",[' 605.406s'], ,[' 103915323'],"[' 10379237 (Analyzed', ' 10202374)']","[' 22639    (Average', ' 450.65 Last', ' 57838)']",[' 6427.4  '],"[' 2911     (Average Length', ' 1494.92 Splits', ' 0)']","[' 10202374 (Deleted', ' 10064989)']","[' 215      (Ratio', '   0.00%)']","[' 17078    (Ratio', '   0.17%)']","[' 10202374 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10202374 (Average', '  9.01 Max', ' 9866 Sum', ' 91916320)']","[' 10200195 (Average', '  8.72 Max', ' 9866 Sum', ' 88939348 Ratio', '  96.76%)']","[' 2179     (Average', ' 1366.21 Max', ' 2250 Sum', ' 2976972 Ratio', '   3.24%)']", ,[' 290896  '],[' 12611   '],[' 267859  '],[' 102406  '],"[' 248298   (Atom=Atom', ' 69993 Body=Body', ' 46152 Other', ' 132153)']",[' Yes'],"[' 16738    (Eliminated', '    0 Frozen', ' 16738)']","[' 3326     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.51842'],[' 0'], ,[' 312.361'],[' 0'],[' 11.2973'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.87656e+08'],[' 1.45687e+08'],[' 0'],[' 1.60049e+10'],[' 0'],[' 0'],[' 1042 '],[' 1708 '],[' 2421 '],[' 2978 '],[' 3635 '],[' 4147 '],[' 4761 '],[' 5374 '],[' 5854 '],[' 9 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 6201+'],[' 3110'],"[' 612.029s (Solving', ' 569.95s 1st Model', ' 53.28s Unsat', ' 0.00s)']",[' 606.016s'], ,[' 84939002'],"[' 8153142  (Analyzed', ' 7893756)']","[' 17530    (Average', ' 450.30 Last', ' 35779)']",[' 6452.6  '],"[' 3110     (Average Length', ' 1563.24 Splits', ' 0)']","[' 7893756  (Deleted', ' 7746941)']","[' 205      (Ratio', '   0.00%)']","[' 13688    (Ratio', '   0.17%)']","[' 7893756  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7893756  (Average', '  9.17 Max', ' 10233 Sum', ' 72380562)']","[' 7891539  (Average', '  8.76 Max', ' 10233 Sum', ' 69152965 Ratio', '  95.54%)']","[' 2217     (Average', ' 1455.84 Max', ' 2360 Sum', ' 3227597 Ratio', '   4.46%)']", ,[' 290339  '],[' 12368   '],[' 266807  '],[' 101730  '],"[' 246314   (Atom=Atom', ' 69528 Body=Body', ' 45640 Other', ' 131146)']",[' Yes'],"[' 16650    (Eliminated', '    0 Frozen', ' 16650)']","[' 2700     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.25349'],[' 0'], ,[' 293.938'],[' 0'],[' 10.8414'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43303e+08'],[' 1.13282e+08'],[' 0'],[' 1.21847e+10'],[' 0'],[' 0'],[' 805 '],[' 1408 '],[' 2061 '],[' 2617 '],[' 3174 '],[' 3742 '],[' 4337 '],[' 4940 '],[' 5426 '],[' 9 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 5329+'],[' 2674'],"[' 610.795s (Solving', ' 573.74s 1st Model', ' 46.68s Unsat', ' 0.00s)']",[' 603.938s'], ,[' 78187027'],"[' 8412321  (Analyzed', ' 8106927)']","[' 17840    (Average', ' 454.42 Last', ' 75054)']",[' 6761.9  '],"[' 2674     (Average Length', ' 1405.83 Splits', ' 0)']","[' 8106927  (Deleted', ' 7984288)']","[' 232      (Ratio', '   0.00%)']","[' 11614    (Ratio', '   0.14%)']","[' 8106927  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8106927  (Average', '  8.12 Max', ' 9325 Sum', ' 65825699)']","[' 8104837  (Average', '  7.80 Max', ' 9325 Sum', ' 63238918 Ratio', '  96.07%)']","[' 2090     (Average', ' 1237.69 Max', ' 2099 Sum', ' 2586781 Ratio', '   3.93%)']", ,[' 289383  '],[' 12498   '],[' 266241  '],[' 101311  '],"[' 246602   (Atom=Atom', ' 69512 Body=Body', ' 46011 Other', ' 131079)']",[' Yes'],"[' 16445    (Eliminated', '    0 Frozen', ' 16445)']","[' 2227     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.37722'],[' 0'], ,[' 318.998'],[' 0'],[' 10.6502'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35608e+08'],[' 1.05131e+08'],[' 0'],[' 1.35658e+10'],[' 0'],[' 0'],[' 1118 '],[' 1709 '],[' 2384 '],[' 3000 '],[' 3613 '],[' 4254 '],[' 4804 '],[' 5356 '],[' 5883 '],[' 9 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 5745+'],[' 2882'],"[' 611.043s (Solving', ' 573.78s 1st Model', ' 48.42s Unsat', ' 0.00s)']",[' 606.438s'], ,[' 76046937'],"[' 8398654  (Analyzed', ' 8152038)']","[' 18559    (Average', ' 439.25 Last', ' 75344)']",[' 6720.1  '],"[' 2882     (Average Length', ' 1475.57 Splits', ' 0)']","[' 8152038  (Deleted', ' 8027928)']","[' 189      (Ratio', '   0.00%)']","[' 11683    (Ratio', '   0.14%)']","[' 8152038  (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8152038  (Average', '  7.68 Max', ' 10604 Sum', ' 62608969)']","[' 8150308  (Average', '  7.40 Max', ' 10604 Sum', ' 60360220 Ratio', '  96.41%)']","[' 1730     (Average', ' 1299.85 Max', ' 2255 Sum', ' 2248749 Ratio', '   3.59%)']", ,[' 291948  '],[' 12506   '],[' 268052  '],[' 102908  '],"[' 246879   (Atom=Atom', ' 69632 Body=Body', ' 45922 Other', ' 131325)']",[' Yes'],"[' 16598    (Eliminated', '    0 Frozen', ' 16598)']","[' 2061     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.41033'],[' 0'], ,[' 325.801'],[' 0'],[' 10.9162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3126e+08'],[' 1.00947e+08'],[' 0'],[' 1.50867e+10'],[' 0'],[' 0'],[' 894 '],[' 1508 '],[' 2102 '],[' 2673 '],[' 3379 '],[' 3941 '],[' 4549 '],[' 5130 '],[' 5594 '],[' 9 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 6269+'],[' 3144'],"[' 610.609s (Solving', ' 576.59s 1st Model', ' 52.99s Unsat', ' 0.00s)']",[' 604.516s'], ,[' 109697973'],"[' 9390607  (Analyzed', ' 9198117)']","[' 21094    (Average', ' 436.05 Last', ' 61388)']",[' 5784.5  '],"[' 3144     (Average Length', ' 1576.27 Splits', ' 0)']","[' 9198117  (Deleted', ' 9053273)']","[' 253      (Ratio', '   0.00%)']","[' 22492    (Ratio', '   0.24%)']","[' 9198117  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9198117  (Average', ' 10.78 Max', ' 8861 Sum', ' 99173054)']","[' 9195945  (Average', ' 10.42 Max', ' 8861 Sum', ' 95854654 Ratio', '  96.65%)']","[' 2172     (Average', ' 1527.81 Max', ' 2433 Sum', ' 3318400 Ratio', '   3.35%)']", ,[' 291156  '],[' 12589   '],[' 268007  '],[' 102486  '],"[' 249579   (Atom=Atom', ' 70380 Body=Body', ' 46325 Other', ' 132874)']",[' Yes'],"[' 16852    (Eliminated', '    0 Frozen', ' 16852)']","[' 4461     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.62494'],[' 0'], ,[' 320.672'],[' 0'],[' 11.5699'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14329e+08'],[' 1.69785e+08'],[' 0'],[' 1.59611e+10'],[' 0'],[' 0'],[' 929 '],[' 1641 '],[' 2186 '],[' 2767 '],[' 3421 '],[' 4003 '],[' 4561 '],[' 5164 '],[' 5655 '],[' 9 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 5989+'],[' 3004'],"[' 610.681s (Solving', ' 573.74s 1st Model', ' 46.40s Unsat', ' 0.00s)']",[' 607.844s'], ,[' 97333928'],"[' 10244603 (Analyzed', ' 9949075)']","[' 22129    (Average', ' 449.59 Last', ' 54468)']",[' 6280.4  '],"[' 3004     (Average Length', ' 1519.55 Splits', ' 0)']","[' 9949075  (Deleted', ' 9785981)']","[' 207      (Ratio', '   0.00%)']","[' 16235    (Ratio', '   0.16%)']","[' 9949075  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9949075  (Average', '  8.60 Max', ' 8928 Sum', ' 85559748)']","[' 9946836  (Average', '  8.27 Max', ' 8928 Sum', ' 82322199 Ratio', '  96.22%)']","[' 2239     (Average', ' 1445.98 Max', ' 2330 Sum', ' 3237549 Ratio', '   3.78%)']", ,[' 290256  '],[' 12362   '],[' 266521  '],[' 101768  '],"[' 245719   (Atom=Atom', ' 69342 Body=Body', ' 45613 Other', ' 130764)']",[' Yes'],"[' 16588    (Eliminated', '    0 Frozen', ' 16588)']","[' 3240     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.56726'],[' 0'], ,[' 317.734'],[' 0'],[' 11.1137'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.69221e+08'],[' 1.30575e+08'],[' 0'],[' 1.4697e+10'],[' 0'],[' 0'],[' 917 '],[' 1509 '],[' 2123 '],[' 2740 '],[' 3263 '],[' 3871 '],[' 4462 '],[' 5101 '],[' 5633 '],[' 9 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 5695+'],[' 2857'],"[' 610.536s (Solving', ' 575.44s 1st Model', ' 42.01s Unsat', ' 0.00s)']",[' 607.328s'], ,[' 77895092'],"[' 11537455 (Analyzed', ' 11333213)']","[' 24512    (Average', ' 462.35 Last', ' 125132)']",[' 7085.8  '],"[' 2857     (Average Length', ' 1454.39 Splits', ' 0)']","[' 11333213 (Deleted', ' 11177858)']","[' 151      (Ratio', '   0.00%)']","[' 8383     (Ratio', '   0.07%)']","[' 11333213 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11333213 (Average', '  5.64 Max', ' 10051 Sum', ' 63975695)']","[' 11331233 (Average', '  5.40 Max', ' 9492 Sum', ' 61183964 Ratio', '  95.64%)']","[' 1980     (Average', ' 1409.97 Max', ' 2238 Sum', ' 2791731 Ratio', '   4.36%)']", ,[' 289953  '],[' 12383   '],[' 266310  '],[' 101553  '],"[' 245836   (Atom=Atom', ' 69341 Body=Body', ' 45733 Other', ' 130762)']",[' Yes'],"[' 16502    (Eliminated', '    0 Frozen', ' 16502)']","[' 1583     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.09827'],[' 0'], ,[' 332.164'],[' 0'],[' 8.93766'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.30828e+08'],[' 9.56128e+07'],[' 0'],[' 1.58808e+10'],[' 0'],[' 0'],[' 950 '],[' 1635 '],[' 2094 '],[' 2700 '],[' 3369 '],[' 3964 '],[' 4645 '],[' 5247 '],[' 5703 '],[' 9 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 5239+'],[' 2629'],"[' 609.684s (Solving', ' 577.48s 1st Model', ' 35.15s Unsat', ' 0.00s)']",[' 607.641s'], ,[' 73656403'],"[' 10298842 (Analyzed', ' 10104634)']","[' 22351    (Average', ' 452.09 Last', ' 47642)']",[' 6415.2  '],"[' 2629     (Average Length', ' 1382.92 Splits', ' 0)']","[' 10104634 (Deleted', ' 9958308)']","[' 238      (Ratio', '   0.00%)']","[' 10449    (Ratio', '   0.10%)']","[' 10104634 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10104634 (Average', '  6.21 Max', ' 10316 Sum', ' 62751992)']","[' 10102324 (Average', '  5.92 Max', ' 10316 Sum', ' 59809805 Ratio', '  95.31%)']","[' 2310     (Average', ' 1273.67 Max', ' 2105 Sum', ' 2942187 Ratio', '   4.69%)']", ,[' 290267  '],[' 12460   '],[' 266626  '],[' 101752  '],"[' 245660   (Atom=Atom', ' 69221 Body=Body', ' 45807 Other', ' 130632)']",[' Yes'],"[' 16397    (Eliminated', '    0 Frozen', ' 16397)']","[' 1984     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.43285'],[' 0'], ,[' 345.7'],[' 0'],[' 10.0682'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27748e+08'],[' 9.55579e+07'],[' 0'],[' 1.62565e+10'],[' 0'],[' 0'],[' 985 '],[' 1570 '],[' 2206 '],[' 2769 '],[' 3599 '],[' 4150 '],[' 4679 '],[' 5263 '],[' 5749 '],[' 9 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 6319+'],[' 3169'],"[' 612.493s (Solving', ' 571.21s 1st Model', ' 65.54s Unsat', ' 0.00s)']",[' 609.375s'], ,[' 94384490'],"[' 8204454  (Analyzed', ' 7929151)']","[' 18350    (Average', ' 432.11 Last', ' 35972)']",[' 6258.1  '],"[' 3169     (Average Length', ' 1557.91 Splits', ' 0)']","[' 7929151  (Deleted', ' 7796509)']","[' 252      (Ratio', '   0.00%)']","[' 18445    (Ratio', '   0.23%)']","[' 7929151  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7929151  (Average', ' 10.33 Max', ' 8373 Sum', ' 81910978)']","[' 7926952  (Average', '  9.95 Max', ' 8373 Sum', ' 78865743 Ratio', '  96.28%)']","[' 2199     (Average', ' 1384.83 Max', ' 6763 Sum', ' 3045235 Ratio', '   3.72%)']", ,[' 292014  '],[' 12578   '],[' 268297  '],[' 103013  '],"[' 249722   (Atom=Atom', ' 70428 Body=Body', ' 46346 Other', ' 132948)']",[' Yes'],"[' 16843    (Eliminated', '    0 Frozen', ' 16843)']","[' 3563     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.35822'],[' 0'], ,[' 301.131'],[' 0'],[' 10.9997'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.65167e+08'],[' 1.3108e+08'],[' 0'],[' 1.30352e+10'],[' 0'],[' 0'],[' 954 '],[' 1535 '],[' 2093 '],[' 2679 '],[' 3217 '],[' 3790 '],[' 4422 '],[' 5021 '],[' 5519 '],[' 9 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 5341+'],[' 2680'],"[' 610.590s (Solving', ' 575.62s 1st Model', ' 45.69s Unsat', ' 0.00s)']",[' 608.188s'], ,[' 92711041'],"[' 8124025  (Analyzed', ' 7912365)']","[' 17871    (Average', ' 442.75 Last', ' 84200)']",[' 6464.9  '],"[' 2680     (Average Length', ' 1384.14 Splits', ' 0)']","[' 7912365  (Deleted', ' 7800608)']","[' 195      (Ratio', '   0.00%)']","[' 16553    (Ratio', '   0.21%)']","[' 7912365  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7912365  (Average', ' 10.25 Max', ' 8954 Sum', ' 81085992)']","[' 7910387  (Average', '  9.92 Max', ' 8954 Sum', ' 78497772 Ratio', '  96.81%)']","[' 1978     (Average', ' 1308.50 Max', ' 2030 Sum', ' 2588220 Ratio', '   3.19%)']", ,[' 290502  '],[' 12555   '],[' 266986  '],[' 102009  '],"[' 248052   (Atom=Atom', ' 69868 Body=Body', ' 46287 Other', ' 131897)']",[' Yes'],"[' 16548    (Eliminated', '    0 Frozen', ' 16548)']","[' 3071     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.97192'],[' 0'], ,[' 324.625'],[' 0'],[' 11.2687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.7739e+08'],[' 1.39071e+08'],[' 0'],[' 1.39879e+10'],[' 0'],[' 0'],[' 856 '],[' 1661 '],[' 2272 '],[' 2866 '],[' 3306 '],[' 3826 '],[' 4528 '],[' 5160 '],[' 5557 '],[' 9 '],[' 0 ']
