Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , ,[' 1'],[' 6237+'],[' 3124'],"[' 1014.069s (Solving', ' 965.99s 1st Model', ' 87.68s Unsat', ' 0.00s)']",[' 1009.078s'], ,[' 358990466'],"[' 7160798  (Analyzed', ' 6161911)']","[' 13434    (Average', ' 458.68 Last', ' 1794)']",[' 9717.8  '],"[' 3124     (Average Length', ' 1672.90 Splits', ' 0)']","[' 6161911  (Deleted', ' 6059928)']","[' 118      (Ratio', '   0.00%)']","[' 46071    (Ratio', '   0.75%)']","[' 6161911  (Average Length', '   27.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6161911  (Average', ' 54.89 Max', ' 12828 Sum', ' 338209400)']","[' 6158659  (Average', ' 53.93 Max', ' 12828 Sum', ' 332301840 Ratio', '  98.25%)']","[' 3252     (Average', ' 1816.59 Max', ' 2229 Sum', ' 5907560 Ratio', '   1.75%)']", ,[' 348020  '],[' 20186   '],[' 315387  '],[' 133869  '],"[' 363977   (Atom=Atom', ' 97080 Body=Body', ' 66238 Other', ' 200659)']",[' Yes'],"[' 24087    (Eliminated', '    0 Frozen', ' 24087)']","[' 8497     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.70968'],[' 0'], ,[' 485.663'],[' 0'],[' 28.3637'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.36811e+08'],[' 5.64795e+08'],[' 0'],[' 2.2839e+10'],[' 0'],[' 0'],[' 1871 '],[' 3409 '],[' 4952 '],[' 5362 '],[' 6481 '],[' 5 '],[' 0 ']
Solving...,TA72, , , , ,[' 1'],[' 7547+'],[' 3779'],"[' 1015.716s (Solving', ' 961.18s 1st Model', ' 136.85s Unsat', ' 0.00s)']",[' 1009.094s'], ,[' 396504995'],"[' 5744933  (Analyzed', ' 4940448)']","[' 11639    (Average', ' 424.47 Last', ' 68944)']",[' 9203.5  '],"[' 3779     (Average Length', ' 1925.61 Splits', ' 0)']","[' 4940448  (Deleted', ' 4830316)']","[' 111      (Ratio', '   0.00%)']","[' 57234    (Ratio', '   1.16%)']","[' 4940448  (Average Length', '   24.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4940448  (Average', ' 75.67 Max', ' 14067 Sum', ' 373819516)']","[' 4937643  (Average', ' 74.43 Max', ' 11819 Sum', ' 367731471 Ratio', '  98.37%)']","[' 2805     (Average', ' 2170.43 Max', ' 2612 Sum', ' 6088045 Ratio', '   1.63%)']", ,[' 351301  '],[' 19742   '],[' 316982  '],[' 135186  '],"[' 358982   (Atom=Atom', ' 95959 Body=Body', ' 64906 Other', ' 198117)']",[' Yes'],"[' 24122    (Eliminated', '    0 Frozen', ' 24122)']","[' 10381    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0001'],[' 0'], ,[' 418.44'],[' 0'],[' 30.0432'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.1775e+08'],[' 7.26894e+08'],[' 0'],[' 1.69051e+10'],[' 0'],[' 0'],[' 1415 '],[' 2645 '],[' 3930 '],[' 5009 '],[' 5951 '],[' 5 '],[' 0 ']
Solving...,TA73, , , , ,[' 1'],[' 6349+'],[' 3180'],"[' 1014.555s (Solving', ' 964.15s 1st Model', ' 87.07s Unsat', ' 0.00s)']",[' 1008.250s'], ,[' 368738067'],"[' 9616706  (Analyzed', ' 8178919)']","[' 17079    (Average', ' 478.89 Last', ' 54007)']",[' 10489.3 '],"[' 3180     (Average Length', ' 1709.06 Splits', ' 0)']","[' 8178919  (Deleted', ' 8086613)']","[' 45       (Ratio', '   0.00%)']","[' 27888    (Ratio', '   0.34%)']","[' 8178919  (Average Length', '   27.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8178919  (Average', ' 42.20 Max', ' 15920 Sum', ' 345136558)']","[' 8175337  (Average', ' 41.40 Max', ' 13956 Sum', ' 338623608 Ratio', '  98.11%)']","[' 3582     (Average', ' 1818.24 Max', ' 2345 Sum', ' 6512950 Ratio', '   1.89%)']", ,[' 346884  '],[' 19953   '],[' 314289  '],[' 132984  '],"[' 360656   (Atom=Atom', ' 96204 Body=Body', ' 65539 Other', ' 198913)']",[' Yes'],"[' 23845    (Eliminated', '    0 Frozen', ' 23845)']","[' 5218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.43571'],[' 0'], ,[' 529.738'],[' 0'],[' 29.6528'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.04393e+08'],[' 4.36652e+08'],[' 0'],[' 2.71151e+10'],[' 0'],[' 0'],[' 1958 '],[' 3395 '],[' 4300 '],[' 5404 '],[' 6575 '],[' 5 '],[' 0 ']
Solving...,TA74, , , , ,[' 1'],[' 7385+'],[' 3698'],"[' 1014.990s (Solving', ' 964.21s 1st Model', ' 94.72s Unsat', ' 0.00s)']",[' 1009.969s'], ,[' 378086156'],"[' 6435053  (Analyzed', ' 5388908)']","[' 12218    (Average', ' 441.06 Last', ' 21274)']",[' 9135.7  '],"[' 3698     (Average Length', ' 1870.48 Splits', ' 0)']","[' 5388908  (Deleted', ' 5284975)']","[' 92       (Ratio', '   0.00%)']","[' 50388    (Ratio', '   0.94%)']","[' 5388908  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5388908  (Average', ' 66.11 Max', ' 12305 Sum', ' 356236678)']","[' 5385935  (Average', ' 64.88 Max', ' 12305 Sum', ' 349624940 Ratio', '  98.14%)']","[' 2973     (Average', ' 2223.93 Max', ' 2531 Sum', ' 6611738 Ratio', '   1.86%)']", ,[' 350323  '],[' 19799   '],[' 316163  '],[' 134999  '],"[' 359590   (Atom=Atom', ' 96106 Body=Body', ' 65077 Other', ' 198407)']",[' Yes'],"[' 24118    (Eliminated', '    0 Frozen', ' 24118)']","[' 9426     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.29271'],[' 0'], ,[' 455.63'],[' 0'],[' 28.3191'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.57354e+08'],[' 6.69247e+08'],[' 0'],[' 2.06783e+10'],[' 0'],[' 0'],[' 1441 '],[' 2732 '],[' 4141 '],[' 5576 '],[' 6121 '],[' 5 '],[' 0 ']
Solving...,TA75, , , , ,[' 1'],[' 6265+'],[' 3138'],"[' 1013.508s (Solving', ' 968.15s 1st Model', ' 79.55s Unsat', ' 0.00s)']",[' 1010.078s'], ,[' 368049749'],"[' 9390449  (Analyzed', ' 8437233)']","[' 17631    (Average', ' 478.55 Last', ' 3210)']",[' 9674.0  '],"[' 3138     (Average Length', ' 1674.87 Splits', ' 0)']","[' 8437233  (Deleted', ' 8315647)']","[' 60       (Ratio', '   0.00%)']","[' 42120    (Ratio', '   0.50%)']","[' 8437233  (Average Length', '   25.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8437233  (Average', ' 41.10 Max', ' 13804 Sum', ' 346763044)']","[' 8434254  (Average', ' 40.45 Max', ' 12899 Sum', ' 341260036 Ratio', '  98.41%)']","[' 2979     (Average', ' 1847.27 Max', ' 2224 Sum', ' 5503008 Ratio', '   1.59%)']", ,[' 348594  '],[' 19894   '],[' 315218  '],[' 133686  '],"[' 359265   (Atom=Atom', ' 95926 Body=Body', ' 65362 Other', ' 197977)']",[' Yes'],"[' 23855    (Eliminated', '    0 Frozen', ' 23855)']","[' 7759     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.23086'],[' 0'], ,[' 511.017'],[' 0'],[' 28.6508'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.38327e+08'],[' 5.58783e+08'],[' 0'],[' 2.68868e+10'],[' 0'],[' 0'],[' 1680 '],[' 2986 '],[' 4167 '],[' 5388 '],[' 6458 '],[' 5 '],[' 0 ']
Solving...,TA76, , , , ,[' 1'],[' 6999+'],[' 3505'],"[' 1014.371s (Solving', ' 965.73s 1st Model', ' 78.44s Unsat', ' 0.00s)']",[' 1010.063s'], ,[' 363425210'],"[' 8876560  (Analyzed', ' 7856890)']","[' 16493    (Average', ' 476.38 Last', ' 3541)']",[' 9271.6  '],"[' 3505     (Average Length', ' 1799.31 Splits', ' 0)']","[' 7856890  (Deleted', ' 7748040)']","[' 98       (Ratio', '   0.00%)']","[' 42068    (Ratio', '   0.54%)']","[' 7856890  (Average Length', '   24.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7856890  (Average', ' 43.56 Max', ' 13303 Sum', ' 342211701)']","[' 7853623  (Average', ' 42.70 Max', ' 12390 Sum', ' 335509404 Ratio', '  98.04%)']","[' 3267     (Average', ' 2051.51 Max', ' 2489 Sum', ' 6702297 Ratio', '   1.96%)']", ,[' 350586  '],[' 19748   '],[' 316312  '],[' 134605  '],"[' 358104   (Atom=Atom', ' 95709 Body=Body', ' 64924 Other', ' 197471)']",[' Yes'],"[' 23864    (Eliminated', '    0 Frozen', ' 23864)']","[' 8317     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.88405'],[' 0'], ,[' 504.612'],[' 0'],[' 28.138'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.16553e+08'],[' 5.37078e+08'],[' 0'],[' 2.48751e+10'],[' 0'],[' 0'],[' 1634 '],[' 2869 '],[' 3914 '],[' 5061 '],[' 6356 '],[' 5 '],[' 0 ']
Solving...,TA77, , , , ,[' 1'],[' 6775+'],[' 3393'],"[' 1013.996s (Solving', ' 966.33s 1st Model', ' 92.86s Unsat', ' 0.00s)']",[' 1010.703s'], ,[' 405082170'],"[' 8908638  (Analyzed', ' 7782981)']","[' 16265    (Average', ' 478.51 Last', ' 29869)']",[' 9867.7  '],"[' 3393     (Average Length', ' 1736.58 Splits', ' 0)']","[' 7782981  (Deleted', ' 7668226)']","[' 57       (Ratio', '   0.00%)']","[' 41362    (Ratio', '   0.53%)']","[' 7782981  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7782981  (Average', ' 49.05 Max', ' 12688 Sum', ' 381733447)']","[' 7779749  (Average', ' 48.26 Max', ' 12688 Sum', ' 375569211 Ratio', '  98.39%)']","[' 3232     (Average', ' 1907.25 Max', ' 2314 Sum', ' 6164236 Ratio', '   1.61%)']", ,[' 346350  '],[' 19798   '],[' 314274  '],[' 132218  '],"[' 358696   (Atom=Atom', ' 95797 Body=Body', ' 65074 Other', ' 197825)']",[' Yes'],"[' 23869    (Eliminated', '    0 Frozen', ' 23869)']","[' 7842     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.71526'],[' 0'], ,[' 502.582'],[' 0'],[' 30.2769'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.36514e+08'],[' 5.56072e+08'],[' 0'],[' 2.48321e+10'],[' 0'],[' 0'],[' 1741 '],[' 3392 '],[' 4256 '],[' 5231 '],[' 6330 '],[' 5 '],[' 0 ']
Solving...,TA78, , , , ,[' 1'],[' 7705+'],[' 3858'],"[' 1015.998s (Solving', ' 959.84s 1st Model', ' 102.89s Unsat', ' 0.00s)']",[' 1011.656s'], ,[' 394874841'],"[' 6340795  (Analyzed', ' 5421211)']","[' 12704    (Average', ' 426.73 Last', ' 20573)']",[' 9518.0  '],"[' 3858     (Average Length', ' 1996.85 Splits', ' 0)']","[' 5421211  (Deleted', ' 5305949)']","[' 99       (Ratio', '   0.00%)']","[' 52077    (Ratio', '   0.96%)']","[' 5421211  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5421211  (Average', ' 68.31 Max', ' 12021 Sum', ' 370338535)']","[' 5418389  (Average', ' 67.21 Max', ' 12021 Sum', ' 364381450 Ratio', '  98.39%)']","[' 2822     (Average', ' 2110.94 Max', ' 2733 Sum', ' 5957085 Ratio', '   1.61%)']", ,[' 351358  '],[' 19857   '],[' 317490  '],[' 135361  '],"[' 361109   (Atom=Atom', ' 96498 Body=Body', ' 65251 Other', ' 199360)']",[' Yes'],"[' 24359    (Eliminated', '    0 Frozen', ' 24359)']","[' 10175    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3527'],[' 0'], ,[' 434.909'],[' 0'],[' 29.3819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.94743e+08'],[' 7.05834e+08'],[' 0'],[' 2.00439e+10'],[' 0'],[' 0'],[' 1458 '],[' 2774 '],[' 3967 '],[' 5255 '],[' 6183 '],[' 5 '],[' 0 ']
Solving...,TA79, , , , ,[' 1'],[' 7397+'],[' 3704'],"[' 1015.128s (Solving', ' 962.28s 1st Model', ' 109.65s Unsat', ' 0.00s)']",[' 1008.188s'], ,[' 371897454'],"[' 6745299  (Analyzed', ' 5731693)']","[' 13157    (Average', ' 435.64 Last', ' 34350)']",[' 9332.6  '],"[' 3704     (Average Length', ' 1920.17 Splits', ' 0)']","[' 5731693  (Deleted', ' 5622561)']","[' 93       (Ratio', '   0.00%)']","[' 52988    (Ratio', '   0.92%)']","[' 5731693  (Average Length', '   23.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5731693  (Average', ' 60.81 Max', ' 14596 Sum', ' 348549330)']","[' 5728848  (Average', ' 59.77 Max', ' 12192 Sum', ' 342599348 Ratio', '  98.29%)']","[' 2845     (Average', ' 2091.38 Max', ' 2674 Sum', ' 5949982 Ratio', '   1.71%)']", ,[' 352657  '],[' 19922   '],[' 318383  '],[' 135760  '],"[' 361611   (Atom=Atom', ' 96604 Body=Body', ' 65446 Other', ' 199561)']",[' Yes'],"[' 24271    (Eliminated', '    0 Frozen', ' 24271)']","[' 9946     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.67541'],[' 0'], ,[' 462.294'],[' 0'],[' 28.8652'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.3019e+08'],[' 6.45833e+08'],[' 0'],[' 2.0954e+10'],[' 0'],[' 0'],[' 1395 '],[' 2723 '],[' 3866 '],[' 5045 '],[' 6170 '],[' 5 '],[' 0 ']
Solving...,TA80, , , , ,[' 1'],[' 6843+'],[' 3427'],"[' 1015.313s (Solving', ' 962.87s 1st Model', ' 127.81s Unsat', ' 0.00s)']",[' 1010.438s'], ,[' 390565911'],"[' 7950081  (Analyzed', ' 6914963)']","[' 14905    (Average', ' 463.94 Last', ' 7019)']",[' 9624.1  '],"[' 3427     (Average Length', ' 1764.21 Splits', ' 0)']","[' 6914963  (Deleted', ' 6788163)']","[' 77       (Ratio', '   0.00%)']","[' 52205    (Ratio', '   0.75%)']","[' 6914963  (Average Length', '   26.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6914963  (Average', ' 53.16 Max', ' 13166 Sum', ' 367632947)']","[' 6911998  (Average', ' 52.35 Max', ' 12363 Sum', ' 362007393 Ratio', '  98.47%)']","[' 2965     (Average', ' 1897.32 Max', ' 2344 Sum', ' 5625554 Ratio', '   1.53%)']", ,[' 347867  '],[' 19949   '],[' 315442  '],[' 133304  '],"[' 360947   (Atom=Atom', ' 96435 Body=Body', ' 65527 Other', ' 198985)']",[' Yes'],"[' 24028    (Eliminated', '    0 Frozen', ' 24028)']","[' 8579     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.57833'],[' 0'], ,[' 449.952'],[' 0'],[' 29.7525'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.65946e+08'],[' 5.8942e+08'],[' 0'],[' 1.9638e+10'],[' 0'],[' 0'],[' 1762 '],[' 3074 '],[' 3863 '],[' 5140 '],[' 5984 '],[' 5 '],[' 0 ']
