Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNSATISFIABLE,TA51,[' 2031'],[' 1021'],"[' 390.460s (Solving', ' 386.89s 1st Model', ' 2.76s Unsat', ' 137.20s)']",[' 389.422s'], ,[' 42991192'],"[' 20777426 (Analyzed', ' 20692565)']","[' 38953    (Average', ' 531.22 Last', ' 369777)']",[' 2207.1  '],"[' 1021     (Average Length', ' 570.59 Splits', ' 0)']","[' 20692565 (Deleted', ' 20383890)']","[' 41       (Ratio', '   0.00%)']","[' 2739     (Ratio', '   0.01%)']","[' 20692565 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20692565 (Average', '  1.98 Max', ' 2921 Sum', ' 40996327)']","[' 20692079 (Average', '  1.97 Max', ' 2691 Sum', ' 40730270 Ratio', '  99.35%)']","[' 486      (Average', ' 547.44 Max', ' 776 Sum', ' 266057 Ratio', '   0.65%)']", ,[' 72779   '],[' 3480    '],[' 66892   '],[' 26644   '],"[' 71525    (Atom=Atom', ' 19898 Body=Body', ' 12600 Other', ' 39027)']",[' Yes'],"[' 4881     (Eliminated', '    0 Frozen', ' 4881)']","[' 365      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.717056'],[' 0'], ,[' 247.737'],[' 0'],[' 6.64766'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11025e+08'],[' 5.54158e+07'],[' 0'],[' 1.61953e+10'],[' 0'],[' 0'],[' 687 '],[' 1379 '],[' 1951 '],[' 2558 '],[' 3071 '],[' 2 '],[' 3 ']
,TA52,[' 2143+'],[' 1077'],"[' 447.975s (Solving', ' 444.39s 1st Model', ' 16.43s Unsat', ' 75.31s)']",[' 447.219s'], ,[' 61876354'],"[' 21108443 (Analyzed', ' 21032822)']","[' 39795    (Average', ' 528.53 Last', ' 574579)']",[' 2085.9  '],"[' 1077     (Average Length', ' 604.83 Splits', ' 0)']","[' 21032822 (Deleted', ' 20779151)']","[' 55       (Ratio', '   0.00%)']","[' 7890     (Ratio', '   0.04%)']","[' 21032822 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21032822 (Average', '  2.84 Max', ' 2659 Sum', ' 59779810)']","[' 21032384 (Average', '  2.83 Max', ' 2274 Sum', ' 59563035 Ratio', '  99.64%)']","[' 438      (Average', ' 494.92 Max', ' 767 Sum', ' 216775 Ratio', '   0.36%)']", ,[' 73009   '],[' 3496    '],[' 67072   '],[' 26849   '],"[' 71946    (Atom=Atom', ' 20018 Body=Body', ' 12648 Other', ' 39280)']",[' Yes'],"[' 4931     (Eliminated', '    0 Frozen', ' 4931)']","[' 1459     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.82592'],[' 0'], ,[' 288.631'],[' 0'],[' 8.64352'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6855e+08'],[' 1.01818e+08'],[' 0'],[' 1.89762e+10'],[' 0'],[' 0'],[' 777 '],[' 1323 '],[' 1866 '],[' 2467 '],[' 3000 '],[' 3 '],[' 2 ']
UNSATISFIABLE,TA53,[' 2221'],[' 1116'],"[' 309.484s (Solving', ' 305.55s 1st Model', ' 3.27s Unsat', ' 57.56s)']",[' 309.031s'], ,[' 28100025'],"[' 15553295 (Analyzed', ' 15411164)']","[' 29465    (Average', ' 523.03 Last', ' 12746)']",[' 2290.3  '],"[' 1116     (Average Length', ' 610.41 Splits', ' 0)']","[' 15411164 (Deleted', ' 15208014)']","[' 39       (Ratio', '   0.00%)']","[' 2350     (Ratio', '   0.02%)']","[' 15411164 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15411164 (Average', '  1.69 Max', ' 2935 Sum', ' 26078924)']","[' 15410576 (Average', '  1.67 Max', ' 2613 Sum', ' 25721085 Ratio', '  98.63%)']","[' 588      (Average', ' 608.57 Max', ' 821 Sum', ' 357839 Ratio', '   1.37%)']", ,[' 73198   '],[' 3540    '],[' 67321   '],[' 27008   '],"[' 72683    (Atom=Atom', ' 20233 Body=Body', ' 12780 Other', ' 39670)']",[' Yes'],"[' 5000     (Eliminated', '    0 Frozen', ' 5000)']","[' 426      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.808506'],[' 0'], ,[' 199.713'],[' 0'],[' 4.82703'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77794e+07'],[' 3.14903e+07'],[' 0'],[' 1.33779e+10'],[' 0'],[' 0'],[' 717 '],[' 1290 '],[' 1917 '],[' 2460 '],[' 2993 '],[' 2 '],[' 3 ']
UNSATISFIABLE,TA54,[' 1903'],[' 957'],"[' 296.191s (Solving', ' 292.87s 1st Model', ' 5.20s Unsat', ' 41.00s)']",[' 295.766s'], ,[' 39329912'],"[' 18291370 (Analyzed', ' 18199853)']","[' 34081    (Average', ' 534.02 Last', ' 68212)']",[' 2132.6  '],"[' 957      (Average Length', ' 545.81 Splits', ' 0)']","[' 18199853 (Deleted', ' 17913478)']","[' 42       (Ratio', '   0.00%)']","[' 4627     (Ratio', '   0.03%)']","[' 18199853 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18199853 (Average', '  2.06 Max', ' 2622 Sum', ' 37549910)']","[' 18199256 (Average', '  2.05 Max', ' 2411 Sum', ' 37243427 Ratio', '  99.18%)']","[' 597      (Average', ' 513.37 Max', ' 683 Sum', ' 306483 Ratio', '   0.82%)']", ,[' 73483   '],[' 3591    '],[' 67432   '],[' 27117   '],"[' 73022    (Atom=Atom', ' 20278 Body=Body', ' 12933 Other', ' 39811)']",[' Yes'],"[' 4923     (Eliminated', '    0 Frozen', ' 4923)']","[' 857      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.737235'],[' 0'], ,[' 173.032'],[' 0'],[' 4.80584'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.28458e+07'],[' 4.84623e+07'],[' 0'],[' 1.12784e+10'],[' 0'],[' 0'],[' 801 '],[' 1240 '],[' 1929 '],[' 2432 '],[' 2984 '],[' 2 '],[' 3 ']
UNSATISFIABLE,TA55,[' 2371'],[' 1191'],"[' 436.870s (Solving', ' 432.96s 1st Model', ' 6.54s Unsat', ' 181.40s)']",[' 436.203s'], ,[' 68065056'],"[' 21340257 (Analyzed', ' 21227549)']","[' 40606    (Average', ' 522.77 Last', ' 216963)']",[' 2194.0  '],"[' 1191     (Average Length', ' 645.73 Splits', ' 0)']","[' 21227549 (Deleted', ' 20956108)']","[' 86       (Ratio', '   0.00%)']","[' 6335     (Ratio', '   0.03%)']","[' 21227549 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21227549 (Average', '  3.10 Max', ' 2942 Sum', ' 65798672)']","[' 21227031 (Average', '  3.09 Max', ' 2942 Sum', ' 65489985 Ratio', '  99.53%)']","[' 518      (Average', ' 595.92 Max', ' 850 Sum', ' 308687 Ratio', '   0.47%)']", ,[' 72889   '],[' 3499    '],[' 67084   '],[' 26892   '],"[' 72302    (Atom=Atom', ' 20144 Body=Body', ' 12657 Other', ' 39501)']",[' Yes'],"[' 5021     (Eliminated', '    0 Frozen', ' 5021)']","[' 1133     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.89723'],[' 0'], ,[' 248.043'],[' 0'],[' 7.87263'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09535e+08'],[' 1.29616e+08'],[' 0'],[' 1.53761e+10'],[' 0'],[' 0'],[' 686 '],[' 1296 '],[' 1880 '],[' 2430 '],[' 2922 '],[' 2 '],[' 3 ']
UNSATISFIABLE,TA56,[' 1981'],[' 996'],"[' 468.493s (Solving', ' 465.05s 1st Model', ' 3.20s Unsat', ' 98.57s)']",[' 467.984s'], ,[' 45281578'],"[' 24930020 (Analyzed', ' 24843897)']","[' 45381    (Average', ' 547.45 Last', ' 232382)']",[' 2398.5  '],"[' 996      (Average Length', ' 565.93 Splits', ' 0)']","[' 24843897 (Deleted', ' 24544706)']","[' 26       (Ratio', '   0.00%)']","[' 3131     (Ratio', '   0.01%)']","[' 24843897 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24843897 (Average', '  1.73 Max', ' 3210 Sum', ' 42918413)']","[' 24843374 (Average', '  1.72 Max', ' 2721 Sum', ' 42676461 Ratio', '  99.44%)']","[' 523      (Average', ' 462.62 Max', ' 684 Sum', ' 241952 Ratio', '   0.56%)']", ,[' 72456   '],[' 3520    '],[' 66683   '],[' 26575   '],"[' 72078    (Atom=Atom', ' 20033 Body=Body', ' 12720 Other', ' 39325)']",[' Yes'],"[' 4895     (Eliminated', '    0 Frozen', ' 4895)']","[' 538      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.794734'],[' 0'], ,[' 310.917'],[' 0'],[' 7.41662'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12336e+08'],[' 5.21464e+07'],[' 0'],[' 2.08111e+10'],[' 0'],[' 0'],[' 821 '],[' 1426 '],[' 2070 '],[' 2634 '],[' 3230 '],[' 3 '],[' 2 ']
UNSATISFIABLE,TA57,[' 2025'],[' 1018'],"[' 371.303s (Solving', ' 367.55s 1st Model', ' 3.54s Unsat', ' 0.09s)']",[' 370.484s'], ,[' 48115867'],"[' 20974744 (Analyzed', ' 20850720)']","[' 37224    (Average', ' 560.14 Last', ' 330403)']",[' 2186.9  '],"[' 1018     (Average Length', ' 578.77 Splits', ' 0)']","[' 20850720 (Deleted', ' 20619689)']","[' 42       (Ratio', '   0.00%)']","[' 4569     (Ratio', '   0.02%)']","[' 20850720 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20850720 (Average', '  2.20 Max', ' 2694 Sum', ' 45974777)']","[' 20850226 (Average', '  2.19 Max', ' 2498 Sum', ' 45724916 Ratio', '  99.46%)']","[' 494      (Average', ' 505.79 Max', ' 753 Sum', ' 249861 Ratio', '   0.54%)']", ,[' 73116   '],[' 3545    '],[' 67222   '],[' 26890   '],"[' 72507    (Atom=Atom', ' 20155 Body=Body', ' 12795 Other', ' 39557)']",[' Yes'],"[' 4938     (Eliminated', '    0 Frozen', ' 4938)']","[' 940      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.765174'],[' 0'], ,[' 231.61'],[' 0'],[' 6.46876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15695e+08'],[' 6.34165e+07'],[' 0'],[' 1.52648e+10'],[' 0'],[' 0'],[' 850 '],[' 1510 '],[' 2028 '],[' 2685 '],[' 3260 '],[' 3 '],[' 2 ']
UNSATISFIABLE,TA58,[' 2131'],[' 1071'],"[' 392.008s (Solving', ' 388.12s 1st Model', ' 3.37s Unsat', ' 22.02s)']",[' 391.500s'], ,[' 47617034'],"[' 23777949 (Analyzed', ' 23673042)']","[' 44382    (Average', ' 533.39 Last', ' 1940)']",[' 2118.9  '],"[' 1071     (Average Length', ' 603.34 Splits', ' 0)']","[' 23673042 (Deleted', ' 23365187)']","[' 30       (Ratio', '   0.00%)']","[' 4083     (Ratio', '   0.02%)']","[' 23673042 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23673042 (Average', '  1.93 Max', ' 3287 Sum', ' 45599215)']","[' 23672518 (Average', '  1.91 Max', ' 3180 Sum', ' 45302889 Ratio', '  99.35%)']","[' 524      (Average', ' 565.51 Max', ' 826 Sum', ' 296326 Ratio', '   0.65%)']", ,[' 73117   '],[' 3502    '],[' 67148   '],[' 26909   '],"[' 72027    (Atom=Atom', ' 20036 Body=Body', ' 12666 Other', ' 39325)']",[' Yes'],"[' 4932     (Eliminated', '    0 Frozen', ' 4932)']","[' 787      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.7796'],[' 0'], ,[' 228.9'],[' 0'],[' 5.80604'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23227e+08'],[' 6.42695e+07'],[' 0'],[' 1.56296e+10'],[' 0'],[' 0'],[' 737 '],[' 1343 '],[' 1943 '],[' 2550 '],[' 3113 '],[' 3 '],[' 2 ']
UNSATISFIABLE,TA59,[' 2049'],[' 1030'],"[' 381.724s (Solving', ' 377.99s 1st Model', ' 4.28s Unsat', ' 128.97s)']",[' 380.641s'], ,[' 38764196'],"[' 21517390 (Analyzed', ' 21411109)']","[' 41277    (Average', ' 518.72 Last', ' 50966)']",[' 2221.8  '],"[' 1030     (Average Length', ' 580.97 Splits', ' 0)']","[' 21411109 (Deleted', ' 21117755)']","[' 59       (Ratio', '   0.00%)']","[' 4195     (Ratio', '   0.02%)']","[' 21411109 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21411109 (Average', '  1.72 Max', ' 2418 Sum', ' 36752566)']","[' 21410568 (Average', '  1.70 Max', ' 2418 Sum', ' 36467848 Ratio', '  99.23%)']","[' 541      (Average', ' 526.28 Max', ' 726 Sum', ' 284718 Ratio', '   0.77%)']", ,[' 72933   '],[' 3474    '],[' 66932   '],[' 26769   '],"[' 71441    (Atom=Atom', ' 19883 Body=Body', ' 12582 Other', ' 38976)']",[' Yes'],"[' 4884     (Eliminated', '    0 Frozen', ' 4884)']","[' 700      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.773152'],[' 0'], ,[' 233.105'],[' 0'],[' 6.34112'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.84365e+07'],[' 4.68739e+07'],[' 0'],[' 1.56937e+10'],[' 0'],[' 0'],[' 580 '],[' 1164 '],[' 1731 '],[' 2347 '],[' 2875 '],[' 2 '],[' 3 ']
UNSATISFIABLE,TA60,[' 2019'],[' 1015'],"[' 276.454s (Solving', ' 272.45s 1st Model', ' 3.12s Unsat', ' 21.37s)']",[' 275.828s'], ,[' 35969123'],"[' 17736570 (Analyzed', ' 17648701)']","[' 31680    (Average', ' 557.09 Last', ' 37380)']",[' 2319.7  '],"[' 1015     (Average Length', ' 570.67 Splits', ' 0)']","[' 17648701 (Deleted', ' 17406095)']","[' 29       (Ratio', '   0.00%)']","[' 3517     (Ratio', '   0.02%)']","[' 17648701 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17648701 (Average', '  1.92 Max', ' 2981 Sum', ' 33907240)']","[' 17648203 (Average', '  1.91 Max', ' 2664 Sum', ' 33668828 Ratio', '  99.30%)']","[' 498      (Average', ' 478.74 Max', ' 688 Sum', ' 238412 Ratio', '   0.70%)']", ,[' 72743   '],[' 3518    '],[' 66872   '],[' 26719   '],"[' 72069    (Atom=Atom', ' 20044 Body=Body', ' 12714 Other', ' 39311)']",[' Yes'],"[' 4902     (Eliminated', '    0 Frozen', ' 4902)']","[' 601      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.814837'],[' 0'], ,[' 153'],[' 0'],[' 4.53515'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.95076e+07'],[' 4.30549e+07'],[' 0'],[' 9.63847e+09'],[' 0'],[' 0'],[' 742 '],[' 1293 '],[' 1897 '],[' 2431 '],[' 2948 '],[' 2 '],[' 3 ']
