Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 9001+'],[' 4505'],"[' 619.227s (Solving', ' 549.61s 1st Model', ' 247.86s Unsat', ' 0.00s)']",[' 617.031s'], ,[' 312577755'],"[' 2727893  (Analyzed', ' 361874)']","[' 3324     (Average', ' 108.87 Last', ' 39395)']",[' 12726.3 '],"[' 4505     (Average Length', ' 2301.71 Splits', ' 0)']","[' 361874   (Deleted', ' 304442)']","[' 68       (Ratio', '   0.02%)']","[' 37276    (Ratio', '  10.30%)']","[' 361874   (Average Length', '   24.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 361874   (Average', ' 752.54 Max', ' 17712 Sum', ' 272322863)']","[' 358178   (Average', ' 726.86 Max', ' 15658 Sum', ' 263030985 Ratio', '  96.59%)']","[' 3696     (Average', ' 2514.04 Max', ' 3005 Sum', ' 9291878 Ratio', '   3.41%)']", ,[' 391521  '],[' 24454   '],[' 354167  '],[' 159876  '],"[' 439010   (Atom=Atom', ' 114834 Body=Body', ' 78922 Other', ' 245254)']",[' Yes'],"[' 29271    (Eliminated', '    0 Frozen', ' 29271)']","[' 7901     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.8526'],[' 0'], ,[' 140.996'],[' 0'],[' 17.0843'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.13509e+08'],[' 4.68471e+08'],[' 0'],[' 4.34035e+09'],[' 0'],[' 0'],[' 1893 '],[' 3523 '],[' 4921 '],[' 6473 '],[' 4 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 9161+'],[' 4585'],"[' 618.962s (Solving', ' 551.34s 1st Model', ' 293.70s Unsat', ' 0.00s)']",[' 617.109s'], ,[' 325813493'],"[' 2453012  (Analyzed', ' 369150)']","[' 3328     (Average', ' 110.92 Last', ' 46871)']",[' 12933.4 '],"[' 4585     (Average Length', ' 2374.05 Splits', ' 0)']","[' 369150   (Deleted', ' 305795)']","[' 55       (Ratio', '   0.01%)']","[' 37755    (Ratio', '  10.23%)']","[' 369150   (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 369150   (Average', ' 767.33 Max', ' 15887 Sum', ' 283259083)']","[' 365987   (Average', ' 745.43 Max', ' 15887 Sum', ' 275174167 Ratio', '  97.15%)']","[' 3163     (Average', ' 2556.09 Max', ' 3097 Sum', ' 8084916 Ratio', '   2.85%)']", ,[' 392340  '],[' 24176   '],[' 354656  '],[' 159412  '],"[' 435026   (Atom=Atom', ' 113802 Body=Body', ' 78088 Other', ' 243136)']",[' Yes'],"[' 29145    (Eliminated', '    0 Frozen', ' 29145)']","[' 7219     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5417'],[' 0'], ,[' 134.862'],[' 0'],[' 17.7127'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.43779e+08'],[' 4.96934e+08'],[' 0'],[' 3.94077e+09'],[' 0'],[' 0'],[' 1618 '],[' 3064 '],[' 4431 '],[' 5945 '],[' 4 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 9719+'],[' 4864'],"[' 618.807s (Solving', ' 549.03s 1st Model', ' 276.59s Unsat', ' 0.00s)']",[' 616.344s'], ,[' 323494732'],"[' 3414255  (Analyzed', ' 365615)']","[' 3600     (Average', ' 101.56 Last', ' 48851)']",[' 13052.2 '],"[' 4864     (Average Length', ' 2444.85 Splits', ' 0)']","[' 365615   (Deleted', ' 309742)']","[' 54       (Ratio', '   0.01%)']","[' 34509    (Ratio', '   9.44%)']","[' 365615   (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 365615   (Average', ' 754.85 Max', ' 18845 Sum', ' 275984716)']","[' 362834   (Average', ' 734.65 Max', ' 16641 Sum', ' 268597702 Ratio', '  97.32%)']","[' 2781     (Average', ' 2656.24 Max', ' 3236 Sum', ' 7387014 Ratio', '   2.68%)']", ,[' 391830  '],[' 24356   '],[' 354835  '],[' 159757  '],"[' 438634   (Atom=Atom', ' 114801 Body=Body', ' 78628 Other', ' 245205)']",[' Yes'],"[' 29434    (Eliminated', '    0 Frozen', ' 29434)']","[' 6534     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9218'],[' 0'], ,[' 145.458'],[' 0'],[' 16.9474'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.20856e+08'],[' 4.74281e+08'],[' 0'],[' 5.37104e+09'],[' 0'],[' 0'],[' 1838 '],[' 3401 '],[' 4863 '],[' 6192 '],[' 4 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 9709+'],[' 4859'],"[' 619.645s (Solving', ' 546.29s 1st Model', ' 267.74s Unsat', ' 0.00s)']",[' 618.078s'], ,[' 323658375'],"[' 2569820  (Analyzed', ' 335292)']","[' 3424     (Average', ' 97.92 Last', ' 38907)']",[' 13054.4 '],"[' 4859     (Average Length', ' 2486.76 Splits', ' 0)']","[' 335292   (Deleted', ' 277330)']","[' 52       (Ratio', '   0.02%)']","[' 34039    (Ratio', '  10.15%)']","[' 335292   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 335292   (Average', ' 829.92 Max', ' 16099 Sum', ' 278265919)']","[' 332090   (Average', ' 804.91 Max', ' 16099 Sum', ' 269880014 Ratio', '  96.99%)']","[' 3202     (Average', ' 2618.96 Max', ' 3280 Sum', ' 8385905 Ratio', '   3.01%)']", ,[' 392849  '],[' 24281   '],[' 355173  '],[' 160277  '],"[' 437433   (Atom=Atom', ' 114496 Body=Body', ' 78403 Other', ' 244534)']",[' Yes'],"[' 29438    (Eliminated', '    0 Frozen', ' 29438)']","[' 6954     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.4758'],[' 0'], ,[' 136.424'],[' 0'],[' 17.0726'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.34657e+08'],[' 4.89227e+08'],[' 0'],[' 4.14284e+09'],[' 0'],[' 0'],[' 1699 '],[' 3137 '],[' 4582 '],[' 6070 '],[' 4 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 9923+'],[' 4966'],"[' 619.020s (Solving', ' 549.06s 1st Model', ' 286.42s Unsat', ' 0.00s)']",[' 617.391s'], ,[' 331663153'],"[' 2719713  (Analyzed', ' 378089)']","[' 3571     (Average', ' 105.88 Last', ' 80607)']",[' 12559.9 '],"[' 4966     (Average Length', ' 2496.80 Splits', ' 0)']","[' 378089   (Deleted', ' 321946)']","[' 55       (Ratio', '   0.01%)']","[' 37204    (Ratio', '   9.84%)']","[' 378089   (Average Length', '   24.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 378089   (Average', ' 763.81 Max', ' 15779 Sum', ' 288787372)']","[' 374769   (Average', ' 738.41 Max', ' 15779 Sum', ' 279185739 Ratio', '  96.68%)']","[' 3320     (Average', ' 2892.06 Max', ' 4822 Sum', ' 9601633 Ratio', '   3.32%)']", ,[' 392994  '],[' 24406   '],[' 355477  '],[' 160758  '],"[' 439616   (Atom=Atom', ' 115103 Body=Body', ' 78778 Other', ' 245735)']",[' Yes'],"[' 29605    (Eliminated', '    0 Frozen', ' 29605)']","[' 7548     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.771'],[' 0'], ,[' 139.065'],[' 0'],[' 17.5386'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.36362e+08'],[' 4.90388e+08'],[' 0'],[' 4.41016e+09'],[' 0'],[' 0'],[' 1726 '],[' 3345 '],[' 4737 '],[' 6051 '],[' 4 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 9933+'],[' 4971'],"[' 618.952s (Solving', ' 550.67s 1st Model', ' 292.03s Unsat', ' 0.00s)']",[' 617.313s'], ,[' 329717801'],"[' 2577781  (Analyzed', ' 339712)']","[' 3437     (Average', ' 98.84 Last', ' 37975)']",[' 13158.9 '],"[' 4971     (Average Length', ' 2531.33 Splits', ' 0)']","[' 339712   (Deleted', ' 286247)']","[' 42       (Ratio', '   0.01%)']","[' 34510    (Ratio', '  10.16%)']","[' 339712   (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 339712   (Average', ' 827.52 Max', ' 17269 Sum', ' 281117960)']","[' 337508   (Average', ' 807.82 Max', ' 17269 Sum', ' 274427448 Ratio', '  97.62%)']","[' 2204     (Average', ' 3035.62 Max', ' 3534 Sum', ' 6690512 Ratio', '   2.38%)']", ,[' 392848  '],[' 24253   '],[' 355157  '],[' 160299  '],"[' 437275   (Atom=Atom', ' 114496 Body=Body', ' 78319 Other', ' 244460)']",[' Yes'],"[' 29417    (Eliminated', '    0 Frozen', ' 29417)']","[' 4144     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.5473'],[' 0'], ,[' 136.266'],[' 0'],[' 17.3365'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33414e+08'],[' 4.8908e+08'],[' 0'],[' 4.34192e+09'],[' 0'],[' 0'],[' 1738 '],[' 3198 '],[' 4607 '],[' 5975 '],[' 4 '],[' 0 ']
Solving...,TA77, , , ,[' 9657+'],[' 4833'],"[' 622.699s (Solving', ' 549.01s 1st Model', ' 283.80s Unsat', ' 0.00s)']",[' 620.359s'], ,[' 331248506'],"[' 2625730  (Analyzed', ' 440095)']","[' 3510     (Average', ' 125.38 Last', ' 102229)']",[' 12860.4 '],"[' 4834     (Average Length', ' 2416.16 Splits', ' 0)']","[' 440095   (Deleted', ' 380926)']","[' 65       (Ratio', '   0.01%)']","[' 38947    (Ratio', '   8.85%)']","[' 440095   (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 440095   (Average', ' 649.03 Max', ' 15964 Sum', ' 285633683)']","[' 437332   (Average', ' 632.45 Max', ' 15964 Sum', ' 278339365 Ratio', '  97.45%)']","[' 2763     (Average', ' 2640.00 Max', ' 10556 Sum', ' 7294318 Ratio', '   2.55%)']", ,[' 391210  '],[' 24227   '],[' 354340  '],[' 159077  '],"[' 436466   (Atom=Atom', ' 114253 Body=Body', ' 78241 Other', ' 243972)']",[' Yes'],"[' 29287    (Eliminated', '    0 Frozen', ' 29287)']","[' 7913     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9188'],[' 0'], ,[' 139.051'],[' 0'],[' 17.421'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.55465e+08'],[' 5.04183e+08'],[' 0'],[' 4.32628e+09'],[' 0'],[' 0'],[' 1745 '],[' 3223 '],[' 4697 '],[' 6135 '],[' 4 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 9263+'],[' 4636'],"[' 617.758s (Solving', ' 552.78s 1st Model', ' 281.03s Unsat', ' 0.00s)']",[' 616.109s'], ,[' 346592209'],"[' 2805007  (Analyzed', ' 394138)']","[' 3550     (Average', ' 111.02 Last', ' 44706)']",[' 12265.7 '],"[' 4636     (Average Length', ' 2339.22 Splits', ' 0)']","[' 394138   (Deleted', ' 334967)']","[' 69       (Ratio', '   0.02%)']","[' 41886    (Ratio', '  10.63%)']","[' 394138   (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 394138   (Average', ' 779.94 Max', ' 15400 Sum', ' 307402373)']","[' 390655   (Average', ' 755.99 Max', ' 15400 Sum', ' 297962992 Ratio', '  96.93%)']","[' 3483     (Average', ' 2710.13 Max', ' 3136 Sum', ' 9439381 Ratio', '   3.07%)']", ,[' 392545  '],[' 24377   '],[' 354868  '],[' 160135  '],"[' 438251   (Atom=Atom', ' 114657 Body=Body', ' 78691 Other', ' 244903)']",[' Yes'],"[' 29241    (Eliminated', '    0 Frozen', ' 29241)']","[' 8470     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.7075'],[' 0'], ,[' 141.737'],[' 0'],[' 18.2577'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.74051e+08'],[' 5.24729e+08'],[' 0'],[' 4.55526e+09'],[' 0'],[' 0'],[' 1711 '],[' 3288 '],[' 4662 '],[' 5886 '],[' 4 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 9401+'],[' 4705'],"[' 618.408s (Solving', ' 549.82s 1st Model', ' 265.72s Unsat', ' 0.00s)']",[' 615.766s'], ,[' 344079698'],"[' 2625425  (Analyzed', ' 386112)']","[' 3429     (Average', ' 112.60 Last', ' 39022)']",[' 12520.4 '],"[' 4705     (Average Length', ' 2373.86 Splits', ' 0)']","[' 386112   (Deleted', ' 322504)']","[' 56       (Ratio', '   0.01%)']","[' 39564    (Ratio', '  10.25%)']","[' 386112   (Average Length', '   23.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 386112   (Average', ' 786.16 Max', ' 15206 Sum', ' 303547261)']","[' 382509   (Average', ' 761.36 Max', ' 15206 Sum', ' 293971200 Ratio', '  96.85%)']","[' 3603     (Average', ' 2657.80 Max', ' 3095 Sum', ' 9576061 Ratio', '   3.15%)']", ,[' 393546  '],[' 24440   '],[' 355969  '],[' 160513  '],"[' 439382   (Atom=Atom', ' 114978 Body=Body', ' 78880 Other', ' 245524)']",[' Yes'],"[' 29423    (Eliminated', '    0 Frozen', ' 29423)']","[' 8347     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3693'],[' 0'], ,[' 138.79'],[' 0'],[' 18.0477'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.76456e+08'],[' 5.27326e+08'],[' 0'],[' 4.32588e+09'],[' 0'],[' 0'],[' 1671 '],[' 3116 '],[' 4579 '],[' 5990 '],[' 4 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 9049+'],[' 4529'],"[' 617.564s (Solving', ' 553.26s 1st Model', ' 276.67s Unsat', ' 0.00s)']",[' 615.797s'], ,[' 338756916'],"[' 3378821  (Analyzed', ' 393829)']","[' 3624     (Average', ' 108.67 Last', ' 77093)']",[' 12762.0 '],"[' 4529     (Average Length', ' 2319.85 Splits', ' 0)']","[' 393829   (Deleted', ' 333149)']","[' 64       (Ratio', '   0.02%)']","[' 39778    (Ratio', '  10.10%)']","[' 393829   (Average Length', '   25.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 393829   (Average', ' 752.29 Max', ' 16425 Sum', ' 296271882)']","[' 390785   (Average', ' 732.14 Max', ' 16425 Sum', ' 288336170 Ratio', '  97.32%)']","[' 3044     (Average', ' 2607.00 Max', ' 3150 Sum', ' 7935712 Ratio', '   2.68%)']", ,[' 391404  '],[' 24497   '],[' 354241  '],[' 159839  '],"[' 439626   (Atom=Atom', ' 115030 Body=Body', ' 79051 Other', ' 245545)']",[' Yes'],"[' 29303    (Eliminated', '    0 Frozen', ' 29303)']","[' 7641     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.608'],[' 0'], ,[' 149.337'],[' 0'],[' 17.975'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.64329e+08'],[' 5.14879e+08'],[' 0'],[' 5.50775e+09'],[' 0'],[' 0'],[' 1847 '],[' 3191 '],[' 4570 '],[' 5736 '],[' 4 '],[' 0 ']
