Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 809'],[' 414'],"[' 456.354s (Solving', ' 453.39s 1st Model', ' 1.27s Unsat', ' 7.13s)']",[' 454.109s'], ,[' 15107480'],"[' 9408621  (Analyzed', ' 9394201)']","[' 20051    (Average', ' 468.52 Last', ' 21220)']",[' 1623.9  '],"[' 414      (Average Length', ' 200.04 Splits', ' 0)']","[' 9394201  (Deleted', ' 9254727)']","[' 58       (Ratio', '   0.00%)']","[' 2081     (Ratio', '   0.02%)']","[' 9394201  (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9394201  (Average', '  1.52 Max', ' 2325 Sum', ' 14237973)']","[' 9394013  (Average', '  1.51 Max', ' 2325 Sum', ' 14217982 Ratio', '  99.86%)']","[' 188      (Average', ' 106.34 Max', ' 344 Sum', '  19991 Ratio', '   0.14%)']", ,[' 98652   '],[' 3678    '],[' 98051   '],[' 55581   '],"[' 166739   (Atom=Atom', ' 52901 Body=Body', ' 29128 Other', ' 84710)']",[' Yes'],"[' 4077     (Eliminated', '    0 Frozen', ' 4077)']","[' 309      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.745366'],[' 0'], ,[' 385.87'],[' 0'],[' 6.59366'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.63387e+07'],[' 2.41277e+07'],[' 0'],[' 5.21577e+10'],[' 0'],[' 0'],[' 525 '],[' 1048 '],[' 1459 '],[' 2128 '],[' 2503 '],[' 3016 '],[' 3509 '],[' 4143 '],[' 4570 '],[' 4 '],[' 5 ']
Solving...,TA62, , , ,[' 1195'],[' 607'],"[' 441.816s (Solving', ' 437.91s 1st Model', ' 2.17s Unsat', ' 211.02s)']",[' 438.813s'], ,[' 25293777'],"[' 17091832 (Analyzed', ' 17066416)']","[' 32098    (Average', ' 531.70 Last', ' 476678)']",[' 1687.7  '],"[' 607      (Average Length', ' 294.24 Splits', ' 0)']","[' 17066416 (Deleted', ' 16818506)']","[' 82       (Ratio', '   0.00%)']","[' 2016     (Ratio', '   0.01%)']","[' 17066416 (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17066416 (Average', '  1.41 Max', ' 2427 Sum', ' 24086732)']","[' 17066175 (Average', '  1.41 Max', ' 2427 Sum', ' 24048627 Ratio', '  99.84%)']","[' 241      (Average', ' 158.11 Max', ' 503 Sum', '  38105 Ratio', '   0.16%)']", ,[' 100336  '],[' 3754    '],[' 99922   '],[' 56442   '],"[' 169322   (Atom=Atom', ' 53686 Body=Body', ' 29204 Other', ' 86432)']",[' Yes'],"[' 4340     (Eliminated', '    0 Frozen', ' 4340)']","[' 241      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.995648'],[' 0'], ,[' 315.675'],[' 0'],[' 6.16014'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.71979e+07'],[' 3.86525e+07'],[' 0'],[' 3.47068e+10'],[' 0'],[' 0'],[' 570 '],[' 1065 '],[' 1554 '],[' 1895 '],[' 2295 '],[' 2682 '],[' 3097 '],[' 3606 '],[' 4110 '],[' 2 '],[' 7 ']
Solving...,TA63, , , ,[' 875'],[' 447'],"[' 357.441s (Solving', ' 354.07s 1st Model', ' 1.65s Unsat', ' 128.06s)']",[' 356.188s'], ,[' 13946978'],"[' 9281552  (Analyzed', ' 9254501)']","[' 19754    (Average', ' 468.49 Last', ' 57731)']",[' 1738.4  '],"[' 447      (Average Length', ' 216.65 Splits', ' 0)']","[' 9254501  (Deleted', ' 9121890)']","[' 92       (Ratio', '   0.00%)']","[' 2231     (Ratio', '   0.02%)']","[' 9254501  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9254501  (Average', '  1.41 Max', ' 2381 Sum', ' 13073017)']","[' 9254304  (Average', '  1.41 Max', ' 2381 Sum', ' 13047341 Ratio', '  99.80%)']","[' 197      (Average', ' 130.34 Max', ' 321 Sum', '  25676 Ratio', '   0.20%)']", ,[' 98725   '],[' 3683    '],[' 98159   '],[' 56005   '],"[' 168011   (Atom=Atom', ' 53320 Body=Body', ' 29133 Other', ' 85558)']",[' Yes'],"[' 4117     (Eliminated', '    0 Frozen', ' 4117)']","[' 204      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.807022'],[' 0'], ,[' 283.932'],[' 0'],[' 4.89024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.64383e+07'],[' 2.53547e+07'],[' 0'],[' 4.21305e+10'],[' 0'],[' 0'],[' 585 '],[' 960 '],[' 1524 '],[' 1900 '],[' 2334 '],[' 2751 '],[' 3370 '],[' 4043 '],[' 4437 '],[' 2 '],[' 7 ']
Solving...,TA64, , , ,[' 971'],[' 495'],"[' 482.738s (Solving', ' 479.12s 1st Model', ' 1.59s Unsat', ' 31.96s)']",[' 480.438s'], ,[' 19028795'],"[' 13229885 (Analyzed', ' 13206967)']","[' 26786    (Average', ' 493.05 Last', ' 316684)']",[' 1747.2  '],"[' 495      (Average Length', ' 237.85 Splits', ' 0)']","[' 13206967 (Deleted', ' 13000077)']","[' 48       (Ratio', '   0.00%)']","[' 1722     (Ratio', '   0.01%)']","[' 13206967 (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13206967 (Average', '  1.36 Max', ' 2326 Sum', ' 17969915)']","[' 13206816 (Average', '  1.36 Max', ' 2326 Sum', ' 17945988 Ratio', '  99.87%)']","[' 151      (Average', ' 158.46 Max', ' 400 Sum', '  23927 Ratio', '   0.13%)']", ,[' 98574   '],[' 3668    '],[' 98050   '],[' 56186   '],"[' 168554   (Atom=Atom', ' 53516 Body=Body', ' 29118 Other', ' 85920)']",[' Yes'],"[' 4144     (Eliminated', '    0 Frozen', ' 4144)']","[' 181      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.869577'],[' 0'], ,[' 379.027'],[' 0'],[' 6.85752'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.93241e+07'],[' 2.87533e+07'],[' 0'],[' 5.30963e+10'],[' 0'],[' 0'],[' 627 '],[' 1032 '],[' 1399 '],[' 1910 '],[' 2400 '],[' 2791 '],[' 3440 '],[' 3832 '],[' 4216 '],[' 4 '],[' 5 ']
Solving...,TA65, , , ,[' 1015'],[' 517'],"[' 415.947s (Solving', ' 412.05s 1st Model', ' 1.75s Unsat', ' 75.77s)']",[' 413.953s'], ,[' 16729357'],"[' 10841239 (Analyzed', ' 10756020)']","[' 22482    (Average', ' 478.43 Last', ' 38086)']",[' 1787.8  '],"[' 517      (Average Length', ' 251.05 Splits', ' 0)']","[' 10756020 (Deleted', ' 10588220)']","[' 70       (Ratio', '   0.00%)']","[' 2327     (Ratio', '   0.02%)']","[' 10756020 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10756020 (Average', '  1.45 Max', ' 2387 Sum', ' 15612891)']","[' 10755815 (Average', '  1.45 Max', ' 2387 Sum', ' 15584171 Ratio', '  99.82%)']","[' 205      (Average', ' 140.10 Max', ' 435 Sum', '  28720 Ratio', '   0.18%)']", ,[' 98619   '],[' 3764    '],[' 98117   '],[' 56432   '],"[' 169292   (Atom=Atom', ' 53666 Body=Body', ' 29214 Other', ' 86412)']",[' Yes'],"[' 4262     (Eliminated', '    0 Frozen', ' 4262)']","[' 238      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.930754'],[' 0'], ,[' 331.033'],[' 0'],[' 5.43391'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.68361e+07'],[' 3.21272e+07'],[' 0'],[' 4.36129e+10'],[' 0'],[' 0'],[' 499 '],[' 1028 '],[' 1395 '],[' 1801 '],[' 2417 '],[' 2792 '],[' 3295 '],[' 3769 '],[' 4172 '],[' 3 '],[' 6 ']
Solving...,TA66, , , ,[' 973'],[' 496'],"[' 463.516s (Solving', ' 460.11s 1st Model', ' 1.74s Unsat', ' 13.41s)']",[' 462.141s'], ,[' 16931915'],"[' 10732236 (Analyzed', ' 10685854)']","[' 21896    (Average', ' 488.03 Last', ' 6595)']",[' 1647.0  '],"[' 496      (Average Length', ' 240.28 Splits', ' 0)']","[' 10685854 (Deleted', ' 10517586)']","[' 61       (Ratio', '   0.00%)']","[' 2011     (Ratio', '   0.02%)']","[' 10685854 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10685854 (Average', '  1.49 Max', ' 2421 Sum', ' 15937323)']","[' 10685704 (Average', '  1.49 Max', ' 2421 Sum', ' 15916403 Ratio', '  99.87%)']","[' 150      (Average', ' 139.47 Max', ' 413 Sum', '  20920 Ratio', '   0.13%)']", ,[' 99962   '],[' 3750    '],[' 99439   '],[' 56785   '],"[' 170351   (Atom=Atom', ' 54033 Body=Body', ' 29200 Other', ' 87118)']",[' Yes'],"[' 4227     (Eliminated', '    0 Frozen', ' 4227)']","[' 187      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.805385'],[' 0'], ,[' 380.176'],[' 0'],[' 6.68163'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33765e+07'],[' 2.88494e+07'],[' 0'],[' 5.14596e+10'],[' 0'],[' 0'],[' 588 '],[' 1157 '],[' 1470 '],[' 2054 '],[' 2567 '],[' 3004 '],[' 3420 '],[' 3988 '],[' 4499 '],[' 4 '],[' 5 ']
Solving...,TA67, , , ,[' 973'],[' 496'],"[' 355.763s (Solving', ' 352.39s 1st Model', ' 2.08s Unsat', ' 13.19s)']",[' 354.563s'], ,[' 27705625'],"[' 17432708 (Analyzed', ' 17413741)']","[' 32087    (Average', ' 542.70 Last', ' 714835)']",[' 1903.1  '],"[' 496      (Average Length', ' 240.72 Splits', ' 0)']","[' 17413741 (Deleted', ' 17184364)']","[' 81       (Ratio', '   0.00%)']","[' 2146     (Ratio', '   0.01%)']","[' 17413741 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17413741 (Average', '  1.52 Max', ' 2446 Sum', ' 26387556)']","[' 17413566 (Average', '  1.51 Max', ' 2446 Sum', ' 26377729 Ratio', '  99.96%)']","[' 175      (Average', ' 56.15 Max', ' 385 Sum', '   9827 Ratio', '   0.04%)']", ,[' 99927   '],[' 3771    '],[' 99409   '],[' 57178   '],"[' 171530   (Atom=Atom', ' 54405 Body=Body', ' 29221 Other', ' 87904)']",[' Yes'],"[' 4253     (Eliminated', '    0 Frozen', ' 4253)']","[' 258      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.936441'],[' 0'], ,[' 238.856'],[' 0'],[' 5.85225'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.97884e+07'],[' 3.98374e+07'],[' 0'],[' 2.29453e+10'],[' 0'],[' 0'],[' 683 '],[' 1291 '],[' 1927 '],[' 2357 '],[' 2926 '],[' 3363 '],[' 3728 '],[' 4107 '],[' 4561 '],[' 3 '],[' 6 ']
Solving...,TA68, , , ,[' 1035'],[' 527'],"[' 341.400s (Solving', ' 337.69s 1st Model', ' 1.57s Unsat', ' 2.02s)']",[' 338.766s'], ,[' 8371195 '],"[' 5121493  (Analyzed', ' 5045234)']","[' 11176    (Average', ' 451.43 Last', ' 9016)']",[' 1799.9  '],"[' 527      (Average Length', ' 258.12 Splits', ' 0)']","[' 5045234  (Deleted', ' 4959671)']","[' 65       (Ratio', '   0.00%)']","[' 1459     (Ratio', '   0.03%)']","[' 5045234  (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5045234  (Average', '  1.46 Max', ' 2418 Sum', ' 7373576)']","[' 5045097  (Average', '  1.46 Max', ' 2418 Sum', ' 7350675 Ratio', '  99.69%)']","[' 137      (Average', ' 167.16 Max', ' 434 Sum', '  22901 Ratio', '   0.31%)']", ,[' 98131   '],[' 3631    '],[' 97643   '],[' 55759   '],"[' 167273   (Atom=Atom', ' 53126 Body=Body', ' 29081 Other', ' 85066)']",[' Yes'],"[' 4143     (Eliminated', '    0 Frozen', ' 4143)']","[' 157      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.920939'],[' 0'], ,[' 294.495'],[' 0'],[' 4.72352'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.26547e+07'],[' 2.06836e+07'],[' 0'],[' 4.3653e+10'],[' 0'],[' 0'],[' 432 '],[' 891 '],[' 1459 '],[' 1955 '],[' 2449 '],[' 2890 '],[' 3412 '],[' 3861 '],[' 4298 '],[' 3 '],[' 6 ']
Solving...,TA69, , , ,[' 1009'],[' 514'],"[' 337.998s (Solving', ' 334.21s 1st Model', ' 1.61s Unsat', ' 107.06s)']",[' 335.563s'], ,[' 22460243'],"[' 14958137 (Analyzed', ' 14940251)']","[' 30034    (Average', ' 497.44 Last', ' 15890)']",[' 1780.2  '],"[' 514      (Average Length', ' 250.30 Splits', ' 0)']","[' 14940251 (Deleted', ' 14731488)']","[' 78       (Ratio', '   0.00%)']","[' 1819     (Ratio', '   0.01%)']","[' 14940251 (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14940251 (Average', '  1.43 Max', ' 2396 Sum', ' 21323910)']","[' 14940077 (Average', '  1.43 Max', ' 2396 Sum', ' 21304864 Ratio', '  99.91%)']","[' 174      (Average', ' 109.46 Max', ' 402 Sum', '  19046 Ratio', '   0.09%)']", ,[' 98554   '],[' 3682    '],[' 98053   '],[' 55699   '],"[' 167093   (Atom=Atom', ' 53015 Body=Body', ' 29132 Other', ' 84946)']",[' Yes'],"[' 4181     (Eliminated', '    0 Frozen', ' 4181)']","[' 166      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.933202'],[' 0'], ,[' 230.912'],[' 0'],[' 4.78559'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.85298e+07'],[' 3.46058e+07'],[' 0'],[' 2.43841e+10'],[' 0'],[' 0'],[' 622 '],[' 1162 '],[' 1494 '],[' 2062 '],[' 2430 '],[' 3125 '],[' 3447 '],[' 3950 '],[' 4394 '],[' 2 '],[' 7 ']
Solving...,TA70, , , ,[' 907'],[' 463'],"[' 295.333s (Solving', ' 292.13s 1st Model', ' 1.38s Unsat', ' 66.12s)']",[' 294.172s'], ,[' 10399412'],"[' 6739783  (Analyzed', ' 6692739)']","[' 14192    (Average', ' 471.59 Last', ' 7972)']",[' 1603.7  '],"[' 463      (Average Length', ' 224.81 Splits', ' 0)']","[' 6692739  (Deleted', ' 6583644)']","[' 77       (Ratio', '   0.00%)']","[' 1888     (Ratio', '   0.03%)']","[' 6692739  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6692739  (Average', '  1.43 Max', ' 2532 Sum', ' 9547502)']","[' 6692603  (Average', '  1.42 Max', ' 2532 Sum', ' 9535735 Ratio', '  99.88%)']","[' 136      (Average', ' 86.52 Max', ' 380 Sum', '  11767 Ratio', '   0.12%)']", ,[' 99618   '],[' 3748    '],[' 99066   '],[' 56550   '],"[' 169646   (Atom=Atom', ' 53800 Body=Body', ' 29198 Other', ' 86648)']",[' Yes'],"[' 4196     (Eliminated', '    0 Frozen', ' 4196)']","[' 140      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.782758'],[' 0'], ,[' 241.902'],[' 0'],[' 4.63878'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.43187e+07'],[' 1.90444e+07'],[' 0'],[' 3.14787e+10'],[' 0'],[' 0'],[' 499 '],[' 964 '],[' 1469 '],[' 1930 '],[' 2482 '],[' 2984 '],[' 3466 '],[' 3819 '],[' 4405 '],[' 2 '],[' 7 ']
