Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 4101+'],[' 2058'],"[' 607.406s (Solving', ' 584.11s 1st Model', ' 29.21s Unsat', ' 0.00s)']",[' 605.547s'], ,[' 127253595'],"[' 10460031 (Analyzed', ' 10200302)']","[' 21017    (Average', ' 485.34 Last', ' 41230)']",[' 6701.4  '],"[' 2058     (Average Length', ' 1137.31 Splits', ' 0)']","[' 10200302 (Deleted', ' 10067627)']","[' 47       (Ratio', '   0.00%)']","[' 17735    (Ratio', '   0.17%)']","[' 10200302 (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10200302 (Average', ' 11.60 Max', ' 9771 Sum', ' 118299099)']","[' 10197599 (Average', ' 11.27 Max', ' 9771 Sum', ' 114939714 Ratio', '  97.16%)']","[' 2703     (Average', ' 1242.84 Max', ' 1613 Sum', ' 3359385 Ratio', '   2.84%)']", ,[' 295441  '],[' 14305   '],[' 269136  '],[' 100772  '],"[' 266643   (Atom=Atom', ' 73300 Body=Body', ' 48755 Other', ' 144588)']",[' Yes'],"[' 17619    (Eliminated', '    0 Frozen', ' 17619)']","[' 3554     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.40941'],[' 0'], ,[' 373.406'],[' 0'],[' 11.9747'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17325e+08'],[' 1.73343e+08'],[' 0'],[' 2.21701e+10'],[' 0'],[' 0'],[' 1380 '],[' 2552 '],[' 3459 '],[' 4417 '],[' 5121 '],[' 6030 '],[' 6611 '],[' 7 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 4807+'],[' 2411'],"[' 607.766s (Solving', ' 582.89s 1st Model', ' 30.09s Unsat', ' 0.00s)']",[' 605.938s'], ,[' 123057602'],"[' 11271023 (Analyzed', ' 10939609)']","[' 22255    (Average', ' 491.56 Last', ' 123173)']",[' 6937.3  '],"[' 2411     (Average Length', ' 1296.95 Splits', ' 0)']","[' 10939609 (Deleted', ' 10808672)']","[' 44       (Ratio', '   0.00%)']","[' 16363    (Ratio', '   0.15%)']","[' 10939609 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10939609 (Average', ' 10.23 Max', ' 9986 Sum', ' 111885871)']","[' 10937219 (Average', '  9.92 Max', ' 9986 Sum', ' 108555581 Ratio', '  97.02%)']","[' 2390     (Average', ' 1393.43 Max', ' 1846 Sum', ' 3330290 Ratio', '   2.98%)']", ,[' 297917  '],[' 13961   '],[' 270303  '],[' 101705  '],"[' 262285   (Atom=Atom', ' 72277 Body=Body', ' 47723 Other', ' 142285)']",[' Yes'],"[' 17560    (Eliminated', '    0 Frozen', ' 17560)']","[' 3196     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.80635'],[' 0'], ,[' 370.9'],[' 0'],[' 11.8108'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04002e+08'],[' 1.59612e+08'],[' 0'],[' 2.31086e+10'],[' 0'],[' 0'],[' 1087 '],[' 2073 '],[' 2815 '],[' 3598 '],[' 4501 '],[' 5366 '],[' 5999 '],[' 7 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 3727+'],[' 1871'],"[' 606.287s (Solving', ' 587.53s 1st Model', ' 20.33s Unsat', ' 0.00s)']",[' 604.344s'], ,[' 125690972'],"[' 14019709 (Analyzed', ' 13610853)']","[' 27603    (Average', ' 493.09 Last', ' 17237)']",[' 6831.9  '],"[' 1871     (Average Length', ' 1062.56 Splits', ' 0)']","[' 13610853 (Deleted', ' 13460364)']","[' 25       (Ratio', '   0.00%)']","[' 11779    (Ratio', '   0.09%)']","[' 13610853 (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13610853 (Average', '  8.57 Max', ' 10500 Sum', ' 116642825)']","[' 13608337 (Average', '  8.36 Max', ' 10500 Sum', ' 113747301 Ratio', '  97.52%)']","[' 2516     (Average', ' 1150.84 Max', ' 1587 Sum', ' 2895524 Ratio', '   2.48%)']", ,[' 295216  '],[' 14120   '],[' 268499  '],[' 100176  '],"[' 263149   (Atom=Atom', ' 72373 Body=Body', ' 48200 Other', ' 142576)']",[' Yes'],"[' 17239    (Eliminated', '    0 Frozen', ' 17239)']","[' 2106     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.50676'],[' 0'], ,[' 402.022'],[' 0'],[' 11.6275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93766e+08'],[' 1.46036e+08'],[' 0'],[' 2.65451e+10'],[' 0'],[' 0'],[' 1512 '],[' 2485 '],[' 3426 '],[' 3914 '],[' 4781 '],[' 5759 '],[' 6572 '],[' 7 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 4245+'],[' 2130'],"[' 607.004s (Solving', ' 584.53s 1st Model', ' 30.11s Unsat', ' 0.00s)']",[' 605.813s'], ,[' 118985235'],"[' 12966526 (Analyzed', ' 12564410)']","[' 25742    (Average', ' 488.09 Last', ' 27902)']",[' 7336.7  '],"[' 2130     (Average Length', ' 1196.32 Splits', ' 0)']","[' 12564410 (Deleted', ' 12416561)']","[' 31       (Ratio', '   0.00%)']","[' 12695    (Ratio', '   0.10%)']","[' 12564410 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12564410 (Average', '  8.57 Max', ' 10571 Sum', ' 107677158)']","[' 12562104 (Average', '  8.35 Max', ' 10571 Sum', ' 104850011 Ratio', '  97.37%)']","[' 2306     (Average', ' 1226.00 Max', ' 1694 Sum', ' 2827147 Ratio', '   2.63%)']", ,[' 298147  '],[' 14134   '],[' 270540  '],[' 101907  '],"[' 264088   (Atom=Atom', ' 72688 Body=Body', ' 48242 Other', ' 143158)']",[' Yes'],"[' 17530    (Eliminated', '    0 Frozen', ' 17530)']","[' 2381     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.30853'],[' 0'], ,[' 390.791'],[' 0'],[' 12.5781'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89839e+08'],[' 1.46757e+08'],[' 0'],[' 2.51294e+10'],[' 0'],[' 0'],[' 1200 '],[' 2130 '],[' 2842 '],[' 3883 '],[' 4872 '],[' 5394 '],[' 6140 '],[' 7 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 4197+'],[' 2106'],"[' 606.896s (Solving', ' 585.39s 1st Model', ' 25.69s Unsat', ' 0.00s)']",[' 605.094s'], ,[' 124630966'],"[' 12554225 (Analyzed', ' 12237680)']","[' 24039    (Average', ' 509.08 Last', ' 6235)']",[' 6806.7  '],"[' 2106     (Average Length', ' 1154.01 Splits', ' 0)']","[' 12237680 (Deleted', ' 12096984)']","[' 23       (Ratio', '   0.00%)']","[' 14333    (Ratio', '   0.12%)']","[' 12237680 (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12237680 (Average', '  9.41 Max', ' 10201 Sum', ' 115172576)']","[' 12234934 (Average', '  9.13 Max', ' 10201 Sum', ' 111750622 Ratio', '  97.03%)']","[' 2746     (Average', ' 1246.16 Max', ' 1726 Sum', ' 3421954 Ratio', '   2.97%)']", ,[' 297509  '],[' 14339   '],[' 270613  '],[' 101788  '],"[' 267196   (Atom=Atom', ' 73484 Body=Body', ' 48857 Other', ' 144855)']",[' Yes'],"[' 17685    (Eliminated', '    0 Frozen', ' 17685)']","[' 2518     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.04486'],[' 0'], ,[' 383.303'],[' 0'],[' 11.7886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11314e+08'],[' 1.67104e+08'],[' 0'],[' 2.57275e+10'],[' 0'],[' 0'],[' 1330 '],[' 2774 '],[' 3412 '],[' 3875 '],[' 4893 '],[' 6049 '],[' 6857 '],[' 7 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 3955+'],[' 1985'],"[' 606.517s (Solving', ' 586.64s 1st Model', ' 22.48s Unsat', ' 0.00s)']",[' 604.547s'], ,[' 124678369'],"[' 13375252 (Analyzed', ' 12865476)']","[' 25735    (Average', ' 499.92 Last', ' 56065)']",[' 6875.9  '],"[' 1985     (Average Length', ' 1118.67 Splits', ' 0)']","[' 12865476 (Deleted', ' 12725127)']","[' 16       (Ratio', '   0.00%)']","[' 12363    (Ratio', '   0.10%)']","[' 12865476 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12865476 (Average', '  8.95 Max', ' 10314 Sum', ' 115143019)']","[' 12862964 (Average', '  8.71 Max', ' 10241 Sum', ' 112069723 Ratio', '  97.33%)']","[' 2512     (Average', ' 1223.45 Max', ' 1635 Sum', ' 3073296 Ratio', '   2.67%)']", ,[' 298189  '],[' 14099   '],[' 270193  '],[' 101821  '],"[' 263099   (Atom=Atom', ' 72403 Body=Body', ' 48137 Other', ' 142559)']",[' Yes'],"[' 17315    (Eliminated', '    0 Frozen', ' 17315)']","[' 2578     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.7348'],[' 0'], ,[' 395.527'],[' 0'],[' 12.2254'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97285e+08'],[' 1.51646e+08'],[' 0'],[' 2.63327e+10'],[' 0'],[' 0'],[' 1218 '],[' 2142 '],[' 3103 '],[' 3751 '],[' 4708 '],[' 5471 '],[' 6324 '],[' 7 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 3897+'],[' 1956'],"[' 606.829s (Solving', ' 585.25s 1st Model', ' 25.10s Unsat', ' 0.00s)']",[' 605.516s'], ,[' 119702214'],"[' 12816494 (Analyzed', ' 12315489)']","[' 24493    (Average', ' 502.82 Last', ' 31044)']",[' 7672.1  '],"[' 1956     (Average Length', ' 1095.48 Splits', ' 0)']","[' 12315489 (Deleted', ' 12179601)']","[' 12       (Ratio', '   0.00%)']","[' 13806    (Ratio', '   0.11%)']","[' 12315489 (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12315489 (Average', '  8.79 Max', ' 11936 Sum', ' 108210274)']","[' 12313100 (Average', '  8.58 Max', ' 10539 Sum', ' 105699062 Ratio', '  97.68%)']","[' 2389     (Average', ' 1051.16 Max', ' 1469 Sum', ' 2511212 Ratio', '   2.32%)']", ,[' 295293  '],[' 14140   '],[' 268633  '],[' 100308  '],"[' 263595   (Atom=Atom', ' 72538 Body=Body', ' 48260 Other', ' 142797)']",[' Yes'],"[' 17318    (Eliminated', '    0 Frozen', ' 17318)']","[' 2452     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.18082'],[' 0'], ,[' 396.115'],[' 0'],[' 12.4685'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.87113e+08'],[' 1.43657e+08'],[' 0'],[' 2.60294e+10'],[' 0'],[' 0'],[' 1535 '],[' 2341 '],[' 3370 '],[' 3949 '],[' 4709 '],[' 5719 '],[' 6172 '],[' 7 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 4433+'],[' 2224'],"[' 606.905s (Solving', ' 585.16s 1st Model', ' 23.04s Unsat', ' 0.00s)']",[' 604.000s'], ,[' 122900963'],"[' 12364521 (Analyzed', ' 12048814)']","[' 24434    (Average', ' 493.12 Last', ' 23602)']",[' 6460.1  '],"[' 2224     (Average Length', ' 1217.61 Splits', ' 0)']","[' 12048814 (Deleted', ' 11917542)']","[' 34       (Ratio', '   0.00%)']","[' 16232    (Ratio', '   0.13%)']","[' 12048814 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12048814 (Average', '  9.47 Max', ' 9856 Sum', ' 114071495)']","[' 12046053 (Average', '  9.15 Max', ' 9577 Sum', ' 110231191 Ratio', '  96.63%)']","[' 2761     (Average', ' 1390.91 Max', ' 1816 Sum', ' 3840304 Ratio', '   3.37%)']", ,[' 297279  '],[' 14099   '],[' 269852  '],[' 101625  '],"[' 263825   (Atom=Atom', ' 72642 Body=Body', ' 48137 Other', ' 143046)']",[' Yes'],"[' 17530    (Eliminated', '    0 Frozen', ' 17530)']","[' 3209     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.15157'],[' 0'], ,[' 389.207'],[' 0'],[' 12.1533'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05308e+08'],[' 1.58829e+08'],[' 0'],[' 2.58113e+10'],[' 0'],[' 0'],[' 1147 '],[' 2086 '],[' 3181 '],[' 3798 '],[' 4569 '],[' 5735 '],[' 6461 '],[' 7 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 4693+'],[' 2354'],"[' 607.407s (Solving', ' 583.40s 1st Model', ' 29.36s Unsat', ' 0.00s)']",[' 606.328s'], ,[' 111519375'],"[' 12286959 (Analyzed', ' 11943410)']","[' 24581    (Average', ' 485.88 Last', ' 97956)']",[' 6850.9  '],"[' 2354     (Average Length', ' 1267.47 Splits', ' 0)']","[' 11943410 (Deleted', ' 11815394)']","[' 29       (Ratio', '   0.00%)']","[' 13643    (Ratio', '   0.11%)']","[' 11943410 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11943410 (Average', '  8.45 Max', ' 10150 Sum', ' 100918366)']","[' 11940769 (Average', '  8.16 Max', ' 9928 Sum', ' 97423128 Ratio', '  96.54%)']","[' 2641     (Average', ' 1323.45 Max', ' 1818 Sum', ' 3495238 Ratio', '   3.46%)']", ,[' 298660  '],[' 14046   '],[' 270941  '],[' 102055  '],"[' 263476   (Atom=Atom', ' 72560 Body=Body', ' 47978 Other', ' 142938)']",[' Yes'],"[' 17601    (Eliminated', '    0 Frozen', ' 17601)']","[' 2559     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.58413'],[' 0'], ,[' 388.563'],[' 0'],[' 12.1213'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79969e+08'],[' 1.37013e+08'],[' 0'],[' 2.52784e+10'],[' 0'],[' 0'],[' 1071 '],[' 1980 '],[' 2846 '],[' 3600 '],[' 4427 '],[' 5204 '],[' 6115 '],[' 7 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 4681+'],[' 2348'],"[' 607.460s (Solving', ' 583.01s 1st Model', ' 30.71s Unsat', ' 0.00s)']",[' 605.703s'], ,[' 135254418'],"[' 11924799 (Analyzed', ' 11535320)']","[' 23191    (Average', ' 497.41 Last', ' 171270)']",[' 7050.7  '],"[' 2348     (Average Length', ' 1249.55 Splits', ' 0)']","[' 11535320 (Deleted', ' 11399667)']","[' 35       (Ratio', '   0.00%)']","[' 19583    (Ratio', '   0.17%)']","[' 11535320 (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11535320 (Average', ' 10.73 Max', ' 11000 Sum', ' 123806460)']","[' 11532757 (Average', ' 10.45 Max', ' 10058 Sum', ' 120549055 Ratio', '  97.37%)']","[' 2563     (Average', ' 1270.93 Max', ' 1776 Sum', ' 3257405 Ratio', '   2.63%)']", ,[' 296752  '],[' 14307   '],[' 270669  '],[' 101220  '],"[' 267201   (Atom=Atom', ' 73598 Body=Body', ' 48761 Other', ' 144842)']",[' Yes'],"[' 17792    (Eliminated', '    0 Frozen', ' 17792)']","[' 3865     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.76588'],[' 0'], ,[' 371.479'],[' 0'],[' 11.792'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.30298e+08'],[' 1.81911e+08'],[' 0'],[' 2.39131e+10'],[' 0'],[' 0'],[' 1458 '],[' 2413 '],[' 3042 '],[' 3729 '],[' 4476 '],[' 5390 '],[' 6259 '],[' 7 '],[' 0 ']
