Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4321+'],[' 2165'],"[' 605.151s (Solving', ' 594.51s 1st Model', ' 184.33s Unsat', ' 0.00s)']",[' 599.203s'], ,[' 172657259'],"[' 14501810 (Analyzed', ' 14312762)']","[' 31496    (Average', ' 454.43 Last', ' 267000)']",[' 3449.5  '],"[' 2165     (Average Length', ' 1128.25 Splits', ' 0)']","[' 14312762 (Deleted', ' 14148622)']","[' 305      (Ratio', '   0.00%)']","[' 27266    (Ratio', '   0.19%)']","[' 14312762 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14312762 (Average', ' 11.69 Max', ' 3241 Sum', ' 167305821)']","[' 14312210 (Average', ' 11.65 Max', ' 3241 Sum', ' 166764960 Ratio', '  99.68%)']","[' 552      (Average', ' 979.82 Max', ' 1434 Sum', ' 540861 Ratio', '   0.32%)']", ,[' 93494   '],[' 5820    '],[' 87753   '],[' 43535   '],"[' 116742   (Atom=Atom', ' 31752 Body=Body', ' 21461 Other', ' 63529)']",[' Yes'],"[' 8140     (Eliminated', '    0 Frozen', ' 8140)']","[' 3726     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22681'],[' 0'], ,[' 326.621'],[' 0'],[' 15.0624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.04891e+08'],[' 3.9901e+08'],[' 0'],[' 1.6492e+10'],[' 0'],[' 0'],[' 948 '],[' 1564 '],[' 2292 '],[' 2900 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3531+'],[' 1770'],"[' 602.332s (Solving', ' 593.63s 1st Model', ' 33.73s Unsat', ' 0.00s)']",[' 599.484s'], ,[' 182506484'],"[' 12205967 (Analyzed', ' 12106660)']","[' 22471    (Average', ' 538.77 Last', ' 39796)']",[' 3199.0  '],"[' 1770     (Average Length', ' 960.13 Splits', ' 0)']","[' 12106660 (Deleted', ' 11975610)']","[' 428      (Ratio', '   0.00%)']","[' 30760    (Ratio', '   0.25%)']","[' 12106660 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12106660 (Average', ' 14.73 Max', ' 3112 Sum', ' 178378032)']","[' 12106012 (Average', ' 14.69 Max', ' 3112 Sum', ' 177826407 Ratio', '  99.69%)']","[' 648      (Average', ' 851.27 Max', ' 1190 Sum', ' 551625 Ratio', '   0.31%)']", ,[' 93283   '],[' 5894    '],[' 87359   '],[' 43464   '],"[' 116137   (Atom=Atom', ' 31505 Body=Body', ' 21557 Other', ' 63075)']",[' Yes'],"[' 7903     (Eliminated', '    0 Frozen', ' 7903)']","[' 4807     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.81991'],[' 0'], ,[' 324.284'],[' 0'],[' 15.6466'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.58069e+08'],[' 4.48406e+08'],[' 0'],[' 1.58643e+10'],[' 0'],[' 0'],[' 921 '],[' 1794 '],[' 2480 '],[' 3089 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3259+'],[' 1634'],"[' 461.281s (Solving', ' 453.94s 1st Model', ' 13.34s Unsat', ' 0.00s)']",[' 459.969s'], ,[' 129870414'],"[' 14845332 (Analyzed', ' 14665786)']","[' 27419    (Average', ' 534.88 Last', ' 123955)']",[' 3078.0  '],"[' 1633     (Average Length', ' 905.35 Splits', ' 0)']","[' 14665786 (Deleted', ' 14485148)']","[' 295      (Ratio', '   0.00%)']","[' 20444    (Ratio', '   0.14%)']","[' 14665786 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14665786 (Average', '  8.60 Max', ' 3171 Sum', ' 126128282)']","[' 14665175 (Average', '  8.56 Max', ' 3171 Sum', ' 125565957 Ratio', '  99.55%)']","[' 611      (Average', ' 920.34 Max', ' 1274 Sum', ' 562325 Ratio', '   0.45%)']", ,[' 93003   '],[' 5794    '],[' 86793   '],[' 42976   '],"[' 114721   (Atom=Atom', ' 31106 Body=Body', ' 21344 Other', ' 62271)']",[' Yes'],"[' 7734     (Eliminated', '    0 Frozen', ' 7734)']","[' 3915     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.50812'],[' 0'], ,[' 246.727'],[' 0'],[' 11.1295'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.5017e+08'],[' 2.7037e+08'],[' 0'],[' 1.1915e+10'],[' 0'],[' 0'],[' 870 '],[' 1590 '],[' 2290 '],[' 3928 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3841+'],[' 1925'],"[' 603.090s (Solving', ' 592.20s 1st Model', ' 30.62s Unsat', ' 0.00s)']",[' 595.109s'], ,[' 156040084'],"[' 13660595 (Analyzed', ' 13458937)']","[' 27480    (Average', ' 489.77 Last', ' 23579)']",[' 3312.2  '],"[' 1925     (Average Length', ' 1022.47 Splits', ' 0)']","[' 13458937 (Deleted', ' 13279947)']","[' 304      (Ratio', '   0.00%)']","[' 26298    (Ratio', '   0.20%)']","[' 13458937 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13458937 (Average', ' 11.24 Max', ' 3238 Sum', ' 151309010)']","[' 13458383 (Average', ' 11.20 Max', ' 3238 Sum', ' 150800156 Ratio', '  99.66%)']","[' 554      (Average', ' 918.51 Max', ' 1295 Sum', ' 508854 Ratio', '   0.34%)']", ,[' 92951   '],[' 5819    '],[' 87154   '],[' 43133   '],"[' 116009   (Atom=Atom', ' 31515 Body=Body', ' 21450 Other', ' 63044)']",[' Yes'],"[' 7952     (Eliminated', '    0 Frozen', ' 7952)']","[' 3967     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25133'],[' 0'], ,[' 318.542'],[' 0'],[' 15.2748'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.59628e+08'],[' 3.63171e+08'],[' 0'],[' 1.34218e+10'],[' 0'],[' 0'],[' 971 '],[' 1597 '],[' 2252 '],[' 2858 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3841+'],[' 1925'],"[' 602.917s (Solving', ' 592.33s 1st Model', ' 218.02s Unsat', ' 0.00s)']",[' 597.156s'], ,[' 184113669'],"[' 9507059  (Analyzed', ' 9358583)']","[' 21136    (Average', ' 442.78 Last', ' 352954)']",[' 3186.4  '],"[' 1925     (Average Length', ' 1029.61 Splits', ' 0)']","[' 9358583  (Deleted', ' 9259192)']","[' 447      (Ratio', '   0.00%)']","[' 30224    (Ratio', '   0.32%)']","[' 9358583  (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9358583  (Average', ' 19.21 Max', ' 3066 Sum', ' 179766674)']","[' 9357963  (Average', ' 19.15 Max', ' 3066 Sum', ' 179187811 Ratio', '  99.68%)']","[' 620      (Average', ' 933.65 Max', ' 1327 Sum', ' 578863 Ratio', '   0.32%)']", ,[' 92964   '],[' 5778    '],[' 87073   '],[' 43065   '],"[' 115299   (Atom=Atom', ' 31337 Body=Body', ' 21270 Other', ' 62692)']",[' Yes'],"[' 7955     (Eliminated', '    0 Frozen', ' 7955)']","[' 4490     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16307'],[' 0'], ,[' 291.639'],[' 0'],[' 15.9403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.09807e+08'],[' 4.91375e+08'],[' 0'],[' 1.1944e+10'],[' 0'],[' 0'],[' 849 '],[' 1517 '],[' 2257 '],[' 2853 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3145+'],[' 1577'],"[' 602.323s (Solving', ' 594.08s 1st Model', ' 32.94s Unsat', ' 0.00s)']",[' 593.906s'], ,[' 124307120'],"[' 15697346 (Analyzed', ' 15511579)']","[' 30472    (Average', ' 509.04 Last', ' 78448)']",[' 3393.9  '],"[' 1577     (Average Length', ' 872.90 Splits', ' 0)']","[' 15511579 (Deleted', ' 15324362)']","[' 258      (Ratio', '   0.00%)']","[' 21229    (Ratio', '   0.14%)']","[' 15511579 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15511579 (Average', '  7.74 Max', ' 3563 Sum', ' 120017024)']","[' 15510957 (Average', '  7.71 Max', ' 3563 Sum', ' 119525943 Ratio', '  99.59%)']","[' 622      (Average', ' 789.52 Max', ' 1059 Sum', ' 491081 Ratio', '   0.41%)']", ,[' 92271   '],[' 5784    '],[' 86210   '],[' 42571   '],"[' 114392   (Atom=Atom', ' 31029 Body=Body', ' 21295 Other', ' 62068)']",[' Yes'],"[' 7679     (Eliminated', '    0 Frozen', ' 7679)']","[' 2780     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74292'],[' 0'], ,[' 367.22'],[' 0'],[' 14.0335'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.92351e+08'],[' 2.20569e+08'],[' 0'],[' 1.69548e+10'],[' 0'],[' 0'],[' 951 '],[' 1800 '],[' 2449 '],[' 3025 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3669+'],[' 1839'],"[' 602.468s (Solving', ' 593.02s 1st Model', ' 61.74s Unsat', ' 0.00s)']",[' 600.156s'], ,[' 155046733'],"[' 14626886 (Analyzed', ' 14426628)']","[' 28167    (Average', ' 512.18 Last', ' 208340)']",[' 3387.2  '],"[' 1839     (Average Length', ' 998.98 Splits', ' 0)']","[' 14426628 (Deleted', ' 14258102)']","[' 334      (Ratio', '   0.00%)']","[' 26181    (Ratio', '   0.18%)']","[' 14426628 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14426628 (Average', ' 10.42 Max', ' 3270 Sum', ' 150291999)']","[' 14426067 (Average', ' 10.38 Max', ' 3270 Sum', ' 149812487 Ratio', '  99.68%)']","[' 561      (Average', ' 854.75 Max', ' 1261 Sum', ' 479512 Ratio', '   0.32%)']", ,[' 92845   '],[' 5805    '],[' 86962   '],[' 43048   '],"[' 115519   (Atom=Atom', ' 31372 Body=Body', ' 21357 Other', ' 62790)']",[' Yes'],"[' 7891     (Eliminated', '    0 Frozen', ' 7891)']","[' 3795     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.98727'],[' 0'], ,[' 342.94'],[' 0'],[' 14.9075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.14936e+08'],[' 3.2507e+08'],[' 0'],[' 1.58297e+10'],[' 0'],[' 0'],[' 1052 '],[' 1829 '],[' 2474 '],[' 3080 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3779+'],[' 1894'],"[' 602.884s (Solving', ' 592.08s 1st Model', ' 24.63s Unsat', ' 0.00s)']",[' 599.906s'], ,[' 159489677'],"[' 14934276 (Analyzed', ' 14708602)']","[' 27578    (Average', ' 533.35 Last', ' 98953)']",[' 3494.0  '],"[' 1894     (Average Length', ' 1021.12 Splits', ' 0)']","[' 14708602 (Deleted', ' 14553899)']","[' 336      (Ratio', '   0.00%)']","[' 25308    (Ratio', '   0.17%)']","[' 14708602 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14708602 (Average', ' 10.50 Max', ' 3396 Sum', ' 154459636)']","[' 14707958 (Average', ' 10.47 Max', ' 3396 Sum', ' 153928424 Ratio', '  99.66%)']","[' 644      (Average', ' 824.86 Max', ' 1229 Sum', ' 531212 Ratio', '   0.34%)']", ,[' 93361   '],[' 5854    '],[' 87519   '],[' 43416   '],"[' 115828   (Atom=Atom', ' 31468 Body=Body', ' 21426 Other', ' 62934)']",[' Yes'],"[' 8003     (Eliminated', '    0 Frozen', ' 8003)']","[' 3505     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.21634'],[' 0'], ,[' 334.103'],[' 0'],[' 14.6703'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.12082e+08'],[' 3.21069e+08'],[' 0'],[' 1.59575e+10'],[' 0'],[' 0'],[' 960 '],[' 1668 '],[' 2516 '],[' 3142 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3783+'],[' 1896'],"[' 599.704s (Solving', ' 590.55s 1st Model', ' 174.64s Unsat', ' 0.00s)']",[' 602.750s'], ,[' 176533033'],"[' 11874051 (Analyzed', ' 11712490)']","[' 24158    (Average', ' 484.83 Last', ' 425641)']",[' 3211.5  '],"[' 1896     (Average Length', ' 1022.22 Splits', ' 0)']","[' 11712490 (Deleted', ' 11579095)']","[' 327      (Ratio', '   0.00%)']","[' 28261    (Ratio', '   0.24%)']","[' 11712490 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11712490 (Average', ' 14.70 Max', ' 3044 Sum', ' 172151438)']","[' 11711964 (Average', ' 14.65 Max', ' 3044 Sum', ' 171633407 Ratio', '  99.70%)']","[' 526      (Average', ' 984.85 Max', ' 1350 Sum', ' 518031 Ratio', '   0.30%)']", ,[' 93094   '],[' 5776    '],[' 87186   '],[' 43211   '],"[' 114630   (Atom=Atom', ' 31156 Body=Body', ' 21170 Other', ' 62304)']",[' Yes'],"[' 7873     (Eliminated', '    0 Frozen', ' 7873)']","[' 4131     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.96424'],[' 0'], ,[' 323.081'],[' 0'],[' 16.5238'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.40118e+08'],[' 4.30385e+08'],[' 0'],[' 1.4401e+10'],[' 0'],[' 0'],[' 819 '],[' 1437 '],[' 2162 '],[' 2811 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4215+'],[' 2112'],"[' 602.671s (Solving', ' 592.35s 1st Model', ' 122.80s Unsat', ' 0.00s)']",[' 600.625s'], ,[' 189325160'],"[' 11721902 (Analyzed', ' 11493786)']","[' 23360    (Average', ' 492.03 Last', ' 202752)']",[' 3285.6  '],"[' 2112     (Average Length', ' 1112.62 Splits', ' 0)']","[' 11493786 (Deleted', ' 11366174)']","[' 397      (Ratio', '   0.00%)']","[' 30707    (Ratio', '   0.27%)']","[' 11493786 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11493786 (Average', ' 16.04 Max', ' 3131 Sum', ' 184381695)']","[' 11493256 (Average', ' 15.99 Max', ' 3131 Sum', ' 183841258 Ratio', '  99.71%)']","[' 530      (Average', ' 1019.69 Max', ' 1456 Sum', ' 540437 Ratio', '   0.29%)']", ,[' 93494   '],[' 5833    '],[' 87722   '],[' 43536   '],"[' 116577   (Atom=Atom', ' 31715 Body=Body', ' 21412 Other', ' 63450)']",[' Yes'],"[' 8115     (Eliminated', '    0 Frozen', ' 8115)']","[' 4368     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20204'],[' 0'], ,[' 302.353'],[' 0'],[' 15.9813'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.9815e+08'],[' 4.78371e+08'],[' 0'],[' 1.33646e+10'],[' 0'],[' 0'],[' 887 '],[' 1586 '],[' 2343 '],[' 2902 '],[' 4 '],[' 0 ']
