Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 8929+'],[' 4470'],"[' 1013.336s (Solving', ' 924.64s 1st Model', ' 441.48s Unsat', ' 0.00s)']",[' 1019.500s'], ,[' 437740633'],"[' 4735481  (Analyzed', ' 3567387)']","[' 9024     (Average', ' 395.32 Last', ' 102052)']",[' 8907.5  '],"[' 4470     (Average Length', ' 2025.24 Splits', ' 0)']","[' 3567387  (Deleted', ' 3451870)']","[' 178      (Ratio', '   0.00%)']","[' 77760    (Ratio', '   2.18%)']","[' 3567387  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3567387  (Average', ' 114.83 Max', ' 10121 Sum', ' 409631215)']","[' 3565032  (Average', ' 113.54 Max', ' 10121 Sum', ' 405051526 Ratio', '  98.88%)']","[' 2355     (Average', ' 1944.67 Max', ' 3106 Sum', ' 4579689 Ratio', '   1.12%)']", ,[' 393430  '],[' 21439   '],[' 395218  '],[' 231658  '],"[' 694970   (Atom=Atom', ' 212217 Body=Body', ' 122339 Other', ' 360414)']",[' Yes'],"[' 25227    (Eliminated', '    0 Frozen', ' 25227)']","[' 14448    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.3208'],[' 0'], ,[' 517.782'],[' 0'],[' 27.0711'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4967e+09'],[' 1.37314e+09'],[' 0'],[' 4.15727e+10'],[' 0'],[' 0'],[' 1621 '],[' 3076 '],[' 4306 '],[' 5621 '],[' 6656 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 7877+'],[' 3944'],"[' 1001.435s (Solving', ' 928.10s 1st Model', ' 607.78s Unsat', ' 0.00s)']",[' 1027.641s'], ,[' 451932408'],"[' 3604881  (Analyzed', ' 2775014)']","[' 8241     (Average', ' 336.73 Last', ' 131287)']",[' 8136.8  '],"[' 3944     (Average Length', ' 1778.94 Splits', ' 0)']","[' 2775014  (Deleted', ' 2655615)']","[' 150      (Ratio', '   0.01%)']","[' 82373    (Ratio', '   2.97%)']","[' 2775014  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2775014  (Average', ' 154.83 Max', ' 9531 Sum', ' 429664631)']","[' 2772729  (Average', ' 153.31 Max', ' 9531 Sum', ' 425439871 Ratio', '  99.02%)']","[' 2285     (Average', ' 1848.91 Max', ' 2761 Sum', ' 4224760 Ratio', '   0.98%)']", ,[' 391826  '],[' 21231   '],[' 393169  '],[' 230720  '],"[' 692156   (Atom=Atom', ' 211487 Body=Body', ' 122131 Other', ' 358538)']",[' Yes'],"[' 24574    (Eliminated', '    0 Frozen', ' 24574)']","[' 14768    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.5646'],[' 0'], ,[' 511.443'],[' 0'],[' 27.6489'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61424e+09'],[' 1.4754e+09'],[' 0'],[' 4.22334e+10'],[' 0'],[' 0'],[' 1314 '],[' 2536 '],[' 3692 '],[' 4892 '],[' 5900 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 8669+'],[' 4340'],"[' 1023.888s (Solving', ' 934.68s 1st Model', ' 649.19s Unsat', ' 0.00s)']",[' 1021.734s'], ,[' 435255517'],"[' 3707237  (Analyzed', ' 2659947)']","[' 8452     (Average', ' 314.71 Last', ' 156834)']",[' 8547.7  '],"[' 4340     (Average Length', ' 1939.40 Splits', ' 0)']","[' 2659947  (Deleted', ' 2547739)']","[' 170      (Ratio', '   0.01%)']","[' 78482    (Ratio', '   2.95%)']","[' 2659947  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2659947  (Average', ' 154.03 Max', ' 10050 Sum', ' 409710455)']","[' 2657708  (Average', ' 152.30 Max', ' 10050 Sum', ' 405120089 Ratio', '  98.88%)']","[' 2239     (Average', ' 2050.19 Max', ' 3018 Sum', ' 4590366 Ratio', '   1.12%)']", ,[' 393993  '],[' 21392   '],[' 395578  '],[' 233315  '],"[' 699941   (Atom=Atom', ' 213921 Body=Body', ' 122292 Other', ' 363728)']",[' Yes'],"[' 24977    (Eliminated', '    0 Frozen', ' 24977)']","[' 14294    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.8757'],[' 0'], ,[' 486.7'],[' 0'],[' 28.5646'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50664e+09'],[' 1.38465e+09'],[' 0'],[' 3.62945e+10'],[' 0'],[' 0'],[' 1610 '],[' 2796 '],[' 4090 '],[' 5329 '],[' 6306 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 8061+'],[' 4036'],"[' 1017.884s (Solving', ' 944.13s 1st Model', ' 717.29s Unsat', ' 0.00s)']",[' 1015.063s'], ,[' 461489146'],"[' 3231777  (Analyzed', ' 2343006)']","[' 8246     (Average', ' 284.14 Last', ' 89489)']",[' 8077.5  '],"[' 4036     (Average Length', ' 1825.57 Splits', ' 0)']","[' 2343006  (Deleted', ' 2229874)']","[' 164      (Ratio', '   0.01%)']","[' 82246    (Ratio', '   3.51%)']","[' 2343006  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2343006  (Average', ' 187.59 Max', ' 9650 Sum', ' 439530524)']","[' 2340709  (Average', ' 185.65 Max', ' 9650 Sum', ' 434968187 Ratio', '  98.96%)']","[' 2297     (Average', ' 1986.22 Max', ' 2874 Sum', ' 4562337 Ratio', '   1.04%)']", ,[' 392402  '],[' 21285   '],[' 393801  '],[' 231204  '],"[' 693608   (Atom=Atom', ' 211917 Body=Body', ' 122185 Other', ' 359506)']",[' Yes'],"[' 24684    (Eliminated', '    0 Frozen', ' 24684)']","[' 15370    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1623'],[' 0'], ,[' 495.741'],[' 0'],[' 27.898'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63527e+09'],[' 1.49857e+09'],[' 0'],[' 4.0175e+10'],[' 0'],[' 0'],[' 1370 '],[' 2490 '],[' 3695 '],[' 4950 '],[' 6010 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8781+'],[' 4396'],"[' 1019.645s (Solving', ' 936.58s 1st Model', ' 734.35s Unsat', ' 0.00s)']",[' 1017.172s'], ,[' 458013097'],"[' 2738745  (Analyzed', ' 1906614)']","[' 7564     (Average', ' 252.06 Last', ' 87214)']",[' 8335.5  '],"[' 4396     (Average Length', ' 1991.17 Splits', ' 0)']","[' 1906614  (Deleted', ' 1798861)']","[' 174      (Ratio', '   0.01%)']","[' 82193    (Ratio', '   4.31%)']","[' 1906614  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1906614  (Average', ' 227.47 Max', ' 9799 Sum', ' 433693205)']","[' 1904337  (Average', ' 224.97 Max', ' 9799 Sum', ' 428937121 Ratio', '  98.90%)']","[' 2277     (Average', ' 2088.75 Max', ' 3154 Sum', ' 4756084 Ratio', '   1.10%)']", ,[' 393865  '],[' 21454   '],[' 395598  '],[' 232435  '],"[' 697301   (Atom=Atom', ' 212979 Body=Body', ' 122354 Other', ' 361968)']",[' Yes'],"[' 25187    (Eliminated', '    0 Frozen', ' 25187)']","[' 15038    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.9719'],[' 0'], ,[' 480.765'],[' 0'],[' 27.6114'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.67182e+09'],[' 1.5413e+09'],[' 0'],[' 3.86493e+10'],[' 0'],[' 0'],[' 1400 '],[' 2628 '],[' 3983 '],[' 5151 '],[' 6124 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 7779+'],[' 3895'],"[' 1018.174s (Solving', ' 943.29s 1st Model', ' 619.34s Unsat', ' 0.00s)']",[' 1016.078s'], ,[' 437483927'],"[' 4757597  (Analyzed', ' 3795442)']","[' 9706     (Average', ' 391.04 Last', ' 138028)']",[' 8317.8  '],"[' 3895     (Average Length', ' 1775.85 Splits', ' 0)']","[' 3795442  (Deleted', ' 3672064)']","[' 183      (Ratio', '   0.00%)']","[' 79963    (Ratio', '   2.11%)']","[' 3795442  (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3795442  (Average', ' 109.24 Max', ' 9741 Sum', ' 414630009)']","[' 3793107  (Average', ' 108.13 Max', ' 9741 Sum', ' 410385864 Ratio', '  98.98%)']","[' 2335     (Average', ' 1817.62 Max', ' 2785 Sum', ' 4244145 Ratio', '   1.02%)']", ,[' 391539  '],[' 21290   '],[' 392878  '],[' 230074  '],"[' 690218   (Atom=Atom', ' 210782 Body=Body', ' 122190 Other', ' 357246)']",[' Yes'],"[' 24629    (Eliminated', '    0 Frozen', ' 24629)']","[' 14530    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.5065'],[' 0'], ,[' 531.578'],[' 0'],[' 27.1227'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49727e+09'],[' 1.3702e+09'],[' 0'],[' 4.40852e+10'],[' 0'],[' 0'],[' 1424 '],[' 2688 '],[' 3921 '],[' 5116 '],[' 6186 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 8223+'],[' 4117'],"[' 1018.680s (Solving', ' 940.24s 1st Model', ' 599.28s Unsat', ' 0.00s)']",[' 1016.125s'], ,[' 437234747'],"[' 5978245  (Analyzed', ' 4675180)']","[' 11238    (Average', ' 416.02 Last', ' 82945)']",[' 8611.4  '],"[' 4117     (Average Length', ' 1818.24 Splits', ' 0)']","[' 4675180  (Deleted', ' 4553926)']","[' 107      (Ratio', '   0.00%)']","[' 73373    (Ratio', '   1.57%)']","[' 4675180  (Average Length', '   21.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4675180  (Average', ' 88.05 Max', ' 10149 Sum', ' 411632093)']","[' 4672956  (Average', ' 87.15 Max', ' 10149 Sum', ' 407433635 Ratio', '  98.98%)']","[' 2224     (Average', ' 1887.80 Max', ' 2803 Sum', ' 4198458 Ratio', '   1.02%)']", ,[' 393310  '],[' 21267   '],[' 394706  '],[' 232691  '],"[' 698069   (Atom=Atom', ' 213422 Body=Body', ' 122167 Other', ' 362480)']",[' Yes'],"[' 24663    (Eliminated', '    0 Frozen', ' 24663)']","[' 13302    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.3928'],[' 0'], ,[' 531.558'],[' 0'],[' 27.754'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43841e+09'],[' 1.316e+09'],[' 0'],[' 4.19281e+10'],[' 0'],[' 0'],[' 1577 '],[' 2763 '],[' 3969 '],[' 5239 '],[' 6266 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 9017+'],[' 4514'],"[' 1020.054s (Solving', ' 934.84s 1st Model', ' 451.63s Unsat', ' 0.00s)']",[' 1017.734s'], ,[' 436709472'],"[' 3613544  (Analyzed', ' 2582195)']","[' 7596     (Average', ' 339.94 Last', ' 267351)']",[' 8571.8  '],"[' 4514     (Average Length', ' 2018.44 Splits', ' 0)']","[' 2582195  (Deleted', ' 2471943)']","[' 157      (Ratio', '   0.01%)']","[' 78179    (Ratio', '   3.03%)']","[' 2582195  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2582195  (Average', ' 159.14 Max', ' 9858 Sum', ' 410931592)']","[' 2579737  (Average', ' 157.12 Max', ' 9858 Sum', ' 405702302 Ratio', '  98.73%)']","[' 2458     (Average', ' 2127.46 Max', ' 3216 Sum', ' 5229290 Ratio', '   1.27%)']", ,[' 393392  '],[' 21381   '],[' 395085  '],[' 231850  '],"[' 695546   (Atom=Atom', ' 212467 Body=Body', ' 122281 Other', ' 360798)']",[' Yes'],"[' 25074    (Eliminated', '    0 Frozen', ' 25074)']","[' 14013    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.7973'],[' 0'], ,[' 514.618'],[' 0'],[' 26.8327'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56634e+09'],[' 1.44501e+09'],[' 0'],[' 4.26761e+10'],[' 0'],[' 0'],[' 1433 '],[' 2663 '],[' 3992 '],[' 5194 '],[' 6224 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 8499+'],[' 4255'],"[' 1021.919s (Solving', ' 936.71s 1st Model', ' 658.29s Unsat', ' 0.00s)']",[' 1019.922s'], ,[' 465430788'],"[' 2657390  (Analyzed', ' 1976698)']","[' 7171     (Average', ' 275.65 Last', ' 187060)']",[' 8415.5  '],"[' 4255     (Average Length', ' 1930.75 Splits', ' 0)']","[' 1976698  (Deleted', ' 1865354)']","[' 158      (Ratio', '   0.01%)']","[' 85124    (Ratio', '   4.31%)']","[' 1976698  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1976698  (Average', ' 222.63 Max', ' 9914 Sum', ' 440062568)']","[' 1974844  (Average', ' 220.99 Max', ' 9914 Sum', ' 436829220 Ratio', '  99.27%)']","[' 1854     (Average', ' 1743.98 Max', ' 2936 Sum', ' 3233348 Ratio', '   0.73%)']", ,[' 394058  '],[' 21470   '],[' 395663  '],[' 232662  '],"[' 697982   (Atom=Atom', ' 213190 Body=Body', ' 122370 Other', ' 362422)']",[' Yes'],"[' 25075    (Eliminated', '    0 Frozen', ' 25075)']","[' 14084    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.0774'],[' 0'], ,[' 480.007'],[' 0'],[' 28.2174'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.68657e+09'],[' 1.55786e+09'],[' 0'],[' 3.72838e+10'],[' 0'],[' 0'],[' 1358 '],[' 2581 '],[' 3823 '],[' 5025 '],[' 6070 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 7901+'],[' 3956'],"[' 1018.118s (Solving', ' 941.60s 1st Model', ' 691.72s Unsat', ' 0.00s)']",[' 1016.109s'], ,[' 454615863'],"[' 3197062  (Analyzed', ' 2399186)']","[' 8037     (Average', ' 298.52 Last', ' 204563)']",[' 8445.4  '],"[' 3956     (Average Length', ' 1796.89 Splits', ' 0)']","[' 2399186  (Deleted', ' 2285507)']","[' 174      (Ratio', '   0.01%)']","[' 82500    (Ratio', '   3.44%)']","[' 2399186  (Average Length', '   20.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2399186  (Average', ' 179.50 Max', ' 10115 Sum', ' 430654024)']","[' 2397275  (Average', ' 178.02 Max', ' 10115 Sum', ' 427110665 Ratio', '  99.18%)']","[' 1911     (Average', ' 1854.19 Max', ' 2790 Sum', ' 3543359 Ratio', '   0.82%)']", ,[' 394738  '],[' 21465   '],[' 396128  '],[' 234084  '],"[' 702248   (Atom=Atom', ' 214617 Body=Body', ' 122365 Other', ' 365266)']",[' Yes'],"[' 24855    (Eliminated', '    0 Frozen', ' 24855)']","[' 14439    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8236'],[' 0'], ,[' 496.763'],[' 0'],[' 27.9891'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63286e+09'],[' 1.49973e+09'],[' 0'],[' 3.92858e+10'],[' 0'],[' 0'],[' 1372 '],[' 2627 '],[' 3784 '],[' 4951 '],[' 5931 '],[' 5 '],[' 0 ']
