Optimal Found Or Timeout,Instances,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1887'],[' 950'],"[' 510.381s (Solving', ' 507.42s 1st Model', ' 2.09s Unsat', ' 0.77s)']",[' 509.406s'], ,[' 41698873'],"[' 8921085  (Analyzed', ' 8860837)']","[' 18565    (Average', ' 477.29 Last', ' 3411)']",[' 2013.1  '],"[' 950      (Average Length', ' 527.31 Splits', ' 0)']","[' 26432059 (Deleted', ' 26082854)']","[' 10       (Ratio', '   0.00%)']","[' 1779     (Ratio', '   0.01%)']","[' 8860837  (Average Length', '   14.7 Ratio', '  33.52%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17571222 (Average Length', '   11.0 Ratio', '  66.48%) ']","[' 8860837  (Average', '  1.30 Max', ' 2036 Sum', ' 11486049)']","[' 8860825  (Average', '  1.30 Max', ' 2036 Sum', ' 11485267 Ratio', '  99.99%)']","[' 12       (Average', ' 65.17 Max', ' 155 Sum', '    782 Ratio', '   0.01%)']", ,[' 67905   '],[' 2886    '],[' 62579   '],[' 23541   '],"[' 61932    (Atom=Atom', ' 17625 Body=Body', ' 10858 Other', ' 33449)']",[' Yes'],"[' 4270     (Eliminated', '    0 Frozen', ' 4270)']","[' 273      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.646059'],[' 0'], ,[' 235.831'],[' 0'],[' 6.50912'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14502e+08'],[' 5.63799e+07'],[' 0'],[' 1.53374e+10'],[' 0'],[' 0'],[' 620 '],[' 1148 '],[' 1630 '],[' 2155 '],[' 2743 '],[' 3172 '],[' 3 '],[' 3 ']
Solving...,TA52, , , , ,[' 1735'],[' 874'],"[' 377.639s (Solving', ' 374.72s 1st Model', ' 2.50s Unsat', ' 34.13s)']",[' 377.469s'], ,[' 30459321'],"[' 6842943  (Analyzed', ' 6798928)']","[' 14573    (Average', ' 466.54 Last', ' 49666)']",[' 2034.1  '],"[' 874      (Average Length', ' 505.75 Splits', ' 0)']","[' 19715825 (Deleted', ' 19481840)']","[' 20       (Ratio', '   0.00%)']","[' 2089     (Ratio', '   0.01%)']","[' 6798928  (Average Length', '   16.6 Ratio', '  34.48%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12916897 (Average Length', '   11.8 Ratio', '  65.52%) ']","[' 6798928  (Average', '  1.25 Max', ' 1923 Sum', ' 8515687)']","[' 6798912  (Average', '  1.25 Max', ' 1923 Sum', ' 8515671 Ratio', ' 100.00%)']","[' 16       (Average', '  1.00 Max', '   1 Sum', '     16 Ratio', '   0.00%)']", ,[' 67901   '],[' 2904    '],[' 62469   '],[' 23551   '],"[' 62005    (Atom=Atom', ' 17621 Body=Body', ' 10912 Other', ' 33472)']",[' Yes'],"[' 4221     (Eliminated', '    0 Frozen', ' 4221)']","[' 269      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.621785'],[' 0'], ,[' 189.498'],[' 0'],[' 4.41913'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.96777e+07'],[' 3.70039e+07'],[' 0'],[' 1.36208e+10'],[' 0'],[' 0'],[' 669 '],[' 1238 '],[' 1623 '],[' 2088 '],[' 2574 '],[' 3043 '],[' 2 '],[' 4 ']
Solving...,TA53, , , , ,[' 1903'],[' 958'],"[' 30.689s (Solving', ' 27.53s 1st Model', ' 2.24s Unsat', ' 14.73s)']",[' 30.531s'], ,[' 4332850 '],"[' 381612   (Analyzed', ' 304383)']","[' 1072     (Average', ' 283.94 Last', ' 420)']",[' 2042.8  '],"[' 958      (Average Length', ' 533.79 Splits', ' 0)']","[' 838062   (Deleted', ' 795943)']","[' 19       (Ratio', '   0.00%)']","[' 1073     (Ratio', '   0.13%)']","[' 304383   (Average Length', '   16.5 Ratio', '  36.32%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 533679   (Average Length', '   10.4 Ratio', '  63.68%) ']","[' 304383   (Average', '  1.38 Max', ' 1909 Sum', ' 418671)']","[' 304349   (Average', '  1.38 Max', ' 1909 Sum', ' 418637 Ratio', '  99.99%)']","[' 34       (Average', '  1.00 Max', '   1 Sum', '     34 Ratio', '   0.01%)']", ,[' 67898   '],[' 2912    '],[' 62612   '],[' 23557   '],"[' 62340    (Atom=Atom', ' 17737 Body=Body', ' 10936 Other', ' 33667)']",[' Yes'],"[' 4273     (Eliminated', '    0 Frozen', ' 4273)']","[' 89       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.677285'],[' 0'], ,[' 9.34165'],[' 0'],[' 0.375838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.37668e+06'],[' 5.6118e+06'],[' 0'],[' 6.38644e+08'],[' 0'],[' 0'],[' 606 '],[' 1111 '],[' 1609 '],[' 2005 '],[' 2527 '],[' 2928 '],[' 0 '],[' 6 ']
Solving...,TA54, , , , ,[' 1957'],[' 985'],"[' 32.387s (Solving', ' 28.86s 1st Model', ' 2.58s Unsat', ' 13.73s)']",[' 32.234s'], ,[' 4724230 '],"[' 337539   (Analyzed', ' 225146)']","[' 908      (Average', ' 247.96 Last', ' 249)']",[' 2101.8  '],"[' 985      (Average Length', ' 536.90 Splits', ' 0)']","[' 788037   (Deleted', ' 749979)']","[' 53       (Ratio', '   0.01%)']","[' 1070     (Ratio', '   0.14%)']","[' 225146   (Average Length', '   10.6 Ratio', '  28.57%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 562891   (Average Length', '    9.3 Ratio', '  71.43%) ']","[' 225146   (Average', '  1.53 Max', ' 2169 Sum', ' 344926)']","[' 225099   (Average', '  1.52 Max', ' 2169 Sum', ' 341482 Ratio', '  99.00%)']","[' 47       (Average', ' 73.28 Max', ' 265 Sum', '   3444 Ratio', '   1.00%)']", ,[' 67883   '],[' 2894    '],[' 62588   '],[' 23551   '],"[' 62154    (Atom=Atom', ' 17692 Body=Body', ' 10882 Other', ' 33580)']",[' Yes'],"[' 4284     (Eliminated', '    0 Frozen', ' 4284)']","[' 44       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.739552'],[' 0'], ,[' 6.99879'],[' 0'],[' 0.399159'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.93827e+06'],[' 6.27142e+06'],[' 0'],[' 2.98704e+08'],[' 0'],[' 0'],[' 697 '],[' 1134 '],[' 1572 '],[' 2051 '],[' 2512 '],[' 2929 '],[' 0 '],[' 6 ']
Solving...,TA55, , , , ,[' 1881'],[' 947'],"[' 203.172s (Solving', ' 200.19s 1st Model', ' 2.58s Unsat', ' 22.70s)']",[' 202.547s'], ,[' 20433990'],"[' 3976824  (Analyzed', ' 3920854)']","[' 8661     (Average', ' 452.70 Last', ' 3402)']",[' 1899.3  '],"[' 947      (Average Length', ' 538.48 Splits', ' 0)']","[' 11458903 (Deleted', ' 11214017)']","[' 16       (Ratio', '   0.00%)']","[' 2047     (Ratio', '   0.02%)']","[' 3920854  (Average Length', '   13.6 Ratio', '  34.22%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7538049  (Average Length', '   11.1 Ratio', '  65.78%) ']","[' 3920854  (Average', '  1.30 Max', ' 1607 Sum', ' 5113258)']","[' 3920816  (Average', '  1.30 Max', ' 1607 Sum', ' 5113220 Ratio', ' 100.00%)']","[' 38       (Average', '  1.00 Max', '   1 Sum', '     38 Ratio', '   0.00%)']", ,[' 67687   '],[' 2907    '],[' 62356   '],[' 23565   '],"[' 62226    (Atom=Atom', ' 17706 Body=Body', ' 10921 Other', ' 33599)']",[' Yes'],"[' 4301     (Eliminated', '    0 Frozen', ' 4301)']","[' 275      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.624971'],[' 0'], ,[' 79.2209'],[' 0'],[' 2.86961'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.45741e+07'],[' 2.88407e+07'],[' 0'],[' 4.20672e+09'],[' 0'],[' 0'],[' 536 '],[' 1063 '],[' 1647 '],[' 2139 '],[' 2650 '],[' 3063 '],[' 1 '],[' 5 ']
Solving...,TA56, , , , ,[' 1375'],[' 694'],"[' 215.162s (Solving', ' 212.84s 1st Model', ' 1.61s Unsat', ' 38.51s)']",[' 214.391s'], ,[' 15452351'],"[' 3612119  (Analyzed', ' 3575546)']","[' 8345     (Average', ' 428.47 Last', ' 50292)']",[' 1945.6  '],"[' 694      (Average Length', ' 411.87 Splits', ' 0)']","[' 9928681  (Deleted', ' 9757387)']","[' 29       (Ratio', '   0.00%)']","[' 1472     (Ratio', '   0.01%)']","[' 3575546  (Average Length', '   14.6 Ratio', '  36.01%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6353135  (Average Length', '   10.3 Ratio', '  63.99%) ']","[' 3575546  (Average', '  1.20 Max', ' 1867 Sum', ' 4302963)']","[' 3575504  (Average', '  1.20 Max', ' 1867 Sum', ' 4302921 Ratio', ' 100.00%)']","[' 42       (Average', '  1.00 Max', '   1 Sum', '     42 Ratio', '   0.00%)']", ,[' 67150   '],[' 2871    '],[' 61732   '],[' 23038   '],"[' 60947    (Atom=Atom', ' 17309 Body=Body', ' 10813 Other', ' 32825)']",[' Yes'],"[' 4034     (Eliminated', '    0 Frozen', ' 4034)']","[' 81       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.478662'],[' 0'], ,[' 112.709'],[' 0'],[' 2.585'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.96497e+07'],[' 1.78447e+07'],[' 0'],[' 7.83219e+09'],[' 0'],[' 0'],[' 669 '],[' 1193 '],[' 1716 '],[' 2275 '],[' 2653 '],[' 3131 '],[' 1 '],[' 5 ']
Solving...,TA57, , , , ,[' 1583'],[' 798'],"[' 331.940s (Solving', ' 327.63s 1st Model', ' 2.34s Unsat', ' 149.70s)']",[' 324.375s'], ,[' 23103228'],"[' 5021695  (Analyzed', ' 4968857)']","[' 11009    (Average', ' 451.34 Last', ' 146256)']",[' 1912.9  '],"[' 798      (Average Length', ' 460.82 Splits', ' 0)']","[' 14451162 (Deleted', ' 14256572)']","[' 24       (Ratio', '   0.00%)']","[' 2117     (Ratio', '   0.01%)']","[' 4968857  (Average Length', '   15.0 Ratio', '  34.38%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9482305  (Average Length', '   11.4 Ratio', '  65.62%) ']","[' 4968857  (Average', '  1.26 Max', ' 1893 Sum', ' 6239169)']","[' 4968807  (Average', '  1.26 Max', ' 1893 Sum', ' 6236975 Ratio', '  99.96%)']","[' 50       (Average', ' 43.88 Max', ' 135 Sum', '   2194 Ratio', '   0.04%)']", ,[' 67292   '],[' 2901    '],[' 62020   '],[' 23173   '],"[' 61702    (Atom=Atom', ' 17533 Body=Body', ' 10903 Other', ' 33266)']",[' Yes'],"[' 4136     (Eliminated', '    0 Frozen', ' 4136)']","[' 276      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.617153'],[' 0'], ,[' 173.757'],[' 0'],[' 4.49184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.41555e+07'],[' 3.19199e+07'],[' 0'],[' 1.0831e+10'],[' 0'],[' 0'],[' 751 '],[' 1284 '],[' 1824 '],[' 2293 '],[' 2740 '],[' 3207 '],[' 1 '],[' 5 ']
Solving...,TA58, , , , ,[' 1817'],[' 915'],"[' 185.785s (Solving', ' 182.87s 1st Model', ' 2.67s Unsat', ' 3.53s)']",[' 184.906s'], ,[' 19738856'],"[' 4071401  (Analyzed', ' 4008210)']","[' 8707     (Average', ' 460.34 Last', ' 30093)']",[' 1987.2  '],"[' 915      (Average Length', ' 525.30 Splits', ' 0)']","[' 11419400 (Deleted', ' 11194136)']","[' 13       (Ratio', '   0.00%)']","[' 1901     (Ratio', '   0.02%)']","[' 4008210  (Average Length', '   13.0 Ratio', '  35.10%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7411190  (Average Length', '   10.6 Ratio', '  64.90%) ']","[' 4008210  (Average', '  1.26 Max', ' 1830 Sum', ' 5055707)']","[' 4008187  (Average', '  1.26 Max', ' 1830 Sum', ' 5052592 Ratio', '  99.94%)']","[' 23       (Average', ' 135.43 Max', ' 423 Sum', '   3115 Ratio', '   0.06%)']", ,[' 67776   '],[' 2900    '],[' 62441   '],[' 23497   '],"[' 62017    (Atom=Atom', ' 17646 Body=Body', ' 10900 Other', ' 33471)']",[' Yes'],"[' 4238     (Eliminated', '    0 Frozen', ' 4238)']","[' 194      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.622255'],[' 0'], ,[' 65.4215'],[' 0'],[' 2.46105'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.17046e+07'],[' 3.48718e+07'],[' 0'],[' 3.34358e+09'],[' 0'],[' 0'],[' 666 '],[' 1199 '],[' 1654 '],[' 2092 '],[' 2588 '],[' 3066 '],[' 1 '],[' 5 ']
Solving...,TA59, , , , ,[' 1821'],[' 917'],"[' 356.967s (Solving', ' 354.00s 1st Model', ' 2.31s Unsat', ' 13.07s)']",[' 356.203s'], ,[' 23230162'],"[' 5219634  (Analyzed', ' 5163627)']","[' 11377    (Average', ' 453.87 Last', ' 1788)']",[' 1995.0  '],"[' 917      (Average Length', ' 524.78 Splits', ' 0)']","[' 14665021 (Deleted', ' 14448933)']","[' 31       (Ratio', '   0.00%)']","[' 1872     (Ratio', '   0.01%)']","[' 5163627  (Average Length', '   15.6 Ratio', '  35.21%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9501394  (Average Length', '   11.0 Ratio', '  64.79%) ']","[' 5163627  (Average', '  1.25 Max', ' 2140 Sum', ' 6479700)']","[' 5163594  (Average', '  1.25 Max', ' 2140 Sum', ' 6479667 Ratio', ' 100.00%)']","[' 33       (Average', '  1.00 Max', '   1 Sum', '     33 Ratio', '   0.00%)']", ,[' 67861   '],[' 2884    '],[' 62440   '],[' 23573   '],"[' 61786    (Atom=Atom', ' 17584 Body=Body', ' 10852 Other', ' 33350)']",[' Yes'],"[' 4259     (Eliminated', '    0 Frozen', ' 4259)']","[' 242      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.619951'],[' 0'], ,[' 207.287'],[' 0'],[' 4.56084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.25473e+07'],[' 3.05114e+07'],[' 0'],[' 1.41773e+10'],[' 0'],[' 0'],[' 480 '],[' 1019 '],[' 1429 '],[' 2079 '],[' 2625 '],[' 3053 '],[' 2 '],[' 4 ']
Solving...,TA60, , , , ,[' 1901'],[' 957'],"[' 511.469s (Solving', ' 508.36s 1st Model', ' 2.14s Unsat', ' 1.68s)']",[' 511.078s'], ,[' 43720564'],"[' 9406805  (Analyzed', ' 9344923)']","[' 19667    (Average', ' 475.16 Last', ' 55785)']",[' 1875.3  '],"[' 957      (Average Length', ' 540.99 Splits', ' 0)']","[' 27831275 (Deleted', ' 27484400)']","[' 26       (Ratio', '   0.00%)']","[' 2859     (Ratio', '   0.01%)']","[' 9344923  (Average Length', '   15.1 Ratio', '  33.58%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18486352 (Average Length', '   12.3 Ratio', '  66.42%) ']","[' 9344923  (Average', '  1.26 Max', ' 1767 Sum', ' 11816941)']","[' 9344907  (Average', '  1.26 Max', ' 1767 Sum', ' 11816925 Ratio', ' 100.00%)']","[' 16       (Average', '  1.00 Max', '   1 Sum', '     16 Ratio', '   0.00%)']", ,[' 67949   '],[' 2897    '],[' 62600   '],[' 23622   '],"[' 62115    (Atom=Atom', ' 17676 Body=Body', ' 10891 Other', ' 33548)']",[' Yes'],"[' 4287     (Eliminated', '    0 Frozen', ' 4287)']","[' 560      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.646475'],[' 0'], ,[' 247.75'],[' 0'],[' 6.42784'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21992e+08'],[' 6.06212e+07'],[' 0'],[' 1.68399e+10'],[' 0'],[' 0'],[' 607 '],[' 1044 '],[' 1582 '],[' 2067 '],[' 2542 '],[' 2990 '],[' 3 '],[' 3 ']
