Optimal Found Or Timeout,Instances,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 3735'],[' 1878'],"[' 441.534s (Solving', ' 420.02s 1st Model', ' 22.83s Unsat', ' 10.06s)']",[' 434.750s'], ,[' 45615123'],"[' 9421491  (Analyzed', ' 9221524)']","[' 20224    (Average', ' 455.97 Last', ' 50242)']",[' 5124.8  '],"[' 1878     (Average Length', ' 1033.53 Splits', ' 0)']","[' 9221524  (Deleted', ' 9075216)']","[' 27       (Ratio', '   0.00%)']","[' 6355     (Ratio', '   0.07%)']","[' 9221524  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9221524  (Average', '  4.23 Max', ' 7169 Sum', ' 39027182)']","[' 9219919  (Average', '  4.05 Max', ' 7169 Sum', ' 37389579 Ratio', '  95.80%)']","[' 1605     (Average', ' 1020.31 Max', ' 1504 Sum', ' 1637603 Ratio', '   4.20%)']", ,[' 254382  '],[' 9470    '],[' 234869  '],[' 73980   '],"[' 190498   (Atom=Atom', ' 54365 Body=Body', ' 34390 Other', ' 101743)']",[' Yes'],"[' 12805    (Eliminated', '    0 Frozen', ' 12805)']","[' 1208     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.33799'],[' 0'], ,[' 241.043'],[' 0'],[' 5.68176'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.38053e+07'],[' 5.66073e+07'],[' 0'],[' 1.14821e+10'],[' 0'],[' 0'],[' 906 '],[' 1412 '],[' 1975 '],[' 3067 '],[' 3533 '],[' 4016 '],[' 4447 '],[' 5032 '],[' 5521 '],[' 5997 '],[' 6 '],[' 4 ']
Solving...,TA72, , , ,[' 3475'],[' 1748'],"[' 536.704s (Solving', ' 512.58s 1st Model', ' 25.49s Unsat', ' 6.33s)']",[' 528.547s'], ,[' 39365232'],"[' 10360182 (Analyzed', ' 10192752)']","[' 23365    (Average', ' 436.24 Last', ' 32886)']",[' 5649.6  '],"[' 1748     (Average Length', ' 983.10 Splits', ' 0)']","[' 10192752 (Deleted', ' 10021453)']","[' 14       (Ratio', '   0.00%)']","[' 4005     (Ratio', '   0.04%)']","[' 10192752 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10192752 (Average', '  3.14 Max', ' 8636 Sum', ' 31999802)']","[' 10191375 (Average', '  3.02 Max', ' 7461 Sum', ' 30739309 Ratio', '  96.06%)']","[' 1377     (Average', ' 915.39 Max', ' 1393 Sum', ' 1260493 Ratio', '   3.94%)']", ,[' 257036  '],[' 9348    '],[' 235930  '],[' 75222   '],"[' 188262   (Atom=Atom', ' 53747 Body=Body', ' 34024 Other', ' 100491)']",[' Yes'],"[' 12588    (Eliminated', '    0 Frozen', ' 12588)']","[' 743      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.95183'],[' 0'], ,[' 300.999'],[' 0'],[' 6.39801'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.395e+07'],[' 4.76068e+07'],[' 0'],[' 1.25097e+10'],[' 0'],[' 0'],[' 682 '],[' 1263 '],[' 1863 '],[' 2478 '],[' 2969 '],[' 3400 '],[' 3917 '],[' 4453 '],[' 4953 '],[' 5518 '],[' 8 '],[' 2 ']
Solving...,TA73, , ,[' 1'],[' 3615+'],[' 1818'],"[' 607.721s (Solving', ' 583.25s 1st Model', ' 22.20s Unsat', ' 0.00s)']",[' 597.031s'], ,[' 40523818'],"[' 10513874 (Analyzed', ' 10387314)']","[' 24313    (Average', ' 427.23 Last', ' 36503)']",[' 5042.1  '],"[' 1818     (Average Length', ' 1010.23 Splits', ' 0)']","[' 10387314 (Deleted', ' 10228343)']","[' 16       (Ratio', '   0.00%)']","[' 5364     (Ratio', '   0.05%)']","[' 10387314 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10387314 (Average', '  3.33 Max', ' 7504 Sum', ' 34587695)']","[' 10385434 (Average', '  3.15 Max', ' 6916 Sum', ' 32719042 Ratio', '  94.60%)']","[' 1880     (Average', ' 993.96 Max', ' 1521 Sum', ' 1868653 Ratio', '   5.40%)']", ,[' 254414  '],[' 9416    '],[' 234673  '],[' 73902   '],"[' 189525   (Atom=Atom', ' 54089 Body=Body', ' 34228 Other', ' 101208)']",[' Yes'],"[' 12696    (Eliminated', '    0 Frozen', ' 12696)']","[' 1107     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.88326'],[' 0'], ,[' 360.886'],[' 0'],[' 7.96308'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.87326e+07'],[' 5.00434e+07'],[' 0'],[' 1.47303e+10'],[' 0'],[' 0'],[' 925 '],[' 1580 '],[' 2071 '],[' 2610 '],[' 3274 '],[' 3786 '],[' 4337 '],[' 4988 '],[' 5427 '],[' 5923 '],[' 10 '],[' 0 ']
Solving...,TA74, , , ,[' 3397'],[' 1709'],"[' 528.619s (Solving', ' 507.26s 1st Model', ' 21.23s Unsat', ' 2.02s)']",[' 522.313s'], ,[' 42542056'],"[' 10189160 (Analyzed', ' 10016367)']","[' 22505    (Average', ' 445.07 Last', ' 54259)']",[' 5704.8  '],"[' 1709     (Average Length', ' 963.83 Splits', ' 0)']","[' 10016367 (Deleted', ' 9861589)']","[' 24       (Ratio', '   0.00%)']","[' 5344     (Ratio', '   0.05%)']","[' 10016367 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10016367 (Average', '  3.50 Max', ' 7847 Sum', ' 35080465)']","[' 10015033 (Average', '  3.39 Max', ' 7410 Sum', ' 33924080 Ratio', '  96.70%)']","[' 1334     (Average', ' 866.86 Max', ' 1342 Sum', ' 1156385 Ratio', '   3.30%)']", ,[' 257631  '],[' 9405    '],[' 236345  '],[' 75562   '],"[' 188984   (Atom=Atom', ' 53936 Body=Body', ' 34195 Other', ' 100853)']",[' Yes'],"[' 12603    (Eliminated', '    0 Frozen', ' 12603)']","[' 1036     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.46644'],[' 0'], ,[' 317.307'],[' 0'],[' 7.03499'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.9411e+07'],[' 5.22563e+07'],[' 0'],[' 1.48379e+10'],[' 0'],[' 0'],[' 761 '],[' 1303 '],[' 1832 '],[' 2554 '],[' 2959 '],[' 3497 '],[' 4055 '],[' 4569 '],[' 5104 '],[' 5579 '],[' 8 '],[' 2 ']
Solving...,TA75, , ,[' 1'],[' 4651+'],[' 2336'],"[' 585.026s (Solving', ' 559.99s 1st Model', ' 25.14s Unsat', ' 25.01s)']",[' 578.719s'], ,[' 54363626'],"[' 10624825 (Analyzed', ' 10435835)']","[' 23149    (Average', ' 450.81 Last', ' 65238)']",[' 4901.6  '],"[' 2336     (Average Length', ' 1207.99 Splits', ' 0)']","[' 10435835 (Deleted', ' 10272743)']","[' 33       (Ratio', '   0.00%)']","[' 9044     (Ratio', '   0.09%)']","[' 10435835 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10435835 (Average', '  4.54 Max', ' 7765 Sum', ' 47379193)']","[' 10434047 (Average', '  4.33 Max', ' 7009 Sum', ' 45206505 Ratio', '  95.41%)']","[' 1788     (Average', ' 1215.15 Max', ' 1899 Sum', ' 2172688 Ratio', '   4.59%)']", ,[' 256388  '],[' 9517    '],[' 236669  '],[' 75271   '],"[' 192534   (Atom=Atom', ' 55011 Body=Body', ' 34531 Other', ' 102992)']",[' Yes'],"[' 13181    (Eliminated', '    0 Frozen', ' 13181)']","[' 1759     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.07894'],[' 0'], ,[' 339.751'],[' 0'],[' 8.90083'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07879e+08'],[' 7.4529e+07'],[' 0'],[' 1.69006e+10'],[' 0'],[' 0'],[' 915 '],[' 1448 '],[' 1950 '],[' 2471 '],[' 3013 '],[' 3637 '],[' 4168 '],[' 4748 '],[' 5286 '],[' 5786 '],[' 9 '],[' 1 ']
Solving...,TA76, , ,[' 1'],[' 3677+'],[' 1849'],"[' 522.279s (Solving', ' 493.35s 1st Model', ' 29.78s Unsat', ' 22.80s)']",[' 505.516s'], ,[' 46472056'],"[' 9971985  (Analyzed', ' 9828461)']","[' 21695    (Average', ' 453.03 Last', ' 13047)']",[' 5187.6  '],"[' 1848     (Average Length', ' 1016.84 Splits', ' 0)']","[' 9828461  (Deleted', ' 9669062)']","[' 6        (Ratio', '   0.00%)']","[' 6310     (Ratio', '   0.06%)']","[' 9828461  (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9828461  (Average', '  4.05 Max', ' 8140 Sum', ' 39806583)']","[' 9826925  (Average', '  3.90 Max', ' 7353 Sum', ' 38311967 Ratio', '  96.25%)']","[' 1536     (Average', ' 973.06 Max', ' 1466 Sum', ' 1494616 Ratio', '   3.75%)']", ,[' 257801  '],[' 9383    '],[' 236438  '],[' 75815   '],"[' 189058   (Atom=Atom', ' 53988 Body=Body', ' 34129 Other', ' 100941)']",[' Yes'],"[' 12672    (Eliminated', '    0 Frozen', ' 12672)']","[' 1165     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.21107'],[' 0'], ,[' 273.223'],[' 0'],[' 7.55946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.72514e+07'],[' 5.87214e+07'],[' 0'],[' 1.23099e+10'],[' 0'],[' 0'],[' 809 '],[' 1359 '],[' 1857 '],[' 2363 '],[' 2907 '],[' 3412 '],[' 3967 '],[' 5109 '],[' 5162 '],[' 5705 '],[' 9 '],[' 1 ']
Solving...,TA77, , ,[' 1'],[' 3359+'],[' 1690'],"[' 546.673s (Solving', ' 526.97s 1st Model', ' 20.49s Unsat', ' 27.63s)']",[' 528.859s'], ,[' 39459370'],"[' 11899117 (Analyzed', ' 11764160)']","[' 26516    (Average', ' 443.66 Last', ' 53651)']",[' 5549.9  '],"[' 1690     (Average Length', ' 948.34 Splits', ' 0)']","[' 11764160 (Deleted', ' 11569370)']","[' 5        (Ratio', '   0.00%)']","[' 4370     (Ratio', '   0.04%)']","[' 11764160 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11764160 (Average', '  2.74 Max', ' 7653 Sum', ' 32233510)']","[' 11762874 (Average', '  2.65 Max', ' 7507 Sum', ' 31193740 Ratio', '  96.77%)']","[' 1286     (Average', ' 808.53 Max', ' 1385 Sum', ' 1039770 Ratio', '   3.23%)']", ,[' 256719  '],[' 9316    '],[' 235595  '],[' 74997   '],"[' 187588   (Atom=Atom', ' 53561 Body=Body', ' 33928 Other', ' 100099)']",[' Yes'],"[' 12490    (Eliminated', '    0 Frozen', ' 12490)']","[' 746      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.35131'],[' 0'], ,[' 335.589'],[' 0'],[' 7.36393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.84601e+07'],[' 4.77721e+07'],[' 0'],[' 1.63811e+10'],[' 0'],[' 0'],[' 746 '],[' 1464 '],[' 1975 '],[' 2506 '],[' 3003 '],[' 3593 '],[' 4060 '],[' 4659 '],[' 5212 '],[' 5719 '],[' 8 '],[' 2 ']
Solving...,TA78, , , ,[' 3465'],[' 1743'],"[' 476.099s (Solving', ' 457.66s 1st Model', ' 16.70s Unsat', ' 1.32s)']",[' 470.250s'], ,[' 47690119'],"[' 12755486 (Analyzed', ' 12619998)']","[' 26466    (Average', ' 476.84 Last', ' 10987)']",[' 5468.3  '],"[' 1743     (Average Length', ' 975.58 Splits', ' 0)']","[' 12619998 (Deleted', ' 12432082)']","[' 16       (Ratio', '   0.00%)']","[' 6060     (Ratio', '   0.05%)']","[' 12619998 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12619998 (Average', '  3.22 Max', ' 7330 Sum', ' 40582243)']","[' 12618471 (Average', '  3.11 Max', ' 7330 Sum', ' 39290275 Ratio', '  96.82%)']","[' 1527     (Average', ' 846.08 Max', ' 1412 Sum', ' 1291968 Ratio', '   3.18%)']", ,[' 255837  '],[' 9453    '],[' 235269  '],[' 74822   '],"[' 189824   (Atom=Atom', ' 54162 Body=Body', ' 34339 Other', ' 101323)']",[' Yes'],"[' 12657    (Eliminated', '    0 Frozen', ' 12657)']","[' 1305     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.88382'],[' 0'], ,[' 280.156'],[' 0'],[' 6.67884'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.24323e+07'],[' 5.81081e+07'],[' 0'],[' 1.54006e+10'],[' 0'],[' 0'],[' 946 '],[' 1451 '],[' 1912 '],[' 2470 '],[' 2956 '],[' 3564 '],[' 4253 '],[' 4772 '],[' 5296 '],[' 5767 '],[' 7 '],[' 3 ']
Solving...,TA79, , ,[' 1'],[' 3065+'],[' 1543'],"[' 549.560s (Solving', ' 532.41s 1st Model', ' 14.53s Unsat', ' 0.00s)']",[' 542.734s'], ,[' 42971194'],"[' 14544515 (Analyzed', ' 14387091)']","[' 31336    (Average', ' 459.12 Last', ' 38692)']",[' 5227.9  '],"[' 1542     (Average Length', ' 875.80 Splits', ' 0)']","[' 14387091 (Deleted', ' 14174958)']","[' 8        (Ratio', '   0.00%)']","[' 4922     (Ratio', '   0.03%)']","[' 14387091 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14387091 (Average', '  2.57 Max', ' 7284 Sum', ' 37021236)']","[' 14385276 (Average', '  2.48 Max', ' 7284 Sum', ' 35625396 Ratio', '  96.23%)']","[' 1815     (Average', ' 769.06 Max', ' 1217 Sum', ' 1395840 Ratio', '   3.77%)']", ,[' 257552  '],[' 9472    '],[' 236231  '],[' 75513   '],"[' 189503   (Atom=Atom', ' 54038 Body=Body', ' 34396 Other', ' 101069)']",[' Yes'],"[' 12506    (Eliminated', '    0 Frozen', ' 12506)']","[' 900      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.46359'],[' 0'], ,[' 355.201'],[' 0'],[' 7.28573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.7087e+07'],[' 5.07065e+07'],[' 0'],[' 2.00528e+10'],[' 0'],[' 0'],[' 824 '],[' 1333 '],[' 1895 '],[' 2988 '],[' 3016 '],[' 3467 '],[' 4016 '],[' 4580 '],[' 5095 '],[' 5615 '],[' 10 '],[' 0 ']
Solving...,TA80, , , ,[' 3217'],[' 1619'],"[' 491.507s (Solving', ' 475.53s 1st Model', ' 15.91s Unsat', ' 71.83s)']",[' 488.063s'], ,[' 45893426'],"[' 11777547 (Analyzed', ' 11619421)']","[' 25510    (Average', ' 455.48 Last', ' 14352)']",[' 5245.1  '],"[' 1619     (Average Length', ' 911.28 Splits', ' 0)']","[' 11619421 (Deleted', ' 11430650)']","[' 24       (Ratio', '   0.00%)']","[' 5997     (Ratio', '   0.05%)']","[' 11619421 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11619421 (Average', '  3.43 Max', ' 8102 Sum', ' 39884092)']","[' 11617651 (Average', '  3.30 Max', ' 7150 Sum', ' 38350156 Ratio', '  96.15%)']","[' 1770     (Average', ' 866.63 Max', ' 1294 Sum', ' 1533936 Ratio', '   3.85%)']", ,[' 256459  '],[' 9579    '],[' 235973  '],[' 75050   '],"[' 191307   (Atom=Atom', ' 54542 Body=Body', ' 34717 Other', ' 102048)']",[' Yes'],"[' 12700    (Eliminated', '    0 Frozen', ' 12700)']","[' 1072     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.28218'],[' 0'], ,[' 316.72'],[' 0'],[' 6.98267'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.69761e+07'],[' 5.56013e+07'],[' 0'],[' 1.6506e+10'],[' 0'],[' 0'],[' 789 '],[' 1292 '],[' 1894 '],[' 2533 '],[' 3117 '],[' 3506 '],[' 4183 '],[' 4733 '],[' 5118 '],[' 5653 '],[' 6 '],[' 4 ']
