Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 3741+'],[' 1876'],"[' 617.599s (Solving', ' 609.38s 1st Model', ' 26.37s Unsat', ' 0.00s)']",[' 597.484s'], ,[' 133852731'],"[' 20807201 (Analyzed', ' 20680190)']","[' 39431    (Average', ' 524.47 Last', ' 111640)']",[' 3096.9  '],"[' 1876     (Average Length', ' 1010.88 Splits', ' 0)']","[' 20680190 (Deleted', ' 20428823)']","[' 362      (Ratio', '   0.00%)']","[' 18737    (Ratio', '   0.09%)']","[' 20680190 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20680190 (Average', '  6.27 Max', ' 2873 Sum', ' 129628224)']","[' 20679551 (Average', '  6.24 Max', ' 2873 Sum', ' 129108522 Ratio', '  99.60%)']","[' 639      (Average', ' 813.31 Max', ' 1384 Sum', ' 519702 Ratio', '   0.40%)']", ,[' 90948   '],[' 5352    '],[' 85149   '],[' 43077   '],"[' 108346   (Atom=Atom', ' 30117 Body=Body', ' 20445 Other', ' 57784)']",[' Yes'],"[' 7458     (Eliminated', '    0 Frozen', ' 7458)']","[' 2996     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64735'],[' 0'], ,[' 354.756'],[' 0'],[' 13.6412'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.75918e+08'],[' 2.72399e+08'],[' 0'],[' 2.07212e+10'],[' 0'],[' 0'],[' 828 '],[' 1362 '],[' 1978 '],[' 2527 '],[' 3001 '],[' 5 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3221+'],[' 1616'],"[' 601.899s (Solving', ' 594.99s 1st Model', ' 9.64s Unsat', ' 0.00s)']",[' 599.281s'], ,[' 124266409'],"[' 19225235 (Analyzed', ' 19153187)']","[' 35048    (Average', ' 546.48 Last', ' 9993)']",[' 2875.6  '],"[' 1616     (Average Length', ' 904.32 Splits', ' 0)']","[' 19153187 (Deleted', ' 18949095)']","[' 353      (Ratio', '   0.00%)']","[' 20284    (Ratio', '   0.11%)']","[' 19153187 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19153187 (Average', '  6.31 Max', ' 3220 Sum', ' 120773640)']","[' 19152578 (Average', '  6.28 Max', ' 3220 Sum', ' 120300033 Ratio', '  99.61%)']","[' 609      (Average', ' 777.68 Max', ' 1236 Sum', ' 473607 Ratio', '   0.39%)']", ,[' 90947   '],[' 5444    '],[' 85121   '],[' 43123   '],"[' 108990   (Atom=Atom', ' 30247 Body=Body', ' 20753 Other', ' 57990)']",[' Yes'],"[' 7397     (Eliminated', '    0 Frozen', ' 7397)']","[' 3317     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.40531'],[' 0'], ,[' 376.868'],[' 0'],[' 13.3802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.22969e+08'],[' 2.38705e+08'],[' 0'],[' 2.23823e+10'],[' 0'],[' 0'],[' 807 '],[' 1372 '],[' 2178 '],[' 2713 '],[' 3155 '],[' 5 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3977+'],[' 1994'],"[' 602.278s (Solving', ' 593.74s 1st Model', ' 17.63s Unsat', ' 0.00s)']",[' 599.125s'], ,[' 105950305'],"[' 20915337 (Analyzed', ' 20808404)']","[' 40041    (Average', ' 519.68 Last', ' 23921)']",[' 3015.0  '],"[' 1994     (Average Length', ' 1045.59 Splits', ' 0)']","[' 20808404 (Deleted', ' 20594605)']","[' 264      (Ratio', '   0.00%)']","[' 17458    (Ratio', '   0.08%)']","[' 20808404 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20808404 (Average', '  4.89 Max', ' 3664 Sum', ' 101788562)']","[' 20807790 (Average', '  4.87 Max', ' 3664 Sum', ' 101235742 Ratio', '  99.46%)']","[' 614      (Average', ' 900.36 Max', ' 1460 Sum', ' 552820 Ratio', '   0.54%)']", ,[' 90546   '],[' 5301    '],[' 84908   '],[' 42744   '],"[' 108752   (Atom=Atom', ' 30242 Body=Body', ' 20470 Other', ' 58040)']",[' Yes'],"[' 7556     (Eliminated', '    0 Frozen', ' 7556)']","[' 2983     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.80011'],[' 0'], ,[' 368.03'],[' 0'],[' 14.7644'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.73302e+08'],[' 1.93284e+08'],[' 0'],[' 2.12793e+10'],[' 0'],[' 0'],[' 742 '],[' 1279 '],[' 1747 '],[' 2375 '],[' 2870 '],[' 5 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3697+'],[' 1854'],"[' 602.052s (Solving', ' 592.03s 1st Model', ' 22.99s Unsat', ' 0.00s)']",[' 599.266s'], ,[' 114057721'],"[' 17672278 (Analyzed', ' 17583224)']","[' 34462    (Average', ' 510.22 Last', ' 25659)']",[' 3106.9  '],"[' 1854     (Average Length', ' 993.49 Splits', ' 0)']","[' 17583224 (Deleted', ' 17314706)']","[' 305      (Ratio', '   0.00%)']","[' 19820    (Ratio', '   0.11%)']","[' 17583224 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17583224 (Average', '  6.25 Max', ' 3563 Sum', ' 109938391)']","[' 17582645 (Average', '  6.23 Max', ' 3563 Sum', ' 109468596 Ratio', '  99.57%)']","[' 579      (Average', ' 811.39 Max', ' 1356 Sum', ' 469795 Ratio', '   0.43%)']", ,[' 90828   '],[' 5379    '],[' 85167   '],[' 43063   '],"[' 108925   (Atom=Atom', ' 30264 Body=Body', ' 20595 Other', ' 58066)']",[' Yes'],"[' 7483     (Eliminated', '    0 Frozen', ' 7483)']","[' 2963     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.02579'],[' 0'], ,[' 351.751'],[' 0'],[' 13.3587'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.94346e+08'],[' 2.17335e+08'],[' 0'],[' 1.69884e+10'],[' 0'],[' 0'],[' 812 '],[' 1390 '],[' 1884 '],[' 2365 '],[' 2884 '],[' 5 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3523+'],[' 1767'],"[' 602.673s (Solving', ' 593.11s 1st Model', ' 21.32s Unsat', ' 0.00s)']",[' 596.688s'], ,[' 88836566'],"[' 18079748 (Analyzed', ' 17990988)']","[' 34813    (Average', ' 516.79 Last', ' 38812)']",[' 2959.8  '],"[' 1767     (Average Length', ' 942.72 Splits', ' 0)']","[' 17990988 (Deleted', ' 17759566)']","[' 306      (Ratio', '   0.00%)']","[' 16350    (Ratio', '   0.09%)']","[' 17990988 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17990988 (Average', '  4.73 Max', ' 3009 Sum', ' 85136366)']","[' 17990368 (Average', '  4.71 Max', ' 3009 Sum', ' 84652432 Ratio', '  99.43%)']","[' 620      (Average', ' 780.54 Max', ' 1232 Sum', ' 483934 Ratio', '   0.57%)']", ,[' 90208   '],[' 5291    '],[' 84460   '],[' 42538   '],"[' 107783   (Atom=Atom', ' 29955 Body=Body', ' 20391 Other', ' 57437)']",[' Yes'],"[' 7365     (Eliminated', '    0 Frozen', ' 7365)']","[' 2575     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97119'],[' 0'], ,[' 374.677'],[' 0'],[' 12.3147'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24664e+08'],[' 1.56819e+08'],[' 0'],[' 1.75228e+10'],[' 0'],[' 0'],[' 734 '],[' 1263 '],[' 1834 '],[' 2449 '],[' 2898 '],[' 5 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3137+'],[' 1574'],"[' 484.985s (Solving', ' 471.77s 1st Model', ' 23.75s Unsat', ' 0.00s)']",[' 468.984s'], ,[' 56967184'],"[' 9240511  (Analyzed', ' 9197067)']","[' 18788    (Average', ' 489.52 Last', ' 26797)']",[' 3376.3  '],"[' 1573     (Average Length', ' 881.25 Splits', ' 0)']","[' 9197067  (Deleted', ' 9090178)']","[' 197      (Ratio', '   0.00%)']","[' 11515    (Ratio', '   0.13%)']","[' 9197067  (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9197067  (Average', '  5.77 Max', ' 3554 Sum', ' 53101042)']","[' 9196418  (Average', '  5.72 Max', ' 3554 Sum', ' 52633144 Ratio', '  99.12%)']","[' 649      (Average', ' 720.95 Max', ' 1137 Sum', ' 467898 Ratio', '   0.88%)']", ,[' 90384   '],[' 5377    '],[' 84434   '],[' 42721   '],"[' 108015   (Atom=Atom', ' 29987 Body=Body', ' 20570 Other', ' 57458)']",[' Yes'],"[' 7263     (Eliminated', '    0 Frozen', ' 7263)']","[' 1646     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.58072'],[' 0'], ,[' 311.222'],[' 0'],[' 9.95648'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14101e+08'],[' 8.12616e+07'],[' 0'],[' 1.35236e+10'],[' 0'],[' 0'],[' 1283 '],[' 1470 '],[' 2223 '],[' 2620 '],[' 3122 '],[' 5 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3161+'],[' 1586'],"[' 602.501s (Solving', ' 593.54s 1st Model', ' 83.38s Unsat', ' 0.00s)']",[' 593.453s'], ,[' 96791784'],"[' 15410177 (Analyzed', ' 15319078)']","[' 30332    (Average', ' 505.05 Last', ' 820456)']",[' 3028.5  '],"[' 1586     (Average Length', ' 872.68 Splits', ' 0)']","[' 15319078 (Deleted', ' 15137808)']","[' 314      (Ratio', '   0.00%)']","[' 17731    (Ratio', '   0.12%)']","[' 15319078 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15319078 (Average', '  6.08 Max', ' 3088 Sum', ' 93157622)']","[' 15318415 (Average', '  6.05 Max', ' 3088 Sum', ' 92693435 Ratio', '  99.50%)']","[' 663      (Average', ' 700.13 Max', ' 1137 Sum', ' 464187 Ratio', '   0.50%)']", ,[' 90554   '],[' 5374    '],[' 84637   '],[' 42778   '],"[' 108222   (Atom=Atom', ' 30031 Body=Body', ' 20593 Other', ' 57598)']",[' Yes'],"[' 7293     (Eliminated', '    0 Frozen', ' 7293)']","[' 3144     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90054'],[' 0'], ,[' 360.028'],[' 0'],[' 13.0958'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.68819e+08'],[' 1.97412e+08'],[' 0'],[' 1.63538e+10'],[' 0'],[' 0'],[' 895 '],[' 1461 '],[' 2279 '],[' 2703 '],[' 3163 '],[' 5 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3323+'],[' 1667'],"[' 602.711s (Solving', ' 593.28s 1st Model', ' 25.48s Unsat', ' 0.00s)']",[' 597.141s'], ,[' 127941439'],"[' 16820387 (Analyzed', ' 16697413)']","[' 31572    (Average', ' 528.87 Last', ' 105598)']",[' 3011.1  '],"[' 1667     (Average Length', ' 921.67 Splits', ' 0)']","[' 16697413 (Deleted', ' 16509012)']","[' 276      (Ratio', '   0.00%)']","[' 21983    (Ratio', '   0.13%)']","[' 16697413 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16697413 (Average', '  7.44 Max', ' 2959 Sum', ' 124176893)']","[' 16696778 (Average', '  7.41 Max', ' 2959 Sum', ' 123676546 Ratio', '  99.60%)']","[' 635      (Average', ' 787.95 Max', ' 1213 Sum', ' 500347 Ratio', '   0.40%)']", ,[' 91061   '],[' 5417    '],[' 85215   '],[' 43226   '],"[' 108452   (Atom=Atom', ' 30108 Body=Body', ' 20605 Other', ' 57739)']",[' Yes'],"[' 7395     (Eliminated', '    0 Frozen', ' 7395)']","[' 3319     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.9218'],[' 0'], ,[' 337.54'],[' 0'],[' 13.1796'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.40957e+08'],[' 2.54878e+08'],[' 0'],[' 1.57482e+10'],[' 0'],[' 0'],[' 825 '],[' 1361 '],[' 1978 '],[' 2534 '],[' 3053 '],[' 5 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3713+'],[' 1862'],"[' 602.785s (Solving', ' 592.62s 1st Model', ' 52.06s Unsat', ' 0.00s)']",[' 598.563s'], ,[' 125726970'],"[' 13671395 (Analyzed', ' 13529424)']","[' 27126    (Average', ' 498.76 Last', ' 113027)']",[' 2962.3  '],"[' 1862     (Average Length', ' 1006.47 Splits', ' 0)']","[' 13529424 (Deleted', ' 13367699)']","[' 324      (Ratio', '   0.00%)']","[' 21321    (Ratio', '   0.16%)']","[' 13529424 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13529424 (Average', '  9.01 Max', ' 3647 Sum', ' 121848200)']","[' 13528853 (Average', '  8.97 Max', ' 3647 Sum', ' 121361381 Ratio', '  99.60%)']","[' 571      (Average', ' 852.57 Max', ' 1405 Sum', ' 486819 Ratio', '   0.40%)']", ,[' 90670   '],[' 5332    '],[' 84881   '],[' 42861   '],"[' 108440   (Atom=Atom', ' 30158 Body=Body', ' 20462 Other', ' 57820)']",[' Yes'],"[' 7477     (Eliminated', '    0 Frozen', ' 7477)']","[' 3402     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09429'],[' 0'], ,[' 333.2'],[' 0'],[' 14.6339'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.99969e+08'],[' 3.06496e+08'],[' 0'],[' 1.50243e+10'],[' 0'],[' 0'],[' 765 '],[' 1153 '],[' 1686 '],[' 2285 '],[' 2786 '],[' 5 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 3693+'],[' 1852'],"[' 602.585s (Solving', ' 593.35s 1st Model', ' 27.16s Unsat', ' 0.00s)']",[' 597.922s'], ,[' 126571618'],"[' 15828300 (Analyzed', ' 15694224)']","[' 29974    (Average', ' 523.59 Last', ' 135470)']",[' 2885.8  '],"[' 1852     (Average Length', ' 990.21 Splits', ' 0)']","[' 15694224 (Deleted', ' 15517620)']","[' 326      (Ratio', '   0.00%)']","[' 22169    (Ratio', '   0.14%)']","[' 15694224 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15694224 (Average', '  7.83 Max', ' 3088 Sum', ' 122818535)']","[' 15693644 (Average', '  7.79 Max', ' 3088 Sum', ' 122291862 Ratio', '  99.57%)']","[' 580      (Average', ' 908.06 Max', ' 1369 Sum', ' 526673 Ratio', '   0.43%)']", ,[' 90625   '],[' 5349    '],[' 84930   '],[' 42818   '],"[' 108895   (Atom=Atom', ' 30271 Body=Body', ' 20567 Other', ' 58057)']",[' Yes'],"[' 7497     (Eliminated', '    0 Frozen', ' 7497)']","[' 3297     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.93213'],[' 0'], ,[' 344.454'],[' 0'],[' 13.698'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.54511e+08'],[' 2.66358e+08'],[' 0'],[' 1.60298e+10'],[' 0'],[' 0'],[' 723 '],[' 1249 '],[' 1919 '],[' 2478 '],[' 2945 '],[' 5 '],[' 0 ']
