Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4881+'],[' 2444'],"[' 604.483s (Solving', ' 587.75s 1st Model', ' 359.62s Unsat', ' 0.00s)']",[' 600.703s'], ,[' 247888809'],"[' 4563101  (Analyzed', ' 4219288)']","[' 11604    (Average', ' 363.61 Last', ' 456753)']",[' 4936.4  '],"[' 2444     (Average Length', ' 1317.92 Splits', ' 0)']","[' 4219288  (Deleted', ' 4137931)']","[' 410      (Ratio', '   0.01%)']","[' 46438    (Ratio', '   1.10%)']","[' 4219288  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4219288  (Average', ' 56.64 Max', ' 4891 Sum', ' 239001527)']","[' 4218689  (Average', ' 56.48 Max', ' 4891 Sum', ' 238301234 Ratio', '  99.71%)']","[' 599      (Average', ' 1169.10 Max', ' 1482 Sum', ' 700293 Ratio', '   0.29%)']", ,[' 110249  '],[' 8409    '],[' 106169  '],[' 56665   '],"[' 162840   (Atom=Atom', ' 42983 Body=Body', ' 30621 Other', ' 89236)']",[' Yes'],"[' 10959    (Eliminated', '    0 Frozen', ' 10959)']","[' 5822     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.32435'],[' 0'], ,[' 224.96'],[' 0'],[' 18.1913'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.91244e+08'],[' 6.83189e+08'],[' 0'],[' 6.6086e+09'],[' 0'],[' 0'],[' 1119 '],[' 2168 '],[' 3039 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 4455+'],[' 2231'],"[' 603.673s (Solving', ' 589.88s 1st Model', ' 355.93s Unsat', ' 0.00s)']",[' 600.406s'], ,[' 250670960'],"[' 5410738  (Analyzed', ' 5160790)']","[' 11884    (Average', ' 434.26 Last', ' 129043)']",[' 4871.4  '],"[' 2231     (Average Length', ' 1226.90 Splits', ' 0)']","[' 5160790  (Deleted', ' 5069378)']","[' 379      (Ratio', '   0.01%)']","[' 52361    (Ratio', '   1.01%)']","[' 5160790  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5160790  (Average', ' 47.00 Max', ' 4920 Sum', ' 242543966)']","[' 5160187  (Average', ' 46.86 Max', ' 4920 Sum', ' 241852713 Ratio', '  99.71%)']","[' 603      (Average', ' 1146.36 Max', ' 1448 Sum', ' 691253 Ratio', '   0.29%)']", ,[' 111396  '],[' 8602    '],[' 107058  '],[' 57547   '],"[' 164005   (Atom=Atom', ' 43252 Body=Body', ' 30962 Other', ' 89791)']",[' Yes'],"[' 10892    (Eliminated', '    0 Frozen', ' 10892)']","[' 6302     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.78415'],[' 0'], ,[' 225.812'],[' 0'],[' 17.92'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.27038e+08'],[' 7.22128e+08'],[' 0'],[' 7.27369e+09'],[' 0'],[' 0'],[' 1211 '],[' 2247 '],[' 3056 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 5407+'],[' 2707'],"[' 604.345s (Solving', ' 587.89s 1st Model', ' 377.93s Unsat', ' 0.00s)']",[' 599.375s'], ,[' 270633487'],"[' 3988262  (Analyzed', ' 3758043)']","[' 10654    (Average', ' 352.74 Last', ' 198195)']",[' 5015.9  '],"[' 2707     (Average Length', ' 1423.39 Splits', ' 0)']","[' 3758043  (Deleted', ' 3683984)']","[' 374      (Ratio', '   0.01%)']","[' 48867    (Ratio', '   1.30%)']","[' 3758043  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3758043  (Average', ' 69.46 Max', ' 4811 Sum', ' 261027663)']","[' 3757456  (Average', ' 69.26 Max', ' 4811 Sum', ' 260296969 Ratio', '  99.72%)']","[' 587      (Average', ' 1244.79 Max', ' 1555 Sum', ' 730694 Ratio', '   0.28%)']", ,[' 111118  '],[' 8471    '],[' 107268  '],[' 57339   '],"[' 164213   (Atom=Atom', ' 43370 Body=Body', ' 30747 Other', ' 90096)']",[' Yes'],"[' 11240    (Eliminated', '    0 Frozen', ' 11240)']","[' 6232     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.30148'],[' 0'], ,[' 209.997'],[' 0'],[' 18.5584'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.366e+08'],[' 8.1321e+08'],[' 0'],[' 6.34452e+09'],[' 0'],[' 0'],[' 1054 '],[' 1991 '],[' 2877 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 4623+'],[' 2315'],"[' 606.585s (Solving', ' 575.70s 1st Model', ' 417.59s Unsat', ' 0.00s)']",[' 597.828s'], ,[' 157194069'],"[' 2161972  (Analyzed', ' 1716174)']","[' 6078     (Average', ' 282.36 Last', ' 321130)']",[' 5175.2  '],"[' 2315     (Average Length', ' 1263.58 Splits', ' 0)']","[' 1716174  (Deleted', ' 1655916)']","[' 235      (Ratio', '   0.01%)']","[' 38499    (Ratio', '   2.24%)']","[' 1716174  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1716174  (Average', ' 86.40 Max', ' 5248 Sum', ' 148270341)']","[' 1715472  (Average', ' 85.93 Max', ' 5248 Sum', ' 147470150 Ratio', '  99.46%)']","[' 702      (Average', ' 1139.87 Max', ' 1403 Sum', ' 800191 Ratio', '   0.54%)']", ,[' 110582  '],[' 8465    '],[' 106407  '],[' 56839   '],"[' 162779   (Atom=Atom', ' 42922 Body=Body', ' 30672 Other', ' 89185)']",[' Yes'],"[' 10900    (Eliminated', '    0 Frozen', ' 10900)']","[' 4289     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.72732'],[' 0'], ,[' 198.658'],[' 0'],[' 19.0035'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.23262e+08'],[' 3.70206e+08'],[' 0'],[' 3.36323e+09'],[' 0'],[' 0'],[' 1162 '],[' 2105 '],[' 2969 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 5189+'],[' 2597'],"[' 604.332s (Solving', ' 588.93s 1st Model', ' 351.08s Unsat', ' 0.00s)']",[' 602.609s'], ,[' 291628266'],"[' 5251437  (Analyzed', ' 4995905)']","[' 11891    (Average', ' 420.14 Last', ' 207754)']",[' 5039.0  '],"[' 2597     (Average Length', ' 1385.72 Splits', ' 0)']","[' 4995905  (Deleted', ' 4911924)']","[' 441      (Ratio', '   0.01%)']","[' 51714    (Ratio', '   1.04%)']","[' 4995905  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4995905  (Average', ' 56.39 Max', ' 5031 Sum', ' 281730589)']","[' 4995584  (Average', ' 56.33 Max', ' 5031 Sum', ' 281423854 Ratio', '  99.89%)']","[' 321      (Average', ' 955.56 Max', ' 1466 Sum', ' 306735 Ratio', '   0.11%)']", ,[' 111071  '],[' 8480    '],[' 107192  '],[' 57296   '],"[' 163750   (Atom=Atom', ' 43248 Body=Body', ' 30675 Other', ' 89827)']",[' Yes'],"[' 11176    (Eliminated', '    0 Frozen', ' 11176)']","[' 3070     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95867'],[' 0'], ,[' 218.168'],[' 0'],[' 18.0389'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.02069e+09'],[' 8.84585e+08'],[' 0'],[' 8.11561e+09'],[' 0'],[' 0'],[' 1135 '],[' 2122 '],[' 2983 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 4261+'],[' 2134'],"[' 602.905s (Solving', ' 591.50s 1st Model', ' 177.96s Unsat', ' 0.00s)']",[' 601.344s'], ,[' 278784937'],"[' 8709937  (Analyzed', ' 8444300)']","[' 17220    (Average', ' 490.38 Last', ' 95479)']",[' 4858.6  '],"[' 2134     (Average Length', ' 1180.90 Splits', ' 0)']","[' 8444300  (Deleted', ' 8329085)']","[' 424      (Ratio', '   0.01%)']","[' 48907    (Ratio', '   0.58%)']","[' 8444300  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8444300  (Average', ' 32.07 Max', ' 4809 Sum', ' 270772511)']","[' 8443700  (Average', ' 31.99 Max', ' 4809 Sum', ' 270093315 Ratio', '  99.75%)']","[' 600      (Average', ' 1131.99 Max', ' 1416 Sum', ' 679196 Ratio', '   0.25%)']", ,[' 111017  '],[' 8530    '],[' 106630  '],[' 57281   '],"[' 162417   (Atom=Atom', ' 42805 Body=Body', ' 30711 Other', ' 88901)']",[' Yes'],"[' 10706    (Eliminated', '    0 Frozen', ' 10706)']","[' 5675     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.32024'],[' 0'], ,[' 262.057'],[' 0'],[' 18.104'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.72948e+08'],[' 7.49073e+08'],[' 0'],[' 1.1046e+10'],[' 0'],[' 0'],[' 1294 '],[' 2281 '],[' 3113 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 5061+'],[' 2534'],"[' 603.748s (Solving', ' 589.50s 1st Model', ' 344.29s Unsat', ' 0.00s)']",[' 601.781s'], ,[' 283997875'],"[' 7734439  (Analyzed', ' 7384715)']","[' 15444    (Average', ' 478.16 Last', ' 571847)']",[' 4981.7  '],"[' 2534     (Average Length', ' 1344.79 Splits', ' 0)']","[' 7384715  (Deleted', ' 7273979)']","[' 427      (Ratio', '   0.01%)']","[' 52237    (Ratio', '   0.71%)']","[' 7384715  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7384715  (Average', ' 37.17 Max', ' 4774 Sum', ' 274471536)']","[' 7384179  (Average', ' 37.08 Max', ' 4774 Sum', ' 273836963 Ratio', '  99.77%)']","[' 536      (Average', ' 1183.90 Max', ' 1456 Sum', ' 634573 Ratio', '   0.23%)']", ,[' 110713  '],[' 8447    '],[' 106696  '],[' 57027   '],"[' 163315   (Atom=Atom', ' 43113 Body=Body', ' 30616 Other', ' 89586)']",[' Yes'],"[' 11055    (Eliminated', '    0 Frozen', ' 11055)']","[' 6009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.82473'],[' 0'], ,[' 240.622'],[' 0'],[' 17.9154'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.25062e+08'],[' 7.98826e+08'],[' 0'],[' 9.81573e+09'],[' 0'],[' 0'],[' 1241 '],[' 2381 '],[' 3203 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 5081+'],[' 2544'],"[' 603.849s (Solving', ' 589.06s 1st Model', ' 331.19s Unsat', ' 0.00s)']",[' 602.219s'], ,[' 281863621'],"[' 7516199  (Analyzed', ' 7210409)']","[' 15633    (Average', ' 461.23 Last', ' 206975)']",[' 5020.8  '],"[' 2544     (Average Length', ' 1362.06 Splits', ' 0)']","[' 7210409  (Deleted', ' 7101026)']","[' 406      (Ratio', '   0.01%)']","[' 50765    (Ratio', '   0.70%)']","[' 7210409  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7210409  (Average', ' 37.79 Max', ' 4722 Sum', ' 272483291)']","[' 7209781  (Average', ' 37.69 Max', ' 4722 Sum', ' 271739294 Ratio', '  99.73%)']","[' 628      (Average', ' 1184.71 Max', ' 1432 Sum', ' 743997 Ratio', '   0.27%)']", ,[' 110961  '],[' 8489    '],[' 107002  '],[' 57241   '],"[' 163960   (Atom=Atom', ' 43282 Body=Body', ' 30736 Other', ' 89942)']",[' Yes'],"[' 11138    (Eliminated', '    0 Frozen', ' 11138)']","[' 6172     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.8931'],[' 0'], ,[' 236.32'],[' 0'],[' 17.6378'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.25989e+08'],[' 8.00675e+08'],[' 0'],[' 9.37875e+09'],[' 0'],[' 0'],[' 1141 '],[' 2209 '],[' 3127 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 4981+'],[' 2494'],"[' 603.570s (Solving', ' 589.94s 1st Model', ' 458.88s Unsat', ' 0.00s)']",[' 602.500s'], ,[' 296936992'],"[' 4628526  (Analyzed', ' 4424247)']","[' 12895    (Average', ' 343.10 Last', ' 390475)']",[' 4850.3  '],"[' 2494     (Average Length', ' 1336.79 Splits', ' 0)']","[' 4424247  (Deleted', ' 4350883)']","[' 426      (Ratio', '   0.01%)']","[' 51747    (Ratio', '   1.17%)']","[' 4424247  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4424247  (Average', ' 65.14 Max', ' 4755 Sum', ' 288199979)']","[' 4423669  (Average', ' 64.98 Max', ' 4755 Sum', ' 287488349 Ratio', '  99.75%)']","[' 578      (Average', ' 1231.19 Max', ' 1558 Sum', ' 711630 Ratio', '   0.25%)']", ,[' 110945  '],[' 8464    '],[' 106917  '],[' 57220   '],"[' 162963   (Atom=Atom', ' 43008 Body=Body', ' 30611 Other', ' 89344)']",[' Yes'],"[' 10993    (Eliminated', '    0 Frozen', ' 10993)']","[' 5955     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.7449'],[' 0'], ,[' 215.573'],[' 0'],[' 18.6277'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.07953e+09'],[' 9.41976e+08'],[' 0'],[' 7.67943e+09'],[' 0'],[' 0'],[' 958 '],[' 2002 '],[' 2909 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 5193+'],[' 2600'],"[' 603.788s (Solving', ' 589.62s 1st Model', ' 393.88s Unsat', ' 0.00s)']",[' 601.906s'], ,[' 298237001'],"[' 4362419  (Analyzed', ' 4087120)']","[' 11283    (Average', ' 362.24 Last', ' 329464)']",[' 4745.5  '],"[' 2600     (Average Length', ' 1378.12 Splits', ' 0)']","[' 4087120  (Deleted', ' 4004943)']","[' 408      (Ratio', '   0.01%)']","[' 52960    (Ratio', '   1.30%)']","[' 4087120  (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4087120  (Average', ' 70.85 Max', ' 4643 Sum', ' 289553158)']","[' 4086535  (Average', ' 70.65 Max', ' 4643 Sum', ' 288773397 Ratio', '  99.73%)']","[' 585      (Average', ' 1332.92 Max', ' 1586 Sum', ' 779761 Ratio', '   0.27%)']", ,[' 110957  '],[' 8473    '],[' 106992  '],[' 57207   '],"[' 164307   (Atom=Atom', ' 43400 Body=Body', ' 30793 Other', ' 90114)']",[' Yes'],"[' 11161    (Eliminated', '    0 Frozen', ' 11161)']","[' 6360     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.79705'],[' 0'], ,[' 208.9'],[' 0'],[' 18.0967'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0861e+09'],[' 9.48409e+08'],[' 0'],[' 7.37686e+09'],[' 0'],[' 0'],[' 1038 '],[' 2179 '],[' 3015 '],[' 3 '],[' 0 ']
