Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 6145+'],[' 3076'],"[' 604.546s (Solving', ' 585.71s 1st Model', ' 489.25s Unsat', ' 0.00s)']",[' 602.688s'], ,[' 306491892'],"[' 3819344  (Analyzed', ' 3161768)']","[' 10446    (Average', ' 302.68 Last', ' 313909)']",[' 5607.5  '],"[' 3076     (Average Length', ' 1591.91 Splits', ' 0)']","[' 3161768  (Deleted', ' 3099495)']","[' 359      (Ratio', '   0.01%)']","[' 41882    (Ratio', '   1.32%)']","[' 3161768  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3161768  (Average', ' 93.06 Max', ' 5327 Sum', ' 294234157)']","[' 3161041  (Average', ' 92.70 Max', ' 5327 Sum', ' 293086555 Ratio', '  99.61%)']","[' 727      (Average', ' 1578.54 Max', ' 1891 Sum', ' 1147602 Ratio', '   0.39%)']", ,[' 132004  '],[' 9041    '],[' 124882  '],[' 60595   '],"[' 175555   (Atom=Atom', ' 46060 Body=Body', ' 31252 Other', ' 98243)']",[' Yes'],"[' 12162    (Eliminated', '    0 Frozen', ' 12162)']","[' 5862     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.17789'],[' 0'], ,[' 223.235'],[' 0'],[' 19.3918'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.22543e+08'],[' 7.89639e+08'],[' 0'],[' 8.55649e+09'],[' 0'],[' 0'],[' 1135 '],[' 2226 '],[' 3235 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 6125+'],[' 3066'],"[' 606.056s (Solving', ' 585.76s 1st Model', ' 382.78s Unsat', ' 0.00s)']",[' 604.328s'], ,[' 305199999'],"[' 4033441  (Analyzed', ' 3210817)']","[' 10103    (Average', ' 317.81 Last', ' 287686)']",[' 5765.3  '],"[' 3066     (Average Length', ' 1602.27 Splits', ' 0)']","[' 3210817  (Deleted', ' 3147832)']","[' 367      (Ratio', '   0.01%)']","[' 45453    (Ratio', '   1.42%)']","[' 3210817  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3210817  (Average', ' 91.03 Max', ' 5376 Sum', ' 292289848)']","[' 3210115  (Average', ' 90.71 Max', ' 5376 Sum', ' 291250728 Ratio', '  99.64%)']","[' 702      (Average', ' 1480.23 Max', ' 1829 Sum', ' 1039120 Ratio', '   0.36%)']", ,[' 132814  '],[' 9151    '],[' 125721  '],[' 61182   '],"[' 177152   (Atom=Atom', ' 46508 Body=Body', ' 31532 Other', ' 99112)']",[' Yes'],"[' 12291    (Eliminated', '    0 Frozen', ' 12291)']","[' 6376     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.30528'],[' 0'], ,[' 225.187'],[' 0'],[' 18.8323'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.17788e+08'],[' 7.90419e+08'],[' 0'],[' 9.07759e+09'],[' 0'],[' 0'],[' 1239 '],[' 2407 '],[' 3395 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 6189+'],[' 3098'],"[' 605.335s (Solving', ' 585.42s 1st Model', ' 502.48s Unsat', ' 0.00s)']",[' 603.844s'], ,[' 315696798'],"[' 3992251  (Analyzed', ' 3255728)']","[' 11338    (Average', ' 287.15 Last', ' 187731)']",[' 5646.2  '],"[' 3098     (Average Length', ' 1605.67 Splits', ' 0)']","[' 3255728  (Deleted', ' 3198234)']","[' 320      (Ratio', '   0.01%)']","[' 40375    (Ratio', '   1.24%)']","[' 3255728  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3255728  (Average', ' 93.08 Max', ' 5455 Sum', ' 303036737)']","[' 3255096  (Average', ' 92.77 Max', ' 5455 Sum', ' 302017862 Ratio', '  99.66%)']","[' 632      (Average', ' 1612.14 Max', ' 1904 Sum', ' 1018875 Ratio', '   0.34%)']", ,[' 131980  '],[' 9049    '],[' 124902  '],[' 60588   '],"[' 175666   (Atom=Atom', ' 46097 Body=Body', ' 31241 Other', ' 98328)']",[' Yes'],"[' 12204    (Eliminated', '    0 Frozen', ' 12204)']","[' 5600     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.2591'],[' 0'], ,[' 225.246'],[' 0'],[' 19.4609'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.30871e+08'],[' 7.93911e+08'],[' 0'],[' 8.60933e+09'],[' 0'],[' 0'],[' 1130 '],[' 2061 '],[' 3064 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 6019+'],[' 3013'],"[' 604.708s (Solving', ' 585.25s 1st Model', ' 323.95s Unsat', ' 0.00s)']",[' 602.969s'], ,[' 300068148'],"[' 5363955  (Analyzed', ' 4435262)']","[' 11791    (Average', ' 376.16 Last', ' 88660)']",[' 5726.4  '],"[' 3013     (Average Length', ' 1560.01 Splits', ' 0)']","[' 4435262  (Deleted', ' 4363529)']","[' 339      (Ratio', '   0.01%)']","[' 41514    (Ratio', '   0.94%)']","[' 4435262  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4435262  (Average', ' 64.77 Max', ' 5392 Sum', ' 287262137)']","[' 4434501  (Average', ' 64.52 Max', ' 5392 Sum', ' 286179809 Ratio', '  99.62%)']","[' 761      (Average', ' 1422.24 Max', ' 1756 Sum', ' 1082328 Ratio', '   0.38%)']", ,[' 132249  '],[' 9101    '],[' 125055  '],[' 60841   '],"[' 176288   (Atom=Atom', ' 46278 Body=Body', ' 31412 Other', ' 98598)']",[' Yes'],"[' 12154    (Eliminated', '    0 Frozen', ' 12154)']","[' 6073     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.26458'],[' 0'], ,[' 238.618'],[' 0'],[' 18.8936'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.53039e+08'],[' 7.23913e+08'],[' 0'],[' 9.86699e+09'],[' 0'],[' 0'],[' 1228 '],[' 2144 '],[' 3080 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 5243+'],[' 2625'],"[' 604.313s (Solving', ' 587.33s 1st Model', ' 452.82s Unsat', ' 0.00s)']",[' 602.734s'], ,[' 313528724'],"[' 3690853  (Analyzed', ' 3066384)']","[' 9999     (Average', ' 306.67 Last', ' 243370)']",[' 5366.7  '],"[' 2625     (Average Length', ' 1373.34 Splits', ' 0)']","[' 3066384  (Deleted', ' 3005347)']","[' 315      (Ratio', '   0.01%)']","[' 43073    (Ratio', '   1.40%)']","[' 3066384  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3066384  (Average', ' 98.79 Max', ' 5384 Sum', ' 302916093)']","[' 3065730  (Average', ' 98.50 Max', ' 5384 Sum', ' 302038675 Ratio', '  99.71%)']","[' 654      (Average', ' 1341.62 Max', ' 1571 Sum', ' 877418 Ratio', '   0.29%)']", ,[' 131472  '],[' 9060    '],[' 123992  '],[' 60182   '],"[' 174490   (Atom=Atom', ' 45700 Body=Body', ' 31289 Other', ' 97501)']",[' Yes'],"[' 11818    (Eliminated', '    0 Frozen', ' 11818)']","[' 5685     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.64368'],[' 0'], ,[' 222.088'],[' 0'],[' 19.8984'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.87158e+08'],[' 8.49819e+08'],[' 0'],[' 8.40486e+09'],[' 0'],[' 0'],[' 1063 '],[' 2125 '],[' 3161 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5813+'],[' 2910'],"[' 604.526s (Solving', ' 585.54s 1st Model', ' 491.64s Unsat', ' 0.00s)']",[' 602.766s'], ,[' 308627346'],"[' 3667781  (Analyzed', ' 3066449)']","[' 10273    (Average', ' 298.50 Last', ' 194592)']",[' 5521.4  '],"[' 2910     (Average Length', ' 1529.81 Splits', ' 0)']","[' 3066449  (Deleted', ' 3003321)']","[' 321      (Ratio', '   0.01%)']","[' 43695    (Ratio', '   1.42%)']","[' 3066449  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3066449  (Average', ' 96.89 Max', ' 5371 Sum', ' 297113175)']","[' 3065721  (Average', ' 96.53 Max', ' 5371 Sum', ' 296013123 Ratio', '  99.63%)']","[' 728      (Average', ' 1511.06 Max', ' 1831 Sum', ' 1100052 Ratio', '   0.37%)']", ,[' 132688  '],[' 9148    '],[' 125429  '],[' 61062   '],"[' 176684   (Atom=Atom', ' 46338 Body=Body', ' 31554 Other', ' 98792)']",[' Yes'],"[' 12149    (Eliminated', '    0 Frozen', ' 12149)']","[' 6384     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.98539'],[' 0'], ,[' 221.909'],[' 0'],[' 19.4557'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.5299e+08'],[' 8.20687e+08'],[' 0'],[' 8.57418e+09'],[' 0'],[' 0'],[' 1073 '],[' 2193 '],[' 3250 '],[' 3 '],[' 0 ']
Solving...,TA67, , , ,[' 5595+'],[' 2801'],"[' 605.964s (Solving', ' 586.62s 1st Model', ' 520.69s Unsat', ' 0.00s)']",[' 604.375s'], ,[' 312184441'],"[' 4235692  (Analyzed', ' 3532846)']","[' 11698    (Average', ' 302.00 Last', ' 332787)']",[' 5574.4  '],"[' 2802     (Average Length', ' 1465.53 Splits', ' 0)']","[' 3532846  (Deleted', ' 3467085)']","[' 349      (Ratio', '   0.01%)']","[' 41673    (Ratio', '   1.18%)']","[' 3532846  (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3532846  (Average', ' 85.05 Max', ' 5479 Sum', ' 300465246)']","[' 3532126  (Average', ' 84.77 Max', ' 5479 Sum', ' 299488182 Ratio', '  99.67%)']","[' 720      (Average', ' 1357.03 Max', ' 1655 Sum', ' 977064 Ratio', '   0.33%)']", ,[' 132123  '],[' 9113    '],[' 124822  '],[' 60684   '],"[' 175810   (Atom=Atom', ' 46088 Body=Body', ' 31444 Other', ' 98278)']",[' Yes'],"[' 12040    (Eliminated', '    0 Frozen', ' 12040)']","[' 6007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.93504'],[' 0'], ,[' 230.816'],[' 0'],[' 19.4108'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.12188e+08'],[' 7.78118e+08'],[' 0'],[' 9.22211e+09'],[' 0'],[' 0'],[' 1179 '],[' 2250 '],[' 3221 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 6061+'],[' 3034'],"[' 604.843s (Solving', ' 584.79s 1st Model', ' 361.57s Unsat', ' 0.00s)']",[' 603.297s'], ,[' 297159647'],"[' 6215733  (Analyzed', ' 5241898)']","[' 14525    (Average', ' 360.89 Last', ' 281538)']",[' 5769.7  '],"[' 3034     (Average Length', ' 1582.30 Splits', ' 0)']","[' 5241898  (Deleted', ' 5157927)']","[' 340      (Ratio', '   0.01%)']","[' 40865    (Ratio', '   0.78%)']","[' 5241898  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5241898  (Average', ' 54.16 Max', ' 5376 Sum', ' 283900219)']","[' 5241185  (Average', ' 53.96 Max', ' 5376 Sum', ' 282855489 Ratio', '  99.63%)']","[' 713      (Average', ' 1465.26 Max', ' 1785 Sum', ' 1044730 Ratio', '   0.37%)']", ,[' 132059  '],[' 9029    '],[' 124975  '],[' 60659   '],"[' 175234   (Atom=Atom', ' 45977 Body=Body', ' 31199 Other', ' 98058)']",[' Yes'],"[' 12174    (Eliminated', '    0 Frozen', ' 12174)']","[' 5689     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.24007'],[' 0'], ,[' 244.05'],[' 0'],[' 19.032'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.33482e+08'],[' 7.06006e+08'],[' 0'],[' 1.00537e+10'],[' 0'],[' 0'],[' 1079 '],[' 2103 '],[' 3147 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 5767+'],[' 2887'],"[' 604.362s (Solving', ' 586.84s 1st Model', ' 365.47s Unsat', ' 0.00s)']",[' 603.234s'], ,[' 302309018'],"[' 4630892  (Analyzed', ' 3860688)']","[' 11104    (Average', ' 347.68 Last', ' 93938)']",[' 5474.5  '],"[' 2887     (Average Length', ' 1513.76 Splits', ' 0)']","[' 3860688  (Deleted', ' 3791018)']","[' 387      (Ratio', '   0.01%)']","[' 44408    (Ratio', '   1.15%)']","[' 3860688  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3860688  (Average', ' 75.25 Max', ' 5326 Sum', ' 290512515)']","[' 3860072  (Average', ' 75.01 Max', ' 5326 Sum', ' 289604182 Ratio', '  99.69%)']","[' 616      (Average', ' 1474.57 Max', ' 1867 Sum', ' 908333 Ratio', '   0.31%)']", ,[' 132206  '],[' 9107    '],[' 124923  '],[' 60728   '],"[' 176008   (Atom=Atom', ' 46161 Body=Body', ' 31456 Other', ' 98391)']",[' Yes'],"[' 12069    (Eliminated', '    0 Frozen', ' 12069)']","[' 5550     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.86913'],[' 0'], ,[' 228.919'],[' 0'],[' 19.0382'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.05613e+08'],[' 7.77374e+08'],[' 0'],[' 9.09576e+09'],[' 0'],[' 0'],[' 1287 '],[' 2315 '],[' 3366 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 5599+'],[' 2803'],"[' 604.132s (Solving', ' 585.80s 1st Model', ' 363.04s Unsat', ' 0.00s)']",[' 602.156s'], ,[' 290796695'],"[' 5451644  (Analyzed', ' 4624781)']","[' 13049    (Average', ' 354.42 Last', ' 356834)']",[' 5585.8  '],"[' 2803     (Average Length', ' 1468.27 Splits', ' 0)']","[' 4624781  (Deleted', ' 4546694)']","[' 446      (Ratio', '   0.01%)']","[' 40912    (Ratio', '   0.88%)']","[' 4624781  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4624781  (Average', ' 60.32 Max', ' 5620 Sum', ' 278964090)']","[' 4624081  (Average', ' 60.10 Max', ' 5620 Sum', ' 277949600 Ratio', '  99.64%)']","[' 700      (Average', ' 1449.27 Max', ' 1753 Sum', ' 1014490 Ratio', '   0.36%)']", ,[' 131901  '],[' 9082    '],[' 124506  '],[' 60589   '],"[' 175337   (Atom=Atom', ' 45946 Body=Body', ' 31375 Other', ' 98016)']",[' Yes'],"[' 11961    (Eliminated', '    0 Frozen', ' 11961)']","[' 5980     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.83651'],[' 0'], ,[' 253.278'],[' 0'],[' 19.2074'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.17961e+08'],[' 6.91424e+08'],[' 0'],[' 1.10445e+10'],[' 0'],[' 0'],[' 1283 '],[' 2483 '],[' 3428 '],[' 3 '],[' 0 ']
