Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 3005+'],[' 1507'],"[' 1001.715s (Solving', ' 995.76s 1st Model', ' 82.93s Unsat', ' 0.00s)']",[' 999.766s'], ,[' 155524191'],"[' 10905357 (Analyzed', ' 10699866)']","[' 22467    (Average', ' 476.25 Last', ' 107889)']",[' 2551.6  '],"[' 1507     (Average Length', ' 808.38 Splits', ' 0)']","[' 34580074 (Deleted', ' 34158677)']","[' 224      (Ratio', '   0.00%)']","[' 17638    (Ratio', '   0.05%)']","[' 10699866 (Average Length', '   15.6 Ratio', '  30.94%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23880208 (Average Length', '   12.2 Ratio', '  69.06%) ']","[' 10699866 (Average', '  1.70 Max', ' 1949 Sum', ' 18216647)']","[' 10699865 (Average', '  1.70 Max', ' 1949 Sum', ' 18216646 Ratio', ' 100.00%)']","[' 1        (Average', '  1.00 Max', '   1 Sum', '      1 Ratio', '   0.00%)']", ,[' 80953   '],[' 4419    '],[' 74634   '],[' 31900   '],"[' 88133    (Atom=Atom', ' 23882 Body=Body', ' 15367 Other', ' 48884)']",[' Yes'],"[' 6153     (Eliminated', '    0 Frozen', ' 6153)']","[' 3005     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.28417'],[' 0'], ,[' 561.611'],[' 0'],[' 19.8505'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.03555e+08'],[' 3.59112e+08'],[' 0'],[' 3.67397e+10'],[' 0'],[' 0'],[' 830 '],[' 1504 '],[' 2300 '],[' 2972 '],[' 4 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 2785+'],[' 1397'],"[' 1001.664s (Solving', ' 996.10s 1st Model', ' 18.52s Unsat', ' 0.00s)']",[' 1000.016s'], ,[' 158039058'],"[' 9799619  (Analyzed', ' 9561674)']","[' 20051    (Average', ' 476.87 Last', ' 16065)']",[' 2580.7  '],"[' 1397     (Average Length', ' 740.56 Splits', ' 0)']","[' 33346836 (Deleted', ' 32917813)']","[' 229      (Ratio', '   0.00%)']","[' 17457    (Ratio', '   0.05%)']","[' 9561674  (Average Length', '   15.8 Ratio', '  28.67%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23785162 (Average Length', '   12.6 Ratio', '  71.33%) ']","[' 9561674  (Average', '  1.81 Max', ' 1899 Sum', ' 17283574)']","[' 9561670  (Average', '  1.81 Max', ' 1899 Sum', ' 17283570 Ratio', ' 100.00%)']","[' 4        (Average', '  1.00 Max', '   1 Sum', '      4 Ratio', '   0.00%)']", ,[' 80634   '],[' 4414    '],[' 74196   '],[' 31743   '],"[' 87778    (Atom=Atom', ' 23752 Body=Body', ' 15352 Other', ' 48674)']",[' Yes'],"[' 6042     (Eliminated', '    0 Frozen', ' 6042)']","[' 2796     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.19582'],[' 0'], ,[' 551.119'],[' 0'],[' 19.624'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.38079e+08'],[' 3.95088e+08'],[' 0'],[' 3.55712e+10'],[' 0'],[' 0'],[' 892 '],[' 1611 '],[' 2382 '],[' 2997 '],[' 4 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 2803+'],[' 1406'],"[' 777.718s (Solving', ' 772.07s 1st Model', ' 9.54s Unsat', ' 16.62s)']",[' 776.781s'], ,[' 98386908'],"[' 8314181  (Analyzed', ' 8027089)']","[' 17006    (Average', ' 472.02 Last', ' 13976)']",[' 2955.1  '],"[' 1406     (Average Length', ' 752.83 Splits', ' 0)']","[' 26771628 (Deleted', ' 26330377)']","[' 149      (Ratio', '   0.00%)']","[' 11672    (Ratio', '   0.04%)']","[' 8027089  (Average Length', '   14.5 Ratio', '  29.98%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18744539 (Average Length', '   12.4 Ratio', '  70.02%) ']","[' 8027089  (Average', '  1.54 Max', ' 2333 Sum', ' 12370698)']","[' 8027074  (Average', '  1.54 Max', ' 2333 Sum', ' 12370683 Ratio', ' 100.00%)']","[' 15       (Average', '  1.00 Max', '   1 Sum', '     15 Ratio', '   0.00%)']", ,[' 81278   '],[' 4503    '],[' 74831   '],[' 32158   '],"[' 89095    (Atom=Atom', ' 24117 Body=Body', ' 15619 Other', ' 49359)']",[' Yes'],"[' 6151     (Eliminated', '    0 Frozen', ' 6151)']","[' 1639     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.2286'],[' 0'], ,[' 456.623'],[' 0'],[' 14.7354'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.62963e+08'],[' 1.79263e+08'],[' 0'],[' 2.94279e+10'],[' 0'],[' 0'],[' 873 '],[' 1570 '],[' 2271 '],[' 2948 '],[' 3 '],[' 1 ']
Solving...,TA54, , , ,[' 1'],[' 2833+'],[' 1421'],"[' 1001.607s (Solving', ' 995.97s 1st Model', ' 11.25s Unsat', ' 0.00s)']",[' 1000.250s'], ,[' 99138827'],"[' 11938368 (Analyzed', ' 11729671)']","[' 24561    (Average', ' 477.57 Last', ' 996)']",[' 2684.0  '],"[' 1421     (Average Length', ' 771.74 Splits', ' 0)']","[' 39979290 (Deleted', ' 39487132)']","[' 108      (Ratio', '   0.00%)']","[' 13186    (Ratio', '   0.03%)']","[' 11729671 (Average Length', '   15.5 Ratio', '  29.34%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28249619 (Average Length', '   12.6 Ratio', '  70.66%) ']","[' 11729671 (Average', '  1.43 Max', ' 2264 Sum', ' 16728680)']","[' 11729671 (Average', '  1.43 Max', ' 2264 Sum', ' 16728680 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 80763   '],[' 4477    '],[' 74459   '],[' 31890   '],"[' 88748    (Atom=Atom', ' 24028 Body=Body', ' 15541 Other', ' 49179)']",[' Yes'],"[' 6133     (Eliminated', '    0 Frozen', ' 6133)']","[' 2046     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.22714'],[' 0'], ,[' 567.528'],[' 0'],[' 15.8808'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.78213e+08'],[' 1.75034e+08'],[' 0'],[' 3.86704e+10'],[' 0'],[' 0'],[' 948 '],[' 1601 '],[' 2269 '],[' 2939 '],[' 4 '],[' 0 ']
Solving...,TA55, , , , ,[' 3059'],[' 1534'],"[' 660.610s (Solving', ' 654.26s 1st Model', ' 185.14s Unsat', ' 198.96s)']",[' 658.719s'], ,[' 103530872'],"[' 7856591  (Analyzed', ' 7423649)']","[' 17575    (Average', ' 422.40 Last', ' 480948)']",[' 3043.4  '],"[' 1534     (Average Length', ' 810.64 Splits', ' 0)']","[' 23691234 (Deleted', ' 23398012)']","[' 189      (Ratio', '   0.00%)']","[' 12326    (Ratio', '   0.05%)']","[' 7423649  (Average Length', '   18.4 Ratio', '  31.34%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16267585 (Average Length', '   12.9 Ratio', '  68.66%) ']","[' 7423649  (Average', '  1.71 Max', ' 2552 Sum', ' 12723157)']","[' 7423622  (Average', '  1.71 Max', ' 2552 Sum', ' 12723130 Ratio', ' 100.00%)']","[' 27       (Average', '  1.00 Max', '   1 Sum', '     27 Ratio', '   0.00%)']", ,[' 80975   '],[' 4458    '],[' 74707   '],[' 31988   '],"[' 88792    (Atom=Atom', ' 24065 Body=Body', ' 15484 Other', ' 49243)']",[' Yes'],"[' 6185     (Eliminated', '    0 Frozen', ' 6185)']","[' 1550     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.37685'],[' 0'], ,[' 350.813'],[' 0'],[' 12.7561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.33933e+08'],[' 2.34428e+08'],[' 0'],[' 2.12271e+10'],[' 0'],[' 0'],[' 956 '],[' 1602 '],[' 2275 '],[' 2948 '],[' 1 '],[' 3 ']
Solving...,TA56, , , ,[' 1'],[' 2489+'],[' 1249'],"[' 1001.624s (Solving', ' 996.22s 1st Model', ' 9.78s Unsat', ' 0.00s)']",[' 998.297s'], ,[' 95845515'],"[' 11813606 (Analyzed', ' 11569579)']","[' 23665    (Average', ' 488.89 Last', ' 91896)']",[' 2796.1  '],"[' 1249     (Average Length', ' 690.35 Splits', ' 0)']","[' 38631517 (Deleted', ' 38203751)']","[' 76       (Ratio', '   0.00%)']","[' 11110    (Ratio', '   0.03%)']","[' 11569579 (Average Length', '   16.3 Ratio', '  29.95%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27061938 (Average Length', '   14.1 Ratio', '  70.05%) ']","[' 11569579 (Average', '  1.46 Max', ' 2545 Sum', ' 16835198)']","[' 11569579 (Average', '  1.46 Max', ' 2545 Sum', ' 16835198 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 80149   '],[' 4458    '],[' 73850   '],[' 31484   '],"[' 87992    (Atom=Atom', ' 23780 Body=Body', ' 15484 Other', ' 48728)']",[' Yes'],"[' 5982     (Eliminated', '    0 Frozen', ' 5982)']","[' 1686     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1719'],[' 0'], ,[' 595.256'],[' 0'],[' 16.666'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.46193e+08'],[' 1.48393e+08'],[' 0'],[' 3.89588e+10'],[' 0'],[' 0'],[' 1029 '],[' 1725 '],[' 2472 '],[' 3115 '],[' 4 '],[' 0 ']
Solving...,TA57, , , , ,[' 2535'],[' 1272'],"[' 870.882s (Solving', ' 865.85s 1st Model', ' 30.67s Unsat', ' 109.72s)']",[' 869.031s'], ,[' 97545469'],"[' 9994274  (Analyzed', ' 9773887)']","[' 20096    (Average', ' 486.36 Last', ' 80378)']",[' 2602.3  '],"[' 1272     (Average Length', ' 702.56 Splits', ' 0)']","[' 34073531 (Deleted', ' 33710209)']","[' 157      (Ratio', '   0.00%)']","[' 14464    (Ratio', '   0.04%)']","[' 9773887  (Average Length', '   16.6 Ratio', '  28.68%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24299644 (Average Length', '   14.1 Ratio', '  71.32%) ']","[' 9773887  (Average', '  1.52 Max', ' 2181 Sum', ' 14833724)']","[' 9773874  (Average', '  1.52 Max', ' 2181 Sum', ' 14833711 Ratio', ' 100.00%)']","[' 13       (Average', '  1.00 Max', '   1 Sum', '     13 Ratio', '   0.00%)']", ,[' 80685   '],[' 4490    '],[' 74254   '],[' 31795   '],"[' 88507    (Atom=Atom', ' 23931 Body=Body', ' 15580 Other', ' 48996)']",[' Yes'],"[' 6019     (Eliminated', '    0 Frozen', ' 6019)']","[' 2606     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.09522'],[' 0'], ,[' 477.228'],[' 0'],[' 14.2517'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.77734e+08'],[' 1.80304e+08'],[' 0'],[' 3.21159e+10'],[' 0'],[' 0'],[' 1081 '],[' 1966 '],[' 2597 '],[' 3286 '],[' 3 '],[' 1 ']
Solving...,TA58, , , ,[' 1'],[' 2739+'],[' 1374'],"[' 1001.525s (Solving', ' 996.18s 1st Model', ' 13.06s Unsat', ' 0.00s)']",[' 999.438s'], ,[' 117628667'],"[' 11133076 (Analyzed', ' 10902651)']","[' 22656    (Average', ' 481.23 Last', ' 38010)']",[' 2601.8  '],"[' 1374     (Average Length', ' 744.27 Splits', ' 0)']","[' 35921078 (Deleted', ' 35476853)']","[' 127      (Ratio', '   0.00%)']","[' 12522    (Ratio', '   0.03%)']","[' 10902651 (Average Length', '   15.1 Ratio', '  30.35%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25018427 (Average Length', '   12.3 Ratio', '  69.65%) ']","[' 10902651 (Average', '  1.54 Max', ' 2296 Sum', ' 16751940)']","[' 10902649 (Average', '  1.54 Max', ' 2296 Sum', ' 16751938 Ratio', ' 100.00%)']","[' 2        (Average', '  1.00 Max', '   1 Sum', '      2 Ratio', '   0.00%)']", ,[' 80732   '],[' 4443    '],[' 74348   '],[' 31764   '],"[' 88121    (Atom=Atom', ' 23845 Body=Body', ' 15439 Other', ' 48837)']",[' Yes'],"[' 6047     (Eliminated', '    0 Frozen', ' 6047)']","[' 2093     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15545'],[' 0'], ,[' 574.373'],[' 0'],[' 18.9687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.72331e+08'],[' 2.54797e+08'],[' 0'],[' 3.89081e+10'],[' 0'],[' 0'],[' 882 '],[' 1639 '],[' 2398 '],[' 3091 '],[' 4 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 2749+'],[' 1379'],"[' 1001.625s (Solving', ' 995.93s 1st Model', ' 33.64s Unsat', ' 0.00s)']",[' 999.969s'], ,[' 139501042'],"[' 11356407 (Analyzed', ' 11120434)']","[' 22854    (Average', ' 486.59 Last', ' 39881)']",[' 2748.5  '],"[' 1379     (Average Length', ' 739.10 Splits', ' 0)']","[' 36079570 (Deleted', ' 35671880)']","[' 207      (Ratio', '   0.00%)']","[' 15488    (Ratio', '   0.04%)']","[' 11120434 (Average Length', '   15.6 Ratio', '  30.82%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24959136 (Average Length', '   12.1 Ratio', '  69.18%) ']","[' 11120434 (Average', '  1.65 Max', ' 2181 Sum', ' 18347552)']","[' 11120434 (Average', '  1.65 Max', ' 2181 Sum', ' 18347552 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 80791   '],[' 4421    '],[' 74370   '],[' 31754   '],"[' 87763    (Atom=Atom', ' 23762 Body=Body', ' 15373 Other', ' 48628)']",[' Yes'],"[' 6045     (Eliminated', '    0 Frozen', ' 6045)']","[' 2129     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.23381'],[' 0'], ,[' 553.317'],[' 0'],[' 18.4871'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.49843e+08'],[' 3.15783e+08'],[' 0'],[' 3.54153e+10'],[' 0'],[' 0'],[' 782 '],[' 1449 '],[' 2229 '],[' 2920 '],[' 4 '],[' 0 ']
Solving...,TA60, , , , ,[' 3065'],[' 1537'],"[' 775.205s (Solving', ' 769.08s 1st Model', ' 32.76s Unsat', ' 7.81s)']",[' 773.000s'], ,[' 160210737'],"[' 7040706  (Analyzed', ' 6892498)']","[' 14393    (Average', ' 478.88 Last', ' 40987)']",[' 2515.4  '],"[' 1537     (Average Length', ' 811.09 Splits', ' 0)']","[' 24495326 (Deleted', ' 24201560)']","[' 228      (Ratio', '   0.00%)']","[' 18753    (Ratio', '   0.08%)']","[' 6892498  (Average Length', '   16.4 Ratio', '  28.14%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17602828 (Average Length', '   12.4 Ratio', '  71.86%) ']","[' 6892498  (Average', '  2.16 Max', ' 1875 Sum', ' 14858230)']","[' 6892489  (Average', '  2.16 Max', ' 1875 Sum', ' 14858221 Ratio', ' 100.00%)']","[' 9        (Average', '  1.00 Max', '   1 Sum', '      9 Ratio', '   0.00%)']", ,[' 81033   '],[' 4434    '],[' 74731   '],[' 31988   '],"[' 88475    (Atom=Atom', ' 23972 Body=Body', ' 15412 Other', ' 49091)']",[' Yes'],"[' 6191     (Eliminated', '    0 Frozen', ' 6191)']","[' 3558     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31056'],[' 0'], ,[' 381.458'],[' 0'],[' 16.3811'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.73563e+08'],[' 4.33603e+08'],[' 0'],[' 2.14629e+10'],[' 0'],[' 0'],[' 774 '],[' 1503 '],[' 2234 '],[' 2887 '],[' 3 '],[' 1 ']
