Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 7671+'],[' 3839'],"[' 607.035s (Solving', ' 580.10s 1st Model', ' 489.80s Unsat', ' 0.00s)']",[' 604.922s'], ,[' 334413888'],"[' 2903978  (Analyzed', ' 2477041)']","[' 9122     (Average', ' 271.55 Last', ' 313909)']",[' 7074.4  '],"[' 3839     (Average Length', ' 2008.90 Splits', ' 0)']","[' 2477041  (Deleted', ' 2412313)']","[' 378      (Ratio', '   0.02%)']","[' 48364    (Ratio', '   1.95%)']","[' 2477041  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2477041  (Average', ' 127.35 Max', ' 6969 Sum', ' 315452521)']","[' 2476388  (Average', ' 126.85 Max', ' 6969 Sum', ' 314202577 Ratio', '  99.60%)']","[' 653      (Average', ' 1914.16 Max', ' 2318 Sum', ' 1249944 Ratio', '   0.40%)']", ,[' 147980  '],[' 11244   '],[' 142959  '],[' 76292   '],"[' 219266   (Atom=Atom', ' 57972 Body=Body', ' 40903 Other', ' 120391)']",[' Yes'],"[' 15076    (Eliminated', '    0 Frozen', ' 15076)']","[' 5745     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.48823'],[' 0'], ,[' 195.147'],[' 0'],[' 19.5779'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.60331e+08'],[' 8.38121e+08'],[' 0'],[' 6.11561e+09'],[' 0'],[' 0'],[' 1135 '],[' 2253 '],[' 3334 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 6887+'],[' 3447'],"[' 606.261s (Solving', ' 582.21s 1st Model', ' 441.88s Unsat', ' 0.00s)']",[' 604.578s'], ,[' 342851759'],"[' 3036890  (Analyzed', ' 2380086)']","[' 8666     (Average', ' 274.65 Last', ' 287686)']",[' 6965.1  '],"[' 3447     (Average Length', ' 1865.48 Splits', ' 0)']","[' 2380086  (Deleted', ' 2306201)']","[' 399      (Ratio', '   0.02%)']","[' 53076    (Ratio', '   2.23%)']","[' 2380086  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2380086  (Average', ' 136.82 Max', ' 6856 Sum', ' 325649247)']","[' 2379304  (Average', ' 136.24 Max', ' 6856 Sum', ' 324273466 Ratio', '  99.58%)']","[' 782      (Average', ' 1759.31 Max', ' 2243 Sum', ' 1375781 Ratio', '   0.42%)']", ,[' 148787  '],[' 11399   '],[' 143526  '],[' 76824   '],"[' 219938   (Atom=Atom', ' 58098 Body=Body', ' 41248 Other', ' 120592)']",[' Yes'],"[' 14947    (Eliminated', '    0 Frozen', ' 14947)']","[' 6982     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.83187'],[' 0'], ,[' 194.877'],[' 0'],[' 19.7142'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00956e+09'],[' 8.87239e+08'],[' 0'],[' 6.46382e+09'],[' 0'],[' 0'],[' 1239 '],[' 2384 '],[' 3463 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 7269+'],[' 3638'],"[' 606.814s (Solving', ' 580.70s 1st Model', ' 470.55s Unsat', ' 0.00s)']",[' 604.516s'], ,[' 345621800'],"[' 3020910  (Analyzed', ' 2693537)']","[' 9545     (Average', ' 282.19 Last', ' 187731)']",[' 7008.7  '],"[' 3638     (Average Length', ' 1903.37 Splits', ' 0)']","[' 2693537  (Deleted', ' 2624637)']","[' 345      (Ratio', '   0.01%)']","[' 48240    (Ratio', '   1.79%)']","[' 2693537  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2693537  (Average', ' 121.63 Max', ' 7024 Sum', ' 327624805)']","[' 2692806  (Average', ' 121.17 Max', ' 7024 Sum', ' 326376163 Ratio', '  99.62%)']","[' 731      (Average', ' 1708.13 Max', ' 2083 Sum', ' 1248642 Ratio', '   0.38%)']", ,[' 147698  '],[' 11253   '],[' 142550  '],[' 76055   '],"[' 218806   (Atom=Atom', ' 57791 Body=Body', ' 40970 Other', ' 120045)']",[' Yes'],"[' 14971    (Eliminated', '    0 Frozen', ' 14971)']","[' 6276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.24997'],[' 0'], ,[' 196.672'],[' 0'],[' 19.9378'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.90279e+08'],[' 8.61482e+08'],[' 0'],[' 6.27452e+09'],[' 0'],[' 0'],[' 1130 '],[' 2118 '],[' 3174 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 6491+'],[' 3249'],"[' 606.263s (Solving', ' 582.29s 1st Model', ' 306.65s Unsat', ' 0.00s)']",[' 604.484s'], ,[' 331564807'],"[' 4184142  (Analyzed', ' 3929254)']","[' 9856     (Average', ' 398.67 Last', ' 150126)']",[' 6883.5  '],"[' 3249     (Average Length', ' 1762.61 Splits', ' 0)']","[' 3929254  (Deleted', ' 3850580)']","[' 351      (Ratio', '   0.01%)']","[' 48392    (Ratio', '   1.23%)']","[' 3929254  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3929254  (Average', ' 80.29 Max', ' 7039 Sum', ' 315488451)']","[' 3928575  (Average', ' 80.00 Max', ' 7039 Sum', ' 314323465 Ratio', '  99.63%)']","[' 679      (Average', ' 1715.74 Max', ' 2109 Sum', ' 1164986 Ratio', '   0.37%)']", ,[' 147625  '],[' 11309   '],[' 142113  '],[' 75989   '],"[' 218591   (Atom=Atom', ' 57688 Body=Body', ' 41143 Other', ' 119760)']",[' Yes'],"[' 14662    (Eliminated', '    0 Frozen', ' 14662)']","[' 6318     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.9122'],[' 0'], ,[' 212.866'],[' 0'],[' 19.7429'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.17103e+08'],[' 7.95713e+08'],[' 0'],[' 7.42378e+09'],[' 0'],[' 0'],[' 1228 '],[' 2157 '],[' 3145 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 6841+'],[' 3424'],"[' 606.647s (Solving', ' 581.54s 1st Model', ' 413.16s Unsat', ' 0.00s)']",[' 605.000s'], ,[' 342593974'],"[' 2868682  (Analyzed', ' 2453485)']","[' 8544     (Average', ' 287.16 Last', ' 193484)']",[' 6910.3  '],"[' 3424     (Average Length', ' 1820.50 Splits', ' 0)']","[' 2453485  (Deleted', ' 2386509)']","[' 368      (Ratio', '   0.01%)']","[' 50900    (Ratio', '   2.07%)']","[' 2453485  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2453485  (Average', ' 132.73 Max', ' 6835 Sum', ' 325661546)']","[' 2452698  (Average', ' 132.23 Max', ' 6835 Sum', ' 324422193 Ratio', '  99.62%)']","[' 787      (Average', ' 1574.78 Max', ' 1933 Sum', ' 1239353 Ratio', '   0.38%)']", ,[' 147612  '],[' 11256   '],[' 142331  '],[' 75910   '],"[' 218169   (Atom=Atom', ' 57613 Body=Body', ' 40932 Other', ' 119624)']",[' Yes'],"[' 14824    (Eliminated', '    0 Frozen', ' 14824)']","[' 6798     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.0323'],[' 0'], ,[' 193.756'],[' 0'],[' 20.0862'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.02969e+09'],[' 9.04923e+08'],[' 0'],[' 6.08762e+09'],[' 0'],[' 0'],[' 1063 '],[' 2170 '],[' 3242 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 7101+'],[' 3554'],"[' 607.002s (Solving', ' 580.80s 1st Model', ' 468.69s Unsat', ' 0.00s)']",[' 605.844s'], ,[' 342197253'],"[' 2920814  (Analyzed', ' 2525534)']","[' 9324     (Average', ' 270.86 Last', ' 194592)']",[' 6991.6  '],"[' 3554     (Average Length', ' 1864.04 Splits', ' 0)']","[' 2525534  (Deleted', ' 2459211)']","[' 403      (Ratio', '   0.02%)']","[' 50445    (Ratio', '   2.00%)']","[' 2525534  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2525534  (Average', ' 128.47 Max', ' 6999 Sum', ' 324444863)']","[' 2524750  (Average', ' 127.99 Max', ' 6999 Sum', ' 323233692 Ratio', '  99.63%)']","[' 784      (Average', ' 1544.86 Max', ' 1955 Sum', ' 1211171 Ratio', '   0.37%)']", ,[' 148145  '],[' 11330   '],[' 142917  '],[' 76334   '],"[' 219692   (Atom=Atom', ' 58026 Body=Body', ' 41167 Other', ' 120499)']",[' Yes'],"[' 14997    (Eliminated', '    0 Frozen', ' 14997)']","[' 6208     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.23401'],[' 0'], ,[' 193.249'],[' 0'],[' 19.707'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00784e+09'],[' 8.84807e+08'],[' 0'],[' 6.07441e+09'],[' 0'],[' 0'],[' 1072 '],[' 2217 '],[' 3232 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 6841+'],[' 3424'],"[' 606.496s (Solving', ' 581.64s 1st Model', ' 491.36s Unsat', ' 0.00s)']",[' 604.844s'], ,[' 344223913'],"[' 3284441  (Analyzed', ' 2869288)']","[' 9790     (Average', ' 293.08 Last', ' 332787)']",[' 7033.9  '],"[' 3424     (Average Length', ' 1826.79 Splits', ' 0)']","[' 2869288  (Deleted', ' 2800257)']","[' 395      (Ratio', '   0.01%)']","[' 49950    (Ratio', '   1.74%)']","[' 2869288  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2869288  (Average', ' 113.86 Max', ' 6920 Sum', ' 326690672)']","[' 2868606  (Average', ' 113.48 Max', ' 6920 Sum', ' 325616010 Ratio', '  99.67%)']","[' 682      (Average', ' 1575.75 Max', ' 2002 Sum', ' 1074662 Ratio', '   0.33%)']", ,[' 148554  '],[' 11363   '],[' 143257  '],[' 76706   '],"[' 218994   (Atom=Atom', ' 57816 Body=Body', ' 41100 Other', ' 120078)']",[' Yes'],"[' 14864    (Eliminated', '    0 Frozen', ' 14864)']","[' 6015     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.02518'],[' 0'], ,[' 199.22'],[' 0'],[' 19.8851'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.82774e+08'],[' 8.58211e+08'],[' 0'],[' 6.52794e+09'],[' 0'],[' 0'],[' 1179 '],[' 2273 '],[' 3289 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 7203+'],[' 3605'],"[' 606.973s (Solving', ' 579.85s 1st Model', ' 359.77s Unsat', ' 0.00s)']",[' 605.063s'], ,[' 330127729'],"[' 5146043  (Analyzed', ' 4747113)']","[' 13177    (Average', ' 360.26 Last', ' 281538)']",[' 7120.1  '],"[' 3605     (Average Length', ' 1895.68 Splits', ' 0)']","[' 4747113  (Deleted', ' 4658843)']","[' 374      (Ratio', '   0.01%)']","[' 47905    (Ratio', '   1.01%)']","[' 4747113  (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4747113  (Average', ' 65.65 Max', ' 6934 Sum', ' 311638705)']","[' 4746382  (Average', ' 65.41 Max', ' 6934 Sum', ' 310492987 Ratio', '  99.63%)']","[' 731      (Average', ' 1567.33 Max', ' 1894 Sum', ' 1145718 Ratio', '   0.37%)']", ,[' 147587  '],[' 11233   '],[' 142483  '],[' 75975   '],"[' 218446   (Atom=Atom', ' 57702 Body=Body', ' 40945 Other', ' 119799)']",[' Yes'],"[' 14986    (Eliminated', '    0 Frozen', ' 14986)']","[' 6364     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.51197'],[' 0'], ,[' 215.306'],[' 0'],[' 19.3767'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.85619e+08'],[' 7.68499e+08'],[' 0'],[' 7.60763e+09'],[' 0'],[' 0'],[' 1079 '],[' 2192 '],[' 3215 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 6117+'],[' 3062'],"[' 605.339s (Solving', ' 585.07s 1st Model', ' 356.93s Unsat', ' 0.00s)']",[' 603.250s'], ,[' 340351700'],"[' 3764587  (Analyzed', ' 3406822)']","[' 9513     (Average', ' 358.12 Last', ' 80692)']",[' 6550.5  '],"[' 3062     (Average Length', ' 1656.96 Splits', ' 0)']","[' 3406822  (Deleted', ' 3327977)']","[' 433      (Ratio', '   0.01%)']","[' 52430    (Ratio', '   1.54%)']","[' 3406822  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3406822  (Average', ' 95.65 Max', ' 6751 Sum', ' 325870980)']","[' 3406064  (Average', ' 95.29 Max', ' 6751 Sum', ' 324624166 Ratio', '  99.62%)']","[' 758      (Average', ' 1644.87 Max', ' 2063 Sum', ' 1246814 Ratio', '   0.38%)']", ,[' 147353  '],[' 11291   '],[' 141691  '],[' 75683   '],"[' 217608   (Atom=Atom', ' 57390 Body=Body', ' 41025 Other', ' 119193)']",[' Yes'],"[' 14508    (Eliminated', '    0 Frozen', ' 14508)']","[' 6277     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.1695'],[' 0'], ,[' 207.594'],[' 0'],[' 20.0333'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.70942e+08'],[' 8.51039e+08'],[' 0'],[' 7.08497e+09'],[' 0'],[' 0'],[' 1287 '],[' 2381 '],[' 3450 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 6897+'],[' 3452'],"[' 606.457s (Solving', ' 582.18s 1st Model', ' 389.17s Unsat', ' 0.00s)']",[' 605.328s'], ,[' 329794303'],"[' 3971229  (Analyzed', ' 3658116)']","[' 10513    (Average', ' 347.96 Last', ' 330233)']",[' 6873.2  '],"[' 3452     (Average Length', ' 1846.79 Splits', ' 0)']","[' 3658116  (Deleted', ' 3582523)']","[' 450      (Ratio', '   0.01%)']","[' 49676    (Ratio', '   1.36%)']","[' 3658116  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3658116  (Average', ' 85.54 Max', ' 7036 Sum', ' 312900682)']","[' 3657440  (Average', ' 85.22 Max', ' 7036 Sum', ' 311755388 Ratio', '  99.63%)']","[' 676      (Average', ' 1694.22 Max', ' 2126 Sum', ' 1145294 Ratio', '   0.37%)']", ,[' 148103  '],[' 11290   '],[' 142756  '],[' 76314   '],"[' 217792   (Atom=Atom', ' 57479 Body=Body', ' 40838 Other', ' 119475)']",[' Yes'],"[' 14802    (Eliminated', '    0 Frozen', ' 14802)']","[' 6102     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.88463'],[' 0'], ,[' 209.491'],[' 0'],[' 19.6038'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.32019e+08'],[' 8.12598e+08'],[' 0'],[' 7.16708e+09'],[' 0'],[' 0'],[' 1283 '],[' 2473 '],[' 3438 '],[' 3 '],[' 0 ']
