Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 8241+'],[' 4125'],"[' 618.177s (Solving', ' 553.67s 1st Model', ' 224.85s Unsat', ' 0.00s)']",[' 614.984s'], ,[' 360759978'],"[' 3101259  (Analyzed', ' 645115)']","[' 3514     (Average', ' 183.58 Last', ' 97273)']",[' 13176.5 '],"[' 4125     (Average Length', ' 2165.56 Splits', ' 0)']","[' 645115   (Deleted', ' 575468)']","[' 73       (Ratio', '   0.01%)']","[' 45202    (Ratio', '   7.01%)']","[' 645115   (Average Length', '   30.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 645115   (Average', ' 496.19 Max', ' 16137 Sum', ' 320097441)']","[' 641781   (Average', ' 484.55 Max', ' 16137 Sum', ' 312592983 Ratio', '  97.66%)']","[' 3334     (Average', ' 2250.89 Max', ' 2753 Sum', ' 7504458 Ratio', '   2.34%)']", ,[' 401682  '],[' 25222   '],[' 362270  '],[' 164975  '],"[' 449533   (Atom=Atom', ' 117526 Body=Body', ' 81226 Other', ' 250781)']",[' Yes'],"[' 29833    (Eliminated', '    0 Frozen', ' 29833)']","[' 9449     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.2558'],[' 0'], ,[' 156.229'],[' 0'],[' 19.1098'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.2433e+08'],[' 5.67449e+08'],[' 0'],[' 5.2402e+09'],[' 0'],[' 0'],[' 2286 '],[' 4069 '],[' 5647 '],[' 7364 '],[' 4 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 8637+'],[' 4323'],"[' 617.631s (Solving', ' 553.84s 1st Model', ' 151.89s Unsat', ' 0.00s)']",[' 614.469s'], ,[' 348991514'],"[' 3766387  (Analyzed', ' 1117637)']","[' 4409     (Average', ' 253.49 Last', ' 14778)']",[' 13089.1 '],"[' 4323     (Average Length', ' 2259.31 Splits', ' 0)']","[' 1117637  (Deleted', ' 1055815)']","[' 88       (Ratio', '   0.01%)']","[' 40532    (Ratio', '   3.63%)']","[' 1117637  (Average Length', '   28.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1117637  (Average', ' 274.12 Max', ' 16614 Sum', ' 306365167)']","[' 1114565  (Average', ' 267.53 Max', ' 16614 Sum', ' 299001647 Ratio', '  97.60%)']","[' 3072     (Average', ' 2396.98 Max', ' 3038 Sum', ' 7363520 Ratio', '   2.40%)']", ,[' 398757  '],[' 24814   '],[' 359659  '],[' 163181  '],"[' 443969   (Atom=Atom', ' 116092 Body=Body', ' 80002 Other', ' 247875)']",[' Yes'],"[' 29559    (Eliminated', '    0 Frozen', ' 29559)']","[' 7568     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.138'],[' 0'], ,[' 171.868'],[' 0'],[' 18.9433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.57714e+08'],[' 4.99996e+08'],[' 0'],[' 6.43007e+09'],[' 0'],[' 0'],[' 1934 '],[' 3698 '],[' 5317 '],[' 7063 '],[' 4 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 7821+'],[' 3915'],"[' 616.942s (Solving', ' 556.60s 1st Model', ' 186.08s Unsat', ' 0.00s)']",[' 613.469s'], ,[' 361818156'],"[' 4689092  (Analyzed', ' 1555967)']","[' 5032     (Average', ' 309.21 Last', ' 7731)']",[' 13420.2 '],"[' 3915     (Average Length', ' 2092.61 Splits', ' 0)']","[' 1555967  (Deleted', ' 1484836)']","[' 68       (Ratio', '   0.00%)']","[' 36927    (Ratio', '   2.37%)']","[' 1555967  (Average Length', '   30.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1555967  (Average', ' 206.25 Max', ' 16820 Sum', ' 320912959)']","[' 1552514  (Average', ' 201.61 Max', ' 16820 Sum', ' 313699899 Ratio', '  97.75%)']","[' 3453     (Average', ' 2088.93 Max', ' 2676 Sum', ' 7213060 Ratio', '   2.25%)']", ,[' 398519  '],[' 24790   '],[' 359112  '],[' 162718  '],"[' 442599   (Atom=Atom', ' 115588 Body=Body', ' 79930 Other', ' 247081)']",[' Yes'],"[' 29257    (Eliminated', '    0 Frozen', ' 29257)']","[' 7204     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.7368'],[' 0'], ,[' 185.634'],[' 0'],[' 19.9357'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.40947e+08'],[' 4.84852e+08'],[' 0'],[' 7.67103e+09'],[' 0'],[' 0'],[' 2247 '],[' 3838 '],[' 5494 '],[' 7124 '],[' 4 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 8357+'],[' 4183'],"[' 617.566s (Solving', ' 555.14s 1st Model', ' 233.73s Unsat', ' 0.00s)']",[' 614.688s'], ,[' 356708381'],"[' 2779937  (Analyzed', ' 764100)']","[' 4046     (Average', ' 188.85 Last', ' 35176)']",[' 12665.2 '],"[' 4183     (Average Length', ' 2180.20 Splits', ' 0)']","[' 764100   (Deleted', ' 701112)']","[' 77       (Ratio', '   0.01%)']","[' 39168    (Ratio', '   5.13%)']","[' 764100   (Average Length', '   28.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 764100   (Average', ' 418.56 Max', ' 15916 Sum', ' 319820798)']","[' 760308   (Average', ' 406.57 Max', ' 15916 Sum', ' 310658321 Ratio', '  97.14%)']","[' 3792     (Average', ' 2416.27 Max', ' 2805 Sum', ' 9162477 Ratio', '   2.86%)']", ,[' 398364  '],[' 24765   '],[' 359182  '],[' 162792  '],"[' 442979   (Atom=Atom', ' 115756 Body=Body', ' 79855 Other', ' 247368)']",[' Yes'],"[' 29412    (Eliminated', '    0 Frozen', ' 29412)']","[' 8164     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.8374'],[' 0'], ,[' 164.042'],[' 0'],[' 19.335'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.26403e+08'],[' 5.72395e+08'],[' 0'],[' 5.73412e+09'],[' 0'],[' 0'],[' 1688 '],[' 3604 '],[' 5549 '],[' 7108 '],[' 4 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8213+'],[' 4111'],"[' 617.155s (Solving', ' 556.81s 1st Model', ' 176.56s Unsat', ' 0.00s)']",[' 614.391s'], ,[' 356670020'],"[' 3585959  (Analyzed', ' 738545)']","[' 3759     (Average', ' 196.47 Last', ' 48989)']",[' 12882.5 '],"[' 4111     (Average Length', ' 2150.55 Splits', ' 0)']","[' 738545   (Deleted', ' 669152)']","[' 81       (Ratio', '   0.01%)']","[' 41981    (Ratio', '   5.68%)']","[' 738545   (Average Length', '   28.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 738545   (Average', ' 428.17 Max', ' 16418 Sum', ' 316223361)']","[' 735415   (Average', ' 418.08 Max', ' 16418 Sum', ' 308769205 Ratio', '  97.64%)']","[' 3130     (Average', ' 2381.52 Max', ' 2802 Sum', ' 7454156 Ratio', '   2.36%)']", ,[' 399732  '],[' 24917   '],[' 360365  '],[' 163599  '],"[' 444871   (Atom=Atom', ' 116292 Body=Body', ' 80311 Other', ' 248268)']",[' Yes'],"[' 29522    (Eliminated', '    0 Frozen', ' 29522)']","[' 8509     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5929'],[' 0'], ,[' 171.806'],[' 0'],[' 19.1973'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.11408e+08'],[' 5.5748e+08'],[' 0'],[' 6.79178e+09'],[' 0'],[' 0'],[' 1920 '],[' 3563 '],[' 5622 '],[' 7276 '],[' 4 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 9497+'],[' 4753'],"[' 619.106s (Solving', ' 550.54s 1st Model', ' 269.94s Unsat', ' 0.00s)']",[' 615.828s'], ,[' 341567193'],"[' 3388260  (Analyzed', ' 458421)']","[' 3771     (Average', ' 121.56 Last', ' 60944)']",[' 13369.5 '],"[' 4753     (Average Length', ' 2436.70 Splits', ' 0)']","[' 458421   (Deleted', ' 398313)']","[' 51       (Ratio', '   0.01%)']","[' 37879    (Ratio', '   8.26%)']","[' 458421   (Average Length', '   26.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 458421   (Average', ' 638.06 Max', ' 17665 Sum', ' 292498350)']","[' 456131   (Average', ' 625.08 Max', ' 17665 Sum', ' 286550541 Ratio', '  97.97%)']","[' 2290     (Average', ' 2597.30 Max', ' 3252 Sum', ' 5947809 Ratio', '   2.03%)']", ,[' 399890  '],[' 24907   '],[' 361096  '],[' 164084  '],"[' 446532   (Atom=Atom', ' 116894 Body=Body', ' 80281 Other', ' 249357)']",[' Yes'],"[' 30024    (Eliminated', '    0 Frozen', ' 30024)']","[' 6844     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.227'],[' 0'], ,[' 153.99'],[' 0'],[' 18.0538'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.81601e+08'],[' 5.3093e+08'],[' 0'],[' 5.64511e+09'],[' 0'],[' 0'],[' 1798 '],[' 3397 '],[' 5203 '],[' 7047 '],[' 4 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 8233+'],[' 4121'],"[' 616.957s (Solving', ' 557.33s 1st Model', ' 131.19s Unsat', ' 0.00s)']",[' 613.656s'], ,[' 358339658'],"[' 3935240  (Analyzed', ' 1405953)']","[' 4944     (Average', ' 284.38 Last', ' 6691)']",[' 12852.8 '],"[' 4121     (Average Length', ' 2129.19 Splits', ' 0)']","[' 1405953  (Deleted', ' 1341455)']","[' 83       (Ratio', '   0.01%)']","[' 40273    (Ratio', '   2.86%)']","[' 1405953  (Average Length', '   30.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1405953  (Average', ' 227.08 Max', ' 16924 Sum', ' 319263591)']","[' 1402664  (Average', ' 221.42 Max', ' 16924 Sum', ' 311306350 Ratio', '  97.51%)']","[' 3289     (Average', ' 2419.35 Max', ' 2828 Sum', ' 7957241 Ratio', '   2.49%)']", ,[' 398444  '],[' 24793   '],[' 359170  '],[' 162845  '],"[' 443046   (Atom=Atom', ' 115806 Body=Body', ' 79939 Other', ' 247301)']",[' Yes'],"[' 29350    (Eliminated', '    0 Frozen', ' 29350)']","[' 7708     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3926'],[' 0'], ,[' 190.257'],[' 0'],[' 19.7157'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.64302e+08'],[' 5.05911e+08'],[' 0'],[' 7.74186e+09'],[' 0'],[' 0'],[' 2052 '],[' 3995 '],[' 5880 '],[' 7716 '],[' 4 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 8765+'],[' 4387'],"[' 618.182s (Solving', ' 552.39s 1st Model', ' 198.94s Unsat', ' 0.00s)']",[' 615.438s'], ,[' 346564459'],"[' 3355832  (Analyzed', ' 590192)']","[' 3539     (Average', ' 166.77 Last', ' 16205)']",[' 12954.5 '],"[' 4387     (Average Length', ' 2305.42 Splits', ' 0)']","[' 590192   (Deleted', ' 529096)']","[' 65       (Ratio', '   0.01%)']","[' 41799    (Ratio', '   7.08%)']","[' 590192   (Average Length', '   24.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 590192   (Average', ' 515.92 Max', ' 16083 Sum', ' 304492838)']","[' 587108   (Average', ' 503.07 Max', ' 16083 Sum', ' 296905538 Ratio', '  97.51%)']","[' 3084     (Average', ' 2460.21 Max', ' 2994 Sum', ' 7587300 Ratio', '   2.49%)']", ,[' 397892  '],[' 24636   '],[' 358961  '],[' 162475  '],"[' 441583   (Atom=Atom', ' 115444 Body=Body', ' 79468 Other', ' 246671)']",[' Yes'],"[' 29525    (Eliminated', '    0 Frozen', ' 29525)']","[' 8648     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6278'],[' 0'], ,[' 155.478'],[' 0'],[' 18.3614'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.05947e+08'],[' 5.49697e+08'],[' 0'],[' 5.59966e+09'],[' 0'],[' 0'],[' 1841 '],[' 3463 '],[' 5210 '],[' 6912 '],[' 4 '],[' 0 ']
Solving...,TA79, , ,[' 8677+'],[' 4343'],"[' 618.337s (Solving', ' 553.26s 1st Model', ' 265.72s Unsat', ' 0.00s)']",[' 614.781s'], ,[' 362964759'],"[' 2161231  (Analyzed', ' 556001)']","[' 3644     (Average', ' 152.58 Last', ' 76357)']",[' 12605.0 '],"[' 4344     (Average Length', ' 2241.86 Splits', ' 0)']","[' 556001   (Deleted', ' 488985)']","[' 58       (Ratio', '   0.01%)']","[' 44889    (Ratio', '   8.07%)']","[' 556001   (Average Length', '   24.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 556001   (Average', ' 582.89 Max', ' 15620 Sum', ' 324086320)']","[' 552793   (Average', ' 568.69 Max', ' 15620 Sum', ' 316192385 Ratio', '  97.56%)']","[' 3208     (Average', ' 2460.70 Max', ' 2812 Sum', ' 7893935 Ratio', '   2.44%)']", ,[' 399026  '],[' 24820   '],[' 360025  '],[' 163252  '],"[' 444263   (Atom=Atom', ' 116135 Body=Body', ' 80020 Other', ' 248108)']",[' Yes'],"[' 29705    (Eliminated', '    0 Frozen', ' 29705)']","[' 9112     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4309'],[' 0'], ,[' 147.257'],[' 0'],[' 19.147'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.59386e+08'],[' 6.03103e+08'],[' 0'],[' 4.12363e+09'],[' 0'],[' 0'],[' 1629 '],[' 3209 '],[' 5002 '],[' 7141 '],[' 4 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 8911+'],[' 4460'],"[' 618.578s (Solving', ' 552.11s 1st Model', ' 198.08s Unsat', ' 0.00s)']",[' 614.969s'], ,[' 346136921'],"[' 3551782  (Analyzed', ' 538949)']","[' 3637     (Average', ' 148.19 Last', ' 36237)']",[' 13034.9 '],"[' 4460     (Average Length', ' 2307.46 Splits', ' 0)']","[' 538949   (Deleted', ' 474056)']","[' 72       (Ratio', '   0.01%)']","[' 41680    (Ratio', '   7.73%)']","[' 538949   (Average Length', '   28.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 538949   (Average', ' 564.45 Max', ' 16410 Sum', ' 304207606)']","[' 535300   (Average', ' 547.48 Max', ' 16410 Sum', ' 295064728 Ratio', '  96.99%)']","[' 3649     (Average', ' 2505.58 Max', ' 3079 Sum', ' 9142878 Ratio', '   3.01%)']", ,[' 399567  '],[' 24886   '],[' 360421  '],[' 163754  '],"[' 445354   (Atom=Atom', ' 116517 Body=Body', ' 80218 Other', ' 248619)']",[' Yes'],"[' 29674    (Eliminated', '    0 Frozen', ' 29674)']","[' 8365     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.5957'],[' 0'], ,[' 157.283'],[' 0'],[' 18.7297'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.93192e+08'],[' 5.38764e+08'],[' 0'],[' 5.70722e+09'],[' 0'],[' 0'],[' 2062 '],[' 3584 '],[' 5197 '],[' 6745 '],[' 4 '],[' 0 ']
