Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA61,[' 3115+'],[' 1562'],"[' 1002.109s (Solving', ' 991.55s 1st Model', ' 26.96s Unsat', ' 0.00s)']",[' 998.859s'], ,[' 109227614'],"[' 15635762 (Analyzed', ' 15356857)']","[' 28698    (Average', ' 535.12 Last', ' 106227)']",[' 3389.1  '],"[' 1562     (Average Length', ' 745.02 Splits', ' 0)']","[' 15356857 (Deleted', ' 15199954)']","[' 130      (Ratio', '   0.00%)']","[' 16300    (Ratio', '   0.11%)']","[' 15356857 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15356857 (Average', '  6.81 Max', ' 4026 Sum', ' 104509855)']","[' 15356223 (Average', '  6.78 Max', ' 4026 Sum', ' 104062307 Ratio', '  99.57%)']","[' 634      (Average', ' 705.91 Max', ' 1146 Sum', ' 447548 Ratio', '   0.43%)']", ,[' 109378  '],[' 7106    '],[' 109812  '],[' 62360   '],"[' 187076   (Atom=Atom', ' 56252 Body=Body', ' 32556 Other', ' 98268)']",[' Yes'],"[' 8540     (Eliminated', '    0 Frozen', ' 8540)']","[' 2966     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.47168'],[' 0'], ,[' 800.818'],[' 0'],[' 15.8602'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.08493e+08'],[' 2.36893e+08'],[' 0'],[' 7.90024e+10'],[' 0'],[' 0'],[' 1053 '],[' 2107 '],[' 3155 '],[' 4231 '],[' 4 '],[' 0 ']
UNKNOWN,TA62,[' 3861+'],[' 1935'],"[' 1002.601s (Solving', ' 987.73s 1st Model', ' 49.11s Unsat', ' 0.00s)']",[' 997.594s'], ,[' 147122971'],"[' 12765361 (Analyzed', ' 12492406)']","[' 23863    (Average', ' 523.51 Last', ' 16931)']",[' 3542.8  '],"[' 1935     (Average Length', ' 909.68 Splits', ' 0)']","[' 12492406 (Deleted', ' 12350705)']","[' 176      (Ratio', '   0.00%)']","[' 24143    (Ratio', '   0.19%)']","[' 12492406 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12492406 (Average', ' 11.34 Max', ' 3610 Sum', ' 141644471)']","[' 12491691 (Average', ' 11.29 Max', ' 3610 Sum', ' 141060898 Ratio', '  99.59%)']","[' 715      (Average', ' 816.19 Max', ' 1199 Sum', ' 583573 Ratio', '   0.41%)']", ,[' 110602  '],[' 7179    '],[' 111354  '],[' 63382   '],"[' 190142   (Atom=Atom', ' 57201 Body=Body', ' 32629 Other', ' 100312)']",[' Yes'],"[' 8931     (Eliminated', '    0 Frozen', ' 8931)']","[' 3872     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.40513'],[' 0'], ,[' 757.657'],[' 0'],[' 17.2976'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.57507e+08'],[' 3.72022e+08'],[' 0'],[' 6.86116e+10'],[' 0'],[' 0'],[' 1111 '],[' 2008 '],[' 2953 '],[' 3848 '],[' 4 '],[' 0 ']
UNKNOWN,TA63,[' 3557+'],[' 1783'],"[' 1002.631s (Solving', ' 989.28s 1st Model', ' 21.11s Unsat', ' 0.00s)']",[' 998.375s'], ,[' 88767644'],"[' 16586074 (Analyzed', ' 16228507)']","[' 30414    (Average', ' 533.59 Last', ' 148685)']",[' 3536.2  '],"[' 1783     (Average Length', ' 840.39 Splits', ' 0)']","[' 16228507 (Deleted', ' 16026335)']","[' 94       (Ratio', '   0.00%)']","[' 14145    (Ratio', '   0.09%)']","[' 16228507 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16228507 (Average', '  5.14 Max', ' 3993 Sum', ' 83451901)']","[' 16227859 (Average', '  5.11 Max', ' 3993 Sum', ' 82900886 Ratio', '  99.34%)']","[' 648      (Average', ' 850.33 Max', ' 1938 Sum', ' 551015 Ratio', '   0.66%)']", ,[' 109508  '],[' 7096    '],[' 110128  '],[' 62855   '],"[' 188561   (Atom=Atom', ' 56757 Body=Body', ' 32546 Other', ' 99258)']",[' Yes'],"[' 8716     (Eliminated', '    0 Frozen', ' 8716)']","[' 2590     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.05764'],[' 0'], ,[' 788.203'],[' 0'],[' 14.3303'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47052e+08'],[' 1.85198e+08'],[' 0'],[' 7.05512e+10'],[' 0'],[' 0'],[' 1031 '],[' 1752 '],[' 2599 '],[' 3654 '],[' 4 '],[' 0 ']
UNKNOWN,TA64,[' 3593+'],[' 1801'],"[' 1002.694s (Solving', ' 988.19s 1st Model', ' 42.69s Unsat', ' 0.00s)']",[' 997.828s'], ,[' 127757264'],"[' 15609028 (Analyzed', ' 15201330)']","[' 29012    (Average', ' 523.97 Last', ' 14455)']",[' 3692.8  '],"[' 1801     (Average Length', ' 836.71 Splits', ' 0)']","[' 15201330 (Deleted', ' 15027258)']","[' 135      (Ratio', '   0.00%)']","[' 18110    (Ratio', '   0.12%)']","[' 15201330 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15201330 (Average', '  8.03 Max', ' 3861 Sum', ' 122024548)']","[' 15200615 (Average', '  7.99 Max', ' 3861 Sum', ' 121480332 Ratio', '  99.55%)']","[' 715      (Average', ' 761.14 Max', ' 1150 Sum', ' 544216 Ratio', '   0.45%)']", ,[' 109747  '],[' 7066    '],[' 110330  '],[' 62809   '],"[' 188423   (Atom=Atom', ' 56741 Body=Body', ' 32516 Other', ' 99166)']",[' Yes'],"[' 8649     (Eliminated', '    0 Frozen', ' 8649)']","[' 2684     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.27631'],[' 0'], ,[' 757.152'],[' 0'],[' 16.8319'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.64751e+08'],[' 2.92519e+08'],[' 0'],[' 6.59057e+10'],[' 0'],[' 0'],[' 1244 '],[' 2125 '],[' 2894 '],[' 3670 '],[' 4 '],[' 0 ']
UNKNOWN,TA65,[' 3385+'],[' 1697'],"[' 1001.913s (Solving', ' 990.59s 1st Model', ' 12.97s Unsat', ' 0.00s)']",[' 998.203s'], ,[' 105084273'],"[' 17160434 (Analyzed', ' 16776568)']","[' 29169    (Average', ' 575.15 Last', ' 1064601)']",[' 3416.0  '],"[' 1697     (Average Length', ' 798.14 Splits', ' 0)']","[' 16776568 (Deleted', ' 16563131)']","[' 141      (Ratio', '   0.00%)']","[' 15912    (Ratio', '   0.09%)']","[' 16776568 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16776568 (Average', '  5.97 Max', ' 3793 Sum', ' 100129124)']","[' 16775912 (Average', '  5.94 Max', ' 3793 Sum', ' 99596726 Ratio', '  99.47%)']","[' 656      (Average', ' 811.58 Max', ' 1170 Sum', ' 532398 Ratio', '   0.53%)']", ,[' 109580  '],[' 7042    '],[' 110117  '],[' 62403   '],"[' 187205   (Atom=Atom', ' 56359 Body=Body', ' 32492 Other', ' 98354)']",[' Yes'],"[' 8579     (Eliminated', '    0 Frozen', ' 8579)']","[' 2755     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.59015'],[' 0'], ,[' 803.089'],[' 0'],[' 15.5114'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.97197e+08'],[' 2.33175e+08'],[' 0'],[' 7.89092e+10'],[' 0'],[' 0'],[' 918 '],[' 1776 '],[' 2683 '],[' 3639 '],[' 4 '],[' 0 ']
UNKNOWN,TA66,[' 3257+'],[' 1633'],"[' 1002.074s (Solving', ' 990.65s 1st Model', ' 10.85s Unsat', ' 0.00s)']",[' 999.297s'], ,[' 133502876'],"[' 15374756 (Analyzed', ' 15058775)']","[' 27714    (Average', ' 543.36 Last', ' 28150)']",[' 3388.9  '],"[' 1633     (Average Length', ' 769.01 Splits', ' 0)']","[' 15058775 (Deleted', ' 14892772)']","[' 167      (Ratio', '   0.00%)']","[' 20600    (Ratio', '   0.14%)']","[' 15058775 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15058775 (Average', '  8.55 Max', ' 3686 Sum', ' 128688791)']","[' 15057972 (Average', '  8.50 Max', ' 3686 Sum', ' 128057448 Ratio', '  99.51%)']","[' 803      (Average', ' 786.23 Max', ' 1123 Sum', ' 631343 Ratio', '   0.49%)']", ,[' 110200  '],[' 7211    '],[' 110682  '],[' 63196   '],"[' 189584   (Atom=Atom', ' 56983 Body=Body', ' 32661 Other', ' 99940)']",[' Yes'],"[' 8693     (Eliminated', '    0 Frozen', ' 8693)']","[' 3870     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.51387'],[' 0'], ,[' 785.774'],[' 0'],[' 16.5746'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.83325e+08'],[' 3.0194e+08'],[' 0'],[' 8.24164e+10'],[' 0'],[' 0'],[' 1081 '],[' 1961 '],[' 3074 '],[' 4082 '],[' 4 '],[' 0 ']
UNKNOWN,TA67,[' 2631+'],[' 1320'],"[' 754.364s (Solving', ' 745.20s 1st Model', ' 9.47s Unsat', ' 0.00s)']",[' 752.188s'], ,[' 83581154'],"[' 13200511 (Analyzed', ' 13076742)']","[' 23482    (Average', ' 556.88 Last', ' 112460)']",[' 3900.6  '],"[' 1319     (Average Length', ' 646.32 Splits', ' 0)']","[' 13076742 (Deleted', ' 12947813)']","[' 102      (Ratio', '   0.00%)']","[' 10768    (Ratio', '   0.08%)']","[' 13076742 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13076742 (Average', '  6.03 Max', ' 4764 Sum', ' 78867297)']","[' 13076237 (Average', '  6.01 Max', ' 4764 Sum', ' 78562810 Ratio', '  99.61%)']","[' 505      (Average', ' 602.94 Max', ' 890 Sum', ' 304487 Ratio', '   0.39%)']", ,[' 109609  '],[' 7160    '],[' 109867  '],[' 63094   '],"[' 189278   (Atom=Atom', ' 56932 Body=Body', ' 32610 Other', ' 99736)']",[' Yes'],"[' 8418     (Eliminated', '    0 Frozen', ' 8418)']","[' 1891     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.19565'],[' 0'], ,[' 601.709'],[' 0'],[' 11.7125'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.30744e+08'],[' 1.74574e+08'],[' 0'],[' 6.61749e+10'],[' 0'],[' 0'],[' 1163 '],[' 4037 '],[' 4834 '],[' 5743 '],[' 4 '],[' 0 ']
UNKNOWN,TA68,[' 3483+'],[' 1746'],"[' 1002.087s (Solving', ' 989.49s 1st Model', ' 14.15s Unsat', ' 0.00s)']",[' 997.656s'], ,[' 71733909'],"[' 19364088 (Analyzed', ' 18874381)']","[' 34699    (Average', ' 543.95 Last', ' 48524)']",[' 3950.1  '],"[' 1746     (Average Length', ' 822.34 Splits', ' 0)']","[' 18874381 (Deleted', ' 18661519)']","[' 36       (Ratio', '   0.00%)']","[' 7373     (Ratio', '   0.04%)']","[' 18874381 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18874381 (Average', '  3.48 Max', ' 4524 Sum', ' 65709611)']","[' 18873470 (Average', '  3.45 Max', ' 4524 Sum', ' 65095680 Ratio', '  99.07%)']","[' 911      (Average', ' 673.91 Max', ' 1130 Sum', ' 613931 Ratio', '   0.93%)']", ,[' 109072  '],[' 7003    '],[' 109652  '],[' 61717   '],"[' 185147   (Atom=Atom', ' 55712 Body=Body', ' 32453 Other', ' 96982)']",[' Yes'],"[' 8583     (Eliminated', '    0 Frozen', ' 8583)']","[' 983      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.8992'],[' 0'], ,[' 823.294'],[' 0'],[' 12.3846'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.9387e+08'],[' 1.39345e+08'],[' 0'],[' 7.49467e+10'],[' 0'],[' 0'],[' 1051 '],[' 2030 '],[' 2978 '],[' 3897 '],[' 4 '],[' 0 ']
UNKNOWN,TA69,[' 3241+'],[' 1625'],"[' 1001.911s (Solving', ' 991.06s 1st Model', ' 11.38s Unsat', ' 0.00s)']",[' 996.938s'], ,[' 95806898'],"[' 17601170 (Analyzed', ' 17176635)']","[' 31547    (Average', ' 544.48 Last', ' 23154)']",[' 3571.2  '],"[' 1625     (Average Length', ' 763.24 Splits', ' 0)']","[' 17176635 (Deleted', ' 16992036)']","[' 66       (Ratio', '   0.00%)']","[' 12195    (Ratio', '   0.07%)']","[' 17176635 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17176635 (Average', '  5.27 Max', ' 4291 Sum', ' 90567849)']","[' 17175879 (Average', '  5.24 Max', ' 4291 Sum', ' 90010072 Ratio', '  99.38%)']","[' 756      (Average', ' 737.80 Max', ' 1139 Sum', ' 557777 Ratio', '   0.62%)']", ,[' 109690  '],[' 7146    '],[' 110164  '],[' 62561   '],"[' 187679   (Atom=Atom', ' 56413 Body=Body', ' 32596 Other', ' 98670)']",[' Yes'],"[' 8620     (Eliminated', '    0 Frozen', ' 8620)']","[' 2086     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.48839'],[' 0'], ,[' 814.933'],[' 0'],[' 14.6725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.48417e+08'],[' 1.86875e+08'],[' 0'],[' 8.41732e+10'],[' 0'],[' 0'],[' 1214 '],[' 2098 '],[' 3067 '],[' 4116 '],[' 4 '],[' 0 ']
UNKNOWN,TA70,[' 3477+'],[' 1743'],"[' 1002.042s (Solving', ' 990.25s 1st Model', ' 108.04s Unsat', ' 0.00s)']",[' 999.469s'], ,[' 115613262'],"[' 15103778 (Analyzed', ' 14872483)']","[' 29796    (Average', ' 499.14 Last', ' 507328)']",[' 3413.0  '],"[' 1743     (Average Length', ' 830.15 Splits', ' 0)']","[' 14872483 (Deleted', ' 14703819)']","[' 126      (Ratio', '   0.00%)']","[' 15664    (Ratio', '   0.11%)']","[' 14872483 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14872483 (Average', '  7.45 Max', ' 3883 Sum', ' 110868023)']","[' 14871661 (Average', '  7.41 Max', ' 3883 Sum', ' 110191544 Ratio', '  99.39%)']","[' 822      (Average', ' 822.97 Max', ' 1196 Sum', ' 676479 Ratio', '   0.61%)']", ,[' 109574  '],[' 7056    '],[' 110181  '],[' 61961   '],"[' 185879   (Atom=Atom', ' 55903 Body=Body', ' 32506 Other', ' 97470)']",[' Yes'],"[' 8663     (Eliminated', '    0 Frozen', ' 8663)']","[' 2915     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.69545'],[' 0'], ,[' 798.163'],[' 0'],[' 15.0601'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.44671e+08'],[' 2.65764e+08'],[' 0'],[' 8.17718e+10'],[' 0'],[' 0'],[' 889 '],[' 2071 '],[' 2966 '],[' 4008 '],[' 4 '],[' 0 ']
