Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA51,[' 2881+'],[' 1444'],"[' 1001.985s (Solving', ' 993.39s 1st Model', ' 11.11s Unsat', ' 0.00s)']",[' 998.047s'], ,[' 192485531'],"[' 12072640 (Analyzed', ' 11858348)']","[' 21309    (Average', ' 556.49 Last', ' 7006)']",[' 3339.0  '],"[' 1444     (Average Length', ' 698.05 Splits', ' 0)']","[' 11858348 (Deleted', ' 11740197)']","[' 260      (Ratio', '   0.00%)']","[' 31182    (Ratio', '   0.26%)']","[' 11858348 (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11858348 (Average', ' 15.86 Max', ' 3316 Sum', ' 188069199)']","[' 11857764 (Average', ' 15.82 Max', ' 3316 Sum', ' 187654967 Ratio', '  99.78%)']","[' 584      (Average', ' 709.30 Max', ' 928 Sum', ' 414232 Ratio', '   0.22%)']", ,[' 86790   '],[' 6883    '],[' 87401   '],[' 50423   '],"[' 151265   (Atom=Atom', ' 44288 Body=Body', ' 25958 Other', ' 81019)']",[' Yes'],"[' 8244     (Eliminated', '    0 Frozen', ' 8244)']","[' 5145     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.84178'],[' 0'], ,[' 703.494'],[' 0'],[' 17.9782'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.44689e+08'],[' 5.35903e+08'],[' 0'],[' 6.23008e+10'],[' 0'],[' 0'],[' 1230 '],[' 2525 '],[' 3843 '],[' 3 '],[' 0 ']
UNKNOWN,TA52,[' 2725+'],[' 1366'],"[' 1002.084s (Solving', ' 993.25s 1st Model', ' 14.94s Unsat', ' 0.00s)']",[' 998.094s'], ,[' 203155849'],"[' 11826950 (Analyzed', ' 11556845)']","[' 21167    (Average', ' 545.98 Last', ' 44314)']",[' 3456.7  '],"[' 1366     (Average Length', ' 656.92 Splits', ' 0)']","[' 11556845 (Deleted', ' 11436518)']","[' 248      (Ratio', '   0.00%)']","[' 33475    (Ratio', '   0.29%)']","[' 11556845 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11556845 (Average', ' 17.19 Max', ' 3523 Sum', ' 198673541)']","[' 11556252 (Average', ' 17.16 Max', ' 3523 Sum', ' 198268786 Ratio', '  99.80%)']","[' 593      (Average', ' 682.55 Max', ' 827 Sum', ' 404755 Ratio', '   0.20%)']", ,[' 87146   '],[' 6921    '],[' 87671   '],[' 51057   '],"[' 153167   (Atom=Atom', ' 44884 Body=Body', ' 25996 Other', ' 82287)']",[' Yes'],"[' 8196     (Eliminated', '    0 Frozen', ' 8196)']","[' 4730     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.88103'],[' 0'], ,[' 686.131'],[' 0'],[' 19.0092'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77337e+08'],[' 5.67855e+08'],[' 0'],[' 5.45057e+10'],[' 0'],[' 0'],[' 1242 '],[' 2391 '],[' 3613 '],[' 3 '],[' 0 ']
UNKNOWN,TA53,[' 2625+'],[' 1316'],"[' 1002.288s (Solving', ' 992.54s 1st Model', ' 17.71s Unsat', ' 0.00s)']",[' 996.969s'], ,[' 185911915'],"[' 13473120 (Analyzed', ' 13178054)']","[' 24360    (Average', ' 540.97 Last', ' 9129)']",[' 3446.7  '],"[' 1316     (Average Length', ' 642.52 Splits', ' 0)']","[' 13178054 (Deleted', ' 13037461)']","[' 222      (Ratio', '   0.00%)']","[' 28580    (Ratio', '   0.22%)']","[' 13178054 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13178054 (Average', ' 13.78 Max', ' 3518 Sum', ' 181544952)']","[' 13177444 (Average', ' 13.75 Max', ' 3518 Sum', ' 181155764 Ratio', '  99.79%)']","[' 610      (Average', ' 638.01 Max', ' 807 Sum', ' 389188 Ratio', '   0.21%)']", ,[' 86507   '],[' 6817    '],[' 87002   '],[' 50547   '],"[' 151637   (Atom=Atom', ' 44478 Body=Body', ' 25892 Other', ' 81267)']",[' Yes'],"[' 8062     (Eliminated', '    0 Frozen', ' 8062)']","[' 4300     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.10148'],[' 0'], ,[' 699.96'],[' 0'],[' 19.2908'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.61085e+08'],[' 4.62524e+08'],[' 0'],[' 5.16574e+10'],[' 0'],[' 0'],[' 1155 '],[' 2406 '],[' 3566 '],[' 3 '],[' 0 ']
UNKNOWN,TA54,[' 2875+'],[' 1441'],"[' 1002.097s (Solving', ' 993.03s 1st Model', ' 26.22s Unsat', ' 0.00s)']",[' 998.781s'], ,[' 222241700'],"[' 12807199 (Analyzed', ' 12540930)']","[' 22690    (Average', ' 552.71 Last', ' 25939)']",[' 3272.1  '],"[' 1441     (Average Length', ' 694.71 Splits', ' 0)']","[' 12540930 (Deleted', ' 12411094)']","[' 314      (Ratio', '   0.00%)']","[' 36800    (Ratio', '   0.29%)']","[' 12540930 (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12540930 (Average', ' 17.37 Max', ' 3244 Sum', ' 217861590)']","[' 12540385 (Average', ' 17.34 Max', ' 3244 Sum', ' 217490288 Ratio', '  99.83%)']","[' 545      (Average', ' 681.29 Max', ' 923 Sum', ' 371302 Ratio', '   0.17%)']", ,[' 87384   '],[' 6907    '],[' 87976   '],[' 51066   '],"[' 153194   (Atom=Atom', ' 44907 Body=Body', ' 25982 Other', ' 82305)']",[' Yes'],"[' 8249     (Eliminated', '    0 Frozen', ' 8249)']","[' 6109     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.94085'],[' 0'], ,[' 659.896'],[' 0'],[' 20.1677'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.70085e+08'],[' 6.52789e+08'],[' 0'],[' 5.31177e+10'],[' 0'],[' 0'],[' 1228 '],[' 2249 '],[' 3433 '],[' 3 '],[' 0 ']
UNKNOWN,TA55,[' 3015+'],[' 1511'],"[' 1002.177s (Solving', ' 993.02s 1st Model', ' 20.48s Unsat', ' 0.00s)']",[' 996.750s'], ,[' 191028327'],"[' 9183122  (Analyzed', ' 8897363)']","[' 17187    (Average', ' 517.68 Last', ' 34519)']",[' 3346.2  '],"[' 1511     (Average Length', ' 733.23 Splits', ' 0)']","[' 8897363  (Deleted', ' 8793816)']","[' 245      (Ratio', '   0.00%)']","[' 29997    (Ratio', '   0.34%)']","[' 8897363  (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8897363  (Average', ' 20.99 Max', ' 3579 Sum', ' 186746161)']","[' 8896687  (Average', ' 20.93 Max', ' 3579 Sum', ' 186177397 Ratio', '  99.70%)']","[' 676      (Average', ' 841.37 Max', ' 1064 Sum', ' 568764 Ratio', '   0.30%)']", ,[' 87300   '],[' 6931    '],[' 87968   '],[' 50970   '],"[' 152906   (Atom=Atom', ' 44787 Body=Body', ' 26006 Other', ' 82113)']",[' Yes'],"[' 8349     (Eliminated', '    0 Frozen', ' 8349)']","[' 4006     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.91431'],[' 0'], ,[' 686.393'],[' 0'],[' 18.7302'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.92536e+08'],[' 5.89124e+08'],[' 0'],[' 5.65614e+10'],[' 0'],[' 0'],[' 1088 '],[' 2355 '],[' 3745 '],[' 3 '],[' 0 ']
UNKNOWN,TA56,[' 3035+'],[' 1521'],"[' 1002.202s (Solving', ' 992.27s 1st Model', ' 77.43s Unsat', ' 0.00s)']",[' 999.828s'], ,[' 204412569'],"[' 14157318 (Analyzed', ' 13827414)']","[' 26564    (Average', ' 520.53 Last', ' 61770)']",[' 3544.7  '],"[' 1521     (Average Length', ' 732.22 Splits', ' 0)']","[' 13827414 (Deleted', ' 13695144)']","[' 253      (Ratio', '   0.00%)']","[' 31460    (Ratio', '   0.23%)']","[' 13827414 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13827414 (Average', ' 14.42 Max', ' 3564 Sum', ' 199347308)']","[' 13826775 (Average', ' 14.39 Max', ' 3564 Sum', ' 198919666 Ratio', '  99.79%)']","[' 639      (Average', ' 669.24 Max', ' 869 Sum', ' 427642 Ratio', '   0.21%)']", ,[' 86676   '],[' 6812    '],[' 87335   '],[' 50455   '],"[' 151361   (Atom=Atom', ' 44391 Body=Body', ' 25887 Other', ' 81083)']",[' Yes'],"[' 8221     (Eliminated', '    0 Frozen', ' 8221)']","[' 4218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15116'],[' 0'], ,[' 705.071'],[' 0'],[' 19.3101'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.09602e+08'],[' 5.01191e+08'],[' 0'],[' 5.77184e+10'],[' 0'],[' 0'],[' 1361 '],[' 2533 '],[' 3583 '],[' 3 '],[' 0 ']
UNKNOWN,TA57,[' 2639+'],[' 1323'],"[' 1001.868s (Solving', ' 993.44s 1st Model', ' 19.86s Unsat', ' 0.00s)']",[' 999.922s'], ,[' 184290457'],"[' 14098307 (Analyzed', ' 13768341)']","[' 26284    (Average', ' 523.83 Last', ' 24262)']",[' 3488.0  '],"[' 1323     (Average Length', ' 640.55 Splits', ' 0)']","[' 13768341 (Deleted', ' 13633272)']","[' 215      (Ratio', '   0.00%)']","[' 28565    (Ratio', '   0.21%)']","[' 13768341 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13768341 (Average', ' 13.04 Max', ' 3507 Sum', ' 179578823)']","[' 13767811 (Average', ' 13.02 Max', ' 3507 Sum', ' 179256139 Ratio', '  99.82%)']","[' 530      (Average', ' 608.84 Max', ' 824 Sum', ' 322684 Ratio', '   0.18%)']", ,[' 86968   '],[' 6871    '],[' 87465   '],[' 50734   '],"[' 152198   (Atom=Atom', ' 44611 Body=Body', ' 25946 Other', ' 81641)']",[' Yes'],"[' 8118     (Eliminated', '    0 Frozen', ' 8118)']","[' 5267     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.85718'],[' 0'], ,[' 712.431'],[' 0'],[' 18.1273'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.80194e+08'],[' 4.74035e+08'],[' 0'],[' 6.14262e+10'],[' 0'],[' 0'],[' 1392 '],[' 2408 '],[' 3665 '],[' 3 '],[' 0 ']
UNKNOWN,TA58,[' 3051+'],[' 1529'],"[' 1002.273s (Solving', ' 992.72s 1st Model', ' 13.05s Unsat', ' 0.00s)']",[' 998.547s'], ,[' 189577055'],"[' 13263296 (Analyzed', ' 12916139)']","[' 24302    (Average', ' 531.48 Last', ' 31640)']",[' 3474.4  '],"[' 1529     (Average Length', ' 732.67 Splits', ' 0)']","[' 12916139 (Deleted', ' 12779010)']","[' 261      (Ratio', '   0.00%)']","[' 29662    (Ratio', '   0.23%)']","[' 12916139 (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12916139 (Average', ' 14.29 Max', ' 3339 Sum', ' 184547656)']","[' 12915562 (Average', ' 14.25 Max', ' 3339 Sum', ' 184102635 Ratio', '  99.76%)']","[' 577      (Average', ' 771.27 Max', ' 1921 Sum', ' 445021 Ratio', '   0.24%)']", ,[' 87186   '],[' 6859    '],[' 87846   '],[' 51058   '],"[' 153170   (Atom=Atom', ' 44947 Body=Body', ' 25934 Other', ' 82289)']",[' Yes'],"[' 8269     (Eliminated', '    0 Frozen', ' 8269)']","[' 5018     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05948'],[' 0'], ,[' 710.631'],[' 0'],[' 18.3568'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.94799e+08'],[' 4.92162e+08'],[' 0'],[' 6.03433e+10'],[' 0'],[' 0'],[' 1256 '],[' 2389 '],[' 3787 '],[' 3 '],[' 0 ']
UNKNOWN,TA59,[' 2777+'],[' 1392'],"[' 1002.052s (Solving', ' 994.36s 1st Model', ' 11.45s Unsat', ' 0.00s)']",[' 998.563s'], ,[' 242687823'],"[' 16157400 (Analyzed', ' 15857651)']","[' 26838    (Average', ' 590.87 Last', ' 202495)']",[' 3430.4  '],"[' 1392     (Average Length', ' 674.37 Splits', ' 0)']","[' 15857651 (Deleted', ' 15698640)']","[' 306      (Ratio', '   0.00%)']","[' 36820    (Ratio', '   0.23%)']","[' 15857651 (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15857651 (Average', ' 15.00 Max', ' 3316 Sum', ' 237849768)']","[' 15857134 (Average', ' 14.98 Max', ' 3316 Sum', ' 237522411 Ratio', '  99.86%)']","[' 517      (Average', ' 633.19 Max', ' 841 Sum', ' 327357 Ratio', '   0.14%)']", ,[' 86797   '],[' 6892    '],[' 87359   '],[' 50626   '],"[' 151874   (Atom=Atom', ' 44482 Body=Body', ' 25967 Other', ' 81425)']",[' Yes'],"[' 8204     (Eliminated', '    0 Frozen', ' 8204)']","[' 5376     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64604'],[' 0'], ,[' 713.119'],[' 0'],[' 20.1433'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.94571e+08'],[' 6.66297e+08'],[' 0'],[' 6.92636e+10'],[' 0'],[' 0'],[' 1166 '],[' 2322 '],[' 3642 '],[' 3 '],[' 0 ']
UNKNOWN,TA60,[' 3281+'],[' 1644'],"[' 1002.041s (Solving', ' 993.60s 1st Model', ' 46.28s Unsat', ' 0.00s)']",[' 999.375s'], ,[' 301064841'],"[' 14033750 (Analyzed', ' 13693162)']","[' 26040    (Average', ' 525.85 Last', ' 58900)']",[' 3460.3  '],"[' 1644     (Average Length', ' 794.31 Splits', ' 0)']","[' 13693162 (Deleted', ' 13543116)']","[' 373      (Ratio', '   0.00%)']","[' 40740    (Ratio', '   0.30%)']","[' 13693162 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13693162 (Average', ' 21.60 Max', ' 3168 Sum', ' 295750612)']","[' 13692612 (Average', ' 21.57 Max', ' 3168 Sum', ' 295313112 Ratio', '  99.85%)']","[' 550      (Average', ' 795.45 Max', ' 1078 Sum', ' 437500 Ratio', '   0.15%)']", ,[' 87251   '],[' 6895    '],[' 88027   '],[' 51151   '],"[' 153449   (Atom=Atom', ' 45004 Body=Body', ' 25970 Other', ' 82475)']",[' Yes'],"[' 8421     (Eliminated', '    0 Frozen', ' 8421)']","[' 6334     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.82595'],[' 0'], ,[' 629.357'],[' 0'],[' 22.1705'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16723e+09'],[' 9.95513e+08'],[' 0'],[' 5.96888e+10'],[' 0'],[' 0'],[' 1136 '],[' 2172 '],[' 3338 '],[' 3 '],[' 0 ']
