Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1005'],[' 513'],"[' 207.710s (Solving', ' 205.39s 1st Model', ' 1.56s Unsat', ' 1.36s)']",[' 207.531s'], ,[' 15493777'],"[' 8075728  (Analyzed', ' 8050866)']","[' 15517    (Average', ' 518.84 Last', ' 6388)']",[' 1799.2  '],"[' 513      (Average Length', ' 239.70 Splits', ' 0)']","[' 8050866  (Deleted', ' 7922208)']","[' 76       (Ratio', '   0.00%)']","[' 1716     (Ratio', '   0.02%)']","[' 8050866  (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8050866  (Average', '  1.80 Max', ' 2576 Sum', ' 14485040)']","[' 8050721  (Average', '  1.80 Max', ' 2576 Sum', ' 14468632 Ratio', '  99.89%)']","[' 145      (Average', ' 113.16 Max', ' 422 Sum', '  16408 Ratio', '   0.11%)']", ,[' 75985   '],[' 3565    '],[' 75706   '],[' 52833   '],"[' 158495   (Atom=Atom', ' 50016 Body=Body', ' 22640 Other', ' 85839)']",[' Yes'],"[' 4036     (Eliminated', '    0 Frozen', ' 4036)']","[' 234      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.658973'],[' 0'], ,[' 155.564'],[' 0'],[' 3.2457'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.66401e+07'],[' 2.83894e+07'],[' 0'],[' 2.05497e+10'],[' 0'],[' 0'],[' 446 '],[' 941 '],[' 1288 '],[' 1579 '],[' 1815 '],[' 1939 '],[' 2153 '],[' 2493 '],[' 3290 '],[' 3615 '],[' 2 '],[' 8 ']
Solving...,TA52, , ,[' 905'],[' 463'],"[' 323.018s (Solving', ' 320.75s 1st Model', ' 1.29s Unsat', ' 17.65s)']",[' 322.500s'], ,[' 21924264'],"[' 15624079 (Analyzed', ' 15592937)']","[' 31949    (Average', ' 488.06 Last', ' 56790)']",[' 1785.0  '],"[' 463      (Average Length', ' 219.40 Splits', ' 0)']","[' 15592937 (Deleted', ' 15363591)']","[' 86       (Ratio', '   0.00%)']","[' 1480     (Ratio', '   0.01%)']","[' 15592937 (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15592937 (Average', '  1.33 Max', ' 2515 Sum', ' 20816014)']","[' 15592767 (Average', '  1.33 Max', ' 2515 Sum', ' 20797338 Ratio', '  99.91%)']","[' 170      (Average', ' 109.86 Max', ' 365 Sum', '  18676 Ratio', '   0.09%)']", ,[' 75802   '],[' 3533    '],[' 75491   '],[' 52955   '],"[' 158861   (Atom=Atom', ' 50170 Body=Body', ' 22608 Other', ' 86083)']",[' Yes'],"[' 3972     (Eliminated', '    0 Frozen', ' 3972)']","[' 163      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.616318'],[' 0'], ,[' 232.468'],[' 0'],[' 5.5102'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.35348e+07'],[' 2.90932e+07'],[' 0'],[' 3.00256e+10'],[' 0'],[' 0'],[' 557 '],[' 980 '],[' 1285 '],[' 1562 '],[' 1788 '],[' 2072 '],[' 2587 '],[' 2899 '],[' 3149 '],[' 3658 '],[' 3 '],[' 7 ']
Solving...,TA53, , ,[' 955'],[' 488'],"[' 209.742s (Solving', ' 207.53s 1st Model', ' 1.32s Unsat', ' 4.01s)']",[' 209.328s'], ,[' 15463217'],"[' 10424155 (Analyzed', ' 10394602)']","[' 20872    (Average', ' 498.02 Last', ' 24668)']",[' 1846.2  '],"[' 488      (Average Length', ' 229.51 Splits', ' 0)']","[' 10394602 (Deleted', ' 10255146)']","[' 83       (Ratio', '   0.00%)']","[' 1262     (Ratio', '   0.01%)']","[' 10394602 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10394602 (Average', '  1.38 Max', ' 2625 Sum', ' 14378117)']","[' 10394458 (Average', '  1.38 Max', ' 2625 Sum', ' 14371198 Ratio', '  99.95%)']","[' 144      (Average', ' 48.05 Max', ' 408 Sum', '   6919 Ratio', '   0.05%)']", ,[' 75074   '],[' 3611    '],[' 74779   '],[' 54062   '],"[' 162182   (Atom=Atom', ' 51199 Body=Body', ' 22686 Other', ' 88297)']",[' Yes'],"[' 4066     (Eliminated', '    0 Frozen', ' 4066)']","[' 157      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.627271'],[' 0'], ,[' 150.021'],[' 0'],[' 3.73274'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.52541e+07'],[' 2.18129e+07'],[' 0'],[' 1.92032e+10'],[' 0'],[' 0'],[' 423 '],[' 1122 '],[' 1263 '],[' 1385 '],[' 1936 '],[' 2014 '],[' 2231 '],[' 2495 '],[' 3031 '],[' 3539 '],[' 2 '],[' 8 ']
Solving...,TA54, , ,[' 1033'],[' 527'],"[' 309.857s (Solving', ' 307.20s 1st Model', ' 1.98s Unsat', ' 3.41s)']",[' 307.922s'], ,[' 21153286'],"[' 13029832 (Analyzed', ' 13000486)']","[' 25536    (Average', ' 509.10 Last', ' 95730)']",[' 1744.3  '],"[' 527      (Average Length', ' 250.73 Splits', ' 0)']","[' 13000486 (Deleted', ' 12794732)']","[' 74       (Ratio', '   0.00%)']","[' 1888     (Ratio', '   0.01%)']","[' 13000486 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13000486 (Average', '  1.54 Max', ' 2576 Sum', ' 20038890)']","[' 13000305 (Average', '  1.54 Max', ' 2576 Sum', ' 20022014 Ratio', '  99.92%)']","[' 181      (Average', ' 93.24 Max', ' 342 Sum', '  16876 Ratio', '   0.08%)']", ,[' 75388   '],[' 3664    '],[' 75131   '],[' 53092   '],"[' 159272   (Atom=Atom', ' 50176 Body=Body', ' 22739 Other', ' 86357)']",[' Yes'],"[' 4157     (Eliminated', '    0 Frozen', ' 4157)']","[' 216      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.697668'],[' 0'], ,[' 225.828'],[' 0'],[' 5.01782'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.17325e+07'],[' 3.10715e+07'],[' 0'],[' 2.86949e+10'],[' 0'],[' 0'],[' 445 '],[' 787 '],[' 1273 '],[' 1500 '],[' 1781 '],[' 2189 '],[' 2427 '],[' 2670 '],[' 2965 '],[' 3280 '],[' 3 '],[' 7 ']
Solving...,TA55, , ,[' 929'],[' 475'],"[' 211.242s (Solving', ' 209.14s 1st Model', ' 1.28s Unsat', ' 5.63s)']",[' 210.797s'], ,[' 18206579'],"[' 12857777 (Analyzed', ' 12812996)']","[' 24927    (Average', ' 514.02 Last', ' 149492)']",[' 1686.0  '],"[' 475      (Average Length', ' 225.02 Splits', ' 0)']","[' 12812996 (Deleted', ' 12654020)']","[' 73       (Ratio', '   0.00%)']","[' 1544     (Ratio', '   0.01%)']","[' 12812996 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12812996 (Average', '  1.34 Max', ' 2720 Sum', ' 17161074)']","[' 12812873 (Average', '  1.34 Max', ' 2720 Sum', ' 17142915 Ratio', '  99.89%)']","[' 123      (Average', ' 147.63 Max', ' 385 Sum', '  18159 Ratio', '   0.11%)']", ,[' 76553   '],[' 3692    '],[' 76249   '],[' 56086   '],"[' 168254   (Atom=Atom', ' 53142 Body=Body', ' 22767 Other', ' 92345)']",[' Yes'],"[' 4138     (Eliminated', '    0 Frozen', ' 4138)']","[' 170      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.540645'],[' 0'], ,[' 135.521'],[' 0'],[' 3.69438'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.21705e+07'],[' 2.32189e+07'],[' 0'],[' 1.56461e+10'],[' 0'],[' 0'],[' 643 '],[' 906 '],[' 1252 '],[' 1394 '],[' 1578 '],[' 1936 '],[' 2534 '],[' 2735 '],[' 3149 '],[' 3400 '],[' 2 '],[' 8 ']
Solving...,TA56, , ,[' 1065'],[' 543'],"[' 243.418s (Solving', ' 241.12s 1st Model', ' 1.30s Unsat', ' 37.48s)']",[' 242.766s'], ,[' 16872718'],"[' 11612673 (Analyzed', ' 11570766)']","[' 24019    (Average', ' 481.73 Last', ' 28596)']",[' 1699.4  '],"[' 543      (Average Length', ' 250.05 Splits', ' 0)']","[' 11570766 (Deleted', ' 11407714)']","[' 95       (Ratio', '   0.00%)']","[' 1836     (Ratio', '   0.02%)']","[' 11570766 (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11570766 (Average', '  1.36 Max', ' 2554 Sum', ' 15769843)']","[' 11570631 (Average', '  1.36 Max', ' 2554 Sum', ' 15761179 Ratio', '  99.95%)']","[' 135      (Average', ' 64.18 Max', ' 390 Sum', '   8664 Ratio', '   0.05%)']", ,[' 76141   '],[' 3538    '],[' 75887   '],[' 54180   '],"[' 162536   (Atom=Atom', ' 51390 Body=Body', ' 22613 Other', ' 88533)']",[' Yes'],"[' 4034     (Eliminated', '    0 Frozen', ' 4034)']","[' 131      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.634912'],[' 0'], ,[' 175.885'],[' 0'],[' 4.27529'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.93983e+07'],[' 2.28748e+07'],[' 0'],[' 2.25098e+10'],[' 0'],[' 0'],[' 586 '],[' 994 '],[' 1403 '],[' 1540 '],[' 1773 '],[' 2073 '],[' 2446 '],[' 2827 '],[' 3096 '],[' 3452 '],[' 2 '],[' 8 ']
Solving...,TA57, , ,[' 1261'],[' 641'],"[' 12.464s (Solving', ' 9.45s 1st Model', ' 2.35s Unsat', ' 3.30s)']",[' 12.375s'], ,[' 2509108 '],"[' 245982   (Analyzed', ' 136188)']","[' 814      (Average', ' 167.31 Last', ' 1010)']",[' 1931.5  '],"[' 641      (Average Length', ' 296.97 Splits', ' 0)']","[' 136188   (Deleted', ' 129108)']","[' 103      (Ratio', '   0.08%)']","[' 1207     (Ratio', '   0.89%)']","[' 136188   (Average Length', '    8.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 136188   (Average', ' 10.01 Max', ' 2810 Sum', ' 1362947)']","[' 136082   (Average', ' 10.00 Max', ' 2810 Sum', ' 1362293 Ratio', '  99.95%)']","[' 106      (Average', '  6.17 Max', ' 138 Sum', '    654 Ratio', '   0.05%)']", ,[' 76096   '],[' 3690    '],[' 75928   '],[' 54586   '],"[' 163754   (Atom=Atom', ' 51644 Body=Body', ' 22765 Other', ' 89345)']",[' Yes'],"[' 4272     (Eliminated', '    0 Frozen', ' 4272)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.810539'],[' 0'], ,[' 4.74609'],[' 0'],[' 0.184617'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33226e+07'],[' 1.25374e+07'],[' 0'],[' 4.52228e+08'],[' 0'],[' 0'],[' 445 '],[' 878 '],[' 1171 '],[' 1401 '],[' 1758 '],[' 2022 '],[' 2260 '],[' 2479 '],[' 2750 '],[' 3155 '],[' 0 '],[' 10 ']
Solving...,TA58, , ,[' 711'],[' 366'],"[' 118.890s (Solving', ' 116.77s 1st Model', ' 1.21s Unsat', ' 13.73s)']",[' 118.500s'], ,[' 16886434'],"[' 11878916 (Analyzed', ' 11855080)']","[' 22277    (Average', ' 532.17 Last', ' 811)']",[' 1933.9  '],"[' 366      (Average Length', ' 173.44 Splits', ' 0)']","[' 11855080 (Deleted', ' 11700252)']","[' 71       (Ratio', '   0.00%)']","[' 1080     (Ratio', '   0.01%)']","[' 11855080 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11855080 (Average', '  1.34 Max', ' 2687 Sum', ' 15929457)']","[' 11854973 (Average', '  1.34 Max', ' 2687 Sum', ' 15926343 Ratio', '  99.98%)']","[' 107      (Average', ' 29.10 Max', ' 302 Sum', '   3114 Ratio', '   0.02%)']", ,[' 75645   '],[' 3630    '],[' 75241   '],[' 54549   '],"[' 163643   (Atom=Atom', ' 51667 Body=Body', ' 22705 Other', ' 89271)']",[' Yes'],"[' 3976     (Eliminated', '    0 Frozen', ' 3976)']","[' 80       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.53144'],[' 0'], ,[' 55.0745'],[' 0'],[' 1.3091'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.7065e+07'],[' 2.01358e+07'],[' 0'],[' 4.35558e+09'],[' 0'],[' 0'],[' 555 '],[' 1219 '],[' 1427 '],[' 1633 '],[' 1797 '],[' 2095 '],[' 2339 '],[' 2706 '],[' 3057 '],[' 3339 '],[' 1 '],[' 9 ']
Solving...,TA59, , ,[' 801'],[' 411'],"[' 266.996s (Solving', ' 264.55s 1st Model', ' 1.25s Unsat', ' 161.06s)']",[' 266.391s'], ,[' 22157254'],"[' 15678521 (Analyzed', ' 15654190)']","[' 29995    (Average', ' 521.89 Last', ' 15700)']",[' 1785.1  '],"[' 411      (Average Length', ' 197.35 Splits', ' 0)']","[' 15654190 (Deleted', ' 15462845)']","[' 83       (Ratio', '   0.00%)']","[' 1465     (Ratio', '   0.01%)']","[' 15654190 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15654190 (Average', '  1.35 Max', ' 2483 Sum', ' 21118760)']","[' 15654041 (Average', '  1.35 Max', ' 2483 Sum', ' 21111938 Ratio', '  99.97%)']","[' 149      (Average', ' 45.79 Max', ' 250 Sum', '   6822 Ratio', '   0.03%)']", ,[' 74473   '],[' 3482    '],[' 74115   '],[' 51374   '],"[' 154118   (Atom=Atom', ' 48640 Body=Body', ' 22557 Other', ' 82921)']",[' Yes'],"[' 3874     (Eliminated', '    0 Frozen', ' 3874)']","[' 121      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.585075'],[' 0'], ,[' 178.336'],[' 0'],[' 4.48056'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.24898e+07'],[' 2.76151e+07'],[' 0'],[' 2.18557e+10'],[' 0'],[' 0'],[' 417 '],[' 910 '],[' 1094 '],[' 1430 '],[' 1752 '],[' 2016 '],[' 2149 '],[' 2410 '],[' 2802 '],[' 3129 '],[' 1 '],[' 9 ']
Solving...,TA60, , ,[' 821'],[' 421'],"[' 273.122s (Solving', ' 270.98s 1st Model', ' 1.39s Unsat', ' 67.70s)']",[' 272.828s'], ,[' 18409995'],"[' 12238952 (Analyzed', ' 12191665)']","[' 25058    (Average', ' 486.54 Last', ' 45974)']",[' 1755.0  '],"[' 421      (Average Length', ' 196.20 Splits', ' 0)']","[' 12191665 (Deleted', ' 12017610)']","[' 62       (Ratio', '   0.00%)']","[' 1621     (Ratio', '   0.01%)']","[' 12191665 (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12191665 (Average', '  1.43 Max', ' 2682 Sum', ' 17396751)']","[' 12191558 (Average', '  1.43 Max', ' 2682 Sum', ' 17389064 Ratio', '  99.96%)']","[' 107      (Average', ' 71.84 Max', ' 354 Sum', '   7687 Ratio', '   0.04%)']", ,[' 75675   '],[' 3661    '],[' 75318   '],[' 54789   '],"[' 164363   (Atom=Atom', ' 51876 Body=Body', ' 22736 Other', ' 89751)']",[' Yes'],"[' 4054     (Eliminated', '    0 Frozen', ' 4054)']","[' 177      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.542802'],[' 0'], ,[' 203.038'],[' 0'],[' 4.76086'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.40885e+07'],[' 2.66124e+07'],[' 0'],[' 2.56801e+10'],[' 0'],[' 0'],[' 452 '],[' 857 '],[' 1086 '],[' 1313 '],[' 1949 '],[' 2117 '],[' 2278 '],[' 2685 '],[' 2919 '],[' 3282 '],[' 2 '],[' 8 ']
