Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA31,[' 1433+'],[' 720'],"[' 1000.275s (Solving', ' 998.59s 1st Model', ' 1.92s Unsat', ' 0.00s)']",[' 999.656s'], ,[' 94727244'],"[' 39067471 (Analyzed', ' 38979708)']","[' 63161    (Average', ' 617.15 Last', ' 1166034)']",[' 1435.4  '],"[' 720      (Average Length', ' 352.35 Splits', ' 0)']","[' 38979708 (Deleted', ' 38455551)']","[' 112      (Ratio', '   0.00%)']","[' 6122     (Ratio', '   0.02%)']","[' 38979708 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38979708 (Average', '  2.38 Max', ' 1365 Sum', ' 92908799)']","[' 38979496 (Average', '  2.38 Max', ' 1365 Sum', ' 92833507 Ratio', '  99.92%)']","[' 212      (Average', ' 355.15 Max', ' 974 Sum', '  75292 Ratio', '   0.08%)']", ,[' 33612   '],[' 2611    '],[' 33847   '],[' 18605   '],"[' 55811    (Atom=Atom', ' 16442 Body=Body', ' 9556 Other', ' 29813)']",[' Yes'],"[' 3296     (Eliminated', '    0 Frozen', ' 3296)']","[' 1079     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.42383'],[' 0'], ,[' 739.239'],[' 0'],[' 15.2107'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.79614e+08'],[' 1.64374e+08'],[' 0'],[' 7.68233e+10'],[' 0'],[' 0'],[' 791 '],[' 1614 '],[' 2301 '],[' 3 '],[' 0 ']
UNKNOWN,TA32,[' 1351+'],[' 679'],"[' 1000.298s (Solving', ' 998.67s 1st Model', ' 1.69s Unsat', ' 0.00s)']",[' 999.906s'], ,[' 110730903'],"[' 40472156 (Analyzed', ' 40374686)']","[' 67592    (Average', ' 597.33 Last', ' 24970)']",[' 1464.2  '],"[' 679      (Average Length', ' 326.83 Splits', ' 0)']","[' 40374686 (Deleted', ' 39883825)']","[' 161      (Ratio', '   0.00%)']","[' 7904     (Ratio', '   0.02%)']","[' 40374686 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 40374686 (Average', '  2.69 Max', ' 1478 Sum', ' 108754769)']","[' 40374423 (Average', '  2.69 Max', ' 1478 Sum', ' 108672774 Ratio', '  99.92%)']","[' 263      (Average', ' 311.77 Max', ' 413 Sum', '  81995 Ratio', '   0.08%)']", ,[' 34068   '],[' 2698    '],[' 34257   '],[' 18989   '],"[' 56963    (Atom=Atom', ' 16739 Body=Body', ' 9643 Other', ' 30581)']",[' Yes'],"[' 3337     (Eliminated', '    0 Frozen', ' 3337)']","[' 954      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.405876'],[' 0'], ,[' 733.896'],[' 0'],[' 15.9104'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.10733e+08'],[' 1.93061e+08'],[' 0'],[' 7.82692e+10'],[' 0'],[' 0'],[' 952 '],[' 1615 '],[' 2524 '],[' 3 '],[' 0 ']
UNKNOWN,TA33,[' 1549+'],[' 778'],"[' 1000.222s (Solving', ' 998.61s 1st Model', ' 1.94s Unsat', ' 0.00s)']",[' 998.219s'], ,[' 89591439'],"[' 39026241 (Analyzed', ' 38921851)']","[' 63805    (Average', ' 610.01 Last', ' 322519)']",[' 1457.2  '],"[' 778      (Average Length', ' 376.23 Splits', ' 0)']","[' 38921851 (Deleted', ' 38335180)']","[' 115      (Ratio', '   0.00%)']","[' 6725     (Ratio', '   0.02%)']","[' 38921851 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38921851 (Average', '  2.26 Max', ' 1375 Sum', ' 87804908)']","[' 38921629 (Average', '  2.25 Max', ' 1375 Sum', ' 87720164 Ratio', '  99.90%)']","[' 222      (Average', ' 381.73 Max', ' 491 Sum', '  84744 Ratio', '   0.10%)']", ,[' 33685   '],[' 2623    '],[' 33969   '],[' 18729   '],"[' 56183    (Atom=Atom', ' 16554 Body=Body', ' 9568 Other', ' 30061)']",[' Yes'],"[' 3357     (Eliminated', '    0 Frozen', ' 3357)']","[' 1069     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.439398'],[' 0'], ,[' 725.733'],[' 0'],[' 14.4364'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66684e+08'],[' 1.59999e+08'],[' 0'],[' 7.45442e+10'],[' 0'],[' 0'],[' 798 '],[' 1575 '],[' 2332 '],[' 3 '],[' 0 ']
UNKNOWN,TA34,[' 1227+'],[' 617'],"[' 1000.317s (Solving', ' 998.94s 1st Model', ' 1.28s Unsat', ' 0.00s)']",[' 998.391s'], ,[' 96749269'],"[' 40168134 (Analyzed', ' 40103911)']","[' 65080    (Average', ' 616.22 Last', ' 2416)']",[' 1361.4  '],"[' 617      (Average Length', ' 297.03 Splits', ' 0)']","[' 40103911 (Deleted', ' 39602194)']","[' 130      (Ratio', '   0.00%)']","[' 6131     (Ratio', '   0.02%)']","[' 40103911 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 40103911 (Average', '  2.37 Max', ' 1375 Sum', ' 94993679)']","[' 40103676 (Average', '  2.37 Max', ' 1375 Sum', ' 94925976 Ratio', '  99.93%)']","[' 235      (Average', ' 288.10 Max', ' 383 Sum', '  67703 Ratio', '   0.07%)']", ,[' 33587   '],[' 2617    '],[' 33715   '],[' 18466   '],"[' 55394    (Atom=Atom', ' 16297 Body=Body', ' 9562 Other', ' 29535)']",[' Yes'],"[' 3195     (Eliminated', '    0 Frozen', ' 3195)']","[' 1100     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.367776'],[' 0'], ,[' 725.419'],[' 0'],[' 14.5795'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.87327e+08'],[' 1.7231e+08'],[' 0'],[' 7.72103e+10'],[' 0'],[' 0'],[' 872 '],[' 1612 '],[' 2540 '],[' 3 '],[' 0 ']
UNKNOWN,TA35,[' 1291+'],[' 649'],"[' 785.939s (Solving', ' 784.53s 1st Model', ' 6.70s Unsat', ' 111.34s)']",[' 784.531s'], ,[' 95081430'],"[' 33686413 (Analyzed', ' 33601624)']","[' 53744    (Average', ' 625.22 Last', ' 1385473)']",[' 1385.0  '],"[' 649      (Average Length', ' 314.71 Splits', ' 0)']","[' 33601624 (Deleted', ' 33233818)']","[' 175      (Ratio', '   0.00%)']","[' 7562     (Ratio', '   0.02%)']","[' 33601624 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33601624 (Average', '  2.78 Max', ' 1476 Sum', ' 93376182)']","[' 33601344 (Average', '  2.78 Max', ' 1476 Sum', ' 93288503 Ratio', '  99.91%)']","[' 280      (Average', ' 313.14 Max', ' 451 Sum', '  87679 Ratio', '   0.09%)']", ,[' 33953   '],[' 2683    '],[' 34116   '],[' 18754   '],"[' 56258    (Atom=Atom', ' 16519 Body=Body', ' 9628 Other', ' 30111)']",[' Yes'],"[' 3296     (Eliminated', '    0 Frozen', ' 3296)']","[' 989      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.35929'],[' 0'], ,[' 557.076'],[' 0'],[' 12.3604'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.73204e+08'],[' 1.75398e+08'],[' 0'],[' 6.04175e+10'],[' 0'],[' 0'],[' 934 '],[' 1649 '],[' 2648 '],[' 2 '],[' 1 ']
UNKNOWN,TA36,[' 1579+'],[' 793'],"[' 1000.462s (Solving', ' 998.51s 1st Model', ' 1.55s Unsat', ' 0.00s)']",[' 998.891s'], ,[' 93816847'],"[' 45113354 (Analyzed', ' 45009203)']","[' 75364    (Average', ' 597.22 Last', ' 118635)']",[' 1479.8  '],"[' 793      (Average Length', ' 384.58 Splits', ' 0)']","[' 45009203 (Deleted', ' 44382295)']","[' 97       (Ratio', '   0.00%)']","[' 5454     (Ratio', '   0.01%)']","[' 45009203 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45009203 (Average', '  2.04 Max', ' 1449 Sum', ' 91793748)']","[' 45008979 (Average', '  2.04 Max', ' 1449 Sum', ' 91710280 Ratio', '  99.91%)']","[' 224      (Average', ' 372.63 Max', ' 511 Sum', '  83468 Ratio', '   0.09%)']", ,[' 33810   '],[' 2644    '],[' 34111   '],[' 18827   '],"[' 56477    (Atom=Atom', ' 16631 Body=Body', ' 9589 Other', ' 30257)']",[' Yes'],"[' 3395     (Eliminated', '    0 Frozen', ' 3395)']","[' 915      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.4472'],[' 0'], ,[' 701.485'],[' 0'],[' 14.1695'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81834e+08'],[' 1.60373e+08'],[' 0'],[' 7.30581e+10'],[' 0'],[' 0'],[' 882 '],[' 1578 '],[' 2418 '],[' 3 '],[' 0 ']
UNKNOWN,TA37,[' 1647+'],[' 827'],"[' 769.146s (Solving', ' 767.14s 1st Model', ' 2.31s Unsat', ' 101.42s)']",[' 767.844s'], ,[' 58666007'],"[' 22962418 (Analyzed', ' 22819719)']","[' 41647    (Average', ' 547.93 Last', ' 83335)']",[' 1519.2  '],"[' 827      (Average Length', ' 405.40 Splits', ' 0)']","[' 22819719 (Deleted', ' 22457104)']","[' 123      (Ratio', '   0.00%)']","[' 6249     (Ratio', '   0.03%)']","[' 22819719 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22819719 (Average', '  2.50 Max', ' 1380 Sum', ' 57125536)']","[' 22819431 (Average', '  2.50 Max', ' 1380 Sum', ' 57021589 Ratio', '  99.82%)']","[' 288      (Average', ' 360.93 Max', ' 535 Sum', ' 103947 Ratio', '   0.18%)']", ,[' 33545   '],[' 2607    '],[' 33884   '],[' 18652   '],"[' 55952    (Atom=Atom', ' 16493 Body=Body', ' 9552 Other', ' 29907)']",[' Yes'],"[' 3396     (Eliminated', '    0 Frozen', ' 3396)']","[' 957      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.476878'],[' 0'], ,[' 604.236'],[' 0'],[' 10.8932'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77171e+08'],[' 1.12076e+08'],[' 0'],[' 6.89029e+10'],[' 0'],[' 0'],[' 709 '],[' 1483 '],[' 2313 '],[' 2 '],[' 1 ']
UNKNOWN,TA38,[' 1469+'],[' 738'],"[' 1000.192s (Solving', ' 998.38s 1st Model', ' 1.44s Unsat', ' 0.00s)']",[' 999.063s'], ,[' 98523879'],"[' 38131585 (Analyzed', ' 38056271)']","[' 63293    (Average', ' 601.27 Last', ' 248428)']",[' 1411.9  '],"[' 738      (Average Length', ' 356.46 Splits', ' 0)']","[' 38056271 (Deleted', ' 37521162)']","[' 125      (Ratio', '   0.00%)']","[' 5847     (Ratio', '   0.02%)']","[' 38056271 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38056271 (Average', '  2.54 Max', ' 1391 Sum', ' 96744226)']","[' 38056056 (Average', '  2.54 Max', ' 1391 Sum', ' 96664306 Ratio', '  99.92%)']","[' 215      (Average', ' 371.72 Max', ' 468 Sum', '  79920 Ratio', '   0.08%)']", ,[' 33617   '],[' 2614    '],[' 33851   '],[' 18646   '],"[' 55934    (Atom=Atom', ' 16480 Body=Body', ' 9559 Other', ' 29895)']",[' Yes'],"[' 3298     (Eliminated', '    0 Frozen', ' 3298)']","[' 964      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.418718'],[' 0'], ,[' 739.738'],[' 0'],[' 15.5843'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.88618e+08'],[' 1.77926e+08'],[' 0'],[' 7.9381e+10'],[' 0'],[' 0'],[' 884 '],[' 1566 '],[' 2318 '],[' 3 '],[' 0 ']
UNKNOWN,TA39,[' 1181+'],[' 594'],"[' 1000.298s (Solving', ' 998.88s 1st Model', ' 1.47s Unsat', ' 0.00s)']",[' 998.375s'], ,[' 95530093'],"[' 38695960 (Analyzed', ' 38612927)']","[' 60802    (Average', ' 635.06 Last', ' 442254)']",[' 1434.5  '],"[' 594      (Average Length', ' 289.07 Splits', ' 0)']","[' 38612927 (Deleted', ' 38229774)']","[' 66       (Ratio', '   0.00%)']","[' 5309     (Ratio', '   0.01%)']","[' 38612927 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38612927 (Average', '  2.43 Max', ' 1499 Sum', ' 93666091)']","[' 38612586 (Average', '  2.42 Max', ' 1499 Sum', ' 93569868 Ratio', '  99.90%)']","[' 341      (Average', ' 282.18 Max', ' 381 Sum', '  96223 Ratio', '   0.10%)']", ,[' 33727   '],[' 2675    '],[' 33840   '],[' 18683   '],"[' 56045    (Atom=Atom', ' 16456 Body=Body', ' 9620 Other', ' 29969)']",[' Yes'],"[' 3238     (Eliminated', '    0 Frozen', ' 3238)']","[' 689      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.357735'],[' 0'], ,[' 752.09'],[' 0'],[' 14.3702'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66542e+08'],[' 1.57629e+08'],[' 0'],[' 8.05903e+10'],[' 0'],[' 0'],[' 997 '],[' 1919 '],[' 2521 '],[' 3 '],[' 0 ']
UNKNOWN,TA40,[' 1599+'],[' 803'],"[' 670.301s (Solving', ' 668.49s 1st Model', ' 1.61s Unsat', ' 0.91s)']",[' 669.938s'], ,[' 76152281'],"[' 28253180 (Analyzed', ' 28149375)']","[' 47427    (Average', ' 593.53 Last', ' 3114)']",[' 1510.2  '],"[' 803      (Average Length', ' 390.15 Splits', ' 0)']","[' 28149375 (Deleted', ' 27764357)']","[' 112      (Ratio', '   0.00%)']","[' 4339     (Ratio', '   0.02%)']","[' 28149375 (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28149375 (Average', '  2.64 Max', ' 1624 Sum', ' 74445853)']","[' 28149237 (Average', '  2.64 Max', ' 1624 Sum', ' 74408257 Ratio', '  99.95%)']","[' 138      (Average', ' 272.43 Max', ' 528 Sum', '  37596 Ratio', '   0.05%)']", ,[' 33482   '],[' 2547    '],[' 33792   '],[' 18350   '],"[' 55046    (Atom=Atom', ' 16251 Body=Body', ' 9492 Other', ' 29303)']",[' Yes'],"[' 3307     (Eliminated', '    0 Frozen', ' 3307)']","[' 606      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.451733'],[' 0'], ,[' 456.551'],[' 0'],[' 10.3409'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.36906e+08'],[' 1.45234e+08'],[' 0'],[' 5.15122e+10'],[' 0'],[' 0'],[' 719 '],[' 1342 '],[' 2052 '],[' 2 '],[' 1 ']
